instances,SUNNY
BF17_cpmp_20_5_60_12_36_5,35.64
BF18_cpmp_20_5_60_12_45_1,1338.06
BF18_cpmp_20_5_60_12_45_12,0.004
BF18_cpmp_20_5_60_12_45_7,0.004
BF19_cpmp_20_5_60_24_36_11,0.004
BF19_cpmp_20_5_60_24_36_9,35.748
BF2_cpmp_16_5_48_10_36_15,0.004
BF2_cpmp_16_5_48_10_36_2,33.184
BF2_cpmp_16_5_48_10_36_7,0.0
BF24_cpmp_20_5_80_32_60_2,1389.007
BF25_cpmp_20_8_96_20_58_20,2416.2380000000003
BF4_cpmp_16_5_48_20_36_18,0.424
BF4_cpmp_16_5_48_20_36_19,0.004
BF4_cpmp_16_5_48_20_36_7,33.52
BF5_cpmp_16_5_64_13_39_14,1.192
BF5_cpmp_16_5_64_13_39_4,34.556
BF5_cpmp_16_5_64_13_39_8,14.333
BF6_cpmp_16_5_64_13_48_11,34.588
BF6_cpmp_16_5_64_13_48_12,33.852
BF7_cpmp_16_5_64_26_39_19,424.176
BF7_cpmp_16_5_64_26_39_2,3255.408
BF9_cpmp_16_8_77_16_47_1,1468.668
LC2b_lc2b_3,0.516
LC2b_lc2b_6,1.156
LC3b_lc3b_10,1984.696
LC3b_lc3b_9,74.453
cv_data5-7-13,851.317
cv_data4-4-16,6.104
cv_data5-8-19,2413.111
cv_data5-5-37,145.557
cv_data5-6-25,299.055
cv_data5-6-11,19.305
cv_data5-6-2,80.553
cv_data5-5-27,2180.444
cv_data5-5-10,62.912
cv_data4-7-32,57.224
cv_data3-7-22,0.032
cv_data4-6-30,1.932
cv_data5-4-10,0.296
cv_data4-4-34,0.516
cv_data4-4-10,0.152
cv_data4-7-31,15.453
cv_data4-7-21,17.009
cv_data4-6-14,0.052
cv_data3-7-17,0.14
cv_data4-6-8,0.088
cv_data4-6-28,87.113
cv_data5-6-30,696.028
cv_data4-7-14,4.988
cv_data5-10-19,1059.75
cv_data4-5-14,3.864
cv_data4-6-3,47.743
cv_data5-4-6,2.432
BF1_cpmp_16_5_48_10_29_8,0.144
BF1_cpmp_16_5_48_10_29_9,0.132
BF11_cpmp_16_8_77_31_47_7,14.481
BF18_cpmp_20_5_60_12_45_19,1392.004
BF18_cpmp_20_5_60_12_45_5,1392.116
BF19_cpmp_20_5_60_24_36_18,188.192
BF19_cpmp_20_5_60_24_36_3,1392.004
BF19_cpmp_20_5_60_24_36_7,5.156
BF2_cpmp_16_5_48_10_36_1,0.016
BF2_cpmp_16_5_48_10_36_13,48.127
BF2_cpmp_16_5_48_10_36_14,0.056
BF2_cpmp_16_5_48_10_36_9,0.512
BF20_cpmp_20_5_60_24_45_10,1.956
BF21_cpmp_20_5_80_16_48_8,1442.933
BF3_cpmp_16_5_48_20_29_1,36000
BF3_cpmp_16_5_48_20_29_6,0.1
BF4_cpmp_16_5_48_20_36_2,2721.59
BF6_cpmp_16_5_64_13_48_4,1550.576
BF6_cpmp_16_5_64_13_48_9,8.917
BF8_cpmp_16_5_64_26_48_12,12.009
BF8_cpmp_16_5_64_26_48_17,1552.268
BF8_cpmp_16_5_64_26_48_6,36000
BF9_cpmp_16_8_77_16_47_3,1137.839
LC2a_lc2a_10,0.392
LC2a_lc2a_2,613.682
LC3a_lc3a_10,0.976
LC3a_lc3a_7,80.653
LC3b_lc3b_1,857.706
cv_data4-7-25,108.619
cv_data4-5-25,0.836
cv_data4-6-35,2.484
cv_data5-4-17,1010.499
cv_data5-6-8,189.796
cv_data5-5-40,34.242
cv_data4-7-24,0.26
cv_data4-7-40,0.256
cv_data4-7-23,5.684
cv_data4-4-3,0.488
cv_data4-5-15,6.936
cv_data5-5-30,1168.273
cv_data4-4-35,1.9
cv_data4-6-10,0.26
cv_data5-5-20,84.897
cv_data4-7-28,0.344
cv_data4-5-17,82.777
cv_data4-6-33,2.58
cv_data4-6-11,0.76
cv_data4-5-35,3.664
cv_data4-6-13,3.632
cv_data5-5-36,638.1
cv_data3-6-26,0.528
cv_data5-10-32,36000
cv_data4-7-17,1.464
BF1_cpmp_16_5_48_10_29_19,0.024
BF10_cpmp_16_8_77_16_58_3,78.121
BF19_cpmp_20_5_60_24_36_10,1671.7640000000001
BF19_cpmp_20_5_60_24_36_17,0.036
BF19_cpmp_20_5_60_24_36_20,22.129
BF2_cpmp_16_5_48_10_36_8,0.052
BF20_cpmp_20_5_60_24_45_11,11.177
BF20_cpmp_20_5_60_24_45_15,36000
BF20_cpmp_20_5_60_24_45_20,2617.856
BF20_cpmp_20_5_60_24_45_3,0.192
BF20_cpmp_20_5_60_24_45_6,0.036
BF20_cpmp_20_5_60_24_45_8,1350.456
BF21_cpmp_20_5_80_16_48_19,35.778
BF22_cpmp_20_5_80_16_60_11,36000
BF23_cpmp_20_5_80_32_48_6,2.856
BF28_cpmp_20_8_96_39_72_19,220.91
BF3_cpmp_16_5_48_20_29_9,0.016
BF4_cpmp_16_5_48_20_36_15,36000
BF4_cpmp_16_5_48_20_36_6,1.668
BF5_cpmp_16_5_64_13_39_2,95.354
BF5_cpmp_16_5_64_13_39_5,7.056
BF6_cpmp_16_5_64_13_48_17,1.904
BF6_cpmp_16_5_64_13_48_19,1378.89
BF7_cpmp_16_5_64_26_39_15,1358.097
LC2a_lc2a_5,1.92
LC3b_lc3b_6,1.46
cv_data5-4-23,0.196
cv_data4-5-1,0.516
cv_data4-7-38,0.548
cv_data5-5-38,29.462
cv_data4-6-7,84.385
cv_data5-4-4,297.275
cv_data5-8-6,1532.88
cv_data4-6-20,17.581
cv_data5-5-33,404.633
cv_data4-6-16,9.345
cv_data5-4-13,242.255
cv_data5-7-33,1496.738
cv_data4-4-23,8.893
cv_data5-6-28,94.706
cv_data5-5-21,205.309
cv_data5-6-37,3195.648
cv_data3-7-5,0.292
cv_data5-7-1,6.524
cv_data5-4-1,64.056
cv_data4-4-13,0.068
cv_data5-5-28,36000
cv_data5-8-36,1556.549
cv_data5-5-4,63.828
cv_data4-6-39,0.612
cv_data5-4-32,15.669
cv_data4-6-15,3.716
cv_data5-8-29,49.343
BF1_cpmp_16_5_48_10_29_7,0.248
BF10_cpmp_16_8_77_16_58_13,311.863
BF17_cpmp_20_5_60_12_36_2,0.044
BF17_cpmp_20_5_60_12_36_6,0.028
BF17_cpmp_20_5_60_12_36_7,0.156
BF17_cpmp_20_5_60_12_36_8,1.46
BF18_cpmp_20_5_60_12_45_14,88.109
BF18_cpmp_20_5_60_12_45_6,36000
BF19_cpmp_20_5_60_24_36_16,6.66
BF19_cpmp_20_5_60_24_36_8,0.072
BF21_cpmp_20_5_80_16_48_4,5.576
BF21_cpmp_20_5_80_16_48_5,101.554
BF23_cpmp_20_5_80_32_48_12,1828.1019999999999
BF27_cpmp_20_8_96_39_58_9,2758.236
BF4_cpmp_16_5_48_20_36_11,1457.599
BF4_cpmp_16_5_48_20_36_13,0.052
BF5_cpmp_16_5_64_13_39_10,1687.7730000000001
BF5_cpmp_16_5_64_13_39_20,36000
BF6_cpmp_16_5_64_13_48_16,1.072
BF6_cpmp_16_5_64_13_48_2,1.72
BF7_cpmp_16_5_64_26_39_3,36000
BF7_cpmp_16_5_64_26_39_7,2927.793
BF8_cpmp_16_5_64_26_48_11,196.648
BF8_cpmp_16_5_64_26_48_5,15.465
BF9_cpmp_16_8_77_16_47_6,444.748
LC3a_lc3a_6,23.149
cv_data4-5-26,12.525
cv_data4-5-9,1.256
cv_data4-4-33,2.12
cv_data5-8-25,3370.827
cv_data3-5-13,0.18
cv_data5-5-23,6.016
cv_data4-4-12,0.656
cv_data4-5-27,2.304
cv_data3-8-25,0.156
cv_data5-7-4,368.859
cv_data5-6-20,1032.337
cv_data3-8-24,0.764
cv_data4-5-3,0.048
cv_data4-6-19,11.369
cv_data5-5-17,28.894
cv_data4-6-34,26.746
cv_data5-5-32,667.818
cv_data4-7-7,121.948
cv_data5-7-12,1146.04
cv_data4-7-4,2.924
cv_data5-4-18,1.876
cv_data4-5-32,1.552
cv_data5-5-6,340.801
cv_data5-6-5,941.507
cv_data4-4-27,5.064
cv_data5-5-19,7.856
cv_data3-8-17,0.116
BF1_cpmp_16_5_48_10_29_1,0.028
BF1_cpmp_16_5_48_10_29_12,1350.572
BF1_cpmp_16_5_48_10_29_17,1350.552
BF1_cpmp_16_5_48_10_29_18,0.032
BF17_cpmp_20_5_60_12_36_11,1.096
BF17_cpmp_20_5_60_12_36_16,1.008
BF18_cpmp_20_5_60_12_45_13,0.032
BF18_cpmp_20_5_60_12_45_18,0.248
BF2_cpmp_16_5_48_10_36_20,4.004
BF20_cpmp_20_5_60_24_45_17,1350.032
BF21_cpmp_20_5_80_16_48_18,3487.624
BF21_cpmp_20_5_80_16_48_2,3.604
BF21_cpmp_20_5_80_16_48_3,1358.865
BF24_cpmp_20_5_80_32_60_8,1370.565
BF27_cpmp_20_8_96_39_58_12,359.054
BF3_cpmp_16_5_48_20_29_14,1350.052
BF3_cpmp_16_5_48_20_29_5,2748.986
BF8_cpmp_16_5_64_26_48_20,2535.101
BF9_cpmp_16_8_77_16_47_4,1010.091
BF9_cpmp_16_8_77_16_47_7,1246.822
LC3a_lc3a_1,56.104
LC3a_lc3a_4,36000
LC3a_lc3a_9,36000
LC3b_lc3b_5,0.408
cv_data4-6-1,377.572
cv_data4-6-18,49.899
cv_data5-6-6,4.708
cv_data3-8-38,0.416
cv_data5-5-25,573.432
cv_data4-5-30,2.94
cv_data5-9-38,1108.917
cv_data5-5-9,1.208
cv_data5-4-35,128.564
cv_data5-4-29,150.445
cv_data4-6-12,5.664
cv_data5-6-22,102.822
cv_data4-6-32,9.957
cv_data5-7-37,96.022
cv_data5-4-14,1259.867
cv_data4-6-40,10.117
cv_data4-7-5,76.485
cv_data5-4-12,57.784
cv_data5-6-33,2126.257
cv_data4-5-12,0.772
cv_data4-5-28,0.084
cv_data4-4-7,0.552
cv_data4-6-27,2.128
cv_data4-4-28,0.584
cv_data4-7-33,32.114
cv_data5-7-18,110.471
cv_data5-7-16,88.306
cv_data4-7-9,0.94
BF1_cpmp_16_5_48_10_29_20,1195.526
BF1_cpmp_16_5_48_10_29_3,1102.056
BF1_cpmp_16_5_48_10_29_5,975.9
BF1_cpmp_16_5_48_10_29_6,0.024
BF11_cpmp_16_8_77_31_47_6,36000
BF12_cpmp_16_8_77_31_58_14,36000
BF18_cpmp_20_5_60_12_45_4,0.044
BF18_cpmp_20_5_60_12_45_8,1.6
BF19_cpmp_20_5_60_24_36_15,2157.087
BF2_cpmp_16_5_48_10_36_18,0.024
BF2_cpmp_16_5_48_10_36_4,7.212
BF20_cpmp_20_5_60_24_45_1,0.048
BF22_cpmp_20_5_80_16_60_16,1963.339
BF23_cpmp_20_5_80_32_48_15,139.557
BF23_cpmp_20_5_80_32_48_16,979.424
BF27_cpmp_20_8_96_39_58_6,178.767
BF3_cpmp_16_5_48_20_29_19,1130.03
BF4_cpmp_16_5_48_20_36_14,2.264
BF4_cpmp_16_5_48_20_36_17,82.681
BF4_cpmp_16_5_48_20_36_9,2.828
BF5_cpmp_16_5_64_13_39_9,0.832
BF6_cpmp_16_5_64_13_48_8,76.481
BF7_cpmp_16_5_64_26_39_1,23.57
BF7_cpmp_16_5_64_26_39_8,12.325
BF8_cpmp_16_5_64_26_48_4,36000
BF9_cpmp_16_8_77_16_47_10,300.563
LC2b_lc2b_9,67.752
LC3a_lc3a_3,142.593
cv_data4-4-21,0.172
cv_data4-7-39,129.468
cv_data4-7-27,134.6
cv_data4-5-22,0.48
cv_data5-7-15,78.257
cv_data4-7-35,7.176
cv_data5-8-2,391.54
cv_data4-5-24,0.016
cv_data5-4-15,60.66
cv_data5-4-27,5.9
cv_data5-4-31,276.989
cv_data4-7-26,40.315
cv_data5-5-7,61.068
cv_data5-4-3,187.94
cv_data4-5-39,7.292
cv_data4-4-14,0.472
cv_data4-6-25,0.528
cv_data5-4-38,28.162
cv_data5-8-4,1792.312
cv_data4-7-16,18.001
cv_data4-4-29,0.372
cv_data4-5-31,0.368
cv_data5-7-7,524.621
cv_data3-8-7,1.088
BF1_cpmp_16_5_48_10_29_4,84.661
BF11_cpmp_16_8_77_31_47_16,66.988
BF17_cpmp_20_5_60_12_36_4,1371.987
BF18_cpmp_20_5_60_12_45_17,0.004
BF19_cpmp_20_5_60_24_36_1,1.788
BF2_cpmp_16_5_48_10_36_5,0.0
BF20_cpmp_20_5_60_24_45_5,0.004
BF21_cpmp_20_5_80_16_48_16,0.488
BF23_cpmp_20_5_80_32_48_18,1200.164
BF23_cpmp_20_5_80_32_48_4,63.008
BF3_cpmp_16_5_48_20_29_13,0.0
BF3_cpmp_16_5_48_20_29_16,5.628
BF4_cpmp_16_5_48_20_36_10,0.004
BF4_cpmp_16_5_48_20_36_3,0.004
BF4_cpmp_16_5_48_20_36_8,0.004
BF5_cpmp_16_5_64_13_39_12,0.788
BF6_cpmp_16_5_64_13_48_6,1356.334
BF7_cpmp_16_5_64_26_39_12,36000
BF7_cpmp_16_5_64_26_39_20,36000
BF7_cpmp_16_5_64_26_39_6,8.953
BF8_cpmp_16_5_64_26_48_7,1202.72
LC2a_lc2a_1,0.02
LC2a_lc2a_7,9.253
LC3a_lc3a_8,1009.243
cv_data4-4-19,0.216
cv_data5-7-19,169.831
cv_data3-8-37,0.48
cv_data5-4-37,1.504
cv_data5-5-5,332.769
cv_data4-6-9,1.004
cv_data4-7-19,12.541
cv_data5-5-14,290.018
cv_data3-7-18,0.06
cv_data5-5-18,299.363
cv_data5-4-20,21.585
cv_data4-7-13,0.62
cv_data5-9-32,1377.438
cv_data5-5-3,1.396
cv_data4-6-37,30.566
cv_data5-5-31,761.496
cv_data5-7-22,15.089
cv_data4-7-12,247.307
cv_data4-5-29,5.036
cv_data5-4-22,38.822
cv_data5-8-8,359.362
cv_data5-8-3,508.596
cv_data4-7-8,0.78
cv_data5-4-24,265.525
cv_data5-4-16,35.018
cv_data5-5-15,802.942
cv_data4-4-20,2.316
cv_data4-5-19,0.804
cv_data5-9-10,514.58
BF11_cpmp_16_8_77_31_47_11,422.53
BF17_cpmp_20_5_60_12_36_12,38.053
BF17_cpmp_20_5_60_12_36_15,0.004
BF18_cpmp_20_5_60_12_45_16,0.004
BF19_cpmp_20_5_60_24_36_5,0.004
BF2_cpmp_16_5_48_10_36_19,28.284
BF2_cpmp_16_5_48_10_36_6,36000
BF20_cpmp_20_5_60_24_45_12,1409.732
BF20_cpmp_20_5_60_24_45_14,0.004
BF20_cpmp_20_5_60_24_45_9,2.844
BF21_cpmp_20_5_80_16_48_7,1371.286
BF22_cpmp_20_5_80_16_60_7,75.947
BF24_cpmp_20_5_80_32_60_17,1624.966
BF3_cpmp_16_5_48_20_29_20,89.47200000000001
BF3_cpmp_16_5_48_20_29_3,31.072
BF4_cpmp_16_5_48_20_36_1,0.004
BF4_cpmp_16_5_48_20_36_16,0.004
BF4_cpmp_16_5_48_20_36_20,18.581
BF5_cpmp_16_5_64_13_39_17,0.516
BF6_cpmp_16_5_64_13_48_15,1477.524
BF6_cpmp_16_5_64_13_48_18,40.225
BF6_cpmp_16_5_64_13_48_3,29.972
BF7_cpmp_16_5_64_26_39_11,53.254000000000005
BF7_cpmp_16_5_64_26_39_16,0.772
BF9_cpmp_16_8_77_16_47_12,705.936
LC2b_lc2b_7,779.805
LC3b_lc3b_8,42.227
cv_data5-10-33,3050.235
cv_data4-5-2,1.312
cv_data5-6-26,1144.932
cv_data5-8-39,1526.903
cv_data4-4-15,0.272
cv_data4-7-20,0.192
cv_data4-5-5,0.136
cv_data4-6-21,6.868
cv_data5-5-39,189.14
cv_data4-7-22,432.431
cv_data3-8-2,0.08
cv_data4-6-36,18.949
cv_data5-9-4,1466.84
cv_data4-7-36,0.936
cv_data4-5-21,3.956
cv_data4-7-2,49.971
cv_data5-4-33,29.734
cv_data3-7-12,0.436
cv_data4-6-4,2.516
cv_data4-7-3,0.888
cv_data5-7-32,2907.326
cv_data5-4-34,976.633
cv_data5-6-19,3253.375
cv_data4-6-24,57.016
cv_data4-5-34,6.148
