@relation 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@attribute NEG_HORN_CLAUSE numeric
@attribute TERMORE_CLAUSE numeric
@attribute OCCFP_OCCFN numeric
@attribute algorithm {2clsQ,quantor,QuBE,sKizzo,sSolve,allfair}

@data
0.77845,0.992032,1.4375,quantor
0.791676,0.987274,1.4375,sKizzo
0.779291,0.993396,1.443912,allfair
0.810841,0.991929,1.443912,quantor
0.794156,0.988921,1.443912,sKizzo
0.285054,0.719164,1.325991,allfair
0.283615,0.720612,1.317181,QuBE
0.290753,0.713432,1.330435,QuBE
0.284335,0.719887,1.311404,QuBE
0.285054,0.719164,1.325991,allfair
0.287915,0.716287,1.323144,QuBE
0.289337,0.714856,1.331878,QuBE
0.287202,0.717004,1.318777,QuBE
0.287202,0.717004,1.318777,QuBE
0.443893,0.562066,1.483333,QuBE
0.433371,0.573348,1.256198,QuBE
0.43178,0.574958,1.305085,2clsQ
0.433371,0.573348,1.313559,2clsQ
0.439646,0.566999,1.308333,sKizzo
0.438724,0.567991,1.283333,sKizzo
0.435838,0.571098,1.293103,sKizzo
0.434833,0.57218,1.307018,QuBE
0.434833,0.57218,1.307018,QuBE
0.433806,0.573286,1.280702,QuBE
0.429455,0.57797,1.210526,2clsQ
0.428303,0.579211,1.20354,2clsQ
0.427123,0.580482,1.185841,2clsQ
0.425914,0.581783,1.168142,2clsQ
0.424675,0.583117,1.150442,2clsQ
0.419399,0.588798,1.157407,sKizzo
0.417993,0.590311,1.138889,sKizzo
0.289812,0.714777,1.308458,QuBE
0.291438,0.713141,1.318408,QuBE
0.293056,0.711512,1.316832,QuBE
0.290626,0.713958,1.30198,2clsQ
0.289812,0.714777,1.308458,QuBE
0.293056,0.711512,1.316832,QuBE
0.47707,0.526392,1.976048,sKizzo
0.47707,0.526392,1.976048,sKizzo
0.47707,0.526392,1.976048,sKizzo
0.466197,0.538028,1.692308,QuBE
0.462345,0.542151,1.618421,QuBE
0.25654,0.746193,1.504505,allfair
0.255086,0.747653,1.5,QuBE
0.25654,0.746193,1.504505,QuBE
0.25654,0.746193,1.482143,QuBE
0.258711,0.744014,1.507463,QuBE
0.25654,0.746193,1.504505,allfair
0.25654,0.746193,1.504505,allfair
0.445703,0.559962,1.572581,sKizzo
0.445703,0.559962,1.572581,sKizzo
0.445703,0.559962,1.572581,sKizzo
0.438624,0.56754,1.46281,QuBE
0.438624,0.56754,1.46281,QuBE
0.43018,0.576577,1.358974,QuBE
0.43018,0.576577,1.421053,2clsQ
0.43018,0.576577,1.421053,2clsQ
0.436526,0.570156,1.413793,sKizzo
0.400624,0.60873,1.128713,2clsQ
0.30284,0.701583,1.383085,sKizzo
0.296288,0.708177,1.378788,allfair
0.297937,0.706517,1.376884,sKizzo
0.301213,0.70322,1.385,allfair
0.297937,0.706517,1.376884,sKizzo
0.297937,0.706517,1.376884,sKizzo
0.297937,0.706517,1.376884,sKizzo
0.296288,0.708177,1.378788,allfair
0.278547,0.726156,1.362694,QuBE
0.509657,0.980459,1,sKizzo
0.504855,0.990231,1,allfair
0.519116,0.960918,1,sKizzo
0.50296,0.981583,1,allfair
0.507558,0.964996,1,sKizzo
0.507591,0.977998,1,allfair
0.514812,0.958367,1,quantor
0.501169,0.978746,1,allfair
0.079489,0.938092,1.205634,quantor
0.418129,0.628655,1.25,quantor
0.348752,0.701152,1.039627,sKizzo
0.286996,0.758639,1.246725,allfair
0.113125,0.912498,1.189847,sSolve
0.590004,0.333198,1,allfair
0.56478,0.333302,1,allfair
0.577358,0.332075,1,2clsQ
0.57766,0.333256,1,allfair
0.570985,0.333204,1,allfair
0.565034,0.333279,1,allfair
0.55032,0.333276,1,allfair
0.547335,0.333275,1,allfair
0.556936,0.333288,1,allfair
0.582242,0.333265,1,allfair
0.600245,0.333265,1,allfair
0.571192,0.333303,1,allfair
0.587594,0.333277,1,allfair
0.587863,0.333278,1,allfair
0.462394,0.627428,1,quantor
0.466115,0.624244,1,quantor
0.327981,0.74168,1,sKizzo
0.415254,0.666256,1,allfair
0.299842,0.877038,1,allfair
0.304408,0.895667,1,allfair
0.307772,0.909388,1,allfair
0.521307,0.93206,1,allfair
0.310352,0.919915,1,allfair
0.518028,0.778366,1,QuBE
0.265,0.734905,1,sKizzo
0.283081,0.808663,1,sKizzo
0.520068,0.873968,1,QuBE
0.293286,0.850296,1,sKizzo
0.480449,0.889918,1,allfair
0.480988,0.906322,1,allfair
0.481388,0.918461,1,allfair
0.476428,0.767596,1,sKizzo
0.220066,0.725699,1,sKizzo
0.237795,0.801194,1,sKizzo
0.47596,0.889402,1,sKizzo
0.476476,0.905905,1,allfair
0.477386,0.934982,1,allfair
0.472108,0.766369,1,sKizzo
0.474087,0.829589,1,sKizzo
0.475223,0.865868,1,sKizzo
0.523087,0.212619,0.866094,allfair
0.798108,0.016057,3.190033,2clsQ
0.803578,0.016725,3.434192,QuBE
0.805541,0.016726,3.421953,QuBE
0.811766,0.017476,3.718823,QuBE
0.655048,0.022837,0.876364,sSolve
0.65184,0.029141,1.12093,2clsQ
0.682878,0.026939,1.410649,QuBE
0.664625,0.016845,1.165577,QuBE
0.660599,0.012956,0.975616,allfair
0.506849,0.986301,1,quantor
0.560229,0.333197,1,allfair
0.559827,0.333237,1,allfair
0.46949,0.14571,1.004507,QuBE
0.451166,0.15606,0.928152,QuBE
0.4634,0.145,0.883765,QuBE
0.451797,0.153277,0.92285,QuBE
0.678771,0.689944,1,quantor
0.706545,0.655876,1,quantor
0.730106,0.587459,1,allfair
0.719739,0.634606,1,sKizzo
0.476193,0.127969,1,allfair
0.7154,0.221053,1,sKizzo
0.690501,0.211151,1,sKizzo
0.667212,0.202543,1,sKizzo
0.645416,0.194868,1,sKizzo
0.635663,0.182564,1,sKizzo
0.582205,0.165668,1,sKizzo
0.536999,0.151981,1,sKizzo
0.521902,0.140799,1,sKizzo
0.509674,0.137342,1,sKizzo
0.715511,0.220966,1,sKizzo
0.667272,0.202506,1,sKizzo
0.635699,0.182546,1,sKizzo
0.660931,0.203949,1,sKizzo
0.65904,0.202577,1,sKizzo
0.658577,0.20224,1,sKizzo
0.658171,0.201946,1,sKizzo
0.657813,0.201685,1,sKizzo
0.657494,0.201454,1,sKizzo
0.657208,0.201247,1,sKizzo
0.656951,0.20106,1,sKizzo
0.656719,0.200891,1,sKizzo
0.665932,0.20758,1,sKizzo
0.707709,0.241435,1,sKizzo
0.706972,0.240858,1,sKizzo
0.703427,0.238083,1,sKizzo
0.713028,0.245599,1,sKizzo
0.711145,0.244124,1,sKizzo
0.742647,0.280147,1,quantor
0.73895,0.276917,1,quantor
0.739482,0.275081,1,sKizzo
0.740179,0.276361,1,sKizzo
0.74018,0.277217,1,sKizzo
0.74167,0.2791,1,sKizzo
0.505257,0.33333,1,sKizzo
0.500249,0.333322,1,sKizzo
0.523135,0.333278,1,allfair
0.660011,0.200222,1,sKizzo
0.641572,0.192235,1,sKizzo
0.629705,0.187398,1,sKizzo
0.592706,0.168708,1,quantor
0.679235,0.196961,1,sKizzo
0.658406,0.180709,1,sKizzo
0.641723,0.173488,1,sKizzo
0.350843,0.076268,1,sSolve
0.290156,0.062934,1,sSolve
0.274334,0.059472,1,sSolve
0.207199,0.042483,1,sKizzo
0.363989,0.083804,1,sSolve
0.54504,0.132075,1,sKizzo
0.489583,0.116422,1,sKizzo
0.441336,0.100489,1,sKizzo
0.610125,0.155532,1,sKizzo
0.851943,0.242991,1,quantor
0.853457,0.242485,1,quantor
0.85343,0.242599,1,quantor
0.85027,0.242703,1,quantor
0.852356,0.242535,1,quantor
0.853604,0.242492,1,quantor
0.850719,0.242806,1,quantor
0.46234,0.0865,1,2clsQ
0.337422,0.057715,1,2clsQ
0.300673,0.050844,1,2clsQ
0.268964,0.045037,1,sKizzo
0.564267,0.114916,1,quantor
0.497062,0.099004,1,2clsQ
0.396493,0.072938,1,sKizzo
0.364684,0.06296,1,allfair
0.552012,0.11221,1,quantor
0.489447,0.097694,1,quantor
0.769823,0.295877,1,quantor
0.76989,0.295798,1,quantor
0.77009,0.29556,1,quantor
0.770115,0.29553,1,quantor
0.770069,0.295585,1,quantor
0.770109,0.295537,1,quantor
0.674758,0.229969,1,sKizzo
0.673274,0.229304,1,sKizzo
0.67259,0.228998,1,sKizzo
0.684433,0.234301,1,quantor
0.678289,0.23125,1,sKizzo
0.675083,0.229925,1,sKizzo
0.674842,0.229826,1,sKizzo
0.690705,0.236378,1,sKizzo
0.681903,0.232743,1,sKizzo
0.037863,0.005818,1.313131,2clsQ
0.09417,0.995516,1,sKizzo
0.075556,0.997037,1,sKizzo
0.184524,0.940476,1,quantor
0.737312,0.457886,1.001124,sKizzo
0.737493,0.459809,1.009479,sKizzo
0.740157,0.488189,1.133333,2clsQ
0.737388,0.458686,1.004598,sKizzo
0.738292,0.46832,1.046512,quantor
0.737337,0.458149,1.002265,sKizzo
0.737725,0.462275,1.020202,sKizzo
0.691259,0.137012,0.888229,allfair
0.701591,0.137012,0.940622,allfair
0.691895,0.136729,0.893629,allfair
0.674007,0.136448,0.81102,sKizzo
0.682239,0.136448,0.849106,quantor
0.712803,0.13758,0.995982,allfair
0.701809,0.137867,0.93471,allfair
0.683752,0.13758,0.847503,allfair
0.678935,0.137867,0.822818,sKizzo
0.700761,0.136448,0.940949,allfair
0.691259,0.137012,0.888229,allfair
0.701591,0.137012,0.940622,allfair
0.691895,0.136729,0.893629,allfair
0.674007,0.136448,0.81102,sKizzo
0.682239,0.136448,0.849106,quantor
0.712803,0.13758,0.995982,allfair
0.701809,0.137867,0.93471,allfair
0.683752,0.13758,0.847503,allfair
0.678935,0.137867,0.822818,sKizzo
0.700761,0.136448,0.940949,allfair
0.691259,0.137012,0.888229,allfair
0.701591,0.137012,0.940622,allfair
0.691895,0.136729,0.893629,allfair
0.674007,0.136448,0.81102,sSolve
0.682239,0.136448,0.849106,allfair
0.712803,0.13758,0.995982,allfair
0.701809,0.137867,0.93471,allfair
0.683752,0.13758,0.847503,allfair
0.678935,0.137867,0.822818,allfair
0.700761,0.136448,0.940949,allfair
0.691259,0.137012,0.888229,allfair
0.701591,0.137012,0.940622,allfair
0.691895,0.136729,0.893629,allfair
0.674007,0.136448,0.81102,sSolve
0.682239,0.136448,0.849106,allfair
0.712803,0.13758,0.995982,allfair
0.701809,0.137867,0.93471,allfair
0.683752,0.13758,0.847503,allfair
0.678935,0.137867,0.822818,allfair
0.700761,0.136448,0.940949,allfair
0.643515,0.158159,0.860731,quantor
0.645296,0.157369,0.874429,quantor
0.627175,0.156587,0.790043,quantor
0.655287,0.157369,0.92723,sKizzo
0.655287,0.157369,0.92723,sKizzo
0.628452,0.158159,0.787281,quantor
0.643515,0.158159,0.860731,quantor
0.675271,0.157369,1.042289,sSolve
0.643515,0.158159,0.860731,quantor
0.65203,0.156587,0.914352,sSolve
0.643515,0.158159,0.860731,quantor
0.645296,0.157369,0.874429,quantor
0.627175,0.156587,0.790043,quantor
0.655287,0.157369,0.92723,sKizzo
0.655287,0.157369,0.92723,sKizzo
0.628452,0.158159,0.787281,quantor
0.643515,0.158159,0.860731,quantor
0.675271,0.157369,1.042289,sSolve
0.643515,0.158159,0.860731,quantor
0.65203,0.156587,0.914352,sSolve
0.643515,0.158159,0.860731,QuBE
0.645296,0.157369,0.874429,quantor
0.627175,0.156587,0.790043,quantor
0.655287,0.157369,0.92723,sSolve
0.655287,0.157369,0.92723,sSolve
0.628452,0.158159,0.787281,quantor
0.643515,0.158159,0.860731,QuBE
0.675271,0.157369,1.042289,sSolve
0.643515,0.158159,0.860731,QuBE
0.65203,0.156587,0.914352,sSolve
0.643515,0.158159,0.860731,QuBE
0.645296,0.157369,0.874429,quantor
0.627175,0.156587,0.790043,quantor
0.655287,0.157369,0.92723,sSolve
0.655287,0.157369,0.92723,sSolve
0.628452,0.158159,0.787281,quantor
0.643515,0.158159,0.860731,QuBE
0.675271,0.157369,1.042289,sSolve
0.643515,0.158159,0.860731,QuBE
0.65203,0.156587,0.914352,sSolve
0.574622,0.333233,1,allfair
0.613261,0.333323,1,allfair
0.555318,0.333321,1,sKizzo
0.55568,0.333321,1,sKizzo
0.554169,0.333321,1,QuBE
0.618768,0.333211,1,allfair
0.616956,0.333248,1,allfair
0.615987,0.333268,1,allfair
0.591671,0.333153,1,sKizzo
0.549012,0.333321,1,allfair
0.544632,0.333326,1,allfair
0.548496,0.333322,1,allfair
0.547038,0.333326,1,sKizzo
0.577426,0.194289,0.879774,QuBE
0.558032,0.208914,1.002625,2clsQ
0.583548,0.184907,0.994194,QuBE
0.560315,0.210664,1,2clsQ
0.573285,0.194224,0.912424,QuBE
0.557709,0.226622,1.054118,2clsQ
0.583919,0.184013,0.998705,QuBE
0.562203,0.225071,1.066667,2clsQ
0.558848,0.227773,1.059102,QuBE
0.111,1,1.014775,allfair
0.101,1,0.973684,allfair
0.116,1,0.982816,allfair
0.128,1,0.984127,allfair
0.119,1,1.009377,allfair
0.114,1,0.976285,allfair
0.13,1,1.054795,allfair
0.114,1,0.965924,allfair
0.122,1,1.03666,allfair
0.11,1,0.956947,allfair
0.109167,1,1.003339,allfair
0.105,1,0.99005,allfair
0.118333,1,0.969365,allfair
0.128333,1,0.980198,allfair
0.115,1,1.01005,allfair
0.114167,1,0.98895,allfair
0.126667,1,1.037351,allfair
0.115833,1,1.001112,allfair
0.125,1,1.050114,allfair
0.113333,1,0.946998,allfair
0.112143,1,1.019231,allfair
0.102857,1,0.958955,allfair
0.11,1,0.955307,allfair
0.127143,1,0.985816,allfair
0.111429,1,0.991465,allfair
0.120714,1,1.017291,allfair
0.125714,1,1.032914,allfair
0.118571,1,0.998097,allfair
0.115,1,1.022147,allfair
0.110714,1,0.937269,allfair
0.11125,1,1.009209,allfair
0.103125,1,0.972062,allfair
0.1075,1,0.944107,allfair
0.128125,1,0.991701,allfair
0.10875,1,1,allfair
0.12,1,1.01596,allfair
0.126875,1,1.025316,allfair
0.11875,1,1.008368,allfair
0.120625,1,1.023609,allfair
0.115625,1,0.950427,allfair
0.109444,1,1.007435,allfair
0.107222,1,0.98895,allfair
0.106667,1,0.945245,allfair
0.125,1,0.993355,allfair
0.111111,1,1.011173,allfair
0.115556,1,0.99852,allfair
0.123889,1,1.040045,allfair
0.119444,1,1.000741,allfair
0.117222,1,1.018692,allfair
0.115,1,0.950867,allfair
0.1075,1,0.994681,allfair
0.107,1,0.988731,allfair
0.1095,1,0.949318,allfair
0.12,1,0.977587,allfair
0.11,1,1.004008,allfair
0.1155,1,1.006018,allfair
0.1225,1,1.037351,allfair
0.1195,1,0.994018,allfair
0.115,1,1.014775,allfair
0.1165,1,0.96528,allfair
0.1025,1,1,allfair
0.11,1,0.976936,allfair
0.1175,1,1.006689,allfair
0.1325,1,0.99005,allfair
0.1125,1,0.996672,allfair
0.1,1,0.976936,allfair
0.135,1,1.076125,allfair
0.12,1,0.976936,allfair
0.1275,1,1.020202,allfair
0.11,1,1.01005,allfair
0.106667,1,1.006689,allfair
0.1,1,0.971522,allfair
0.11,1,0.958651,allfair
0.121667,1,1.020202,allfair
0.116667,1,1.013423,allfair
0.116667,1,1.013423,allfair
0.125,1,1.073733,allfair
0.116667,1,0.980198,allfair
0.131667,1,1.047782,allfair
0.121667,1,1.004454,allfair
0.11,1,1.025316,allfair
0.095,1,0.962388,allfair
0.10875,1,0.946472,allfair
0.13125,1,1.01005,allfair
0.125,1,1.006689,allfair
0.1125,1,0.985112,allfair
0.1225,1,1.054795,allfair
0.115,1,0.968827,allfair
0.125,1,1.025316,allfair
0.115,1,0.963993,allfair
0.075,1,0.967213,QuBE
0.133333,1,1.011173,quantor
0.083333,1,0.967213,sKizzo
0.141667,1,1.022472,sKizzo
0.083333,1,0.85567,sKizzo
0.083333,1,0.884817,sKizzo
0.108333,1,0.945946,QuBE
0.125,1,0.894737,sKizzo
0.141667,1,1.105263,sKizzo
0.1,1,1.011173,sKizzo
0.08125,1,0.95122,QuBE
0.125,1,1.025316,QuBE
0.1,1,0.935484,sKizzo
0.125,1,1.008368,QuBE
0.08125,1,0.92,QuBE
0.06875,1,0.935484,QuBE
0.1,1,0.927711,QuBE
0.13125,1,0.967213,QuBE
0.125,1,1.086957,QuBE
0.10625,1,0.983471,QuBE
0.095,1,0.967213,sSolve
0.115,1,1.013423,sSolve
0.095,1,0.923077,sSolve
0.125,1,0.967213,sSolve
0.095,1,1.013423,sSolve
0.08,1,0.954397,sSolve
0.1,1,0.973684,sSolve
0.135,1,0.973684,sSolve
0.11,1,1.054795,sSolve
0.12,1,0.993355,sSolve
0.0875,1,0.972603,sSolve
0.120833,1,1.028169,sSolve
0.1,1,0.967213,sSolve
0.129167,1,0.978022,sSolve
0.108333,1,1.022472,sSolve
0.0875,1,0.956522,sSolve
0.108333,1,1.022472,sSolve
0.141667,1,1.022472,sSolve
0.1,1,1.022472,sSolve
0.125,1,1,sSolve
0.089286,1,0.981132,sSolve
0.117857,1,0.995249,sSolve
0.114286,1,1.024096,sSolve
0.121429,1,0.958042,sSolve
0.117857,1,1.04878,sSolve
0.089286,1,0.931034,sSolve
0.128571,1,1.014388,sSolve
0.128571,1,0.995249,sSolve
0.117857,1,1.043796,sSolve
0.121429,1,0.995249,sSolve
0.09375,1,0.991701,sSolve
0.11875,1,0.971253,sSolve
0.109375,1,0.983471,sSolve
0.134375,1,0.975309,sSolve
0.1125,1,1.008368,sSolve
0.09375,1,0.971253,sSolve
0.128125,1,1.021053,sSolve
0.128125,1,1.008368,sSolve
0.13125,1,1.055675,sSolve
0.1125,1,0.967213,sSolve
0.102778,1,0.98895,sSolve
0.111111,1,0.952984,2clsQ
0.113889,1,1.018692,QuBE
0.130556,1,0.981651,2clsQ
0.105556,1,1,2clsQ
0.1,1,0.974406,sSolve
0.133333,1,1.049336,QuBE
0.125,1,0.98895,sSolve
0.127778,1,1.041588,sSolve
0.113889,1,1.003711,sSolve
0.1025,1,1,2clsQ
0.11,1,0.976936,2clsQ
0.1175,1,1.006689,2clsQ
0.1325,1,0.99005,2clsQ
0.1125,1,0.996672,2clsQ
0.1,1,0.976936,QuBE
0.135,1,1.076125,QuBE
0.12,1,0.976936,sSolve
0.1275,1,1.020202,QuBE
0.11,1,1.01005,2clsQ
0.0625,1,0.860465,quantor
0.15,1,0.967213,quantor
0.0875,1,0.967213,quantor
0.15,1,1.016807,2clsQ
0.0625,1,0.832061,quantor
0.0875,1,0.889764,quantor
0.0875,1,0.935484,quantor
0.125,1,0.983471,quantor
0.1625,1,1.264151,quantor
0.125,1,1.105263,quantor
0.111,1,1.014775,allfair
0.101,1,0.973684,allfair
0.116,1,0.982816,allfair
0.128,1,0.984127,allfair
0.119,1,1.009377,allfair
0.114,1,0.976285,allfair
0.13,1,1.054795,allfair
0.114,1,0.965924,allfair
0.122,1,1.03666,allfair
0.11,1,0.956947,allfair
0.095,1,0.967213,sKizzo
0.115,1,1.013423,sSolve
0.095,1,0.923077,allfair
0.125,1,0.967213,sSolve
0.095,1,1.013423,sKizzo
0.08,1,0.954397,allfair
0.1,1,0.973684,sSolve
0.135,1,0.973684,sKizzo
0.11,1,1.054795,sKizzo
0.12,1,0.993355,sSolve
0.096667,1,0.973684,allfair
0.12,1,0.982379,allfair
0.116667,1,1.022472,allfair
0.12,1,0.960784,allfair
0.116667,1,1.031603,allfair
0.096667,1,0.948052,allfair
0.123333,1,0.995565,allfair
0.126667,1,0.986755,allfair
0.123333,1,1.040816,allfair
0.116667,1,0.99115,allfair
0.1025,1,1,allfair
0.11,1,0.976936,allfair
0.1175,1,1.006689,allfair
0.1325,1,0.99005,allfair
0.1125,1,0.996672,allfair
0.1,1,0.976936,allfair
0.135,1,1.076125,allfair
0.12,1,0.976936,allfair
0.1275,1,1.020202,allfair
0.11,1,1.01005,allfair
0.108,1,0.997337,allfair
0.1,1,0.968504,allfair
0.11,1,0.978892,allfair
0.13,1,1.018843,allfair
0.116,1,1.005348,allfair
0.104,1,0.994681,allfair
0.132,1,1.071823,allfair
0.116,1,0.992032,allfair
0.124,1,1.040816,allfair
0.112,1,1,allfair
0.106667,1,1.006689,allfair
0.1,1,0.971522,allfair
0.11,1,0.958651,allfair
0.121667,1,1.020202,allfair
0.116667,1,1.013423,allfair
0.116667,1,1.013423,allfair
0.125,1,1.073733,allfair
0.116667,1,0.980198,allfair
0.131667,1,1.047782,allfair
0.121667,1,1.004454,allfair
0.108571,1,1.011494,allfair
0.097143,1,0.99241,allfair
0.108571,1,0.933702,allfair
0.127143,1,1.023121,allfair
0.115714,1,1.001907,allfair
0.121429,1,1.003817,allfair
0.118571,1,1.060844,allfair
0.121429,1,0.969981,allfair
0.134286,1,1.032914,allfair
0.117143,1,0.969981,allfair
0.11,1,1.025316,allfair
0.095,1,0.962388,allfair
0.10875,1,0.946472,allfair
0.13125,1,1.01005,allfair
0.125,1,1.006689,allfair
0.1125,1,0.985112,allfair
0.1225,1,1.054795,allfair
0.115,1,0.968827,allfair
0.125,1,1.025316,allfair
