@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE tiers NUMERIC

@DATA
BF17_cpmp_20_5_60_12_36_2,1,4.61538,0.6,1.82033,20,0.25,0,8,5
BF17_cpmp_20_5_60_12_36_20,1,4.61538,0.6,1.77757,20,0.25,0,8,5
BF17_cpmp_20_5_60_12_36_3,1,4.61538,0.6,1.54613,20,0.25,0,7,5
BF17_cpmp_20_5_60_12_36_4,1,4.61538,0.6,1.68881,20,0.25,0,7,5
BF17_cpmp_20_5_60_12_36_5,1,4.61538,0.6,1.49556,20,0.25,0,7,5
BF17_cpmp_20_5_60_12_36_6,1,4.61538,0.6,1.49556,20,0.25,0,7,5
BF17_cpmp_20_5_60_12_36_7,1,4.61538,0.6,1.59511,20,0.25,0,7,5
BF17_cpmp_20_5_60_12_36_8,1,4.61538,0.6,2.13175,20,0.25,0,8,5
BF18_cpmp_20_5_60_12_45_1,1,4.61538,0.6,1.4432,20,0.25,0,6,5
BF18_cpmp_20_5_60_12_45_12,1,4.61538,0.6,1.54613,20,0.25,0,7,5
BF18_cpmp_20_5_60_12_45_13,1,4.61538,0.6,1.68881,20,0.25,0,7,5
BF18_cpmp_20_5_60_12_45_14,1,4.61538,0.6,1.59511,20,0.25,0,7,5
BF18_cpmp_20_5_60_12_45_15,1,4.61538,0.6,1.59511,20,0.25,0,7,5
BF18_cpmp_20_5_60_12_45_16,1,4.61538,0.6,1.54613,20,0.25,0,7,5
BF18_cpmp_20_5_60_12_45_17,1,4.61538,0.6,1.59511,20,0.25,0,7,5
BF18_cpmp_20_5_60_12_45_18,1,4.61538,0.6,1.68881,20,0.25,0,7,5
BF18_cpmp_20_5_60_12_45_19,1,4.61538,0.6,1.54613,20,0.25,0,7,5
BF18_cpmp_20_5_60_12_45_2,1,4.61538,0.6,1.59511,20,0.25,0,7,5
BF18_cpmp_20_5_60_12_45_3,1,4.61538,0.6,1.73376,20,0.25,0,7,5
BF18_cpmp_20_5_60_12_45_4,1,4.61538,0.6,1.4432,20,0.25,0,6,5
BF18_cpmp_20_5_60_12_45_5,1,4.61538,0.6,2.20274,20,0.25,0,9,5
BF18_cpmp_20_5_60_12_45_6,1,4.61538,0.6,1.49556,20,0.25,0,6,5
BF18_cpmp_20_5_60_12_45_7,1,4.61538,0.6,1.54613,20,0.25,0,7,5
BF18_cpmp_20_5_60_12_45_8,1,4.61538,0.6,1.94297,20,0.25,0,8,5
BF18_cpmp_20_5_60_12_45_9,1,4.61538,0.6,1.38888,20,0.25,0,6,5
BF19_cpmp_20_5_60_24_36_1,1,2.4,0.6,0.979796,20,0.25,0,5,5
BF19_cpmp_20_5_60_24_36_10,1,2.4,0.6,1.13137,20,0.25,0,6,5
BF19_cpmp_20_5_60_24_36_11,1,2.4,0.6,0.938083,20,0.25,0,5,5
BF19_cpmp_20_5_60_24_36_14,1,2.4,0.6,0.748331,20,0.25,0,4,5
BF19_cpmp_20_5_60_24_36_15,1,2.4,0.6,1.0583,20,0.25,0,5,5
BF19_cpmp_20_5_60_24_36_16,1,2.4,0.6,0.848528,20,0.25,0,4,5
BF19_cpmp_20_5_60_24_36_17,1,2.4,0.6,0.979796,20,0.25,0,4,5
BF19_cpmp_20_5_60_24_36_18,1,2.4,0.6,0.8,20,0.25,0,4,5
BF19_cpmp_20_5_60_24_36_2,1,2.4,0.6,0.979796,20,0.25,0,5,5
BF19_cpmp_20_5_60_24_36_20,1,2.4,0.6,1.0198,20,0.25,0,4,5
BF19_cpmp_20_5_60_24_36_3,1,2.4,0.6,1.2,20,0.25,0,6,5
BF19_cpmp_20_5_60_24_36_5,1,2.4,0.6,0.848528,20,0.25,0,4,5
BF19_cpmp_20_5_60_24_36_6,1,2.4,0.6,0.938083,20,0.25,0,4,5
BF19_cpmp_20_5_60_24_36_7,1,2.4,0.6,1.0198,20,0.25,0,4,5
BF19_cpmp_20_5_60_24_36_8,1,2.4,0.6,0.848528,20,0.25,0,4,5
BF19_cpmp_20_5_60_24_36_9,1,2.4,0.6,0.894427,20,0.25,0,5,5
BF2_cpmp_16_5_48_10_36_1,1,4.36364,0.6,1.66639,16,0.3125,0,7,5
BF2_cpmp_16_5_48_10_36_11,1,4.36364,0.6,1.49379,16,0.3125,0,6,5
BF2_cpmp_16_5_48_10_36_12,1,4.36364,0.6,2.1436,16,0.3125,0,9,5
BF2_cpmp_16_5_48_10_36_13,1,4.36364,0.6,1.87193,16,0.3125,0,7,5
BF2_cpmp_16_5_48_10_36_14,1,4.36364,0.6,1.82272,16,0.3125,0,7,5
BF2_cpmp_16_5_48_10_36_15,1,4.36364,0.6,1.66639,16,0.3125,0,7,5
BF2_cpmp_16_5_48_10_36_17,1,4.36364,0.6,1.43164,16,0.3125,0,5,5
BF2_cpmp_16_5_48_10_36_18,1,4.36364,0.6,1.55346,16,0.3125,0,6,5
BF2_cpmp_16_5_48_10_36_19,1,4.36364,0.6,1.61091,16,0.3125,0,6,5
BF2_cpmp_16_5_48_10_36_2,1,4.36364,0.6,1.72008,16,0.3125,0,7,5
BF2_cpmp_16_5_48_10_36_20,1,4.36364,0.6,1.87193,16,0.3125,0,7,5
BF2_cpmp_16_5_48_10_36_3,1,4.36364,0.6,1.55346,16,0.3125,0,6,5
BF2_cpmp_16_5_48_10_36_4,1,4.36364,0.6,1.77214,16,0.3125,0,7,5
BF2_cpmp_16_5_48_10_36_5,1,4.36364,0.6,1.55346,16,0.3125,0,6,5
BF2_cpmp_16_5_48_10_36_6,1,4.36364,0.6,1.55346,16,0.3125,0,6,5
BF2_cpmp_16_5_48_10_36_7,1,4.36364,0.6,1.82272,16,0.3125,0,8,5
BF2_cpmp_16_5_48_10_36_8,1,4.36364,0.6,1.55346,16,0.3125,0,6,5
BF2_cpmp_16_5_48_10_36_9,1,4.36364,0.6,1.77214,16,0.3125,0,7,5
BF20_cpmp_20_5_60_24_45_1,1,2.4,0.6,0.938083,20,0.25,0,5,5
BF20_cpmp_20_5_60_24_45_10,1,2.4,0.6,0.848528,20,0.25,0,4,5
BF20_cpmp_20_5_60_24_45_11,1,2.4,0.6,1.49666,20,0.25,0,7,5
BF20_cpmp_20_5_60_24_45_12,1,2.4,0.6,1.09545,20,0.25,0,5,5
BF20_cpmp_20_5_60_24_45_13,1,2.4,0.6,1.2,20,0.25,0,5,5
BF20_cpmp_20_5_60_24_45_14,1,2.4,0.6,0.979796,20,0.25,0,4,5
BF20_cpmp_20_5_60_24_45_15,1,2.4,0.6,0.8,20,0.25,0,4,5
BF20_cpmp_20_5_60_24_45_17,1,2.4,0.6,0.979796,20,0.25,0,5,5
BF20_cpmp_20_5_60_24_45_2,1,2.4,0.6,0.894427,20,0.25,0,4,5
BF20_cpmp_20_5_60_24_45_20,1,2.4,0.6,0.894427,20,0.25,0,5,5
BF20_cpmp_20_5_60_24_45_3,1,2.4,0.6,1.09545,20,0.25,0,5,5
BF20_cpmp_20_5_60_24_45_5,1,2.4,0.6,0.894427,20,0.25,0,4,5
BF20_cpmp_20_5_60_24_45_6,1,2.4,0.6,1.0198,20,0.25,0,4,5
BF20_cpmp_20_5_60_24_45_7,1,2.4,0.6,1.0198,20,0.25,0,5,5
BF20_cpmp_20_5_60_24_45_8,1,2.4,0.6,1.0198,20,0.25,0,5,5
BF20_cpmp_20_5_60_24_45_9,1,2.4,0.6,1.0583,20,0.25,0,5,5
BF21_cpmp_20_5_80_16_48_11,1,4.70588,0.8,1.22545,20,0.25,0,6,5
BF21_cpmp_20_5_80_16_48_14,1,4.70588,0.8,1.36186,20,0.25,0,6,5
BF21_cpmp_20_5_80_16_48_16,1,4.70588,0.8,1.4858,20,0.25,0,7,5
BF21_cpmp_20_5_80_16_48_18,1,4.70588,0.8,1.63652,20,0.25,0,9,5
BF21_cpmp_20_5_80_16_48_19,1,4.70588,0.8,1.52488,20,0.25,0,7,5
BF21_cpmp_20_5_80_16_48_2,1,4.70588,0.8,1.44567,20,0.25,0,6,5
BF21_cpmp_20_5_80_16_48_3,1,4.70588,0.8,1.80733,20,0.25,0,9,5
BF21_cpmp_20_5_80_16_48_4,1,4.70588,0.8,1.40439,20,0.25,0,6,5
BF21_cpmp_20_5_80_16_48_5,1,4.70588,0.8,1.36186,20,0.25,0,6,5
BF21_cpmp_20_5_80_16_48_7,1,4.70588,0.8,1.31796,20,0.25,0,6,5
BF21_cpmp_20_5_80_16_48_8,1,4.70588,0.8,1.52488,20,0.25,0,7,5
BF21_cpmp_20_5_80_16_48_9,1,4.70588,0.8,1.52488,20,0.25,0,7,5
BF22_cpmp_20_5_80_16_60_11,1,4.70588,0.8,1.36186,20,0.25,0,6,5
BF22_cpmp_20_5_80_16_60_16,1,4.70588,0.8,1.67208,20,0.25,0,7,5
BF22_cpmp_20_5_80_16_60_4,1,4.70588,0.8,1.7069,20,0.25,0,8,5
BF22_cpmp_20_5_80_16_60_6,1,4.70588,0.8,1.52488,20,0.25,0,8,5
BF22_cpmp_20_5_80_16_60_7,1,4.70588,0.8,1.77448,20,0.25,0,7,5
BF22_cpmp_20_5_80_16_60_9,1,4.70588,0.8,1.52488,20,0.25,0,7,5
BF23_cpmp_20_5_80_32_48_10,1,2.42424,0.8,1.07394,20,0.25,0,5,5
BF23_cpmp_20_5_80_32_48_11,1,2.42424,0.8,0.985664,20,0.25,0,4,5
BF23_cpmp_20_5_80_32_48_12,1,2.42424,0.8,1.20681,20,0.25,0,6,5
BF23_cpmp_20_5_80_32_48_15,1,2.42424,0.8,0.922129,20,0.25,0,5,5
BF23_cpmp_20_5_80_32_48_16,1,2.42424,0.8,1.39328,20,0.25,0,7,5
BF23_cpmp_20_5_80_32_48_18,1,2.42424,0.8,1.25602,20,0.25,0,5,5
BF23_cpmp_20_5_80_32_48_3,1,2.42424,0.8,0.888659,20,0.25,0,4,5
BF23_cpmp_20_5_80_32_48_4,1,2.42424,0.8,0.922129,20,0.25,0,5,5
BF23_cpmp_20_5_80_32_48_6,1,2.42424,0.8,1.41486,20,0.25,0,6,5
BF23_cpmp_20_5_80_32_48_7,1,2.42424,0.8,1.04534,20,0.25,0,5,5
BF24_cpmp_20_5_80_32_60_13,1,2.42424,0.8,0.853879,20,0.25,0,4,5
BF24_cpmp_20_5_80_32_60_17,1,2.42424,0.8,0.779678,20,0.25,0,4,5
BF24_cpmp_20_5_80_32_60_2,1,2.42424,0.8,0.888659,20,0.25,0,5,5
BF24_cpmp_20_5_80_32_60_8,1,2.42424,0.8,1.1018,20,0.25,0,5,5
BF25_cpmp_20_8_96_20_58_20,1,4.57143,0.6,1.56057,20,0.4,0,9,8
BF26_cpmp_20_8_96_20_72_5,1,4.57143,0.6,1.62045,20,0.4,0,8,8
BF27_cpmp_20_8_96_39_58_12,1,2.4,0.6,0.830662,20,0.4,0,4,8
BF27_cpmp_20_8_96_39_58_6,1,2.4,0.6,0.860233,20,0.4,0,4,8
BF27_cpmp_20_8_96_39_58_9,1,2.4,0.6,0.943398,20,0.4,0,5,8
BF28_cpmp_20_8_96_39_72_19,1,2.4,0.6,1.09087,20,0.4,0,6,8
BF3_cpmp_16_5_48_20_29_1,1,2.28571,0.6,1.45219,16,0.3125,0,6,5
BF3_cpmp_16_5_48_20_29_11,1,2.28571,0.6,0.764875,16,0.3125,0,3,5
BF3_cpmp_16_5_48_20_29_13,1,2.28571,0.6,0.933139,16,0.3125,0,4,5
BF3_cpmp_16_5_48_20_29_14,1,2.28571,0.6,1.16058,16,0.3125,0,5,5
BF3_cpmp_16_5_48_20_29_16,1,2.28571,0.6,1.07539,16,0.3125,0,5,5
BF3_cpmp_16_5_48_20_29_19,1,2.28571,0.6,1.20091,16,0.3125,0,6,5
BF3_cpmp_16_5_48_20_29_20,1,2.28571,0.6,0.982846,16,0.3125,0,5,5
BF3_cpmp_16_5_48_20_29_3,1,2.28571,0.6,0.982846,16,0.3125,0,5,5
BF3_cpmp_16_5_48_20_29_5,1,2.28571,0.6,0.824786,16,0.3125,0,4,5
BF3_cpmp_16_5_48_20_29_6,1,2.28571,0.6,0.933139,16,0.3125,0,4,5
BF3_cpmp_16_5_48_20_29_8,1,2.28571,0.6,0.824786,16,0.3125,0,4,5
BF3_cpmp_16_5_48_20_29_9,1,2.28571,0.6,0.880631,16,0.3125,0,4,5
BF4_cpmp_16_5_48_20_36_1,1,2.28571,0.6,0.764875,16,0.3125,0,4,5
BF4_cpmp_16_5_48_20_36_10,1,2.28571,0.6,0.933139,16,0.3125,0,5,5
BF4_cpmp_16_5_48_20_36_11,1,2.28571,0.6,0.933139,16,0.3125,0,5,5
BF4_cpmp_16_5_48_20_36_13,1,2.28571,0.6,1.35023,16,0.3125,0,7,5
BF4_cpmp_16_5_48_20_36_14,1,2.28571,0.6,1.11879,16,0.3125,0,5,5
BF4_cpmp_16_5_48_20_36_15,1,2.28571,0.6,1.20091,16,0.3125,0,6,5
BF4_cpmp_16_5_48_20_36_16,1,2.28571,0.6,0.880631,16,0.3125,0,4,5
BF4_cpmp_16_5_48_20_36_17,1,2.28571,0.6,0.982846,16,0.3125,0,4,5
BF4_cpmp_16_5_48_20_36_18,1,2.28571,0.6,0.933139,16,0.3125,0,5,5
BF4_cpmp_16_5_48_20_36_19,1,2.28571,0.6,1.11879,16,0.3125,0,4,5
BF4_cpmp_16_5_48_20_36_2,1,2.28571,0.6,0.933139,16,0.3125,0,4,5
BF4_cpmp_16_5_48_20_36_20,1,2.28571,0.6,1.27775,16,0.3125,0,6,5
BF4_cpmp_16_5_48_20_36_3,1,2.28571,0.6,0.933139,16,0.3125,0,4,5
BF4_cpmp_16_5_48_20_36_5,1,2.28571,0.6,1.54744,16,0.3125,0,8,5
BF4_cpmp_16_5_48_20_36_6,1,2.28571,0.6,0.699854,16,0.3125,0,3,5
BF4_cpmp_16_5_48_20_36_7,1,2.28571,0.6,0.824786,16,0.3125,0,4,5
BF4_cpmp_16_5_48_20_36_8,1,2.28571,0.6,0.982846,16,0.3125,0,4,5
BF4_cpmp_16_5_48_20_36_9,1,2.28571,0.6,0.764875,16,0.3125,0,4,5
BF5_cpmp_16_5_64_13_39_1,1,4.57143,0.8,1.54524,16,0.3125,0,7,5
BF5_cpmp_16_5_64_13_39_10,1,4.57143,0.8,1.4983,16,0.3125,0,7,5
BF5_cpmp_16_5_64_13_39_11,1,4.57143,0.8,1.44984,16,0.3125,0,7,5
BF5_cpmp_16_5_64_13_39_12,1,4.57143,0.8,1.63507,16,0.3125,0,7,5
BF5_cpmp_16_5_64_13_39_14,1,4.57143,0.8,1.80136,16,0.3125,0,9,5
BF5_cpmp_16_5_64_13_39_15,1,4.57143,0.8,1.34771,16,0.3125,0,6,5
BF5_cpmp_16_5_64_13_39_17,1,4.57143,0.8,1.44984,16,0.3125,0,6,5
BF5_cpmp_16_5_64_13_39_2,1,4.57143,0.8,2.16182,16,0.3125,0,10,5
BF5_cpmp_16_5_64_13_39_20,1,4.57143,0.8,1.39971,16,0.3125,0,6,5
BF5_cpmp_16_5_64_13_39_3,1,4.57143,0.8,1.4983,16,0.3125,0,6,5
BF5_cpmp_16_5_64_13_39_4,1,4.57143,0.8,1.44984,16,0.3125,0,6,5
BF5_cpmp_16_5_64_13_39_5,1,4.57143,0.8,1.54524,16,0.3125,0,7,5
BF5_cpmp_16_5_64_13_39_8,1,4.57143,0.8,1.34771,16,0.3125,0,6,5
BF5_cpmp_16_5_64_13_39_9,1,4.57143,0.8,1.76126,16,0.3125,0,9,5
BF6_cpmp_16_5_64_13_48_1,1,4.57143,0.8,1.63507,16,0.3125,0,7,5
BF6_cpmp_16_5_64_13_48_11,1,4.57143,0.8,1.63507,16,0.3125,0,7,5
BF6_cpmp_16_5_64_13_48_12,1,4.57143,0.8,1.59079,16,0.3125,0,6,5
BF6_cpmp_16_5_64_13_48_13,1,4.57143,0.8,1.63507,16,0.3125,0,7,5
BF6_cpmp_16_5_64_13_48_15,1,4.57143,0.8,1.54524,16,0.3125,0,7,5
BF6_cpmp_16_5_64_13_48_16,1,4.57143,0.8,1.39971,16,0.3125,0,6,5
BF6_cpmp_16_5_64_13_48_17,1,4.57143,0.8,1.4983,16,0.3125,0,7,5
BF6_cpmp_16_5_64_13_48_18,1,4.57143,0.8,1.4983,16,0.3125,0,7,5
BF6_cpmp_16_5_64_13_48_19,1,4.57143,0.8,1.59079,16,0.3125,0,7,5
BF6_cpmp_16_5_64_13_48_2,1,4.57143,0.8,1.39971,16,0.3125,0,6,5
BF6_cpmp_16_5_64_13_48_3,1,4.57143,0.8,1.59079,16,0.3125,0,7,5
BF6_cpmp_16_5_64_13_48_4,1,4.57143,0.8,1.72023,16,0.3125,0,8,5
BF6_cpmp_16_5_64_13_48_6,1,4.57143,0.8,1.63507,16,0.3125,0,8,5
BF6_cpmp_16_5_64_13_48_7,1,4.57143,0.8,1.44984,16,0.3125,0,6,5
BF6_cpmp_16_5_64_13_48_8,1,4.57143,0.8,1.59079,16,0.3125,0,7,5
BF6_cpmp_16_5_64_13_48_9,1,4.57143,0.8,1.76126,16,0.3125,0,8,5
BF7_cpmp_16_5_64_26_39_1,1,2.37037,0.8,0.948611,16,0.3125,0,5,5
BF7_cpmp_16_5_64_26_39_10,1,2.37037,0.8,1.09369,16,0.3125,0,5,5
BF7_cpmp_16_5_64_26_39_11,1,2.37037,0.8,0.908729,16,0.3125,0,4,5
BF7_cpmp_16_5_64_26_39_12,1,2.37037,0.8,1.02372,16,0.3125,0,5,5
BF7_cpmp_16_5_64_26_39_13,1,2.37037,0.8,1.09369,16,0.3125,0,5,5
BF7_cpmp_16_5_64_26_39_14,1,2.37037,0.8,0.908729,16,0.3125,0,4,5
BF7_cpmp_16_5_64_26_39_15,1,2.37037,0.8,0.823189,16,0.3125,0,4,5
BF7_cpmp_16_5_64_26_39_16,1,2.37037,0.8,0.908729,16,0.3125,0,4,5
BF7_cpmp_16_5_64_26_39_17,1,2.37037,0.8,1.09369,16,0.3125,0,5,5
BF7_cpmp_16_5_64_26_39_19,1,2.37037,0.8,0.823189,16,0.3125,0,4,5
BF7_cpmp_16_5_64_26_39_2,1,2.37037,0.8,0.948611,16,0.3125,0,4,5
BF7_cpmp_16_5_64_26_39_20,1,2.37037,0.8,0.986882,16,0.3125,0,5,5
BF7_cpmp_16_5_64_26_39_3,1,2.37037,0.8,1.05929,16,0.3125,0,5,5
BF7_cpmp_16_5_64_26_39_6,1,2.37037,0.8,1.15944,16,0.3125,0,5,5
BF7_cpmp_16_5_64_26_39_7,1,2.37037,0.8,0.823189,16,0.3125,0,4,5
BF7_cpmp_16_5_64_26_39_8,1,2.37037,0.8,0.908729,16,0.3125,0,4,5
BF8_cpmp_16_5_64_26_48_1,1,2.37037,0.8,1.41809,16,0.3125,0,6,5
BF8_cpmp_16_5_64_26_48_11,1,2.37037,0.8,0.948611,16,0.3125,0,5,5
BF8_cpmp_16_5_64_26_48_12,1,2.37037,0.8,0.776895,16,0.3125,0,4,5
BF8_cpmp_16_5_64_26_48_17,1,2.37037,0.8,0.908729,16,0.3125,0,4,5
BF8_cpmp_16_5_64_26_48_20,1,2.37037,0.8,0.823189,16,0.3125,0,4,5
BF8_cpmp_16_5_64_26_48_4,1,2.37037,0.8,0.823189,16,0.3125,0,5,5
BF8_cpmp_16_5_64_26_48_5,1,2.37037,0.8,1.15944,16,0.3125,0,5,5
BF8_cpmp_16_5_64_26_48_6,1,2.37037,0.8,0.823189,16,0.3125,0,4,5
BF8_cpmp_16_5_64_26_48_7,1,2.37037,0.8,1.02372,16,0.3125,0,6,5
BF9_cpmp_16_8_77_16_47_1,1,4.52941,0.601562,2.40386,16,0.5,0,9,8
BF9_cpmp_16_8_77_16_47_10,1,4.52941,0.601562,1.33362,16,0.5,0,6,8
BF9_cpmp_16_8_77_16_47_12,1,4.52941,0.601562,1.71902,16,0.5,0,7,8
BF9_cpmp_16_8_77_16_47_3,1,4.52941,0.601562,1.28876,16,0.5,0,6,8
BF9_cpmp_16_8_77_16_47_4,1,4.52941,0.601562,1.4191,16,0.5,0,7,8
BF9_cpmp_16_8_77_16_47_6,1,4.52941,0.601562,1.4191,16,0.5,0,6,8
BF9_cpmp_16_8_77_16_47_7,1,4.52941,0.601562,1.81878,16,0.5,0,8,8
BF9_cpmp_16_8_77_16_47_8,1,4.52941,0.601562,1.68445,16,0.5,0,8,8
LC2a_lc2a_1,1,4.54545,0.694444,3.17271,12,0.5,0,11,6
LC2a_lc2a_10,1,4.54545,0.694444,2.46295,12,0.5,0,9,6
LC2a_lc2a_2,1,4.54545,0.694444,2.70903,12,0.5,0,9,6
LC2a_lc2a_3,1,4.54545,0.694444,2.8079,12,0.5,0,9,6
LC2a_lc2a_4,1,4.54545,0.694444,2.14746,12,0.5,0,8,6
LC2a_lc2a_5,1,4.54545,0.694444,2.49959,12,0.5,0,9,6
LC2a_lc2a_7,1,4.54545,0.694444,2.27091,12,0.5,0,8,6
LC2b_lc2b_1,1,4.54545,0.694444,3.4997,12,0.5,0,14,6
LC2b_lc2b_2,1,4.54545,0.694444,2.14746,12,0.5,0,9,6
LC2b_lc2b_3,1,4.54545,0.694444,2.74238,12,0.5,0,9,6
LC2b_lc2b_4,1,4.54545,0.694444,1.87634,12,0.5,0,7,6
LC2b_lc2b_5,1,4.54545,0.694444,2.34961,12,0.5,0,8,6
LC2b_lc2b_6,1,4.54545,0.694444,2.70903,12,0.5,0,10,6
LC2b_lc2b_7,1,4.54545,0.694444,1.61604,12,0.5,0,6,6
LC2b_lc2b_9,1,4.54545,0.694444,1.82725,12,0.5,0,8,6
LC3a_lc3a_1,1,4.90909,0.75,2.31417,12,0.5,0,9,6
LC3a_lc3a_10,1,4.90909,0.75,2.50289,12,0.5,0,9,6
LC3a_lc3a_3,1,4.90909,0.75,2.31417,12,0.5,0,9,6
LC3a_lc3a_4,1,4.90909,0.75,2.50289,12,0.5,0,8,6
LC3a_lc3a_6,1,4.90909,0.75,2.02056,12,0.5,0,8,6
LC3a_lc3a_7,1,4.90909,0.75,2.67835,12,0.5,0,9,6
LC3a_lc3a_8,1,4.90909,0.75,2.50289,12,0.5,0,9,6
LC3a_lc3a_9,1,4.90909,0.75,2.96815,12,0.5,0,9,6
LC3b_lc3b_1,1,4.90909,0.75,2.23422,12,0.5,0,9,6
LC3b_lc3b_10,1,4.90909,0.75,3.20382,12,0.5,0,12,6
LC3b_lc3b_4,1,4.90909,0.75,2.74539,12,0.5,0,11,6
LC3b_lc3b_5,1,4.90909,0.75,2.42916,12,0.5,0,10,6
LC3b_lc3b_6,1,4.90909,0.75,2.27454,12,0.5,0,8,6
LC3b_lc3b_8,1,4.90909,0.75,2.27454,12,0.5,0,8,6
LC3b_lc3b_9,1,4.90909,0.75,2.71208,12,0.5,0,10,6
cv_data5-10-33,1,1,0.714286,0,10,0.7,1,1,7
cv_data4-6-1,1,1,0.666667,0,6,1,1,1,6
cv_data4-4-19,1,1,0.666667,0,4,1.5,1,1,6
cv_data5-4-23,1,1,0.714286,0,4,1.75,1,1,7
cv_data4-5-2,1,1,0.666667,0,5,1.2,1,1,6
cv_data4-5-26,1,1,0.666667,0,5,1.2,1,1,6
cv_data5-5-12,1,1,0.714286,0,5,1.4,1,1,7
cv_data4-5-9,1,1,0.666667,0,5,1.2,1,1,6
cv_data5-7-19,1,1,0.714286,0,7,1,1,1,7
cv_data4-6-18,1,1,0.666667,0,6,1,1,1,6
cv_data4-4-21,1,1,0.666667,0,4,1.5,1,1,6
cv_data4-7-39,1,1,0.666667,0,7,0.857143,1,1,6
