@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -P 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154, -D 0 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE d_bool_cons NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_bool_cons NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE d_ratio_set_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE d_set_vars NUMERIC
@ATTRIBUTE gc_all_diff NUMERIC
@ATTRIBUTE gc_array_int NUMERIC
@ATTRIBUTE gc_at_least_most NUMERIC
@ATTRIBUTE gc_circuit NUMERIC
@ATTRIBUTE gc_count NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE gc_diffn NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE gc_inverse NUMERIC
@ATTRIBUTE gc_max_min_int NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_avg_deg_cg NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE gr_max_deg_cg NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE gr_min_clust_cg NUMERIC
@ATTRIBUTE gr_min_deg_cg NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE o_de NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE o_deg NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE o_deg_cons NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE o_di NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE o_dom_avg NUMERIC
@ATTRIBUTE o_dom_deg NUMERIC
@ATTRIBUTE o_dom_std NUMERIC
@ATTRIBUTE s_bool_search NUMERIC
@ATTRIBUTE s_first_fail NUMERIC
@ATTRIBUTE s_indomain_max NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE s_input_order NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE s_other_val NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE s_set_search NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE v_num_aliases NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE dy_sols NUMERIC
@ATTRIBUTE dy_nodes NUMERIC
@ATTRIBUTE dy_fails NUMERIC
@ATTRIBUTE dy_depth NUMERIC
@ATTRIBUTE dy_peak NUMERIC
@ATTRIBUTE dy_ratio_props NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC

@DATA
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_6.dzn,1,1.660011,0,3.976247,3.976247,0.000001,0.188149,0,2112.312266,141500.574355,101,2449.60317,1,30301,1.514974,61003,1219950.885838,734905.204608,0,0,0,30301,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,67.664417,196.223139,-1,-1,1.02254,0.990003,-1,-1,1.638119,-1,-1,200,393,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.514874,0.206532,-1,0.203961,1,0.99481,0,1.071244,1,25990.71372,485094.188224,4,0,200,20001,0.01,50300,166021674967.750016,0,4582,2235,141,29068,193.792,1.11,58.86,62.11
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_7.dzn,1,1.659945,0,3.975593,3.975593,0.000001,0.188149,0,2112.332453,141500.594542,101,2449.60317,1,30301,1.514974,61003,1219902.378844,734905.204608,0,0,0,30301,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,67.637218,196.223139,-1,-1,1.022467,0.990003,-1,-1,1.638196,-1,-1,200,393,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.514774,0.206465,-1,0.203928,1,0.994245,0,1.07068,1,25989.883645,485094.188224,4,0,200,20001,0.01,50298,166025008301.249984,0,3671,1766,222,39058,563.117,1.12,58.83,62.08
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_10.dzn,1,1.660011,0,3.976015,3.976015,0.000001,0.188149,0,2112.361897,141500.623986,101,2449.60317,1,30301,1.514974,61003,1219950.885838,734905.204608,0,0,0,30301,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,67.656717,196.223139,-1,-1,1.022516,0.990003,-1,-1,1.638196,-1,-1,200,393,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.514874,0.206532,-1,0.203961,1,0.99481,0,1.071244,1,25990.71372,485094.188224,4,0,200,20001,0.01,50300,166021674967.750016,0,3822,1818,240,45076,599.368,1.1,59.74,62.99
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_5.dzn,1,1.660044,0,3.976231,3.976231,0.000001,0.188161,0,2112.376396,141500.638486,101,2449.60317,1,30301,1.514974,61003,1219975.139334,734905.204608,0,0,0,30301,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,67.666617,196.223039,-1,-1,1.02254,0.990003,-1,-1,1.637843,-1,-1,200,393,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.514924,0.206565,-1,0.203978,1,0.995091,0,1.071526,1,25991.128757,485094.188224,4,0,200,20001,0.01,50301,166020008301,0,3601,1729,161,30989,1116.72,1.11,58.82,62.08
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_2.dzn,1,1.655678,0,3.067899,3.067899,0,0.278683,0,1100.393196,51614.320327,61,1479.463301,1,10981,1.524927,22203,440952.824164,266327.647662,0,0,0,10981,7201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40.999861,116.205666,-1,-1,1.016998,0.983347,-1,-1,1.705955,-1,-1,120,233,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.524788,0.210699,-1,0.206824,1,0.992352,0,1.107451,1,9390.767253,174649.429998,4,0,120,7201,0.016664,18181,59620002981,0,20248,10074,118,10507,1631.89,0.32,7.08,9.47
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_3.dzn,1,1.655678,0,3.067899,3.067899,0,0.278683,0,1100.393196,51614.320327,61,1479.463301,1,10981,1.524927,22203,440952.824164,266327.647662,0,0,0,10981,7201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40.999861,116.205666,-1,-1,1.016998,0.983347,-1,-1,1.705955,-1,-1,120,233,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.524788,0.210699,-1,0.206824,1,0.992352,0,1.107451,1,9390.767253,174649.429998,4,0,120,7201,0.016664,18181,59620002981,0,23724,11776,186,13007,1444.95,0.31,7.13,9.52
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_4.dzn,1,1.657425,0,3.548441,3.548441,0,0.223624,0,1590.938272,91021.887854,81,1964.533236,1,19441,1.518709,39203,781496.171839,471512.230051,0,0,0,19441,12801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,54.186079,156.218186,-1,-1,1.020273,0.987506,-1,-1,1.669,-1,-1,160,313,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.517147,0.207152,-1,0.204534,1,0.986014,0,1.077531,1,16649.077292,310469.011722,4,0,160,12801,0.012499,32222,106185005309.25,0,10669,5287,118,17483,1193.86,0.62,22.54,25.28
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_10.dzn,1,1.650274,0,2.492787,2.492787,0,0.375549,0,647.351263,23284.546001,41,994.393366,1,4921,1.537332,10003,196962.646996,119351.45744,0,0,0,4921,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336013,2.731152,27.666354,76.18463,1.400088,3.156528,1.010018,0.975041,0.919039,1.397661,1.780811,1,120,80,153,0,1,0,40,40,1,0.394163,0.000203,-2.809768,1,0.025,20000001,1,20000001,0,0,0,0,0,0,0,0,0,0,0,2.53702,0.215618,0,0.210598,1,0.989393,0,1.147392,1,4192.541501,77635.443053,4,0,80,3201,0.024992,8121,26420001321,0,44480,22214,90,4680,3415.4,0.12,1.11,3.28
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_6.dzn,1,1.655678,0,3.067899,3.067899,0,0.278683,0,1100.393196,51614.320327,61,1479.463301,1,10981,1.524927,22203,440952.824164,266327.647662,0,0,0,10981,7201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40.999861,116.205666,-1,-1,1.016998,0.983347,-1,-1,1.705955,-1,-1,120,233,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.524788,0.210699,-1,0.206824,1,0.992352,0,1.107451,1,9390.767253,174649.429998,4,0,120,7201,0.016664,18181,59620002981,0,20421,10165,129,10891,1363.83,0.31,7.15,9.54
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_7.dzn,1,1.655678,0,3.067899,3.067899,0,0.278683,0,1100.393196,51614.320327,61,1479.463301,1,10981,1.524927,22203,440952.824164,266327.647662,0,0,0,10981,7201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40.999861,116.205666,-1,-1,1.016998,0.983347,-1,-1,1.705955,-1,-1,120,233,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.524788,0.210699,-1,0.206824,1,0.992352,0,1.107451,1,9390.767253,174649.429998,4,0,120,7201,0.016664,18181,59620002981,0,20780,10202,420,26848,953.648,0.31,7.22,9.6
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_8.dzn,1,1.655678,0,3.067899,3.067899,0,0.278683,0,1100.393196,51614.320327,61,1479.463301,1,10981,1.524927,22203,440952.824164,266327.647662,0,0,0,10981,7201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40.999861,116.205666,-1,-1,1.016998,0.983347,-1,-1,1.705955,-1,-1,120,233,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.524788,0.210699,-1,0.206824,1,0.992352,0,1.107451,1,9390.767253,174649.429998,4,0,120,7201,0.016664,18181,59620002981,0,20345,10132,98,8777,1536.83,0.31,7.15,9.54
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_5.dzn,1,1.650071,0,2.491961,2.491961,0,0.375475,0,647.314737,23284.509475,41,994.393366,1,4921,1.537332,10003,196938.393499,119351.45744,0,0,0,4921,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335981,2.729933,27.641987,76.185255,1.400258,3.154918,1.009887,0.975041,0.919039,1.396293,1.782597,1,119,80,153,0,1,0,40,40,1,0.394212,0.000203,-2.812026,1,0.025,20000001,1,20000001,0,0,0,0,0,0,0,0,0,0,0,2.536707,0.215428,0,0.210497,1,0.988051,0,1.14605,1,4192.126464,77635.443053,4,0,80,3201,0.024992,8120,26421667987.75,0,44715,22330,86,4424,3908.13,0.12,1.11,3.29
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_6.dzn,1,1.650071,0,2.492141,2.492141,0,0.375475,0,647.308195,23284.502932,41,994.393366,1,4921,1.537332,10003,196938.393499,119351.45744,0,0,0,4921,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336011,2.729933,27.645736,76.185255,1.400099,3.156033,1.010375,0.975041,0.919039,1.396447,1.782067,1,120,80,153,0,1,0,40,40,1,0.394212,0.000203,-2.812026,1,0.025,20000001,1,20000001,0,0,0,0,0,0,0,0,0,0,0,2.536707,0.215428,0,0.210497,1,0.988051,0,1.14605,1,4192.126464,77635.443053,4,0,80,3201,0.024992,8120,26421667987.75,0,43353,21627,126,5323,4426.73,0.13,1.11,3.28
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_9.dzn,1,1.655678,0,3.067899,3.067899,0,0.278683,0,1100.393196,51614.320327,61,1479.463301,1,10981,1.524927,22203,440952.824164,266327.647662,0,0,0,10981,7201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40.999861,116.205666,-1,-1,1.016998,0.983347,-1,-1,1.705955,-1,-1,120,233,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.524788,0.210699,-1,0.206824,1,0.992352,0,1.107451,1,9390.767253,174649.429998,4,0,120,7201,0.016664,18181,59620002981,0,20307,10077,178,14031,1286.24,0.32,7.1,9.5
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_6.dzn,1,1.650274,0,2.492787,2.492787,0,0.375549,0,647.351263,23284.546001,41,994.393366,1,4921,1.537332,10003,196962.646996,119351.45744,0,0,0,4921,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336013,2.731152,27.666354,76.18463,1.400088,3.156528,1.010018,0.975041,0.919039,1.397661,1.780811,1,120,80,153,0,1,0,40,40,1,0.394163,0.000203,-2.809768,1,0.025,20000001,1,20000001,0,0,0,0,0,0,0,0,0,0,0,2.53702,0.215618,0,0.210598,1,0.989393,0,1.147392,1,4192.541501,77635.443053,4,0,80,3201,0.024992,8121,26420001321,0,50742,25322,125,5835,4028.11,0.13,1.1,3.28
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_10.dzn,1,1.650274,0,2.492787,2.492787,0,0.375549,0,647.351263,23284.546001,41,994.393366,1,4921,1.537332,10003,196962.646996,119351.45744,0,0,0,4921,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336013,2.731152,27.666354,76.18463,1.400088,3.156528,1.010018,0.975041,0.919039,1.397661,1.780811,1,120,80,153,0,1,0,40,40,1,0.394163,0.000203,-2.809768,1,0.025,20000001,1,20000001,0,0,0,0,0,0,0,0,0,0,0,2.53702,0.215618,0,0.210598,1,0.989393,0,1.147392,1,4192.541501,77635.443053,4,0,80,3201,0.024992,8121,26420001321,0,51503,25693,130,6092,3480.78,0.13,1.11,3.3
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_9.dzn,1,1.660011,0,3.976015,3.976015,0.000001,0.188149,0,2112.361897,141500.623986,101,2449.60317,1,30301,1.514974,61003,1219950.885838,734905.204608,0,0,0,30301,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,67.656717,196.223139,-1,-1,1.022516,0.990003,-1,-1,1.638196,-1,-1,200,393,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.514874,0.206532,-1,0.203961,1,0.99481,0,1.071244,1,25990.71372,485094.188224,4,0,200,20001,0.01,50300,166021674967.750016,0,4867,2293,305,55512,228.891,1.09,58.85,62.09
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_1.dzn,1,1.650274,0,2.492787,2.492787,0,0.375549,0,647.351263,23284.546001,41,994.393366,1,4921,1.537332,10003,196962.646996,119351.45744,0,0,0,4921,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336013,2.731152,27.666354,76.18463,1.400088,3.156528,1.010018,0.975041,0.919039,1.397661,1.780811,1,120,80,153,0,1,0,40,40,1,0.394163,0.000203,-2.809768,1,0.025,20000001,1,20000001,0,0,0,0,0,0,0,0,0,0,0,2.53702,0.215618,0,0.210598,1,0.989393,0,1.147392,1,4192.541501,77635.443053,4,0,80,3201,0.024992,8121,26420001321,0,51878,25882,128,6220,3494.15,0.13,1.1,3.27
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_3.dzn,1,1.650274,0,2.492787,2.492787,0,0.375549,0,647.351263,23284.546001,41,994.393366,1,4921,1.537332,10003,196962.646996,119351.45744,0,0,0,4921,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336013,2.731152,27.666354,76.18463,1.400088,3.156528,1.010018,0.975041,0.919039,1.397661,1.780811,1,120,80,153,0,1,0,40,40,1,0.394163,0.000203,-2.809768,1,0.025,20000001,1,20000001,0,0,0,0,0,0,0,0,0,0,0,2.53702,0.215618,0,0.210598,1,0.989393,0,1.147392,1,4192.541501,77635.443053,4,0,80,3201,0.024992,8121,26420001321,0,44877,22416,69,3783,3716.21,0.13,1.11,3.29
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_3.dzn,1,1.655678,0,3.067899,3.067899,0,0.278683,0,1100.393196,51614.320327,61,1479.463301,1,10981,1.524927,22203,440952.824164,266327.647662,0,0,0,10981,7201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,40.999861,116.205666,-1,-1,1.016998,0.983347,-1,-1,1.705955,-1,-1,120,233,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.524788,0.210699,-1,0.206824,1,0.992352,0,1.107451,1,9390.767253,174649.429998,4,0,120,7201,0.016664,18181,59620002981,0,19963,9925,163,12110,1403.41,0.31,7.17,9.56
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_2.dzn,1,1.650274,0,2.492787,2.492787,0,0.375549,0,647.351263,23284.546001,41,994.393366,1,4921,1.537332,10003,196962.646996,119351.45744,0,0,0,4921,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336013,2.731152,27.666354,76.18463,1.400088,3.156528,1.010018,0.975041,0.919039,1.397661,1.780811,1,120,80,153,0,1,0,40,40,1,0.394163,0.000203,-2.809768,1,0.025,20000001,1,20000001,0,0,0,0,0,0,0,0,0,0,0,2.53702,0.215618,0,0.210598,1,0.989393,0,1.147392,1,4192.541501,77635.443053,4,0,80,3201,0.024992,8121,26420001321,0,51198,25542,127,5900,3765.61,0.12,1.1,3.28
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_80_10.dzn,1,1.658402,0,3.551198,3.551198,0,0.223831,0,1591.987137,91022.936719,81,1964.533236,1,19441,1.518709,39203,781956.988277,471512.230051,0,0,0,19441,12801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,54.333255,156.216467,-1,-1,1.020466,0.987506,-1,-1,1.664493,-1,-1,160,313,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.518631,0.208137,-1,0.205027,1,0.994021,0,1.085538,1,16656.963005,310469.011722,4,0,160,12801,0.012499,32241,106153338641,0,12539,6157,244,29396,773.902,0.63,22.36,25.09
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_3.dzn,1,1.660011,0,3.976265,3.976265,0.000001,0.188149,0,2112.288933,141500.551023,101,2449.60317,1,30301,1.514974,61003,1219950.885838,734905.204608,0,0,0,30301,20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,67.665017,196.223139,-1,-1,1.022539,0.990003,-1,-1,1.638119,-1,-1,200,393,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.514874,0.206532,-1,0.203961,1,0.99481,0,1.071244,1,25990.71372,485094.188224,4,0,200,20001,0.01,50300,166021674967.750016,0,4182,1970,276,49366,322.767,1.12,58.89,62.14
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_3.dzn,1,1.650274,0,2.492787,2.492787,0,0.375549,0,647.351263,23284.546001,41,994.393366,1,4921,1.537332,10003,196962.646996,119351.45744,0,0,0,4921,3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336013,2.731152,27.666354,76.18463,1.400088,3.156528,1.010018,0.975041,0.919039,1.397661,1.780811,1,120,80,153,0,1,0,40,40,1,0.394163,0.000203,-2.809768,1,0.025,20000001,1,20000001,0,0,0,0,0,0,0,0,0,0,0,2.53702,0.215618,0,0.210598,1,0.989393,0,1.147392,1,4192.541501,77635.443053,4,0,80,3201,0.024992,8121,26420001321,0,48563,24236,118,5451,3813.08,0.12,1.11,3.28
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_80_4.dzn,1,1.658402,0,3.551198,3.551198,0,0.223831,0,1591.987137,91022.936719,81,1964.533236,1,19441,1.518709,39203,781956.988277,471512.230051,0,0,0,19441,12801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,54.333255,156.216467,-1,-1,1.020466,0.987506,-1,-1,1.664493,-1,-1,160,313,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.518631,0.208137,-1,0.205027,1,0.994021,0,1.085538,1,16656.963005,310469.011722,4,0,160,12801,0.012499,32241,106153338641,0,12578,6173,244,29268,850.401,0.63,22.37,25.11
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_80_3.dzn,1,1.658402,0,3.551198,3.551198,0,0.223831,0,1591.987137,91022.936719,81,1964.533236,1,19441,1.518709,39203,781956.988277,471512.230051,0,0,0,19441,12801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,54.333255,156.216467,-1,-1,1.020466,0.987506,-1,-1,1.664493,-1,-1,160,313,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.518631,0.208137,-1,0.205027,1,0.994021,0,1.085538,1,16656.963005,310469.011722,4,0,160,12801,0.012499,32241,106153338641,0,12396,6083,245,30036,822.054,0.63,22.27,25.01
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_80_6.dzn,1,1.658402,0,3.551198,3.551198,0,0.223831,0,1591.987137,91022.936719,81,1964.533236,1,19441,1.518709,39203,781956.988277,471512.230051,0,0,0,19441,12801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,54.333255,156.216467,-1,-1,1.020466,0.987506,-1,-1,1.664493,-1,-1,160,313,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2.518631,0.208137,-1,0.205027,1,0.994021,0,1.085538,1,16656.963005,310469.011722,4,0,160,12801,0.012499,32241,106153338641,0,12407,6086,245,29972,868.868,0.63,22.46,25.19
