@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC

@DATA
bool/mps/mps-p0282.xml,1,?,?,?,?,?
bool/mps/mps-gt2.xml,1,?,?,?,?,?
bool/mps/mps-air06.xml,1,4.317073,30.018293,1.414214,1.414091,99.207317
bool/mps/mps-p6000.xml,1,?,?,?,?,?
bool/mps/mps-air03.xml,1,?,?,?,?,?
bool/mps/mps-neos18.xml,1,?,?,?,?,?
bool/mps/mps-aflow30a.xml,1,54.551148,304.812109,1.414214,1.414214,100
bool/mps/mps-diamond.xml,1,?,?,?,?,?
bool/mps/mps-10teams.xml,1,0.882353,17.647059,1.414214,1.374369,100
bool/mps/mps-p0548.xml,1,?,?,?,?,?
bool/mps/mps-p0291.xml,1,?,?,?,?,?
bool/mps/mps-stein15.xml,1,?,?,?,?,?
bool/mps/mps-opt1217.xml,1,?,?,?,?,?
bool/mps/mps-p2756.xml,1,?,?,?,?,?
bool/mps/mps-air04.xml,1,1.749696,12.831106,1.414214,1.414214,99.756987
bool/mps/mps-mzzv11.xml,1,?,?,?,?,?
bool/mps/mps-mod008.xml,1,?,?,?,?,?
bool/mps/mps-p0201.xml,1,?,?,?,?,?
bool/mps/mps-neos5.xml,1,?,?,?,?,?
bool/mps/mps-vpm2.xml,1,49.62963,259.938272,1.414214,1.302615,100
bool/mps/mps-vpm1.xml,1,50.123457,272.613169,1.414214,1.302615,100
bool/mps/mps-seymour1.xml,1,?,?,?,?,?
bool/mps/mps-cracpb1.xml,1,?,?,?,?,?
bool/mps/mps-lp4l.xml,1,4.615385,40.473373,1.414214,1.414214,99.408284
bool/mps/mps-stein45.xml,1,?,?,?,?,?
bool/mps/mps-bm23.xml,1,?,?,?,?,?
bool/mps/mps-air02.xml,1,?,?,?,?,?
bool/mps/mps-mitre.xml,1,25.466993,66.542787,1.414214,1.414214,90.415648
bool/mps/mps-p0040.xml,1,?,?,?,?,?
bool/mps/mps-protfold.xml,1,26.607725,74.695207,1.414214,1.414214,100
bool/mps/mps-l152lav.xml,1,2.176166,14.611399,1.414214,1.414214,99.481865
bool/mps/mps-sentoy.xml,1,?,?,?,?,?
bool/mps/mps-enigma.xml,1,?,?,?,?,?
bool/mps/mps-fit1d.xml,1,?,?,?,?,?
bool/mps/mps-seymour.xml,1,?,?,?,?,?
bool/mps/mps-p0033.xml,1,?,?,?,?,?
bool/mps/mps-lseu.xml,1,?,?,?,?,?
bool/mps/mps-neos1.xml,1,35.15625,57,1.414214,1.414214,94.375
bool/mps/mps-mod010.xml,1,2.268041,15.154639,1.414214,1.414214,99.312715
bool/mps/mps-aflow40b.xml,1,56.754508,314.868239,1.414214,1.414214,100
bool/mps/mps-air01.xml,1,?,?,?,?,?
bool/mps/mps-pipex.xml,1,?,?,?,?,?
bool/mps/mps-manna81.xml,1,?,?,?,?,?
bool/mps/mps-air05.xml,1,2.535211,18.204225,1.414214,1.414214,99.647887
bool/mps/mps-stein9.xml,1,?,?,?,?,?
bool/mps/mps-stein27.xml,1,?,?,?,?,?
bool/mps/mps-mzzv42z.xml,1,?,?,?,?,?
bool/logic-synthesis/5xp1-b.xml,1,?,?,?,?,?
bool/logic-synthesis/ex5-pi.xml,1,?,?,?,?,?
bool/logic-synthesis/alu4-b.xml,1,?,?,?,?,?
bool/logic-synthesis/clip-b.xml,1,?,?,?,?,?
bool/logic-synthesis/e64-b.xml,1,?,?,?,?,?
bool/logic-synthesis/bench1-pi.xml,1,?,?,?,?,?
bool/logic-synthesis/e-am-pi.xml,1,?,?,?,?,?
bool/logic-synthesis/sao2-b.xml,1,?,?,?,?,?
bool/logic-synthesis/count-b.xml,1,?,?,?,?,?
bool/logic-synthesis/prom2-pi.xml,1,?,?,?,?,?
bool/logic-synthesis/max1024-pi.xml,1,?,?,?,?,?
bool/logic-synthesis/rot-b.xml,1,?,?,?,?,?
bool/logic-synthesis/f51m-b.xml,1,?,?,?,?,?
bool/logic-synthesis/9symml.xml,1,?,?,?,?,?
bool/logic-synthesis/jac3.xml,1,?,?,?,?,?
bool/logic-synthesis/apex4-a.xml,1,?,?,?,?,?
bool/logic-synthesis/9sym-b.xml,1,?,?,?,?,?
bool/uclid/ooo-tag14.xml,1,55.917564,38.26594,1.414214,1.414205,0.904741
bool/uclid/ooo-burch-dill-2-accl.xml,1,56.338204,49.509979,1.414214,1.41043,18.246614
bool/uclid/elf-rf6.xml,1,?,?,?,?,?
bool/uclid/ooo-tag10.xml,1,55.906302,40.24891,1.414214,1.414175,14.880562
bool/uclid/ooo-rf7.xml,1,56.095065,41.303558,1.414214,1.41232,14.556236
bool/uclid/blast-floppy1-8.xml,1,?,?,?,?,?
bool/uclid/22s-smv.xml,1,56.323223,57.854074,1.414214,1.370777,18.510804
bool/uclid/dlx1c-rwmem1-ucl.xml,1,56.349533,42.329907,1.414214,1.414027,14.88785
bool/uclid/ooo-rf6.xml,1,?,?,?,?,?
bool/uclid/elf-rf9.xml,1,56.515066,42.158,1.414214,1.414196,3.175744
bool/uclid/blast-tlan3.xml,1,57.464448,81.365827,1.414214,1.414214,13.6504
bool/uclid/44s-smv.xml,1,55.079872,67.231097,1.414214,1.327259,24.707135
bool/uclid/cache-inv10-ucl.xml,1,57.415837,37.234212,1.414214,1.412313,8.80386
bool/uclid/ooo-tag12.xml,1,55.912782,38.789307,1.414214,1.414196,1.964912
bool/uclid/43s-smv.xml,1,55.851468,56.020725,1.414214,1.363086,18.364997
bool/uclid/25s-smv.xml,1,56.248831,57.433739,1.414214,1.337033,18.101029
bool/uclid/cache-ibm-q-unbounded-Icl2arity-ucl.xml,1,56.182012,44.842601,1.414214,1.395971,3.53131
bool/uclid/elf-rf8.xml,1,56.511419,43.254211,1.414214,1.412929,14.284002
bool/uclid/ooo-burch-dill-3-accl.xml,1,56.369351,46.33275,1.414214,1.412147,16.605665
bool/uclid/dlx1c-rwmem-ucl.xml,1,56.417234,41.128445,1.414214,1.414057,14.199443
bool/uclid/blast-floppy1-6.xml,1,?,?,?,?,?
bool/uclid/cache-inv12-ucl.xml,1,57.893296,36.653889,1.414214,1.413446,0
bool/uclid/cache-inv8-ucl.xml,1,?,?,?,?,?
bool/uclid/ooo-rf8.xml,1,56.073629,39.879339,1.414214,1.414162,14.089135
bool/uclid/ooo-burch-dill-4-accl.xml,1,56.135818,48.875228,1.414214,1.410349,17.347037
bool/uclid/ooo-burch-dill-6-accl.xml,1,56.405331,42.933432,1.414214,1.414199,3.068493
bool/uclid/blast-floppy1-2.xml,1,?,?,?,?,?
bool/uclid/blast-floppy1-3.xml,1,?,?,?,?,?
bool/uclid/ooo-rf10.xml,1,56.054046,38.478485,1.414214,1.414194,1.753249
bool/uclid/ooo-tag8.xml,1,55.905144,42.300156,1.414214,1.412798,15.809397
bool/uclid/dlx1c-ucl.xml,1,56.268483,42.661018,1.414214,1.413992,15.174171
bool/uclid/37s-smv.xml,1,56.54934,42.721559,1.414214,1.393864,12.005028
bool/uclid/46s-smv.xml,1,55.638007,57.653341,1.414214,1.342196,20.454545
bool/uclid/blast-tlan2.xml,1,57.825517,114.745818,1.414214,1.355696,29.485077
bool/uclid/blast-floppy1-4.xml,1,?,?,?,?,?
bool/uclid/ooo-burch-dill-8-accl.xml,1,56.184018,42.870308,1.414214,1.414197,3.535412
bool/uclid/ooo-rf9.xml,1,56.060624,38.939225,1.414214,1.414183,1.583608
bool/uclid/elf-rf7.xml,1,?,?,?,?,?
bool/uclid/blast-floppy1-7.xml,1,?,?,?,?,?
bool/par/par-32-4-c.xml,1,12.010812,31.44316,1.414214,1.414214,79.981979
bool/par/par-16-4-c.xml,1,12.029703,31.25,1.414214,1.414214,79.950495
bool/par/par-16-1-c.xml,1,12.030361,31.233397,1.414214,1.414214,79.949399
bool/par/par-16-5.xml,1,14.172679,30.169886,1.414214,1.271902,76.378869
bool/par/par-16-4.xml,1,14.285714,30.091485,1.414214,1.2688,76.190476
bool/par/par-8-5-c.xml,1,?,?,?,?,?
bool/par/par-16-2-c.xml,1,12.02757,31.303848,1.414214,1.414214,79.954049
bool/par/par-8-2-c.xml,1,?,?,?,?,?
bool/par/par-16-3.xml,1,14.219005,30.137754,1.414214,1.269188,76.301658
bool/par/par-32-3-c.xml,1,12.010878,31.439795,1.414214,1.414214,79.98187
bool/par/par-32-2.xml,1,14.340759,30.078266,1.414214,1.406344,76.098736
bool/par/par-16-5-c.xml,1,12.028219,31.287478,1.414214,1.414214,79.952969
bool/par/par-8-1.xml,1,?,?,?,?,?
bool/par/par-32-4.xml,1,14.276296,30.122865,1.414214,1.406344,76.206173
bool/par/par-32-1-c.xml,1,12.010961,31.435531,1.414214,1.414214,79.981732
bool/par/par-32-3.xml,1,14.293429,30.111011,1.414214,1.406344,76.177618
bool/par/par-32-1.xml,1,14.314904,30.096154,1.414214,1.406344,76.141827
bool/par/par-8-1-c.xml,1,?,?,?,?,?
bool/par/par-16-3-c.xml,1,12.028812,31.272509,1.414214,1.414214,79.951981
bool/par/par-32-2-c.xml,1,12.011062,31.430327,1.414214,1.414214,79.981564
bool/par/par-8-2.xml,1,?,?,?,?,?
bool/par/par-32-5-c.xml,1,12.010764,31.445657,1.414214,1.414214,79.98206
bool/par/par-8-4-c.xml,1,?,?,?,?,?
bool/par/par-32-5.xml,1,14.263473,30.131737,1.414214,1.406344,76.227545
bool/par/par-8-3-c.xml,1,?,?,?,?,?
bool/par/par-8-5.xml,1,?,?,?,?,?
bool/par/par-16-2.xml,1,14.120102,30.206353,1.414214,1.273837,76.466497
bool/par/par-8-4.xml,1,?,?,?,?,?
bool/par/par-16-1.xml,1,14.332784,30.058837,1.414214,1.264132,76.112026
bool/par/par-8-3.xml,1,?,?,?,?,?
bool/fpga/fpga-11-9.xml,1,32.578125,81.640625,1.414214,1.414214,100
bool/fpga/fpga-13-11.xml,1,32.191011,92.752809,1.414214,1.414214,100
bool/fpga/fpga-40-40.xml,1,29.302326,213.953488,1.414214,1.414214,100
bool/fpga/fpga-35-35.xml,1,29.210526,188.954887,1.414214,1.414214,100
bool/fpga/fpga-40-39.xml,1,29.284863,209.177592,1.414214,1.414214,100
bool/fpga/fpga-35-33.xml,1,29.164013,179.458599,1.414214,1.414214,100
bool/fpga/fpga-25-25.xml,1,28.928571,138.585714,1.414214,1.414214,100
bool/fpga/fpga-45-43.xml,1,29.346563,229.574056,1.414214,1.414214,100
bool/fpga/fpga-15-14.xml,1,31.778656,107.905138,1.414214,1.414214,100
bool/fpga/fpga-20-20.xml,1,31.304348,139.130435,1.414214,1.414214,100
bool/fpga/fpga-12-11.xml,1,32.168675,91.445783,1.414214,1.414214,100
bool/fpga/fpga-20-18.xml,1,31.442308,129.807692,1.414214,1.414214,100
bool/fpga/fpga-13-12.xml,1,32.020725,96.994819,1.414214,1.414214,100
bool/fpga/fpga-40-38.xml,1,29.266504,204.400978,1.414214,1.414214,100
bool/fpga/fpga-30-30.xml,1,29.090909,163.636364,1.414214,1.414214,100
bool/fpga/fpga-11-11.xml,1,32.142857,90.779221,1.414214,1.414214,100
bool/fpga/fpga-35-34.xml,1,29.187935,184.068059,1.414214,1.414214,100
bool/fpga/fpga-15-15.xml,1,31.666667,112.814815,1.414214,1.414214,100
bool/fpga/fpga-45-45.xml,1,15,119.37963,1.414214,1.414214,100
bool/fpga/fpga-10-9.xml,1,32.542373,80.084746,1.414214,1.414214,100
bool/fpga/fpga-14-12.xml,1,32.038835,97.864078,1.414214,1.414214,100
bool/fpga/fpga-13-13.xml,1,31.875,101.923077,1.414214,1.414214,100
bool/fpga/fpga-10-8.xml,1,32.830189,75.471698,1.414214,1.414214,100
bool/fpga/fpga-10-10.xml,1,32.307692,84.615385,1.414214,1.414214,100
bool/fpga/fpga-30-28.xml,1,29.028078,154.211663,1.414214,1.414214,100
bool/fpga/fpga-11-10.xml,1,32.340426,85.815603,1.414214,1.414214,100
bool/fpga/fpga-15-13.xml,1,31.90678,103.601695,1.414214,1.414214,100
bool/fpga/fpga-25-23.xml,1,31.160991,147.058824,1.414214,1.414214,100
bool/fpga/fpga-20-19.xml,1,31.369863,134.474886,1.414214,1.414214,100
bool/fpga/fpga-14-14.xml,1,31.764706,107.058824,1.414214,1.414214,100
bool/fpga/fpga-25-24.xml,1,28.885587,133.729569,1.414214,1.414214,100
bool/fpga/fpga-12-12.xml,1,32,96,1.414214,1.414214,100
bool/fpga/fpga-30-29.xml,1,29.060543,158.924843,1.414214,1.414214,100
bool/fpga/fpga-45-44.xml,1,29.361098,234.26408,1.414214,1.414214,100
bool/fpga/fpga-14-13.xml,1,31.891892,102.477477,1.414214,1.414214,100
bool/fpga/fpga-12-10.xml,1,32.368421,86.842105,1.414214,1.414214,100
bool/mpsReduced/mps-red-markshare1-1.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-berlin-5-8_0.xml,1,9.258649,10.356947,1.414214,1.414214,100
bool/mpsReduced/mps-red-ran10x10c.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-mod013.xml,1,37.894737,315.789474,1.414214,1.235399,100
bool/mpsReduced/mps-red-flugpl.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-ran12x12.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-ran13x13.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-sc50a.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-testprob.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-markshare1.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-markshare2-1.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-capri.xml,1,17.757353,89.154412,1.414214,1.334585,100
bool/mpsReduced/mps-red-timtab1.xml,1,27.115385,116.121795,1.414214,1.414214,91.025641
bool/mpsReduced/mps-red-misc03.xml,1,40,171.95122,1.414214,1.414214,100
bool/mpsReduced/mps-red-modglob.xml,1,0.621762,5.595855,1.414214,1.324972,100
bool/mpsReduced/mps-red-misc01.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-enigma.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-agg.xml,1,0,0,1.414214,1.414214,100
bool/mpsReduced/mps-red-sc205.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-afiro.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-gr4x6.xml,1,32.727273,272.727273,1.414214,1.234582,100
bool/mpsReduced/mps-red-bk4x3.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-ran8x32.xml,1,45.714286,379.285714,1.414214,1.238251,100
bool/mpsReduced/mps-red-ran10x26.xml,1,46.987952,389.759036,1.414214,1.237343,100
bool/mpsReduced/mps-red-blend.xml,1,3.076923,26.666667,1.414214,1.259343,100
bool/mpsReduced/mps-red-scagr7.xml,1,9.577465,77.13615,1.414214,1.31891,100
bool/mpsReduced/mps-red-arki001.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-nazareth.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-ran10x10b.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-est.xml,1,17.142857,71.428571,1.414214,1.414214,100
bool/mpsReduced/mps-red-egout.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-neos20.xml,1,45.771268,202.327828,1.414214,1.211446,78.311
bool/mpsReduced/mps-red-neos15.xml,1,5.504587,20.183486,1.414214,1.414214,100
bool/mpsReduced/mps-red-ran10x10a.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-glass4.xml,1,6.122449,28.253968,1.414214,1.412399,100
bool/mpsReduced/mps-red-liu.xml,1,0,0,1.414214,1.414214,100
bool/mpsReduced/mps-red-adlittle.xml,1,3.380282,28.732394,1.414214,1.276405,100
bool/mpsReduced/mps-red-sc50b.xml,1,0,0,1.414214,1.326022,100
bool/mpsReduced/mps-red-25fv47.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-beaconfd.xml,1,0,0,1.414214,1.414214,100
bool/mpsReduced/mps-red-ran17x17.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-qnet1.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-misc07.xml,1,24.534413,120.080972,1.414214,1.414214,100
bool/mpsReduced/mps-red-agg3.xml,1,0,0,1.414214,1.414214,100
bool/mpsReduced/mps-red-pk1.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-rout.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-lotfi.xml,1,3.629032,29.919355,1.414214,1.340955,100
bool/mpsReduced/mps-red-bandm.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-aflow30a.xml,1,54.551148,304.812109,1.414214,1.414214,100
bool/mpsReduced/mps-red-sc105.xml,1,0,0,1.414214,1.373348,100
bool/mpsReduced/mps-red-vpm1.xml,1,-1,-1,-1,-1,-1
bool/mpsReduced/mps-red-UMTS.xml,1,37.995849,63.024014,1.414214,1.34178,70.827157
bool/mpsReduced/mps-red-recipe.xml,1,22.331839,128.026906,1.414214,1.374457,100
bool/mpsReduced/mps-red-timtab2.xml,1,27.303058,113.846154,1.414214,1.414214,89.805375
bool/mpsReduced/mps-red-ran14x18.xml,1,47.848101,398.291139,1.414214,1.241458,100
bool/mpsReduced/mps-red-kb2.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-stocfor1.xml,1,5.333333,47.555556,1.414214,1.263723,100
bool/mpsReduced/mps-red-ran16x16.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-bal8x12.xml,1,42.352941,352.941176,1.414214,1.24218,100
bool/mpsReduced/mps-red-harp2.xml,1,-1,-1,-1,-1,-1
bool/mpsReduced/mps-red-pp08a.xml,1,19.2,160,1.414214,1.365338,100
bool/mpsReduced/mps-red-misc02.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-rgn.xml,1,38.709677,187.096774,1.414214,1.414214,100
bool/mpsReduced/mps-red-noswot.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-fiber.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-misc05.xml,1,30.455927,261.033435,1.414214,1.290129,91.489362
bool/mpsReduced/mps-red-mkc.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-markshare2.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-share2b.xml,1,1.651376,13.211009,1.414214,1.251834,100
bool/mpsReduced/mps-red-vpm2.xml,1,-1,-1,-1,-1,-1
bool/mpsReduced/mps-red-bg512142.xml,1,0.039037,0.039037,1.414214,1.414003,99.934938
bool/mpsReduced/mps-red-blend2.xml,1,47.142857,395.408163,1.414214,1.315666,93.877551
bool/mpsReduced/mps-red-bienst1.xml,1,2.622951,9.562842,1.414214,1.414214,100
bool/mpsReduced/mps-red-bell4.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-ran6x43.xml,1,43.483146,360.168539,1.414214,1.232581,100
bool/mpsReduced/mps-red-railway-8-1-0.xml,1,7.142403,8.175461,1.414214,1.414214,100
bool/mpsReduced/mps-red-ran4x64.xml,1,39.183673,324.183673,1.414214,1.232539,100
bool/mpsReduced/mps-red-bell3b.xml,1,27.870968,88.774194,1.414214,1.340759,85.806452
bool/mpsReduced/mps-red-net12.xml,1,6.122449,28.253968,1.414214,1.412399,100
bool/mpsReduced/mps-red-agg2.xml,1,0,0,1.414214,1.414214,100
bool/mpsReduced/mps-red-aflow40b.xml,1,56.754508,314.868239,1.414214,1.414214,100
bool/mpsReduced/mps-red-usAbbrv-8-25-70.xml,1,9.408465,10.295767,1.414214,1.414214,100
bool/mpsReduced/mps-red-pp08aCUTS.xml,1,20.534759,127.486631,1.414214,1.414214,100
bool/mpsReduced/mps-red-vtp-base.xml,1,34.666667,285.492063,1.414214,1.321789,100
bool/mpsReduced/mps-red-ran12x21.xml,1,47.54717,394.339623,1.414214,1.238206,100
bool/mpsReduced/mps-red-mas74.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-bell3a.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-sample2.xml,1,22.38806,164.776119,1.414214,1.252775,95.522388
bool/mpsReduced/mps-red-share1b.xml,1,2.912621,25.970874,1.414214,1.317236,100
bool/mpsReduced/mps-red-boeing2.xml,1,15.576923,67.403846,1.414214,1.306261,100
bool/mpsReduced/mps-red-neos14.xml,1,6.964286,25.535714,1.414214,1.414214,100
bool/mpsReduced/mps-red-ran10x12.xml,1,43.902439,362.804878,1.414214,1.235127,100
bool/mpsReduced/mps-red-qnet1-o.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-mas76.xml,1,?,?,?,?,?
bool/mpsReduced/mps-red-bell5.xml,1,?,?,?,?,?
bool/circuits/c8.xml,1,?,?,?,?,?
bool/circuits/C17.xml,1,?,?,?,?,?
bool/circuits/cm42a.xml,1,?,?,?,?,?
bool/circuits/cmb.xml,1,?,?,?,?,?
bool/circuits/C432.xml,1,?,?,?,?,?
bool/circuits/cc.xml,1,?,?,?,?,?
bool/circuits/b1.xml,1,?,?,?,?,?
bool/ppp/ppp-3-13-25-26.xml,1,59.5189,53.153876,1.414214,1.414214,3.818251
bool/ppp/ppp-1-11-19-21.xml,1,59.501861,53.20792,1.414214,1.414214,3.930419
bool/ppp/ppp-1-3-13-19.xml,1,59.50462,53.198349,1.414214,1.414214,3.911932
bool/ppp/ppp-1-13.xml,1,59.51442,53.167191,1.414214,1.414214,3.847389
bool/ppp/ppp-1-9-16-19.xml,1,59.511012,53.181333,1.414214,1.414214,3.871156
bool/ppp/ppp-1-12-16.xml,1,59.526004,53.130819,1.414214,1.414214,3.771278
bool/jnh/jnh-12.xml,1,?,?,?,?,?
bool/jnh/jnh-7.xml,1,?,?,?,?,?
bool/jnh/jnh-212.xml,1,?,?,?,?,?
bool/jnh/jnh-17.xml,1,?,?,?,?,?
bool/jnh/jnh-220.xml,1,?,?,?,?,?
bool/jnh/jnh-217.xml,1,?,?,?,?,?
bool/jnh/jnh-204.xml,1,?,?,?,?,?
bool/jnh/jnh-1.xml,1,?,?,?,?,?
bool/jnh/jnh-218.xml,1,?,?,?,?,?
bool/jnh/jnh-201.xml,1,?,?,?,?,?
bool/jnh/jnh-205.xml,1,?,?,?,?,?
bool/jnh/jnh-207.xml,1,?,?,?,?,?
bool/jnh/jnh-210.xml,1,?,?,?,?,?
bool/jnh/jnh-213.xml,1,?,?,?,?,?
bool/jnh/jnh-301.xml,1,?,?,?,?,?
bool/jnh/jnh-209.xml,1,?,?,?,?,?
bool/pseudoGLB/normalized-army8-9bt.xml,1,?,?,?,?,?
