@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_CG-entropy NUMERIC
@ATTRIBUTE support_CG-entropy NUMERIC
@ATTRIBUTE directorder_cluster-coeff-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_cluster-coeff-max NUMERIC
@ATTRIBUTE directorder_cluster-coeff-min NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_CG-min NUMERIC
@ATTRIBUTE direct_CG-entropy NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE directorder_CG-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE direct_cluster-coeff-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE support_CG-min NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE support_CG-mean NUMERIC
@ATTRIBUTE direct_cluster-coeff-max NUMERIC
@ATTRIBUTE csp_log_bits NUMERIC

@DATA
bool/ii/ii-32c1.xml,1,?,0,0,0.826087,?,0,0.938462,0.389839,0.217501,3.481517,3.818754,0.207091,0.162399,0.000761,0.7,0.006679,0.938462,0.000023,3.818754,0,0.000152,0.7,0.464117,0.007152,0.172975,0.162399,0.000761,0.000015,?,0.000119,0.7,?
bool/ii/ii-8d1.xml,1,?,0,0,0.833333,?,0,0.833333,0.349791,0.179806,3.136274,3.187167,0.313853,0.302818,0.001225,0.7,0.049347,0.833333,0.000129,3.187167,0,0.000614,0.7,0.556236,0.046635,0.158101,0.302818,0.001225,0.000116,?,0.000557,0.7,?
bool/ii/ii-16a1.xml,1,92.149586,0,0,0.826087,-1,0,0.878788,0.374243,0.19847,3.390994,3.464346,0.262948,0.233344,0.00028,0.714286,0.022965,0.878788,0.000019,3.464346,0,0.000114,0.7,0.521317,0.024289,0.167074,0.233344,0.00028,0.000015,4.710248,0.000092,0.7,-1
bool/ii/ii-32c3.xml,1,92.143058,0,0,0.826087,-1,0,0.938462,0.391305,0.216983,3.527454,3.845587,0.208021,0.162934,0.000247,0.7,0.006679,0.938462,0.000007,3.845587,0,0.000072,0.7,0.463872,0.007152,0.169771,0.162934,0.000247,0.000005,4.714165,0.000047,0.7,-1
bool/ii/ii-8c2.xml,1,?,0,0,0.744681,?,0,0.809524,0.351094,0.181871,3.313227,3.345074,0.309695,0.299176,0.000693,0.7,0.049347,0.809524,0.000071,3.345074,0,0.000433,0.7,0.553153,0.046635,0.158963,0.299176,0.000693,0.000064,?,0.000384,0.7,?
bool/ii/ii-32b4.xml,1,94.780107,0,0,0.826087,-1,0,0.938462,0.391642,0.216837,-512,-512,-1,-1,0.000126,0,-1,0.938462,-1,-512,0,-1,0,0.463795,-1,0.168993,-1,0.000126,-1,3.131936,-1,0,-1
bool/ii/ii-16e1.xml,1,92.224096,0,0,0.826087,-1,0,0.878788,0.368449,0.187527,-512,-512,-1,-1,0.000051,0,-1,0.878788,-1,-512,0,-1,0,0.513133,-1,0.158261,-1,0.000051,-1,4.665542,-1,0,-1
bool/ii/ii-32b2.xml,1,90.741398,0,0,0.826087,-1,0,0.938462,0.390871,0.21713,3.516039,3.83902,0.207201,0.162471,0.000387,0.7,0.006679,0.938462,0.000012,3.83902,0,0.000095,0.7,0.463912,0.007152,0.170723,0.162471,0.000387,0.000007,5.555161,0.000067,0.7,-1
bool/ii/ii-32e5.xml,1,95.706531,0,0,0.826087,-1,0,0.938462,0.391607,0.216854,-512,-512,-1,-1,0.000103,0,-1,0.938462,-1,-512,0,-1,0,0.46372,-1,0.169078,-1,0.000103,-1,2.576082,-1,0,-1
bool/ii/ii-32c2.xml,1,89.757302,0,0,0.826087,-1,0,0.938462,0.390951,0.217133,3.505402,3.831734,0.207763,0.162771,0.000368,0.7,0.006679,0.938462,0.000011,3.831734,0,0.000091,0.7,0.463938,0.007152,0.170583,0.162771,0.000368,0.000007,6.145619,0.000064,0.7,-1
bool/ii/ii-8b3.xml,1,?,0,0,0.733333,?,0,0.764706,0.351534,0.182233,3.372983,3.317175,0.318145,0.309741,0.000611,0.7,0.068321,0.764706,0.00009,3.317175,0,0.000691,0.7,0.577836,0.068321,0.157617,0.309741,0.000611,0.000084,?,0.000626,0.7,?
bool/ii/ii-8a2.xml,1,?,0,0,0.733333,?,0,0.764706,0.34723,0.173651,3.010762,3.021121,0.320385,0.309184,0.002131,0.7,0.069701,0.764706,0.00033,3.021121,0,0.001347,0.7,0.578641,0.074332,0.154402,0.309184,0.002131,0.000302,?,0.001253,0.7,?
bool/ii/ii-8c1.xml,1,?,0,0,0.714286,?,0,0.809524,0.349186,0.176654,3.181508,3.206342,0.312741,0.301453,0.001128,0.7,0.049347,0.809524,0.00012,3.206342,0,0.000596,0.7,0.559904,0.046635,0.155361,0.301453,0.001128,0.000108,?,0.000538,0.7,?
bool/ii/ii-16d1.xml,1,92.820034,0,0,0.826087,-1,0,0.878788,0.368955,0.189328,-512,-512,-1,-1,0.000101,0,-1,0.878788,-1,-512,0,-1,0,0.51219,-1,0.160042,-1,0.000101,-1,4.30798,-1,0,-1
bool/ii/ii-16c1.xml,1,91.245082,0,0,0.826087,-1,0,0.902439,0.369403,0.190648,3.348017,3.489467,0.258681,0.226581,0.000148,0.7,0.015839,0.902439,0.000007,3.489467,0,0.000053,0.7,0.509688,0.014392,0.161721,0.226581,0.000148,0.000005,5.252951,0.00004,0.7,-1
bool/ii/ii-8b4.xml,1,?,0,0,0.733333,?,0,0.764706,0.351569,0.183033,3.407127,3.349302,0.318347,0.310143,0.000472,0.7,0.06405,0.764706,0.000069,3.349302,0,0.00063,0.7,0.57773,0.06405,0.158216,0.310143,0.000472,0.000064,?,0.000568,0.7,?
bool/ii/ii-8a1.xml,1,?,0,0,0.636364,?,0,0.764706,0.328508,0.175573,2.841603,2.872022,0.2969,0.29139,0.012531,0.7,0.067476,0.764706,0.001969,2.872022,0,0.007179,0.7,0.558071,0.074332,0.16613,0.29139,0.012531,0.001812,?,0.006868,0.7,?
bool/ii/ii-32e1.xml,1,?,0,0,0.826087,?,0,0.938462,0.389886,0.217525,3.483708,3.819798,0.207329,0.162522,0.000743,0.7,0.006679,0.938462,0.000023,3.819798,0,0.000149,0.7,0.464125,0.007152,0.172921,0.162522,0.000743,0.000014,?,0.000116,0.7,?
bool/ii/ii-32e3.xml,1,93.831776,0,0,0.826087,-1,0,0.938462,0.391421,0.216922,-512,-512,-1,-1,0.000194,0,-1,0.938462,-1,-512,0,-1,0,0.463812,-1,0.169494,-1,0.000194,-1,3.700935,-1,0,-1
bool/ii/ii-16b2.xml,1,93.743095,0,0,0.826087,-1,0,0.878788,0.371372,0.192245,-512,-512,-1,-1,0.000168,0,-1,0.878788,-1,-512,0,-1,0,0.512173,-1,0.167707,-1,0.000168,-1,3.754143,-1,0,-1
bool/ii/ii-32d2.xml,1,92.72989,0,0,0.897436,-1,0,0.938462,0.391795,0.217902,3.560263,3.861324,0.208397,0.163424,0.000351,0.7,0.006679,0.938462,0.000011,3.861324,0,0.000082,0.7,0.465014,0.007152,0.172262,0.163424,0.000351,0.000007,4.362066,0.000059,0.7,-1
bool/ii/ii-32e2.xml,1,91.1384,0,0,0.826087,-1,0,0.938462,0.390836,0.217121,3.527503,3.846108,0.2071,0.162436,0.000398,0.7,0.006679,0.938462,0.000012,3.846108,0,0.000097,0.7,0.463898,0.007152,0.170779,0.162436,0.000398,0.000008,5.31696,0.000069,0.7,-1
bool/ii/ii-8e2.xml,1,?,0,0,0.733333,?,0,0.809524,0.350272,0.179079,3.318634,3.346747,0.304835,0.294452,0.000581,0.7,0.049347,0.809524,0.00006,3.346747,0,0.000404,0.7,0.558419,0.046635,0.157064,0.294452,0.000581,0.000054,?,0.000356,0.7,?
bool/ii/ii-16b1.xml,1,93.484163,0,0,0.826087,-1,0,0.878788,0.370307,0.192007,-512,-512,-1,-1,0.000115,0,-1,0.878788,-1,-512,0,-1,0,0.513006,-1,0.163506,-1,0.000115,-1,3.909502,-1,0,-1
bool/ii/ii-32e4.xml,1,94.83518,0,0,0.826087,-1,0,0.938462,0.39163,0.216841,-512,-512,-1,-1,0.000127,0,-1,0.938462,-1,-512,0,-1,0,0.46379,-1,0.169019,-1,0.000127,-1,3.098892,-1,0,-1
bool/ii/ii-16a2.xml,1,?,0,0,0.826087,?,0,0.878788,0.373748,0.198935,3.529098,3.607503,0.265183,0.236733,0.000251,0.7,0.022965,0.878788,0.000017,3.607503,0,0.000199,0.7,0.520844,0.024289,0.170148,0.236733,0.000251,0.000014,?,0.000146,0.7,?
bool/ii/ii-32b3.xml,1,94.278198,0,0,0.826087,-1,0,0.938462,0.391571,0.216867,-512,-512,-1,-1,0.000151,0,-1,0.938462,-1,-512,0,-1,0,0.46381,-1,0.169155,-1,0.000151,-1,3.433081,-1,0,-1
bool/ii/ii-8a3.xml,1,?,0,0,0.733333,?,0,0.764706,0.348252,0.174587,3.209003,3.160528,0.31647,0.305572,0.001088,0.7,0.069701,0.764706,0.000165,3.160528,0,0.000898,0.7,0.577525,0.074332,0.154088,0.305572,0.001088,0.000151,?,0.000814,0.7,?
bool/ii/ii-8e1.xml,1,?,0,0,0.733333,?,0,0.809524,0.351277,0.179222,3.160942,3.197293,0.305276,0.29492,0.001172,0.7,0.049347,0.809524,0.000123,3.197293,0,0.000581,0.7,0.558387,0.046635,0.157121,0.29492,0.001172,0.000111,?,0.000528,0.7,?
bool/ii/ii-8a4.xml,1,?,0,0,0.733333,?,0,0.764706,0.348059,0.173317,3.269015,3.230091,0.31639,0.30508,0.0005,0.7,0.069701,0.764706,0.000076,3.230091,0,0.000643,0.7,0.577096,0.074332,0.152609,0.30508,0.0005,0.000069,?,0.000566,0.7,?
bool/ii/ii-16d2.xml,1,93.712868,0,0,0.826087,-1,0,0.878788,0.369912,0.189372,-512,-512,-1,-1,0.000127,0,-1,0.878788,-1,-512,0,-1,0,0.512023,-1,0.16277,-1,0.000127,-1,3.772279,-1,0,-1
bool/ii/ii-32b1.xml,1,?,0,0,0.826087,?,0,0.938462,0.389792,0.217478,3.481251,3.818982,0.206505,0.162058,0.000781,0.7,0.006679,0.938462,0.000024,3.818982,0,0.000156,0.7,0.464108,0.007152,0.173032,0.162058,0.000781,0.000015,?,0.000122,0.7,?
bool/ii/ii-8d2.xml,1,?,0,0,0.733333,?,0,0.809524,0.350595,0.18092,3.287651,3.321806,0.309758,0.299134,0.000661,0.7,0.047339,0.809524,0.000068,3.321806,0,0.000431,0.7,0.554702,0.046635,0.158381,0.299134,0.000661,0.000061,?,0.00038,0.7,?
bool/ii/ii-32d3.xml,1,95.941287,0,0,0.897436,-1,0,0.938462,0.392572,0.217697,-512,-512,-1,-1,0.000086,0,-1,0.938462,-1,-512,0,-1,0,0.464776,-1,0.170494,-1,0.000086,-1,2.435228,-1,0,-1
bool/ii/ii-16c2.xml,1,93.72581,0,0,0.826087,-1,0,0.878788,0.370346,0.190241,-512,-512,-1,-1,0.000139,0,-1,0.878788,-1,-512,0,-1,0,0.512069,-1,0.164288,-1,0.000139,-1,3.764514,-1,0,-1
bool/ii/ii-32d1.xml,1,?,0,0,0.897436,?,0,0.938462,0.390792,0.218039,3.497049,3.816355,0.208586,0.163576,0.00071,0.7,0.006679,0.938462,0.000022,3.816355,0,0.000136,0.7,0.465301,0.007152,0.174274,0.163576,0.00071,0.000014,?,0.000108,0.7,?
bool/ii/ii-8b2.xml,1,?,0,0,0.733333,?,0,0.764706,0.352347,0.182345,3.276486,3.23437,0.319401,0.310943,0.000912,0.7,0.069701,0.764706,0.000135,3.23437,0,0.00082,0.7,0.577965,0.072384,0.157557,0.310943,0.000912,0.000125,?,0.000751,0.7,?
bool/ii/ii-32a1.xml,1,95.253852,0,0,0.826087,-1,0,0.938462,0.391252,0.216971,-512,-512,-1,-1,0.000185,0,-1,0.938462,-1,-512,0,-1,0,0.463667,-1,0.169865,-1,0.000185,-1,2.847689,-1,0,-1
bool/ii/ii-32c4.xml,1,96.489524,0,0,?,-1,0,0.938462,?,?,?,-512,?,-1,0.000037,?,?,0.938462,?,-512,0,?,0,?,-1,0.168297,-1,0.000037,-1,2.106286,-1,0,-1
bool/mps/mps-neos16.xml,1,64.826941,0,0,0.988024,-1,0,0.995104,0.359871,0.276492,-512,-512,-1,-1,0.007706,0,-1,0.995104,-1,-512,0,-1,0,0.525034,-1,0.241936,-1,0.007706,-1,58.877456,-1,0,-1
bool/mps/mps-p0282.xml,1,?,?,?,0.994737,?,?,?,0.307602,0.39008,-512,?,-1,?,?,0,-1,?,-1,?,?,-1,?,0.381098,?,?,?,?,?,?,?,?,?
bool/mps/mps-gt2.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air06.xml,1,99.207317,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.317073,?,?,-1
bool/mps/mps-p6000.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air03.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-neos18.xml,1,?,0,0,1,?,0,1,0.328814,0.214118,3.637502,3.80403,0.233185,0.207744,0.005229,0.8,0.006357,1,0.000083,3.80403,0,0.000758,0.8,0.51289,0.00464,0.208658,0.207744,0.005229,0.000062,?,0.000624,0.8,?
bool/mps/mps-aflow30a.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,54.551148,?,?,-1
bool/mps/mps-diamond.xml,1,?,0,0,0,?,0,0,0,0,-512,-512,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,?,0,0,?
bool/mps/mps-10teams.xml,1,100,0,0,0.904762,-1,0,0.950617,0.374458,0.23692,3.736197,3.917236,0.178155,0.152467,0.000437,0.7,0.001817,0.950617,0.000005,3.917236,0,0.000034,0.7,0.578959,0.001151,0.208732,0.152467,0.000437,0.000003,0.882353,0.000027,0.7,-1
bool/mps/mps-p0548.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p0291.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-stein15.xml,1,?,0,0,0.75,?,0,0.84,0.415532,0.18705,2.865126,2.95889,0.286259,0.269913,0.115385,0.714286,0.02448,0.84,0.008876,2.95889,0,0.032299,0.714286,0.625986,0.023688,0.182536,0.269913,0.115385,0.007895,?,0.031205,0.714286,?
bool/mps/mps-opt1217.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p2756.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air04.xml,1,99.756987,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1.749696,?,?,-1
bool/mps/mps-mzzv11.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-mod008.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p0201.xml,1,?,0,0,0.987805,?,0,0.996705,0.366353,0.355136,-512,-512,-1,-1,0.006063,0,-1,0.996705,-1,-512,0,-1,0,0.356395,-1,0.220735,-1,0.006063,-1,?,-1,0,?
bool/mps/mps-neos5.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-vpm2.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,49.62963,?,?,-1
bool/mps/mps-vpm1.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50.123457,?,?,-1
bool/mps/mps-seymour1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-cracpb1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-lp4l.xml,1,99.408284,0,0,0.997579,-1,0,0.998434,0.385739,0.275933,-512,-512,-1,-1,0.02039,0,-1,0.998434,-1,-512,0,-1,0,0.594594,-1,0.201865,-1,0.02039,-1,4.615385,-1,0,-1
bool/mps/mps-stein45.xml,1,?,0,0,0.888889,?,0,0.942857,0.444454,0.260252,3.422269,3.758837,0.215326,0.179658,0.095238,0.714286,0.003776,0.942857,0.001357,3.758837,0,0.007827,0.714286,0.599009,0.002645,0.203552,0.179658,0.095238,0.000969,?,0.007169,0.714286,?
bool/mps/mps-bm23.xml,1,?,0,0,0.96,?,0,0.981818,0.33322,0.330261,4.611217,-512,0.098056,-1,0.009556,0.714286,0.000359,0.981818,0.000019,-512,0,0.000301,0,0.495003,-1,0.246701,-1,0.009556,-1,?,-1,0,?
bool/mps/mps-air02.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-mitre.xml,1,90.415648,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,25.466993,?,?,-1
bool/mps/mps-p0040.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-protfold.xml,1,100,0,0,0.992308,-1,0,0.997712,0.378383,0.237027,-512,-512,-1,-1,0.003732,0,-1,0.997712,-1,-512,0,-1,0,0.518514,-1,0.20649,-1,0.003732,-1,26.607725,-1,0,-1
bool/mps/mps-l152lav.xml,1,99.481865,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.176166,?,?,-1
bool/mps/mps-sentoy.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-enigma.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
