@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC

@DATA
./SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0.6386
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_1_keyfind_1.cnf,1,0.0175
./SAT07/industrial/anbulagan/hard-unsat/partial-5-11-u.cnf,1,0.7515
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf,1,0.9176
./SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0.7406
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom24.cnf,1,0.1567
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,1,0.9835
./SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.853
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom23.cnf,1,0.1568
SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,0.9969
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,1,0.9218
./SAT03/industrial/goldberg/hard_eq_check/k2mul.miter.shuffled-as.sat03-355.cnf,1,0.6883
./SAT11/application/fuhs/AProVE11/AProVE11-07.cnf,1,0.1503
SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.6552
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_1_keyfind_1.cnf,1,0.0016
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,1,?
./SAT11/application/leberre/2dimensionalstrippacking/E15N15.cnf,1,?
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.045-NOTKNOWN.cnf,1,0.9466
./SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,0.1741
./SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,0.1201
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf,1,0.9978
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,0.9469
./SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,1,0.293
./SAT11/application/leberre/2dimensionalstrippacking/E05F18.cnf,1,0.8327
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,0.3256
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,0.5528
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,1
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,0.3712
./SAT11/application/fuhs/AProVE11/AProVE11-11.cnf,1,0.1793
./SAT11/application/manthey/traffic/traffic_r_uc_sat.cnf,1,0.5335
./SAT07/industrial/fuhs/medium/AProVE07-21.cnf,1,0.166
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k45.cnf,1,0.0483
./SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1,0.9375
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.050-NOTKNOWN.cnf,1,0.9323
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,0.8903
./SAT05/industrial/grieu05/vmpc/vmpc_36.renamed-as.sat05-1922.cnf,1,0.6919
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf,1,0.1588
./SAT07/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,0.6706
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,0.916
SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,0.9971
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step20.cnf,1,0.8311
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor032.cnf,1,0.2604
./SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray04_32.cnf,1,0.1223
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,0.3101
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,0.9333
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0.7791
./SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,1,0.0632
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin.cnf,1,0.2085
./SAT09/APPLICATIONS/crypto/desgen/gss-21-s100.cnf,1,0.8522
./SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.4975
./SAT02/industrial/dellacherie/comb/comb1.shuffled.cnf,1,0.2704
./SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0.0917
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,1,0.4921
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,0.1584
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,0.1577
./SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,0.8581
./SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.7047
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step16.cnf,1,0.9504
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,0.9018
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_5_keyfind_1.cnf,1,0.0252
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0.9512
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,0.4565
./SAT11/application/leberre/2dimensionalstrippacking/E05F20.cnf,1,0.9504
./SAT04/industrial/hoonsang/vis-bmc/all.used-as.sat04-986.cnf,1,0.1864
SAT_RACE08/Q1/SAT_dat.k80_04.cnf,1,0.5462
SAT_RACE06/velev-npe-1.0-9dlx-b71.cnf,1,?
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,0.5885
./SAT11/application/leberre/2dimensionalstrippacking/E07N15.cnf,1,?
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,0.3073
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_2_keyfind_1.cnf,1,0.0099
./SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.4862
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,0.385
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,0.0252
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top21.cnf,1,0.5318
SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,0.6558
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,0.5447
./SAT05/industrial/maris05/DriverLog/driverlog1_ks99i.renamed-as.sat05-3951.cnf,1,?
./SAT05/industrial/grieu05/vmpc/vmpc_34.renamed-as.sat05-1926.cnf,1,0.6917
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0.9015
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0.0144
./SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,1,0.5113
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.9451
./SAT05/industrial/grieu05/vmpc/vmpc_32.renamed-as.sat05-1919.cnf,1,0.6916
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom14.cnf,1,0.1579
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k100.cnf,1,0.1553
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0.5487
./SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,0.6105
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,1
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,0.1568
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.0044
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,0.58
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0.7926
./SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,1,0.2169
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,0.9995
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom17.cnf,1,0.1572
./SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.831
./SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,0.7127
./SAT02/industrial/goldberg/rand_net/rand_net70-60-10.shuffled.cnf,1,0.5075
./SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,0.8251
./SAT04/industrial/hoonsang/vis-bmc/dekker.used-as.sat04-989.cnf,1,0.1937
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_3_keyfind_1.cnf,1,0.0099
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0.9468
./SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,1,0.1663
./SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0.4495
./SAT07/industrial/crypto/mizh-sha0-36-2.cnf,1,0.0043
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.130-NOTKNOWN.cnf,1,0.9836
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_4_keyfind_1.cnf,1,0.0099
./SAT07/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,0.7477
./SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,1,0.1335
./SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,0.851
SAT_RACE08/cnf/ibm-2004-01-k90.cnf,1,0.5714
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_15_SAT.cnf,1,0.459
./SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,0.7146
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step11.cnf,1,0.7361
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top29.cnf,1,0.5498
./SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.8159
./SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0.9985
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,0.9834
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0.5575
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.7734
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,0.456
./SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,0.1397
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf,1,0.999
./SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0.8295
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-nlzbe256-tseitin.cnf,1,0.2925
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-c.used-as.sat04-317.cnf,1,0.1973
SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,0.7375
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,1
./SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,0.0484
./SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0.7756
./SAT11/application/leberre/2dimensionalstrippacking/korf-15.cnf,1,0.8121
./SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,0.9441
SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,1
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,0.9335
./SAT05/industrial/narain05/vpn/clauses-8.renamed-as.sat05-1964.cnf,1,0.9117
./SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,0.115
./SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,0.6568
./SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,0.8516
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_2_keyfind_1.cnf,1,0.0021
./SAT07/industrial/anbulagan/hard-unsat/total-10-17-u.cnf,1,0.6216
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom25.cnf,1,0.1568
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.4468
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,1,0.924
SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,0.6023
./SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,0.6451
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0.5237
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,1,0.8251
./SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,0.3608
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top24.cnf,1,0.5463
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,1,0.9994
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top23.cnf,1,0.5424
./SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,0.6491
./SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.8111
./SAT09/APPLICATIONS/bitverif/smulo/smulo064.cnf,1,0.2191
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0.3994
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,1,0.2095
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0.1568
./SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,1,0.826
./SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl064.cnf,1,0.1413
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.9466
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0.7472
./SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,0.6829
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1,0.2168
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,0.4133
./SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,0.7917
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.9835
./SAT02/industrial/biere/dinphil/dp04u03.shuffled.cnf,1,0.4123
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-30-step11.cnf,1,0.8149
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k20.cnf,1,0.0205
SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.626
./SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0.785
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,0.134
./SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,0.0739
./SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.1765
./SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,0.8512
./SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0.6916
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.035-NOTKNOWN.cnf,1,0.9973
./SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0.5241
./SAT07/industrial/palacios/hard/sortnet-7-ipc5-h15-unsat.cnf,1,0.7886
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug6_q0.used-as.sat04-725.cnf,1,0.9995
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,1
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,1,0.4476
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom21.cnf,1,0.1567
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0.2559
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.9468
./SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.3152
./SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0.5377
./SAT11/application/manthey/traffic/traffic_pcb_unknown.cnf,1,0.152
./SAT11/application/fuhs/AProVE11/AProVE11-12.cnf,1,0.2066
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,0.1245
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.9186
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.2192
./SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?
./SAT11/application/leberre/2dimensionalstrippacking/E00N23.cnf,1,0.9705
./SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,1,0.5616
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0.6236
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.3114
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,0.1567
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,0.3083
./SAT02/industrial/aloul/Homer/homer16.shuffled.cnf,1,0.8199
SAT_RACE08/Q1/SAT_dat.k85.cnf,1,0.626
./SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0.1609
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,0.5329
./SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,1,0.7346
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-11.cnf,1,0.0144
SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0.9496
SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.0044
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.035-NOTKNOWN.cnf,1,0.9249
SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,0.6128
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,0.2335
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.9444
./SAT02/industrial/biere/dinphil/dp10s10.shuffled.cnf,1,0.4483
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,0.1187
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.0252
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,1,0.4828
./SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.1654
./SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,0.1557
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,1,0.5357
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.0104
./SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0.5921
./SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0.6145
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0.9987
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t1.cnf,1,0.4122
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,1,0.1209
./SAT11/application/manthey/traffic/traffic_3_uc_sat.cnf,1,0.2868
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom16.cnf,1,0.1573
./SAT02/industrial/aloul/Homer/homer14.shuffled.cnf,1,0.7975
./SAT03/industrial/li/li-exam/li-exam-61.shuffled-as.sat03-366.cnf,1,0.1253
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0.7383
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,0.5504
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0.2338
./SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,0.8224
./SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,1,0.4354
./SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?
./SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.1062
