@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC

@DATA
SAT11/random/medium/unif-k7-r89-v80-c7120-S1801179747-047.SATISFIABLE.cnf,1,4525,4525,4482,4412.8,4372,4370,4315,4315,0.0111,0,27.7896,28.3909,0.0111,0,0.0177,28.3985,28.4405,0.7541,28.5321,2,1.7572,0.007,0.0111,0.0875,0.0938,28.8393,0.0875,0.0875,0.0875,7120,7120,0.0055
SAT11/random/medium/unif-k7-r89-v70-c6230-S635440951-015.UNKNOWN.cnf,1,4552,4552,4491,4435.8,4403,4380,4353,4353,0.0111,0,24.9568,25.3567,0.0111,0,0.0167,25.6407,25.5158,0.7619,25.7795,2,1.856,0.009,0.0111,0.1,0.1077,26.5947,0.1,0.1,0.1,6230,6230,0.0063
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S379672572-039.SATISFIABLE.cnf,1,3995,3995,3882,3759,3724,3669,3611,3611,0.0232,0.0407,29.6514,30.0397,0.0101,0.0205,0.0332,32.868,31.3884,0.5448,35.6801,4.0068,0.3094,0.0063,0.0035,0.0068,0.0118,39.9817,0.0051,0.0051,0.0051,2556,2545,0.0025
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S357264423-067-UNKNOWN.cnf,1,15,23,11,9.101,8,6,2,4,0.0011,0.5744,50.7,58.9474,0.0003,0.0835,0.4807,71.4595,68.3636,0.2805,84.3333,5.2613,0.1166,0.0003,0,0.0003,0.0005,94.6,0.0002,0.0002,0.0002,84000,83418,0.0001
SAT11/random/large/unif-k7-r85-v150-c12750-S1737989193-079-UNKNOWN.cnf,1,4371,4371,4371,4188.5,4221,4105,4057,4057,0.0117,0,45.2154,46.3281,0.0117,0,0.0289,46.4415,46.9429,0.7367,47.2796,2,1.4105,0.0042,0.0117,0.0467,0.0521,47.2796,0.0467,0.0467,0.0467,12750,12750,0.003
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1189700536-035.SATISFIABLE.cnf,1,4435,4435,4325,4302.5714,4278,4261,4259,4259,0.0465,0.5758,22.7653,22.8507,0.0459,0.1608,0.0134,23.4234,23.6806,0.7254,23.708,2.7374,1.1841,0.0164,0.0441,0.05,0.0615,24.3948,0.05,0.05,0.05,2130,2130,0.0089
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S625465881-078-UNKNOWN.cnf,1,8,14,6,4.4891,4,3,1,2,0.0005,0.3594,56.8571,66,0.0002,0.0545,0.5627,90.3884,82.3333,0.2486,105.8571,5.8837,0.1826,0.0002,0,0.0002,0.0002,139,0.0001,0.0001,0.0001,147000,146021,0
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1980330668-030.SATISFIABLE.cnf,1,4408,4408,4350,4302.2857,4276,4256,4253,4253,0.0465,0.5956,22.8274,22.8297,0.0459,0.1658,0.0126,23.6895,23.4317,0.7115,24.0244,2.7172,1.1978,0.015,0.0441,0.05,0.0601,25.7534,0.05,0.05,0.05,2130,2130,0.0092
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S64788608-008-UNKNOWN.cnf,1,7,12,6,4.3256,4,3,1,1,0.0005,0.2146,53.2,64,0.0002,0.0385,0.5444,91.8767,91.5,0.2587,109.6667,5.9444,0.5718,0.0001,0,0.0002,0.0002,140,0.0001,0.0001,0.0001,168000,166897,0
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S913491256-073-UNKNOWN.cnf,1,9,14,7,5.2667,5,3,1,2,0.0006,0.5811,53.25,67.0769,0.0002,0.0773,0.5354,88.4753,83.6,0.2641,99.5,5.7321,0.2068,0.0002,0,0.0002,0.0003,134,0.0001,0.0001,0.0001,126000,125231,0.0001
SAT11/random/large/unif-k5-r20-v1500-c30000-S303265982-092-UNKNOWN.cnf,1,36,48,31,26.0924,24,20,15,18,0.0146,0,55.65,60.7097,0.0117,0,0.2859,66.4209,66.0435,0.5597,71.85,3,0.2714,0.0011,0.0083,0.0033,0.0043,76.6875,0.0033,0.0033,0.0033,30000,30000,0.0006
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S31505198-038.UNKNOWN.cnf,1,4320,4320,4273,4163.2857,4124,4090,4078,4078,0.0463,0,30.3354,30.8469,0.044,0,0.0212,31.7884,31.5157,0.704,32.9055,3,1.0053,0.0097,0.041,0.0333,0.0423,33.0958,0.0333,0.0333,0.0333,3195,3195,0.0059
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S375894551-007.UNKNOWN.cnf,1,4363,4363,4312,4176.5714,4182,4061,4038,4038,0.0463,0,30.955,31.6269,0.0441,0,0.0276,32.2049,31.972,0.6902,33.1368,3,1.0089,0.0103,0.041,0.0333,0.0423,33.7334,0.0333,0.0333,0.0333,3195,3195,0.0066
SAT11/random/medium/unif-k7-r89-v80-c7120-S1623694027-006.SATISFIABLE.cnf,1,4549,4549,4452,4408.6,4358,4357,4327,4327,0.0111,0,27.9901,28.4267,0.0111,0,0.0186,28.5137,28.5106,0.7574,28.5159,2,1.7419,0.0084,0.0111,0.0875,0.0958,29.1253,0.0875,0.0875,0.0875,7120,7120,0.006
SAT11/random/medium/unif-k7-r89-v80-c7120-S1901567697-013.UNKNOWN.cnf,1,4514,4514,4504,4418,4413,4344,4315,4315,0.0111,0,27.8808,28.2044,0.0111,0,0.0183,28.42,28.3577,0.7522,28.4983,2,1.758,0.0073,0.0111,0.0875,0.0973,29.1588,0.0875,0.0875,0.0875,7120,7120,0.0054
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S895193371-061.UNKNOWN.cnf,1,4022,4022,3966,3928.5714,3922,3892,3834,3834,0.0366,0,22.463,23.1441,0.0154,0,0.0142,23.4231,23.4128,0.6303,23.8661,4,0.3739,0.0083,0.0059,0.0129,0.0183,23.8866,0.0078,0.0078,0.0077,1704,1693,0.0039
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S874954918-011.SATISFIABLE.cnf,1,3984,3984,3910,3823.7143,3791,3776,3726,3726,0.021,0,27.8871,29.3663,0.0112,0,0.0218,31.2851,30.0989,0.5563,32.9217,4,0.3221,0.0064,0.0043,0.0112,0.0107,38.1678,0.0056,0.0056,0.0056,2343,2331,0.0028
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S924370159-018-UNKNOWN.cnf,1,140,322,118,116.8571,107,97,74,90,0.0072,0.2711,30.9029,32.2734,0.0025,0.0541,0.3352,34.2843,34.3874,0.4112,35.9032,4.9231,0.1327,0.0017,0.0008,0.0021,0.0035,36.9828,0.0013,0.0013,0.0012,10500,10427,0.0006
SAT11/random/medium/unif-k7-r89-v90-c8010-S2014736708-037.SATISFIABLE.cnf,1,4556,4556,4454,4372.2,4293,4280,4278,4278,0.0111,0,30.556,31.0778,0.0111,0,0.0259,31.249,31.0874,0.7522,31.3013,2,1.7221,0.006,0.0111,0.0778,0.0876,32.2223,0.0778,0.0778,0.0778,8010,8010,0.0044
SAT11/random/medium/unif-k7-r89-v80-c7120-S199880667-010.UNKNOWN.cnf,1,4530,4530,4462,4411.8,4408,4357,4302,4302,0.0111,0,28.0041,28.2257,0.0111,0,0.018,28.5038,28.4435,0.7508,28.7396,2,1.7549,0.0076,0.0111,0.0875,0.0934,29.106,0.0875,0.0875,0.0875,7120,7120,0.0051
SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,4588,4588,4517,4487.6,4458,4439,4436,4436,0.011,0,22.5249,22.5787,0.011,0,0.0129,22.6802,22.5915,0.7683,22.6422,2,1.8856,0.0101,0.011,0.1167,0.1255,23.0636,0.1167,0.1167,0.1167,5340,5340,0.0074
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S643238994-057-UNKNOWN.cnf,1,9,15,6,5.2165,5,3,2,3,0.0006,0.5098,55.5,63.2857,0.0002,0.0699,0.4777,82.2434,77.125,0.2663,92.5,5.7931,0.1658,0.0002,0,0.0002,0.0003,116.25,0.0001,0.0001,0.0001,126000,125159,0.0001
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1869766438-024.UNKNOWN.cnf,1,4066,4066,4050,4003.8571,4010,3941,3929,3929,0.0353,0.0569,18.2385,18.9747,0.0196,0.0251,0.0119,20.1429,19.69,0.652,21.6365,4.0102,0.4482,0.0118,0.0016,0.0169,0.0196,22.3901,0.0102,0.0102,0.0102,1278,1273,0.0051
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S379804333-028-UNKNOWN.cnf,1,11,15,8,5.9432,5,3,1,2,0.0006,0.685,51.75,64.25,0.0002,0.0891,0.5383,83.1979,79,0.2939,98.5,5.5636,0.164,0.0002,0,0.0002,0.0003,121,0.0001,0.0001,0.0001,126000,125227,0.0001
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S899463426-096.UNKNOWN.cnf,1,3826,3826,3734,3689.7143,3699,3629,3577,3577,0.0266,0.0634,33.2303,34.5611,0.0087,0.0267,0.0206,36.0361,34.9964,0.4964,38.9151,4.0116,0.2785,0.0051,0.0034,0.0073,0.0135,40.5037,0.0044,0.0044,0.0044,2982,2970,0.0022
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1,4003,4003,3980,3891.4286,3893,3805,3774,3774,0.0288,0,24.795,25.1837,0.0136,0,0.0202,26.2126,25.3925,0.5864,27.3746,4,0.3609,0.0073,0.0031,0.0114,0.0152,29.0817,0.0069,0.0069,0.0068,1917,1908,0.0034
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2088689288-085.SATISFIABLE.cnf,1,4050,4050,4036,3908.7143,3875,3845,3743,3743,0.0336,0,24.3399,24.8321,0.0136,0,0.0259,26.7516,25.5448,0.5683,29.6933,4,0.367,0.01,0.0058,0.0114,0.0168,30.9341,0.0069,0.0069,0.0068,1917,1907,0.0033
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S92008434-079-UNKNOWN.cnf,1,11,22,9,6.7813,6,4,2,3,0.0008,0.6616,49.9091,63.5,0.0003,0.0901,0.5175,81.0534,79.8333,0.2656,92,5.375,0.1271,0.0002,0,0.0002,0.0004,111.7143,0.0001,0.0001,0.0001,105000,104349,0.0001
SAT11/random/large/unif-k5-r20-v1500-c30000-S1305346115-067-UNKNOWN.cnf,1,34,43,29,25.181,24,21,15,18,0.0148,0,55.7391,60.0417,0.0117,0,0.24,65.762,66.2632,0.5764,71.12,3,0.2863,0.0011,0.0085,0.0033,0.0045,76.0588,0.0033,0.0033,0.0033,30000,30000,0.0006
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,4362,4362,4336,4224.1429,4192,4163,4132,4132,0.0466,0.1425,26.915,27.3432,0.0452,0.0595,0.0194,28.0695,28.1858,0.7065,28.6993,2.9677,1.0878,0.0124,0.0421,0.04,0.0496,29.7435,0.04,0.04,0.04,2662,2662,0.0072
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S445191369-092.SATISFIABLE.cnf,1,4504,4504,4483,4394.5714,4358,4335,4321,4321,0.0463,0.3425,18.5133,18.5709,0.0463,0.1473,0.0155,19.0161,19.1001,0.7174,19.2159,2.1081,1.3218,0.0182,0.0451,0.0667,0.0808,19.7982,0.0667,0.0667,0.0667,1597,1597,0.0119
SAT11/random/large/unif-k7-r85-v250-c21250-S1116436500-050-UNKNOWN.cnf,1,240,921,214,223.9286,199,178,142,158,0.0117,0,46.4354,47.0904,0.0117,0,0.6263,48.6555,48.0049,0.7144,49.8137,2,1.2054,0.0025,0.0117,0.028,0.0317,51.1828,0.028,0.028,0.028,21250,21250,0.0017
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1,10,16,8,6.3725,6,4,1,3,0.0008,0.6698,47.7143,55.3333,0.0003,0.0906,0.4508,74.6257,72.875,0.2793,89.2,5.3924,0.1453,0.0002,0,0.0003,0.0004,103.4,0.0001,0.0001,0.0001,105000,104285,0.0001
SAT11/random/large/unif-k5-r20-v750-c15000-S64285713-004-UNKNOWN.cnf,1,86,124,68,64.4494,60,54,45,49,0.0251,0,45.5441,47.25,0.0207,0,0.2475,50.5573,50.9516,0.5935,52.7209,3,0.3979,0.0021,0.0159,0.0067,0.0086,55.8182,0.0067,0.0067,0.0067,15000,15000,0.0012
SAT11/random/medium/unif-k7-r89-v80-c7120-S1639347701-083.SATISFIABLE.cnf,1,4475,4475,4472,4413.6,4406,4377,4338,4338,0.0111,0,28.0547,28.4063,0.0111,0,0.0121,28.4903,28.4205,0.7556,28.69,2,1.7599,0.0069,0.0111,0.0875,0.0931,28.88,0.0875,0.0875,0.0875,7120,7120,0.0054
SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,4577,4577,4480,4454.4,4445,4410,4360,4360,0.0111,0,25.0936,25.5571,0.0111,0,0.0164,25.6623,25.8168,0.7675,25.8362,2,1.8019,0.0091,0.0111,0.1,0.1071,26.0076,0.1,0.1,0.1,6230,6230,0.0063
SAT11/random/large/unif-k5-r20-v750-c15000-S957625236-045-UNKNOWN.cnf,1,84,127,69,65.2614,62,55,44,49,0.0258,0,46.3077,48.28,0.0207,0,0.2504,51.0479,51.0213,0.5894,54.1982,3,0.4171,0.0021,0.0155,0.0067,0.0087,55.8542,0.0067,0.0067,0.0067,15000,15000,0.0012
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1,66,103,54,47.7909,44,38,26,33,0.0034,0,36.4615,38.925,0.0013,0,0.3251,42.0619,41.7018,0.3548,44.9429,5,0.098,0.0009,0.0002,0.0012,0.0016,48.0588,0.0006,0.0006,0.0006,21000,20886,0.0003
SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1,41,71,35,32.011,31,27,18,24,0.0178,0,53.8095,57.3824,0.0137,0,0.256,62.5204,61.2308,0.5794,67.8571,3,0.3021,0.0015,0.0092,0.004,0.0054,72.5574,0.004,0.004,0.004,25000,25000,0.0007
SAT11/random/large/unif-k7-r85-v250-c21250-S381985918-018-UNKNOWN.cnf,1,313,794,245,239.3929,198,187,151,173,0.0117,0,46.3158,48.1209,0.0117,0,0.5141,49.6914,49.4682,0.7165,50.7773,2,1.197,0.0027,0.0117,0.028,0.031,53.3141,0.028,0.028,0.028,21250,21250,0.0017
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,4052,4052,4021,3925.5714,3920,3842,3827,3827,0.0279,0,23.7679,25.0392,0.0139,0,0.021,26.4906,25.4252,0.5746,29.5908,4,0.3625,0.0089,0.0053,0.0115,0.0153,30.0567,0.007,0.007,0.0069,1917,1901,0.0034
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1110880865-004.SATISFIABLE.cnf,1,4391,4391,4239,4103.1429,4037,3994,3988,3988,0.0456,0,33.5832,34.5153,0.0425,0,0.0346,35.9378,35.031,0.6748,37.7006,3,0.9292,0.008,0.0392,0.0286,0.0365,39.0749,0.0286,0.0286,0.0286,3727,3727,0.0051
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1336161514-068.UNKNOWN.cnf,1,4430,4430,4316,4283.1429,4258,4239,4222,4222,0.0465,0.6433,22.7919,22.8011,0.0459,0.1787,0.0153,23.5531,23.3401,0.7245,23.8163,2.6566,1.1989,0.015,0.0437,0.05,0.0596,25.2968,0.05,0.05,0.05,2130,2130,0.0093
SAT11/random/medium/unif-k7-r89-v60-c5340-S1831136826-075.UNKNOWN.cnf,1,4619,4619,4502,4503.4,4493,4485,4418,4418,0.011,0,22.2968,22.5398,0.011,0,0.0144,22.6427,22.5671,0.7728,22.7132,2,1.9006,0.0101,0.011,0.1167,0.1262,23.0966,0.1167,0.1167,0.1167,5340,5340,0.0074
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1114532273-035.SATISFIABLE.cnf,1,3906,3906,3887,3809.5714,3838,3773,3634,3634,0.0232,0.0245,28.1707,28.8798,0.0111,0.0152,0.0225,30.1399,29.4887,0.537,32.4091,4.0037,0.3204,0.0069,0.0022,0.0074,0.0116,32.6095,0.0056,0.0056,0.0056,2343,2323,0.0027
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1592669696-022.SATISFIABLE.cnf,1,4258,4258,4237,4099.5714,4045,4038,4032,4032,0.0453,0,33.9285,34.2444,0.0426,0,0.0229,35.4899,35.5456,0.6859,36.8459,3,0.9443,0.008,0.0373,0.0286,0.0346,36.9425,0.0286,0.0286,0.0286,3727,3727,0.0053
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S224791863-033.UNKNOWN.cnf,1,3915,3915,3907,3815.4286,3810,3770,3686,3686,0.0216,0,29.7649,30.5134,0.0102,0,0.0191,32.1957,31.568,0.5186,34.998,4,0.3001,0.0055,0.0039,0.0085,0.0106,36.1614,0.0051,0.0051,0.0051,2556,2544,0.0025
SAT11/random/medium/unif-k7-r89-v80-c7120-S474185167-033.SATISFIABLE.cnf,1,4545,4545,4456,4416.4,4385,4358,4338,4338,0.0111,0,28.2105,28.3487,0.0111,0,0.0171,28.5736,28.372,0.7484,28.6203,2,1.7922,0.0074,0.0111,0.0875,0.0958,29.3166,0.0875,0.0875,0.0875,7120,7120,0.0055
SAT11/random/medium/unif-k7-r89-v70-c6230-S2045410966-069.SATISFIABLE.cnf,1,4522,4522,4512,4433.2,4393,4384,4355,4355,0.0111,0,25.5792,25.6296,0.0111,0,0.0157,25.7436,25.6631,0.7608,25.6641,2,1.7996,0.008,0.0111,0.1,0.1103,26.182,0.1,0.1,0.1,6230,6230,0.0061
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1339958817-007.UNKNOWN.cnf,1,3959,3959,3902,3779.4286,3723,3710,3670,3670,0.0224,0,28.9764,29.9869,0.0101,0,0.0268,32.3752,30.3663,0.5365,36.8109,4,0.2983,0.0055,0.0039,0.0085,0.0122,37.217,0.0051,0.0051,0.0051,2556,2546,0.0025
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1744841484-003.SATISFIABLE.cnf,1,3765,3765,3714,3648.7143,3695,3563,3435,3435,0.0199,0.1162,33.9806,34.025,0.0088,0.0387,0.0287,36.1473,34.4658,0.5178,38.2725,4.0248,0.2793,0.0064,0.002,0.0073,0.0101,42.4387,0.0044,0.0044,0.0044,2982,2969,0.0022
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1386494586-003-UNKNOWN.cnf,1,19,33,15,12.217,11,8,4,7,0.0012,0.1217,43.125,50.5714,0.0004,0.0318,0.4284,59.6007,57.625,0.2891,67.6875,5.0263,0.0794,0.0003,0.0001,0.0003,0.0006,78.1429,0.0002,0.0002,0.0002,63000,62563,0.0001
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S690749326-001.UNKNOWN.cnf,1,3964,3964,3960,3916.5714,3918,3870,3862,3862,0.0319,0,21.327,23.1007,0.0153,0,0.0101,23.8191,24.1292,0.6311,25.0661,4,0.3744,0.0094,0.0059,0.0128,0.0159,25.4919,0.0078,0.0078,0.0077,1704,1694,0.0039
SAT11/random/large/unif-k5-r20-v2000-c40000-S922811046-076-UNKNOWN.cnf,1,24,36,20,18.2727,18,15,9,13,0.0122,0,60.4545,66.4706,0.0091,0,0.2464,73.3461,71.5625,0.5527,78.875,3,0.2254,0.0008,0.0063,0.0025,0.0034,87.8462,0.0025,0.0025,0.0025,40000,40000,0.0005
SAT11/random/medium/unif-k7-r89-v90-c8010-S1475406203-080.UNKNOWN.cnf,1,4499,4499,4499,4381.25,4451,4295,4280,4280,0.0111,0,30.6324,31.2588,0.0111,0,0.0218,31.3211,31.3308,0.7588,32.0622,2,1.692,0.0066,0.0111,0.0778,0.0871,32.0622,0.0778,0.0778,0.0778,8010,8010,0.005
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1694067460-072.UNKNOWN.cnf,1,4037,4037,4016,3850.5714,3852,3723,3715,3715,0.0232,0,26.8871,27.3653,0.0112,0,0.0318,29.303,27.8994,0.5169,32.593,4,0.3174,0.0069,0.0043,0.0093,0.012,33.0964,0.0057,0.0057,0.0056,2343,2330,0.0028
