@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC

@DATA
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1516725086-012.UNKNOWN.cnf,1,4583,4583,4521,4443.8333,4430,4386,4338,4338,0.0111,0,0.761,25.4089,6230,25.6207,6230,25.6413
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S1961115887-052.cnf,1,2254,550,421,457.0714,355,299,259,247,0.0117,0,0.7456,47.0193,18700,48.776,18700,48.4732
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S1494961823-060.cnf,1,3969,3969,3911,3844.8571,3811,3799,3771,3771,0.0274,0,0.5791,26.1667,2114,28.3464,2125,27.8221
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,3921,3921,3869,3788.875,3791,3753,3647,3647,0.0217,0.0799,0.5324,31.3527,2538,32.6051,2556,32.0491
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S227954525-082.cnf,1,4148,4148,3965,3883.625,3839,3822,3797,3797,0.0213,0,0.5657,28.3993,2202,29.3443,2210,28.6012
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1119648091-064.cnf,1,104,65,56,51.3645,49,44,36,31,0.0228,0,0.6069,50.2857,18000,54.4229,18000,53.4894
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,4060,4060,3987,3902.375,3904,3854,3808,3808,0.0309,0,0.5753,26.2087,1908,26.5055,1917,26.3316
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S869604189-077.UNKNOWN.cnf,1,3989,3989,3842,3772.625,3744,3711,3664,3664,0.0188,0.0319,0.541,30.4797,2549,32.2866,2556,31.4923
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1018943457-089.SATISFIABLE.cnf,1,4607,4607,4496,4457.8333,4447,4400,4395,4395,0.0111,0,0.756,25.5604,6230,25.8818,6230,25.9741
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S1510966387-018.cnf,1,39,20,16,13.8674,13,10,8,6,0.0016,0.0956,0.3125,46.9231,50088,54.4317,50400,53.3846
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1802626390-033.cnf,1,4373,4373,4373,4134,4162,4033,3968,3968,0.0117,0,0.7355,52.7016,15300,53.6173,15300,54.8552
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S1645769281-097.cnf,1,4588,4588,4516,4477.5,4509,4406,4397,4397,0.0111,0,0.7661,24.0173,5785,24.193,5785,24.2122
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S139794312-098.cnf,1,150,77,66,59.5468,55,49,42,37,0.0041,0.0073,0.373,36.7925,16683,39.2148,16800,38.88
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1295462378-089.cnf,1,4419,4419,4419,4143.75,4186,3998,3972,3972,0.0117,0,0.7295,53.2931,15300,53.7805,15300,54.1639
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S819692891-023.cnf,1,4533,4533,4518,4430.8,4398,4359,4346,4346,0.0111,0,0.7559,26.9932,6675,26.9987,6675,27.0189
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S516218553-20-SAT.cnf,1,3741,3741,3643,3141.7143,3363,3006,1805,1805,0.019,0.6898,0.5107,35.6289,3526,37.6799,3582,37.6061
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S419666888-007.cnf,1,4008,4008,3980,3940,3943,3901,3854,3854,0.0292,0,0.5858,23.8839,1679,24.4973,1700,23.986
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S252359291-002.SATISFIABLE.cnf,1,3886,3886,3849,3773.5,3767,3754,3641,3641,0.0204,0,0.5378,31.2177,2545,32.9793,2556,32.1636
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S285324961-078-UNKNOWN.cnf,1,11,8,6,4.7482,4,3,2,1,0.0007,0.5196,0.2858,63.75,125223,82.6888,126000,78.4
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S34055288-072.SATISFIABLE.cnf,1,4367,4367,4365,4234.1429,4198,4185,4099,4099,0.0466,0.2392,0.6906,26.882,2662,28.1514,2662,27.9255
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1,3684,3684,3680,3636,3659,3599,3558,3558,0.0178,0.0199,0.5615,34.402,2973,36.4054,2982,35.6602
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S506401817-075.UNKNOWN.cnf,1,3985,3985,3889,3828.1429,3840,3751,3718,3718,0.0232,0.093,0.5076,29.0458,2545,31.0528,2556,30.5273
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S1112524719-021.cnf,1,4026,4026,3990,3940.625,3947,3908,3873,3873,0.0366,0,0.5723,23.6116,1857,24.1911,1870,24.1505
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S650356257-052.cnf,1,32,20,17,14.1395,13,11,9,6,0.0016,0.1503,0.3107,49.6154,50039,58.1435,50400,57.4
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S541740666-063-UNKNOWN.cnf,1,80,57,45,42.4123,41,35,32,27,0.0216,0,0.5845,53.5581,20000,57.1003,20000,57.0244
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S1556473581-06.cnf,1,188,112,100,93.2973,88,81,73,59,0.0296,0,0.6248,45.1717,12000,47.3918,12000,47.4557
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S317257086-003-UNKNOWN.cnf,1,889,251,231,228.8947,198,179,164,135,0.0117,0,0.7054,47.1707,21250,48.907,21250,48.5285
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S943066845-088.UNKNOWN.cnf,1,4039,4039,3951,3869.1429,3843,3793,3779,3779,0.0253,0.0245,0.5231,28.7132,2328,29.8472,2343,28.9828
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S321371087-018.cnf,1,4138,4138,3952,3886.75,3864,3801,3784,3784,0.0319,0,0.5718,25.4337,1944,26.9642,1955,26.9309
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S655589261-059-UNKNOWN.cnf,1,879,271,249,243.6563,215,192,173,138,0.0117,0,0.7211,47.2167,21250,49.1892,21250,48.9554
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S1137823545-077.cnf,1,3998,3998,3964,3871.5,3891,3795,3757,3757,0.0285,0.0249,0.5556,28.7286,2284,29.6025,2295,29.2184
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S622482268-08-UNKNOWN.cnf,1,2921,2792,1355,1229.6,963,892,810,758,0.0152,0.5745,0.4882,27.6556,4155,30.6485,4234,28.7061
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S38529837-091-UNKNOWN.cnf,1,28,15,12,10.2255,10,8,7,5,0.0011,0.0735,0.2763,51.8571,62631,61.4837,63000,60.6154
SAT_Competition2007/random/2+p/p0.8/v1665/unif2p-p0.8-v1665-c5178-S1363528912-04-SAT.cnf,1,2198,2188,1994,1720.8462,1689,1391,1331,1188,0.0106,0.0991,0.4799,30.9121,4888,33.2674,5177,33.0757
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S688769362-007.cnf,1,3948,3948,3944,3840.625,3843,3800,3686,3686,0.0242,0.0244,0.5584,28.7063,2356,30.1669,2380,29.2564
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1036996799-006.cnf,1,4057,4057,4027,3943.625,3960,3886,3865,3865,0.0305,0,0.6262,23.0096,1607,23.9264,1615,23.6568
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1804335510-002.cnf,1,4180,4180,4115,3954.125,3937,3878,3789,3789,0.0331,0,0.5691,21.7471,1603,22.6141,1615,22.4257
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1388268034-092.cnf,1,91,50,42,38.1846,36,32,28,23,0.0193,0,0.5725,56.3077,22000,60.1845,22000,60.9375
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S187076430-06.cnf,1,4388,4388,4388,4187.75,4251,4080,4032,4032,0.0117,0,0.7369,47.7902,13600,48.6146,13600,49.0618
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S1223878722-065.cnf,1,4590,4590,4506,4470.6667,4442,4432,4417,4417,0.0111,0,0.7638,24.106,5785,24.1835,5785,24.2144
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S116991008-16.SAT.shuffled.cnf,1,4437,4437,4353,4221.625,4187,4171,4116,4116,0.0466,0.0454,0.6946,28.5403,2769,28.7835,2769,28.6214
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S326477539-068.cnf,1,0,0,0,0,0,0,0,0,0.0387,0,0.6139,0,1600,0,1615,0
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S195213520-027.cnf,1,54,34,30,24.9076,23,19,16,12,0.0021,0.024,0.3198,45.5333,33418,50.3385,33600,49.2083
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S1771223975-021.cnf,1,4421,4421,4391,4262.75,4227,4214,4139,4139,0.0465,0.3467,0.7256,24.9836,2343,25.4895,2343,25.4502
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S677627694-051-UNKNOWN.cnf,1,42,26,21,17.6359,17,14,11,8,0.0018,0.3447,0.3213,47.5385,41704,53.6791,42000,52.6429
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S762724712-048.cnf,1,64,45,40,33.7514,32,27,24,18,0.0026,0.0098,0.3436,41.6,25009,45.3728,25200,45.5143
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S466707249-079.SATISFIABLE.cnf,1,3947,3947,3835,3774.375,3760,3735,3666,3666,0.0203,0.046,0.5384,32.6685,2756,34.4643,2769,33.6065
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S1933199449-033.cnf,1,154,74,64,58.625,56,49,40,32,0.0042,0.0095,0.3719,36.617,16681,39.3422,16800,38.8409
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S927774663-037-UNKNOWN.cnf,1,162,102,86,83.5,80,70,64,54,0.0117,0.2541,0.7034,56.98,34000,59.1003,34000,59.2024
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1504426817-07.UNSAT.shuffled.cnf,1,4555,4555,4458,4445.1667,4443,4417,4358,4358,0.0111,0,0.7635,25.4162,6230,25.6399,6230,25.5223
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1885965779-049.UNKNOWN.cnf,1,3903,3903,3885,3786.75,3768,3732,3708,3708,0.0244,0,0.5061,30.9531,2545,32.3445,2556,31.7767
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S2127524023-19.UNSAT.shuffled.cnf,1,3895,3895,3796,3758.375,3745,3726,3701,3701,0.0196,0.0213,0.5077,31.7135,2756,33.4337,2769,31.8921
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1210495375-04.SAT.shuffled.cnf,1,4432,4432,4407,4372.125,4374,4359,4313,4313,0.0464,0.5791,0.7222,19.499,1704,19.6943,1704,19.601
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S74035269-088.cnf,1,4372,4372,4372,4219.75,4295,4113,4099,4099,0.0117,0,0.7386,44.1003,11900,44.1913,11900,44.5688
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1209647106-12-SAT.cnf,1,3447,3447,3437,2593.625,2495,2293,1771,1771,0.0154,0.2566,0.5662,36.3603,3771,40.0949,4026,38.6126
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S883927618-10.cnf,1,217,117,101,91.94,89,75,71,63,0.0289,0,0.6408,44.7128,12000,47.2969,12000,47.0805
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S956556686-037.cnf,1,4341,4341,4341,4175.3333,4139,4046,4046,4046,0.0117,0,0.7275,51.2753,15300,52.9384,15300,53.6216
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1405262666-07.UNSAT.shuffled.cnf,1,4407,4407,4344,4202.125,4164,4145,4095,4095,0.0462,0,0.6927,27.7834,2769,28.5258,2769,28.7221
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1448866403-060.cnf,1,4120,4120,4060,3983.4286,3945,3907,3905,3905,0.0322,0,0.6318,21.1972,1522,22.5784,1530,22.5216
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1161147107-031.cnf,1,4057,4057,4051,3860,3846,3797,3693,3693,0.0223,0,0.5606,27.886,2199,29.3782,2210,28.3382
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1818856267-075.UNKNOWN.cnf,1,4536,4536,4536,4430,4454,4407,4323,4323,0.0111,0,0.7577,28.7461,7120,28.744,7120,29.0377
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S873866006-055.UNKNOWN.cnf,1,4367,4367,4239,4156.125,4142,4113,4001,4001,0.046,0,0.6755,31.2534,3195,31.877,3195,31.9076
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1191693850-19.SAT.shuffled.cnf,1,4364,4364,4321,4220,4194,4177,4142,4142,0.0466,0.1177,0.7023,26.5356,2556,26.9257,2556,26.985
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S1965764400-19.SAT.shuffled.cnf,1,3987,3987,3874,3846.7778,3822,3791,3758,3758,0.0298,0,0.5898,27.7872,2114,28.8987,2130,28.2496
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,4577,4577,4480,4449.6667,4445,4410,4360,4360,0.0111,0,0.7737,25.1699,6230,25.5802,6230,25.8168
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1049921489-034.cnf,1,4302,4302,4302,4148,4223,4083,3984,3984,0.0117,0,0.7388,52.4814,15300,52.991,15300,54.0014
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S942666749-061-UNKNOWN.cnf,1,333,176,147,140.8636,136,114,111,101,0.0117,0,0.7295,49.8993,25500,51.4335,25500,51.6053
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S602463346-055.cnf,1,3933,3933,3889,3845,3847,3806,3775,3775,0.0322,0.0267,0.5409,27.5693,2113,28.641,2125,27.9867
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S411047518-16.cnf,1,143,75,63,59.5161,57,52,46,36,0.0243,0,0.6077,50.5273,16000,52.8933,16000,52.7727
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1178729443-051.cnf,1,4379,4379,4269,4142.2,4057,4055,3951,3951,0.0117,0,0.7349,48.1331,13600,48.6544,13600,48.3502
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1632870961-099.SATISFIABLE.cnf,1,4315,4315,4243,4156.2857,4113,4106,4067,4067,0.046,0,0.6926,30.6602,3195,31.7502,3195,31.6861
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S171669125-021.SATISFIABLE.cnf,1,3782,3782,3693,3590.375,3560,3518,3461,3461,0.0202,0.02,0.5355,34.9885,2964,36.8759,2982,35.9634
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,77,55,47,40.7077,39,33,30,23,0.0215,0,0.5943,54.2105,20000,57.5182,20000,57.2571
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S1835046931-014.cnf,1,138,76,63,58.5163,55,49,44,32,0.004,0.0036,0.3666,37.619,16693,40.0623,16800,39.5741
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S679764311-04.cnf,1,4382,4382,4382,4183.5,4244,4064,4044,4044,0.0117,0,0.7528,48.0146,13600,48.933,13600,49.5702
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v150-c12750-S93401285-051-UNKNOWN.cnf,1,4379,4379,4379,4188.25,4194,4116,4064,4064,0.0117,0,0.7404,46.6506,12750,46.691,12750,46.9607
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S1750991629-037.cnf,1,4056,4056,4022,3842.5,3801,3793,3710,3710,0.0228,0.0339,0.5112,29.2636,2372,30.6666,2380,29.7593
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf,1,3924,3924,3856,3805.4444,3795,3772,3700,3700,0.0213,0.0227,0.5218,30.9789,2540,31.3513,2556,31.283
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S2100934911-025.cnf,1,71,51,43,37.7557,36,30,27,23,0.0028,0,0.3316,40.0227,25052,44.3522,25200,43.3922
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S3662714-068-UNKNOWN.cnf,1,134,80,70,65.268,61,55,50,43,0.0268,0,0.5949,49.0714,15000,51.8328,15000,51.4493
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1986560013-06.cnf,1,33,19,14,12.369,11,9,8,5,0.0013,0.091,0.2827,49.75,54224,58.4051,54600,56.75
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S29470018-050.UNKNOWN.cnf,1,3880,3880,3862,3741,3703,3663,3649,3649,0.0212,0.0215,0.4908,31.9827,2742,33.7292,2769,32.8909
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1185462553-011.cnf,1,128,77,65,58.3796,55,48,44,34,0.0234,0,0.605,50.2273,16000,52.6658,16000,52.4024
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1274825698-06-SAT.cnf,1,3951,3951,3900,3859,3851,3809,3767,3767,0.0219,0.6924,0.5521,30.6645,2882,31.8619,2931,31.65
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S1897807474-073-UNKNOWN.cnf,1,152,106,91,83.3061,79,72,66,53,0.0117,0.152,0.6886,55.7037,34000,58.6606,34000,58.6575
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S261841674-082.SATISFIABLE.cnf,1,3951,3951,3938,3836.5,3832,3782,3768,3768,0.026,0.0264,0.5628,27.959,2115,29.128,2130,28.7884
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S365559754-09-UNSAT.cnf,1,1595,1382,1355,1093,1221,747,706,692,0.0051,0.2905,0.4109,29.3266,14894,37.3777,17354,37.466
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S930506247-025.SATISFIABLE.cnf,1,4129,4129,4009,3938.75,3905,3875,3833,3833,0.0318,0.0321,0.5879,23.1229,1696,24.2871,1704,24.3559
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S510739670-068.UNKNOWN.cnf,1,3943,3943,3835,3741.5,3740,3683,3603,3603,0.0196,0.0212,0.521,32.9731,2758,34.06,2769,33.1106
