@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC

@DATA
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,0.0599
SAT_RACE2008/babic-dspam-vc973.cnf,1,?
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-26r-k45.cnf,1,0.7174
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_12_UNKNOWN.cnf,1,0.0237
SAT_RACE2008/ibm-2004-29-k25.cnf,1,0.529
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-03.cnf,1,0.2645
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.5776
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0.1551
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,0.3787
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0.9718
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-15.cnf,1,0.1532
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7_i.cnf,1,0.1608
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6nid.cnf,1,0.1365
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-15.cnf,1,0.2219
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L100_coli.sat.cnf,1,0.1038
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,0.9701
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1033.cnf,1,0.0765
SAT_RACE2008/mizh-md5-48-2.cnf,1,0.0718
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-47-03.cnf,1,0.0722
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,0.0228
SAT_RACE2008/manol-pipe-f7nidw.cnf,1,0.1277
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12070.cnf,1,?
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc909.cnf,1,0.0703
SAT_RACE2006/SAT-Race_TS_1/narai-vpn-10s.cnf,1,0.4582
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.2421
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0.9636
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/icbrt/icbrt1_32.cnf,1,0.3324
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,0.515
SAT_Competition2011/SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?
SAT_RACE2008/velev-vliw-uns-2.0-iq1.cnf,1,0.8694
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-03.cnf,1,0.8293
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_12_UNKNOWN.cnf,1,0.0219
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-f10ni.cnf,1,0.1298
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,0.6339
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.0807
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.5208
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0.316
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,0.4402
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-17-u.cnf,1,0.5913
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.1-7.cnf,1,0.8955
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.0219
SAT_Competition2007/industrial/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0.1646
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,0.1256
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-10-19-u.cnf,1,0.5778
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-28-s100.cnf,1,0.6551
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.7657
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-15-5p0.cnf,1,0.5621
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,0.9501
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,0.5507
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,0.0591
SAT_RACE2008/schup-l2s-bc56s-1-k391.cnf,1,0.2019
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,0.6586
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-4.cnf,1,0.0723
SAT_RACE2008/babic-dspam-vc1080.cnf,1,?
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,0.0228
SAT_RACE2006/SAT-Race_TS_1/velev-fvp-sat-3.0-07.cnf,1,0.4972
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6ni_s.cnf,1,0.119
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,0.6156
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-15-u.cnf,1,0.6071
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.9.unsat.cnf,1,0.2014
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-22.cnf,1,0.0742
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,0.9899
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,0.6848
SAT_Competition2007/industrial/industrial/palacios/medium/cube-9-h11-sat.cnf,1,0.1678
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,0.2608
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-desmul.cnf,1,0.2282
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate128.cnf,1,0.3196
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.0-01.cnf,1,0.9264
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0.1619
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-03.cnf,1,0.1305
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-f6b.cnf,1,0.156
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-05.cnf,1,0.7723
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0.9903
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand128.cnf,1,0.2934
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,0.2035
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,0.9709
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,0.2671
SAT-Race-2010-CNF/software-verification/post/zfcp.cnf,1,?
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h32-unknown.cnf,1,0.6703
SAT_Competition2011/SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,0.8292
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,0.3787
SAT_RACE2006/SAT-Race_TS_2/schup-l2s-s04s2-09.cnf,1,0.2969
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl128.cnf,1,0.3258
SAT_Competition2011/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,0.6355
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,0.9589
SAT_RACE2008/anbul-part-10-13-s.cnf,1,0.6156
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f7idw.cnf,1,0.1291
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.0-9.cnf,1,0.9475
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.9614
SAT_RACE2006/SAT-Race-Benchmarks/schup-l2s-guid-1-k56.cnf,1,0.3093
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11813.cnf,1,?
SAT-Race-2010-CNF/hardware-verification/velev/12pipe_q0_k.cnf,1,0.9229
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,0.1209
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0.5673
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,0.0831
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-ss-8.cnf,1,0.4161
SAT_Competition2011/SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,0.1273
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-08.cnf,1,0.2268
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-2_14-k45.cnf,1,0.4974
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray08_32.cnf,1,0.3404
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-15-u.cnf,1,0.6067
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,0.2785
SAT_RACE2008/ibm-2002-22r-k60.cnf,1,0.5034
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0.8894
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,0.0236
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray02_32.cnf,1,0.3412
SAT_RACE2008/cmu-bmc-longmult15.cnf,1,0.1273
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-04.cnf,1,0.1758
SAT_RACE2008/schup-l2s-motst-2-k315.cnf,1,0.1924
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-15.cnf,1,0.0611
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-cha05-113.cnf,1,0.1245
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,0.5753
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,0.2035
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_34.cnf,1,0.3937
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_13_UNSAT.cnf,1,0.0157
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-sat-1.0-b7.cnf,1,0.9264
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq3.cnf,1,0.89
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-01.cnf,1,0.3302
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c10nidw_s.cnf,1,0.1265
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-sha0-35-03.cnf,1,0.0826
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.6633
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,0.9787
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7nidw.cnf,1,0.1271
SAT-Race-2010-CNF/hardware-verification/ibm/2004_rb10Sd.k85.cnf,1,0.5003
SAT_Competition2007/industrial/industrial/grieu/vmpc_24.cnf,1,0.3914
SAT-Race-2010-CNF/mixed/palacios/sortnet-8-ipc5-h19-sat.cnf,1,0.401
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,0.6234
SAT-Race-2010-CNF/hardware-verification/manolios/c8n_i.cnf,1,0.1293
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0.8664
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.1658
SAT_Competition2011/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0.0613
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.9544
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-10-5p0.cnf,1,0.6039
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0.7903
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-5-15-s.cnf,1,0.5832
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.9909
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_13_UNKNOWN.cnf,1,0.0213
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,0.2611
SAT_RACE2006/SAT-Race_TS_1/hoons-vbmc-s04-07.cnf,1,0.1826
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6idw_s.cnf,1,0.1285
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7bidw_i.cnf,1,0.1229
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,0.1239
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-48-01.cnf,1,0.0718
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-f9b.cnf,1,0.1418
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.6633
SAT_RACE2008/ibm-2004-3_02_3-k95.cnf,1,0.5198
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0.9225
SAT_RACE2008/post-cbmc-aes-d-r1.cnf,1,0.0064
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,0.3034
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-13-s100.cnf,1,0.6663
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,0.6435
SAT-Race-2010-CNF/cryptography/mizh/sha0_35_3.cnf,1,0.0826
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-10.cnf,1,0.6715
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-08.cnf,1,0.2268
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,0.6339
SAT_RACE2006/SAT-Race_TS_2/narai-vpn-sat05-02s.cnf,1,0.4582
SAT-Race-2010-CNF/software-verification/nec/hard-15-U-10652.cnf,1,0.4407
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-07.cnf,1,0.1826
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b9.cnf,1,0.9262
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0.9285
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l44_lambda.cnf,1,0.1875
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8b_i.cnf,1,0.1282
SAT_RACE2008/ibm-2002-30r-k85.cnf,1,0.6204
SAT_Competition2011/SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.7749
SAT_Competition2011/SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,0.9262
SAT_Competition2011/SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0.1886
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/schup-l2s-motst-2-k315.cnf,1,0.1924
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6n.cnf,1,0.133
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-dp11u10.cnf,1,0.3324
SAT_RACE2008/cmu-bmc-longmult13.cnf,1,0.1253
SAT_RACE2008/mizh-md5-47-3.cnf,1,0.0722
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-09.cnf,1,0.8296
SAT_RACE2006/SAT-Race_TS_1/stric-bmc-ibm-12.cnf,1,0.5614
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_08_UNSAT.cnf,1,0.0256
SAT_Competition2011/SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,0.3327
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l40_lambda.cnf,1,0.1941
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-term1mul.cnf,1,0.2298
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq4.cnf,1,0.897
SAT-Race-2010-CNF/hardware-verification/manolios/g9bidw.cnf,1,0.1387
SAT_RACE2008/mizh-md5-48-5.cnf,1,0.072
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-27.cnf,1,0.3922
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.1734
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxand/maxand064.cnf,1,0.3838
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0.9842
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.9587
