@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE top-good-max NUMERIC
@ATTRIBUTE group-same-mean NUMERIC

@DATA
BF7_cpmp_16_5_64_26_39_20,1,0.8,5,875,16,19,2.37037
BF7_cpmp_16_5_64_26_39_3,1,0.8,5,0.9375,16,24,2.37037
BF7_cpmp_16_5_64_26_39_6,1,0.8,5,875,16,21,2.37037
BF7_cpmp_16_5_64_26_39_7,1,0.8,5,875,16,19,2.37037
BF7_cpmp_16_5_64_26_39_8,1,0.8,5,0.8125,16,21,2.37037
BF8_cpmp_16_5_64_26_48_1,1,0.8,5,875,16,21,2.37037
BF8_cpmp_16_5_64_26_48_11,1,0.8,5,875,16,25,2.37037
BF8_cpmp_16_5_64_26_48_12,1,0.8,5,0.8125,16,20,2.37037
BF8_cpmp_16_5_64_26_48_17,1,0.8,5,0.8125,16,25,2.37037
BF8_cpmp_16_5_64_26_48_20,1,0.8,5,0.8125,16,26,2.37037
BF8_cpmp_16_5_64_26_48_4,1,0.8,5,0.8125,16,24,2.37037
BF8_cpmp_16_5_64_26_48_5,1,0.8,5,0.8125,16,24,2.37037
BF8_cpmp_16_5_64_26_48_6,1,0.8,5,875,16,26,2.37037
BF8_cpmp_16_5_64_26_48_7,1,0.8,5,0.8125,16,22,2.37037
BF9_cpmp_16_8_77_16_47_1,1,0.601562,8,0.75,16,12,4.52941
BF9_cpmp_16_8_77_16_47_10,1,0.601562,8,0.75,16,16,4.52941
BF9_cpmp_16_8_77_16_47_12,1,0.601562,8,0.75,16,15,4.52941
BF9_cpmp_16_8_77_16_47_3,1,0.601562,8,875,16,10,4.52941
BF9_cpmp_16_8_77_16_47_4,1,0.601562,8,0.8125,16,13,4.52941
BF9_cpmp_16_8_77_16_47_6,1,0.601562,8,875,16,13,4.52941
BF9_cpmp_16_8_77_16_47_7,1,0.601562,8,875,16,11,4.52941
BF9_cpmp_16_8_77_16_47_8,1,0.601562,8,0.9375,16,9,4.52941
LC2a_lc2a_1,1,0.694444,6,0.666667,12,5,4.54545
LC2a_lc2a_10,1,0.694444,6,0.666667,12,8,4.54545
LC2a_lc2a_2,1,0.694444,6,0.833333,12,6,4.54545
LC2a_lc2a_3,1,0.694444,6,0.75,12,7,4.54545
LC2a_lc2a_4,1,0.694444,6,0.916667,12,6,4.54545
LC2a_lc2a_5,1,0.694444,6,0.75,12,5,4.54545
LC2a_lc2a_7,1,0.694444,6,0.666667,12,7,4.54545
LC2b_lc2b_1,1,0.694444,6,0.833333,12,8,4.54545
LC2b_lc2b_2,1,0.694444,6,0.833333,12,10,4.54545
LC2b_lc2b_3,1,0.694444,6,1,12,8,4.54545
LC2b_lc2b_4,1,0.694444,6,0.833333,12,8,4.54545
LC2b_lc2b_5,1,0.694444,6,0.833333,12,10,4.54545
LC2b_lc2b_6,1,0.694444,6,0.833333,12,7,4.54545
LC2b_lc2b_7,1,0.694444,6,0.833333,12,5,4.54545
LC2b_lc2b_9,1,0.694444,6,0.75,12,9,4.54545
LC3a_lc3a_1,1,0.75,6,0.583333,12,9,4.90909
LC3a_lc3a_10,1,0.75,6,0.75,12,7,4.90909
LC3a_lc3a_3,1,0.75,6,0.666667,12,6,4.90909
LC3a_lc3a_4,1,0.75,6,0.75,12,7,4.90909
LC3a_lc3a_6,1,0.75,6,0.75,12,6,4.90909
LC3a_lc3a_7,1,0.75,6,0.916667,12,8,4.90909
LC3a_lc3a_8,1,0.75,6,0.75,12,7,4.90909
LC3a_lc3a_9,1,0.75,6,0.75,12,8,4.90909
LC3b_lc3b_1,1,0.75,6,1,12,10,4.90909
LC3b_lc3b_10,1,0.75,6,0.833333,12,10,4.90909
LC3b_lc3b_4,1,0.75,6,0.916667,12,5,4.90909
LC3b_lc3b_5,1,0.75,6,0.916667,12,7,4.90909
LC3b_lc3b_6,1,0.75,6,0.916667,12,8,4.90909
LC3b_lc3b_8,1,0.75,6,0.916667,12,7,4.90909
LC3b_lc3b_9,1,0.75,6,0.833333,12,9,4.90909
cv_data5-10-33,1,0.714286,7,1,10,28,1
cv_data4-6-1,1,0.666667,6,1,6,14,1
cv_data4-4-19,1,0.666667,6,1,4,9,1
cv_data5-4-23,1,0.714286,7,1,4,11,1
cv_data4-5-2,1,0.666667,6,1,5,12,1
cv_data4-5-26,1,0.666667,6,1,5,10,1
cv_data5-5-12,1,0.714286,7,1,5,15,1
cv_data4-5-9,1,0.666667,6,1,5,14,1
cv_data5-7-19,1,0.714286,7,1,7,14,1
cv_data4-6-18,1,0.666667,6,1,6,16,1
cv_data4-4-21,1,0.666667,6,1,4,9,1
cv_data4-7-39,1,0.666667,6,0.857143,7,25,1
cv_data4-7-27,1,0.666667,6,1,7,26,1
cv_data5-7-40,1,0.714286,7,1,7,28,1
cv_data5-6-26,1,0.714286,7,1,6,13,1
cv_data5-6-6,1,0.714286,7,1,6,21,1
cv_data4-5-1,1,0.666667,6,1,5,10,1
cv_data5-4-21,1,0.714286,7,1,4,8,1
cv_data4-5-22,1,0.666667,6,1,5,10,1
cv_data5-7-13,1,0.714286,7,1,7,14,1
cv_data5-8-38,1,0.714286,7,1,8,25,1
cv_data4-7-38,1,0.666667,6,1,7,23,1
cv_data3-8-38,1,0.6,5,1,8,18,1
cv_data4-4-16,1,0.666667,6,1,4,9,1
cv_data4-7-37,1,0.666667,6,1,7,13,1
cv_data5-7-15,1,0.714286,7,1,7,18,1
cv_data4-7-25,1,0.666667,6,1,7,25,1
cv_data5-5-38,1,0.714286,7,0.8,5,15,1
cv_data5-8-39,1,0.714286,7,1,8,21,1
cv_data5-5-29,1,0.714286,7,1,5,14,1
cv_data5-5-25,1,0.714286,7,0.8,5,15,1
cv_data4-7-30,1,0.666667,6,0.857143,7,19,1
cv_data5-4-36,1,0.714286,7,1,4,16,1
cv_data4-4-15,1,0.666667,6,1,4,11,1
cv_data5-8-19,1,0.714286,7,1,8,36,1
cv_data5-10-23,1,0.714286,7,1,10,32,1
cv_data5-5-11,1,0.714286,7,1,5,6,1
cv_data4-7-20,1,0.666667,6,1,7,22,1
cv_data4-7-35,1,0.666667,6,1,7,11,1
cv_data4-6-7,1,0.666667,6,1,6,19,1
cv_data4-7-6,1,0.666667,6,1,7,18,1
cv_data4-5-25,1,0.666667,6,1,5,18,1
cv_data5-8-2,1,0.714286,7,1,8,32,1
cv_data4-4-33,1,0.666667,6,1,4,7,1
cv_data4-5-5,1,0.666667,6,1,5,9,1
cv_data3-8-37,1,0.6,5,0.75,8,17,1
cv_data4-5-20,1,0.666667,6,1,5,12,1
cv_data5-4-37,1,0.714286,7,1,4,16,1
cv_data4-6-5,1,0.666667,6,0.833333,6,20,1
cv_data4-6-35,1,0.666667,6,1,6,17,1
cv_data4-7-1,1,0.666667,6,1,7,14,1
cv_data5-5-5,1,0.714286,7,1,5,17,1
cv_data5-5-37,1,0.714286,7,1,5,13,1
cv_data4-5-24,1,0.666667,6,0.8,5,8,1
cv_data5-4-15,1,0.714286,7,1,4,16,1
cv_data5-9-21,1,0.714286,7,1,9,28,1
cv_data5-4-27,1,0.714286,7,1,4,19,1
cv_data5-6-25,1,0.714286,7,1,6,18,1
cv_data5-8-25,1,0.714286,7,1,8,27,1
cv_data4-6-21,1,0.666667,6,1,6,17,1
cv_data5-5-16,1,0.714286,7,1,5,16,1
cv_data5-4-4,1,0.714286,7,1,4,17,1
cv_data5-5-39,1,0.714286,7,1,5,13,1
cv_data4-7-22,1,0.666667,6,1,7,19,1
cv_data5-6-11,1,0.714286,7,1,6,18,1
cv_data4-6-9,1,0.666667,6,0.833333,6,14,1
cv_data3-5-13,1,0.6,5,1,5,7,1
cv_data3-8-2,1,0.6,5,0.75,8,16,1
cv_data5-6-2,1,0.714286,7,0.833333,6,15,1
cv_data5-4-17,1,0.714286,7,1,4,13,1
cv_data5-8-6,1,0.714286,7,1,8,18,1
cv_data4-6-20,1,0.666667,6,0.833333,6,16,1
cv_data5-4-7,1,0.714286,7,1,4,11,1
cv_data4-7-19,1,0.666667,6,1,7,26,1
cv_data5-5-33,1,0.714286,7,1,5,14,1
cv_data5-5-27,1,0.714286,7,1,5,14,1
cv_data5-4-31,1,0.714286,7,1,4,13,1
cv_data4-5-30,1,0.666667,6,1,5,8,1
cv_data5-6-8,1,0.714286,7,0.833333,6,12,1
cv_data5-5-14,1,0.714286,7,1,5,12,1
cv_data4-6-16,1,0.666667,6,0.833333,6,18,1
cv_data5-5-40,1,0.714286,7,1,5,15,1
cv_data4-7-26,1,0.666667,6,1,7,14,1
cv_data5-5-7,1,0.714286,7,1,5,20,1
cv_data3-7-18,1,0.6,5,0.714286,7,13,1
cv_data5-5-24,1,0.714286,7,1,5,12,1
cv_data5-4-3,1,0.714286,7,1,4,16,1
cv_data5-5-23,1,0.714286,7,1,5,12,1
cv_data5-5-10,1,0.714286,7,1,5,12,1
cv_data5-5-18,1,0.714286,7,1,5,9,1
cv_data4-7-24,1,0.666667,6,1,7,16,1
cv_data5-4-13,1,0.714286,7,1,4,17,1
