@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC

@DATA
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g9.cnf,1,0.8333,0.9519,0.59,0.0143,0.9968,0.9519,0.7188,0.3068,0.7815,0.7968,0.8511,0.9519,0.8302,0.8802,2.7203,0.902,5.4935,0.1932,70,0.0376,79,142,0,0.9236,189,308,188,4.9264,237,0.2047,290,1.8071,0.0096,0.8582,0,0.1659,0,0,0,0,0,0,0,0.378,0.1934,0.0896,0.0836,0.181,0.0033,0,57.2606,56.8601,53.9396,0.198,53.0447,?,?,6.4664,0.0842,0.0025,?,?,62.2756,43.5979
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,0,0.8333,0.5831,0.9821,0.478,0.8333,0.5831,0.3333,0.6644,0.5832,0.5832,0.6117,0.5832,0.5832,0,0.5832,0,1.1161,4435,0,4435,4442,0.2295,0.5833,4487.4286,4551,4466,1.5657,4547,0.4506,4551,0.4472,0.4167,0.8274,0.2295,0.3333,0.2295,0.2295,0.0992,0.2295,0.2295,0.2295,0.2294,0.0102,0,0.0711,0.3333,0.4266,0.0227,0.6231,34.9356,32.4793,32.4793,0.0174,0.5588,0.0952,0.4506,0.0001,0.0001,0.0114,0.4,0.4506,36.9252,1.0772
SAT_Competition2009/CRAFTED/edgematching/all/em_14_7_3_all.cnf,1,0,0.8788,0.0022,0.2326,0.9204,0.9732,0.9636,0.9766,0.1985,0.9849,0.9876,0.9332,0.9558,0.9935,0.6386,0.9987,2.8077,0.4809,0,0.1323,0,0,0.2259,1,0,0,0,2.7943,0,0.4533,0,0.8469,0.0129,0.4518,0.0085,0.9396,0.0108,0.0038,0.1543,0.0232,0.0008,0.0119,0,0,0.5908,0,0,0.3127,0.0002,0.5402,0,0,0,0.2462,21.2439,?,?,1.2403,0.1476,0.0004,?,?,0,38.4923
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-6x20.cnf,1,1,0.0306,0.5026,0,1,0.0306,0.5027,0.0104,0.9528,0.5027,0.5028,0.7577,0.5028,0.5028,0,0.5029,0,0,3840,0,3840,3840,0.0046,0.503,3840,3840,3840,0,3840,0.682,3840,0.592,0.0306,0.9965,0.0046,0.0104,0.0046,0.0046,0,0.0046,0.0046,0.0046,0.0046,0,0,0,0.0104,0,0.0305,0,29.2469,29.2469,29.2469,0,6.7881,?,?,0.0003,0.0001,0.0163,?,?,29.2469,6.8948
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-30-19-20.sat05-1256.reshuffled-07.cnf,1,0,0.0297,0.7289,0.6408,0.4754,0.9327,0.8653,0.9048,0.5879,0.8877,0.9053,0.4985,0.9085,0.9277,0.5927,0.9682,1.3924,0.9766,61,0.406,86,205,0.1905,0.996,400.4483,1675,279,5.2586,401,0.4109,1258,1.4555,0.0087,0.6571,0.0655,0.2532,0.0622,0.0218,0.109,0.1116,0.0036,0.0982,0,0.993,0.8425,0.094,0,0.9139,0.0035,0.396,59.4808,50.8289,47.0143,0.7641,21.8594,?,?,0.6611,0.0429,0.0064,?,?,60.825,38.0219
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-210-1.sat05-2158.reshuffled-07.cnf,1,0.3333,0,0,0.5774,0.5,1,0,0,0.5934,0,0,0.5024,0,0,0,0,0,0.5623,4247,0,4247,4303,0.042,0,4401.6667,4586,4396,1.2305,4514,0,4586,0,0.25,0.8527,0.042,0,0.042,0.042,0.0336,0.042,0.042,0.042,0.042,0.0265,0,0.0188,0,0.2789,0.0071,0.1776,26.2191,26.1346,26.1346,0.0229,0.4996,0.3,0.0943,0.0001,0,0.0143,0.4,0.6006,26.6706,1.2135
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,1,0,0,0,0.9265,0.3656,0,0,0,0.3159,0,0,0.2922,0,0,0,0,0,0.9882,2380,0,2439,2634,0.3833,0,2806.0714,3367,2767,1.5074,2988,0,3246,0,0.25,0.8022,0.3831,0,0.3831,0.3831,0.0522,0.3832,0.3831,0.3832,0.3831,0.0999,0,0.0929,0,0.2626,0.0094,0.5571,22.1489,21.3289,20.6901,0.0909,0.4919,0.5325,0,0.0001,0,0.025,0.5325,0,23.7265,1.0493
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0.8333,0.9256,0.7447,0.0277,0.9923,0.9256,0.7684,0.3293,0.8123,0.7789,0.7908,0.9256,0.7908,0.802,2.8604,0.8129,4.7382,0.2703,201,0.0439,264,291,0,0.8468,575.5385,2159,328,4.2025,403,0.2874,1461,1.3923,0.0168,0.9325,0,0.1734,0,0,0,0,0,0,0,0.9748,0.1645,0.1444,0.073,0.1582,0.0098,0,46.1742,45.3485,45.0544,0.1849,28.4218,?,?,4.4549,0.0218,0.0064,?,?,52.1045,24.1578
SAT_Competition2007/crafted/Hard/contest02/ezfact64_5.sat05-452.reshuffled-07.cnf,1,0,0.0451,0,0.842,0.401,0.2051,0,0.2727,0.0498,0.0061,0.0188,0.3628,0.0997,0.1343,0.7217,0.3249,1.2642,1.2804,730,0.0453,730,838,0.1012,0.6232,1017,1376,955,2.2235,1280,0.6154,1376,0.1406,0.1602,0.2876,0.0665,0.0256,0.0598,0.0548,0.0919,0.0698,0.043,0.0697,0,0.2142,0.5453,0.3307,0,0.908,0.0036,0.954,55.1071,28.2247,28.2247,0.9218,0.2381,0.0386,1.888,0.2261,1.3487,0.0074,0.6364,1.6357,71.1876,0.4409
SAT_Competition2009/CRAFTED/Medium/contest05/pebbling/unsat-pbl-00080.sat05-1325.reshuffled-07.cnf,1,0,0.0013,0.0088,0.7077,0.3847,0.005,0.1544,0.9866,0.5085,0.2856,0.554,0.0446,0.5121,0.7167,3.8085,0.8332,4.2116,2.402,535,0.3217,712,844,0.4996,0.9913,1303.4063,2746,1158,2.771,1592,1.54,2258,0.2485,0.0232,0.9584,0.4293,0.5488,0.4003,0.361,0.0956,0.4824,0.2747,0.4675,0,0.4513,1.3545,0.0995,0,1.6938,0.0081,0.5039,11.0323,10.1159,9.9442,0.471,6.5323,?,?,0.2276,0.4894,0.2934,?,?,11.9157,8.0375
SAT_Competition2009/CRAFTED/edgematching/explicit/em_7_3_6_exp.cnf,1,0,0.5979,0.0923,0.4888,0.7047,0.9046,0.2758,0.913,0.1854,0.7421,0.9355,0.8469,0.7921,0.9624,2.6431,0.9675,2.8682,1.117,577,0.2623,612,699,0.0809,0.9684,946.7368,1283,973,2.6388,1130,0.9833,1185,0.577,0.064,0.5548,0.0269,0.7146,0.0259,0.0033,0.0998,0.053,0.0018,0.0413,0.0014,0.2341,0.5431,0.2142,0,0.3762,0.0031,0.8442,18.9517,15.0009,13.7785,0.2908,3.3667,0.004,2.8154,0.7872,0.3375,0.005,0.5,1.7481,22.6409,4.8371
SAT_Competition2011/SAT07/crafted/spence/hard/s113-100.cnf,1,1,0,0.0001,0,1,1,0.0011,0.3333,0.82,0.0033,0.0143,0.5,0.0398,0.0685,0.2557,0.0878,0.3057,0,3915,0.0855,3915,3980,0.3245,0.2624,4096.8889,4576,4019,0.1812,4039,0,4576,0,0.4788,0.9595,0.3217,0.0236,0.3148,0.314,0.0581,0.3237,0.3114,0.3225,0.2203,0.051,0.1502,0.0629,0,0.1969,0.0339,0.3938,17.1418,16.0966,16.0966,0.0515,0.4951,0.1538,0.4271,0.0597,1.6635,0.0508,0.2,0.4271,17.8746,0.822
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-14.sat05-2589.reshuffled-07.cnf,1,0,0,0,0.8477,0.3879,0.1034,0,0,0.9971,0,0,0.3233,0,0,0,0,0.6066,1.1977,3428,0,3635,3683,0.3797,0,3820.3,4112,3858,1.322,3975,0.3326,4112,0.0782,0.2629,0.9995,0.3662,0,0.3561,0.3222,0,0.3786,0.3189,0.373,0.3149,0.05,0.1231,0.0257,0,0.437,0.0259,0,19.2363,19.0963,19.0125,0.0799,1.2021,0.4,1.2022,0.068,0,0.069,0.4737,1.2022,19.7103,1.452
SAT_Competition2007/crafted/Medium/contest05/others/QG7-gensys-icl001.sat05-2926.reshuffled-07.cnf,1,0,0.3387,0.0003,0.9132,0.4093,0.4865,0.7446,1,0.5801,0.8135,0.9147,0.4329,0.8691,0.9234,2.3702,0.934,3.1953,1.3824,3257,0.1652,3257,3542,0.9774,1,3892.5,4511,4260,4.0521,4511,1.091,4511,0.4589,0.0369,0.9712,0.0345,0.8178,0.0834,0.0262,0.0992,0.4198,0.015,0.0398,0.0076,0.1313,0.6596,0.0858,0,0.6863,0.0161,0.5073,33.1216,32.3552,32.3552,0.522,4.528,0.002,2.5744,1.797,0.1143,0.0278,0.9592,2.0635,34.9961,6.2979
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-3.sat05-2568.reshuffled-07.cnf,1,0,0,0,0.9544,0.3643,0,0,0,0.3338,0,0,0.2946,0,0,0,0,0,1.0038,2864,0,3088,3259,0.3832,0,3434.3077,3949,3393,1.6138,3614,0,3939,0,0.25,0.8343,0.3831,0,0.3831,0.3831,0,0.3832,0.3831,0.3832,0.3831,0.0917,0,0.1358,0,0.2757,0.0107,0,22.3787,22.0862,20.7128,0.0909,0.5264,0.5325,0,0.0001,0,0.0286,0.5325,0,24.4944,1.1033
SAT_Competition2009/CRAFTED/Hard/contest04/others/ramsey.sat05-511.reshuffled-07.cnf,1,0,0,0,0.8518,0.3057,0,0,0,0.5688,0,0,0.1047,0,0,0,0,0,1.1311,3255,0,3255,3422,0.0005,0,3648.1111,4150,3624,3.4399,3668,0,4150,0,0.025,0.7288,0.0005,0,0.0005,0.0005,0,0.0005,0.0005,0.0005,0.0005,0.0803,0,0.0635,0,0.3565,0.0248,0,32.3808,30.6719,30.6719,0,1.4088,?,?,0.0001,0,0.0392,?,?,33.4759,1.8778
SAT_Competition2011/SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0,0,0,0.8484,0.3892,0.1266,0,0,0.9789,0,0,0.3339,0,0,0,0,0.6518,1.23,2017,0,2283,2446,0.3804,0,2628.8571,3373,2655,1.4492,2800,0.3798,2979,0.0858,0.2658,0.9977,0.3644,0,0.3501,0.3186,0.0472,0.3777,0.3121,0.3717,0.3037,0.1197,0.1315,0.1192,0,0.4339,0.0095,0.3664,28.9112,26.6047,26.1054,0.0857,0.742,0.4,1.4206,0.0776,0,0.0253,0.5325,1.6011,31.2737,1.0809
SAT_Competition2007/crafted/Medium/contest05/sabharwal/counting-easier-php-012-010.sat05-1172.reshuffled-07.cnf,1,0,0.8121,0.7776,1.0372,0.4599,0.8121,0.8041,0,0.8708,0.806,0.8154,0.6424,0.8139,0.8242,0,0.8258,0,1.0987,4779,0,4779,4797,0.2198,0.8259,4837.6667,4891,4868,1.9213,4869,0.5281,4891,0.9539,0.1636,0.9039,0.1925,0,0.1935,0.185,0,0.2009,0.1848,0.2006,0.1848,0.0085,0,0.0237,0,0.356,0.0985,0,29.1234,29.0587,29.0587,0.231,3.0021,0.0248,0.8485,0.0479,0.0152,0.0333,0.1858,1.5728,29.941,2.9631
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-17x30.cnf,1,1,0.0064,0.0044,0,1,0.0064,0.3048,0.0022,0.6066,0.3164,0.3447,0.7516,0.3425,0.376,0,0.3976,0,0,477,0,511,542,0,0.4593,1219.5,3799,648,0,786,0.5976,3799,0.5804,0.0064,0.6675,0,0.0022,0,0,0,0,0,0,0,1.0099,0,0.0544,0.0022,0,0.0064,0,29.1343,28.7399,27.6741,0,17.3879,?,?,13.8583,0.1556,0.0039,?,?,30.1864,19.4733
SAT_Competition2007/crafted/Medium/contest05/sabharwal/sat-strips-gripper-10t19.sat05-1143.reshuffled-07.cnf,1,0,0.6806,0.0038,0.9848,0.4608,0.7245,0.621,1,0.4159,0.9064,0.9741,0.616,0.8894,0.9942,3.4877,0.9952,3.7306,1.168,1554,0.2977,1554,2575,0.2756,1,2684.5,3288,2817,4.1143,3194,0.8195,3288,0.4033,0.0438,0.8529,0.0006,0.4575,0.0294,0.0001,0.1587,0.1492,0.0001,0.0126,0,0.2113,0.6008,0.3113,0,0.6952,0.0035,2.1329,17.8108,17.2676,17.2676,0.4882,3.7622,0.0046,4.4553,2.0204,0.2081,0.0031,0.5238,2.5687,27.9982,6.7556
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-01-S2069048075.sat05-488.reshuffled-07.cnf,1,0,0,0.0008,0.5796,0.5036,0.9837,0.0856,0.7333,0.2631,0.2001,0.3877,0.4961,0.387,0.559,3.4378,0.7081,2.7545,0.6373,3734,0.1542,3734,3744,0.2992,0.9214,3857.375,4115,3838,2.3385,4011,0.0833,4115,0.042,0.1984,0.4553,0.0342,0.1992,0.0462,0.0189,0,0.1009,0.0099,0.0612,0.0021,0.0339,0.2613,0.0465,0,0.3399,0.018,0,29.7633,28.6595,28.6595,0.2588,0.3077,0.0476,2.9971,0.8491,0.5903,0.0094,0.2418,2.0894,30.3939,0.9808
