@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC

@DATA
SAT11/random/medium/unif-k7-r89-v80-c7120-S1801179747-047.SATISFIABLE.cnf,1,4525,4525,4482,4412.8,4372,4370,4315,4315,0.0111,0,27.7896,28.3909,0.0111,0,0.0177,28.3985
SAT11/random/medium/unif-k7-r89-v70-c6230-S635440951-015.UNKNOWN.cnf,1,4552,4552,4491,4435.8,4403,4380,4353,4353,0.0111,0,24.9568,25.3567,0.0111,0,0.0167,25.6407
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S379672572-039.SATISFIABLE.cnf,1,3995,3995,3882,3759,3724,3669,3611,3611,0.0232,0.0407,29.6514,30.0397,0.0101,0.0205,0.0332,32.868
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S357264423-067-UNKNOWN.cnf,1,15,23,11,9.101,8,6,2,4,0.0011,0.5744,50.7,58.9474,0.0003,0.0835,0.4807,71.4595
SAT11/random/large/unif-k7-r85-v150-c12750-S1737989193-079-UNKNOWN.cnf,1,4371,4371,4371,4188.5,4221,4105,4057,4057,0.0117,0,45.2154,46.3281,0.0117,0,0.0289,46.4415
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1189700536-035.SATISFIABLE.cnf,1,4435,4435,4325,4302.5714,4278,4261,4259,4259,0.0465,0.5758,22.7653,22.8507,0.0459,0.1608,0.0134,23.4234
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S625465881-078-UNKNOWN.cnf,1,8,14,6,4.4891,4,3,1,2,0.0005,0.3594,56.8571,66,0.0002,0.0545,0.5627,90.3884
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1980330668-030.SATISFIABLE.cnf,1,4408,4408,4350,4302.2857,4276,4256,4253,4253,0.0465,0.5956,22.8274,22.8297,0.0459,0.1658,0.0126,23.6895
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S64788608-008-UNKNOWN.cnf,1,7,12,6,4.3256,4,3,1,1,0.0005,0.2146,53.2,64,0.0002,0.0385,0.5444,91.8767
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S913491256-073-UNKNOWN.cnf,1,9,14,7,5.2667,5,3,1,2,0.0006,0.5811,53.25,67.0769,0.0002,0.0773,0.5354,88.4753
SAT11/random/large/unif-k5-r20-v1500-c30000-S303265982-092-UNKNOWN.cnf,1,36,48,31,26.0924,24,20,15,18,0.0146,0,55.65,60.7097,0.0117,0,0.2859,66.4209
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S31505198-038.UNKNOWN.cnf,1,4320,4320,4273,4163.2857,4124,4090,4078,4078,0.0463,0,30.3354,30.8469,0.044,0,0.0212,31.7884
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S375894551-007.UNKNOWN.cnf,1,4363,4363,4312,4176.5714,4182,4061,4038,4038,0.0463,0,30.955,31.6269,0.0441,0,0.0276,32.2049
SAT11/random/medium/unif-k7-r89-v80-c7120-S1623694027-006.SATISFIABLE.cnf,1,4549,4549,4452,4408.6,4358,4357,4327,4327,0.0111,0,27.9901,28.4267,0.0111,0,0.0186,28.5137
SAT11/random/medium/unif-k7-r89-v80-c7120-S1901567697-013.UNKNOWN.cnf,1,4514,4514,4504,4418,4413,4344,4315,4315,0.0111,0,27.8808,28.2044,0.0111,0,0.0183,28.42
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S895193371-061.UNKNOWN.cnf,1,4022,4022,3966,3928.5714,3922,3892,3834,3834,0.0366,0,22.463,23.1441,0.0154,0,0.0142,23.4231
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S874954918-011.SATISFIABLE.cnf,1,3984,3984,3910,3823.7143,3791,3776,3726,3726,0.021,0,27.8871,29.3663,0.0112,0,0.0218,31.2851
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S924370159-018-UNKNOWN.cnf,1,140,322,118,116.8571,107,97,74,90,0.0072,0.2711,30.9029,32.2734,0.0025,0.0541,0.3352,34.2843
SAT11/random/medium/unif-k7-r89-v90-c8010-S2014736708-037.SATISFIABLE.cnf,1,4556,4556,4454,4372.2,4293,4280,4278,4278,0.0111,0,30.556,31.0778,0.0111,0,0.0259,31.249
SAT11/random/medium/unif-k7-r89-v80-c7120-S199880667-010.UNKNOWN.cnf,1,4530,4530,4462,4411.8,4408,4357,4302,4302,0.0111,0,28.0041,28.2257,0.0111,0,0.018,28.5038
SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,4588,4588,4517,4487.6,4458,4439,4436,4436,0.011,0,22.5249,22.5787,0.011,0,0.0129,22.6802
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S643238994-057-UNKNOWN.cnf,1,9,15,6,5.2165,5,3,2,3,0.0006,0.5098,55.5,63.2857,0.0002,0.0699,0.4777,82.2434
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1869766438-024.UNKNOWN.cnf,1,4066,4066,4050,4003.8571,4010,3941,3929,3929,0.0353,0.0569,18.2385,18.9747,0.0196,0.0251,0.0119,20.1429
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S379804333-028-UNKNOWN.cnf,1,11,15,8,5.9432,5,3,1,2,0.0006,0.685,51.75,64.25,0.0002,0.0891,0.5383,83.1979
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S899463426-096.UNKNOWN.cnf,1,3826,3826,3734,3689.7143,3699,3629,3577,3577,0.0266,0.0634,33.2303,34.5611,0.0087,0.0267,0.0206,36.0361
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1,4003,4003,3980,3891.4286,3893,3805,3774,3774,0.0288,0,24.795,25.1837,0.0136,0,0.0202,26.2126
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2088689288-085.SATISFIABLE.cnf,1,4050,4050,4036,3908.7143,3875,3845,3743,3743,0.0336,0,24.3399,24.8321,0.0136,0,0.0259,26.7516
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S92008434-079-UNKNOWN.cnf,1,11,22,9,6.7813,6,4,2,3,0.0008,0.6616,49.9091,63.5,0.0003,0.0901,0.5175,81.0534
SAT11/random/large/unif-k5-r20-v1500-c30000-S1305346115-067-UNKNOWN.cnf,1,34,43,29,25.181,24,21,15,18,0.0148,0,55.7391,60.0417,0.0117,0,0.24,65.762
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,4362,4362,4336,4224.1429,4192,4163,4132,4132,0.0466,0.1425,26.915,27.3432,0.0452,0.0595,0.0194,28.0695
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S445191369-092.SATISFIABLE.cnf,1,4504,4504,4483,4394.5714,4358,4335,4321,4321,0.0463,0.3425,18.5133,18.5709,0.0463,0.1473,0.0155,19.0161
SAT11/random/large/unif-k7-r85-v250-c21250-S1116436500-050-UNKNOWN.cnf,1,240,921,214,223.9286,199,178,142,158,0.0117,0,46.4354,47.0904,0.0117,0,0.6263,48.6555
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1,10,16,8,6.3725,6,4,1,3,0.0008,0.6698,47.7143,55.3333,0.0003,0.0906,0.4508,74.6257
SAT11/random/large/unif-k5-r20-v750-c15000-S64285713-004-UNKNOWN.cnf,1,86,124,68,64.4494,60,54,45,49,0.0251,0,45.5441,47.25,0.0207,0,0.2475,50.5573
SAT11/random/medium/unif-k7-r89-v80-c7120-S1639347701-083.SATISFIABLE.cnf,1,4475,4475,4472,4413.6,4406,4377,4338,4338,0.0111,0,28.0547,28.4063,0.0111,0,0.0121,28.4903
SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,4577,4577,4480,4454.4,4445,4410,4360,4360,0.0111,0,25.0936,25.5571,0.0111,0,0.0164,25.6623
SAT11/random/large/unif-k5-r20-v750-c15000-S957625236-045-UNKNOWN.cnf,1,84,127,69,65.2614,62,55,44,49,0.0258,0,46.3077,48.28,0.0207,0,0.2504,51.0479
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1,66,103,54,47.7909,44,38,26,33,0.0034,0,36.4615,38.925,0.0013,0,0.3251,42.0619
SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1,41,71,35,32.011,31,27,18,24,0.0178,0,53.8095,57.3824,0.0137,0,0.256,62.5204
SAT11/random/large/unif-k7-r85-v250-c21250-S381985918-018-UNKNOWN.cnf,1,313,794,245,239.3929,198,187,151,173,0.0117,0,46.3158,48.1209,0.0117,0,0.5141,49.6914
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,4052,4052,4021,3925.5714,3920,3842,3827,3827,0.0279,0,23.7679,25.0392,0.0139,0,0.021,26.4906
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1110880865-004.SATISFIABLE.cnf,1,4391,4391,4239,4103.1429,4037,3994,3988,3988,0.0456,0,33.5832,34.5153,0.0425,0,0.0346,35.9378
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1336161514-068.UNKNOWN.cnf,1,4430,4430,4316,4283.1429,4258,4239,4222,4222,0.0465,0.6433,22.7919,22.8011,0.0459,0.1787,0.0153,23.5531
SAT11/random/medium/unif-k7-r89-v60-c5340-S1831136826-075.UNKNOWN.cnf,1,4619,4619,4502,4503.4,4493,4485,4418,4418,0.011,0,22.2968,22.5398,0.011,0,0.0144,22.6427
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1114532273-035.SATISFIABLE.cnf,1,3906,3906,3887,3809.5714,3838,3773,3634,3634,0.0232,0.0245,28.1707,28.8798,0.0111,0.0152,0.0225,30.1399
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1592669696-022.SATISFIABLE.cnf,1,4258,4258,4237,4099.5714,4045,4038,4032,4032,0.0453,0,33.9285,34.2444,0.0426,0,0.0229,35.4899
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S224791863-033.UNKNOWN.cnf,1,3915,3915,3907,3815.4286,3810,3770,3686,3686,0.0216,0,29.7649,30.5134,0.0102,0,0.0191,32.1957
SAT11/random/medium/unif-k7-r89-v80-c7120-S474185167-033.SATISFIABLE.cnf,1,4545,4545,4456,4416.4,4385,4358,4338,4338,0.0111,0,28.2105,28.3487,0.0111,0,0.0171,28.5736
SAT11/random/medium/unif-k7-r89-v70-c6230-S2045410966-069.SATISFIABLE.cnf,1,4522,4522,4512,4433.2,4393,4384,4355,4355,0.0111,0,25.5792,25.6296,0.0111,0,0.0157,25.7436
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1339958817-007.UNKNOWN.cnf,1,3959,3959,3902,3779.4286,3723,3710,3670,3670,0.0224,0,28.9764,29.9869,0.0101,0,0.0268,32.3752
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1744841484-003.SATISFIABLE.cnf,1,3765,3765,3714,3648.7143,3695,3563,3435,3435,0.0199,0.1162,33.9806,34.025,0.0088,0.0387,0.0287,36.1473
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1386494586-003-UNKNOWN.cnf,1,19,33,15,12.217,11,8,4,7,0.0012,0.1217,43.125,50.5714,0.0004,0.0318,0.4284,59.6007
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S690749326-001.UNKNOWN.cnf,1,3964,3964,3960,3916.5714,3918,3870,3862,3862,0.0319,0,21.327,23.1007,0.0153,0,0.0101,23.8191
SAT11/random/large/unif-k5-r20-v2000-c40000-S922811046-076-UNKNOWN.cnf,1,24,36,20,18.2727,18,15,9,13,0.0122,0,60.4545,66.4706,0.0091,0,0.2464,73.3461
SAT11/random/medium/unif-k7-r89-v90-c8010-S1475406203-080.UNKNOWN.cnf,1,4499,4499,4499,4381.25,4451,4295,4280,4280,0.0111,0,30.6324,31.2588,0.0111,0,0.0218,31.3211
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1694067460-072.UNKNOWN.cnf,1,4037,4037,4016,3850.5714,3852,3723,3715,3715,0.0232,0,26.8871,27.3653,0.0112,0,0.0318,29.303
SAT11/random/medium/unif-k7-r89-v70-c6230-S1960545292-083.UNKNOWN.cnf,1,4582,4582,4476,4441.8,4401,4390,4360,4360,0.0111,0,25.5096,25.6508,0.0111,0,0.018,25.759
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S510739670-068.UNKNOWN.cnf,1,3943,3943,3835,3738.5714,3684,3682,3603,3603,0.0196,0.0212,30.6554,32.5426,0.0094,0.014,0.0284,34.1957
SAT11/random/medium/unif-k7-r89-v60-c5340-S385597856-055.SATISFIABLE.cnf,1,4605,4605,4544,4521.4,4510,4484,4464,4464,0.011,0,22.3918,22.6794,0.011,0,0.011,22.7553
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S890760919-021.SATISFIABLE.cnf,1,3186,3582,2962,1845.9286,1716,922,786,822,0.0165,0.0946,28.4388,29.0426,0.0077,0.0341,0.5536,33.708
SAT11/random/large/unif-k7-r85-v300-c25500-S926861876-013-UNKNOWN.cnf,1,184,313,148,146.3438,137,126,99,113,0.0117,0,48.9403,50.4254,0.0117,0,0.2882,52.079
SAT11/random/large/unif-k5-r20-v1500-c30000-S64154096-097-UNKNOWN.cnf,1,32,58,27,24.7168,24,21,15,19,0.0157,0,54.08,61,0.0117,0,0.2419,66.3107
SAT11/random/large/unif-k5-r20-v1250-c25000-S1103412232-098-UNKNOWN.cnf,1,45,63,34,31.8519,30,26,21,24,0.0176,0,52.3929,57.2188,0.0137,0,0.2509,61.7119
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S471691933-060-UNKNOWN.cnf,1,7,10,5,3.6667,3,2,1,1,0.0005,0.2925,54.8,70.3333,0.0002,0.0473,0.593,100.28
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1,4064,4064,4029,3945,3921,3878,3851,3851,0.0262,0.0617,23.5663,25.6325,0.0132,0.0263,0.0196,25.9852
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,3873,3873,3836,3778.1429,3774,3727,3705,3705,0.0211,0.0384,32.07,32.2526,0.0096,0.0198,0.0147,33.9853
SAT11/random/large/unif-k5-r20-v1500-c30000-S1793954886-065-UNKNOWN.cnf,1,30,56,27,24.1858,24,20,14,17,0.015,0,57.3125,63.9524,0.0117,0,0.2584,68.4821
SAT11/random/medium/unif-k7-r89-v90-c8010-S1828831772-021.SATISFIABLE.cnf,1,4520,4520,4520,4401.75,4421,4364,4302,4302,0.0111,0,30.7844,31.3078,0.0111,0,0.0182,31.3803
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1465579926-097.UNKNOWN.cnf,1,4418,4418,4401,4293.8571,4271,4237,4175,4175,0.0465,0.6134,22.3282,22.7303,0.0459,0.1704,0.019,23.2896
SAT11/random/medium/unif-k7-r89-v70-c6230-S560963242-048.UNKNOWN.cnf,1,4580,4580,4480,4435.2,4395,4365,4356,4356,0.0111,0,25.4337,25.4865,0.0111,0,0.0191,25.724
SAT11/random/medium/unif-k7-r89-v50-c4450-S1082084494-034.UNKNOWN.cnf,1,4599,4599,4561,4555.2,4556,4544,4516,4516,0.011,0,19.3015,19.403,0.011,0,0.0059,19.5631
SAT11/random/large/unif-k5-r20-v1000-c20000-S107009952-009-UNKNOWN.cnf,1,58,86,48,43.3529,41,36,28,33,0.0213,0,50.439,52.5556,0.0165,0,0.2406,56.684
SAT11/random/large/unif-k5-r20-v750-c15000-S3662714-068-UNKNOWN.cnf,1,84,134,72,65.4556,61,55,43,50,0.0268,0,47.8472,49.0417,0.0207,0,0.2569,51.7941
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1,4063,4063,4001,3872,3827,3792,3785,3785,0.021,0,28.386,29.2055,0.011,0,0.0269,30.5291
SAT11/random/large/unif-k7-r85-v300-c25500-S1286362348-008-UNKNOWN.cnf,1,165,309,143,139.2941,129,118,94,107,0.0117,0.0402,49.032,50.313,0.0117,0.0406,0.3031,51.8292
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1023920765-089.SATISFIABLE.cnf,1,3972,3972,3930,3895.4286,3885,3863,3849,3849,0.0283,0,22.2991,23.9974,0.0149,0,0.0103,24.7939
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1514125851-037.UNKNOWN.cnf,1,4066,4066,3970,3883.2857,3867,3823,3754,3754,0.0316,0,25.8617,26.6677,0.0123,0,0.0247,28.2759
SAT11/random/medium/unif-k7-r89-v60-c5340-S969033069-088.SATISFIABLE.cnf,1,4594,4594,4530,4491.2,4478,4452,4402,4402,0.011,0,22.2489,22.6497,0.011,0,0.0147,22.8044
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1,7,12,5,3.7283,3,2,1,1,0.0005,0.3425,59.75,72.3333,0.0002,0.0527,0.5999,96.1626
SAT11/random/medium/unif-k7-r89-v70-c6230-S1351138814-007.SATISFIABLE.cnf,1,4605,4605,4479,4444.4,4411,4402,4325,4325,0.0111,0,25.4811,25.5742,0.0111,0,0.0211,25.8163
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S43885340-006-UNKNOWN.cnf,1,19,32,14,11.6822,11,8,5,6,0.0012,0.3134,48.9091,55.125,0.0004,0.0575,0.4173,65.3405
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1452052526-056.UNKNOWN.cnf,1,4115,4115,4112,4051.5714,4055,4011,3956,3956,0.0447,0,16.7186,17.3745,0.0197,0,0.0127,18.1934
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,27,48,22,18.5,17,14,8,11,0.0017,0.032,42.7059,48.9286,0.0006,0.0142,0.3591,53.9201
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S709804505-031-UNKNOWN.cnf,1,27,43,21,18.5826,17,14,7,12,0.0015,0,41.75,47,0.0006,0,0.3635,54.1087
SAT11/random/large/unif-k5-r20-v2000-c40000-S1993071608-084-UNKNOWN.cnf,1,24,36,21,17.925,17,15,9,13,0.0122,0,60,65.8125,0.0091,0,0.2585,73.9585
SAT11/random/medium/unif-k7-r89-v50-c4450-S1374457799-001.UNKNOWN.cnf,1,4630,4630,4568,4559.8,4550,4546,4505,4505,0.011,0,19.3149,19.6593,0.011,0,0.0089,19.7041
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1741857700-014.UNKNOWN.cnf,1,4458,4458,4386,4292.4286,4252,4233,4222,4222,0.0465,0.6134,22.5391,22.6185,0.0459,0.1704,0.0198,23.2501
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S906725726-060.SATISFIABLE.cnf,1,4444,4444,4421,4399.7143,4409,4366,4355,4355,0.0463,0.5221,18.346,18.3724,0.0462,0.1858,0.0065,18.8073
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1397972185-007.UNKNOWN.cnf,1,4363,4363,4279,4233.4286,4222,4171,4139,4139,0.0466,0.1425,26.3975,26.4645,0.045,0.0595,0.0165,27.6514
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1383380994-043.SATISFIABLE.cnf,1,4068,4068,4039,3853.8571,3797,3742,3718,3718,0.0208,0,29.3627,30.1524,0.0101,0,0.0339,31.9067
SAT11/random/medium/unif-k7-r89-v80-c7120-S1254315629-032.SATISFIABLE.cnf,1,4532,4532,4448,4403.4,4371,4356,4310,4310,0.0111,0,27.907,28.2267,0.0111,0,0.0178,28.4094
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1081907273-083.UNKNOWN.cnf,1,4012,4012,4005,3933.2857,3965,3853,3781,3781,0.0385,0,21.9052,23.0978,0.0156,0,0.02,24.2877
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S89508070-083-UNKNOWN.cnf,1,138,270,116,113.7158,105,93,71,86,0.0061,0.2567,31.3719,32.7021,0.0025,0.0522,0.3386,34.4051
SAT11/random/medium/unif-k7-r89-v60-c5340-S642174893-006.UNKNOWN.cnf,1,4614,4614,4528,4507.2,4493,4464,4437,4437,0.011,0,22.5878,22.7396,0.011,0,0.0136,22.8807
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S707565158-096.SATISFIABLE.cnf,1,4443,4443,4365,4306,4281,4246,4244,4244,0.0465,0.6365,22.8781,22.8825,0.0459,0.1768,0.0158,23.6086
SAT11/random/medium/unif-k7-r89-v60-c5340-S1675230100-032.UNKNOWN.cnf,1,4613,4613,4541,4523,4517,4506,4438,4438,0.011,0,22.3981,22.7445,0.011,0,0.0125,22.8437
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1462223811-042.SATISFIABLE.cnf,1,4034,4034,3975,3922,3937,3852,3812,3812,0.033,0,21.6343,23.5205,0.0151,0,0.0176,24.9319
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S25975519-056.SATISFIABLE.cnf,1,4516,4516,4417,4405.7143,4397,4377,4351,4351,0.0463,0.5548,18.0883,18.3692,0.0462,0.1913,0.0111,18.6596
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S2051088205-036.UNKNOWN.cnf,1,4410,4410,4370,4309.2857,4291,4269,4237,4237,0.0465,0.6293,22.4558,22.7322,0.0458,0.1747,0.0129,23.3564
SAT11/random/medium/unif-k7-r89-v70-c6230-S1805176884-064.UNKNOWN.cnf,1,4589,4589,4514,4458.6,4428,4393,4369,4369,0.0111,0,25.3849,25.523,0.0111,0,0.0183,25.7564
SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1,4649,4649,4595,4568,4570,4527,4499,4499,0.011,0,19.463,19.6172,0.011,0,0.0115,19.7218
SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf,1,105,151,87,82.8462,78,71,54,62,0.0117,0.1683,52.6104,54.9265,0.0117,0.0962,0.2587,57.3688
SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf,1,290,724,218,217.4,186,173,139,152,0.0117,0,46.5665,47.0176,0.0117,0,0.5059,48.9519
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S338979727-056-UNKNOWN.cnf,1,29,40,21,18.5345,17,15,9,13,0.0017,0,42.625,45.6667,0.0006,0,0.3533,52.2324
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1910317962-059.UNKNOWN.cnf,1,4036,4036,3974,3902.2857,3907,3831,3808,3808,0.0295,0,24.8721,25.1893,0.0137,0,0.0199,26.0812
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,3921,3921,3869,3797,3791,3753,3647,3647,0.0217,0.0799,29.6108,31.0727,0.0104,0.0308,0.0212,32.7099
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S183128297-005.SATISFIABLE.cnf,1,4074,4074,4001,3939.4286,3917,3889,3843,3843,0.0265,0,22.8595,23.0008,0.0148,0,0.0179,24.5861
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S118521533-021.UNKNOWN.cnf,1,4372,4372,4336,4214.2857,4166,4138,4118,4118,0.0466,0.1425,26.5717,26.7086,0.045,0.0595,0.0219,27.696
SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf,1,4671,4671,4610,4581,4567,4546,4511,4511,0.011,0,19.4261,19.7098,0.011,0,0.0121,19.8139
