@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC

@DATA
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf00.01X-QBF.BB1-01X.BB2-01X.BB3-01X.with-IOC.unfold-010-shuffled,1,0.581874,0.304421
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-007-shuffled,1,0.515498,0.326662
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-002-shuffled,1,0.564706,0.309191
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-004-shuffled,1,0.5274,0.321902
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-003-shuffled,1,0.527745,0.321574
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-009-shuffled,1,0.50619,0.329473
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-005-shuffled,1,0.509098,0.328303
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.502997,0.330601
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.520087,0.323152
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-002-shuffled,1,0.551117,0.313812
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-006-shuffled,1,0.510326,0.327858
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-002-shuffled,1,0.543881,0.316119
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-005-shuffled,1,0.508017,0.328987
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.505901,0.330171
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.537077,0.317612
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.500587,0.331648
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-003-shuffled,1,0.514998,0.333275
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-004-shuffled,1,0.524501,0.320236
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-009-shuffled,1,0.505029,0.329063
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-003-shuffled,1,0.51707,0.321629
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-005-shuffled,1,0.505452,0.328103
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.526159,0.320904
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-005-shuffled,1,0.51017,0.327708
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.503655,0.330348
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.501827,0.331071
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.503088,0.330516
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.53401,0.313494
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.513884,0.324537
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-009-shuffled,1,0.499798,0.331656
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-005-shuffled,1,0.503302,0.333319
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf00.01X-QBF.BB1-01X.BB2-01X.BB3-01X.with-IOC.unfold-010-shuffled,1,0.599495,0.294955
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-002-shuffled,1,0.57623,0.302049
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-009-shuffled,1,0.508388,0.328287
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-003-shuffled,1,0.54358,0.312658
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.583605,0.302202
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-005-shuffled,1,0.51154,0.32693
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.528422,0.318761
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.542173,0.308946
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.516708,0.322417
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-007-shuffled,1,0.501541,0.333326
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-003-shuffled,1,0.523387,0.313278
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-006-shuffled,1,0.505741,0.325854
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-008-shuffled,1,0.50273,0.328148
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-009-shuffled,1,0.505357,0.327513
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-004-shuffled,1,0.50721,0.324962
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-007-shuffled,1,0.500827,0.329675
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-004-shuffled,1,0.522971,0.319996
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.505087,0.328967
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-004-shuffled,1,0.508233,0.325951
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.501852,0.329985
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.500977,0.330511
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-009-shuffled,1,0.500329,0.330896
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.49983,0.33119
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.547215,0.304681
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.52257,0.319697
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.504025,0.329499
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.510661,0.323965
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-006-shuffled,1,0.501297,0.330306
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-008-shuffled,1,0.499912,0.333328
BLOCKS3i.5.3-shuffled,1,0.44018,0.45332
BLOCKS3ii.5.2-shuffled,1,0.494644,0.388992
BLOCKS3iii.5-shuffled,1,0.413624,0.140599
BLOCKS4ii.7.2-shuffled,1,0.354157,0.292749
BLOCKS4iii.7-shuffled,1,0.251172,0.092011
blocks_enc_2_b3_ser--opt-9_-shuffled,1,0.466005,0.301922
blocks_enc_2_b4_ser--opt-26_-shuffled,1,0.309172,0.197129
c1_BMC_p1_k2048-shuffled,1,0.790047,0.248582
c1_BMC_p2_k1024-shuffled,1,0.77792,0.261124
c1_BMC_p2_k128-shuffled,1,0.641429,0.402277
c1_BMC_p2_k8-shuffled,1,0.448856,0.634657
c2_Debug_s5_f1_e1_v3-shuffled,1,0.101979,0.956197
c3_BMC_p1_k256-shuffled,1,0.634249,0.367935
c3_BMC_p2_k1024-shuffled,1,0.714365,0.279523
c3_BMC_p2_k2048-shuffled,1,0.729838,0.262448
c3_BMC_p2_k512-shuffled,1,0.68539,0.311498
c3_Debug_s3_f2_e2_v2-shuffled,1,0.025715,0.912075
C432.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.638638,0.223767
C432.blif_0.10_0.20_0_1_out_exact-shuffled,1,0.639139,0.223456
C432.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.640232,0.219858
C432.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.641339,0.219575
C499.blif_0.10_0.20_0_0_inp_exact,1,0.754791,0.327728
C499.blif_0.10_0.20_0_0_out_exact,1,0.749687,0.34183
C499.blif_0.10_0.20_0_1_out_exact,1,0.749687,0.34183
C499.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.7471,0.33256
C499.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.746315,0.333592
c4_BMC_p1_k1024-shuffled,1,0.712275,0.299671
c4_BMC_p1_k2048-shuffled,1,0.724213,0.286811
c4_BMC_p1_k512-shuffled,1,0.689598,0.324102
c4_BMC_p2_k2048-shuffled,1,0.724213,0.286811
c4_Debug_s3_f1_e1_v3-shuffled,1,0.001866,0.998997
c4_Debug_s3_f1_e2_v3-shuffled,1,0.001868,0.998997
c4_Debug_s3_f2_e1_v3-shuffled,1,0.106721,0.581431
C5315.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.592788,0.211832
C5315.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.585606,0.216053
C5315.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.592775,0.211803
C5315.blif_0.10_0.20_0_1_out_exact-shuffled,1,0.585594,0.216022
C5315.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.585095,0.214314
C5315.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.584986,0.21437
C5315.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.585161,0.214314
c5_BMC_p1_k32-shuffled,1,0.537325,0.566464
C6288.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.374071,0.336524
C6288.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.375505,0.335352
C6288.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.375595,0.335303
C6288.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.373353,0.33644
c6_BMC_p1_k1024-shuffled,1,0.755096,0.283393
c6_BMC_p1_k256-shuffled,1,0.722999,0.316645
c6_BMC_p2_k128-shuffled,1,0.684392,0.356642
c6_BMC_p2_k2048-shuffled,1,0.760738,0.277549
c6_BMC_p2_k64-shuffled,1,0.618828,0.424566
C880.blif_0.10_0.20_0_0_inp_exact,1,0.58888,0.248109
C880.blif_0.10_0.20_0_0_out_exact,1,0.572866,0.256844
C880.blif_0.10_0.20_0_1_inp_exact,1,0.589259,0.248109
C880.blif_0.10_0.20_0_1_out_exact,1,0.572866,0.256844
C880.blif_0.10_1.00_0_0_inp_exact,1,0.58046,0.254789
C880.blif_0.10_1.00_0_0_out_exact,1,0.571821,0.259419
C880.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.572214,0.259419
CHAIN23v.24-shuffled,1,0.380257,0.107613
cmu.dme1.B-f2,1,0.533359,0.333203
cmu.dme1.B-f3,1,0.523128,0.33326
cmu.dme1.B-f4-shuffled,1,0.517799,0.333284
cmu.dme2.B-f2,1,0.513449,0.333234
cmu.periodic.N-d2-shuffled,1,0.448053,0.33331
cmu.periodic.N-d4-shuffled,1,0.446944,0.333323
cmu.periodic.N-f4-shuffled,1,0.447843,0.333324
comp.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.677497,0.269555
comp.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.665083,0.275534
connect_5x4_3_R-shuffled,1,0.772453,0.981203
connect_5x4_4_W-shuffled,1,0.777199,0.97723
connect_6x5_4_D-shuffled,1,0.786262,0.985032
connect_6x5_5_R-shuffled,1,0.783869,0.981946
connect_7x6_4_R-shuffled,1,0.791489,0.989133
connect_7x6_6_W-shuffled,1,0.788304,0.985066
connect_8x7_3_D-shuffled,1,0.77845,0.992032
connect_8x7_7_D-shuffled,1,0.791676,0.987274
connect_9x8_3_R-shuffled,1,0.779291,0.993396
connect_9x8_6_D-shuffled,1,0.810841,0.991929
connect_9x8_8_D-shuffled,1,0.794156,0.988921
Core1108_tbm_02.tex.moduleQ3.2S.000007,1,0.285054,0.719164
Core1108_tbm_02.tex.moduleQ3.2S.000015,1,0.283615,0.720612
Core1108_tbm_02.tex.moduleQ3.2S.000026,1,0.290753,0.713432
Core1108_tbm_02.tex.moduleQ3.2S.000056,1,0.284335,0.719887
Core1108_tbm_02.tex.moduleQ3.2S.000077,1,0.285054,0.719164
Core1108_tbm_02.tex.moduleQ3.2S.000095,1,0.287915,0.716287
Core1108_tbm_02.tex.moduleQ3.2S.000098,1,0.289337,0.714856
Core1108_tbm_02.tex.moduleQ3.2S.000099,1,0.287202,0.717004
Core1108_tbm_02.tex.moduleQ3.2S.000108,1,0.287202,0.717004
Core1108_tbm_03.tex.module.000003,1,0.443893,0.562066
Core1108_tbm_03.tex.module.000019,1,0.433371,0.573348
Core1108_tbm_03.tex.module.000021,1,0.43178,0.574958
Core1108_tbm_03.tex.module.000023,1,0.433371,0.573348
Core1108_tbm_03.tex.module.000031,1,0.439646,0.566999
Core1108_tbm_03.tex.module.000034,1,0.438724,0.567991
Core1108_tbm_03.tex.module.000037,1,0.435838,0.571098
Core1108_tbm_03.tex.module.000038,1,0.434833,0.57218
Core1108_tbm_03.tex.module.000039,1,0.434833,0.57218
Core1108_tbm_03.tex.module.000048,1,0.433806,0.573286
Core1108_tbm_03.tex.module.000056,1,0.429455,0.57797
Core1108_tbm_03.tex.module.000057,1,0.428303,0.579211
Core1108_tbm_03.tex.module.000058,1,0.427123,0.580482
Core1108_tbm_03.tex.module.000064,1,0.425914,0.581783
Core1108_tbm_03.tex.module.000065,1,0.424675,0.583117
Core1108_tbm_03.tex.module.000090,1,0.419399,0.588798
Core1108_tbm_03.tex.module.000092,1,0.417993,0.590311
Core1108_tbm_03.tex.moduleQ3.2S.000002,1,0.289812,0.714777
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,0.291438,0.713141
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,0.293056,0.711512
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,0.290626,0.713958
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,0.289812,0.714777
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,0.293056,0.711512
Core1108_tbm_09.tex.module.000008,1,0.47707,0.526392
Core1108_tbm_09.tex.module.000009,1,0.47707,0.526392
Core1108_tbm_09.tex.module.000010,1,0.47707,0.526392
Core1108_tbm_09.tex.module.000028,1,0.466197,0.538028
Core1108_tbm_09.tex.module.000033,1,0.462345,0.542151
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,0.25654,0.746193
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,0.255086,0.747653
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,0.25654,0.746193
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,0.25654,0.746193
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,0.258711,0.744014
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,0.25654,0.746193
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,0.25654,0.746193
Core1108_tbm_21.tex.module.000008,1,0.445703,0.559962
Core1108_tbm_21.tex.module.000009,1,0.445703,0.559962
Core1108_tbm_21.tex.module.000010,1,0.445703,0.559962
Core1108_tbm_21.tex.module.000014,1,0.438624,0.56754
Core1108_tbm_21.tex.module.000017,1,0.438624,0.56754
Core1108_tbm_21.tex.module.000023,1,0.43018,0.576577
Core1108_tbm_21.tex.module.000026,1,0.43018,0.576577
Core1108_tbm_21.tex.module.000027,1,0.43018,0.576577
Core1108_tbm_21.tex.module.000030,1,0.436526,0.570156
Core1108_tbm_21.tex.module.000091,1,0.400624,0.60873
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,0.30284,0.701583
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,0.296288,0.708177
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,0.297937,0.706517
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,0.301213,0.70322
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,0.297937,0.706517
Core1108_tbm_21.tex.moduleQ3.2S.000019,1,0.297937,0.706517
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,0.297937,0.706517
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,0.296288,0.708177
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,0.278547,0.726156
counter_16,1,0.509657,0.980459
counter_32-shuffled,1,0.504855,0.990231
counter_8-shuffled,1,0.519116,0.960918
counter_e_16,1,0.50296,0.981583
counter_e_8-shuffled,1,0.507558,0.964996
counter_r_16,1,0.507591,0.977998
counter_r_8-shuffled,1,0.514812,0.958367
counter_re_16,1,0.501169,0.978746
cube_c11_par---13_-shuffled,1,0.079489,0.938092
cube_c3_ser--opt-6_-shuffled,1,0.418129,0.628655
cube_c5_ser---14_-shuffled,1,0.348752,0.701152
cube_c7_ser---23_-shuffled,1,0.286996,0.758639
cube_c9_par--opt-11_-shuffled,1,0.113125,0.912498
eijk.S1238.S-d3-shuffled,1,0.590004,0.333198
eijk.S1423.S-d4-shuffled,1,0.56478,0.333302
eijk.S208o.S-d4-shuffled,1,0.577358,0.332075
eijk.S208o.S-f4-shuffled,1,0.57766,0.333256
eijk.S298.S-f2-shuffled,1,0.570985,0.333204
eijk.S298.S-f4,1,0.565034,0.333279
eijk.S344.S-f3,1,0.55032,0.333276
eijk.S349.S-f3,1,0.547335,0.333275
eijk.S382.S-f4-shuffled,1,0.556936,0.333288
eijk.S386.S-f2,1,0.582242,0.333265
eijk.S420.S-f2,1,0.600245,0.333265
eijk.S526.S-f4-shuffled,1,0.571192,0.333303
eijk.S641.S-f2,1,0.587594,0.333277
eijk.S713.S-f2,1,0.587863,0.333278
emptyroom_e3_ser---19_-shuffled,1,0.462394,0.627428
emptyroom_e3_ser--opt-20_-shuffled,1,0.466115,0.624244
emptyroom_e4_par---21_-shuffled,1,0.327981,0.74168
emptyroom_e4_ser--opt-44_-shuffled,1,0.415254,0.666256
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,0.299842,0.877038
