@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC

@DATA
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-004-shuffled,1,0.508233
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.501852
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.500977
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-009-shuffled,1,0.500329
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.49983
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.547215
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.52257
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.504025
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.510661
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-006-shuffled,1,0.501297
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-008-shuffled,1,0.499912
BLOCKS3i.5.3-shuffled,1,0.44018
BLOCKS3ii.5.2-shuffled,1,0.494644
BLOCKS3iii.5-shuffled,1,0.413624
BLOCKS4ii.7.2-shuffled,1,0.354157
BLOCKS4iii.7-shuffled,1,0.251172
blocks_enc_2_b3_ser--opt-9_-shuffled,1,0.466005
blocks_enc_2_b4_ser--opt-26_-shuffled,1,0.309172
c1_BMC_p1_k2048-shuffled,1,0.790047
c1_BMC_p2_k1024-shuffled,1,0.77792
c1_BMC_p2_k128-shuffled,1,0.641429
c1_BMC_p2_k8-shuffled,1,0.448856
c2_Debug_s5_f1_e1_v3-shuffled,1,0.101979
c3_BMC_p1_k256-shuffled,1,0.634249
c3_BMC_p2_k1024-shuffled,1,0.714365
c3_BMC_p2_k2048-shuffled,1,0.729838
c3_BMC_p2_k512-shuffled,1,0.68539
c3_Debug_s3_f2_e2_v2-shuffled,1,0.025715
C432.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.638638
C432.blif_0.10_0.20_0_1_out_exact-shuffled,1,0.639139
C432.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.640232
C432.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.641339
C499.blif_0.10_0.20_0_0_inp_exact,1,0.754791
C499.blif_0.10_0.20_0_0_out_exact,1,0.749687
C499.blif_0.10_0.20_0_1_out_exact,1,0.749687
C499.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.7471
C499.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.746315
c4_BMC_p1_k1024-shuffled,1,0.712275
c4_BMC_p1_k2048-shuffled,1,0.724213
c4_BMC_p1_k512-shuffled,1,0.689598
c4_BMC_p2_k2048-shuffled,1,0.724213
c4_Debug_s3_f1_e1_v3-shuffled,1,0.001866
c4_Debug_s3_f1_e2_v3-shuffled,1,0.001868
c4_Debug_s3_f2_e1_v3-shuffled,1,0.106721
C5315.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.592788
C5315.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.585606
C5315.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.592775
C5315.blif_0.10_0.20_0_1_out_exact-shuffled,1,0.585594
C5315.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.585095
C5315.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.584986
C5315.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.585161
c5_BMC_p1_k32-shuffled,1,0.537325
C6288.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.374071
C6288.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.375505
C6288.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.375595
C6288.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.373353
c6_BMC_p1_k1024-shuffled,1,0.755096
c6_BMC_p1_k256-shuffled,1,0.722999
c6_BMC_p2_k128-shuffled,1,0.684392
c6_BMC_p2_k2048-shuffled,1,0.760738
c6_BMC_p2_k64-shuffled,1,0.618828
C880.blif_0.10_0.20_0_0_inp_exact,1,0.58888
C880.blif_0.10_0.20_0_0_out_exact,1,0.572866
C880.blif_0.10_0.20_0_1_inp_exact,1,0.589259
C880.blif_0.10_0.20_0_1_out_exact,1,0.572866
C880.blif_0.10_1.00_0_0_inp_exact,1,0.58046
C880.blif_0.10_1.00_0_0_out_exact,1,0.571821
C880.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.572214
CHAIN23v.24-shuffled,1,0.380257
cmu.dme1.B-f2,1,0.533359
cmu.dme1.B-f3,1,0.523128
cmu.dme1.B-f4-shuffled,1,0.517799
cmu.dme2.B-f2,1,0.513449
cmu.periodic.N-d2-shuffled,1,0.448053
cmu.periodic.N-d4-shuffled,1,0.446944
cmu.periodic.N-f4-shuffled,1,0.447843
comp.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.677497
comp.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.665083
connect_5x4_3_R-shuffled,1,0.772453
connect_5x4_4_W-shuffled,1,0.777199
connect_6x5_4_D-shuffled,1,0.786262
connect_6x5_5_R-shuffled,1,0.783869
connect_7x6_4_R-shuffled,1,0.791489
connect_7x6_6_W-shuffled,1,0.788304
connect_8x7_3_D-shuffled,1,0.77845
connect_8x7_7_D-shuffled,1,0.791676
connect_9x8_3_R-shuffled,1,0.779291
connect_9x8_6_D-shuffled,1,0.810841
connect_9x8_8_D-shuffled,1,0.794156
Core1108_tbm_02.tex.moduleQ3.2S.000007,1,0.285054
Core1108_tbm_02.tex.moduleQ3.2S.000015,1,0.283615
Core1108_tbm_02.tex.moduleQ3.2S.000026,1,0.290753
Core1108_tbm_02.tex.moduleQ3.2S.000056,1,0.284335
Core1108_tbm_02.tex.moduleQ3.2S.000077,1,0.285054
Core1108_tbm_02.tex.moduleQ3.2S.000095,1,0.287915
Core1108_tbm_02.tex.moduleQ3.2S.000098,1,0.289337
Core1108_tbm_02.tex.moduleQ3.2S.000099,1,0.287202
Core1108_tbm_02.tex.moduleQ3.2S.000108,1,0.287202
Core1108_tbm_03.tex.module.000003,1,0.443893
Core1108_tbm_03.tex.module.000019,1,0.433371
Core1108_tbm_03.tex.module.000021,1,0.43178
Core1108_tbm_03.tex.module.000023,1,0.433371
Core1108_tbm_03.tex.module.000031,1,0.439646
Core1108_tbm_03.tex.module.000034,1,0.438724
Core1108_tbm_03.tex.module.000037,1,0.435838
Core1108_tbm_03.tex.module.000038,1,0.434833
Core1108_tbm_03.tex.module.000039,1,0.434833
Core1108_tbm_03.tex.module.000048,1,0.433806
Core1108_tbm_03.tex.module.000056,1,0.429455
Core1108_tbm_03.tex.module.000057,1,0.428303
Core1108_tbm_03.tex.module.000058,1,0.427123
Core1108_tbm_03.tex.module.000064,1,0.425914
Core1108_tbm_03.tex.module.000065,1,0.424675
Core1108_tbm_03.tex.module.000090,1,0.419399
Core1108_tbm_03.tex.module.000092,1,0.417993
Core1108_tbm_03.tex.moduleQ3.2S.000002,1,0.289812
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,0.291438
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,0.293056
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,0.290626
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,0.289812
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,0.293056
Core1108_tbm_09.tex.module.000008,1,0.47707
Core1108_tbm_09.tex.module.000009,1,0.47707
Core1108_tbm_09.tex.module.000010,1,0.47707
Core1108_tbm_09.tex.module.000028,1,0.466197
Core1108_tbm_09.tex.module.000033,1,0.462345
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,0.25654
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,0.255086
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,0.25654
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,0.25654
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,0.258711
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,0.25654
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,0.25654
Core1108_tbm_21.tex.module.000008,1,0.445703
Core1108_tbm_21.tex.module.000009,1,0.445703
Core1108_tbm_21.tex.module.000010,1,0.445703
Core1108_tbm_21.tex.module.000014,1,0.438624
Core1108_tbm_21.tex.module.000017,1,0.438624
Core1108_tbm_21.tex.module.000023,1,0.43018
Core1108_tbm_21.tex.module.000026,1,0.43018
Core1108_tbm_21.tex.module.000027,1,0.43018
Core1108_tbm_21.tex.module.000030,1,0.436526
Core1108_tbm_21.tex.module.000091,1,0.400624
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,0.30284
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,0.296288
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,0.297937
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,0.301213
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,0.297937
Core1108_tbm_21.tex.moduleQ3.2S.000019,1,0.297937
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,0.297937
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,0.296288
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,0.278547
counter_16,1,0.509657
counter_32-shuffled,1,0.504855
counter_8-shuffled,1,0.519116
counter_e_16,1,0.50296
counter_e_8-shuffled,1,0.507558
counter_r_16,1,0.507591
counter_r_8-shuffled,1,0.514812
counter_re_16,1,0.501169
cube_c11_par---13_-shuffled,1,0.079489
cube_c3_ser--opt-6_-shuffled,1,0.418129
cube_c5_ser---14_-shuffled,1,0.348752
cube_c7_ser---23_-shuffled,1,0.286996
cube_c9_par--opt-11_-shuffled,1,0.113125
eijk.S1238.S-d3-shuffled,1,0.590004
eijk.S1423.S-d4-shuffled,1,0.56478
eijk.S208o.S-d4-shuffled,1,0.577358
eijk.S208o.S-f4-shuffled,1,0.57766
eijk.S298.S-f2-shuffled,1,0.570985
eijk.S298.S-f4,1,0.565034
eijk.S344.S-f3,1,0.55032
eijk.S349.S-f3,1,0.547335
eijk.S382.S-f4-shuffled,1,0.556936
eijk.S386.S-f2,1,0.582242
eijk.S420.S-f2,1,0.600245
eijk.S526.S-f4-shuffled,1,0.571192
eijk.S641.S-f2,1,0.587594
eijk.S713.S-f2,1,0.587863
emptyroom_e3_ser---19_-shuffled,1,0.462394
emptyroom_e3_ser--opt-20_-shuffled,1,0.466115
emptyroom_e4_par---21_-shuffled,1,0.327981
emptyroom_e4_ser--opt-44_-shuffled,1,0.415254
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,0.299842
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,0.304408
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,0.307772
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,0.521307
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,0.310352
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,0.518028
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,0.265
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,0.283081
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.520068
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.293286
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.480449
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.480988
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.481388
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.476428
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.220066
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.237795
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.47596
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.476476
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.477386
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.472108
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.474087
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.475223
f600-00-shuffled,1,0.523087
ii32c1-00,1,0.798108
ii32c1-50-shuffled,1,0.803578
ii32e1-00-shuffled,1,0.805541
ii32e1-50-shuffled,1,0.811766
ii8a1-00-shuffled,1,0.655048
ii8a1-90-shuffled,1,0.65184
ii8a3-90,1,0.682878
ii8c1-90-shuffled,1,0.664625
ii8d1-00-shuffled,1,0.660599
impl18-shuffled,1,0.506849
irst.dme4.B-d4-shuffled,1,0.560229
irst.dme5.B-d4-shuffled,1,0.559827
jnh1-50-shuffled,1,0.46949
jnh207-90-shuffled,1,0.451166
jnh218-00-shuffled,1,0.4634
jnh218-90-shuffled,1,0.451797
k3_1_2-shuffled,1,0.678771
k4_2_2-shuffled,1,0.706545
k5_2_2,1,0.730106
k5_3_2-shuffled,1,0.719739
k_branch_n-20-shuffled,1,0.476193
k_branch_n-4-shuffled,1,0.7154
k_branch_n-5-shuffled,1,0.690501
k_branch_n-6,1,0.667212
k_branch_n-7,1,0.645416
k_branch_n-8-shuffled,1,0.635663
k_branch_p-11-shuffled,1,0.582205
k_branch_p-14-shuffled,1,0.536999
k_branch_p-16-shuffled,1,0.521902
k_branch_p-17-shuffled,1,0.509674
k_branch_p-4-shuffled,1,0.715511
k_branch_p-6-shuffled,1,0.667272
k_branch_p-8-shuffled,1,0.635699
k_d4_n-11-shuffled,1,0.660931
k_d4_n-14-shuffled,1,0.65904
k_d4_n-15-shuffled,1,0.658577
