@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC

@DATA
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1980330668-030.SATISFIABLE.cnf,1,4408,4408,4350,4302.2857,4276,4256,4253,4253
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S64788608-008-UNKNOWN.cnf,1,7,12,6,4.3256,4,3,1,1
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S913491256-073-UNKNOWN.cnf,1,9,14,7,5.2667,5,3,1,2
SAT11/random/large/unif-k5-r20-v1500-c30000-S303265982-092-UNKNOWN.cnf,1,36,48,31,26.0924,24,20,15,18
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S31505198-038.UNKNOWN.cnf,1,4320,4320,4273,4163.2857,4124,4090,4078,4078
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S375894551-007.UNKNOWN.cnf,1,4363,4363,4312,4176.5714,4182,4061,4038,4038
SAT11/random/medium/unif-k7-r89-v80-c7120-S1623694027-006.SATISFIABLE.cnf,1,4549,4549,4452,4408.6,4358,4357,4327,4327
SAT11/random/medium/unif-k7-r89-v80-c7120-S1901567697-013.UNKNOWN.cnf,1,4514,4514,4504,4418,4413,4344,4315,4315
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S895193371-061.UNKNOWN.cnf,1,4022,4022,3966,3928.5714,3922,3892,3834,3834
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S874954918-011.SATISFIABLE.cnf,1,3984,3984,3910,3823.7143,3791,3776,3726,3726
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S924370159-018-UNKNOWN.cnf,1,140,322,118,116.8571,107,97,74,90
SAT11/random/medium/unif-k7-r89-v90-c8010-S2014736708-037.SATISFIABLE.cnf,1,4556,4556,4454,4372.2,4293,4280,4278,4278
SAT11/random/medium/unif-k7-r89-v80-c7120-S199880667-010.UNKNOWN.cnf,1,4530,4530,4462,4411.8,4408,4357,4302,4302
SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,4588,4588,4517,4487.6,4458,4439,4436,4436
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S643238994-057-UNKNOWN.cnf,1,9,15,6,5.2165,5,3,2,3
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1869766438-024.UNKNOWN.cnf,1,4066,4066,4050,4003.8571,4010,3941,3929,3929
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S379804333-028-UNKNOWN.cnf,1,11,15,8,5.9432,5,3,1,2
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S899463426-096.UNKNOWN.cnf,1,3826,3826,3734,3689.7143,3699,3629,3577,3577
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1,4003,4003,3980,3891.4286,3893,3805,3774,3774
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2088689288-085.SATISFIABLE.cnf,1,4050,4050,4036,3908.7143,3875,3845,3743,3743
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S92008434-079-UNKNOWN.cnf,1,11,22,9,6.7813,6,4,2,3
SAT11/random/large/unif-k5-r20-v1500-c30000-S1305346115-067-UNKNOWN.cnf,1,34,43,29,25.181,24,21,15,18
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,4362,4362,4336,4224.1429,4192,4163,4132,4132
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S445191369-092.SATISFIABLE.cnf,1,4504,4504,4483,4394.5714,4358,4335,4321,4321
SAT11/random/large/unif-k7-r85-v250-c21250-S1116436500-050-UNKNOWN.cnf,1,240,921,214,223.9286,199,178,142,158
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1,10,16,8,6.3725,6,4,1,3
SAT11/random/large/unif-k5-r20-v750-c15000-S64285713-004-UNKNOWN.cnf,1,86,124,68,64.4494,60,54,45,49
SAT11/random/medium/unif-k7-r89-v80-c7120-S1639347701-083.SATISFIABLE.cnf,1,4475,4475,4472,4413.6,4406,4377,4338,4338
SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,4577,4577,4480,4454.4,4445,4410,4360,4360
SAT11/random/large/unif-k5-r20-v750-c15000-S957625236-045-UNKNOWN.cnf,1,84,127,69,65.2614,62,55,44,49
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1,66,103,54,47.7909,44,38,26,33
SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1,41,71,35,32.011,31,27,18,24
SAT11/random/large/unif-k7-r85-v250-c21250-S381985918-018-UNKNOWN.cnf,1,313,794,245,239.3929,198,187,151,173
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,4052,4052,4021,3925.5714,3920,3842,3827,3827
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1110880865-004.SATISFIABLE.cnf,1,4391,4391,4239,4103.1429,4037,3994,3988,3988
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1336161514-068.UNKNOWN.cnf,1,4430,4430,4316,4283.1429,4258,4239,4222,4222
SAT11/random/medium/unif-k7-r89-v60-c5340-S1831136826-075.UNKNOWN.cnf,1,4619,4619,4502,4503.4,4493,4485,4418,4418
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1114532273-035.SATISFIABLE.cnf,1,3906,3906,3887,3809.5714,3838,3773,3634,3634
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1592669696-022.SATISFIABLE.cnf,1,4258,4258,4237,4099.5714,4045,4038,4032,4032
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S224791863-033.UNKNOWN.cnf,1,3915,3915,3907,3815.4286,3810,3770,3686,3686
SAT11/random/medium/unif-k7-r89-v80-c7120-S474185167-033.SATISFIABLE.cnf,1,4545,4545,4456,4416.4,4385,4358,4338,4338
SAT11/random/medium/unif-k7-r89-v70-c6230-S2045410966-069.SATISFIABLE.cnf,1,4522,4522,4512,4433.2,4393,4384,4355,4355
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1339958817-007.UNKNOWN.cnf,1,3959,3959,3902,3779.4286,3723,3710,3670,3670
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1744841484-003.SATISFIABLE.cnf,1,3765,3765,3714,3648.7143,3695,3563,3435,3435
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1386494586-003-UNKNOWN.cnf,1,19,33,15,12.217,11,8,4,7
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S690749326-001.UNKNOWN.cnf,1,3964,3964,3960,3916.5714,3918,3870,3862,3862
SAT11/random/large/unif-k5-r20-v2000-c40000-S922811046-076-UNKNOWN.cnf,1,24,36,20,18.2727,18,15,9,13
SAT11/random/medium/unif-k7-r89-v90-c8010-S1475406203-080.UNKNOWN.cnf,1,4499,4499,4499,4381.25,4451,4295,4280,4280
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1694067460-072.UNKNOWN.cnf,1,4037,4037,4016,3850.5714,3852,3723,3715,3715
SAT11/random/medium/unif-k7-r89-v70-c6230-S1960545292-083.UNKNOWN.cnf,1,4582,4582,4476,4441.8,4401,4390,4360,4360
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S510739670-068.UNKNOWN.cnf,1,3943,3943,3835,3738.5714,3684,3682,3603,3603
SAT11/random/medium/unif-k7-r89-v60-c5340-S385597856-055.SATISFIABLE.cnf,1,4605,4605,4544,4521.4,4510,4484,4464,4464
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S890760919-021.SATISFIABLE.cnf,1,3186,3582,2962,1845.9286,1716,922,786,822
SAT11/random/large/unif-k7-r85-v300-c25500-S926861876-013-UNKNOWN.cnf,1,184,313,148,146.3438,137,126,99,113
SAT11/random/large/unif-k5-r20-v1500-c30000-S64154096-097-UNKNOWN.cnf,1,32,58,27,24.7168,24,21,15,19
SAT11/random/large/unif-k5-r20-v1250-c25000-S1103412232-098-UNKNOWN.cnf,1,45,63,34,31.8519,30,26,21,24
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S471691933-060-UNKNOWN.cnf,1,7,10,5,3.6667,3,2,1,1
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1,4064,4064,4029,3945,3921,3878,3851,3851
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,3873,3873,3836,3778.1429,3774,3727,3705,3705
SAT11/random/large/unif-k5-r20-v1500-c30000-S1793954886-065-UNKNOWN.cnf,1,30,56,27,24.1858,24,20,14,17
SAT11/random/medium/unif-k7-r89-v90-c8010-S1828831772-021.SATISFIABLE.cnf,1,4520,4520,4520,4401.75,4421,4364,4302,4302
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1465579926-097.UNKNOWN.cnf,1,4418,4418,4401,4293.8571,4271,4237,4175,4175
SAT11/random/medium/unif-k7-r89-v70-c6230-S560963242-048.UNKNOWN.cnf,1,4580,4580,4480,4435.2,4395,4365,4356,4356
SAT11/random/medium/unif-k7-r89-v50-c4450-S1082084494-034.UNKNOWN.cnf,1,4599,4599,4561,4555.2,4556,4544,4516,4516
SAT11/random/large/unif-k5-r20-v1000-c20000-S107009952-009-UNKNOWN.cnf,1,58,86,48,43.3529,41,36,28,33
SAT11/random/large/unif-k5-r20-v750-c15000-S3662714-068-UNKNOWN.cnf,1,84,134,72,65.4556,61,55,43,50
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1,4063,4063,4001,3872,3827,3792,3785,3785
SAT11/random/large/unif-k7-r85-v300-c25500-S1286362348-008-UNKNOWN.cnf,1,165,309,143,139.2941,129,118,94,107
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1023920765-089.SATISFIABLE.cnf,1,3972,3972,3930,3895.4286,3885,3863,3849,3849
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1514125851-037.UNKNOWN.cnf,1,4066,4066,3970,3883.2857,3867,3823,3754,3754
SAT11/random/medium/unif-k7-r89-v60-c5340-S969033069-088.SATISFIABLE.cnf,1,4594,4594,4530,4491.2,4478,4452,4402,4402
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1,7,12,5,3.7283,3,2,1,1
SAT11/random/medium/unif-k7-r89-v70-c6230-S1351138814-007.SATISFIABLE.cnf,1,4605,4605,4479,4444.4,4411,4402,4325,4325
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S43885340-006-UNKNOWN.cnf,1,19,32,14,11.6822,11,8,5,6
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1452052526-056.UNKNOWN.cnf,1,4115,4115,4112,4051.5714,4055,4011,3956,3956
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,27,48,22,18.5,17,14,8,11
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S709804505-031-UNKNOWN.cnf,1,27,43,21,18.5826,17,14,7,12
SAT11/random/large/unif-k5-r20-v2000-c40000-S1993071608-084-UNKNOWN.cnf,1,24,36,21,17.925,17,15,9,13
SAT11/random/medium/unif-k7-r89-v50-c4450-S1374457799-001.UNKNOWN.cnf,1,4630,4630,4568,4559.8,4550,4546,4505,4505
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1741857700-014.UNKNOWN.cnf,1,4458,4458,4386,4292.4286,4252,4233,4222,4222
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S906725726-060.SATISFIABLE.cnf,1,4444,4444,4421,4399.7143,4409,4366,4355,4355
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1397972185-007.UNKNOWN.cnf,1,4363,4363,4279,4233.4286,4222,4171,4139,4139
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1383380994-043.SATISFIABLE.cnf,1,4068,4068,4039,3853.8571,3797,3742,3718,3718
SAT11/random/medium/unif-k7-r89-v80-c7120-S1254315629-032.SATISFIABLE.cnf,1,4532,4532,4448,4403.4,4371,4356,4310,4310
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1081907273-083.UNKNOWN.cnf,1,4012,4012,4005,3933.2857,3965,3853,3781,3781
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S89508070-083-UNKNOWN.cnf,1,138,270,116,113.7158,105,93,71,86
SAT11/random/medium/unif-k7-r89-v60-c5340-S642174893-006.UNKNOWN.cnf,1,4614,4614,4528,4507.2,4493,4464,4437,4437
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S707565158-096.SATISFIABLE.cnf,1,4443,4443,4365,4306,4281,4246,4244,4244
SAT11/random/medium/unif-k7-r89-v60-c5340-S1675230100-032.UNKNOWN.cnf,1,4613,4613,4541,4523,4517,4506,4438,4438
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1462223811-042.SATISFIABLE.cnf,1,4034,4034,3975,3922,3937,3852,3812,3812
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S25975519-056.SATISFIABLE.cnf,1,4516,4516,4417,4405.7143,4397,4377,4351,4351
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S2051088205-036.UNKNOWN.cnf,1,4410,4410,4370,4309.2857,4291,4269,4237,4237
SAT11/random/medium/unif-k7-r89-v70-c6230-S1805176884-064.UNKNOWN.cnf,1,4589,4589,4514,4458.6,4428,4393,4369,4369
SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1,4649,4649,4595,4568,4570,4527,4499,4499
SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf,1,105,151,87,82.8462,78,71,54,62
SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf,1,290,724,218,217.4,186,173,139,152
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S338979727-056-UNKNOWN.cnf,1,29,40,21,18.5345,17,15,9,13
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1910317962-059.UNKNOWN.cnf,1,4036,4036,3974,3902.2857,3907,3831,3808,3808
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,3921,3921,3869,3797,3791,3753,3647,3647
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S183128297-005.SATISFIABLE.cnf,1,4074,4074,4001,3939.4286,3917,3889,3843,3843
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S118521533-021.UNKNOWN.cnf,1,4372,4372,4336,4214.2857,4166,4138,4118,4118
SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf,1,4671,4671,4610,4581,4567,4546,4511,4511
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S207562876-057.UNKNOWN.cnf,1,4286,4286,4259,4164,4122,4109,4104,4104
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S648642831-094-UNKNOWN.cnf,1,6,12,5,3.957,4,3,1,2
SAT11/random/medium/unif-k7-r89-v50-c4450-S1430772875-039.SATISFIABLE.cnf,1,4613,4613,4604,4540.8,4505,4495,4487,4487
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1259410977-065-UNKNOWN.cnf,1,60,114,49,46.479,43,38,26,34
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S675870149-098.SATISFIABLE.cnf,1,4387,4387,4350,4213.4286,4154,4126,4086,4086
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S970100151-015-UNKNOWN.cnf,1,7,11,6,4.3804,4,3,1,2
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,133,293,120,118.0543,109,99,75,91
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1085677759-100.UNKNOWN.cnf,1,4047,4047,3981,3907.8571,3914,3852,3769,3769
SAT11/random/large/unif-k7-r85-v300-c25500-S1859210562-077-UNKNOWN.cnf,1,174,256,145,139.6061,132,122,97,108
SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,55,77,48,41.52,40,34,23,30
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1,3819,3819,3768,3746,3755,3735,3636,3636
SAT11/random/medium/unif-k7-r89-v50-c4450-S2039518547-066.UNKNOWN.cnf,1,4602,4602,4576,4564,4568,4556,4518,4518
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1,4398,4398,4372,4291.4286,4263,4259,4218,4218
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1,4396,4396,4298,4253.1429,4232,4201,4194,4194
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1,4027,4027,3917,3773.8571,3760,3666,3578,3578
SAT11/random/large/unif-k5-r20-v2000-c40000-S971556279-001-UNKNOWN.cnf,1,25,35,19,17.7686,16,15,10,13
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S2058622508-076.SATISFIABLE.cnf,1,4025,4025,3971,3901.1429,3909,3836,3779,3779
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S82160031-050.SATISFIABLE.cnf,1,4276,4276,4174,4115.1667,4128,4044,4011,4011
SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,22,42,20,17.1552,16,14,9,12
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,13,21,11,8.4949,8,5,3,5
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S785747282-100.UNKNOWN.cnf,1,4094,4094,4063,3981.1429,3963,3921,3833,3833
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S973075635-083.SATISFIABLE.cnf,1,3727,3727,3309,2610.4,3198,1488,849,941
SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,326,681,225,233.4138,206,188,149,157
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1,3684,3684,3680,3632.7143,3634,3596,3558,3558
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,4390,4390,4366,4291.2857,4276,4227,4225,4225
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1230934123-063.UNKNOWN.cnf,1,3942,3942,3895,3746.7143,3717,3640,3596,3596
SAT11/random/large/unif-k7-r85-v250-c21250-S655589261-059-UNKNOWN.cnf,1,296,879,238,245.963,214,181,138,169
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1677156340-036.UNKNOWN.cnf,1,4026,4026,3898,3828,3818,3729,3687,3687
SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1,59,99,46,44.4141,42,38,27,34
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S295912653-089.UNKNOWN.cnf,1,4526,4526,4450,4408.8571,4409,4352,4322,4322
SAT11/random/large/unif-k5-r20-v1500-c30000-S976428817-077-UNKNOWN.cnf,1,32,42,28,24.1927,23,20,15,18
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S761041117-050.UNKNOWN.cnf,1,4084,4084,4063,3988.8571,3975,3939,3926,3926
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1295196126-061.UNKNOWN.cnf,1,4162,4162,4105,4090.1429,4087,4065,4046,4046
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S313385224-076-UNKNOWN.cnf,1,13,19,10,8.5196,8,6,2,5
SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,24,35,19,17.3279,17,14,9,12
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1610857498-043.SATISFIABLE.cnf,1,3933,3933,3931,3834.4286,3834,3752,3745,3745
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S332580795-055.SATISFIABLE.cnf,1,4424,4424,4334,4299.4286,4285,4258,4213,4213
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1693168158-005.UNKNOWN.cnf,1,4054,4054,3945,3851.5714,3829,3790,3676,3676
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S900569154-026.SATISFIABLE.cnf,1,3924,3924,3836,3690.5714,3650,3586,3543,3543
SAT11/random/medium/unif-k7-r89-v60-c5340-S1720200795-004.UNKNOWN.cnf,1,4604,4604,4544,4513.8,4484,4471,4466,4466
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S895938734-057-UNKNOWN.cnf,1,7,14,5,3.7416,3,2,1,1
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1440346932-010.SATISFIABLE.cnf,1,4145,4145,4086,3945.5714,3880,3863,3851,3851
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S797651048-056.UNKNOWN.cnf,1,4114,4114,3974,3960.8571,3947,3912,3879,3879
SAT11/random/large/unif-k5-r20-v1500-c30000-S877088425-001-UNKNOWN.cnf,1,33,47,29,25.2957,24,21,15,18
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1565617179-002.UNKNOWN.cnf,1,3829,3829,3748,3689.4286,3683,3615,3580,3580
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S481747904-003.SATISFIABLE.cnf,1,4005,4005,3987,3887.5714,3887,3818,3755,3755
SAT11/random/large/unif-k7-r85-v250-c21250-S977260632-016-UNKNOWN.cnf,1,343,782,270,246.7857,211,192,159,181
SAT11/random/medium/unif-k7-r89-v90-c8010-S1458811765-091.UNKNOWN.cnf,1,4454,4454,4454,4370,4392,4327,4307,4307
SAT11/random/medium/unif-k7-r89-v90-c8010-S423984545-074.UNKNOWN.cnf,1,4541,4541,4541,4391.75,4406,4328,4292,4292
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1940049314-069.SATISFIABLE.cnf,1,3945,3945,3917,3807.2857,3787,3734,3701,3701
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S20037494-023.SATISFIABLE.cnf,1,4354,4354,4346,4311,4316,4282,4262,4262
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S436871389-051.SATISFIABLE.cnf,1,4326,4326,4315,4223.1429,4195,4169,4164,4164
SAT11/random/medium/unif-k7-r89-v80-c7120-S153059456-076.SATISFIABLE.cnf,1,4555,4555,4390,4397.4,4366,4360,4316,4316
SAT11/random/medium/unif-k7-r89-v60-c5340-S1583005701-053.SATISFIABLE.cnf,1,4594,4594,4535,4508,4529,4461,4421,4421
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,4335,4335,4280,4175.5714,4122,4103,4098,4098
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S525505471-054-UNKNOWN.cnf,1,14,23,10,8.6495,8,6,3,5
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S677627694-051-UNKNOWN.cnf,1,29,42,22,18.9138,18,14,9,11
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S735137557-045.SATISFIABLE.cnf,1,4008,4008,3911,3819.2857,3802,3755,3630,3630
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1,4389,4389,4243,4174.5714,4136,4094,4089,4089
SAT11/random/medium/unif-k7-r89-v60-c5340-S614849838-039.UNKNOWN.cnf,1,4603,4603,4499,4506.2,4487,4478,4464,4464
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S1401248878-094-UNKNOWN.cnf,1,5,8,4,2.7033,2,1,1,1
SAT11/random/medium/unif-k7-r89-v60-c5340-S1141565617-016.SATISFIABLE.cnf,1,4609,4609,4521,4521.4,4520,4485,4472,4472
SAT11/random/large/unif-k7-r85-v200-c17000-S72668411-025-UNKNOWN.cnf,1,3883,3883,3883,3774,3854,3719,3640,3640
