@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC

@DATA
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,0,0,4360,4360,4410,0,4577,4449.7,4577,4445,4480,0.0511,0.1276,2.0075,0.0002,0.6804
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1632870961-099.SATISFIABLE.cnf,1,0,0,4067,4067,4106,0,4315,4156.3,4315,4113,4243,0.144,0.3111,3.0136,0.0102,0.5421
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,0.897,0.3424,4715,4715,4725,0.897,4858,4784,4858,4838,4858,0.8847,0,0,0.1712,0.9138
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl001.sat05-3822.reshuffled-07.cnf,1,0.0882,2.0397,668,1377,1702,0.0774,1990,1682,1930,1761,1844,0.7496,1,2.7141,0.9999,0.248
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-Mat26.sat05-457.reshuffled-07.cnf,1,0.5942,1.0891,3574,3574,3706,0.087,3868,3736,3868,3740,3822,0.1944,0.0667,1.2576,0.0651,0.4593
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,0,0.9131,1082,1082,2643,0,3766,2867.6,3766,3043,3424,0.0171,0.2,0.8488,0.2242,0.2232
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl032.cnf,1,0.6687,1.2565,1402,1402,1586,0.3246,1994,1668.8,1994,1693,1994,0.1417,0.6,1.7671,0.2894,0.2717
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S422570514-15.cnf,1,0,0,30,38,42,0,104,50.735,64,48,57,0.1507,0.3333,3.0663,0.0123,0.4771
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/420/unif-k3-r4.25-v420-c1785-S1136141672-041.cnf,1,0.979,0.1114,3818,3818,3883,0,4042,3938,4042,3959,4025,0.3713,0.8261,3.2756,0.3191,0.3267
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.5634,1.689,114,397,403,0.2421,584,437.6,536,448,495,0.4468,0.7143,3.1934,0.4333,0.0683
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-dalumul.cnf,1,0.6928,1.0597,238,247,316,0.2303,556,375.95,486,374,424,0.6453,0.6667,2.2168,0.3031,0.1108
SAT_Competition2009/CRAFTED/sgi/satsgi-n28himBHm30-p0-q333.cnf,1,0.9833,0.0847,0,0,0,0.9833,0,0,0,0,0,0.9295,0.3415,0,0.0221,1
SAT_Competition2009/CRAFTED/edgematching/explicit/em_9_3_5_exp.cnf,1,0.9135,0.8881,332,339,410,0.6731,625,472.88,590,468,552,0.9683,0.9429,2.0011,0.0826,0.1688
SAT_Competition2011/SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/CRAFTED/edgematching/explicit/em_8_4_5_exp.cnf,1,0.8988,0.9584,403,457,583,0.6285,853,648.86,772,680,724,0.949,0.9298,2.1979,0.0797,0.2032
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-030.sat05-1307.reshuffled-07.cnf,1,0.9988,0.0975,1435,2478,2527,0.0175,3456,2635,2866,2673,2811,0.5268,0.3256,0,0,0.7251
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S2109328271-14.cnf,1,0,0,38,45,50,0,133,58.464,70,56,63,0.1448,0.3143,2.9801,0.0134,0.4855
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1426208256-08.cnf,1,0,0,4142,4142,4145,0,4371,4246,4371,4326,4371,0.0657,0.1257,2.0786,0.0002,0.6476
SAT_Competition2009/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,0.9169,0.8605,295,319,348,0.6948,918,456.96,633,416,540,0.9747,0.9375,2.011,0.0827,0.373
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1126657927-015.SATISFIABLE.cnf,1,0,0,4008,4008,4038,0,4267,4108.5,4267,4078,4254,0.1372,0.2766,2.907,0.0061,0.5327
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i5_pp.cnf,1,0.5908,1.2933,1515,1515,1515,0.1968,1918,1765.3,1918,1863,1918,0.5925,0.9213,3.4064,0.3695,0.0855
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-220-1.sat05-2173.reshuffled-07.cnf,1,1,0,4330,4330,4360,0,4534,4434.8,4534,4468,4469,0,0,0,0.042,0.5694
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0.9906,0.0741,0,0,0,0.9903,0,0,0,0,0,0.9468,1,1.3576,0.6587,0.3416
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1,0,0,27,34,38,0,99,44.383,58,42,46,0.1458,0.3708,2.9679,0.013,0.4784
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.0952,2.039,691,1940,1972,0.0848,2543,1999.7,2225,2052,2169,0.7526,1,2.6101,0.9999,0.238
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1,0.9906,0.0593,3851,3851,3879,0,4064,3940.4,4064,3921,4029,0.3772,1,3.2688,0.3813,0.324
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-brn004.sat05-3669.reshuffled-07.cnf,1,0.0916,2.0383,1018,1647,1715,0.0809,2254,1817.4,2148,1820,1988,0.7497,1,2.6814,0.9999,0.2508
SAT_Competition2011/SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,1,0.9728,0.2671,1380,1380,1380,0.951,4769,3610,4769,4681,4769,0.9512,0.9669,2.4732,0.272,0.4284
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,0.9495,0.204,4886,4886,4886,0.9495,4886,4886,4886,4886,4886,0.9351,0,0,0.1115,0.948
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1084572666-19.SAT.shuffled.cnf,1,0,0,4379,4379,4385,0,4541,4455,4541,4437,4533,0.0572,0.133,1.9724,0.0001,0.6799
SAT-Race-2010-CNF/hardware-verification/velev/12pipe_q0_k.cnf,1,0.9338,0.4957,0,0,0,0.9229,0,0,0,0,0,0.9995,0.9849,3.8899,0.5,0.1092
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S762724712-048.cnf,1,0.9611,0.1714,18,24,27,0,64,33.751,45,32,40,0.3824,1,3.3444,0.6326,0.247
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S9113894-047.SATISFIABLE.cnf,1,0.973,0.124,3683,3683,3803,0,3927,3823.7,3927,3818,3867,0.4098,1,3.2951,0.3458,0.3266
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S1492329924-074.cnf,1,0,0,4150,4150,4252,0,4400,4278.3,4400,4273,4373,0.1506,0.2609,2.8486,0.0095,0.5598
SAT_Competition2009/CRAFTED/edgematching/all/em_7_4_9_all.cnf,1,0.9284,0.8213,418,418,2700,0.7132,3372,2642.8,3372,3298,3355,0.9384,0.9412,2.5055,0.0955,0.2737
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray02_32.cnf,1,0.6795,1.1452,542,554,590,0.3412,1491,843.35,1313,849,1073,0.1234,0.8,1.7069,0.286,0.237
SAT_RACE2008/cmu-bmc-longmult15.cnf,1,0.797,1.0757,2796,2796,3485,0.1273,3845,3419.3,3845,3551,3845,0.1837,0.7838,2.2025,0.1622,0.1774
SAT_RACE2008/schup-l2s-motst-2-k315.cnf,1,0.8413,1.1228,0,0,0,0.1924,0,0,0,0,0,0.1732,0.8958,2.5402,0.3167,0.0828
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.9396,0.9808,0,0,0,0.6633,0,0,0,0,0,0.853,0.7778,2.3661,0.1739,0.2507
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S1858385213-060.cnf,1,0,0,4439,4439,4447,0,4572,4480.7,4572,4460,4515,0.0776,0.1545,2.1573,0.0002,0.693
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S845438593-067-UNKNOWN.cnf,1,0.9631,0.1644,1,1,2,0,9,3.479,6,3,5,0.3811,1,3.3672,0.9034,0.2142
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1442480583-017.cnf,1,0.9742,0.1251,90,121,131,0,419,153.11,180,142,153,0.3804,1,3.3293,0.6266,0.2688
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S2035161427-020.cnf,1,0.9614,0.17,3758,3758,3870,0,4056,3900.5,4056,3898,3976,0.4127,1,3.3335,0.2818,0.3248
SAT_Competition2009/CRAFTED/sgi/sgi-difficult7.cnf,1,0.9792,0.1255,0,0,0,0.9792,0,0,0,0,0,0.9087,0.5161,2.6701,0.0055,0.9839
SAT_RACE2008/goldb-heqc-alu4mul.cnf,1,0.6927,1.0617,433,443,585,0.2303,916,674.75,825,720,799,0.6913,0.6667,2.0429,0.3006,0.1847
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-10-5p0.cnf,1,0.85,1.0735,7,7,15,0.6039,577,115.17,577,28,41,0.6598,0.75,2.8573,0.1629,0.2258
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v250-c1065-S931339469-052.UNKNOWN.cnf,1,0.9603,0.1669,3949,3949,4045,0,4157,4085.3,4157,4118,4126,0.3716,0.6667,3.2977,0.2612,0.352
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,1,0.8333,0.4506,4568,4568,4604,0.8333,4714,4630,4714,4641,4647,0.5832,0.3333,0,0.2295,0.7135
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_12_2_4_fbc.cnf,1,0.8269,1.1396,14,19,50,0.318,94,63.741,91,72,84,0.9791,0.8667,2.8061,0.1533,0.2809
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1002348653-090.cnf,1,0.9784,0.1044,3775,3775,3801,0,4039,3880.7,4039,3842,4016,0.3993,1,3.3244,0.6026,0.3195
SAT_Competition2007/random/OnTreshold/3SAT/v600/unif-k3-r4.261-v600-c2556-S1104692480-03.SAT.shuffled.cnf,1,0.9476,0.2175,3660,3660,3671,0,3913,3742.6,3913,3721,3824,0.3944,1,3.3641,0.3618,0.3125
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1317485140-08.UNSAT.shuffled.cnf,1,0,0,4271,4271,4317,0,4458,4348.4,4458,4333,4412,0.1692,0.2364,2.8848,0.008,0.581
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,0.9299,0.2767,406,406,492,0.9299,4030,1655.2,4030,636,3770,0.7982,0.36,2.9323,0,0.72
SAT_Competition2009/CRAFTED/ramseycube/Q3inK10.cnf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4988,0.9977
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-5-17-s.cnf,1,0.8711,1.0378,0,0,0,0.5856,0,0,0,0,0,0.7541,0.8182,2.821,0.1312,0.1165
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,0.0003,0.2162,3901,3901,3993,0,4277,4059.6,4277,4077,4158,0.0191,0.0488,1.0364,0.0043,0.5539
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_34.cnf,1,0.9997,0.6733,248,248,1319,0.3937,1852,1231.3,1852,1506,1852,0.6917,0.5349,0.2903,0,0.7519
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g6.cnf,1,0.9416,0.2365,85,150,165,0.9416,321,190.74,233,182,213,0.829,0.3165,2.792,0,0.8435
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-07.cnf,1,0.8105,1.1609,2680,2680,2680,0.1826,2725,2702.5,2725,2725,2725,0.155,0.6667,1.7183,0.2404,0.1263
SAT_RACE2008/ibm-2002-30r-k85.cnf,1,0.7904,1.3418,75,75,75,0.6204,75,75,75,75,75,0.626,0.907,3.4396,0.3217,0.0793
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6n.cnf,1,0.519,1.6694,475,553,575,0.133,825,620.13,703,605,663,0.6134,0.9365,3.1568,0.4585,0.0706
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-09.cnf,1,0.9408,0.7387,0,0,0,0.8296,0,0,0,0,0,0.9995,0.9849,4.0405,0.5,0.1462
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,0,0.7996,421,1206,1808,0,3557,2444,3557,2674,3372,0.0126,0.2,0.6363,0.1978,0.2112
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,0.8333,0.4506,4527,4527,4593,0.8333,4626,4590.2,4626,4595,4606,0.5832,0.3333,0,0.2295,0.6872
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1286605994-07-SAT.cnf,1,0.821,1.0882,713,723,883,0.2572,1603,1074.8,1394,1043,1304,0.4135,1,2.9828,1,0.2272
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S418266958-049.cnf,1,0.9752,0.1162,3838,3838,3868,0,4166,3953,4166,3899,4046,0.3976,1,3.2718,0.3361,0.3362
SAT-Race-2010-CNF/software-verification/nec/hard-12-U-7061.cnf,1,0.8476,1.2648,0,0,0,0.4172,0,0,0,0,0,0.9433,1,3.0545,0.5,0.16
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-24.cnf,1,0.7392,1.0163,1017,1017,1017,0.1576,1559,1224.7,1559,1098,1559,0.1393,0.6667,1.8154,0.2965,0.0405
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,0,0.9131,1082,1082,2643,0,3766,2867.6,3766,3043,3424,0.0171,0.2,0.8488,0.2242,0.2219
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S906020180-093.cnf,1,0.9654,0.1583,30,42,49,0,151,58.299,77,55,64,0.3899,1,3.3589,0.5329,0.2578
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-07.cnf,1,0.5552,0.8813,192,224,267,0.0616,426,304.28,397,294,355,0.0144,0.6667,1.0519,0.2389,0.0293
SAT_Competition2011/SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,0.8734,0.8357,0,0,0,0.816,0,0,0,0,0,0.8581,0.9184,3.8051,0.3971,0.424
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0.1927,0.6269,0,0,0,0.0691,0,0,0,0,0,0.1609,1,1.8378,0.3589,0.2271
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/60/unif-k7-r89-v60-c5340-S1772751287-054.cnf,1,0,0,4411,4411,4433,0,4605,4493.3,4605,4508,4533,0.0566,0.0764,1.9086,0.0001,0.6899
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S45592023-054.cnf,1,0.9721,0.1294,3714,3714,3840,0,4018,3866.1,4018,3853,3940,0.4134,1,3.3441,0.3539,0.3156
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl008.sat05-2720.reshuffled-07.cnf,1,0.1058,2.5732,114,488,844,0.0933,3170,1280,2179,1238,1525,0.749,1,2.8779,1,0.4171
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.7743,1.0192,21,44,79,0.1112,126,85.636,106,93,99,0.9148,0.8461,2.8102,0.4075,0.0543
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,0.9349,0.2593,196,196,2769,0.9349,3287,2375.5,3287,3250,3287,0.8081,0.4392,2.9591,0,0.7521
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s925928766.sat05-538.reshuffled-07.cnf,1,0.8449,0.4834,4609,4609,4609,0,4614,4611.5,4614,4614,4614,0.6155,0.5,2.4872,0.015,0.2924
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.988,0.0857,0,0,0,0.9876,0,0,0,0,0,0.9186,1,1.3643,0.5906,0.2847
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-135-2.sat05-2354.reshuffled-07.cnf,1,0,0,1801,2275,2585,0,3793,2751.4,3230,2767,2927,0,0,0,0.3833,0.3
