@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Frac_Body-Body_Equivalences NUMERIC
@ATTRIBUTE Frac_Other_Equivalences NUMERIC
@ATTRIBUTE Tight NUMERIC
@ATTRIBUTE Frac_Atom-Atom_Equivalences NUMERIC

@DATA
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.00700.15.gz,1,0.04,0.92,0,0.04
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.01100.8.gz,1,0,1,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n50-unsat-b16.lp.gz,1,0,1,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n50-unsat-b6.lp.gz,1,0,1,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n60-sat-b18.lp.gz,1,0,1,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/20.1.schur.gz,1,0.1426,0.6851,1,0.1723
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.10.schur.gz,1,0.1409,0.6828,1,0.1763
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/20.13.schur.gz,1,0.1363,0.6905,1,0.1731
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.17.schur.gz,1,0.1458,0.6785,1,0.1758
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.16.schur.gz,1,0.1406,0.6835,1,0.176
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w4_g6_s4.dlv.dat.lp.gz,1,0.1089,0.8603,1,0.0309
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w8_g4_s2.dlv.dat.lp.gz,1,0.1992,0.7593,1,0.0415
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w6_g6_s3.dlv.dat.lp.gz,1,0.1525,0.8157,1,0.0318
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward2/t31.dat.gz,1,0.4038,0.5392,1,0.0571
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward2/t29.dat.gz,1,0.3994,0.5394,1,0.0612
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SolitaireForward/solitare_forward_t24.lp.gz,1,0.0572,0.9363,1,0.0065
FolioSuite/ASP-Comp-2007-Lparse/SLparse/Su-Doku/sudoku378.lp.gz,1,0.1626,0.8233,1,0.0141
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.39_6.gz,1,0.0051,0.9855,1,0.0094
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.36_6.gz,1,0.0051,0.9849,1,0.0099
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.33_6.gz,1,0.0051,0.9843,1,0.0106
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.41_7.gz,1,0.0043,0.9872,1,0.0086
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.16_50.6.gz,1,0.0052,0.9845,1,0.0104
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/tsp_rand_70_300_1155482584_11.gph.gz,1,0,0.6703,0,0.3297
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/tsp_rand_70_300_1155482584_8.gph.gz,1,0,0.6703,0,0.3297
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/rand_80_340_1159656267_13.gph.gz,1,0,0.6705,0,0.3295
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/tsp_rand_70_300_1155482584_5.gph.gz,1,0,0.6703,0,0.3297
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightBoundedDominatingSetSuite/rand_200_800_1159728969_10.gph.gz,1,0.0002,0.6029,1,0.3969
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightBoundedDominatingSetSuite/rand_150_600_1159731678_7.gph.gz,1,0,0.6001,1,0.3999
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976043347.dat.data.gz,1,0,0.7504,1,0.2496
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976049584.dat.data.gz,1,0,0.7504,1,0.2496
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976048738.dat.data.gz,1,0,0.7504,1,0.2496
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976048051.dat.data.gz,1,0,0.7504,1,0.2496
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedSpanningTree/209_rand_45_138_1119571853_0.gph.gz,1,0.0176,0.9205,1,0.0619
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedSpanningTree/207_rand_35_138_2077119725_0.gph.gz,1,0.0204,0.8899,1,0.0898
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence3-ss2.gz,1,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence4-ss1.gz,1,0.646,0.3425,1,0.0115
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence1-ss1.gz,1,0.5193,0.4041,1,0.0767
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence4-ss4.gz,1,0.6459,0.3428,1,0.0113
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence2-ss2.gz,1,0.5903,0.3761,1,0.0336
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence4-ss1.gz,1,0.646,0.3425,1,0.0115
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence3-ss3.gz,1,0.6281,0.3537,1,0.0182
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence4-ss2.gz,1,0.646,0.3426,1,0.0114
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test13.gz,1,0.1599,0.6215,1,0.2186
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test16.gz,1,0.1541,0.6358,1,0.2101
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test19.gz,1,0.1486,0.6495,1,0.2019
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test22.gz,1,0.1433,0.6626,1,0.1941
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test24.gz,1,0.1399,0.671,1,0.189
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init13.gz,1,0.001,0.8353,1,0.1636
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init12.gz,1,0.001,0.8354,1,0.1635
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init11.gz,1,0.001,0.8353,1,0.1636
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init2.gz,1,0.0012,0.8343,1,0.1645
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init3.gz,1,0.0019,0.8324,1,0.1657
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init7.gz,1,0.0011,0.8346,1,0.1643
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init1.gz,1,0.0012,0.8342,1,0.1646
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init5.gz,1,0.0019,0.8324,1,0.1657
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721286911.dat.gz,1,0,0.5295,1,0.4705
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721329185.dat.gz,1,0.0001,0.5289,1,0.471
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721347806.dat.gz,1,0,0.5299,1,0.4701
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721301641.dat.gz,1,0,0.5299,1,0.4701
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721349794.dat.gz,1,0.0001,0.529,1,0.4709
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721327521.dat.gz,1,0,0.5298,1,0.4702
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721326070.dat.gz,1,0,0.5296,1,0.4704
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721297189.dat.gz,1,0,0.5298,1,0.4702
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721325287.dat.gz,1,0,0.5298,1,0.4702
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721330060.dat.gz,1,0,0.5297,1,0.4703
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in4.gz,1,0,0.5257,1,0.4743
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in2.gz,1,0,0.612,1,0.388
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in8.gz,1,0,0.5257,1,0.4743
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in5.gz,1,0,0.5257,1,0.4743
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in10.gz,1,0,0.5257,1,0.4743
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_50_250_1235345753_0_k=6_unsat.gph.gz,1,0.0008,0.5783,0,0.4209
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_70_250_1235844252_0_k=13_sat.gph.gz,1,0.0007,0.5997,0,0.3996
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_50_250_1235842610_0_k=7_sat.gph.gz,1,0.0008,0.5795,0,0.4197
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_50_250_1235842610_0_k=6_unsat.gph.gz,1,0.0008,0.5795,0,0.4197
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_40_200_1235844018_0_k=5_sat.gph.gz,1,0.001,0.5786,0,0.4204
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_60_400_1235843083_0_k=7_sat.gph.gz,1,0.0005,0.5622,0,0.4373
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_55_250_1235855873_0_k=8_sat.gph.gz,1,0.0007,0.584,0,0.4152
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_65_500_1235857888_0_k=5_unsat.gph.gz,1,0.0004,0.5552,0,0.4444
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_150_500_1235354638_0_k=15_unsat.gph.gz,1,0.0003,0.604,0,0.3957
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=10-height=10-colours=11.gz,1,0,0.8096,1,0.1904
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=8-height=8-colours=15.gz,1,0,0.8034,1,0.1966
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=12.gz,1,0,0.8072,1,0.1928
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=13.gz,1,0,0.7999,1,0.2001
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=15.gz,1,0,0.7991,1,0.2009
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=8.gz,1,0,0.8083,1,0.1917
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=10.gz,1,0,0.8078,1,0.1922
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=8-height=8-colours=14.gz,1,0,0.8037,1,0.1963
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=10-height=10-colours=9.gz,1,0,0.81,1,0.19
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=15.gz,1,0,0.8065,1,0.1935
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=14.gz,1,0,0.7995,1,0.2005
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=8-height=8-colours=12.gz,1,0,0.8043,1,0.1957
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=8-height=8-colours=13.gz,1,0,0.804,1,0.196
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=10-height=10-colours=13.gz,1,0,0.8092,1,0.1908
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=12.gz,1,0,0.8237,1,0.1763
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a7.3.4.tweaked.5.asp.gz,1,0.0046,0.8685,1,0.1269
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a2.9.32.asp.gz,1,0.0065,0.8414,1,0.1521
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a3.3.0.asp.gz,1,0.005,0.8693,1,0.1258
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a9.8.71.asp.gz,1,0.0068,0.8328,1,0.1603
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a8.7.3.asp.gz,1,0.0131,0.8216,1,0.1653
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a7.3.5.tweaked.5.asp.gz,1,0.0046,0.8685,1,0.1269
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a3.3.2.asp.gz,1,0.005,0.8693,1,0.1258
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a7.3.0.tweaked.3.asp.gz,1,0.0046,0.8685,1,0.1269
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a7.3.4.tweaked.4.asp.gz,1,0.0046,0.8685,1,0.1269
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.59.asp.gz,1,0.0069,0.6892,0,0.3039
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/altair1.42.asp.gz,1,0.0001,0.7312,0,0.2686
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.50.asp.gz,1,0.0029,0.7096,0,0.2875
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.31.asp.gz,1,0.0023,0.7037,0,0.294
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.11.asp.gz,1,0.0016,0.7043,0,0.294
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.35.asp.gz,1,0.0023,0.7085,0,0.2892
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.11.asp.gz,1,0.0049,0.6948,0,0.3003
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrosesmall.5.asp.gz,1,0.0025,0.7113,0,0.2862
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.41.asp.gz,1,0.0062,0.6909,0,0.3029
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/altair1.54.asp.gz,1,0.0001,0.731,0,0.2689
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/altair1.9.asp.gz,1,0.0003,0.7304,0,0.2693
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.47.asp.gz,1,0.0069,0.6894,0,0.3036
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.49.asp.gz,1,0.0065,0.6913,0,0.3022
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=8.gz,1,0,0.5811,1,0.4189
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=5.gz,1,0,0.5783,1,0.4217
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=7.gz,1,0,0.5816,1,0.4184
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=9.gz,1,0,0.5798,1,0.4202
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=125-density=0.1-instance=3.gz,1,0,0.591,1,0.409
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=150-density=0.1-instance=5.gz,1,0,0.5834,1,0.4166
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=150-density=0.1-instance=3.gz,1,0,0.5792,1,0.4208
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=8.gz,1,0,0.5786,1,0.4214
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=2.gz,1,0,0.5802,1,0.4198
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=7.gz,1,0,0.5848,1,0.4152
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=130-density=0.1-instance=7.gz,1,0,0.5879,1,0.4121
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=10.gz,1,0,0.5815,1,0.4185
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=125-density=0.1-instance=2.gz,1,0,0.5953,1,0.4047
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=130-density=0.1-instance=2.gz,1,0,0.5928,1,0.4072
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=2.gz,1,0,0.5814,1,0.4186
FolioSuite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_30_300_1235855358_0_k=6_v=6_e=30_sat.gph.gz,1,0.0053,0.5489,0,0.4457
FolioSuite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_20_100_1235851242_0_k=3_v=10_e=20_unsat.gph.gz,1,0.003,0.5764,0,0.4207
FolioSuite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_25_300_1235843609_0_k=3_v=8_e=15_unsat.gph.gz,1,0.0011,0.5348,0,0.464
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.8.lp.gz,1,0,0.7961,0,0.2039
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.46.lp.gz,1,0,0.8007,0,0.1993
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/random.5.lp.gz,1,0,0.7923,0,0.2077
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.22.lp.gz,1,0,0.7975,0,0.2025
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.32.lp.gz,1,0,0.7984,0,0.2016
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.44.lp.gz,1,0,0.8003,0,0.1997
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.30.lp.gz,1,0,0.7997,0,0.2003
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.23.lp.gz,1,0,0.8009,0,0.1991
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.48.lp.gz,1,0,0.8012,0,0.1988
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.37.lp.gz,1,0,0.8006,0,0.1994
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.18.lp.gz,1,0,0.8073,0,0.1927
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.12.lp.gz,1,0,0.7859,0,0.2141
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.6.lp.gz,1,0,0.8048,0,0.1952
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.16.lp.gz,1,0,0.7952,0,0.2048
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/random.2.lp.gz,1,0,0.7888,0,0.2112
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.97_7.gz,1,0.0491,0.9183,1,0.0326
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.113_7.gz,1,0.0859,0.8579,1,0.0562
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.93_7.gz,1,0.063,0.8952,1,0.0418
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.80_7.gz,1,0.041,0.9314,1,0.0276
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.83_7.gz,1,0.0413,0.9309,1,0.0277
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.90_7.gz,1,0.0626,0.8957,1,0.0417
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.70_7.gz,1,0.0628,0.8945,1,0.0427
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.77_7.gz,1,0.0861,0.8561,1,0.0578
