@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC

@DATA
bool/ii/ii-16e1.xml,1,92.224096,0,0,0.826087,-1,0,0.878788,0.368449
bool/ii/ii-32b2.xml,1,90.741398,0,0,0.826087,-1,0,0.938462,0.390871
bool/ii/ii-32e5.xml,1,95.706531,0,0,0.826087,-1,0,0.938462,0.391607
bool/ii/ii-32c2.xml,1,89.757302,0,0,0.826087,-1,0,0.938462,0.390951
bool/ii/ii-8b3.xml,1,?,0,0,0.733333,?,0,0.764706,0.351534
bool/ii/ii-8a2.xml,1,?,0,0,0.733333,?,0,0.764706,0.34723
bool/ii/ii-8c1.xml,1,?,0,0,0.714286,?,0,0.809524,0.349186
bool/ii/ii-16d1.xml,1,92.820034,0,0,0.826087,-1,0,0.878788,0.368955
bool/ii/ii-16c1.xml,1,91.245082,0,0,0.826087,-1,0,0.902439,0.369403
bool/ii/ii-8b4.xml,1,?,0,0,0.733333,?,0,0.764706,0.351569
bool/ii/ii-8a1.xml,1,?,0,0,0.636364,?,0,0.764706,0.328508
bool/ii/ii-32e1.xml,1,?,0,0,0.826087,?,0,0.938462,0.389886
bool/ii/ii-32e3.xml,1,93.831776,0,0,0.826087,-1,0,0.938462,0.391421
bool/ii/ii-16b2.xml,1,93.743095,0,0,0.826087,-1,0,0.878788,0.371372
bool/ii/ii-32d2.xml,1,92.72989,0,0,0.897436,-1,0,0.938462,0.391795
bool/ii/ii-32e2.xml,1,91.1384,0,0,0.826087,-1,0,0.938462,0.390836
bool/ii/ii-8e2.xml,1,?,0,0,0.733333,?,0,0.809524,0.350272
bool/ii/ii-16b1.xml,1,93.484163,0,0,0.826087,-1,0,0.878788,0.370307
bool/ii/ii-32e4.xml,1,94.83518,0,0,0.826087,-1,0,0.938462,0.39163
bool/ii/ii-16a2.xml,1,?,0,0,0.826087,?,0,0.878788,0.373748
bool/ii/ii-32b3.xml,1,94.278198,0,0,0.826087,-1,0,0.938462,0.391571
bool/ii/ii-8a3.xml,1,?,0,0,0.733333,?,0,0.764706,0.348252
bool/ii/ii-8e1.xml,1,?,0,0,0.733333,?,0,0.809524,0.351277
bool/ii/ii-8a4.xml,1,?,0,0,0.733333,?,0,0.764706,0.348059
bool/ii/ii-16d2.xml,1,93.712868,0,0,0.826087,-1,0,0.878788,0.369912
bool/ii/ii-32b1.xml,1,?,0,0,0.826087,?,0,0.938462,0.389792
bool/ii/ii-8d2.xml,1,?,0,0,0.733333,?,0,0.809524,0.350595
bool/ii/ii-32d3.xml,1,95.941287,0,0,0.897436,-1,0,0.938462,0.392572
bool/ii/ii-16c2.xml,1,93.72581,0,0,0.826087,-1,0,0.878788,0.370346
bool/ii/ii-32d1.xml,1,?,0,0,0.897436,?,0,0.938462,0.390792
bool/ii/ii-8b2.xml,1,?,0,0,0.733333,?,0,0.764706,0.352347
bool/ii/ii-32a1.xml,1,95.253852,0,0,0.826087,-1,0,0.938462,0.391252
bool/ii/ii-32c4.xml,1,96.489524,0,0,?,-1,0,0.938462,?
bool/mps/mps-neos16.xml,1,64.826941,0,0,0.988024,-1,0,0.995104,0.359871
bool/mps/mps-p0282.xml,1,?,?,?,0.994737,?,?,?,0.307602
bool/mps/mps-gt2.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-air06.xml,1,99.207317,?,?,?,-1,?,?,?
bool/mps/mps-p6000.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-air03.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-neos18.xml,1,?,0,0,1,?,0,1,0.328814
bool/mps/mps-aflow30a.xml,1,100,?,?,?,-1,?,?,?
bool/mps/mps-diamond.xml,1,?,0,0,0,?,0,0,0
bool/mps/mps-10teams.xml,1,100,0,0,0.904762,-1,0,0.950617,0.374458
bool/mps/mps-p0548.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-p0291.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-stein15.xml,1,?,0,0,0.75,?,0,0.84,0.415532
bool/mps/mps-opt1217.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-p2756.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-air04.xml,1,99.756987,?,?,?,-1,?,?,?
bool/mps/mps-mzzv11.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-mod008.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-p0201.xml,1,?,0,0,0.987805,?,0,0.996705,0.366353
bool/mps/mps-neos5.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-vpm2.xml,1,100,?,?,?,-1,?,?,?
bool/mps/mps-vpm1.xml,1,100,?,?,?,-1,?,?,?
bool/mps/mps-seymour1.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-cracpb1.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-lp4l.xml,1,99.408284,0,0,0.997579,-1,0,0.998434,0.385739
bool/mps/mps-stein45.xml,1,?,0,0,0.888889,?,0,0.942857,0.444454
bool/mps/mps-bm23.xml,1,?,0,0,0.96,?,0,0.981818,0.33322
bool/mps/mps-air02.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-mitre.xml,1,90.415648,?,?,?,-1,?,?,?
bool/mps/mps-p0040.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-protfold.xml,1,100,0,0,0.992308,-1,0,0.997712,0.378383
bool/mps/mps-l152lav.xml,1,99.481865,?,?,?,-1,?,?,?
bool/mps/mps-sentoy.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-enigma.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-fit1d.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-seymour.xml,1,?,0,0,0.777778,?,0,0.897436,0.333484
bool/mps/mps-p0033.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-lseu.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-neos1.xml,1,94.375,0,0,0.826087,-1,0,0.921569,0.355589
bool/mps/mps-mod010.xml,1,99.312715,?,?,0.997558,-1,?,?,0.397636
bool/mps/mps-aflow40b.xml,1,100,?,?,?,-1,?,?,?
bool/mps/mps-air01.xml,1,?,0,0,0.984791,?,0,0.995439,0.407708
bool/mps/mps-pipex.xml,1,?,?,?,0.996317,?,?,?,0.313807
bool/mps/mps-manna81.xml,1,?,0,0,0.870968,?,0,0.928571,0.234336
bool/mps/mps-air05.xml,1,99.647887,?,?,?,-1,?,?,?
bool/mps/mps-stein9.xml,1,?,0,0,0.666667,?,0,0.75,0.370439
bool/mps/mps-stein27.xml,1,?,0,0,0.833333,?,0,0.906977,0.437247
bool/mps/mps-mzzv42z.xml,1,?,?,?,?,?,?,?,?
bool/logic-synthesis/5xp1-b.xml,1,?,0,0,0.956522,?,0,0.986622,0.395324
bool/logic-synthesis/ex5-pi.xml,1,?,0,0,0.955056,?,0,0.986348,0.398424
bool/logic-synthesis/alu4-b.xml,1,?,0,0,0.944444,?,0,0.979695,0.378346
bool/logic-synthesis/clip-b.xml,1,?,0,0,0.944444,?,0,0.982063,0.383781
bool/logic-synthesis/e64-b.xml,1,?,0,0,0.833333,?,0,0.938462,0.323603
bool/logic-synthesis/bench1-pi.xml,1,?,0,0,0.927273,?,0,0.975155,0.358519
bool/logic-synthesis/e-am-pi.xml,1,?,0,0,0.963303,?,0,0.987988,0.394253
bool/logic-synthesis/sao2-b.xml,1,?,0,0,0.943662,?,0,0.979695,0.377947
bool/logic-synthesis/count-b.xml,1,?,0,0,0.924528,?,0,0.974522,0.382065
bool/logic-synthesis/prom2-pi.xml,1,?,0,0,0.833333,?,0,0.934426,0.331118
bool/logic-synthesis/max1024-pi.xml,1,?,0,0,0.764706,?,0,0.891892,0.324882
bool/logic-synthesis/rot-b.xml,1,?,0,0,0.928571,?,0,0.97546,0.366962
bool/logic-synthesis/f51m-b.xml,1,?,0,0,0.944444,?,0,0.983806,0.386021
bool/logic-synthesis/9symml.xml,1,?,0,0,1,?,0,1,0.326822
bool/logic-synthesis/jac3.xml,1,?,0,0,0.991011,?,0,0.99712,0.393299
bool/logic-synthesis/apex4-a.xml,1,?,0,0,1,?,0,1,0.348604
bool/logic-synthesis/9sym-b.xml,1,?,0,0,0.935484,?,0,0.977143,0.386186
bool/uclid/ooo-tag14.xml,1,0.904741,?,?,?,-1,?,?,?
bool/uclid/ooo-burch-dill-2-accl.xml,1,18.246614,0,0,0.955556,-1,0,0.975309,0.321221
bool/uclid/elf-rf6.xml,1,?,0,0,0,?,0,0,0
bool/uclid/ooo-tag10.xml,1,14.880562,0,0,0.956989,-1,0,0.975904,0.331173
bool/uclid/ooo-rf7.xml,1,14.556236,0,0,0.954023,-1,0,0.975,0.320724
bool/uclid/blast-floppy1-8.xml,1,?,?,?,?,?,?,?,?
bool/uclid/22s-smv.xml,1,18.510804,?,?,?,-1,?,?,?
bool/uclid/dlx1c-rwmem1-ucl.xml,1,14.88785,0,0,0.954023,-1,0,0.975,0.315755
bool/uclid/ooo-rf6.xml,1,?,0,0,0.946667,?,0,0.95122,0.243329
bool/uclid/elf-rf9.xml,1,3.175744,?,?,?,-1,?,?,?
bool/uclid/blast-tlan3.xml,1,13.6504,?,?,?,-1,?,?,?
bool/uclid/44s-smv.xml,1,24.707135,0,0,0.976608,-1,0,0.987616,0.30816
bool/uclid/cache-inv10-ucl.xml,1,8.80386,0,0,0.932203,-1,0,0.95,0.242233
bool/uclid/ooo-tag12.xml,1,1.964912,0,0,0.957895,-1,0,0.97619,0.331615
bool/uclid/43s-smv.xml,1,18.364997,?,?,?,-1,?,?,?
bool/uclid/25s-smv.xml,1,18.101029,?,?,?,-1,?,?,?
bool/uclid/cache-ibm-q-unbounded-Icl2arity-ucl.xml,1,3.53131,?,?,?,-1,?,?,?
bool/uclid/elf-rf8.xml,1,14.284002,0,0,0.954545,-1,0,0.975155,0.329055
bool/uclid/ooo-burch-dill-3-accl.xml,1,16.605665,0,0,0.956044,-1,0,0.97546,0.32339
bool/uclid/dlx1c-rwmem-ucl.xml,1,14.199443,0,0,0.954023,-1,0,0.975,0.31613
bool/uclid/blast-floppy1-6.xml,1,?,?,?,?,?,?,?,?
bool/uclid/cache-inv12-ucl.xml,1,0,0,0,0.916667,-1,0,0.95,0.242555
bool/uclid/cache-inv8-ucl.xml,1,?,0,0,0.916667,?,0,0.95,0.243844
bool/uclid/ooo-rf8.xml,1,14.089135,0,0,0.954023,-1,0,0.975,0.319083
bool/uclid/ooo-burch-dill-4-accl.xml,1,17.347037,?,?,?,-1,?,?,?
bool/uclid/ooo-burch-dill-6-accl.xml,1,3.068493,?,?,?,-1,?,?,?
bool/uclid/blast-floppy1-2.xml,1,?,?,?,0.995996,?,?,?,0.357437
bool/uclid/blast-floppy1-3.xml,1,?,0,0,0.976608,?,0,0.987616,0.302074
bool/uclid/ooo-rf10.xml,1,1.753249,0,0,0.956989,-1,0,0.975904,0.329381
bool/uclid/ooo-tag8.xml,1,15.809397,0,0,0.954023,-1,0,0.975,0.314977
bool/uclid/dlx1c-ucl.xml,1,15.174171,0,0,0.954023,-1,0,0.975,0.321198
bool/uclid/37s-smv.xml,1,12.005028,0,0,0.958763,-1,0,0.976471,0.33806
bool/uclid/46s-smv.xml,1,20.454545,?,?,0.978022,-1,?,?,0.30619
bool/uclid/blast-tlan2.xml,1,29.485077,?,?,?,-1,?,?,?
bool/uclid/blast-floppy1-4.xml,1,?,?,?,?,?,?,?,?
bool/uclid/ooo-burch-dill-8-accl.xml,1,3.535412,?,?,?,-1,?,?,?
bool/uclid/ooo-rf9.xml,1,1.583608,0,0,0.954023,-1,0,0.975,0.317781
bool/uclid/elf-rf7.xml,1,?,0,0,0.954023,?,0,0.975,0.298993
bool/uclid/blast-floppy1-7.xml,1,?,?,?,?,?,?,?,?
bool/par/par-32-4-c.xml,1,79.981979,0,0,0.4,-1,0,0.4,0.02682
bool/par/par-16-4-c.xml,1,79.950495,0,0,0.466667,-1,0,0.428571,0.053565
bool/par/par-16-1-c.xml,1,79.949399,0,0,0.466667,-1,0,0.428571,0.054115
bool/par/par-16-5.xml,1,76.378869,0,0,0.4,-1,0,0.571429,0.05141
bool/par/par-16-4.xml,1,76.190476,0,0,0.571429,-1,0,0.6,0.0569
bool/par/par-8-5-c.xml,1,?,0,0,0.333333,?,0,0.333333,0.092338
bool/par/par-16-2-c.xml,1,79.954049,0,0,0.333333,-1,0,0.428571,0.04861
bool/par/par-8-2-c.xml,1,?,0,0,0.333333,?,0,0.333333,0.090238
bool/par/par-16-3.xml,1,76.301658,0,0,0.538462,-1,0,0.538462,0.052218
bool/par/par-32-3-c.xml,1,79.98187,0,0,0.4,-1,0,0.4,0.026921
bool/par/par-32-2.xml,1,76.098736,0,0,0.4,-1,0,0.714286,0.02715
bool/par/par-16-5-c.xml,1,79.952969,0,0,0.333333,-1,0,0.428571,0.050019
bool/par/par-8-1.xml,1,?,0,0,0.333333,?,0,0.333333,0.080865
bool/par/par-32-4.xml,1,76.206173,0,0,0.4,-1,0,0.6,0.026711
bool/par/par-32-1-c.xml,1,79.981732,0,0,0.4,-1,0,0.4,0.02709
bool/par/par-32-3.xml,1,76.177618,0,0,0.333333,-1,0,0.571429,0.026447
bool/par/par-32-1.xml,1,76.141827,0,0,0.333333,-1,0,0.4,0.026613
bool/par/par-8-1-c.xml,1,?,0,0,0.466667,?,0,0.466667,0.109393
bool/par/par-16-3-c.xml,1,79.951981,0,0,0.466667,-1,0,0.428571,0.05224
bool/par/par-32-2-c.xml,1,79.981564,0,0,0.4,-1,0,0.4,0.027262
bool/par/par-8-2.xml,1,?,0,0,0.428571,?,0,0.454545,0.061233
bool/par/par-32-5-c.xml,1,79.98206,0,0,0.4,-1,0,0.4,0.026687
bool/par/par-8-4-c.xml,1,?,0,0,0.333333,?,0,0.333333,0.110636
bool/par/par-32-5.xml,1,76.227545,0,0,0.4,-1,0,0.454545,0.026608
bool/par/par-8-3-c.xml,1,?,0,0,0.466667,?,0,0.466667,0.090385
bool/par/par-8-5.xml,1,?,0,0,0.333333,?,0,0.333333,0.077139
bool/par/par-16-2.xml,1,76.466497,0,0,0.4,-1,0,0.538462,0.049962
bool/par/par-8-4.xml,1,?,0,0,0.333333,?,0,0.333333,0.107045
bool/par/par-16-1.xml,1,76.112026,0,0,0.6,-1,0,0.6,0.05534
bool/par/par-8-3.xml,1,?,0,0,0.384615,?,0,0.333333,0.08338
bool/fpga/fpga-11-9.xml,1,100,0,0,0.714286,-1,0,0.826087,0.321626
bool/fpga/fpga-13-11.xml,1,100,0,0,0.75,-1,0,0.851852,0.319023
bool/fpga/fpga-40-40.xml,1,100,0,0,0.870968,-1,0,0.950617,0.364049
bool/fpga/fpga-35-35.xml,1,100,0,0,0.846154,-1,0,0.943662,0.365616
bool/fpga/fpga-40-39.xml,1,100,0,0,0.870968,-1,0,0.950617,0.365814
bool/fpga/fpga-35-33.xml,1,100,0,0,0.846154,-1,0,0.943662,0.365642
bool/fpga/fpga-25-25.xml,1,100,0,0,0.833333,-1,0,0.921569,0.350302
bool/fpga/fpga-45-43.xml,1,100,0,0,0.888889,-1,0,0.956044,0.36656
bool/fpga/fpga-15-14.xml,1,100,0,0,0.75,-1,0,0.870968,0.340747
bool/fpga/fpga-20-20.xml,1,100,0,0,0.789474,-1,0,0.902439,0.333067
bool/fpga/fpga-12-11.xml,1,100,0,0,0.733333,-1,0,0.84,0.321707
bool/fpga/fpga-20-18.xml,1,100,0.333333,0.333333,0.789474,-1,0,0.902439,0.34432
bool/fpga/fpga-13-12.xml,1,100,0,0,0.75,-1,0,0.851852,0.310794
bool/fpga/fpga-40-38.xml,1,100,0.333333,0.333333,0.870968,-1,0,0.950617,0.367824
bool/fpga/fpga-30-30.xml,1,100,0,0,0.826087,-1,0,0.934426,0.366926
bool/fpga/fpga-11-11.xml,1,100,0,0,0.714286,-1,0,0.826087,0.316774
bool/fpga/fpga-35-34.xml,1,100,0,0,0.846154,-1,0,0.943662,0.368231
bool/fpga/fpga-15-15.xml,1,100,0,0,0.75,-1,0,0.870968,0.332623
bool/fpga/fpga-45-45.xml,1,100,0,0,0.888889,-1,0,0.956044,0.366633
bool/fpga/fpga-10-9.xml,1,100,0,0,0.692308,-1,0,0.809524,0.320154
bool/fpga/fpga-14-12.xml,1,100,0,0,0.733333,-1,0,0.862069,0.312565
bool/fpga/fpga-13-13.xml,1,100,0,0,0.75,-1,0,0.851852,0.326246
bool/fpga/fpga-10-8.xml,1,100,0,0,0.692308,-1,0,0.809524,0.298068
bool/fpga/fpga-10-10.xml,1,100,0,0,0.692308,-1,0,0.809524,0.33083
bool/fpga/fpga-30-28.xml,1,100,0,0,0.826087,-1,0,0.934426,0.356227
bool/fpga/fpga-11-10.xml,1,100,0,0,0.714286,-1,0,0.826087,0.331003
bool/fpga/fpga-15-13.xml,1,100,0,0,0.75,-1,0,0.870968,0.328065
bool/fpga/fpga-25-23.xml,1,100,0,0,0.833333,-1,0,0.921569,0.34205
bool/fpga/fpga-20-19.xml,1,100,0,0,0.789474,-1,0,0.902439,0.338039
bool/fpga/fpga-14-14.xml,1,100,0.333333,0.333333,0.733333,-1,0,0.862069,0.340339
bool/fpga/fpga-25-24.xml,1,100,0,0,0.833333,-1,0,0.921569,0.342453
bool/fpga/fpga-12-12.xml,1,100,0,0,0.733333,-1,0,0.84,0.312253
bool/fpga/fpga-30-29.xml,1,100,0,0,0.826087,-1,0,0.934426,0.361661
bool/fpga/fpga-45-44.xml,1,100,0,0,0.888889,-1,0,0.956044,0.364832
bool/fpga/fpga-14-13.xml,1,100,0,0,0.733333,-1,0,0.862069,0.326652
bool/fpga/fpga-12-10.xml,1,100,0.333333,0.333333,0.733333,-1,0,0.84,0.335181
bool/mpsReduced/mps-red-markshare1-1.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-berlin-5-8_0.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-ran10x10c.xml,1,?,0,0,0.957447,?,0,0.987302,0.370068
bool/mpsReduced/mps-red-mod013.xml,1,100,0,0,1,-1,0,0.983806,0.343022
bool/mpsReduced/mps-red-flugpl.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran12x12.xml,1,?,0,0,0.969697,?,0,0.989501,0.352587
bool/mpsReduced/mps-red-ran13x13.xml,1,?,0,0,0.9801,?,0,0.990315,0.359893
bool/mpsReduced/mps-red-sc50a.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-testprob.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare1.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare2-1.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-capri.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-timtab1.xml,1,91.025641,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-misc03.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-modglob.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-misc01.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-enigma.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-agg.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-sc205.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-afiro.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-gr4x6.xml,1,100,0,0,1,-1,0,0.979167,0.336648
bool/mpsReduced/mps-red-bk4x3.xml,1,?,0,0,1,?,0,0.96748,0.328935
bool/mpsReduced/mps-red-ran8x32.xml,1,100,0,0,0.991031,-1,0,0.99598,0.361335
bool/mpsReduced/mps-red-ran10x26.xml,1,100,0,0,0.989637,-1,0,0.995031,0.36993
bool/mpsReduced/mps-red-blend.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-scagr7.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-arki001.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-nazareth.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran10x10b.xml,1,?,0,0,0.956989,?,0,0.98722,0.370473
bool/mpsReduced/mps-red-est.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-egout.xml,1,?,0,0,1,?,0,1,0.347842
bool/mpsReduced/mps-red-neos20.xml,1,78.311,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-neos15.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-ran10x10a.xml,1,?,0,0,0.957447,?,0,0.98722,0.370224
bool/mpsReduced/mps-red-glass4.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-liu.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-adlittle.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-sc50b.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-25fv47.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-beaconfd.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-ran17x17.xml,1,?,0,0,0.983539,?,0,0.992551,0.355218
bool/mpsReduced/mps-red-qnet1.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-misc07.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-agg3.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-pk1.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-rout.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-lotfi.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-bandm.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-aflow30a.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-sc105.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-vpm1.xml,1,-1,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-UMTS.xml,1,70.827157,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-recipe.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-timtab2.xml,1,89.805375,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-ran14x18.xml,1,100,0,0,0.983264,-1,0,0.99297,0.359026
bool/mpsReduced/mps-red-kb2.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-stocfor1.xml,1,100,?,?,1,-1,?,?,0.396579
bool/mpsReduced/mps-red-ran16x16.xml,1,?,0,0,0.982533,?,0,0.992141,0.359016
bool/mpsReduced/mps-red-bal8x12.xml,1,100,0,0,0.969925,-1,0,0.989501,0.345083
bool/mpsReduced/mps-red-harp2.xml,1,-1,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-pp08a.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-misc02.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-rgn.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-noswot.xml,1,?,0,0,1,?,0,0.975904,0.331117
bool/mpsReduced/mps-red-fiber.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-misc05.xml,1,91.489362,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-mkc.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare2.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-share2b.xml,1,100,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-vpm2.xml,1,-1,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-bg512142.xml,1,99.934938,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-blend2.xml,1,93.877551,?,?,?,-1,?,?,?
bool/mpsReduced/mps-red-bienst1.xml,1,100,?,?,?,-1,?,?,?
