@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE top-good-max NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE bflb NUMERIC
@ATTRIBUTE top-good-min NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE empty-stack-pct NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE overstowage-pct NUMERIC
@ATTRIBUTE top-good-stdev NUMERIC
@ATTRIBUTE top-good-mean NUMERIC

@DATA
BF17_cpmp_20_5_60_12_36_3,1,0.6,5,0.65,20,10,4.61538,37,2,1.54613,7,0.05,0.25,0,0.36,2.64239,5.30769
BF17_cpmp_20_5_60_12_36_4,1,0.6,5,0.55,20,7,4.61538,37,2,1.68881,7,0.15,0.25,0,0.36,1.97086,4.45455
BF17_cpmp_20_5_60_12_36_5,1,0.6,5,0.75,20,11,4.61538,37,2,1.49556,7,0.05,0.25,0,0.36,2.86279,5.73333
BF17_cpmp_20_5_60_12_36_6,1,0.6,5,0.75,20,10,4.61538,36,2,1.49556,7,0.05,0.25,0,0.36,2.47656,5
BF17_cpmp_20_5_60_12_36_7,1,0.6,5,0.55,20,9,4.61538,36,2,1.59511,7,0.05,0.25,0,0.36,2.31059,5.54545
BF17_cpmp_20_5_60_12_36_8,1,0.6,5,0.75,20,11,4.61538,36,2,2.13175,8,0.1,0.25,0,0.36,2.79205,4.93333
BF18_cpmp_20_5_60_12_45_1,1,0.6,5,0.7,20,11,4.61538,45,2,1.4432,6,0.25,0.25,0,0.45,3.15015,5.92857
BF18_cpmp_20_5_60_12_45_12,1,0.6,5,0.6,20,11,4.61538,45,2,1.54613,7,0.3,0.25,0,0.45,2.71825,5.33333
BF18_cpmp_20_5_60_12_45_13,1,0.6,5,0.6,20,11,4.61538,45,2,1.68881,7,0.4,0.25,0,0.45,2.8419,6.41667
BF18_cpmp_20_5_60_12_45_14,1,0.6,5,0.65,20,12,4.61538,45,3,1.59511,7,0.35,0.25,0,0.45,3.07307,7.30769
BF18_cpmp_20_5_60_12_45_15,1,0.6,5,0.6,20,10,4.61538,45,2,1.59511,7,0.4,0.25,0,0.45,2.65623,5.33333
BF18_cpmp_20_5_60_12_45_16,1,0.6,5,0.6,20,12,4.61538,45,2,1.54613,7,0.3,0.25,0,0.45,2.99537,5.83333
BF18_cpmp_20_5_60_12_45_17,1,0.6,5,0.65,20,10,4.61538,45,2,1.59511,7,0.3,0.25,0,0.45,3.19763,5.92308
BF18_cpmp_20_5_60_12_45_18,1,0.6,5,0.6,20,11,4.61538,45,2,1.68881,7,0.3,0.25,0,0.45,2.81242,6.58333
BF18_cpmp_20_5_60_12_45_19,1,0.6,5,0.65,20,11,4.61538,45,2,1.54613,7,0.35,0.25,0,0.45,2.99704,6.69231
BF18_cpmp_20_5_60_12_45_2,1,0.6,5,0.6,20,12,4.61538,45,4,1.59511,7,0.3,0.25,0,0.45,2.92855,7.08333
BF18_cpmp_20_5_60_12_45_3,1,0.6,5,0.6,20,11,4.61538,45,2,1.73376,7,0.3,0.25,0,0.45,2.71186,5.25
BF18_cpmp_20_5_60_12_45_4,1,0.6,5,0.6,20,12,4.61538,45,2,1.4432,6,0.25,0.25,0,0.45,2.85287,5.83333
BF18_cpmp_20_5_60_12_45_5,1,0.6,5,0.6,20,9,4.61538,45,2,2.20274,9,0.3,0.25,0,0.45,2.54406,5.16667
BF18_cpmp_20_5_60_12_45_6,1,0.6,5,0.6,20,10,4.61538,45,3,1.49556,6,0.4,0.25,0,0.45,2.5658,6.5
BF18_cpmp_20_5_60_12_45_7,1,0.6,5,0.65,20,11,4.61538,45,2,1.54613,7,0.3,0.25,0,0.45,3.04988,5.92308
BF18_cpmp_20_5_60_12_45_8,1,0.6,5,0.6,20,12,4.61538,45,2,1.94297,8,0.35,0.25,0,0.45,2.81366,5.5
BF18_cpmp_20_5_60_12_45_9,1,0.6,5,0.6,20,11,4.61538,45,2,1.38888,6,0.3,0.25,0,0.45,2.41523,7
BF19_cpmp_20_5_60_24_36_1,1,0.6,5,0.7,20,21,2.4,36,2,0.979796,5,0.1,0.25,0,0.36,5.9983,10.1429
BF19_cpmp_20_5_60_24_36_10,1,0.6,5,0.7,20,20,2.4,36,2,1.13137,6,0.15,0.25,0,0.36,5.70535,10.8571
BF19_cpmp_20_5_60_24_36_11,1,0.6,5,0.5,20,24,2.4,36,4,0.938083,5,0.1,0.25,0,0.36,5.78273,9.4
BF19_cpmp_20_5_60_24_36_14,1,0.6,5,0.7,20,16,2.4,36,2,0.748331,4,0,0.25,0,0.36,4.00319,8.21429
BF19_cpmp_20_5_60_24_36_15,1,0.6,5,0.65,20,21,2.4,36,2,1.0583,5,0.05,0.25,0,0.36,5.0559,7.76923
BF19_cpmp_20_5_60_24_36_16,1,0.6,5,0.65,20,17,2.4,37,3,0.848528,4,0.05,0.25,0,0.36,4.50903,9.23077
BF19_cpmp_20_5_60_24_36_17,1,0.6,5,0.55,20,19,2.4,36,2,0.979796,4,0.05,0.25,0,0.36,5.22708,8.36364
BF19_cpmp_20_5_60_24_36_18,1,0.6,5,0.65,20,20,2.4,36,2,0.8,4,0.05,0.25,0,0.36,5.10598,10.0769
BF19_cpmp_20_5_60_24_36_2,1,0.6,5,0.6,20,20,2.4,36,3,0.979796,5,0.05,0.25,0,0.36,4.82758,10.1667
BF19_cpmp_20_5_60_24_36_20,1,0.6,5,0.55,20,22,2.4,36,2,1.0198,4,0.2,0.25,0,0.36,6.21382,8.54545
BF19_cpmp_20_5_60_24_36_3,1,0.6,5,0.7,20,22,2.4,36,2,1.2,6,0.2,0.25,0,0.36,6.46379,10.0714
BF19_cpmp_20_5_60_24_36_5,1,0.6,5,0.6,20,23,2.4,36,2,0.848528,4,0.15,0.25,0,0.36,6.70976,10.75
BF19_cpmp_20_5_60_24_36_6,1,0.6,5,0.6,20,24,2.4,37,2,0.938083,4,0.1,0.25,0,0.36,6.03405,8.58333
BF19_cpmp_20_5_60_24_36_7,1,0.6,5,0.55,20,24,2.4,36,3,1.0198,4,0.15,0.25,0,0.36,5.80396,8.63636
BF19_cpmp_20_5_60_24_36_8,1,0.6,5,0.75,20,21,2.4,39,4,0.848528,4,0,0.25,0,0.36,4.9189,11.2667
BF19_cpmp_20_5_60_24_36_9,1,0.6,5,0.65,20,16,2.4,38,3,0.894427,5,0.05,0.25,0,0.36,4.12956,8.84615
BF2_cpmp_16_5_48_10_36_1,1,0.6,5,625,16,10,4.36364,36,2,1.66639,7,0.3125,0.3125,0,0.45,2.6,4.8
BF2_cpmp_16_5_48_10_36_11,1,0.6,5,625,16,8,4.36364,36,2,1.49379,6,0.25,0.3125,0,0.45,2.2,4.6
BF2_cpmp_16_5_48_10_36_12,1,0.6,5,625,16,9,4.36364,36,2,2.1436,9,0.25,0.3125,0,0.45,2.44949,5
BF2_cpmp_16_5_48_10_36_13,1,0.6,5,0.6875,16,10,4.36364,36,2,1.87193,7,0.3125,0.3125,0,0.45,2.4663,5.90909
BF2_cpmp_16_5_48_10_36_14,1,0.6,5,625,16,8,4.36364,36,2,1.82272,7,0.3125,0.3125,0,0.45,2.02237,4.9
BF2_cpmp_16_5_48_10_36_15,1,0.6,5,625,16,10,4.36364,36,2,1.66639,7,0.3125,0.3125,0,0.45,2.79285,5
BF2_cpmp_16_5_48_10_36_17,1,0.6,5,0.6875,16,10,4.36364,36,2,1.43164,5,0.3125,0.3125,0,0.45,2.38799,5.45455
BF2_cpmp_16_5_48_10_36_18,1,0.6,5,625,16,10,4.36364,36,2,1.55346,6,0.3125,0.3125,0,0.45,2.90517,5.4
BF2_cpmp_16_5_48_10_36_19,1,0.6,5,625,16,8,4.36364,36,2,1.61091,6,0.3125,0.3125,0,0.45,2.40832,5
BF2_cpmp_16_5_48_10_36_2,1,0.6,5,0.6875,16,9,4.36364,36,2,1.72008,7,0.25,0.3125,0,0.45,2.35312,5.90909
BF2_cpmp_16_5_48_10_36_20,1,0.6,5,625,16,10,4.36364,36,2,1.87193,7,0.25,0.3125,0,0.45,2.40832,5
BF2_cpmp_16_5_48_10_36_3,1,0.6,5,625,16,7,4.36364,36,2,1.55346,6,0.3125,0.3125,0,0.45,1.74642,4.5
BF2_cpmp_16_5_48_10_36_4,1,0.6,5,625,16,9,4.36364,36,2,1.77214,7,0.3125,0.3125,0,0.45,2.4,5.8
BF2_cpmp_16_5_48_10_36_5,1,0.6,5,625,16,10,4.36364,36,2,1.55346,6,0.3125,0.3125,0,0.45,2.37487,5.4
BF2_cpmp_16_5_48_10_36_6,1,0.6,5,625,16,9,4.36364,36,2,1.55346,6,0.3125,0.3125,0,0.45,2.2891,4.6
BF2_cpmp_16_5_48_10_36_7,1,0.6,5,625,16,9,4.36364,36,2,1.82272,8,375,0.3125,0,0.45,2.34307,4.9
BF2_cpmp_16_5_48_10_36_8,1,0.6,5,625,16,8,4.36364,36,2,1.55346,6,0.3125,0.3125,0,0.45,1.93907,5.2
BF2_cpmp_16_5_48_10_36_9,1,0.6,5,625,16,8,4.36364,36,2,1.77214,7,0.3125,0.3125,0,0.45,2.3,5.1
BF20_cpmp_20_5_60_24_45_1,1,0.6,5,0.6,20,23,2.4,45,2,0.938083,5,0.3,0.25,0,0.45,7.31817,10.6667
BF20_cpmp_20_5_60_24_45_10,1,0.6,5,0.6,20,22,2.4,45,3,0.848528,4,0.4,0.25,0,0.45,5.86124,11.75
BF20_cpmp_20_5_60_24_45_11,1,0.6,5,0.65,20,22,2.4,45,2,1.49666,7,0.35,0.25,0,0.45,5.28591,7.53846
BF20_cpmp_20_5_60_24_45_12,1,0.6,5,0.65,20,24,2.4,45,3,1.09545,5,0.3,0.25,0,0.45,6.02559,11
BF20_cpmp_20_5_60_24_45_13,1,0.6,5,0.65,20,21,2.4,45,3,1.2,5,0.3,0.25,0,0.45,5.87845,11.5385
BF20_cpmp_20_5_60_24_45_14,1,0.6,5,0.6,20,20,2.4,45,3,0.979796,4,0.35,0.25,0,0.45,5.66912,10.8333
BF20_cpmp_20_5_60_24_45_15,1,0.6,5,0.6,20,21,2.4,45,2,0.8,4,0.3,0.25,0,0.45,5.57275,9.66667
BF20_cpmp_20_5_60_24_45_17,1,0.6,5,0.65,20,23,2.4,45,6,0.979796,5,0.25,0.25,0,0.45,4.76178,13.6923
BF20_cpmp_20_5_60_24_45_2,1,0.6,5,0.6,20,22,2.4,45,4,0.894427,4,0.4,0.25,0,0.45,5.64887,12.0833
BF20_cpmp_20_5_60_24_45_20,1,0.6,5,0.6,20,21,2.4,45,3,0.894427,5,0.25,0.25,0,0.45,5.34569,12.5833
BF20_cpmp_20_5_60_24_45_3,1,0.6,5,0.65,20,22,2.4,45,2,1.09545,5,0.3,0.25,0,0.45,5.83805,10.6154
BF20_cpmp_20_5_60_24_45_5,1,0.6,5,0.6,20,21,2.4,45,7,0.894427,4,0.3,0.25,0,0.45,4.17,12.6667
BF20_cpmp_20_5_60_24_45_6,1,0.6,5,0.6,20,17,2.4,45,4,1.0198,4,0.3,0.25,0,0.45,3937,10
BF20_cpmp_20_5_60_24_45_7,1,0.6,5,0.6,20,22,2.4,45,2,1.0198,5,0.3,0.25,0,0.45,5.63225,9.33333
BF20_cpmp_20_5_60_24_45_8,1,0.6,5,0.6,20,19,2.4,45,3,1.0198,5,0.35,0.25,0,0.45,5.1228,9.41667
BF20_cpmp_20_5_60_24_45_9,1,0.6,5,0.6,20,23,2.4,45,2,1.0583,5,0.3,0.25,0,0.45,5.95586,13.1667
BF21_cpmp_20_5_80_16_48_11,1,0.8,5,0.8,20,15,4.70588,51,2,1.22545,6,0,0.25,0,0.48,3.72282,7375
BF21_cpmp_20_5_80_16_48_14,1,0.8,5,0.9,20,13,4.70588,52,2,1.36186,6,0,0.25,0,0.48,2.71314,5.83333
BF21_cpmp_20_5_80_16_48_16,1,0.8,5,0.85,20,14,4.70588,50,2,1.4858,7,0,0.25,0,0.48,3.40364,7.94118
BF21_cpmp_20_5_80_16_48_18,1,0.8,5,0.8,20,15,4.70588,50,2,1.63652,9,0,0.25,0,0.48,4.40835,7.9375
BF21_cpmp_20_5_80_16_48_19,1,0.8,5,1,20,16,4.70588,54,2,1.52488,7,0,0.25,0,0.48,3.89358,6.2
BF21_cpmp_20_5_80_16_48_2,1,0.8,5,0.8,20,13,4.70588,52,2,1.44567,6,0,0.25,0,0.48,3.28764,5.9375
BF21_cpmp_20_5_80_16_48_3,1,0.8,5,0.75,20,11,4.70588,49,2,1.80733,9,0,0.25,0,0.48,3.0037,5.66667
BF21_cpmp_20_5_80_16_48_4,1,0.8,5,0.85,20,14,4.70588,50,2,1.40439,6,0,0.25,0,0.48,3.48998,6.76471
BF21_cpmp_20_5_80_16_48_5,1,0.8,5,0.85,20,16,4.70588,50,2,1.36186,6,0,0.25,0,0.48,4.10502,6.82353
BF21_cpmp_20_5_80_16_48_7,1,0.8,5,0.75,20,13,4.70588,51,2,1.31796,6,0,0.25,0,0.48,2.9409,4.86667
BF21_cpmp_20_5_80_16_48_8,1,0.8,5,0.75,20,12,4.70588,51,2,1.52488,7,0,0.25,0,0.48,3.61847,6.8
BF21_cpmp_20_5_80_16_48_9,1,0.8,5,0.75,20,12,4.70588,50,2,1.52488,7,0,0.25,0,0.48,2.93182,6.06667
BF22_cpmp_20_5_80_16_60_11,1,0.8,5,0.8,20,16,4.70588,60,2,1.36186,6,0.1,0.25,0,0.6,4.08503,8.75
BF22_cpmp_20_5_80_16_60_16,1,0.8,5,0.85,20,16,4.70588,61,2,1.67208,7,0.15,0.25,0,0.6,3.85732,8.05882
BF22_cpmp_20_5_80_16_60_4,1,0.8,5,0.9,20,15,4.70588,62,3,1.7069,8,0.05,0.25,0,0.6,3.13089,8.44444
BF22_cpmp_20_5_80_16_60_6,1,0.8,5,0.8,20,12,4.70588,61,2,1.52488,8,0.15,0.25,0,0.6,3.23071,7.25
BF22_cpmp_20_5_80_16_60_7,1,0.8,5,0.8,20,11,4.70588,62,2,1.77448,7,0.2,0.25,0,0.6,2.97647,6375
BF22_cpmp_20_5_80_16_60_9,1,0.8,5,0.85,20,12,4.70588,62,2,1.52488,7,0.15,0.25,0,0.6,3.32132,6.70588
BF23_cpmp_20_5_80_32_48_10,1,0.8,5,0.9,20,17,2.42424,52,2,1.07394,5,0,0.25,0,0.48,5.04425,8.66667
BF23_cpmp_20_5_80_32_48_11,1,0.8,5,0.85,20,25,2.42424,51,2,0.985664,4,0,0.25,0,0.48,6.27292,10.0588
BF23_cpmp_20_5_80_32_48_12,1,0.8,5,0.9,20,28,2.42424,49,2,1.20681,6,0,0.25,0,0.48,7.32997,10.7778
BF23_cpmp_20_5_80_32_48_15,1,0.8,5,0.8,20,30,2.42424,51,2,0.922129,5,0,0.25,0,0.48,7.48932,14.3125
BF23_cpmp_20_5_80_32_48_16,1,0.8,5,0.9,20,28,2.42424,51,2,1.39328,7,0,0.25,0,0.48,7.68757,11.8889
BF23_cpmp_20_5_80_32_48_18,1,0.8,5,0.65,20,24,2.42424,51,2,1.25602,5,0,0.25,0,0.48,8.21314,15.0769
BF23_cpmp_20_5_80_32_48_3,1,0.8,5,0.85,20,27,2.42424,51,3,0.888659,4,0,0.25,0,0.48,6.51907,11.1765
BF23_cpmp_20_5_80_32_48_4,1,0.8,5,0.75,20,25,2.42424,50,2,0.922129,5,0,0.25,0,0.48,7.28164,12.3333
BF23_cpmp_20_5_80_32_48_6,1,0.8,5,0.85,20,23,2.42424,50,5,1.41486,6,0.05,0.25,0,0.48,5.38998,14.3529
BF23_cpmp_20_5_80_32_48_7,1,0.8,5,0.75,20,25,2.42424,51,2,1.04534,5,0,0.25,0,0.48,7.11493,13.6667
BF24_cpmp_20_5_80_32_60_13,1,0.8,5,0.85,20,26,2.42424,64,2,0.853879,4,0,0.25,0,0.6,8.13298,11.8235
BF24_cpmp_20_5_80_32_60_17,1,0.8,5,0.8,20,30,2.42424,60,4,0.779678,4,0.15,0.25,0,0.6,7.43198,15125
BF24_cpmp_20_5_80_32_60_2,1,0.8,5,0.8,20,32,2.42424,61,2,0.888659,5,0.1,0.25,0,0.6,7.40671,14625
BF24_cpmp_20_5_80_32_60_8,1,0.8,5,0.8,20,27,2.42424,60,2,1.1018,5,0.2,0.25,0,0.6,7.61475,13375
BF25_cpmp_20_8_96_20_58_20,1,0.6,8,0.8,20,13,4.57143,62,2,1.56057,9,0,0.4,0,0.3625,3.70599,6875
BF26_cpmp_20_8_96_20_72_5,1,0.6,8,0.6,20,17,4.57143,72,2,1.62045,8,0.2,0.4,0,0.45,4.99096,9.91667
BF27_cpmp_20_8_96_39_58_12,1,0.6,8,0.8,20,27,2.4,59,3,0.830662,4,0,0.4,0,0.3625,7.70146,15.25
BF27_cpmp_20_8_96_39_58_6,1,0.6,8,0.8,20,34,2.4,60,2,0.860233,4,0,0.4,0,0.3625,10.1794,14.5625
BF27_cpmp_20_8_96_39_58_9,1,0.6,8,0.9,20,30,2.4,61,2,0.943398,5,0,0.4,0,0.3625,8.2964,15.0556
BF28_cpmp_20_8_96_39_72_19,1,0.6,8,0.7,20,32,2.4,72,2,1.09087,6,0.05,0.4,0,0.45,9.88634,16.7857
BF3_cpmp_16_5_48_20_29_1,1,0.6,5,0.6875,16,15,2.28571,29,3,1.45219,6,0.1875,0.3125,0,0.3625,3.82251,8.45455
BF3_cpmp_16_5_48_20_29_11,1,0.6,5,0.5625,16,18,2.28571,29,2,0.764875,3,125,0.3125,0,0.3625,4.91659,8.22222
BF3_cpmp_16_5_48_20_29_13,1,0.6,5,625,16,14,2.28571,29,2,0.933139,4,125,0.3125,0,0.3625,3.98121,8.5
BF3_cpmp_16_5_48_20_29_14,1,0.6,5,0.75,16,17,2.28571,30,3,1.16058,5,0.0625,0.3125,0,0.3625,3.85861,7.33333
BF3_cpmp_16_5_48_20_29_16,1,0.6,5,0.5625,16,19,2.28571,29,2,1.07539,5,0.0625,0.3125,0,0.3625,5.25874,10.1111
BF3_cpmp_16_5_48_20_29_19,1,0.6,5,625,16,12,2.28571,30,3,1.20091,6,0,0.3125,0,0.3625,2.69072,6.6
BF3_cpmp_16_5_48_20_29_20,1,0.6,5,625,16,19,2.28571,29,2,0.982846,5,0.1875,0.3125,0,0.3625,4.98096,7.3
BF3_cpmp_16_5_48_20_29_3,1,0.6,5,0.5625,16,12,2.28571,29,2,0.982846,5,0.0625,0.3125,0,0.3625,3.49956,6.44444
BF3_cpmp_16_5_48_20_29_5,1,0.6,5,0.6875,16,19,2.28571,29,3,0.824786,4,0.1875,0.3125,0,0.3625,5.16024,8.09091
BF3_cpmp_16_5_48_20_29_6,1,0.6,5,625,16,18,2.28571,29,3,0.933139,4,125,0.3125,0,0.3625,5.08331,9.6
BF3_cpmp_16_5_48_20_29_8,1,0.6,5,0.75,16,18,2.28571,29,2,0.824786,4,0.1875,0.3125,0,0.3625,4.78641,9.08333
BF3_cpmp_16_5_48_20_29_9,1,0.6,5,625,16,10,2.28571,29,2,0.880631,4,0.0625,0.3125,0,0.3625,2.94109,5.5
BF4_cpmp_16_5_48_20_36_1,1,0.6,5,625,16,14,2.28571,36,3,0.764875,4,375,0.3125,0,0.45,3.7,8.1
BF4_cpmp_16_5_48_20_36_10,1,0.6,5,625,16,19,2.28571,36,4,0.933139,5,375,0.3125,0,0.45,4.51664,10
BF4_cpmp_16_5_48_20_36_11,1,0.6,5,625,16,13,2.28571,36,2,0.933139,5,375,0.3125,0,0.45,2.93258,7
BF4_cpmp_16_5_48_20_36_13,1,0.6,5,625,16,19,2.28571,36,3,1.35023,7,0.3125,0.3125,0,0.45,5.38609,9.3
BF4_cpmp_16_5_48_20_36_14,1,0.6,5,625,16,19,2.28571,36,3,1.11879,5,375,0.3125,0,0.45,5.04381,13.4
BF4_cpmp_16_5_48_20_36_15,1,0.6,5,625,16,19,2.28571,36,2,1.20091,6,0.3125,0.3125,0,0.45,5.9,9.3
BF4_cpmp_16_5_48_20_36_16,1,0.6,5,625,16,19,2.28571,36,3,0.880631,4,375,0.3125,0,0.45,5.0636,12.4
BF4_cpmp_16_5_48_20_36_17,1,0.6,5,625,16,19,2.28571,36,3,0.982846,4,0.3125,0.3125,0,0.45,4.38292,9.7
BF4_cpmp_16_5_48_20_36_18,1,0.6,5,625,16,19,2.28571,36,2,0.933139,5,0.3125,0.3125,0,0.45,4.65725,7.1
BF4_cpmp_16_5_48_20_36_19,1,0.6,5,0.5625,16,18,2.28571,36,4,1.11879,4,0.25,0.3125,0,0.45,4.02155,9.77778
BF4_cpmp_16_5_48_20_36_2,1,0.6,5,0.5625,16,20,2.28571,36,4,0.933139,4,0.3125,0.3125,0,0.45,4.78681,10.4444
BF4_cpmp_16_5_48_20_36_20,1,0.6,5,0.6875,16,18,2.28571,36,2,1.27775,6,0.25,0.3125,0,0.45,5.26174,10.3636
BF4_cpmp_16_5_48_20_36_3,1,0.6,5,0.6875,16,20,2.28571,36,2,0.933139,4,0.3125,0.3125,0,0.45,5.40125,10.0909
BF4_cpmp_16_5_48_20_36_5,1,0.6,5,625,16,14,2.28571,36,2,1.54744,8,0.3125,0.3125,0,0.45,3.87814,6.4
