@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC

@DATA
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S1645769281-097.cnf,1,0,0,4397,4397,4406,0,4588,4477.5,4588,4509,4516,0.0483,0.0825,1.9119,0.0001,0.6863,0.0784,0.0175,0.0547,0.7661,0.1044,0.0095,0.0112,0.9999,0.0626,3.8384,0.1606,0.001,0.1429,0.0205,0.0001,0.3118
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.0-9.cnf,1,0.9567,0.3769,0,0,0,0.9475,0,0,0,0,0,0.9999,1,4.2416,1,0.2162,1,0.9906,0.9248,0.5808,1,0.6866,0.0193,0.5625,0.9563,5.0256,1,0,0,0.2855,0.0002,0.9126
SAT_Competition2007/crafted/Hard/contest02/ezfact64_5.sat05-452.reshuffled-07.cnf,1,0.2051,0.6155,730,730,838,0.0451,1376,1017,1376,955,1280,0.0188,0.2727,0.7217,0.1012,0.0498,0.1343,0.0061,0.0997,0.2876,0.3249,0,0.1601,1.2804,0.3628,1.2642,0.6232,0,0,0.0453,0.0665,0.401
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S1212545732-02.UNSAT.shuffled.cnf,1,0.9849,0.0803,3768,3768,3880,0,3976,3892.6,3976,3892,3961,0.3631,0.68,3.2495,0.3342,0.311,0.5516,0.1857,0.3713,0.5476,0.6943,0.0793,0.2316,0.6081,0.4972,2.7035,0.9343,0,0,0.1571,0.0661,0.4864
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-14.sat05-2589.reshuffled-07.cnf,1,0.1035,0.3326,3428,3635,3683,0,4112,3820.3,4112,3858,3975,0,0,0,0.3797,0.9971,0,0,0,0.9995,0,0,0.2629,1.1977,0.3233,0.6066,0,0,0,0,0.3662,0.3879
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S926207202-053-UNKNOWN.cnf,1,0.9653,0.156,1,3,3,0,18,5.1825,9,5,6,0.3874,1,3.3665,0.7443,0.2247,0.5705,0.2073,0.3946,0.2645,0.7073,0.0856,0.2337,0.711,0.4923,2.716,1,0,0,0.1716,0.0797,0.4968
SAT_Competition2007/crafted/Medium/contest05/sabharwal/counting-easier-php-012-010.sat05-1172.reshuffled-07.cnf,1,0.8121,0.5281,4779,4779,4797,0.8121,4891,4837.7,4891,4868,4869,0.8154,0,0,0.2198,0.8708,0.8242,0.806,0.8139,0.9039,0.8258,0.8041,0.1636,1.0987,0.6424,0,0.8259,0.7776,0,0,0.1925,0.4599
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1040507052-028.cnf,1,0,0,27,33,36,0,92,42.594,54,41,48,0.1523,0.3556,3.0209,0.0118,0.4764,0.2433,0.0809,0.1692,0.5923,0.3306,0.0288,0.05,0.835,0.1878,3.6579,0.6036,0.0001,0.2,0.0616,0.0023,0.3768
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c7bidw_i.cnf,1,0.4693,1.6207,206,245,312,0.1229,479,351.84,475,340,388,0.6206,0.9487,2.9052,0.443,0.0333,0.7406,0.4333,0.5643,0.1622,0.8512,0.1263,0.1328,1.7619,0.4543,3.0647,1,0,0,0.1515,0.0738,0.3748
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S187076430-06.cnf,1,0,0,4032,4032,4080,0,4388,4187.8,4388,4251,4388,0.0525,0.1172,2.0586,0.0002,0.6389,0.0945,0.0259,0.0634,0.7369,0.1247,0.0138,0.0118,1.0012,0.0627,4.1944,0.2237,0,0.1429,0.0236,0.0001,0.3123
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S116991008-16.SAT.shuffled.cnf,1,0,0,4116,4116,4171,0,4437,4221.6,4437,4187,4353,0.1611,0.2889,2.9144,0.0121,0.5494,0.255,0.0748,0.1723,0.6946,0.3286,0.0444,0.0469,0.8395,0.1997,3.5037,0.4977,0.0052,0.2,0.059,0.0015,0.3804
SAT_Competition2007/random/LargeSize/3SAT/v4000/unif-k3-r4.2-v4000-c16800-S1178874381-13.cnf,1,0.9595,0.1744,33,43,51,0,155,60.067,77,56,66,0.385,1,3.3669,0.6623,0.2529,0.5699,0.2133,0.3949,0.3529,0.7044,0.0937,0.2333,0.7277,0.4895,2.7168,1,0.0004,0,0.1673,0.079,0.4953
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f10ni.cnf,1,0.483,1.7163,118,118,263,0.1298,395,266.25,395,289,395,0.6814,0.9699,2.8303,0.435,0.0328,0.8418,0.5122,0.6164,0.1732,0.9245,0.1059,0.1236,1.8652,0.5068,2.9222,1,0,0,0.1523,0.066,0.3647
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.8998,1.0226,75,75,75,0.5776,75,75,75,75,75,0.6352,0.8095,3.1127,0.2025,0.1311,0.805,0.2205,0.5271,0.661,0.8578,0.0552,0.1666,1.3599,0.7403,2.8292,0.9906,0,0,0.1573,0.0129,0.3638
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S935783783-069-UNKNOWN.cnf,1,0,0,17,24,27,0,59,31.832,42,31,36,0.1532,0.3265,3.0231,0.0202,0.4732,0.2445,0.0804,0.1715,0.583,0.3328,0.0304,0.05,0.829,0.1859,3.6843,0.5709,0.0001,0.2,0.0603,0.0023,0.3741
SAT_Competition2011/SAT09/CRAFTED/sgi/satsgi-n26himBHm28-p0-q293.cnf,1,0.9822,0.0895,0,0,0,0.9822,0,0,0,0,0,0.9305,0.3421,0,0.0319,1,0.9306,0.9304,0.9305,1,0.9307,0.9303,0.0385,0,0.9822,0,0.9308,0.9302,1,0,0.0312,1
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S648064606-012.UNKNOWN.cnf,1,0.9683,0.1406,3882,3882,3908,0,4090,3970.6,4090,3975,4036,0.3795,0.7647,3.318,0.2657,0.3376,0.5321,0.2096,0.378,0.5959,0.6861,0.0894,0.232,0.6795,0.5233,2.6435,0.9226,0.0004,0,0.1629,0.0711,0.5004
SAT_Competition2011/SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,0.1759,2.6115,256,641,1323,0.1019,2997,1802.8,2822,1711,2653,0.7482,1,2.6907,1,0.4373,0.7998,0.6105,0.685,0.8641,0.8331,0.5112,0.2118,2.9316,0.1419,3.0496,1,0,0,0.1725,0.4998,0.294
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,0,0,4360,4360,4410,0,4577,4449.7,4577,4445,4480,0.0511,0.1276,2.0075,0.0002,0.6804,0.0897,0.029,0.0625,0.7737,0.1183,0.0175,0.0112,0.9933,0.0628,3.8251,0.2403,0,0.1429,0.0239,0.0001,0.3092
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1632870961-099.SATISFIABLE.cnf,1,0,0,4067,4067,4106,0,4315,4156.3,4315,4113,4243,0.144,0.3111,3.0136,0.0102,0.5421,0.2477,0.0808,0.1752,0.6926,0.3599,0.0393,0.0469,0.8085,0.18,3.6006,0.5464,0.0008,0.2,0.0656,0.0015,0.3686
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,0.897,0.3424,4715,4715,4725,0.897,4858,4784,4858,4838,4858,0.8847,0,0,0.1712,0.9138,0.8888,0.8846,0.8845,0.9365,0.889,0.88,0.0997,1.1095,0.6632,0,0.8891,0.8749,0,0,0.1608,0.4639
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl001.sat05-3822.reshuffled-07.cnf,1,0.0882,2.0397,668,1377,1702,0.0774,1990,1682,1930,1761,1844,0.7496,1,2.7141,0.9999,0.248,0.8262,0.6663,0.7352,0.505,0.8536,0.6315,0.1672,2.5461,0.1143,3.1474,1,0,0,0.1507,0.496,0.3101
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-Mat26.sat05-457.reshuffled-07.cnf,1,0.5942,1.0891,3574,3574,3706,0.087,3868,3736,3868,3740,3822,0.1944,0.0667,1.2576,0.0651,0.4593,0.3509,0.0296,0.2021,0.8938,0.3515,0.0069,0.163,1.4994,0.4416,1.6886,0.3515,0,0,0.0291,0.0454,0.4544
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,0,0.9131,1082,1082,2643,0,3766,2867.6,3766,3043,3424,0.0171,0.2,0.8488,0.2242,0.2232,0.0479,0.0018,0.0384,0.5039,0.147,0.0002,0.1369,1.7119,0.2495,1.4988,0.2953,0,0,0.0463,0.1044,0.3645
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl032.cnf,1,0.6687,1.2565,1402,1402,1586,0.3246,1994,1668.8,1994,1693,1994,0.1417,0.6,1.7671,0.2894,0.2717,0.2214,0.093,0.1836,0.9985,0.4343,0.0335,0.1973,1.4348,0.5414,1.8331,0.7368,0,0,0.0582,0.0197,0.38
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S422570514-15.cnf,1,0,0,30,38,42,0,104,50.735,64,48,57,0.1507,0.3333,3.0663,0.0123,0.4771,0.2615,0.0764,0.1754,0.5777,0.3577,0.0311,0.05,0.8332,0.1908,3.6923,0.555,0,0.2,0.0637,0.0024,0.3758
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/420/unif-k3-r4.25-v420-c1785-S1136141672-041.cnf,1,0.979,0.1114,3818,3818,3883,0,4042,3938,4042,3959,4025,0.3713,0.8261,3.2756,0.3191,0.3267,0.5546,0.2107,0.381,0.5941,0.6839,0.0777,0.2337,0.6938,0.5082,2.7029,0.9356,0.0011,0,0.1703,0.0771,0.5122
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.5634,1.689,114,397,403,0.2421,584,437.6,536,448,495,0.4468,0.7143,3.1934,0.4333,0.0683,0.6155,0.2671,0.4442,0.1772,0.7988,0.1295,0.1666,1.8983,0.4528,2.996,0.9972,0,0,0.1293,0.074,0.4649
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-dalumul.cnf,1,0.6928,1.0597,238,247,316,0.2303,556,375.95,486,374,424,0.6453,0.6667,2.2168,0.3031,0.1108,0.7327,0.5013,0.598,0.5086,0.7813,0.352,0.1565,1.2701,0.2522,2.1434,0.9635,0,0,0.072,0.0393,0.4964
SAT_Competition2009/CRAFTED/sgi/satsgi-n28himBHm30-p0-q333.cnf,1,0.9833,0.0847,0,0,0,0.9833,0,0,0,0,0,0.9295,0.3415,0,0.0221,1,0.9296,0.9294,0.9295,1,0.9296,0.9294,0.0358,0,0.9833,0,0.9297,0.9293,1,0,0.0216,1
SAT_Competition2009/CRAFTED/edgematching/explicit/em_9_3_5_exp.cnf,1,0.9135,0.8881,332,339,410,0.6731,625,472.88,590,468,552,0.9683,0.9429,2.0011,0.0826,0.1688,0.9797,0.9412,0.8451,0.4868,0.9803,0.2221,0.0356,0.9764,0.8706,2.8181,0.9816,0.0005,0,0.2046,0.0142,0.7784
SAT_Competition2011/SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/CRAFTED/edgematching/explicit/em_8_4_5_exp.cnf,1,0.8988,0.9584,403,457,583,0.6285,853,648.86,772,680,724,0.949,0.9298,2.1979,0.0797,0.2032,0.9734,0.9322,0.8185,0.6088,0.9751,0.2618,0.0468,1.0674,0.8459,2.8371,0.9764,0.0865,0,0.2266,0.0168,0.7423
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-030.sat05-1307.reshuffled-07.cnf,1,0.9988,0.0975,1435,2478,2527,0.0175,3456,2635,2866,2673,2811,0.5268,0.3256,0,0,0.7251,0.5268,0.5268,0.5268,0.9592,0.5268,0.5268,0.035,0.6262,0.4998,0,0.5268,0.5267,0,0,0,0.5002
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S2109328271-14.cnf,1,0,0,38,45,50,0,133,58.464,70,56,63,0.1448,0.3143,2.9801,0.0134,0.4855,0.2368,0.0711,0.1623,0.6042,0.322,0.0264,0.05,0.8371,0.1923,3.6415,0.5416,0.0009,0.2,0.058,0.0022,0.3779
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1426208256-08.cnf,1,0,0,4142,4142,4145,0,4371,4246,4371,4326,4371,0.0657,0.1257,2.0786,0.0002,0.6476,0.1008,0.0317,0.0683,0.7458,0.1281,0.0138,0.0118,1.0031,0.0637,4.0529,0.2374,0.001,0.1429,0.0227,0.0001,0.312
SAT_Competition2009/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,0.9169,0.8605,295,319,348,0.6948,918,456.96,633,416,540,0.9747,0.9375,2.011,0.0827,0.373,0.9771,0.9343,0.8496,0.7688,0.9774,0.4601,0.0384,0.9573,0.8734,2.8557,0.9776,0.0153,0,0.308,0.0003,0.7883
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1126657927-015.SATISFIABLE.cnf,1,0,0,4008,4008,4038,0,4267,4108.5,4267,4078,4254,0.1372,0.2766,2.907,0.0061,0.5327,0.2403,0.0645,0.1602,0.7176,0.3208,0.0296,0.047,0.8412,0.1849,3.5974,0.5027,0.0039,0.2,0.0599,0.0015,0.3776
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i5_pp.cnf,1,0.5908,1.2933,1515,1515,1515,0.1968,1918,1765.3,1918,1863,1918,0.5925,0.9213,3.4064,0.3695,0.0855,0.785,0.1598,0.5078,0.377,0.903,0.0592,0.108,1.6268,0.7506,3.4509,0.9557,0,0,0.2593,0.0448,0.5001
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-220-1.sat05-2173.reshuffled-07.cnf,1,1,0,4330,4330,4360,0,4534,4434.8,4534,4468,4469,0,0,0,0.042,0.5694,0,0,0,0.8505,0,0,0.25,0.5623,0.5068,0,0,0,0.3333,0,0.042,0.5
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0.9906,0.0741,0,0,0,0.9903,0,0,0,0,0,0.9468,1,1.3576,0.6587,0.3416,0.9833,0.6155,0.8162,0.595,0.9971,0.5074,0.1424,0.7405,0.9904,1.3857,1,0,0,0.2278,0.0715,0.4079
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1,0,0,27,34,38,0,99,44.383,58,42,46,0.1458,0.3708,2.9679,0.013,0.4784,0.2266,0.0732,0.1615,0.5867,0.317,0.0335,0.05,0.8303,0.1885,3.6754,0.6426,0,0.2,0.0585,0.0023,0.3748
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.0952,2.039,691,1940,1972,0.0848,2543,1999.7,2225,2052,2169,0.7526,1,2.6101,0.9999,0.238,0.826,0.6662,0.7356,0.5585,0.853,0.6228,0.1631,2.5306,0.1602,3.0672,1,0,0,0.1449,0.4958,0.314
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1,0.9906,0.0593,3851,3851,3879,0,4064,3940.4,4064,3921,4029,0.3772,1,3.2688,0.3813,0.324,0.5524,0.1802,0.3836,0.5648,0.6908,0.0797,0.2327,0.6283,0.5193,2.669,1,0.0002,0,0.1789,0.0715,0.5038
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-brn004.sat05-3669.reshuffled-07.cnf,1,0.0916,2.0383,1018,1647,1715,0.0809,2254,1817.4,2148,1820,1988,0.7497,1,2.6814,0.9999,0.2508,0.8263,0.6662,0.7348,0.5133,0.8537,0.617,0.1663,2.5489,0.157,3.1852,1,0,0,0.1442,0.496,0.3151
SAT_Competition2011/SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,1,0.9728,0.2671,1380,1380,1380,0.951,4769,3610,4769,4681,4769,0.9512,0.9669,2.4732,0.272,0.4284,0.9889,0.9432,0.9235,0.8828,0.9926,0.7011,0.0221,0.897,0.7281,2.759,0.9971,0.5791,0,0.2302,0.0065,0.4917
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,0.9495,0.204,4886,4886,4886,0.9495,4886,4886,4886,4886,4886,0.9351,0,0,0.1115,0.948,0.9363,0.9339,0.9351,0.9578,0.9364,0.9337,0.05,0.9599,0.709,0,0.9365,0.9309,0,0,0.1057,0.4825
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1084572666-19.SAT.shuffled.cnf,1,0,0,4379,4379,4385,0,4541,4455,4541,4437,4533,0.0572,0.133,1.9724,0.0001,0.6799,0.0944,0.0317,0.0661,0.7629,0.1236,0.0189,0.0112,0.9952,0.0629,3.8251,0.2478,0.0001,0.1429,0.0231,0.0001,0.3104
SAT-Race-2010-CNF/hardware-verification/velev/12pipe_q0_k.cnf,1,0.9338,0.4957,0,0,0,0.9229,0,0,0,0,0,0.9995,0.9849,3.8899,0.5,0.1092,1,0.8215,0.8019,0.1918,1,0,0.0193,0.6842,0.9336,5.0901,1,0,0,0.3429,0.0006,0.8915
