@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Frac_Body-Body_Equivalences NUMERIC
@ATTRIBUTE Frac_Other_Equivalences NUMERIC
@ATTRIBUTE Tight NUMERIC
@ATTRIBUTE Frac_Atom-Atom_Equivalences NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Ternary_Rules NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-2 NUMERIC
@ATTRIBUTE Other_Constraints NUMERIC
@ATTRIBUTE Frac_Integrity_Rules NUMERIC
@ATTRIBUTE Conflicts/Choices-4 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-3 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-3 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-4 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-4 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-3 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-3 NUMERIC

@DATA
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.15.gz,1,0.1771,0.5899,0,0.2329,189,0.7212,357,54,0.5412,0.2524,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/Hashiwokakero/hashiwokakero-size11-puzzle5.gz,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_13_13_t17.lp.gz,1,0.17,0.6588,1,0.1712,?,0.5782,?,2349,0.5789,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_20_20_t19.lp.gz,1,0.1696,0.6601,1,0.1703,?,0.5832,?,6379,0.5835,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_18_18_t8.lp.gz,1,0.1731,0.6511,1,0.1758,?,0.4151,?,1621,0.4156,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_17_17_t9.lp.gz,1,0.1724,0.6527,1,0.1748,?,0.4387,?,1733,0.4392,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_15_15_t9.lp.gz,1,0.1723,0.6525,1,0.1751,?,0.444,?,1349,0.4447,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00750.23.gz,1,0,1,0,0,303,1,658,128,0,0.655,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00675.13.gz,1,0,1,0,0,383,1,889,130,0,0.65,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00825.25.gz,1,0,1,0,0,341,1,764,141,0,0.6293,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00675.26.gz,1,0,1,0,0,380,0.994,735,128,0,0.6386,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.00700.1.gz,1,0,0.9688,0,0.0312,448,0.969,889,131,0,0.6497,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.00700.15.gz,1,0.04,0.92,0,0.04,564,0.9942,1020,138,0,0.583,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.01100.8.gz,1,0,1,0,0,380,1,798,187,0,0.6045,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n50-unsat-b16.lp.gz,1,0,1,0,0,911,0,1995,724,0,0.6341,0.04,0.96,0.0302,0.9698,0.9703,0.0297
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n50-unsat-b6.lp.gz,1,0,1,0,0,980,0,2049,709,0,0.7198,0.0447,0.9553,0.0514,0.9486,0.9802,0.0198
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n60-sat-b18.lp.gz,1,0,1,0,0,1043,0,2167,987,0,0.5633,0.0184,0.9816,0.0133,0.9867,0.9796,0.0204
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/20.1.schur.gz,1,0.1426,0.6851,1,0.1723,653,0.0076,1377,211,0.9934,0.5893,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.10.schur.gz,1,0.1409,0.6828,1,0.1763,662,0.0076,1324,225,0.9935,0.5176,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/20.13.schur.gz,1,0.1363,0.6905,1,0.1731,585,0.0076,1051,212,0.9934,0.5,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.17.schur.gz,1,0.1458,0.6785,1,0.1758,621,0.0076,1244,226,0.9935,0.5532,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.16.schur.gz,1,0.1406,0.6835,1,0.176,514,0.0076,977,226,0.9935,0.4706,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w4_g6_s4.dlv.dat.lp.gz,1,0.1089,0.8603,1,0.0309,731,0.7875,1432,1620,0.097,0.1902,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w8_g4_s2.dlv.dat.lp.gz,1,0.1992,0.7593,1,0.0415,454,0.5875,910,444,0.1679,0.2326,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w6_g6_s3.dlv.dat.lp.gz,1,0.1525,0.8157,1,0.0318,687,0.7975,1632,1359,0.0886,0.1384,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward2/t31.dat.gz,1,0.4038,0.5392,1,0.0571,416,0.1712,729,12344,0.9434,0.251,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward2/t29.dat.gz,1,0.3994,0.5394,1,0.0612,137,0.1713,258,11504,0.9431,0.2622,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SolitaireForward/solitare_forward_t24.lp.gz,1,0.0572,0.9363,1,0.0065,111,0.2182,375,3679,0.1477,0.1988,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/Su-Doku/sudoku378.lp.gz,1,0.1626,0.8233,1,0.0141,442,0.9965,878,703,0.9977,?,0,1,?,?,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.39_6.gz,1,0.0051,0.9855,1,0.0094,564,0.8676,693,154,0.4739,0.183,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.36_6.gz,1,0.0051,0.9849,1,0.0099,96,0.867,271,142,0.4741,0.2226,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.33_6.gz,1,0.0051,0.9843,1,0.0106,51,0.8663,413,130,0.4743,0.1839,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.41_7.gz,1,0.0043,0.9872,1,0.0086,330,0.8736,544,163,0.4722,0.1673,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.16_50.6.gz,1,0.0052,0.9845,1,0.0104,90,0.8665,291,134,0.4743,0.2716,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/tsp_rand_70_300_1155482584_11.gph.gz,1,0,0.6703,0,0.3297,2468,0.1597,4645,206,0.0566,0.2324,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/tsp_rand_70_300_1155482584_8.gph.gz,1,0,0.6703,0,0.3297,2113,0.1595,4882,204,0.0566,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/rand_80_340_1159656267_13.gph.gz,1,0,0.6705,0,0.3295,2564,0.1595,4312,239,0.057,?,0,1,?,?,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/tsp_rand_70_300_1155482584_5.gph.gz,1,0,0.6703,0,0.3297,2006,0.1584,3489,209,0.0566,0.3146,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightBoundedDominatingSetSuite/rand_200_800_1159728969_10.gph.gz,1,0.0002,0.6029,1,0.3969,2569,0.0655,5284,307,0.0539,0.2631,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightBoundedDominatingSetSuite/rand_150_600_1159731678_7.gph.gz,1,0,0.6001,1,0.3999,1869,0.0629,3873,226,0.0542,0.3534,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976043347.dat.data.gz,1,0,0.7504,1,0.2496,221,0.1083,312,222,0.2227,0.6593,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976049584.dat.data.gz,1,0,0.7504,1,0.2496,229,0.1083,358,222,0.2227,0.6161,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976048738.dat.data.gz,1,0,0.7504,1,0.2496,270,0.1083,457,222,0.2227,0.4904,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976048051.dat.data.gz,1,0,0.7504,1,0.2496,590,0.1083,743,222,0.2227,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedSpanningTree/209_rand_45_138_1119571853_0.gph.gz,1,0.0176,0.9205,1,0.0619,32,0.0397,182,259,0.9581,0.0917,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedSpanningTree/207_rand_35_138_2077119725_0.gph.gz,1,0.0204,0.8899,1,0.0898,32,0.0346,444,220,0.9564,0.307,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence3-ss2.gz,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence4-ss1.gz,1,0.646,0.3425,1,0.0115,32,0.2025,139,68406,0.0258,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence1-ss1.gz,1,0.5193,0.4041,1,0.0767,?,0.2066,?,229,0.0198,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence4-ss4.gz,1,0.6459,0.3428,1,0.0113,13620,0.2025,33955,68428,0.0258,0.4588,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence2-ss2.gz,1,0.5903,0.3761,1,0.0336,8188,0.2024,9797,7664,0.0195,0.5246,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence4-ss1.gz,1,0.646,0.3425,1,0.0115,549,0.2025,?,68096,0.0258,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence3-ss3.gz,1,0.6281,0.3537,1,0.0182,11245,0.2015,30102,28364,0.0219,0.329,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence4-ss2.gz,1,0.646,0.3426,1,0.0114,4025,0.2025,6983,68206,0.0258,0.1957,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test13.gz,1,0.1599,0.6215,1,0.2186,194,0.198,?,223,0.0812,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test16.gz,1,0.1541,0.6358,1,0.2101,226,0.1982,531,274,0.0814,?,0,1,?,?,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test19.gz,1,0.1486,0.6495,1,0.2019,226,0.1983,711,325,0.0816,?,0,1,?,?,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test22.gz,1,0.1433,0.6626,1,0.1941,226,0.1985,683,376,0.0818,0.3835,0,1,0,1,1,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test24.gz,1,0.1399,0.671,1,0.189,226,0.1986,424,410,0.0819,0.3634,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init13.gz,1,0.001,0.8353,1,0.1636,449,0.0235,1040,43271,0.0176,0.1951,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init12.gz,1,0.001,0.8354,1,0.1635,779,0.0235,1178,43472,0.0176,0.1592,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init11.gz,1,0.001,0.8353,1,0.1636,938,0.0235,2713,43271,0.0176,0.1652,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init2.gz,1,0.0012,0.8343,1,0.1645,804,0.0238,1357,37377,0.0176,0.1593,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init3.gz,1,0.0019,0.8324,1,0.1657,1101,0.0241,1664,37632,0.0176,0.1883,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init7.gz,1,0.0011,0.8346,1,0.1643,799,0.0237,1150,38596,0.0176,0.1855,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init1.gz,1,0.0012,0.8342,1,0.1646,1210,0.0238,1687,37176,0.0176,0.1348,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init5.gz,1,0.0019,0.8324,1,0.1657,1466,0.0241,1850,37632,0.0176,0.1175,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721286911.dat.gz,1,0,0.5295,1,0.4705,571,0.007,1723,308,0.0427,0.6701,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721329185.dat.gz,1,0.0001,0.5289,1,0.471,921,0.0071,1640,292,0.042,0.6615,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721347806.dat.gz,1,0,0.5299,1,0.4701,842,0.008,1704,308,0.0434,0.6995,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721301641.dat.gz,1,0,0.5299,1,0.4701,836,0.0079,1600,308,0.0434,0.5746,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721349794.dat.gz,1,0.0001,0.529,1,0.4709,938,0.0066,1659,300,0.0422,0.6432,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721327521.dat.gz,1,0,0.5298,1,0.4702,821,0.0087,1500,303,0.0433,0.6184,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721326070.dat.gz,1,0,0.5296,1,0.4704,725,0.0074,1486,303,0.0429,0.6305,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721297189.dat.gz,1,0,0.5298,1,0.4702,867,0.0063,1810,305,0.0433,0.6093,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721325287.dat.gz,1,0,0.5298,1,0.4702,987,0.0083,1955,308,0.0431,0.6465,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721330060.dat.gz,1,0,0.5297,1,0.4703,768,0.0076,1679,311,0.043,0.6355,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in4.gz,1,0,0.5257,1,0.4743,302,0.9552,723,144,0.9567,0.3217,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in2.gz,1,0,0.612,1,0.388,14,0.6619,?,18,0.7045,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in8.gz,1,0,0.5257,1,0.4743,1571,0.9016,3572,144,0.9048,0.461,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in5.gz,1,0,0.5257,1,0.4743,1196,0.9184,2581,144,0.9211,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in10.gz,1,0,0.5257,1,0.4743,?,0.906,?,144,0.9091,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_50_250_1235345753_0_k=6_unsat.gph.gz,1,0.0008,0.5783,0,0.4209,682,0.314,985,149,0.0575,0.4037,0.0278,0.9722,0.0203,0.9797,0.98,0.02
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_70_250_1235844252_0_k=13_sat.gph.gz,1,0.0007,0.5997,0,0.3996,471,0.3078,1112,209,0.076,0.2895,0.0074,0.9926,0.0474,0.9526,0.9897,0.0103
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_50_250_1235842610_0_k=7_sat.gph.gz,1,0.0008,0.5795,0,0.4197,1324,0.3114,2875,149,0.0592,0.4239,0.3756,0.6244,0.3513,0.6487,0.8673,0.1327
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_50_250_1235842610_0_k=6_unsat.gph.gz,1,0.0008,0.5795,0,0.4197,1070,0.3114,1747,149,0.0592,0.4796,0.1757,0.8243,0.1585,0.8415,0.951,0.049
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_40_200_1235844018_0_k=5_sat.gph.gz,1,0.001,0.5786,0,0.4204,1158,0.3139,2014,119,0.0577,0.5455,0,1,0,1,1,0
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_60_400_1235843083_0_k=7_sat.gph.gz,1,0.0005,0.5622,0,0.4373,881,0.3183,1443,179,0.0447,0.3551,0.0548,0.9452,0.0421,0.9579,0.9899,0.0101
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_55_250_1235855873_0_k=8_sat.gph.gz,1,0.0007,0.584,0,0.4152,601,0.3124,1090,164,0.0624,0.429,0.1555,0.8445,0.1315,0.8685,0.9703,0.0297
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_65_500_1235857888_0_k=5_unsat.gph.gz,1,0.0004,0.5552,0,0.4444,1136,0.3201,1662,194,0.0393,0.4156,0.0116,0.9884,0.0105,0.9895,0.9897,0.0103
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_150_500_1235354638_0_k=15_unsat.gph.gz,1,0.0003,0.604,0,0.3957,214,0.3065,913,443,0.0802,0.1581,0.0512,0.9488,0.0452,0.9548,0.8938,0.1062
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=10-height=10-colours=11.gz,1,0,0.8096,1,0.1904,?,0.9855,?,5000,0.1438,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=8-height=8-colours=15.gz,1,0,0.8034,1,0.1966,?,0.982,?,4224,0.323,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=12.gz,1,0,0.8072,1,0.1928,?,0.9832,?,4374,0.1961,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=13.gz,1,0,0.7999,1,0.2001,?,0.976,?,2842,0.312,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=15.gz,1,0,0.7991,1,0.2009,?,0.9782,?,3234,0.3777,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=8.gz,1,0,0.8083,1,0.1917,?,0.9811,?,3078,0.0966,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=10.gz,1,0,0.8078,1,0.1922,?,0.9821,?,3726,0.144,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=8-height=8-colours=14.gz,1,0,0.8037,1,0.1963,?,0.9812,?,3968,0.293,?,?,?,?,?,?,?
