@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 128'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE o_deg_cons NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE gr_min_clust_cg NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE o_dom_deg NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE dy_fails NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE dy_nodes NUMERIC
@ATTRIBUTE o_dom_std NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE dy_ratio_nodes NUMERIC
@ATTRIBUTE dy_ratio_props NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE s_input_order NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE s_other_val NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE o_de NUMERIC
@ATTRIBUTE gr_min_deg_cg NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE gr_avg_deg_cg NUMERIC
@ATTRIBUTE s_first_fail NUMERIC
@ATTRIBUTE gr_max_deg_cg NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE dy_depth NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE dy_peak NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE dy_props NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE gr_min_diam_vg NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE s_set_search NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE o_deg NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE d_ratio_bool_cons NUMERIC
@ATTRIBUTE s_goal NUMERIC
@ATTRIBUTE v_num_aliases NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE dy_sols NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE s_indomain_max NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE gc_diffn NUMERIC
@ATTRIBUTE o_dom_avg NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE gc_count NUMERIC
@ATTRIBUTE gc_max_min_int NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE s_bool_search NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE gc_all_diff NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE d_bool_cons NUMERIC
@ATTRIBUTE o_di NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE d_ratio_set_vars NUMERIC
@ATTRIBUTE d_set_vars NUMERIC
@ATTRIBUTE gc_array_int NUMERIC
@ATTRIBUTE c_domain NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC
@ATTRIBUTE v_min_deg_vars NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE gc_at_least_most NUMERIC

@DATA
benchmarks/fast-food/fastfood.mzn_AND_benchmarks/fast-food/ff65.dzn,1,1.359995,1,0,1,0,1,0.324798,1,9.475733,1.897358,3.902161,0.926504,0.015858,0,9.354842,0.362608,8.870365,1.758068,0.000791,1.10095,4.739067,1.21321,0.991487,0.365416,0,0.987342,0,-0.444464,0,5.002318,3.873671,19189,19189,27332.89846,0.329509,24345,0,11824.520264,1248,9.475733,48831,34.965504,818741,413663.581281,254.232599,11636.280538,5556.958952,1264,0.026421,1.289831,331.195822,1.01201,655.517214,0.498556,12965.7,468,24.551724,1,0.426717,0,1249,26,2,1249,1309.626444,12.139241,0,56,32,-0.018045,19189,1.307692,3361,21.624129,1.618854,25,0.764706,1284,19189,16181212,0.808599,37.968775,0.988133,4,28,1,27,1479.890263,0,3.807846,1,2.343475,0,2,1,1,66,0,0,0,1233,1233,0,0,29.273068,2.315665,0,0,2.32,0.2,29,2,0,2927,0,67,0.012658,0,34,16,0,0,0,0,0.07,0,0,0
benchmarks/fast-food/fastfood.mzn_AND_benchmarks/fast-food/ff56.dzn,1,1.358244,1,0,1,0,1,0.331712,1,9.831307,2.043195,4.138225,0.930256,0.021089,0,9.667033,0.672761,9.036174,1.869544,0.001869,1.157261,5.213284,1.706057,0.931182,0.674865,0.674732,0.990654,0,-0.379783,0,3.070481,4.216922,36376,36376,12001.560291,0.257689,53464,0,5171.862563,530,9.831307,107244,22.944469,456626,244341.524291,357.382494,5108.790882,2369.363214,535,0.094162,1.509152,460.15353,1.007533,859.93597,0.498527,29313.1,525,23.358974,1,0.426849,0,531,36,2,531,551.352062,15.528972,0,76,49,-0.42566,36376,0.055556,1426,22.432823,3.394028,34,18,388,36376,15535963,1.800034,11.514124,0.992523,4,39,1,37,618.444053,0,5.585687,1,2.34275,0,2,1,1,156,0,0,0,526,526,0,0,42.300824,2.325234,0,0,2.13,0.06,39,2,0,1244,0,16,0.009346,0,2,5,0,0,0,0,0.04,0,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type15_TEST6.dzn,1,-1,0,0,0,0,1,0,0,4.087463,0.533335,0.280206,0,0.057362,0,3.940677,1.183485,1.040898,0.280206,-1,1.159337,0.566862,0.002331,0.566862,1.159579,0.05129,1,0,-1,0,-1,0.280206,-1,-1,25163.031463,-1,16678,0,681.737157,173,82.749257,33506,-1,52137,26145,621.294352,12585.144425,1161.240395,173,0.012527,0.008849,8.188224,0.054181,16.328531,0.497762,3621.17,2,1,0,-1,0,3193,-1,21,3193,3192,36.901734,0,152,40,-0.062572,153,-1,519,145.451049,0.368812,198,-1,7632,153,626462,0.245373,-1,18.456647,-1,172,0,153,819.848186,0,171.041654,-1,1.999687,0,2,0,21,0,0,0,0,1,1,0,0,-1,36.907514,0,0,4.31,2.21,2,152,0,6385,0,-1,0,0,-1,0,0,0,0,0,0.06,0,0,0
benchmarks/fast-food/fastfood.mzn_AND_benchmarks/fast-food/ff64.dzn,1,1.360118,1,0,1,0,1,0.324766,1,9.475733,1.904816,3.902499,0.926504,0.015858,0,9.354839,0.370824,8.870365,1.763024,0.000844,1.100971,4.744355,1.226554,0.990434,0.373407,0,0.987342,0,-0.44455,0,4.908717,3.874011,19189,19189,25624.297089,0.32477,27760,0,11085.484015,1170,9.475733,55666,33.876751,768769,389009.029557,254.232599,10909.902254,5208.932564,1185,0.028181,1.289507,332.202416,1.011956,656.506405,0.498689,13668.1,468,24.551724,1,0.426749,0,1171,26,2,1171,1227.768463,12.133333,0,56,32,-0.026088,19189,1.230769,3151,21.623879,1.666335,25,0.8125,1413,19189,15991699,0.833284,35.963279,0.988186,4,28,1,27,1386.681238,0,3.839453,1,2.343296,0,2,1,1,68,0,0,0,1156,1156,0,0,29.228961,2.315612,0,0,2.29,0.18,29,2,0,2744,0,63,0.012658,0,32,15,0,0,0,0,0.06,0,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type10_TEST3.dzn,1,-1,0,0,0,0,1,0,0,7.434628,0.14241,0.276922,0,0.027266,0,7.128226,3.479275,1.008811,0.276922,-1,3.412917,0.147982,0.00024,0.147982,3.413,0.011014,1,0,-1,0,-1,0.276922,-1,-1,305382.827455,-1,1071,0,7420.483082,1041,149.692565,3163,-1,3532261,1766641,7583.320792,152696.411611,7638.156631,1041,0.001867,0.003416,82.472387,0.048597,164.89711,0.338603,210.275,2,1,0,-1,0,21421,-1,21,21421,21420,41.152738,0,1020,40,-0.009199,1021,-1,3123,293.355262,0.234064,1101,-1,211731,1021,218896,0.223666,-1,20.577329,-1,1040,0,1021,4690.046607,0,1039.04673,-1,1.999953,0,2,0,21,0,0,0,0,1,1,0,0,-1,41.153698,0,0,13.04,10.47,2,1020,0,42841,0,-1,0,0,-1,0,0,0,0,0,0.43,0,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST10.dzn,1,-1,0,0,0,0,1,0,0,7.375039,0.116515,0.441327,0,0.033719,0,6.795508,4.042559,1.012203,0.441327,-1,3.896897,0.123411,0.000437,0.123411,3.897162,0.015542,1,0,-1,0,-1,0.441327,-1,-1,103164.976694,-1,5019,0,4763.650968,701,74.750394,10587,-1,1147471,574081,5088.777208,51587.204618,4427.147481,701,0.002635,0.005739,75.626531,0.092346,151.162034,0.474072,1288.13,2,1,0,-1,0,7591,-1,11,7591,7590,21.654779,0,690,20,-0.009499,691,-1,2103,147.168298,0.32538,783,-1,55675,691,902977,0.314557,-1,10.828816,-1,700,0,691,2490.744884,0,699.089712,-1,1.999868,0,2,0,11,0,0,0,0,1,1,0,0,-1,21.656205,0,0,6.15,3.93,2,690,0,15181,0,-1,0,0,-1,0,0,0,0,0,0.15,0,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type15_TEST8.dzn,1,-1,0,0,0,0,1,0,0,4.321928,0.558629,0.28051,0,0.060554,0,4.164011,1.121931,1.043543,0.28051,-1,1.097345,0.594655,0.002582,0.594655,1.0976,0.054467,1,0,-1,0,-1,0.28051,-1,-1,24489.936883,-1,16468,0,670.405851,161,87.438562,33087,-1,56421,28281,605.069933,12248.538217,1095.047891,161,0.013601,0.00922,9.616117,0.054743,19.184291,0.497718,4494.05,2,1,0,-1,0,2941,-1,21,2941,2940,36.521739,0,140,40,-0.067974,141,-1,483,152.111409,0.321259,174,-1,7054,141,723542,0.231572,-1,18.267081,-1,160,0,141,764.649651,0,159.041142,-1,1.99966,0,2,0,21,0,0,0,0,1,1,0,0,-1,36.52795,0,0,4.29,2.19,2,140,0,5881,0,-1,0,0,-1,0,0,0,0,0,0.05,0,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type09_TEST5.dzn,1,-1,0,0,0,0,1,0,0,4.459432,0.685751,0.282329,0,0.072054,0,4.295207,0.845202,1.05863,0.282329,0.008696,0.821522,0.736186,0.004233,0.736186,0.821854,0.072016,1,0,-44.42972,0,0.276091,0.282329,95,95,16962.032742,0.005199,24596,0,493.94876,115,90.188632,49284,16.168454,41643,20869,419.186572,8484.301299,791.399156,115,0.020253,0.011251,10.566582,0.058228,21.085063,0.499067,8290.34,2,1,0,0.500127,0,1975,94,21,1975,1974,34.330435,0,94,40,-0.101512,95,0.010638,345,147.495937,0.27008,107,94,3274,95,953389,0.216815,40.952405,17.173913,40,114,0,95,550.53947,0,113.037975,1,1.999494,0,2,0,21,0,0,0,0,1,1,0,0,4.505559,34.33913,0,0,3.58,1.49,2,94,0,3949,0,41,0,0,1,0,0,0,0,0,0.04,0,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST5.dzn,1,-1,0,0,0,0,1,0,0,7.73471,0.123039,0.441444,0,0.035159,0,7.122483,3.903637,1.01292,0.441444,-1,3.760403,0.13042,0.00047,0.13042,3.760678,0.13042,1,0,-1,0,-1,0.441444,-1,-1,100920.393064,-1,5183,0,4665.226375,655,78.347096,10888,-1,1373653,687149,4981.152995,50464.86311,4184.098602,655,0.002823,0.00594,96.98645,0.092449,193.881863,0.476029,1380.71,2,1,0,-1,0,7085,-1,11,7085,7084,21.630534,0,644,20,-0.010191,645,-1,1965,154.076936,0.319818,601,-1,41068,645,904365,0.314059,-1,10.816794,-1,654,0,645,2330.516287,0,653.089626,-1,1.999859,0,2,0,11,0,0,0,0,1,1,0,0,-1,21.632061,0,0,5.88,3.69,2,644,0,14169,0,-1,0,0,-1,0,0,0,0,0,0.14,0,0,0
benchmarks/filters/filter.mzn_AND_benchmarks/filters/fir_1_2.dzn,1,1.065585,0,1,0,0,1,0.279739,0,15.455854,1.791402,2.119402,0.997294,0.42112,0,5.203657,1.742547,3.321928,2.469675,0.020408,1.610035,1.368101,0.394493,1.245709,1.887825,1.327284,0.938776,0,-1.51299,0,1.252254,1.362236,20000001,20000001,643.136993,0.25694,239289,0.061224,254.979204,46,3.321928,478606,7,20002658,20001016.583333,149.702094,261.454919,144.239669,49,1.38,0.378489,400020.331667,0.98,400053.16,0.499971,98672.5,1,5,0,0.42735,1,50,1,1,50,58.6797,3.755102,0,38,46,-7.161814,20000001,3,125,13.125245,6.999637,31,0.333333,222,20000001,5624332,6.999051,3.18,1.020408,0,31,5,30,32.906891,1,22.92,1,2.34,0,2,23,1,3,0,0,0,1,1,0,2,49.993358,2.387755,0,1,2.08,0,4,0,0,117,0,4,0,0,3,0,0,0,0,0,0.05,0,3,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type14_TEST9.dzn,1,-1,0,0,0,0,1,0,0,7.72792,0.104104,0.441109,0,0.0317,0,7.116305,4.350003,1.01085,0.441109,-1,4.191854,0.110102,0.000377,0.110102,4.192101,0.110102,1,0,-1,0,-1,0.441109,-1,-1,124473.571852,-1,4000,0,5735.741656,806,78.279205,8608,-1,1687786,844291,6143.696761,62241.604238,5136.494073,806,0.002287,0.005346,96.53453,0.092156,192.978047,0.464684,1138.18,2,1,0,-1,0,8746,-1,11,8746,8745,21.699752,0,795,20,-0.008221,796,-1,2418,154.433712,0.322129,621,-1,53998,796,917370,0.314599,-1,10.851117,-1,805,0,796,2856.232872,0,804.08987,-1,1.999886,0,2,0,11,0,0,0,0,1,1,0,0,-1,21.700993,0,0,6.78,4.55,2,795,0,17491,0,-1,0,0,-1,0,0,0,0,0,0.16,0,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type01_TEST2.dzn,1,-1,0,0,0,0,1,0,0,4.087463,0.966619,0.484997,0,0.137592,0,3.813074,0.280346,1.176107,0.484997,0.035714,0.219382,1.139278,0.027675,1.139278,0.222519,0.222285,1,0,-13.674794,0,0.437889,0.484997,18,18,1427.907291,0.013716,173998,0,106.76607,28,21.169925,348018,0.546232,2942,1480,69.486868,716.038608,157.186705,28,0.106383,0.036466,7.87234,0.148936,15.648936,0.499968,195848,2,1,0,0.501333,0,188,17,11,188,187,13.357143,0,17,20,-0.411942,18,0.058824,84,50.996689,0.2889,65,17,328,18,5483739,0.275044,20.909574,6.714286,20,27,0,18,103.854891,0,26.042553,1,1.994681,0,2,0,11,0,0,0,0,1,1,0,0,1.150238,13.392857,0,0,2.04,0,2,17,0,375,0,21,0,0,1,0,0,0,0,0,0.01,0,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type15_TEST7.dzn,1,-1,0,0,0,0,1,0,0,4.321928,0.455831,0.279366,0,0.052083,0,4.163893,1.399349,1.03335,0.279366,-1,1.372464,0.482316,0.001677,0.482316,1.372669,0.042074,1,0,-1,0,-1,0.279366,-1,-1,34633.307136,-1,12523,0,911.892638,219,87.438562,25236,-1,79795,39997,855.741763,17320.47188,1479.643745,219,0.009618,0.007753,9.616975,0.052657,19.186102,0.496236,2751.44,2,1,0,-1,0,4159,-1,21,4159,4158,37.972603,0,198,40,-0.047947,199,-1,657,158.142955,0.364657,219,-1,10130,199,602565,0.247047,-1,18.990868,-1,218,0,199,1029.902607,0,217.043039,-1,1.99976,0,2,0,21,0,0,0,0,1,1,0,0,-1,37.977169,0,0,4.47,2.34,2,198,0,8317,0,-1,0,0,-1,0,0,0,0,0,0.08,0,0,0
benchmarks/cyclic-rcpsp/rcmsp.mzn_AND_benchmarks/cyclic-rcpsp/hard_11.dzn,1,0.874832,0,1,0,0.452539,0.547461,0.406213,1,12.325024,4.054782,1.880577,0.999473,0.793329,2,4.344485,1.073071,1,2.356315,0.000932,1.352959,2.602102,2.047636,1.066092,0.502829,2.33852,0.626281,0.013979,-0.357093,0,3.132379,1.549406,13111,13111,13512.234131,1.506213,14542,0.001864,4661.63207,672,1,29143,5.951501,900990,417503.757754,287.510582,3514.535241,3137.305397,1073,1.198675,1.894266,460.820925,1.184327,994.470199,0.498988,3856.69,2,0.877863,0,0.323571,1,906,2,1,496,1134.187838,33.929171,0,301,1086,-11.081941,13111,0.5,3230,12.592949,2.21266,55,2,1288,13111,3359175,2.047199,9.843267,0.844362,1,175,5,42,1431.65403,1,6.565121,1,3.090508,0.178938,2,0,1,4,410,0,0,628,628,15,0,13.183904,2.609506,0,0,2.55,0.3,131,1,0,2800,0,85,0,192,1,0,0,0,0,0,0.21,0,2,0
benchmarks/carpet-cutting/cc_base.mzn_AND_benchmarks/carpet-cutting/mzn_rnd_test.05.dzn,1,0.375827,0,1,0,0.297619,0.702381,0.620406,1,11.098713,3.393241,3.489402,0.851428,0.644289,2,5.007076,2.900358,1,3.031694,0.140127,1.443929,4.517161,1.306915,1.333194,2.061388,3.055244,0.621019,0.117834,12.934586,0,3.342678,2.855835,1730,39.318182,5255.552635,0.439669,2497,0.009554,1572.221905,195,1,5120,1.332226,121426,37053.259452,637.209449,1274.684519,964.6323,314,1.09127,0.885875,147.036744,1.246032,481.849206,0.487695,398.574,2,0.222222,0,12.458427,1,252,108,2,177,397.251916,13.031847,0,151,245,-6.538336,2780,0.009259,898,16.737429,2.12351,635,108,25058,1390,12918169,1.944366,7.662698,0.802548,2,108,5,76,368.226986,1,26.444444,44,3.531746,0.098726,2,30,1,10,75,0,0,137,137,37,1,3.590335,2.834395,0,0,2.2,0.03,44,1,0,890,0,23,0.089172,31,1,28,0,0,0,14,0.08,0,3,0
benchmarks/cyclic-rcpsp/rcmsp.mzn_AND_benchmarks/cyclic-rcpsp/easy_1.dzn,1,0.878126,0,1,0,0.443625,0.556375,0.402347,1,12.449665,4.24585,1.940301,0.999991,0.80201,3,4.353672,1.092834,1,2.369662,0.00089,1.373406,2.579687,2.070159,1.044366,0.512253,2.494853,0.618327,0.005338,-0.351479,0,3.364095,1.547714,14281,14281,14172.486108,1.48896,12799,0.002669,4893.527886,695,1,25638,5.951884,1026978,475655.975724,303.903186,3708.882323,3280.009283,1124,1.240253,1.923613,501.218099,1.184405,1082.168599,0.49922,9207.34,2,0.666667,0,0.323891,1,949,2,1,528,1192.025269,34.80427,0,299,1170,-11.589954,14281,0.5,3368,12.608973,2.209004,277,2,4628,14281,8489164,2.049208,10.423604,0.844306,1,183,5,44,1500.175282,1,6.655427,1,3.08746,0.186833,2,7,1,1,421,0,0,654,654,6,0,13.19665,2.606762,0,0,2.6,0.33,137,1,0,2930,0,89,0,210,1,0,0,0,0,0,0.22,0,3,0
benchmarks/ghoulomb/ghoulomb.mzn_AND_benchmarks/ghoulomb/3-10-16.dzn,1,0.143912,0,0,1,0,1,0.566882,1,8.005625,2.596577,1.607943,0.079812,0.162032,3,7.381416,2.530721,0.966178,2.1602,0.049261,0.360983,2.046548,0.433518,0.830136,5.059038,1.154783,0.985222,0,2.696456,0,0.897096,1.391129,101,10.1,5507.270638,0.17267,82016,0.014778,1498.427434,200,3.321928,90019,0.225595,40900,18265.730236,960.663697,1474.554173,892.992528,203,0.315299,1.483428,34.077855,0.378731,76.30597,0.911097,24622.5,1,1,1,5,1,536,18,3,536,276.863493,28.236453,0,121,0,-1.004678,257,0,580,27.129412,1.530146,26,-1,1325,128.5,4850641,1.43451,2.686567,2.640394,2,362,29,361,314.178946,0,278.764925,10,2,0,2,169,1,9,0,0,3,168,168,0,0,1.323619,5.280788,0,0,2.28,0.18,17,4,0,1072,0,3,0,0,0,0,0,0,0,0,0.07,0,3,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type15_TEST10.dzn,1,-1,0,0,0,0,1,0,0,4.459432,0.486277,0.279682,0,0.055139,0,4.294879,1.310539,1.036222,0.279682,-1,1.283956,0.515423,0.001915,0.515423,1.284175,0.045606,1,0,-1,0,-1,0.279682,-1,-1,32114.63694,-1,13951,0,854.680882,199,90.188632,28066,-1,78855,39517,793.778828,16061.060378,1356.274533,199,0.010698,0.008177,10.568869,0.053223,21.089864,0.497078,3137.31,2,1,0,-1,0,3739,-1,21,3739,3738,37.567839,0,178,40,-0.053374,179,-1,597,161.380085,0.329444,172,-1,8015,179,624324,0.236162,-1,18.788945,-1,198,0,179,938.830986,0,197.042525,-1,1.999733,0,2,0,21,0,0,0,0,1,1,0,0,-1,37.572864,0,0,4.4,2.28,2,178,0,7477,0,-1,0,0,-1,0,0,0,0,0,0.07,0,0,0
benchmarks/fast-food/fastfood.mzn_AND_benchmarks/fast-food/ff63.dzn,1,1.360257,1,0,1,0,1,0.324728,1,9.475733,1.913015,3.90288,0.926504,0.015858,0,9.354835,0.379997,8.870365,1.768525,0.000904,1.100994,4.750237,1.240943,0.98921,0.382336,0,0.987342,0,-0.444649,0,4.80862,3.874394,19189,19189,23915.695718,0.319494,30650,0,10346.447767,1092,9.475733,61448,32.748907,718797,364354.477833,254.232599,10183.52397,4860.906176,1106,0.030192,1.289137,333.352679,1.011894,657.63678,0.498796,14360.2,468,24.551724,1,0.426786,0,1093,26,2,1093,1145.910482,12.126582,0,56,32,-0.035299,19189,1.153846,2941,21.623595,1.718294,25,0.866667,1284,19189,15681335,0.860448,33.954254,0.988246,4,28,1,27,1293.472213,0,3.875572,1,2.343092,0,2,1,1,69,0,0,0,1079,1079,0,0,29.178721,2.315552,0,0,2.27,0.16,29,2,0,2561,0,59,0.012658,0,30,14,0,0,0,0,0.06,0,0,0
benchmarks/cutstock/cutstock.mzn_AND_benchmarks/cutstock/type08_TEST6.dzn,1,-1,0,0,0,0,1,0,0,7.044394,0.118976,0.441371,0,0.033882,0,6.494922,3.985666,1.012473,0.441371,-1,3.844063,0.126054,0.00045,0.126054,3.844332,0.126054,1,0,-1,0,-1,0.441371,-1,-1,96030.051427,-1,5503,0,4436.031731,683,71.443941,11616,-1,889057,444865,4733.832848,48019.722945,4270.173398,683,0.002705,0.005815,60.173813,0.092385,120.256594,0.473743,1202.83,2,1,0,-1,0,7393,-1,11,7393,7392,21.645681,0,672,20,-0.009758,673,-1,2049,140.600368,0.332342,624,-1,45486,673,821536,0.315316,-1,10.824305,-1,682,0,673,2428.055685,0,681.089679,-1,1.999865,0,2,0,11,0,0,0,0,1,1,0,0,-1,21.647145,0,0,6.05,3.84,2,672,0,14785,0,-1,0,0,-1,0,0,0,0,0,0.14,0,0,0
benchmarks/ghoulomb/ghoulomb.mzn_AND_benchmarks/ghoulomb/3-9-16.dzn,1,0.146853,0,0,1,0,1,0.568538,1,8.005625,2.550288,1.594743,0.083188,0.172563,3,7.346663,2.564614,0.966178,2.107783,0.046632,0.378524,2.018732,0.450271,0.845777,5.088726,1.113109,0.984456,0,2.360333,0,0.896597,1.376541,82,9.111111,5205.231026,0.172575,84293,0.015544,1417.905949,190,3.321928,95712,0.046693,39017,17439.538317,960.663697,1394.435688,846.919815,193,0.314961,1.482841,34.3298,0.379921,76.805118,0.880694,27735.8,1,1,1,4.5,1,508,16,3,508,263.15203,28.124352,0,121,0,-0.969834,257,0,551,26.970109,1.544199,25,-1,1293,128.5,5186603,1.448561,2.687008,2.632124,2,362,28,361,298.595005,0,281.055118,9,2,0,2,160,1,10,0,0,3,159,159,0,0,1.067637,5.264249,0,0,2.26,0.18,17,4,0,1016,0,3,0,0,0,0,0,0,0,0,0.06,0,3,0
benchmarks/cyclic-rcpsp/rcmsp.mzn_AND_benchmarks/cyclic-rcpsp/easy_3.dzn,1,0.545288,0,1,0,0.711009,0.288991,0.542796,1,11.059344,4.032322,0.926665,0.7878,0.681257,6,3.534616,1.099962,1,1.657773,0.000673,1.111888,2.005834,2.233926,1.013174,0.535834,1.859637,0.625589,0.185859,-0.302003,0,2.032034,0.951187,6321,6321,15786.203694,1.149358,1447,0.00404,5248.905388,929,2,2922,9.608891,223080,104502.784881,151.726274,2437.636272,4148.695797,1485,0.685321,2.408692,95.874115,1.362385,204.66055,0.495209,750.14,2,0.5,0,0.272568,1,1090,2,2,315,1325.032934,58.747475,0,689,736,-5.737372,6321,0.5,4684,10.63044,3.545012,52,2,1670,6321,1030692,3.11017,4.694495,0.734007,2,103,5,24,2030.391063,1,5.343119,1,3.668807,0.092256,2,11,1,3,775,0,0,910,910,276,0,30.885288,2.692929,0,0,3.11,0.86,77,2,0,3999,0,49,0,137,1,0,0,0,0,0,0.19,0,6,0
