@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC

@DATA
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model90-18-20.dzn,1,-1,0,1,0,0.819706,0.180294,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_5.dzn,1,1.400088,0,0,0,0,1,0.336013,1
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model100-21-12.dzn,1,-1,0,1,0,0.872883,0.127117,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_7.dzn,1,1.400258,0,0,0,0,1,0.335981,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_1.dzn,1,1.369748,0,0,0,0,1,0.342183,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_10.dzn,1,1.369748,0,0,0,0,1,0.342183,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_7.dzn,1,1.369748,0,0,0,0,1,0.342183,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_8.dzn,1,1.369748,0,0,0,0,1,0.342183,1
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/13.dzn,1,-1,0,0,1,0.635338,0.364662,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_6.dzn,1,1.369748,0,0,0,0,1,0.342183,1
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/12.dzn,1,-1,0,0,1,0.633704,0.366296,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_8.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_2.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_3.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_1.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_6.dzn,1,-1,0,0,0,0,1,-1,-1
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m07_07_20.dzn,1,1.350047,0,0,1,0,1,0.185568,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_5.dzn,1,1.401128,0,0,0,0,1,0.335826,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_7.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_9.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_4.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_8.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_4.dzn,1,1.400526,0,0,0,0,1,0.335928,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_6.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_10.dzn,1,1.400409,0,0,0,0,1,0.335954,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_2.dzn,1,1.400739,0,0,0,0,1,0.335897,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_5.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_10.dzn,1,-1,0,0,0,0,1,-1,-1
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/8ShipsUnconst.dzn,1,-1,0,1,0,0.747193,0.252807,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_9.dzn,1,1.369748,0,0,0,0,1,0.342183,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_6.dzn,1,1.400553,0,0,0,0,1,0.335929,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_7.dzn,1,1.401009,0,0,0,0,1,0.335852,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_8.dzn,1,1.400978,0,0,0,0,1,0.335857,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_9.dzn,1,1.400983,0,0,0,0,1,0.335797,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_1.dzn,1,1.400263,0,0,0,0,1,0.335981,1
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m18_12_05.dzn,1,-1,0,0,1,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_3.dzn,1,1.4009,0,0,0,0,1,0.33587,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_10.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_1.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_3.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_2.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_2.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_5.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_7.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_8.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_8.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_9.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_10.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_1.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_10.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_1.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_4.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_4.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_3.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_5.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_6.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_7.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_4.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_3.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_7.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_6.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_6.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_1.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_5.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_7.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_10.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_1.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_3.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_8.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_9.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_20_6.dzn,1,1.369748,0,0,0,0,1,0.342183,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_20_7.dzn,1,1.369748,0,0,0,0,1,0.342183,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_20_9.dzn,1,1.369748,0,0,0,0,1,0.342183,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_2.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_8.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_9.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_5.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_9.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_10.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_2.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_5.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_4.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_20_10.dzn,1,1.369748,0,0,0,0,1,0.342183,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_20_8.dzn,1,1.369748,0,0,0,0,1,0.342183,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_6.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_2.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_1.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_5.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_4.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_8.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_8.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_2.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_9.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_7.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_4.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_6.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_1.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_8.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_7.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_6.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_7.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_10.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_100_5.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_2.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_60_3.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_80_4.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_10.dzn,1,1.400088,0,0,0,0,1,0.336013,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_6.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_7.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_8.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_5.dzn,1,1.400258,0,0,0,0,1,0.335981,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_5/Class5_40_6.dzn,1,1.400099,0,0,0,0,1,0.336011,1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_60_9.dzn,1,-1,0,0,0,0,1,-1,-1
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_4/Class4_40_6.dzn,1,1.400088,0,0,0,0,1,0.336013,1
