@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Frac_Body-Body_Equivalences NUMERIC
@ATTRIBUTE Frac_Other_Equivalences NUMERIC
@ATTRIBUTE Tight NUMERIC
@ATTRIBUTE Frac_Atom-Atom_Equivalences NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Ternary_Rules NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-2 NUMERIC
@ATTRIBUTE Other_Constraints NUMERIC
@ATTRIBUTE Frac_Integrity_Rules NUMERIC
@ATTRIBUTE Conflicts/Choices-4 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-3 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-3 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-4 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-4 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-3 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-3 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-2 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-2 NUMERIC
@ATTRIBUTE Frac_Choice_Rules NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-2 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-2 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-4 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-4 NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-3 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-1 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Conflicts/Choices-3 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-1 NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-4 NUMERIC
@ATTRIBUTE Frac_Binary_Rules NUMERIC
@ATTRIBUTE Frac_Learnt_Others-1 NUMERIC
@ATTRIBUTE Frac_Binary_Constraints NUMERIC
@ATTRIBUTE Frac_Normal_Rules NUMERIC
@ATTRIBUTE Constraints/Vars NUMERIC
@ATTRIBUTE Frac_Pos_Body NUMERIC
@ATTRIBUTE Conflicts/Choices-2 NUMERIC
@ATTRIBUTE Frac_Ternary_Constraints NUMERIC
@ATTRIBUTE Frac_Learnt_Others-4 NUMERIC
@ATTRIBUTE Frac_Learnt_Others-3 NUMERIC
@ATTRIBUTE Frac_Learnt_Others-2 NUMERIC
@ATTRIBUTE Frac_Neg_Body NUMERIC
@ATTRIBUTE Frac_Learnt_Ternary-1 NUMERIC
@ATTRIBUTE Created_Bodies NUMERIC
@ATTRIBUTE Frac_Unary_Rules NUMERIC
@ATTRIBUTE Conflicts/Choices-1 NUMERIC
@ATTRIBUTE Binary_Constraints NUMERIC
@ATTRIBUTE Frac_Other_Constraints NUMERIC
@ATTRIBUTE Frac_Learnt_Ternary-4 NUMERIC
@ATTRIBUTE Frac_Learnt_Ternary-2 NUMERIC
@ATTRIBUTE Constraints NUMERIC
@ATTRIBUTE Frac_Learnt_Ternary-3 NUMERIC
@ATTRIBUTE Frac_Learnt_Binary-1 NUMERIC
@ATTRIBUTE Normal_Rules NUMERIC
@ATTRIBUTE Rules NUMERIC
@ATTRIBUTE Running_Avg_LBD-4 NUMERIC
@ATTRIBUTE Running_Avg_Conflictlevel-2 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-2 NUMERIC
@ATTRIBUTE Frac_Cardinality_Rules NUMERIC
@ATTRIBUTE Learnt_Others-1 NUMERIC
@ATTRIBUTE Running_Avg_Conflictlevel-3 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-3 NUMERIC
@ATTRIBUTE Frac_Learnt_Binary-3 NUMERIC
@ATTRIBUTE Learnt_from_Loop-1 NUMERIC

@DATA
FolioSuite/ASP-Comp-2007-Lparse/SLparse/CarSequencing/benchmark1_15classes.dlv.dat.lp.gz,1,0.0601,0.8127,1,0.1273,787,0,1439,576,0.3992,0.0976,0,1,0,1,1,0,0,1,0.0644,0,1,0,1,2042,1,0,0.0923,1,0,2715,0.3992,1,0,0.5918,0.3297,0.9356,0.0892,0,1,1,1,0.2661,0,1153,0.1372,0.0866,0,1,0,0,576,0,0,854,1443,11.23,201.46,309.9385,0.3437,33,287.65,293.5204,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/CarSequencing/001.benchmark1_17classes.dlv.dat.lp.gz,1,0.0602,0.8119,1,0.1279,819,0,1565,636,0.3987,0.094,0,1,0,1,1,0,0,1,0.0646,0,1,0,1,2644,1,0,0.0896,1,0,3299,0.3987,1,0,0.5918,0.303,0.9354,0.0941,0,1,1,1,0.2671,0,1273,0.1379,0.0982,0,1,0,0,636,0,0,944,1595,12.33,163.72,255.8125,0.3436,32,225.65,232.6289,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/Factoring/fact.grnd.sat.24.gz,1,0.0216,0.9342,1,0.0441,2090,0.733,6018,16,0.0525,0.5856,0,1,0,1,1,0,0,1,0,0,1,0,1,7650,1,0,0.6358,1,0,8691,0.2589,0.9688,0.6731,1,2.8178,0.5826,0.7033,0.3249,0.8692,0.875,0.9844,0.0519,0,5818,0,0.8205,5506,0.002,0.0077,0,8180,0.0104,0.0312,5978,5978,7.06,6.05,9.4531,0,31,10.78,11.2292,0.1146,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianCycle/rand_200_1800_1154991214_9.gph.gz,1,0,0.7143,0,0.2857,9142,0.2053,14935,600,0.0345,0.1321,0,1,0,1,1,0,0,1,0.2069,0,1,0,1,21771,1,0,0.1385,1,0,30936,0.2429,1,0.8174,0.7701,1.3731,0.9885,0.1438,0.1369,1,1,1,0.5403,0,8174,0.5288,0.1532,10746,0.0456,0,0,13146,0,0,13402,17402,82.85,100.46,149.9403,0.023,34,151.46,152.9899,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianCycle/rand_100_800_1155012316_11.gph.gz,1,0,0.7159,0,0.2841,?,0.2037,?,300,0.0385,?,?,?,?,?,?,?,?,?,0.2051,?,?,?,?,?,?,?,?,?,?,?,0.2449,?,0.8129,0.7693,1.3702,0.9872,?,0.1361,?,?,?,0.5386,?,3690,0.5258,?,4778,0.051,?,?,5878,?,?,6002,7802,?,?,?,0.0256,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianCycle/rand_150_1200_1154711577_4.gph.gz,1,0,0.7159,0,0.2841,7616,0.2037,10053,450,0.0385,0.1688,0,1,0,1,1,0,0,1,0.2051,0,1,0,1,13813,1,0,0.1681,1,0,18297,0.2449,1,0.8129,0.7693,1.3703,0.9872,0.1701,0.1361,1,1,1,0.5385,0,5535,0.5257,0.1788,7168,0.051,0,0,8818,0,0,9002,11702,52.61,74.69,113.1667,0.0256,32,115.43,116.596,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.48.gz,1,0.1784,0.5902,0,0.2315,232,0.7344,450,76,0.5592,0.2605,0,1,0,1,1,0,0,1,0,0,1,0,1,638,1,0,0.2553,1,0,896,0.133,0.9375,0.9613,1,1.3365,0.7645,0.2591,0.0144,0.8923,0.8646,0.8906,0.1632,0.0625,2660,0.1326,0.3107,3009,0.0243,0.0846,0.0938,3130,0.1146,0,4412,4412,4.16,8.56,13.375,0,30,11.59,12.0729,0.0208,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.30.gz,1,0.1758,0.5898,0,0.2344,246,0.7119,470,44,0.5298,0.237,0,1,0,1,1,0,0,1,0,0,1,0,1,798,1,0,0.2313,1,0,1073,0.1448,0.8125,0.9565,1,1.3542,0.7469,0.1888,0.0278,0.8438,0.8229,0.8438,0.1798,0.1562,2352,0.1433,0.1829,2684,0.0157,0.1406,0.125,2806,0.1562,0.0312,3860,3860,5.16,14.7,22.9688,0,26,19.28,20.0833,0.0208,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.41.gz,1,0.1755,0.5893,0,0.2353,287,0.7031,474,32,0.5177,0.3565,0,1,0,1,1,0,0,1,0,0,1,0,1,640,1,0,0.3221,1,0,913,0.149,0.875,0.9558,1,1.3562,0.7401,0.2819,0.0321,0.7656,0.7188,0.7344,0.186,0.0938,2217,0.1479,0.3678,2529,0.0121,0.1328,0.125,2646,0.1458,0.0312,3624,3624,3.88,8.95,13.9844,0,28,11.75,12.2396,0.1354,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/hampath.ngrnd.6.gz,1,0.1851,0.5941,0,0.2208,1853,0.8451,2989,81,0.7266,0.3926,0,1,0,1,1,0,0,1,0,0,1,0,1,4052,1,0,0.3887,1,0,6112,0.0778,1,0.98,1,1.2374,0.8571,0.4324,0.0049,1,1,1,0.0897,0,4777,0.0771,0.5,5251,0.0151,0,0,5358,0,0,8446,8446,20.3,20.78,32.4688,0,32,33.7,35.1042,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.15.gz,1,0.1771,0.5899,0,0.2329,189,0.7212,357,54,0.5412,0.2524,0,1,0,1,1,0,0,1,0,0,1,0,1,539,1,0,0.2366,1,0,725,0.1399,0.697,0.9561,1,1.3473,0.754,0.2226,0.0263,0.7462,0.7526,0.7385,0.1726,0.2424,2595,0.1389,0.2391,2941,0.0176,0.2,0.2,3076,0.1856,0.0606,4276,4276,3.93,10.6,16.3077,0,23,15.75,16.2371,0.0619,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/Hashiwokakero/hashiwokakero-size11-puzzle5.gz,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_13_13_t17.lp.gz,1,0.17,0.6588,1,0.1712,?,0.5782,?,2349,0.5789,?,?,?,?,?,?,?,?,?,0.0003,?,?,?,?,?,?,?,?,?,?,?,0.4198,?,0.9356,0.9993,1.2068,0.9418,?,0.0019,?,?,?,0.0016,?,34545,0.0009,?,35151,0.0625,?,?,37570,?,?,49651,49685,?,?,?,0.0003,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_20_20_t19.lp.gz,1,0.1696,0.6601,1,0.1703,?,0.5832,?,6379,0.5835,?,?,?,?,?,?,?,?,?,0.0001,?,?,?,?,?,?,?,?,?,?,?,0.4159,?,0.9421,0.9997,1.2384,0.9468,?,0.0007,?,?,?,0.0007,?,98877,0.0004,?,105048,0.0572,?,?,111505,?,?,143302,143340,?,?,?,0.0001,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_18_18_t8.lp.gz,1,0.1731,0.6511,1,0.1758,?,0.4151,?,1621,0.4156,?,?,?,?,?,?,?,?,?,0.0002,?,?,?,?,?,?,?,?,?,?,?,0.5828,?,0.9149,0.9995,1.2233,0.9243,?,0.0017,?,?,?,0.0018,?,19473,0.0013,?,17789,0.0834,?,?,19444,?,?,34326,34342,?,?,?,0.0002,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_17_17_t9.lp.gz,1,0.1724,0.6527,1,0.1748,?,0.4387,?,1733,0.4392,?,?,?,?,?,?,?,?,?,0.0003,?,?,?,?,?,?,?,?,?,?,?,0.5593,?,0.9176,0.9995,1.2378,0.9266,?,0.0018,?,?,?,0.0018,?,20845,0.0013,?,19719,0.0806,?,?,21490,?,?,35559,35577,?,?,?,0.0003,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_15_15_t9.lp.gz,1,0.1723,0.6525,1,0.1751,?,0.444,?,1349,0.4447,?,?,?,?,?,?,?,?,?,0.0003,?,?,?,?,?,?,?,?,?,?,?,0.5535,?,0.9161,0.9993,1.2225,0.9257,?,0.0023,?,?,?,0.0022,?,16237,0.0015,?,15143,0.0816,?,?,16530,?,?,27347,27365,?,?,?,0.0003,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00750.23.gz,1,0,1,0,0,303,1,658,128,0,0.655,0,1,0,1,1,0,0,1,0,0,1,0,1,1046,1,0,0.6387,1,0,1450,0,0.9688,0.7151,1,3.4937,0.2365,0.6634,0.243,0.916,0.9091,0.9403,0.2554,0.0312,728,0,0.7111,2186,0.0419,0.0763,0.0597,3057,0.0808,0,740,740,6.43,7.28,10.8657,0,31,11.01,11.1212,0.0101,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00675.13.gz,1,0,1,0,0,383,1,889,130,0,0.65,0,1,0,1,1,0,0,1,0,0,1,0,1,1310,1,0,0.6577,1,0,1804,0,0.9688,0.7118,1,3.4568,0.2723,0.7174,0.2418,0.9538,0.949,0.9697,0.2411,0.0312,666,0,0.7111,1993,0.0464,0.0308,0.0303,2800,0.0306,0,672,672,7.01,6.13,9.2879,0,31,9.38,9.5714,0.0204,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00825.25.gz,1,0,1,0,0,341,1,764,141,0,0.6293,0,1,0,1,1,0,0,1,0,0,1,0,1,1073,1,0,0.6139,1,0,1506,0,0.9375,0.718,1,3.5203,0.2445,0.619,0.2402,0.9612,0.9588,0.9538,0.2518,0.0625,810,0,0.7619,2424,0.0418,0.0388,0.0462,3376,0.0412,0,818,818,6.85,6.09,9.3692,0,30,9.8,10.1031,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00675.26.gz,1,0,1,0,0,380,0.994,735,128,0,0.6386,0,1,0,1,1,0,0,1,0,0,1,0,1,1106,1,0,0.634,1,0,1459,0.006,0.9375,0.7122,1,3.4579,0.2541,0.6667,0.2419,0.9612,0.9588,0.9531,0.2302,0.0625,666,0,0.64,1990,0.0458,0.0388,0.0469,2794,0.0412,0,669,669,6.35,6.62,10.3438,0,30,10.17,10.4845,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.00700.1.gz,1,0,0.9688,0,0.0312,448,0.969,889,131,0,0.6497,0,1,0,1,1,0,0,1,0,0,1,0,1,1414,1,0,0.6713,1,0,1934,0.031,0.9688,0.7049,1,3.3401,0.2821,0.6737,0.2483,0.9766,0.9688,0.9688,0.2083,0,674,0,0.7111,1973,0.0468,0.0156,0.0156,2799,0.0208,0.0312,677,677,6.86,5.21,8.1406,0,31,8.78,9.1458,0.0104,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.00700.15.gz,1,0.04,0.92,0,0.04,564,0.9942,1020,138,0,0.583,0,1,0,1,1,0,0,1,0,0,1,0,1,1602,1,0,0.6218,1,0,2303,0.0058,1,0.7029,1,3.3542,0.2362,0.6019,0.2493,0.9692,0.9691,0.9846,0.2493,0,686,0,0.6111,2030,0.0478,0.0308,0.0154,2888,0.0309,0,690,690,8.31,8.74,13.4462,0,33,12.68,13.0722,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.01100.8.gz,1,0,1,0,0,380,1,798,187,0,0.6045,0,1,0,1,1,0,0,1,0,0,1,0,1,1164,1,0,0.6226,1,0,1600,0,1,0.7177,1,3.5312,0.2656,0.6147,0.2411,0.9774,0.9798,1,0.2244,0,1085,0,0.6531,3254,0.0412,0.0226,0,4534,0.0202,0,1092,1092,7.16,8.28,12.3582,0,32,11.19,11.303,0,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n50-unsat-b16.lp.gz,1,0,1,0,0,911,0,1995,724,0,0.6341,0.04,0.96,0.0302,0.9698,0.9703,0.0297,0.0435,0.9565,0,0.059,0.941,0.0226,0.9774,3002,0.9412,0.0588,0.6282,0.9324,0.0676,4009,0.0232,1,0.8475,1,6.1081,0,0.6346,0,1,1,1,0.0232,0,734,0,0.6809,4022,0.1525,0,0,4746,0,0,734,734,12.2,8.08,12.2424,0,34,13.95,14.2347,0,2
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n50-unsat-b6.lp.gz,1,0,1,0,0,980,0,2049,709,0,0.7198,0.0447,0.9553,0.0514,0.9486,0.9802,0.0198,0.0149,0.9851,0,0.0294,0.9706,0.0224,0.9776,2951,0.9714,0.0286,0.7226,0.9405,0.0595,3688,0.0234,1,0.8456,1,5.9649,0,0.7333,0,1,1,1,0.0234,0,727,0,0.7083,3884,0.1544,0,0,4593,0,0,727,727,10.15,7.86,11.9091,0,35,11.69,11.8081,0,1
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n60-sat-b18.lp.gz,1,0,1,0,0,1043,0,2167,987,0,0.5633,0.0184,0.9816,0.0133,0.9867,0.9796,0.0204,0.0154,0.9846,0,0.0132,0.9868,0.0153,0.9847,3086,0.9697,0.0303,0.5783,0.9729,0.0271,4306,0.0232,1,0.8454,1,6.3968,0,0.5926,0,0.9847,0.9898,1,0.0232,0,949,0,0.5926,5397,0.1546,0.0153,0,6384,0.0102,0,949,949,12.35,9.3,14.5312,0,33,13.62,14.1875,0,1
