@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC

@DATA
./SAT03/handmade/stanion/hwb/hwb-n30-02-S77299857.shuffled-as.sat03-1633.cnf,1,0.0047,0.3768,0,0,0.4406,1.6672,0.3424,0.7888,0.4676,4150,0.6154,4150,0.4094,0.0003,4183,0.0029,0.0007,4279,0.0251,4249.1429,2.0954,4330,0.2548,0.0162,0.0688,4330,0.1647,4304,0.934,0.3736,0.0288,0.0147
./SAT11/crafted/spence/sgen/sgen3-n170-s56409011-unsat.cnf,1,0,1,0.3333,0,0.2209,0.2209,0.4888,0.5767,0.7878,3552,0.3333,3552,0.4888,0.0008,3934,0.0107,0.0026,4022,0.0281,3988.2222,1.5863,4478,0,0.0179,0.0678,4478,0.486,4077,0.9625,0.2153,0.3236,0.3145
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_5-log.shuffled-as.sat03-111.cnf,1,0,0,0,0.0002,1.5326,2.0433,0.0105,0.8027,0.5127,1203,0.1204,1156,0.2473,0.0004,1258,0.0979,0.0886,1350,0.1157,1452.1,2.9679,2205,0.0165,0.1876,0.2072,2205,0.0027,1599,0.6443,0.2135,0.4945,0.4924
./SAT11/crafted/mosoi/289/289-unsat-6x40.cnf,1,0.0152,0.0152,1,0.425,0,0,0.7538,0,0.774,380,0.0051,325,1,0.425,438,0.4251,0.4251,480,0.4251,853.6875,0,3968,0.5846,0.4252,0.4252,2457,0.0152,536,0.8664,0.4254,0,0
./SAT03/handmade/gomes/bqwh/bqwh.50.825.shuffled-as.sat03-1648.cnf,1,0.9443,0.947,0,0.1221,2.5469,2.5781,0.7188,1.0013,0.4517,56,0.8125,22,0.4905,0.7097,85,0.8099,0.7644,96,0.7946,100.6441,2.8815,215,0.4568,0.8437,0.8663,155,0.1138,117,0.7013,0.9203,0.015,0.0128
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3500_3500_30f1.shuffled.cnf,1,0,0.0262,0,0.007,1.4434,1.6996,0.231,0.7276,0.6533,0,0.0625,0,0.3737,0.0179,0,0.0704,0.0355,0,0.0696,0,2.3035,0,0.1105,0.0943,0.1298,0,0.0714,0,0.7689,0.1644,0.0047,0.0033
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1375c111739gyes10.cnf,1,0.9523,0.9523,0.8,0.6041,2.6827,5.3448,0.9523,0.0142,0.7814,68,0.3231,53,0.9969,0.7211,159,0.8495,0.791,168,0.8304,155.1333,4.8172,193,1.8079,0.8821,0.9039,191,0.0096,188,0.8974,0.9303,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p15-s99099953.cnf,1,0.9829,0.9829,0.9394,0.1076,3.3344,5.8426,0.9829,0.005,0.9186,25,0.6236,14,0.9994,0.9566,32,0.9924,0.9785,69,0.9761,94.75,5.6581,213,2.4667,0.998,0.9999,187,0.0048,184,0.9574,1,0.0106,0.0001
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1520_u.cnf,1,0.0073,0.0332,0,0,0.4008,0.5885,0.2613,0.9871,0.0566,0,0.9024,0,0.2574,0.0001,0,0.0002,0.0001,0,0.0192,0,0.2133,0,0.0583,0.0069,0.1214,0,0.2676,0,0.1106,0.9357,0.3325,0.3284
./SAT11/crafted/mosoi/289/289-unsat-7x39.cnf,1,0.013,0.013,1,0.4077,0,0,0.7532,0,0.7325,370,0.0044,337,1,0.408,401,0.408,0.408,496,0.4081,844.9375,0,3874,0.5836,0.4081,0.4082,2775,0.013,558,0.8098,0.4085,0,0
./SAT11/crafted/mosoi/289/289-unsat-6x30.cnf,1,0.0203,0.0203,1,0.4568,0,0,0.7551,0,0.8507,284,0.0068,278,1,0.457,428,0.457,0.457,496,0.457,857.8824,0,3694,0.5871,0.457,0.4571,3649,0.0203,597,0.9633,0.4571,0.0002,0.0002
./SAT03/handmade/anton/UNSAT/SGI_30_60_20_50_3-dir.shuffled-as.sat03-114.cnf,1,0.9787,0.9787,0,0.8552,3.0492,4.206,0.7464,1.0111,0.9047,78,0.6349,78,0.4921,0.8796,453,0.9129,0.8978,1122,0.9087,1094.6667,4.3811,2696,1.8278,0.9216,0.9322,2696,0.012,1155,0.9711,0.9581,0,0
./SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,1,0.9511,0.9728,0,0.5791,2.4732,2.759,0.7281,1.0016,0.445,1380,0.9669,1380,0.4917,0.7011,4681,0.9512,0.9432,4769,0.9235,3912.75,3.7161,4821,0.5835,0.9889,0.9926,4821,0.0221,4821,0.8863,0.9971,0.0065,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf,1,0,0.8735,1,0.5364,2.8836,4.4077,0.1265,0,0.6767,4597,0.7358,4597,1,0.5519,4602,0.5767,0.56,4630,0.6217,4617.5,3.8153,4641,0.8326,0.6558,0.7793,4641,0.019,4641,0.809,0.9589,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1,0.9714,0.9714,0.8824,0.8144,3.2305,5.1389,0.9714,0.0101,0.8669,54,0.5246,54,0.9984,0.857,66,0.8879,0.8722,436,0.8872,1028,4.9206,3920,1.989,0.9016,0.9172,3920,0.0084,664,0.9483,0.9432,0,0
./SAT11/crafted/skvortsov/battleship/battleship-11-11-unsat.cnf,1,0.8333,0.8333,1,0.6918,0,0,0.8333,0,0.7902,4916,0.0476,4916,1,0.6919,4917,0.6919,0.6919,4931,0.692,4926.25,0,4941,0.9583,0.692,0.6921,4941,0.1667,4941,0.8269,0.6922,0.0467,0.0467
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p30-s30907550.cnf,1,0.9819,0.9819,0.9412,0.2354,3.3492,6.1822,0.9819,0.0049,0.8838,9,0.5465,6,0.9994,0.9515,25,0.9884,0.9705,58,0.9762,112.25,5.8565,252,2.5629,0.9979,0.9999,247,0.0051,234,0.9362,1,0.0159,0.0002
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1,0.0031,0.9169,1,0.6329,3.3339,5.0456,0.0831,0,0.7061,4621,0.8349,4621,1,0.6449,4621,0.6856,0.657,4722,0.7056,4671.5,4.6707,4722,1.105,0.7242,0.7743,4722,0.0091,4722,0.8066,0.9822,0,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_401.cnf,1,0.0124,0.9218,1,0.6213,3.5664,4.9825,0.0782,0,0.6597,4500,0.8326,4500,1,0.6474,4500,0.6884,0.6648,4674,0.7095,4616.3333,4.7203,4675,1.0967,0.7265,0.7802,4675,0.0093,4675,0.8034,0.9774,0,0
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,0.9299,0.9299,0.7143,0.7384,2.9323,4.9022,0.9299,0.027,0.7373,406,0.36,406,0.9927,0.7734,492,0.7982,0.7848,636,0.7983,1655.1667,4.4576,4030,1.3783,0.811,0.8244,4030,0.0169,3770,0.9048,0.8585,0,0
./SAT03/handmade/anton/UNSAT/SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf,1,0,0,0,0.0348,1.6947,1.6892,0.0107,0.8114,0.5703,2232,0.136,2232,0.2437,0.0375,2406,0.0713,0.0647,2712,0.1178,2768.25,2.7985,3806,0.016,0.1784,0.2405,3806,0.0026,3303,0.6947,0.241,0.4937,0.4933
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_390.cnf,1,0.0032,0.9127,1,0.6107,3.3218,4.9956,0.0873,0,0.6841,4669,0.814,4669,1,0.6301,4669,0.6708,0.6422,4692,0.6932,4690,4.7081,4709,1.0699,0.7091,0.7652,4709,0.0095,4709,0.803,0.9782,0,0
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1,0,0,0,0,0.9674,1.4343,0.2504,0.8453,0.2067,727,0.2,727,0.3599,0.0002,1708,0.0134,0.0025,2168,0.0391,2205.7778,1.8659,3495,0.1608,0.057,0.0907,3495,0.1364,2978,0.4878,0.3002,0.0997,0.0845
./SAT11/crafted/skvortsov/battleship/battleship-16-16-unsat.cnf,1,0.8824,0.8824,1,0.7575,0,0,0.8824,0,0.8331,4872,0.0323,4872,1,0.7576,4872,0.7579,0.7577,4887,0.7578,4891.6667,0,4916,1.2368,0.758,0.758,4916,0.1176,4916,0.8745,0.7581,0.0275,0.0274
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_506.cnf,1,0.0024,0.9231,1,0.6532,3.3188,5.2676,0.0769,0,0.7105,1496,0.8382,1496,1,0.6664,1496,0.7016,0.6777,3224,0.7191,3046,4.9542,4418,1.1742,0.7359,0.7866,4418,0.0074,4418,0.8383,0.9836,0,0
./SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,0.8333,0.8333,0,0.5831,0,0,0.6484,0.8849,0.6879,4527,0.3333,4527,0.5302,0.5831,4593,0.5832,0.5832,4595,0.5832,4590.1667,1.4333,4626,0.4472,0.5832,0.5832,4626,0.4167,4606,0.8353,0.5833,0.2295,0.2295
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf,1,0.0371,0.1398,0,0.0001,1.0023,1.3674,0.2945,0.9523,0.2282,723,0.6667,438,0.2847,0.0047,858,0.0374,0.0153,1050,0.1128,1193.0645,0.62,3837,0.1226,0.1855,0.2319,1680,0.3177,1202,0.6422,0.8133,0.3853,0.157
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_42_s.cnf,1,0.2481,0.5538,0,0.0001,2.2265,2.0783,0.5668,0.6874,0.0758,1382,0.9667,1173,0.5454,0.0339,1477,0.1899,0.0814,1806,0.2458,1867.4167,1.5016,3635,0.3607,0.3228,0.5144,2229,0.1619,2061,0.2912,0.9747,0.3186,0.1898
./SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf,1,0.0175,0.9988,0,0.5186,0.0252,0.023,0.5096,0.5877,0.7089,2452,0.3412,1380,0.4986,0.5267,2527,0.5268,0.5267,2614,0.5268,2670.4,3.1476,3411,0.3031,0.5268,0.5268,3411,0.035,3156,0.9146,0.5465,0,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes2.cnf,1,0.9494,0.9494,0.8333,0.7356,2.7378,5.2316,0.9494,0.0157,0.7862,85,0.3043,26,0.9964,0.7825,190,0.8351,0.8085,214,0.8314,194.625,4.72,344,1.7337,0.8559,0.8718,282,0.0104,232,0.8976,0.9154,0,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1,0.0099,0.927,1,0.647,3.5293,5.2217,0.073,0,0.6685,4262,0.8722,4262,1,0.668,4262,0.702,0.6803,4700,0.7216,4481,4.9709,4700,1.1668,0.7364,0.7905,4700,0.0074,4700,0.7873,0.9876,0,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1,0,0.8938,1,0.5916,2.8893,4.5749,0.1062,0,0.6938,1292,0.7821,1292,1,0.6021,1615,0.6206,0.6083,2008,0.6592,2508.8333,4.1941,4550,0.9613,0.6718,0.7747,4550,0.0129,3852,0.81,0.9714,0,0
./SAT11/crafted/mosoi/289/289-sat-6x20.cnf,1,0.0306,0.0306,1,0.5026,0,0,0.7577,0,0.9528,3840,0.0104,3840,1,0.5027,3840,0.5028,0.5027,3840,0.5028,3840,0,3840,0.592,0.5028,0.5029,3840,0.0306,3840,0.9962,0.503,0.0046,0.0046
./SAT05/crafted/sorge05/QG7a/gensys-ukn004.shuffled-as.sat05-3844.cnf,1,0.0794,0.0985,0,0,2.8275,3.3564,0.14,0.8845,0.2363,1318,1,747,0.3079,0.6063,1615,0.7762,0.6662,1818,0.735,1686.1429,1.6937,1903,0.386,0.8269,0.8542,1895,0.1642,1874,0.5014,1,0.4958,0.12
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_388.cnf,1,0,0.9085,1,0.6326,2.9878,5.1607,0.0915,0,0.7082,276,0.8122,271,1,0.6427,304,0.6564,0.6469,344,0.6903,373.6316,4.4052,593,1.0759,0.7044,0.7642,565,0.0094,426,0.8318,0.9784,0,0
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,0.9546,0.9546,0.8824,0.1356,2.571,5.4652,0.9546,0.0126,0.8414,37,0.2985,31,0.9973,0.6876,57,0.8962,0.8496,106,0.8489,115.1818,4.9135,220,1.9116,0.934,0.9523,194,0.0085,166,0.9271,0.9986,0,0
./SAT05/crafted/sabharwal05/pebbling/grid-pebbling/unsat/grid-pbl-0250.shuffled-as.sat05-1349.shuffled-as.sat05-1349.cnf,1,0.0018,0.0031,0,0,0.3978,0.3976,0.3109,0.8866,0.2989,141,0.5,102,0.375,0,193,0,0,322,0.0519,577.3804,1.7982,2507,0.0275,0.0012,0.4414,1531,0.5132,609,0.6806,0.6039,0.4604,0.4587
./SAT11/crafted/skvortsov/battleship/battleship-9-17-sat.cnf,1,0.8831,0.8831,1,0.8006,0,0,0.8831,0,0.9026,0,0.0588,0,1,0.8006,0,0.8006,0.8006,0,0.8006,0,0,0,1.284,0.8006,0.8006,0,0.2208,0,0.9273,0.8006,0.2577,0.2577
./SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,1,0,0.8448,0.3333,0.4265,2.6708,3.3715,0.8448,0.4686,0.2713,2187,0.5,2187,0.6621,0.5395,2799,0.6289,0.5808,2861,0.6283,2786,2.3014,3161,0.2498,0.6735,0.7238,3161,0.0648,2922,0.7147,0.8178,0.0012,0.0001
./SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,0.8372,0.8372,1,0.7569,0,0,0.8372,0,0.8838,4836,0.0769,4836,1,0.7569,4841,0.7569,0.7569,4854,0.757,4854.6,0,4879,1.0176,0.757,0.757,4879,0.2791,4863,0.9116,0.757,0.2851,0.2851
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,1,0.9682,0.9682,0.8571,0.7717,3.2079,4.75,0.9682,0.0127,0.8665,125,0.5058,125,0.998,0.8374,716,0.8796,0.8619,751,0.8751,753.25,4.6597,1362,1.7983,0.8944,0.903,1362,0.0115,911,0.957,0.9289,0,0
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_40_6-dir.shuffled-as.sat03-163.cnf,1,0.9756,0.9756,0,0.8382,3.1332,4.5707,0.7118,1.0161,0.8664,347,0.5629,111,0.4897,0.8685,400,0.8994,0.8879,493,0.8977,581.8667,4.6273,2179,1.9114,0.9115,0.9197,723,0.0114,539,0.9522,0.9397,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,0.9669,0.9669,0.8667,0.7183,3.3946,4.4421,0.9669,0.0159,0.8681,793,0.5959,793,0.9973,0.8245,873,0.8744,0.854,1176,0.8682,1868,4.3437,4642,1.5366,0.8901,0.9008,4642,0.015,2737,0.9466,0.9327,0,0
./SAT04/handmade/connamacher/connm-d0.04/connm-ue-csp-sat-n800-d0.04-s1788334438.used-as.sat04-976.cnf,1,0,0.8432,0.3333,0.4494,2.7486,3.4902,0.8432,0.4676,0.3025,4501,0.5,4501,0.6627,0.5258,4501,0.6142,0.5674,4509,0.6203,4534.6667,2.4379,4594,0.2489,0.6664,0.7224,4594,0.0603,4594,0.6844,0.8177,0.0008,0
./SAT11/crafted/skvortsov/battleship/battleship-5-8-unsat.cnf,1,0.7619,0.7619,1,0.6799,0,0,0.7619,0,0.8885,0,0.1111,0,1,0.6799,0,0.6799,0.6799,0,0.6799,0,0,0,0.7454,0.6799,0.6799,0,0.381,0,0.9249,0.6799,0.3148,0.3148
./SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,0.5255,0.7192,0,0.0007,3.1098,2.9994,0.5443,0.9202,0.2832,0,1,0,0.4536,0.425,0,0.8126,0.6636,0,0.7766,0,2.3061,0,0.7449,1,1,0,0.2238,0,0.8422,1,0.4894,0.0094
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,1,0.9536,0.9536,0.8947,0.1467,2.651,5.3855,0.9536,0.0131,0.8653,28,0.2686,28,0.9971,0.6709,58,0.8967,0.8497,105,0.8473,92.6429,4.8095,137,1.8783,0.9363,0.9532,125,0.0088,122,0.9403,0.9992,0,0
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1,0.9822,0.9822,1,0.9302,0,0,0.9822,0,1,0,0.3421,0,1,0.9303,0,0.9305,0.9304,0,0.9305,0,0,0,2.3509,0.9306,0.9307,0,0.0385,0,1,0.9308,0.0312,0.0308
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-12_135.cnf,1,0,0.8549,1,0.4959,2.7087,3.8051,0.1451,0,0.6727,4645,0.6962,4645,1,0.5092,4655,0.5383,0.5185,4678,0.5916,4684.8,3.5045,4725,0.7362,0.6277,0.7986,4725,0.0257,4721,0.8003,0.9448,0,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-15_218.cnf,1,0,0.881,1,0.5548,2.9328,4.4783,0.119,0,0.682,4506,0.7561,4506,1,0.5694,4506,0.5926,0.5764,4590,0.6338,4564,3.9401,4596,0.8775,0.6531,0.7815,4596,0.0163,4596,0.8151,0.9644,0,0
./SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,0.0101,0.3899,0,0.0003,0.3503,1.6908,0.3456,0.7882,0.4858,4121,0.7436,4121,0.4245,0.0007,4137,0.0054,0.0015,4209,0.0316,4242.4286,1.9569,4439,0.2894,0.0227,0.0725,4439,0.1658,4312,0.9373,0.371,0.03,0.0157
./SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf,1,0.0801,0.1014,0,0,2.6471,3.2128,0.1458,0.8781,0.2363,1671,1,1605,0.3124,0.6251,1836,0.7777,0.6664,1920,0.7356,1922.2308,1.7374,2219,0.3885,0.8286,0.8543,2094,0.158,2061,0.5283,1,0.4956,0.1048
./SAT11/crafted/spence/sgen/sgen3-n140-s20078956-unsat.cnf,1,0,1,0.3333,0.0001,0.256,0.256,0.5034,0.5767,0.8046,3652,0.3333,3652,0.4886,0.0007,3820,0.0113,0.003,3895,0.0326,3987,1.6295,4604,0,0.0202,0.0759,4604,0.4829,4018,0.9605,0.2167,0.3229,0.3138
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_70_1-dir.shuffled-as.sat03-146.cnf,1,0.9694,0.9694,0,0.8328,3.0694,4.1117,0.7058,1.0222,0.9219,103,0.4982,103,0.4862,0.8568,103,0.8938,0.8742,3530,0.8885,1816.5,4.7716,3530,1.7616,0.9034,0.9111,3530,0.0125,3530,0.9674,0.9251,0,0
./SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf,1,0.9261,0.9261,1,0.8577,0,0,0.9261,0,0.9182,4836,0.037,4836,1,0.8577,4836,0.8577,0.8577,4904,0.8577,4870,0,4904,1.6999,0.8577,0.8577,4904,0.1425,4904,0.9355,0.8577,0.2046,0.2046
./SAT03/handmade/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf,1,0.9718,0.9718,0,0.8256,2.9916,4.2935,0.7131,1.0131,0.9163,215,0.59,215,0.4902,0.8584,447,0.8941,0.8749,510,0.8896,1175.3333,4.6571,4718,1.8073,0.905,0.9126,4718,0.0114,676,0.9665,0.9408,0,0
