@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 128'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE dy_props NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE gr_max_deg_cg NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE gc_bool_lin NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE gr_min_clust_cg NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE o_deg_cons NUMERIC
@ATTRIBUTE o_dom_avg NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE o_di NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE d_ratio_bool_cons NUMERIC
@ATTRIBUTE dy_nodes NUMERIC
@ATTRIBUTE dy_fails NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE gr_avg_deg_cg NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE dy_depth NUMERIC
@ATTRIBUTE dy_ratio_props NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE c_domain NUMERIC
@ATTRIBUTE dy_peak NUMERIC
@ATTRIBUTE gr_min_deg_cg NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE o_deg NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE gr_min_diam_vg NUMERIC
@ATTRIBUTE gc_table NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE d_bool_cons NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE v_num_aliases NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE dy_ratio_nodes NUMERIC
@ATTRIBUTE gc_all_diff NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE o_de NUMERIC
@ATTRIBUTE v_min_deg_vars NUMERIC
@ATTRIBUTE o_dom_deg NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE gc_regular NUMERIC
@ATTRIBUTE gc_inverse NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE gc_count NUMERIC
@ATTRIBUTE gc_disjoint NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE d_set_vars NUMERIC
@ATTRIBUTE d_ratio_set_vars NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE s_input_order NUMERIC
@ATTRIBUTE s_other_val NUMERIC
@ATTRIBUTE gc_diffn NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE gc_global_card NUMERIC
@ATTRIBUTE gc_array_set NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE c_bounds_d NUMERIC
@ATTRIBUTE gc_link_set NUMERIC
@ATTRIBUTE s_set_search NUMERIC
@ATTRIBUTE c_bounds_r NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC

@DATA
normalized-ooo-burch-dill-2-accl-ucl.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.309504,2.560742,1,5.201131,9501528,5.083427,0.597137,0.652981,1,1.592348,0.365946,0,1,0,7.76,1.713573,2,5569.836765,2,0.611375,0.658775,0,0,0.316466,1,1.83,0,202,1.309504,0.214974,2152,2152,295,0,0,0,0,1,1.492722,0,0,0,1,0,2152,0,1,2.308239,0.776776,0.776776,4304,0,25671,12789,787.515779,0,3.83,185,2152,30.59975,7685.236159,0.383669,0,5609,104,1711.68,7.835967,16827,2.606413,0,5450,2,0,1,8.718401,70,2,0,11,0,5609,16863,0,16.644517,7685.236159,0,0,0.498189,0,11,0,0,2,0,16863,1,5609,1,3.006418,3.006418,0.009901,0,0,1,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-mulsol-i-5-28.xml.mzn_AND_NODATA,1,1,0,1,0,4.807355,0,0,4.901194,4.807355,6.653394,2498672,1.666087,1.418943,-1,-1,0.734227,0.793902,0,1,0,6.44,0.734227,28,923.359536,28,-1,0.388931,0,0,0.508014,1.555556,0.35,0,159,0,-1,186,186,316,0,0,0,0,4.807355,0.293014,0,-1,0,1,0,894.168016,0,1,4.901194,0,0,5208,0,57424,28700,147.665829,0,4.05,159,186,129.501133,3973,0.046816,0,3973,46,628.913,42.72043,7946,21.360215,0,1413,36,0,1,42.72043,4,0,0,9.61471,0,3973,7946,0,2.919355,12972.811711,0,0,0.499791,0,2,0,0,0,0,38199.242211,2,19099.621105,0,2,9.61471,0.176101,0,0,9.61471,0,0,28,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-myciel5-5.xml.mzn_AND_NODATA,1,1,0,1,0,2.321928,0,0,3.324395,2.321928,3.83331,12603735,1.19833,0.925225,0.961897,0,0.43717,0.584756,0,1,0,2.06,0.43717,5,150.696939,5,0.54935,0.281019,-1,0,0.376672,1,0.01,0,23,0,0.137071,47,47,33,0,0,0,0,2.321928,0.210591,0,0,0,1,0,109.13062,0,1,3.324395,0,-1,235,0,565379,282682,27.483535,0,0.01,23,47,21.923729,236,0.199153,0,236,38,53405.7,10.042553,472,5.021277,0,246,15,0,1,10.042553,6,3,0,4.643856,0,236,472,0,3.510638,522.816298,0,0,0.499987,0,2,0,0,5,0,1095.950061,2,547.97503,5,2,4.643856,0.217391,0,0,4.643856,0,0,5,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-mps-red-vtp-base.xml.mzn_AND_NODATA,1,1,0,1,0,1,0.914073,3.855692,5.10987,0.628351,4.539449,202475,-1,0.900081,0.650022,1,0.637874,0.408806,0,1,0.815801,14.66,0.350627,1.747126,10789.059045,2,0.718987,-1,0.356135,0.248785,0.695622,1,6.05,0,22,3.728062,0.330639,4524,4524,145,0,0,0,0,0.365854,0.944467,0,0,0,1,0,3380,0,1,2.92115,1.441054,1.787821,7904,0,13093,6423,1849.438745,0,6.51,1229,4524,22.091667,1461.717005,18.85,0,240,259,843.646,6.190318,720,0.05305,0,20373,1,0,1,960.973033,-1,-1,0,1080,0,240,28005,0,-1,1278.574526,0,0,0.490567,0,1080,0,0,2,0,19495,17,150.8043,29,116.6875,81.229167,0.045455,0,0,15,0,0,1,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-os-taillard-10-100-2.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.489875,0.918296,7.257433,0.297472,4.605511,0.918296,9717582,0.297472,0.389835,0,1,2.003469,1.757544,900,1,0.608976,3.28,2.003469,31.061053,2316.9925,604,0.670974,0.075761,0.553603,3.974603,1.831371,16.777778,0.32,1800,36,0.918296,0.34665,100,1900,70,1800,1800,0,0,1,0.677229,0,0,0,1,0,2711.240063,0,1,0.297472,0.176777,0.60225,59016,0,44447,22195,3339.333333,0,0.91,54,100,47.333333,3752.932501,0.703704,0,2700,254,3599.1,3.789474,9000,1.421053,0,2703,2,0,1,5.684211,3,2,0,19.469626,0,1800,7200,0,2.947368,8576.779789,0,0,0.499359,0,3,0,0,2,0,36404.642265,2,12434.880755,3,2.666667,13.483201,1,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-os-taillard-10-100-4.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.544937,1.332197,7.173322,0.297472,4.643086,0.918296,7181614,0.297472,0.393527,0,1,2.003469,1.806447,900,1,0.602262,3.2,2.003469,32.821579,2316.9925,640,0.670974,0.075761,0.554846,3.989314,1.896817,17.777778,0.33,1800,36,0.918296,0.34665,100,1900,70,1800,1800,0,0,1,0.677229,0,0,0,1,0,2719.694398,0,1,0.297472,0.176777,0.603119,62361,0,46208,23080,3432.25,0,0.92,54,100,47.333333,3752.932501,0.703704,0,2700,238,2659.86,3.789474,9000,1.421053,0,2318,2,0,1,5.684211,3,2,0,19.634811,0,1800,7200,0,2.947368,8599.519483,0,0,0.499481,0,3,0,0,2,0,36708.998345,2,12536.332782,3,2.666667,13.595925,1,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-myciel6-6.xml.mzn_AND_NODATA,1,1,0,1,0,2.584963,0,0,4.171047,2.584963,5.036257,11529284,1.633244,0.990307,0.801153,0,0.556351,0.481644,0,1,0,2.15,0.556351,6,361.395735,6,0.580057,0.398176,0,0,0.462743,1,0.06,0,47,0,0.160429,95,95,69,0,0,0,0,2.584963,0.268864,0,0,0,1,0,245.571438,0,1,4.171047,0,0,570,0,364660,182315,45.75616,0,0.06,47,95,39.629139,755,0.125828,0,755,55,15270.6,15.894737,1510,7.947368,0,744,23,0,1,15.894737,7,3,0,5.169925,0,755,1510,0,4.221053,1789.458231,0,0,0.499959,0,2,0,0,6,0,3903.293376,2,1951.646688,6,2,5.169925,0.12766,0,0,5.169925,0,0,6,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-os-taillard-10-100-8.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.472153,0.918296,7.203511,0.297472,4.595519,0.918296,20276223,0.297472,0.384524,0,1,2.003469,1.745132,900,1,0.60397,3.3,2.003469,30.614211,2316.9925,595,0.670974,0.075761,0.553272,3.971214,1.814495,16.527778,0.33,1800,36,0.918296,0.34665,100,1900,70,1800,1800,0,0,1,0.677229,0,0,0,1,0,2708.991812,0,1,0.297472,0.176777,0.602019,58167,0,35395,17668,3315.75,0,0.92,54,100,47.333333,3752.932501,0.703704,0,2700,222,7509.71,3.789474,9000,1.421053,0,1805,2,0,1,5.684211,3,2,0,19.416459,0,1800,7200,0,2.947368,8570.695357,0,0,0.499167,0,3,0,0,2,0,36323.705226,2,12407.901742,3,2.666667,13.453224,1,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-ooo-rf6-ucl.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.129876,2.304572,1,4.947881,11207043,5.164462,0.435803,0.738561,1,0.859226,0.35806,0,1,0,5.29,1.159346,2,4693.96692,2,0.597441,0.90311,0,0,0.308709,1,1.51,0,77,1.129876,0.208719,1804,1804,128,0,0,0,0,1,0.866198,0,0,0,1,0,1804,0,1,2.186262,0.558674,0.558674,3608,0,24254,12100,645.939756,0,1.7,75,1804,21.344149,6289.997176,0.365849,0,4931,77,2296.05,7.163525,14793,2.73337,0,6025,2,0,1,7.0898,161,2,0,9,0,4931,12923,0,17.306541,6289.997176,0,0,0.498887,0,9,0,0,2,0,12923,1,4931,1,2.620767,2.620767,0.025974,0,0,1,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-os-taillard-10-100-9.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.489878,0.918296,7.224933,0.297472,4.606767,0.918296,4614185,0.297472,0.395235,0,1,2.003469,1.759181,900,1,0.609718,3.3,2.003469,31.12,2316.9925,604,0.670974,0.075761,0.553646,3.975368,1.833749,16.777778,0.32,1800,36,0.918296,0.34665,100,1900,70,1800,1800,0,0,1,0.677229,0,0,0,1,0,2711.5225,0,1,0.297472,0.176777,0.60228,59128,0,48785,24368,3342.444444,0,0.91,54,100,47.333333,3752.932501,0.703704,0,2700,102,1708.96,3.789474,9000,1.421053,0,1992,2,0,1,5.684211,3,2,0,19.469634,0,1800,7200,0,2.947368,8577.541054,0,0,0.499498,0,3,0,0,2,0,36414.809986,2,12438.269995,3,2.666667,13.486967,1,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-os-taillard-10-100-3.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.44327,0.918296,7.242814,0.297472,4.577091,0.918296,3327299,0.297472,0.392247,0,1,2.003469,1.722573,900,1,0.607128,3.29,2.003469,29.802105,2316.9925,577,0.670974,0.075761,0.552655,3.963819,1.782703,16.027778,0.32,1800,36,0.918296,0.34665,100,1900,70,1800,1800,0,0,1,0.677229,0,0,0,1,0,2704.845475,0,1,0.297472,0.176777,0.601587,56624,0,46779,23368,3272.888889,0,0.9,54,100,47.333333,3752.932501,0.703704,0,2700,170,1232.33,3.789474,9000,1.421053,0,1930,2,0,1,5.684211,3,2,0,19.329809,0,1800,7200,0,2.947368,8559.44063,0,0,0.49954,0,3,0,0,2,0,36174.437109,2,12358.145703,3,2.666667,13.39794,1,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-mulsol-i-5-29.xml.mzn_AND_NODATA,1,1,0,1,0,4.857981,0,0,4.901194,4.857981,6.653394,2618866,1.666087,1.566374,-1,-1,0.734227,0.822256,0,1,0,6.43,0.734227,29,923.359536,29,-1,0.388931,-1,0,0.508014,1.611111,0.35,0,159,0,-1,186,186,316,0,0,0,0,4.857981,0.293014,0,-1,0,1,0,903.584465,0,1,4.901194,0,-1,5394,0,62253,31113,152.939609,0,4.04,159,186,129.501133,3973,0.046816,0,3973,48,659.166,42.72043,7946,21.360215,0,1541,36,0,1,42.72043,4,0,0,9.715962,0,3973,7946,0,2.919355,13032.857749,0,0,0.499783,0,2,0,0,0,0,38601.516987,2,19300.758494,0,2,9.715962,0.18239,0,0,9.715962,0,0,29,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-os-taillard-10-105-0.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.595591,1.468339,7.172933,0.297472,4.679895,0.918296,19225558,0.297472,0.391437,0,1,2.003469,1.856974,900,1,0.60542,3.29,2.003469,34.640526,2316.9925,675,0.670974,0.075761,0.556036,4.001819,1.960198,18.75,0.32,1800,36,0.918296,0.34665,100,1900,70,1800,1800,0,0,1,0.677229,0,0,0,1,0,2727.976272,0,1,0.297472,0.176777,0.60395,65817,0,49652,24789,3528.25,0,0.91,54,100,47.333333,3752.932501,0.703704,0,2700,248,7120.58,3.789474,9000,1.421053,0,3280,2,0,1,5.684211,3,2,0,19.786774,0,1800,7200,0,2.947368,8621.612314,0,0,0.499255,0,3,0,0,2,0,37007.145788,2,12635.715263,3,2.666667,13.70635,1,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-os-taillard-10-105-1.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.509627,1.016719,7.236618,0.297472,4.622342,0.918296,6643631,0.297472,0.388231,0,1,2.003469,1.779225,900,1,0.606473,3.31,2.003469,31.841579,2316.9925,616,0.670974,0.075761,0.554165,3.981958,1.861164,17.111111,0.32,1800,36,0.918296,0.34665,100,1900,70,1800,1800,0,0,1,0.677229,0,0,0,1,0,2715.026897,0,1,0.297472,0.176777,0.602644,60499,0,47245,23597,3380.527778,0,0.91,54,100,47.333333,3752.932501,0.703704,0,2700,209,2460.6,3.789474,9000,1.421053,0,1996,2,0,1,5.684211,3,2,0,19.528881,0,1800,7200,0,2.947368,8586.986893,0,0,0.49946,0,3,0,0,2,0,36540.968307,2,12480.322769,3,2.666667,13.533692,1,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-mulsol-i-4-30.xml.mzn_AND_NODATA,1,1,0,1,0,4.906891,0,0,4.940937,4.906891,6.669334,289017,1.667209,1.628347,-1,-1,0.730514,0.84968,0,1,0,6.42,0.730514,30,918.194018,30,-1,0.388627,0,0,0.50867,1.666667,0.35,0,158,0,-1,185,185,314,0,0,0,0,4.906891,0.291975,0,-1,0,1,0,907.77476,0,1,4.940937,0,0,5550,0,70628,35298,157.190758,0,4.04,158,185,128.849468,3946,0.046883,0,3946,43,73.243,42.659459,7892,21.32973,0,1669,36,0,1,42.659459,4,0,0,9.813781,0,3946,7892,0,2.924324,13001.31673,0,0,0.499773,0,2,0,0,0,0,38725.180581,2,19362.59029,0,2,9.813781,0.189873,0,0,9.813781,0,0,30,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-ortholatin-8.xml.mzn_AND_NODATA,1,0,0,1,0,6,0.991665,0.991665,0.918296,3.690722,0.991665,1659008,1.264046,0.918296,0,0,0.176777,12.444444,0,1,0.918296,2.1,0.714397,26.666667,266.8752,64,0.153952,0.035492,0.142211,0.989949,1.111168,32,0.04,0,3,0.991665,0.418789,192,192,64,0,0,1,0,3,0.823416,192,0,0,1,0,768,1,1,-6.666667,1.219251,1.899342,5120,0,45570,22760,2389.333333,0,0.03,65,192,9.237113,203.4376,1.979381,0,97,67,17103.2,2.666667,161,0.505208,0,2055,5,97,1,32.333333,25,20,64,384,0,0,512,0,22.9375,384.741363,0,0,0.499451,33,64,0,0,0,0,1920,3,358,16,5.278351,19.793814,2.666667,0,0,12,0,0,8,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-ortholatin-6.xml.mzn_AND_NODATA,1,0,0,1,0,5.169925,0.120681,1.075714,0.918296,3.135856,1.075714,2201063,1.578239,0.918296,0,0,0.176777,7.333333,0,1,0.918296,2.06,0.579596,16,150.1173,36,0.1538,0.044187,0.157593,0.883883,1.028519,18,0.02,0,3,1.075714,0.368014,108,108,36,0,0,1,0,2.584963,0.597733,108,0,0,1,0,372.2346,1,1,-5.836592,0.909298,1.455259,1728,0,74795,37385,792,0,0.01,37,108,8.262295,124.267675,1.770492,0,61,40,36083,2.666667,97,0.564815,0,742,5,61,1,20.333333,19,16,36,186.1173,0,0,288,0,17.537037,223.787769,0,0,0.499833,25,36,0,0,0,0,930.5865,3,191.287225,12,4.721311,15.255516,2,0,0,10.33985,0,0,6,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-os-taillard-10-105-3.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.490675,0.918296,7.242255,0.297472,4.611327,0.918296,9910007,0.297472,0.391162,0,1,2.003469,1.764971,900,1,0.607128,3.29,2.003469,31.328421,2316.9925,606,0.670974,0.075761,0.553798,3.977111,1.841632,16.833333,0.31,1800,36,0.918296,0.34665,100,1900,70,1800,1800,0,0,1,0.677229,0,0,0,1,0,2712.548494,0,1,0.297472,0.176777,0.602386,59524,0,49754,24841,3353.444444,0,0.91,54,100,47.333333,3752.932501,0.703704,0,2700,311,3670.37,3.789474,9000,1.421053,0,3024,2,0,1,5.684211,3,2,0,19.472024,0,1800,7200,0,2.947368,8580.310849,0,0,0.499276,0,3,0,0,2,0,36451.745796,2,12450.581932,3,2.666667,13.500647,1,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-ooo-burch-dill-4-accl.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.23283,2.518907,0.999321,-1,4804567,5.53239,0.628921,-1,-1,2.386714,0.362922,0,1,0.086809,13.13,2.20616,1.989084,10114.289936,2,-1,0.950315,0.015042,0.05224,0.3401,1,4.88,0,446,1.235043,-1,3939,3939,-1,0,0,0,0,0.666667,-1,0,-1,0,1,0,3896,0,1,2.358581,0.869461,0.870183,7835,0,19472,9659,1429.550758,0,6.11,402,3939,-1,13905.089588,0.382242,0,10305,166,466.236,7.841838,30915,2.616146,0,12559,-1,0,1,8.564103,101,0,0,13,0,10305,30889,0,21.037319,13892.805375,0,0,0.496046,0,13,0,0,0,0,30868,2,10298,0,2.997477,2.995439,0.004484,0,0,2,0,0,1,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-ooo-rf7.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.118379,2.213565,0.999487,-1,11705631,5.765328,0.42104,-1,-1,0.984931,0.360724,0,1,0.048095,12.26,1.417787,1.994647,9656.623037,2,-1,1.115808,0.013073,0.036583,0.316708,1,4.22,0,111,1.120052,-1,3736,3736,-1,0,0,0,0,0.666667,-1,0,-1,0,1,0,3716,0,1,2.110448,0.612967,0.61337,7452,0,12338,6127,1347.664259,0,5.92,109,3736,-1,13162.47766,0.359334,0,10397,104,1125.87,7.273019,31191,2.782923,0,12363,-1,0,1,7.361349,202,0,0,11,0,10397,27172,0,28.202891,13153.11826,0,0,0.496596,0,11,0,0,0,0,27156,2,10391.666667,0,2.613446,2.611907,0.018018,0,0,2,0,0,1,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-os-taillard-10-105-6.xml.mzn_AND_NODATA,1,0.666667,0.333333,0.052632,0.947368,6.557671,1.478206,7.161397,0.297472,4.652666,0.918296,17217379,0.297472,0.389816,0,1,2.003469,1.819284,900,1,0.601415,3.3,2.003469,33.283684,2316.9925,647,0.670974,0.075761,0.555155,3.992446,1.913158,17.972222,0.33,1800,36,0.918296,0.34665,100,1900,70,1800,1800,0,0,1,0.677229,0,0,0,1,0,2721.849823,0,1,0.297472,0.176777,0.603335,63239,0,35479,17712,3456.638889,0,0.91,54,100,47.333333,3752.932501,0.703704,0,2700,294,6376.81,3.789474,9000,1.421053,0,2255,2,0,1,5.684211,3,2,0,19.673012,0,1800,7200,0,2.947368,8605.289461,0,0,0.499225,0,3,0,0,2,0,36786.593617,2,12562.197872,3,2.666667,13.624664,1,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-mps-manna81.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,2.460241,2.724841,1,-1,-1,2.716323,0.180923,-1,-1,1.24797,0.514111,0,-1,0,47.4,1.24128,2,21702.916528,2,-1,0.554319,0,0,0.192296,0.666667,24.63,0,41,2.460241,-1,-1,10713,-1,0,0,0,0,1,-1,0,-1,-1,-1,-1,10713,0,-1,0.819859,0.299201,0.299201,21426,0,-1,-1,5507.669919,0,21.09,142,10713,-1,22216.781439,1.170692,0,9151,-1,-1,4.849902,27453,0.854196,0,-1,-1,0,-1,15.716419,242,13,0,8,-1,9151,51957,0,172.099692,22216.781439,0,-1,-1,0,8,0,-1,3,-1,51957,2,9151,8,5.67774,5.67774,0.04878,0,0,2,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-haystacks-37.xml.mzn_AND_NODATA,1,1,0,1,0,7.573166,1.518905,1.518905,1.24724,5.928208,-1,79000,1.110146,1.116471,-1,-1,2.879191,439.799102,0,1,1.109971,224.3,2.234796,464.567808,31338.093192,1296,-1,0.122507,0.156904,1.231295,1.33938,1296,6.73,0,134,0.862659,-1,1333,36736,-1,35403,35403,0,0,5.209453,-1,0,-1,0,1,0,275057.010459,0.00098,1,1.242164,0.166353,0.272553,17066363,0,422,196,16156459.815991,0,214.94,124,36736,-1,70249.427413,0.741542,0,49540,226,1.59467,3.660796,135779,1.348541,0,113233,-1,0,1,5.838905,6,3,0,22.719499,0,49540,134483,0,4.286939,196652.145536,36,0,0.464455,0,3,0,0,0,0,807404.169492,2,293683.403907,2,2.714635,16.298025,0.276119,0,0,10.418907,0,0,37,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
normalized-ooo-burch-dill-4-accl-ucl.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.232515,2.439369,1,-1,5288924,5.747826,0.517065,-1,-1,2.367483,0.361089,0,1,0,13.44,2.196861,2,10225.414156,2,-1,0.781399,0,0,0.305979,1,5.19,0,446,1.232515,-1,3939,3939,-1,0,0,0,0,1,-1,0,-1,0,1,0,3939,0,1,2.254004,0.867971,0.867971,7878,0,19305,9575,1422.328053,0,6.12,402,3939,-1,14022.788838,0.378313,0,10412,166,513.239,7.90099,31236,2.64331,0,12559,-1,0,1,8.595583,118,2,0,13,0,10412,31122,0,26.336634,14022.788838,0,0,0.495985,0,13,0,0,2,0,31122,1,10412,1,2.989051,2.989051,0.004484,0,0,1,0,0,2,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,-1,0,0
