@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_CG-entropy NUMERIC
@ATTRIBUTE support_CG-entropy NUMERIC
@ATTRIBUTE directorder_cluster-coeff-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_cluster-coeff-max NUMERIC
@ATTRIBUTE directorder_cluster-coeff-min NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_CG-min NUMERIC
@ATTRIBUTE direct_CG-entropy NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE directorder_CG-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE direct_cluster-coeff-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE support_CG-min NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE support_CG-mean NUMERIC
@ATTRIBUTE direct_cluster-coeff-max NUMERIC
@ATTRIBUTE csp_log_bits NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE direct_cluster-coeff-min NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE direct_CG-min NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE support_VCG-VAR-mean NUMERIC
@ATTRIBUTE support_VG-mean NUMERIC
@ATTRIBUTE directorder_cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE direct_CG-mean NUMERIC
@ATTRIBUTE directorder_CG-max NUMERIC
@ATTRIBUTE directorder_VG-max NUMERIC
@ATTRIBUTE support_VG-max NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE direct_CG-max NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE csp_log_booleans NUMERIC
@ATTRIBUTE direct_HORNY-VAR-mean NUMERIC
@ATTRIBUTE direct_VG-max NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE support_VG-min NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-max NUMERIC
@ATTRIBUTE direct_VG-mean NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE direct_HORNY-VAR-max NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-min NUMERIC
@ATTRIBUTE support_CG-max NUMERIC

@DATA
bool/routing/s4-4-3-9.xml,1,51.781473,0,0,0.846154,-1,0,0.9,0.336827,0.213443,3.43149,3.447894,0.269284,0.245225,0.002094,0.7,0.005721,0.9,0.000068,3.447894,0,0.000367,0.7,0.661665,0.003816,0.224457,0.245225,0.002094,0.000057,43.349169,0.000319,0.7,-1,0,29.7308,0.398649,0.317758,0.398649,0.224457,0.003816,0.560204,0.000057,0.002005,0.00026,0.00026,0.000319,0.679853,0.000319,0.008817,0.001269,0.00102,0.41818,0.010053,0.766557,9.714246,0.000216,0.00102,0.000374,0.000113,0.000725,0.000319,0.41818,0.00085,0.000209,0.010053
bool/routing/s4-4-3-4.xml,1,52.480916,0,0,0.833333,-1,0,0.882353,0.333458,0.21073,3.39059,3.3181,0.28404,0.261415,0.002214,0.7,0.008141,0.882353,0.000089,3.3181,0,0.000458,0.7,0.664207,0.005432,0.221608,0.261415,0.002214,0.000077,43.082061,0.000402,0.7,-1,0,29.704198,0.389037,0.302405,0.389037,0.221608,0.005432,0.557484,0.000077,0.002138,0.000327,0.000327,0.000396,0.641534,0.000402,0.008302,0.001488,0.001224,0.424464,0.00959,0.760185,9.442943,0.000265,0.001224,0.000454,0.000153,0.000774,0.000396,0.424464,0.000995,0.00026,0.00959
bool/routing/s3-3-3-5.xml,1,?,0,0,0.789474,?,0,0.84,0.329418,0.207047,3.0663,3.053647,0.289931,0.270499,0.007174,0.7,0.016234,0.84,0.000385,3.053647,0,0.001604,0.7,0.649799,0.010562,0.223995,0.270499,0.007174,0.000339,?,0.001452,0.7,?,0,?,0.395866,0.298805,0.395866,0.223995,0.010562,0.582346,0.000339,0.006674,0.001376,0.001376,0.001659,0.579046,0.001452,0.019008,0.004238,0.0035,0.435133,0.02224,0.755099,?,0.001118,0.0035,0.001838,0.000677,0.002697,0.001659,0.435133,0.002935,0.001104,0.02224
bool/routing/s4-4-3-5.xml,1,51.845018,0,0,0.826087,-1,0,0.885714,0.336799,0.208343,3.366518,3.30004,0.282027,0.259164,0.002114,0.7,0.007621,0.885714,0.000085,3.30004,0,0.000434,0.7,0.661912,0.005192,0.219926,0.259164,0.002114,0.000073,43.284133,0.000381,0.7,-1,0,29.667897,0.393147,0.3027,0.393147,0.219926,0.005192,0.561442,0.000073,0.002032,0.000311,0.000311,0.000378,0.647435,0.000381,0.008377,0.001443,0.001186,0.423131,0.009509,0.761582,9.491853,0.000254,0.001186,0.000433,0.000145,0.000764,0.000378,0.423131,0.000968,0.000249,0.009509
bool/routing/s4-4-3-1.xml,1,52.366864,0,0,0.826087,-1,0,0.878788,0.333904,0.207925,3.337464,3.279946,0.288687,0.265516,0.002249,0.7,0.008737,0.878788,0.000092,3.279946,0,0.000464,0.7,0.661693,0.005695,0.218875,0.265516,0.002249,0.000079,43.106509,0.000408,0.7,-1,0,29.773176,0.389397,0.298634,0.389397,0.218875,0.005695,0.561269,0.000079,0.002171,0.000332,0.000332,0.000403,0.631839,0.000408,0.008077,0.001511,0.001245,0.42537,0.00951,0.759175,9.392317,0.00027,0.001245,0.00046,0.000159,0.000771,0.000403,0.42537,0.001007,0.000265,0.00951
bool/ii/ii-16e2.xml,1,93.634079,0,0,0.826087,-1,0,0.878788,0.368917,0.187315,-512,-512,-1,-1,0.000096,0,-1,0.878788,-1,-512,0,-1,0,0.511912,-1,0.159066,-1,0.000096,-1,3.819552,-1,0,-1,0,40.277612,0.5008,0.273879,0.5008,0.159066,-1,0.716689,-1,0.000126,0.000027,0.000027,0.000036,0,-1,0,0.00129,0.000985,0.453942,0,0.728075,10.055282,0.000024,0.000985,0.000042,0.000011,0.000522,0.000036,0.453942,0.000399,0.000021,0
bool/ii/ii-8b1.xml,1,?,0,0,0.733333,?,0,0.764706,0.353906,0.182573,3.087343,3.065777,0.333363,0.323888,0.001796,0.7,0.069701,0.764706,0.000269,3.065777,0,0.00118,0.7,0.578858,0.074332,0.157727,0.323888,0.001796,0.000251,?,0.001105,0.7,?,0,?,0.428829,0.238095,0.428829,0.157727,0.074332,0.685073,0.000251,0.001997,0.000915,0.000915,0.001135,0.471955,0.001105,0.006377,0.004221,0.003925,0.54137,0.00593,0.679723,?,0.00074,0.003925,0.001151,0.000668,0.002694,0.001135,0.54137,0.002505,0.000718,0.00593
bool/ii/ii-32c1.xml,1,?,0,0,0.826087,?,0,0.938462,0.389839,0.217501,3.481517,3.818754,0.207091,0.162399,0.000761,0.7,0.006679,0.938462,0.000023,3.818754,0,0.000152,0.7,0.464117,0.007152,0.172975,0.162399,0.000761,0.000015,?,0.000119,0.7,?,0,?,0.544055,0.316826,0.544055,0.172975,0.007152,0.729086,0.000015,0.001078,0.00011,0.00011,0.000153,0.741463,0.000119,0.002549,0.00077,0.000484,0.436444,0.002202,0.74459,?,0.000103,0.000484,0.000207,0.000048,0.000493,0.000153,0.436444,0.00031,0.00009,0.002202
bool/ii/ii-8d1.xml,1,?,0,0,0.833333,?,0,0.833333,0.349791,0.179806,3.136274,3.187167,0.313853,0.302818,0.001225,0.7,0.049347,0.833333,0.000129,3.187167,0,0.000614,0.7,0.556236,0.046635,0.158101,0.302818,0.001225,0.000116,?,0.000557,0.7,?,0,?,0.442861,0.244909,0.442861,0.158101,0.046635,0.707075,0.000116,0.001265,0.000447,0.000447,0.000566,0.498649,0.000557,0.003176,0.002404,0.002159,0.521651,0.002854,0.689136,?,0.000366,0.002159,0.000586,0.000347,0.001245,0.000566,0.521651,0.001118,0.00035,0.002854
bool/ii/ii-16a1.xml,1,92.149586,0,0,0.826087,-1,0,0.878788,0.374243,0.19847,3.390994,3.464346,0.262948,0.233344,0.00028,0.714286,0.022965,0.878788,0.000019,3.464346,0,0.000114,0.7,0.521317,0.024289,0.167074,0.233344,0.00028,0.000015,4.710248,0.000092,0.7,-1,0,22.68056,0.504127,0.277485,0.504127,0.167074,0.024289,0.731926,0.000015,0.000367,0.000078,0.000078,0.000102,0.5804,0.000092,0.000961,0.000674,0.000528,0.485067,0.000753,0.716651,11.68825,0.000068,0.000528,0.000116,0.000034,0.000406,0.000102,0.485067,0.000318,0.000062,0.000753
bool/ii/ii-32c3.xml,1,92.143058,0,0,0.826087,-1,0,0.938462,0.391305,0.216983,3.527454,3.845587,0.208021,0.162934,0.000247,0.7,0.006679,0.938462,0.000007,3.845587,0,0.000072,0.7,0.463872,0.007152,0.169771,0.162934,0.000247,0.000005,4.714165,0.000047,0.7,-1,0,18.037173,0.546812,0.316901,0.546812,0.169771,0.007152,0.728966,0.000005,0.000349,0.000036,0.000036,0.00005,0.738083,0.000047,0.000823,0.000614,0.000386,0.436133,0.000711,0.744741,9.124121,0.000033,0.000386,0.000067,0.000016,0.000219,0.00005,0.436133,0.000137,0.000029,0.000711
bool/ii/ii-8c2.xml,1,?,0,0,0.744681,?,0,0.809524,0.351094,0.181871,3.313227,3.345074,0.309695,0.299176,0.000693,0.7,0.049347,0.809524,0.000071,3.345074,0,0.000433,0.7,0.553153,0.046635,0.158963,0.299176,0.000693,0.000064,?,0.000384,0.7,?,0,?,0.446071,0.24726,0.446071,0.158963,0.046635,0.715834,0.000064,0.000714,0.000252,0.000252,0.000318,0.496351,0.000384,0.003491,0.002398,0.002152,0.530348,0.003133,0.685683,?,0.000207,0.002152,0.000329,0.000192,0.00152,0.000318,0.530348,0.001364,0.000198,0.003133
bool/ii/ii-32b4.xml,1,94.780107,0,0,0.826087,-1,0,0.938462,0.391642,0.216837,-512,-512,-1,-1,0.000126,0,-1,0.938462,-1,-512,0,-1,0,0.463795,-1,0.168993,-1,0.000126,-1,3.131936,-1,0,-1,0,18.138101,0.54743,0.316867,0.54743,0.168993,-1,0.729164,-1,0.000178,0.000018,0.000018,0.000025,0,-1,0,0.00062,0.00039,0.436387,0,0.744579,9.573647,0.000017,0.00039,0.000034,0.000008,0.000222,0.000025,0.436387,0.000139,0.000015,0
bool/ii/ii-16e1.xml,1,92.224096,0,0,0.826087,-1,0,0.878788,0.368449,0.187527,-512,-512,-1,-1,0.000051,0,-1,0.878788,-1,-512,0,-1,0,0.513133,-1,0.158261,-1,0.000051,-1,4.665542,-1,0,-1,0,39.956905,0.501761,0.274759,0.501761,0.158261,-1,0.714854,-1,0.000066,0.000014,0.000014,0.000019,0,-1,0,0.000364,0.000278,0.452606,0,0.728945,11.28193,0.000013,0.000278,0.000022,0.000006,0.000146,0.000019,0.452606,0.000111,0.000011,0
bool/ii/ii-32b2.xml,1,90.741398,0,0,0.826087,-1,0,0.938462,0.390871,0.21713,3.516039,3.83902,0.207201,0.162471,0.000387,0.7,0.006679,0.938462,0.000012,3.83902,0,0.000095,0.7,0.463912,0.007152,0.170723,0.162471,0.000387,0.000007,5.555161,0.000067,0.7,-1,0,18.44271,0.54599,0.316812,0.54599,0.170723,0.007152,0.729297,0.000007,0.000548,0.000056,0.000056,0.000078,0.739029,0.000067,0.001291,0.000694,0.000436,0.436649,0.001115,0.744441,9.027906,0.000052,0.000436,0.000105,0.000025,0.000254,0.000078,0.436649,0.000159,0.000046,0.001115
bool/ii/ii-32e5.xml,1,95.706531,0,0,0.826087,-1,0,0.938462,0.391607,0.216854,-512,-512,-1,-1,0.000103,0,-1,0.938462,-1,-512,0,-1,0,0.46372,-1,0.169078,-1,0.000103,-1,2.576082,-1,0,-1,0,18.659319,0.547365,0.316704,0.547365,0.169078,-1,0.729882,-1,0.000146,0.000015,0.000015,0.000021,0,-1,0,0.000633,0.000398,0.437419,0,0.743959,10.027906,0.000014,0.000398,0.000028,0.000006,0.00024,0.000021,0.437419,0.000151,0.000012,0
bool/ii/ii-32c2.xml,1,89.757302,0,0,0.826087,-1,0,0.938462,0.390951,0.217133,3.505402,3.831734,0.207763,0.162771,0.000368,0.7,0.006679,0.938462,0.000011,3.831734,0,0.000091,0.7,0.463938,0.007152,0.170583,0.162771,0.000368,0.000007,6.145619,0.000064,0.7,-1,0,18.07898,0.546158,0.316905,0.546158,0.170583,0.007152,0.728899,0.000007,0.000521,0.000053,0.000053,0.000074,0.738967,0.000064,0.001229,0.000617,0.000387,0.436069,0.001062,0.744787,8.960002,0.00005,0.000387,0.0001,0.000023,0.000238,0.000074,0.436069,0.000149,0.000043,0.001062
bool/ii/ii-8b3.xml,1,?,0,0,0.733333,?,0,0.764706,0.351534,0.182233,3.372983,3.317175,0.318145,0.309741,0.000611,0.7,0.068321,0.764706,0.00009,3.317175,0,0.000691,0.7,0.577836,0.068321,0.157617,0.309741,0.000611,0.000084,?,0.000626,0.7,?,0,?,0.427809,0.238072,0.427809,0.157617,0.068321,0.686498,0.000084,0.000678,0.000311,0.000311,0.000385,0.489123,0.000626,0.005932,0.003985,0.003705,0.542613,0.005516,0.678821,?,0.000252,0.003705,0.00039,0.000223,0.002577,0.000385,0.542613,0.002396,0.000244,0.005516
bool/ii/ii-8a2.xml,1,?,0,0,0.733333,?,0,0.764706,0.34723,0.173651,3.010762,3.021121,0.320385,0.309184,0.002131,0.7,0.069701,0.764706,0.00033,3.021121,0,0.001347,0.7,0.578641,0.074332,0.154402,0.309184,0.002131,0.000302,?,0.001253,0.7,?,0,?,0.427635,0.230721,0.427635,0.154402,0.074332,0.668294,0.000302,0.002346,0.001094,0.001094,0.001391,0.502913,0.001253,0.005389,0.004289,0.003929,0.500919,0.004937,0.698536,?,0.000894,0.003929,0.001422,0.000806,0.00209,0.001391,0.500919,0.001914,0.000853,0.004937
bool/ii/ii-8c1.xml,1,?,0,0,0.714286,?,0,0.809524,0.349186,0.176654,3.181508,3.206342,0.312741,0.301453,0.001128,0.7,0.049347,0.809524,0.00012,3.206342,0,0.000596,0.7,0.559904,0.046635,0.155361,0.301453,0.001128,0.000108,?,0.000538,0.7,?,0,?,0.441288,0.241528,0.441288,0.155361,0.046635,0.698395,0.000108,0.001165,0.000412,0.000412,0.000524,0.50337,0.000538,0.003549,0.002552,0.002295,0.512783,0.003191,0.693439,?,0.000339,0.002295,0.000542,0.000323,0.001476,0.000524,0.512783,0.001327,0.000322,0.003191
bool/ii/ii-16d1.xml,1,92.820034,0,0,0.826087,-1,0,0.878788,0.368955,0.189328,-512,-512,-1,-1,0.000101,0,-1,0.878788,-1,-512,0,-1,0,0.51219,-1,0.160042,-1,0.000101,-1,4.30798,-1,0,-1,0,29.332789,0.501404,0.274304,0.501404,0.160042,-1,0.723589,-1,0.000133,0.000028,0.000028,0.000038,0,-1,0,0.000636,0.00049,0.46371,0,0.723612,11.264443,0.000025,0.00049,0.000044,0.000017,0.000275,0.000038,0.46371,0.000212,0.000023,0
bool/ii/ii-16c1.xml,1,91.245082,0,0,0.826087,-1,0,0.902439,0.369403,0.190648,3.348017,3.489467,0.258681,0.226581,0.000148,0.7,0.015839,0.902439,0.000007,3.489467,0,0.000053,0.7,0.509688,0.014392,0.161721,0.226581,0.000148,0.000005,5.252951,0.00004,0.7,-1,0,28.691749,0.503044,0.276902,0.503044,0.161721,0.014392,0.72609,0.000005,0.000172,0.000029,0.000029,0.000038,0.602778,0.00004,0.000381,0.000305,0.000233,0.463634,0.00039,0.724149,11.625709,0.000025,0.000233,0.000045,0.000016,0.000137,0.000038,0.463634,0.000104,0.000023,0.00039
