@RELATION 'FEATURE_VALUES_MaxSAT-2012-pms-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE pnr_var_max NUMERIC
@ATTRIBUTE pnr_cls_std NUMERIC
@ATTRIBUTE pnr_var_mean NUMERIC
@ATTRIBUTE numClauses NUMERIC

@DATA
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-3.clq.wcnf,1,0.99329,0.11822,0.99305,10878
benchmarks/pms_crafted/maxclicque/random/max_clq_150-0-447-4.clq.wcnf,1,0.99329,0.11822,0.99306,10878
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-1.clq.wcnf,1,0.9931,0.12082,0.99275,10431
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-2.clq.wcnf,1,0.9931,0.12082,0.99275,10431
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-3.clq.wcnf,1,0.99306,0.12082,0.99275,10431
benchmarks/pms_crafted/maxclicque/random/max_clq_150-1-894-4.clq.wcnf,1,0.9932,0.12082,0.99275,10431
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-1.clq.wcnf,1,0.9898,0.15482,0.9881,6408
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-2.clq.wcnf,1,0.99,0.15482,0.9881,6408
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-3.clq.wcnf,1,0.99,0.15482,0.98808,6408
benchmarks/pms_crafted/maxclicque/random/max_clq_150-10-4917-4.clq.wcnf,1,0.9898,0.15482,0.98809,6408
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-1.clq.wcnf,1,0.98913,0.16064,0.98718,5961
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-2.clq.wcnf,1,0.9898,0.16064,0.98719,5961
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-3.clq.wcnf,1,0.98913,0.16064,0.98719,5961
benchmarks/pms_crafted/maxclicque/random/max_clq_150-11-5364-4.clq.wcnf,1,0.9899,0.16064,0.98718,5961
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-1.clq.wcnf,1,0.98876,0.1672,0.98611,5514
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-2.clq.wcnf,1,0.98851,0.1672,0.98614,5514
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-3.clq.wcnf,1,0.98876,0.1672,0.98611,5514
benchmarks/pms_crafted/maxclicque/random/max_clq_150-12-5811-4.clq.wcnf,1,0.98851,0.1672,0.98611,5514
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-1.clq.wcnf,1,0.98824,0.17464,0.98484,5067
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-2.clq.wcnf,1,0.9878,0.17464,0.98486,5067
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-3.clq.wcnf,1,0.98824,0.17464,0.98485,5067
benchmarks/pms_crafted/maxclicque/random/max_clq_150-13-6258-4.clq.wcnf,1,0.9878,0.17464,0.98482,5067
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-1.clq.wcnf,1,0.98667,0.18318,0.98334,4620
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-2.clq.wcnf,1,0.9875,0.18318,0.98333,4620
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-3.clq.wcnf,1,0.98649,0.18318,0.98334,4620
benchmarks/pms_crafted/maxclicque/random/max_clq_150-14-6705-4.clq.wcnf,1,0.98734,0.18318,0.98333,4620
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-1.clq.wcnf,1,0.98551,0.19311,0.98147,4173
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-2.clq.wcnf,1,0.98507,0.19311,0.98149,4173
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-3.clq.wcnf,1,0.98611,0.19311,0.98147,4173
benchmarks/pms_crafted/maxclicque/random/max_clq_150-15-7152-4.clq.wcnf,1,0.98529,0.19311,0.98149,4173
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-1.clq.wcnf,1,0.98462,0.2048,0.97918,3726
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-2.clq.wcnf,1,0.98462,0.2048,0.97915,3726
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-3.clq.wcnf,1,0.98387,0.2048,0.97917,3726
benchmarks/pms_crafted/maxclicque/random/max_clq_150-16-7599-4.clq.wcnf,1,0.98387,0.2048,0.9792,3726
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-1.clq.wcnf,1,0.98246,0.21894,0.9762,3279
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-2.clq.wcnf,1,0.98214,0.21894,0.97616,3279
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-3.clq.wcnf,1,0.98214,0.21894,0.97619,3279
benchmarks/pms_crafted/maxclicque/random/max_clq_150-17-8046-4.clq.wcnf,1,0.98214,0.21894,0.97616,3279
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-1.clq.wcnf,1,0.98039,0.2365,0.97225,2832
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-2.clq.wcnf,1,0.98039,0.2365,0.97223,2832
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-3.clq.wcnf,1,0.98113,0.2365,0.97217,2832
benchmarks/pms_crafted/maxclicque/random/max_clq_150-18-8493-4.clq.wcnf,1,0.98246,0.2365,0.97201,2832
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-1.clq.wcnf,1,0.97674,0.25906,0.96675,2385
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-2.clq.wcnf,1,0.97778,0.25906,0.96656,2385
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-3.clq.wcnf,1,0.97872,0.25906,0.96647,2385
benchmarks/pms_crafted/maxclicque/random/max_clq_150-19-8940-4.clq.wcnf,1,0.97619,0.25906,0.96652,2385
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-1.clq.wcnf,1,0.99291,0.12352,0.99242,9984
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-2.clq.wcnf,1,0.99301,0.12352,0.99242,9984
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-3.clq.wcnf,1,0.99301,0.12352,0.99243,9984
benchmarks/pms_crafted/maxclicque/random/max_clq_150-2-1341-4.clq.wcnf,1,0.9931,0.12352,0.99242,9984
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-1.clq.wcnf,1,0.97222,0.28965,0.95829,1938
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-2.clq.wcnf,1,0.97222,0.28965,0.95838,1938
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-3.clq.wcnf,1,0.97143,0.28965,0.95853,1938
benchmarks/pms_crafted/maxclicque/random/max_clq_150-20-9387-4.clq.wcnf,1,0.97143,0.28965,0.95849,1938
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-1.clq.wcnf,1,0.96875,0.33445,0.9446,1491
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-2.clq.wcnf,1,0.96552,0.33445,0.94435,1491
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-3.clq.wcnf,1,0.96774,0.33445,0.94356,1491
benchmarks/pms_crafted/maxclicque/random/max_clq_150-21-9834-4.clq.wcnf,1,0.96296,0.33445,0.9451,1491
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-1.clq.wcnf,1,0.95455,0.40962,0.91616,1044
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-2.clq.wcnf,1,0.95652,0.40962,0.91675,1044
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-3.clq.wcnf,1,0.95652,0.40962,0.91601,1044
benchmarks/pms_crafted/maxclicque/random/max_clq_150-22-10281-4.clq.wcnf,1,0.95238,0.40962,0.91686,1044
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-1.clq.wcnf,1,0.91667,0.57929,0.83455,597
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-2.clq.wcnf,1,0.92857,0.57929,0.83138,597
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-3.clq.wcnf,1,0.92308,0.57929,0.83565,597
benchmarks/pms_crafted/maxclicque/random/max_clq_150-23-10728-4.clq.wcnf,1,0.92857,0.57929,0.83745,597
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-1.clq.wcnf,1,0.99275,0.1264,0.99206,9537
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-2.clq.wcnf,1,0.99275,0.1264,0.99206,9537
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-3.clq.wcnf,1,0.99291,0.1264,0.99206,9537
benchmarks/pms_crafted/maxclicque/random/max_clq_150-3-1788-4.clq.wcnf,1,0.9927,0.1264,0.99207,9537
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-1.clq.wcnf,1,0.99231,0.12954,0.99167,9090
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-2.clq.wcnf,1,0.99237,0.12954,0.99167,9090
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-3.clq.wcnf,1,0.99254,0.12954,0.99167,9090
benchmarks/pms_crafted/maxclicque/random/max_clq_150-4-2235-4.clq.wcnf,1,0.99242,0.12954,0.99167,9090
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-1.clq.wcnf,1,0.99242,0.13291,0.99123,8643
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-2.clq.wcnf,1,0.992,0.13291,0.99123,8643
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-3.clq.wcnf,1,0.99206,0.13291,0.99123,8643
benchmarks/pms_crafted/maxclicque/random/max_clq_150-5-2682-4.clq.wcnf,1,0.99225,0.13291,0.99122,8643
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-1.clq.wcnf,1,0.99167,0.13654,0.99074,8196
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-2.clq.wcnf,1,0.99194,0.13654,0.99074,8196
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-3.clq.wcnf,1,0.9918,0.13654,0.99074,8196
benchmarks/pms_crafted/maxclicque/random/max_clq_150-6-3129-4.clq.wcnf,1,0.99174,0.13654,0.99074,8196
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-1.clq.wcnf,1,0.99153,0.14052,0.9902,7749
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-2.clq.wcnf,1,0.9913,0.14052,0.99019,7749
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-3.clq.wcnf,1,0.99167,0.14052,0.99019,7749
benchmarks/pms_crafted/maxclicque/random/max_clq_150-7-3576-4.clq.wcnf,1,0.99145,0.14052,0.9902,7749
benchmarks/pms_crafted/maxclicque/random/max_clq_150-8-4023-1.clq.wcnf,1,0.99074,0.14484,0.98959,7302
benchmarks/pms_crafted/maxclicque/random/max_clq_150-8-4023-2.clq.wcnf,1,0.99123,0.14484,0.98957,7302
benchmarks/pms_crafted/maxclicque/random/max_clq_150-8-4023-3.clq.wcnf,1,0.99083,0.14484,0.98959,7302
benchmarks/pms_crafted/maxclicque/random/max_clq_150-8-4023-4.clq.wcnf,1,0.99074,0.14484,0.98959,7302
benchmarks/pms_crafted/maxclicque/random/max_clq_150-9-4470-1.clq.wcnf,1,0.99091,0.14955,0.98889,6855
benchmarks/pms_crafted/maxclicque/random/max_clq_150-9-4470-2.clq.wcnf,1,0.99048,0.14955,0.98889,6855
benchmarks/pms_crafted/maxclicque/random/max_clq_150-9-4470-3.clq.wcnf,1,0.99048,0.14955,0.98889,6855
benchmarks/pms_crafted/maxclicque/random/max_clq_150-9-4470-4.clq.wcnf,1,0.99057,0.14955,0.98889,6855
benchmarks/pms_crafted/maxclicque/structured/brock200_1.clq.wcnf,1,0.98571,0.19871,0.98038,5266
benchmarks/pms_crafted/maxclicque/structured/brock200_2.clq.wcnf,1,0.9918,0.14125,0.99008,10224
benchmarks/pms_crafted/maxclicque/structured/brock200_3.clq.wcnf,1,0.9901,0.15958,0.98734,8052
benchmarks/pms_crafted/maxclicque/structured/brock200_4.clq.wcnf,1,0.98864,0.17134,0.9854,7011
benchmarks/pms_crafted/maxclicque/structured/brock400_1.clq.wcnf,1,0.99219,0.1412,0.99007,20477
benchmarks/pms_crafted/maxclicque/structured/brock400_2.clq.wcnf,1,0.99206,0.14142,0.99004,20414
benchmarks/pms_crafted/maxclicque/structured/brock400_3.clq.wcnf,1,0.992,0.14095,0.99009,20519
benchmarks/pms_crafted/maxclicque/structured/brock400_4.clq.wcnf,1,0.992,0.14135,0.99005,20435
benchmarks/pms_crafted/maxclicque/structured/brock800_1.clq.wcnf,1,0.9969,0.08454,0.99644,112895
benchmarks/pms_crafted/maxclicque/structured/brock800_2.clq.wcnf,1,0.99695,0.08479,0.99641,112234
benchmarks/pms_crafted/maxclicque/structured/brock800_3.clq.wcnf,1,0.99693,0.08448,0.99644,113067
benchmarks/pms_crafted/maxclicque/structured/brock800_4.clq.wcnf,1,0.99687,0.0846,0.99643,112757
benchmarks/pms_crafted/maxclicque/structured/c-fat200-1.clq.wcnf,1,0.99462,0.10438,0.99459,18566
benchmarks/pms_crafted/maxclicque/structured/c-fat200-2.clq.wcnf,1,0.99405,0.10953,0.99404,16865
benchmarks/pms_crafted/maxclicque/structured/c-fat200-5.clq.wcnf,1,0.99145,0.13227,0.99132,11627
benchmarks/pms_crafted/maxclicque/structured/c-fat500-1.clq.wcnf,1,0.99793,0.06458,0.99792,120791
benchmarks/pms_crafted/maxclicque/structured/c-fat500-10.clq.wcnf,1,0.99683,0.07994,0.99681,78623
benchmarks/pms_crafted/maxclicque/structured/c-fat500-2.clq.wcnf,1,0.99785,0.06585,0.99784,116111
benchmarks/pms_crafted/maxclicque/structured/c-fat500-5.clq.wcnf,1,0.99755,0.07021,0.99754,102059
benchmarks/pms_crafted/maxclicque/structured/hamming10-2.clq.wcnf,1,0.90909,0.44721,0.9091,6144
benchmarks/pms_crafted/maxclicque/structured/hamming10-4.clq.wcnf,1,0.99432,0.10688,0.99432,90624
benchmarks/pms_crafted/maxclicque/structured/hamming6-2.clq.wcnf,1,0.85714,0.57735,0.85714,256
benchmarks/pms_crafted/maxclicque/structured/hamming6-4.clq.wcnf,1,0.97619,0.22086,0.97619,1376
benchmarks/pms_crafted/maxclicque/structured/hamming8-2.clq.wcnf,1,0.88889,0.49999,0.88889,1280
benchmarks/pms_crafted/maxclicque/structured/hamming8-4.clq.wcnf,1,0.98925,0.14746,0.98925,12032
benchmarks/pms_crafted/maxclicque/structured/johnson16-2-4.clq.wcnf,1,0.96552,0.26727,0.96552,1800
benchmarks/pms_crafted/maxclicque/structured/johnson32-2-4.clq.wcnf,1,0.98361,0.18257,0.98361,15376
benchmarks/pms_crafted/maxclicque/structured/johnson8-2-4.clq.wcnf,1,0.92308,0.40825,0.92308,196
benchmarks/pms_crafted/maxclicque/structured/johnson8-4-4.clq.wcnf,1,0.94118,0.35355,0.94118,630
benchmarks/pms_crafted/maxclicque/structured/keller4.clq.wcnf,1,0.98551,0.18311,0.98323,5271
benchmarks/pms_crafted/maxclicque/structured/keller5.clq.wcnf,1,0.99537,0.102,0.99476,75486
benchmarks/pms_crafted/maxclicque/structured/MANN_a27.clq.wcnf,1,0.92857,0.7338,0.76276,1080
benchmarks/pms_crafted/maxclicque/structured/MANN_a45.clq.wcnf,1,0.95652,0.72301,0.75898,3015
benchmarks/pms_crafted/maxclicque/structured/MANN_a81.clq.wcnf,1,0.97561,0.71592,0.7555,9801
benchmarks/pms_crafted/maxclicque/structured/MANN_a9.clq.wcnf,1,0.8,0.79057,0.76,117
benchmarks/pms_crafted/maxclicque/structured/p_hat1000-1.clq.wcnf,1,0.99888,0.05142,0.99866,378247
benchmarks/pms_crafted/maxclicque/structured/p_hat1000-2.clq.wcnf,1,0.9987,0.06254,0.99785,255701
benchmarks/pms_crafted/maxclicque/structured/p_hat1000-3.clq.wcnf,1,0.99761,0.08848,0.99571,128754
benchmarks/pms_crafted/maxclicque/structured/p_hat300-1.clq.wcnf,1,0.99639,0.09413,0.99555,34217
benchmarks/pms_crafted/maxclicque/structured/p_hat300-2.clq.wcnf,1,0.99585,0.11434,0.9929,23222
benchmarks/pms_crafted/maxclicque/structured/p_hat300-3.clq.wcnf,1,0.99242,0.16176,0.98582,11760
benchmarks/pms_crafted/maxclicque/structured/p_hat500-1.clq.wcnf,1,0.99777,0.07327,0.9973,93681
benchmarks/pms_crafted/maxclicque/structured/p_hat500-2.clq.wcnf,1,0.99739,0.08993,0.99556,62304
benchmarks/pms_crafted/maxclicque/structured/p_hat500-3.clq.wcnf,1,0.99517,0.12707,0.99112,31450
benchmarks/pms_crafted/maxclicque/structured/p_hat700-1.clq.wcnf,1,0.9984,0.06162,0.99808,184351
benchmarks/pms_crafted/maxclicque/structured/p_hat700-2.clq.wcnf,1,0.99816,0.07566,0.99686,123622
benchmarks/pms_crafted/maxclicque/structured/p_hat700-3.clq.wcnf,1,0.99658,0.10655,0.99374,62340
benchmarks/pms_crafted/maxclicque/structured/san1000.clq.wcnf,1,0.9982,0.06325,0.99799,250000
benchmarks/pms_crafted/maxclicque/structured/san200_0.7_1.clq.wcnf,1,0.98667,0.18304,0.9834,6170
benchmarks/pms_crafted/maxclicque/structured/san200_0.7_2.clq.wcnf,1,0.98969,0.18304,0.98213,6170
benchmarks/pms_crafted/maxclicque/structured/san200_0.9_1.clq.wcnf,1,0.97561,0.31703,0.94775,2190
benchmarks/pms_crafted/maxclicque/structured/san200_0.9_2.clq.wcnf,1,0.96774,0.31703,0.95011,2190
benchmarks/pms_crafted/maxclicque/structured/san200_0.9_3.clq.wcnf,1,0.97059,0.31703,0.95074,2190
benchmarks/pms_crafted/maxclicque/structured/san400_0.5_1.clq.wcnf,1,0.99558,0.10009,0.99499,40300
benchmarks/pms_crafted/maxclicque/structured/san400_0.7_1.clq.wcnf,1,0.99301,0.12928,0.99168,24340
benchmarks/pms_crafted/maxclicque/structured/san400_0.7_2.clq.wcnf,1,0.99301,0.12928,0.99168,24340
benchmarks/pms_crafted/maxclicque/structured/san400_0.7_3.clq.wcnf,1,0.99333,0.12928,0.99165,24340
benchmarks/pms_crafted/maxclicque/structured/san400_0.9_1.clq.wcnf,1,0.98305,0.22391,0.97508,8380
benchmarks/pms_crafted/maxclicque/structured/sanr200_0.7.clq.wcnf,1,0.9875,0.18207,0.98352,6232
benchmarks/pms_crafted/maxclicque/structured/sanr200_0.9.clq.wcnf,1,0.97059,0.31335,0.95108,2237
benchmarks/pms_crafted/maxclicque/structured/sanr400_0.5.clq.wcnf,1,0.99582,0.10019,0.99499,40216
benchmarks/pms_crafted/maxclicque/structured/sanr400_0.7.clq.wcnf,1,0.99324,0.1293,0.99166,24331
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832706.cnf.wcnf,1,1,0.45258,0.63599,400
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832707.cnf.wcnf,1,1,0.47978,0.6017,400
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832708.cnf.wcnf,1,1,0.49107,0.59305,400
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832709.cnf.wcnf,1,1,0.4959,0.58914,400
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832710.cnf.wcnf,1,1,0.49458,0.5957,400
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832711.cnf.wcnf,1,1,0.47349,0.59876,400
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832712.cnf.wcnf,1,1,0.49693,0.58203,400
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832713.cnf.wcnf,1,1,0.47476,0.58666,400
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832714.cnf.wcnf,1,1,0.47736,0.58715,400
benchmarks/pms_crafted/maxone/3sat/cnf3.150.250.832715.cnf.wcnf,1,1,0.48184,0.59759,400
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195561.cnf.wcnf,1,1,0.48435,0.58614,450
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195562.cnf.wcnf,1,1,0.50547,0.57003,450
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195563.cnf.wcnf,1,1,0.46625,0.61754,450
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195564.cnf.wcnf,1,1,0.50444,0.58142,450
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195565.cnf.wcnf,1,1,0.50868,0.58544,450
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195566.cnf.wcnf,1,1,0.49443,0.60228,450
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195567.cnf.wcnf,1,1,0.50111,0.5808,450
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195568.cnf.wcnf,1,1,0.47542,0.59795,450
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195569.cnf.wcnf,1,1,0.49527,0.59562,450
benchmarks/pms_crafted/maxone/3sat/cnf3.150.300.195570.cnf.wcnf,1,1,0.48881,0.58556,450
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558416.cnf.wcnf,1,1,0.56633,0.53675,500
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558417.cnf.wcnf,1,1,0.50169,0.58225,500
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558418.cnf.wcnf,1,1,0.50496,0.57856,500
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558419.cnf.wcnf,1,1,0.50283,0.57699,500
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558420.cnf.wcnf,1,1,0.53552,0.55831,500
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558421.cnf.wcnf,1,1,0.51655,0.56613,500
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558422.cnf.wcnf,1,1,0.52883,0.57085,500
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558423.cnf.wcnf,1,1,0.49688,0.57686,500
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558424.cnf.wcnf,1,1,0.47928,0.59059,500
benchmarks/pms_crafted/maxone/3sat/cnf3.150.350.558425.cnf.wcnf,1,1,0.50281,0.57481,500
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921271.cnf.wcnf,1,1,0.54385,0.56008,550
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921272.cnf.wcnf,1,1,0.50691,0.56084,550
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921273.cnf.wcnf,1,1,0.51472,0.5552,550
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921274.cnf.wcnf,1,1,0.52723,0.5599,550
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921275.cnf.wcnf,1,1,0.5316,0.55788,550
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921276.cnf.wcnf,1,1,0.51668,0.5608,550
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921277.cnf.wcnf,1,1,0.51972,0.55588,550
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921278.cnf.wcnf,1,0.90909,0.51528,0.56055,550
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921279.cnf.wcnf,1,1,0.50153,0.58729,550
benchmarks/pms_crafted/maxone/3sat/cnf3.150.400.921280.cnf.wcnf,1,1,0.5078,0.56785,550
benchmarks/pms_crafted/maxone/3sat/cnf3.150.450.284126.cnf.wcnf,1,1,0.56594,0.53045,600
