@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC

@DATA
aim-50-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,257
aim-50-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,273
aim-50-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,273
aim-50-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,257
aim-50-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,266
aim-50-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,257
aim-50-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,260
aim-50-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,273
aim-50-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,266
aim-50-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,266
aim-50-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,273
aim-50-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,257
aim-50-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,273
aim-50-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,273
aim-50-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,363
ash331GPIA-3.xml.watchless.minion.gz,1,324
ash331GPIA-4.xml.watchless.minion.gz,1,263
ash608GPIA-3.xml.watchless.minion.gz,1,324
ash608GPIA-4.xml.watchless.minion.gz,1,263
ash958GPIA-3.xml.watchless.minion.gz,1,324
ash958GPIA-4.xml.watchless.minion.gz,1,263
bf-0432-007_ext.xml.minion.converted.minion.gz,1,501
bf-1355-075_ext.xml.minion.converted.minion.gz,1,513
bf-1355-638_ext.xml.minion.converted.minion.gz,1,253
bf-2670-001_ext.xml.minion.converted.minion.gz,1,487
BlackHole-4-13-e-0_ext.xml.minion.converted.minion.gz,1,936
BlackHole-4-13-e-1_ext.xml.minion.converted.minion.gz,1,936
BlackHole-4-13-e-2_ext.xml.minion.converted.minion.gz,1,936
BlackHole-4-13-e-3_ext.xml.minion.converted.minion.gz,1,936
BlackHole-4-13-m-0_ext.xml.minion.converted.minion.gz,1,936
BlackHole-4-13-m-1_ext.xml.minion.converted.minion.gz,1,936
BlackHole-4-13-m-2_ext.xml.minion.converted.minion.gz,1,936
BlackHole-4-4-e-0_ext.xml.minion.converted.minion.gz,1,759
BlackHole-4-4-e-0_ext.xml.minion.conv.minion,1,759
BlackHole-4-4-e-1_ext.xml.minion.converted.minion.gz,1,759
BlackHole-4-4-e-1_ext.xml.minion.conv.minion,1,759
BlackHole-4-4-e-2_ext.xml.minion.converted.minion.gz,1,759
BlackHole-4-4-e-2_ext.xml.minion.conv.minion,1,759
BlackHole-4-4-e-3_ext.xml.minion.converted.minion.gz,1,759
BlackHole-4-4-e-3_ext.xml.minion.conv.minion,1,759
BlackHole-4-4-e-4_ext.xml.minion.converted.minion.gz,1,759
BlackHole-4-4-e-4_ext.xml.minion.conv.minion,1,759
BlackHole-4-4-e-5_ext.xml.minion.converted.minion.gz,1,759
BlackHole-4-4-e-5_ext.xml.minion.conv.minion,1,759
BlackHole-4-4-e-6_ext.xml.minion.converted.minion.gz,1,759
BlackHole-4-4-e-6_ext.xml.minion.conv.minion,1,759
BlackHole-4-4-e-7_ext.xml.minion.converted.minion.gz,1,759
BlackHole-4-4-e-7_ext.xml.minion.conv.minion,1,759
BlackHole-4-4-e-8_ext.xml.minion.converted.minion.gz,1,759
BlackHole-4-4-e-8_ext.xml.minion.conv.minion,1,759
BlackHole-4-4-e-9_ext.xml.minion.converted.minion.gz,1,759
BlackHole-4-4-e-9_ext.xml.minion.conv.minion,1,759
BlackHole-4-7-e-0_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-e-1_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-e-2_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-e-3_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-e-4_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-e-5_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-e-6_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-e-7_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-e-8_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-e-9_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-h-0_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-h-1_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-h-2_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-h-3_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-h-4_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-h-5_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-h-6_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-h-7_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-h-8_ext.xml.minion.converted.minion.gz,1,868
BlackHole-4-7-h-9_ext.xml.minion.converted.minion.gz,1,868
bqwh-15-106-0_glb.xml.minion.conv.minion,1,?
bqwh-15-106-10_glb.xml.minion.conv.minion,1,?
bqwh-15-106-11_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-11_glb.xml.minion.conv.minion,1,993
bqwh-15-106-13_ext.xml.minion.converted.minion.gz,1,913
bqwh-15-106-13_glb.xml.minion.conv.minion,1,?
bqwh-15-106-14_glb.xml.minion.conv.minion,1,991
bqwh-15-106-15_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-15_glb.xml.minion.conv.minion,1,951
bqwh-15-106-17_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-18_glb.xml.minion.conv.minion,1,980
bqwh-15-106-19_ext.xml.minion.converted.minion.gz,1,913
bqwh-15-106-19_glb.xml.minion.conv.minion,1,?
bqwh-15-106-1_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-1_glb.xml.minion.conv.minion,1,?
bqwh-15-106-20_glb.xml.minion.conv.minion,1,969
bqwh-15-106-21_ext.xml.minion.converted.minion.gz,1,243
bqwh-15-106-21_glb.xml.minion.conv.minion,1,?
bqwh-15-106-22_glb.xml.minion.conv.minion,1,?
bqwh-15-106-23_ext.xml.minion.converted.minion.gz,1,243
bqwh-15-106-23_glb.xml.minion.conv.minion,1,?
bqwh-15-106-24_glb.xml.minion.conv.minion,1,?
bqwh-15-106-25_ext.xml.minion.converted.minion.gz,1,243
bqwh-15-106-25_glb.xml.minion.conv.minion,1,?
bqwh-15-106-26_glb.xml.minion.conv.minion,1,963
bqwh-15-106-27_ext.xml.minion.converted.minion.gz,1,883
bqwh-15-106-28_glb.xml.minion.conv.minion,1,960
bqwh-15-106-29_ext.xml.minion.converted.minion.gz,1,882
bqwh-15-106-29_glb.xml.minion.conv.minion,1,?
bqwh-15-106-2_glb.xml.minion.conv.minion,1,?
bqwh-15-106-30_glb.xml.minion.conv.minion,1,977
bqwh-15-106-31_ext.xml.minion.converted.minion.gz,1,793
bqwh-15-106-31_glb.xml.minion.conv.minion,1,?
bqwh-15-106-32_glb.xml.minion.conv.minion,1,?
bqwh-15-106-33_ext.xml.minion.converted.minion.gz,1,904
bqwh-15-106-33_glb.xml.minion.conv.minion,1,?
bqwh-15-106-34_glb.xml.minion.conv.minion,1,962
bqwh-15-106-35_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-35_glb.xml.minion.conv.minion,1,?
bqwh-15-106-36_glb.xml.minion.conv.minion,1,?
bqwh-15-106-37_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-37_glb.xml.minion.conv.minion,1,?
bqwh-15-106-38_glb.xml.minion.conv.minion,1,?
bqwh-15-106-39_ext.xml.minion.converted.minion.gz,1,243
bqwh-15-106-39_glb.xml.minion.conv.minion,1,982
bqwh-15-106-3_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-3_glb.xml.minion.conv.minion,1,972
bqwh-15-106-40_glb.xml.minion.conv.minion,1,?
bqwh-15-106-41_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-41_glb.xml.minion.conv.minion,1,975
bqwh-15-106-42_glb.xml.minion.conv.minion,1,?
bqwh-15-106-43_ext.xml.minion.converted.minion.gz,1,870
bqwh-15-106-43_glb.xml.minion.conv.minion,1,?
bqwh-15-106-44_glb.xml.minion.conv.minion,1,?
bqwh-15-106-45_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-45_glb.xml.minion.conv.minion,1,?
bqwh-15-106-46_glb.xml.minion.conv.minion,1,?
bqwh-15-106-47_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-47_glb.xml.minion.conv.minion,1,?
bqwh-15-106-48_glb.xml.minion.conv.minion,1,?
bqwh-15-106-49_ext.xml.minion.converted.minion.gz,1,962
bqwh-15-106-49_glb.xml.minion.conv.minion,1,?
bqwh-15-106-4_glb.xml.minion.conv.minion,1,?
bqwh-15-106-50_glb.xml.minion.conv.minion,1,?
bqwh-15-106-51_ext.xml.minion.converted.minion.gz,1,243
bqwh-15-106-51_glb.xml.minion.conv.minion,1,?
bqwh-15-106-53_ext.xml.minion.converted.minion.gz,1,243
bqwh-15-106-53_glb.xml.minion.conv.minion,1,992
bqwh-15-106-54_glb.xml.minion.conv.minion,1,?
bqwh-15-106-55_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-55_glb.xml.minion.conv.minion,1,982
bqwh-15-106-56_glb.xml.minion.conv.minion,1,?
bqwh-15-106-57_ext.xml.minion.converted.minion.gz,1,811
bqwh-15-106-57_glb.xml.minion.conv.minion,1,?
bqwh-15-106-58_glb.xml.minion.conv.minion,1,?
bqwh-15-106-59_ext.xml.minion.converted.minion.gz,1,243
bqwh-15-106-59_glb.xml.minion.conv.minion,1,978
bqwh-15-106-5_ext.xml.minion.converted.minion.gz,1,987
bqwh-15-106-5_glb.xml.minion.conv.minion,1,?
bqwh-15-106-60_glb.xml.minion.conv.minion,1,?
bqwh-15-106-61_ext.xml.minion.converted.minion.gz,1,853
bqwh-15-106-61_glb.xml.minion.conv.minion,1,?
bqwh-15-106-62_glb.xml.minion.conv.minion,1,?
bqwh-15-106-63_ext.xml.minion.converted.minion.gz,1,876
bqwh-15-106-63_glb.xml.minion.conv.minion,1,?
bqwh-15-106-65_ext.xml.minion.converted.minion.gz,1,513
bqwh-15-106-65_glb.xml.minion.conv.minion,1,?
bqwh-15-106-66_glb.xml.minion.conv.minion,1,?
bqwh-15-106-67_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-67_glb.xml.minion.conv.minion,1,979
bqwh-15-106-68_glb.xml.minion.conv.minion,1,?
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,1,223
bqwh-15-106-69_glb.xml.minion.conv.minion,1,?
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,954
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,324
bqwh-15-106-71_glb.xml.minion.conv.minion,1,981
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-75_glb.xml.minion.conv.minion,1,961
bqwh-15-106-76_glb.xml.minion.conv.minion,1,?
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,1,694
bqwh-15-106-77_glb.xml.minion.conv.minion,1,?
bqwh-15-106-78_glb.xml.minion.conv.minion,1,?
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,1,940
bqwh-15-106-79_glb.xml.minion.conv.minion,1,?
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,1,243
bqwh-15-106-7_glb.xml.minion.conv.minion,1,?
bqwh-15-106-80_glb.xml.minion.conv.minion,1,959
bqwh-15-106-81_ext.xml.minion.converted.minion.gz,1,767
bqwh-15-106-81_glb.xml.minion.conv.minion,1,978
bqwh-15-106-83_ext.xml.minion.converted.minion.gz,1,243
bqwh-15-106-83_glb.xml.minion.conv.minion,1,?
bqwh-15-106-84_glb.xml.minion.conv.minion,1,?
bqwh-15-106-85_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-85_glb.xml.minion.conv.minion,1,965
bqwh-15-106-86_glb.xml.minion.conv.minion,1,968
bqwh-15-106-87_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-87_glb.xml.minion.conv.minion,1,?
bqwh-15-106-88_glb.xml.minion.conv.minion,1,949
bqwh-15-106-89_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-89_glb.xml.minion.conv.minion,1,?
bqwh-15-106-8_glb.xml.minion.conv.minion,1,?
bqwh-15-106-90_glb.xml.minion.conv.minion,1,978
bqwh-15-106-91_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-92_glb.xml.minion.conv.minion,1,?
bqwh-15-106-93_ext.xml.minion.converted.minion.gz,1,243
bqwh-15-106-93_glb.xml.minion.conv.minion,1,?
bqwh-15-106-94_glb.xml.minion.conv.minion,1,?
bqwh-15-106-95_ext.xml.minion.converted.minion.gz,1,793
bqwh-15-106-95_glb.xml.minion.conv.minion,1,?
bqwh-15-106-96_glb.xml.minion.conv.minion,1,?
bqwh-15-106-97_ext.xml.minion.converted.minion.gz,1,882
bqwh-15-106-97_glb.xml.minion.conv.minion,1,?
bqwh-15-106-98_glb.xml.minion.conv.minion,1,975
bqwh-15-106-99_ext.xml.minion.converted.minion.gz,1,249
bqwh-15-106-99_glb.xml.minion.conv.minion,1,966
bqwh-15-106-9_ext.xml.minion.converted.minion.gz,1,335
bqwh-15-106-9_glb.xml.minion.conv.minion,1,972
bqwh-18-141-11_ext.xml.minion.converted.minion.gz,1,876
bqwh-18-141-13_ext.xml.minion.converted.minion.gz,1,970
bqwh-18-141-15_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-17_ext.xml.minion.converted.minion.gz,1,868
bqwh-18-141-19_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-1_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-21_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-23_ext.xml.minion.converted.minion.gz,1,988
bqwh-18-141-25_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-27_ext.xml.minion.converted.minion.gz,1,868
bqwh-18-141-29_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-31_ext.xml.minion.converted.minion.gz,1,243
bqwh-18-141-33_ext.xml.minion.converted.minion.gz,1,870
bqwh-18-141-35_ext.xml.minion.converted.minion.gz,1,240
bqwh-18-141-37_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-39_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-3_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-41_ext.xml.minion.converted.minion.gz,1,243
bqwh-18-141-43_ext.xml.minion.converted.minion.gz,1,243
bqwh-18-141-45_ext.xml.minion.converted.minion.gz,1,243
bqwh-18-141-47_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-49_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,243
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,243
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,870
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,694
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,945
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,492
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,360
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,931
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,853
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,914
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,243
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,911
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,940
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,243
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,243
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,992
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,335
bqwh-18-141-9_ext.xml.minion.converted.minion.gz,1,335
composed-25-10-20-0_ext.xml.minion.gz,1,528
composed-25-10-20-1_ext.xml.minion.gz,1,542
composed-25-10-20-2_ext.xml.minion.gz,1,537
composed-25-10-20-3_ext.xml.minion.gz,1,534
composed-25-10-20-4_ext.xml.minion.gz,1,538
composed-25-10-20-5_ext.xml.minion.gz,1,536
composed-25-10-20-6_ext.xml.minion.gz,1,543
composed-25-10-20-7_ext.xml.minion.gz,1,532
composed-25-10-20-8_ext.xml.minion.gz,1,539
composed-25-10-20-9_ext.xml.minion.gz,1,538
composed-25-1-2-0_ext.xml.minion.gz,1,677
composed-25-1-2-1_ext.xml.minion.gz,1,674
composed-25-1-2-2_ext.xml.minion.gz,1,669
composed-25-1-2-3_ext.xml.minion.gz,1,675
composed-25-1-2-4_ext.xml.minion.gz,1,675
composed-25-1-25-0_ext.xml.minion.gz,1,677
composed-25-1-25-1_ext.xml.minion.gz,1,674
composed-25-1-25-2_ext.xml.minion.gz,1,669
composed-25-1-25-3_ext.xml.minion.gz,1,675
composed-25-1-25-4_ext.xml.minion.gz,1,675
composed-25-1-25-5_ext.xml.minion.gz,1,673
composed-25-1-25-6_ext.xml.minion.gz,1,670
composed-25-1-25-7_ext.xml.minion.gz,1,676
composed-25-1-25-8_ext.xml.minion.gz,1,666
composed-25-1-25-9_ext.xml.minion.gz,1,680
composed-25-1-2-5_ext.xml.minion.gz,1,673
composed-25-1-2-6_ext.xml.minion.gz,1,670
composed-25-1-2-7_ext.xml.minion.gz,1,676
composed-25-1-2-8_ext.xml.minion.gz,1,666
composed-25-1-2-9_ext.xml.minion.gz,1,680
composed-25-1-40-0_ext.xml.minion.gz,1,677
composed-25-1-40-1_ext.xml.minion.gz,1,674
composed-25-1-40-2_ext.xml.minion.gz,1,669
