@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC

@DATA
SAT_RACE2008/fuhs-aprove-15.cnf,1,0.2219,0.1831,0.2087,0.0674,0.2875,1.9442,0.4262,0.6128,0.3782,0.7143,1.2175,0.1129,0.6119,0.263,0.074,1.2995
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,0.2109,0.083,0.8251,0.8201,0.1496,1.471,0.6967,0.3812,0.8626,0.9432,2.0685,0.207,0.9406,0.839,0.0471,0.9247
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,0.6153,0.178,0.6568,0.2448,0.2053,3.0829,0.7248,0.892,0.8079,0.7647,1.0132,0.1565,0.7552,0.5407,0.0322,1.3751
SAT_Competition2011/SAT07/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,0.6356,0.1843,0.6706,0.2641,0.2037,3.0944,0.7475,0.8874,0.8056,0.7333,1.006,0.1552,0.7631,0.5492,0.0323,1.3814
SAT-Race-2010-CNF/hardware-verification/velev/2dlx_ca_bp_f_liveness.cnf,1,0.9069,0.0439,0.9971,0.9718,0.5,4.0238,0.6257,0.9471,0.9996,0.9852,0.5717,0.2372,0.9495,0.9439,0.1988,1.0688
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-03.cnf,1,0.8293,0.0178,0.9995,0.7693,0.5,4.0371,0.31,0.9406,1,0.9849,0.7405,0.3273,0.9403,0.8043,0.3607,0.8957
SAT-Race-2010-CNF/software-verification/nec/hard-0-U-7061.cnf,1,0.4386,0.1611,0.4015,0.1635,0.4377,3.0198,0.4956,0.8536,0.8011,1,1.2399,0.1655,0.4758,0.4696,0.1094,1.4908
SAT_RACE2008/ibm-2002-18r-k90.cnf,1,0.5212,0.1359,0.6558,0.3916,0.3401,3.5936,0.1049,0.6631,0.8338,0.7333,1.6117,0.1598,0.5984,0.5957,0.0871,1.9424
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,0.6153,0.178,0.6567,0.2443,0.2055,3.0829,0.5088,0.892,0.8081,0.7647,1.0132,0.1565,0.7552,0.5405,0.0321,1.3751
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-15-u.cnf,1,0.6071,0.1789,0.744,0.2332,0.1485,2.8925,0.6693,0.8708,0.8376,0.7895,1.0274,0.1624,0.7414,0.5711,0.0308,1.3841
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1044.cnf,1,0.0812,0.2186,0.156,0.1488,1,1.6082,0.5478,0.8913,0.1919,1,0.7897,0.0874,0.3481,0.1883,0.0791,1.0625
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-05.cnf,1,0.8293,0.0178,0.9995,0.7693,0.5,4.0371,0.2791,0.9406,1,0.9848,0.7405,0.3273,0.9403,0.8043,0.3607,0.8957
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.0181,0.2042,0.0252,0.0027,0.135,1.782,0.6582,0.4828,0.1022,0.25,0.8766,0.0691,0.4079,0.0726,0.1317,1.4091
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,1,0.1174,0.2072,0.1209,0.0447,0.438,2.0203,0.0917,0.7211,0.2679,0.8261,1.001,0.0712,0.5045,0.1857,0.1155,1.2865
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,0.0161,0.2023,0.0252,0.0027,0.135,1.7705,0.5707,0.4731,0.1023,0.25,0.8682,0.0683,0.4036,0.0721,0.1317,1.3961
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.9607,0.0571,0.9835,0.962,0.5,1.6649,0.3538,0.9978,0.9919,0.9938,0.1789,0.326,0.9607,0.9612,0.0733,0.6491
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0.5987,0.176,0.7566,0.2749,0.1588,2.898,0.6851,0.8754,0.8425,0.8,1.0292,0.1634,0.7393,0.5821,0.0301,1.3813
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_r_uc_sat.cnf,1,0.1396,0.1019,0.5335,0.3233,0.5,2.7564,0.1476,0.3436,0.6818,0.5,0.8757,0.0605,0.2316,0.5081,0.3457,0.6002
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-5-17-s.cnf,1,0.5856,0.1739,0.7541,0.2063,0.1312,2.821,0.739,0.8711,0.8379,0.8182,1.0378,0.1635,0.7314,0.5673,0.0298,1.3793
SAT-Race-2010-CNF/mixed/anbulagan/dated-5-11-u.cnf,1,0.6356,0.1843,0.6706,0.2641,0.2037,3.0944,0.6668,0.8874,0.8056,0.7333,1.006,0.1552,0.7631,0.5492,0.0323,1.3814
SAT-Race-2010-CNF/software-verification/nec/hard-2-U-9007.cnf,1,0.4006,0.1531,0.7295,0.3187,0.5,3.2658,0.2778,0.6942,0.9999,0.9858,1.6907,0.1921,0.4556,0.6373,0.4009,1.85
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-sat-2.0-04.cnf,1,0.4047,0.025,0.9811,0.5838,0.5,4.0219,0.5053,0.9692,0.9995,0.9618,0.9077,0.2414,0.9746,0.8303,0.5,0.9209
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.0718,0.1696,0.0104,0.0001,0.1579,0.9718,0.0847,0.5407,0.0878,0.3333,0.9018,0.0385,0.5294,0.082,0.0485,1.0047
SAT_RACE2008/post-c32s-gcdm16-22.cnf,1,0.0742,0.1443,0.0635,0.02,0.26,1.6455,0.7265,0.5433,0.2249,0.9403,1.1992,0.1052,0.3976,0.1968,0.084,1.5499
SAT_RACE2008/post-c32s-ss-8.cnf,1,0.4161,0.2086,0.6957,0.5636,0.217,1.76,0.3483,0.8711,0.7286,0.9592,1.0619,0.124,0.5865,0.5567,0.1335,1.3213
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,1,0.0716,0.0454,0.1663,0.043,0.3768,1.8364,0.5508,0.1929,0.4163,0.5556,0.627,0.0506,0.1254,0.2471,0.1562,0.4423
SAT-Race-2010-CNF/mixed/bioinf/q_query_3_l48_lambda.cnf,1,0.1814,0.1138,0.6832,0.4997,1,3.1041,0.5842,0.7589,0.7361,1,1.2942,0.1635,0.5371,0.6122,0.126,1.3954
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10bidw.cnf,1,0.1344,0.1295,0.6495,0.5015,0.4628,2.7152,0.104,0.4602,0.7691,0.9732,1.6396,0.1496,0.4731,0.5996,0.1496,1.7932
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c7bidw_i.cnf,1,0.1229,0.1328,0.6206,0.4333,0.443,2.9052,0.1622,0.4693,0.7406,0.9487,1.6207,0.1516,0.4543,0.5643,0.1473,1.7619
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_24.cnf,1,0.3914,0.0085,0.6934,0.6934,0,0.3614,0.9343,0.9993,0.6934,0.5333,0.6749,0.0021,0.9993,0.6935,0,0.677
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-01.cnf,1,0.7751,0.1484,0.8851,0.8106,0.0827,2.4435,0.9045,0.8234,0.9142,0.7273,0.9445,0.1231,0.6226,0.7969,0.0259,1.3864
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,0.028,0.0114,0.5448,0.4774,0.1719,2.6677,0.8582,0.8911,0.592,0.9284,0.5773,0.2792,0.8911,0.544,0.0232,0.6857
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-1_31_2-k25.cnf,1,0.5517,0.1562,0.6283,0.2984,0.3221,3.3454,0.3974,0.6952,0.8108,0.6923,1.5217,0.1366,0.6426,0.561,0.0849,1.8346
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_f_unknown.cnf,1,0.0669,0.0416,0.1451,0.0391,0.3432,1.6787,0.6672,0.1885,0.4137,0.5,0.6182,0.0395,0.121,0.2324,0.1493,0.4411
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c6nidw_i.cnf,1,0.127,0.1341,0.6132,0.4146,0.439,2.9405,0.1376,0.4697,0.7318,0.9658,1.6385,0.1548,0.4583,0.5529,0.1482,1.7915
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-17-s.cnf,1,0.5669,0.1628,0.6454,0.203,0.2021,3.0643,0.4581,0.9035,0.8105,0.8182,1.021,0.1595,0.7373,0.5245,0.0317,1.3521
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f10ni.cnf,1,0.1298,0.1236,0.6814,0.5122,0.435,2.8303,0.1732,0.483,0.8418,0.9699,1.7163,0.1523,0.5068,0.6164,0.1481,1.8652
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,1,0.1966,0.2187,0.2098,0.1552,0.9998,2.8716,0.415,0.7678,0.4758,1,1.3846,0.136,0.6098,0.352,0.3185,1.5615
SAT_RACE2008/velev-vliw-uns-4.0-9-i1.cnf,1,0.6001,0.0429,0.9969,0.835,0.5,4.0488,0.6553,0.953,0.9999,1,0.9783,0.2587,0.9461,0.8642,0.3485,1.3269
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/partial-5-11-u.cnf,1,0.6423,0.1882,0.7517,0.2855,0.1341,2.8848,0.8221,0.8637,0.834,0.7333,1.0079,0.1602,0.7554,0.5849,0.0327,1.3876
SAT_RACE2008/post-cbmc-aes-d-r2.cnf,1,0.0114,0.0192,0.0659,0.0199,0.5,2.6334,0.1511,0.0352,0.2531,0.8,1.0838,0.1396,0.0627,0.1755,0.4164,1.9686
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_11_UNSAT.cnf,1,0.0167,0.0067,0.5652,0.4554,0.1933,2.6131,0.7107,0.9173,0.7069,0.9392,0.4562,0.2849,0.9173,0.5503,0.0175,0.6531
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_5_keyfind_1.cnf,1,0.0149,0.2012,0.0252,0.0027,0.135,1.7617,0.5211,0.4674,0.1024,0.25,0.863,0.0678,0.4053,0.0719,0.1317,1.383
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h29-unknown.cnf,1,0.7171,0.0234,0.8752,0.4544,0.5,4.2573,0.8209,0.7843,0.9552,0.9909,1.4949,0.312,0.8265,0.6995,0.4541,1.4036
SAT-Race-2010-CNF/mixed/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0.217,0.241,0.1759,0.0982,0.3218,2.0475,0.9878,0.8775,0.3456,0.5,0.9511,0.0901,0.5004,0.2379,0.072,1.1951
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-17-u.cnf,1,0.5908,0.1752,0.7644,0.2863,0.1344,2.8612,0.7251,0.8711,0.845,0.8095,1.0364,0.1632,0.734,0.5859,0.0292,1.3819
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,0.6356,0.1843,0.6706,0.2641,0.2037,3.0944,0.7511,0.8874,0.8056,0.7333,1.006,0.1552,0.7631,0.5492,0.0323,1.3814
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,1,0.7657,0.0322,0.4906,0.3815,1,0.0896,0.3445,0.7657,0.6,1,0.6022,0.0352,0.5948,0.4935,0.015,1.2198
SAT_RACE2006/SAT-Race-Benchmarks/simon-s03-fifo8-400.cnf,1,0.2358,0.2155,0.1824,0.092,0.4804,2.8031,0.1064,0.7081,0.372,1,1.2217,0.163,0.4966,0.2672,0.2055,1.4823
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1,0.5524,0.063,0.8491,0.6875,0.4995,3.169,0.6817,0.8398,0.9554,0.9328,1.3418,0.2535,0.8552,0.7563,0.169,1.3928
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0.8894,0.0402,0.9496,0.7268,0.4999,4.037,0.4779,0.9129,0.985,0.9612,0.6874,0.2954,0.9116,0.7934,0.1985,1.0185
SAT_Competition2011/SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,0.3465,0.1415,0.1245,0,0.2916,1.7922,0.4666,0.5075,0.7826,0.72,1.404,0.1608,0.5954,0.3244,0.1402,1.6208
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,0.1424,0.1817,0.1577,0.0409,0.2404,2.3483,0.33,0.7261,0.5418,0.8904,1.37,0.2415,0.3838,0.267,0.2402,1.532
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,0.0599,0.0349,0.1002,0.0271,0.2793,1.7163,0.4627,0.1821,0.341,0.5,0.5907,0.0361,0.1144,0.1995,0.1005,0.4399
SAT_RACE2008/babic-dspam-vc973.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-26r-k45.cnf,1,0.7174,0.0986,0.8207,0.6288,0.4749,3.4492,0.0789,0.7819,0.8951,0.9749,1.2223,0.2391,0.7788,0.7197,0.0773,1.5314
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_12_UNKNOWN.cnf,1,0.0237,0.0102,0.3974,0.3118,0.2005,2.2046,0.815,0.9242,0.7247,0.8908,0.4552,0.3064,0.9242,0.5033,0.0251,0.5883
SAT_RACE2008/ibm-2004-29-k25.cnf,1,0.529,0.1482,0.5349,0.1873,0.2987,3.3525,0.3433,0.7359,0.8073,0.6923,1.4571,0.1604,0.646,0.5042,0.0927,1.6896
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-03.cnf,1,0.2645,0.1869,0.4925,0.2275,0.9992,3.4323,0.3903,0.6806,0.7621,1,1.5955,0.2476,0.5194,0.4946,0.2878,1.7628
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.5776,0.1666,0.635,0.2198,0.2026,3.1127,0.4178,0.8998,0.805,0.8095,1.0226,0.1573,0.7403,0.5268,0.032,1.3599
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0.1551,0.1961,0.5377,0.1536,0.2397,2.1335,0.3239,0.8328,0.5718,0.8723,1.1507,0.1809,0.4238,0.3957,0.1749,1.268
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,0.3787,0.0267,0.8996,0.5195,0.5,4.1327,0.594,0.6377,0.9766,0.9423,2.3533,0.3201,0.657,0.7202,0.4508,2.117
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0.9718,0.0499,0.9512,0.3636,0.5,3.2353,0.58,0.9761,0.9994,1,0.1953,0.3145,0.9718,0.7285,0.4978,0.865
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-15.cnf,1,0.1532,0.1905,0.1282,0.0634,0.3002,1.1936,0.2122,0.5909,0.3601,0.8462,1.0535,0.0665,0.5965,0.2,0.0608,1.1358
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7_i.cnf,1,0.1608,0.1475,0.5947,0.3477,0.4353,3.3927,0.6503,0.5576,0.7854,0.8909,1.7118,0.1738,0.5427,0.5466,0.1513,1.8346
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6nid.cnf,1,0.1365,0.128,0.6486,0.4922,0.4729,2.8613,0.1431,0.4535,0.7704,0.9437,1.6954,0.1564,0.4807,0.5901,0.1485,1.847
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-15.cnf,1,0.2219,0.1831,0.2087,0.0674,0.2875,1.9442,0.5146,0.6128,0.3782,0.7143,1.2175,0.1129,0.6119,0.263,0.074,1.2995
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L100_coli.sat.cnf,1,0.1038,0.0959,0.6323,0.6037,1,2.4475,0.0778,0.7891,0.6915,1,1.1431,0.1599,0.4554,0.6373,0.1019,1.3489
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,0.9701,0.157,0.915,0.2846,0.5198,2.4951,0.7171,0.9791,0.9362,1,0.2193,0.1617,0.9666,0.6662,0.249,0.8474
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1033.cnf,1,0.0765,0.2176,0.156,0.1488,1,1.6293,0.1636,0.8861,0.1919,1,0.7984,0.0829,0.3475,0.1871,0.0793,1.0636
SAT_RACE2008/mizh-md5-48-2.cnf,1,0.0718,0.1696,0.0103,0.0001,0.1579,0.9713,0.0898,0.5407,0.0878,0.3333,0.9018,0.0385,0.5293,0.0819,0.0485,1.0045
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-47-03.cnf,1,0.0722,0.1699,0.0107,0.0001,0.1579,0.9811,0.0934,0.5427,0.0896,0.3333,0.9025,0.0385,0.5294,0.0826,0.0485,1.0057
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,0.0228,0.2225,0.1552,0.1482,0.4034,0.9825,0.0401,0.9771,0.1922,1,0.2317,0.0289,0.3023,0.174,0.0619,0.6449
SAT_RACE2008/manol-pipe-f7nidw.cnf,1,0.1277,0.1255,0.6556,0.5301,0.4512,2.8031,0.1334,0.4591,0.77,0.9416,1.6816,0.1536,0.4827,0.6065,0.1515,1.8339
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12070.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc909.cnf,1,0.0703,0.2108,0.156,0.1488,1,1.6402,0.5619,0.8473,0.1919,1,0.9191,0.0879,0.3342,0.1869,0.1095,1.1591
SAT_RACE2006/SAT-Race_TS_1/narai-vpn-10s.cnf,1,0.4582,0.1954,0.6149,0.4,0.5,2.0392,0.4843,0.7765,0.7506,0.9995,1.2829,0.1631,0.5406,0.5768,0.5,1.6332
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.2421,0.1666,0.4468,0.2671,0.4333,3.1934,0.1772,0.5634,0.6155,0.7143,1.689,0.1293,0.4528,0.4442,0.1372,1.8983
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0.9636,0.0606,0.9015,0.3693,0.4918,3.111,0.7489,0.9665,0.9624,0.9459,0.2302,0.3087,0.9636,0.6803,0.4295,0.8961
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/icbrt/icbrt1_32.cnf,1,0.3324,0.2217,0.2205,0.0862,0.3705,2.2022,0.95,0.8044,0.3399,0.9273,1.1605,0.0961,0.5018,0.238,0.0478,1.3744
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,0.515,0.1442,0.7772,0.3041,0.092,2.9439,0.4044,0.8694,0.8826,0.84,1.093,0.1483,0.6933,0.6207,0.0476,1.4096
SAT_Competition2011/SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_RACE2008/velev-vliw-uns-2.0-iq1.cnf,1,0.8694,0.0692,0.8912,0.7302,0.4654,3.9885,0.5646,0.9168,0.9524,0.9861,0.7494,0.2492,0.9028,0.7629,0.2028,1.1578
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-03.cnf,1,0.8293,0.0178,0.9995,0.7696,0.5,4.0378,0.2373,0.9407,1,0.985,0.74,0.3272,0.9404,0.8044,0.3607,0.8953
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_12_UNKNOWN.cnf,1,0.0219,0.0094,0.4761,0.3149,0.2003,2.275,0.797,0.9241,0.7349,0.8937,0.4548,0.3078,0.9241,0.5103,0.0267,0.6745
