@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC

@DATA
./SAT03/industrial/goldberg/hard_eq_check/k2mul.miter.shuffled-as.sat03-355.cnf,1,0.6883,0.7804
./SAT11/application/fuhs/AProVE11/AProVE11-07.cnf,1,0.1503,0.4743
SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.6552,0.92
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_1_keyfind_1.cnf,1,0.0016,0.0908
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,1,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E15N15.cnf,1,?,?
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.045-NOTKNOWN.cnf,1,0.9466,0.9771
./SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,0.1741,0.6364
./SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,0.1201,0.4703
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf,1,0.9978,1
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,0.9469,0.9772
./SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,1,0.293,0.6586
./SAT11/application/leberre/2dimensionalstrippacking/E05F18.cnf,1,0.8327,0.9054
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,0.3256,0.695
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,0.5528,0.5916
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,1,1
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,0.3712,0.8049
./SAT11/application/fuhs/AProVE11/AProVE11-11.cnf,1,0.1793,0.4822
./SAT11/application/manthey/traffic/traffic_r_uc_sat.cnf,1,0.5335,0.8319
./SAT07/industrial/fuhs/medium/AProVE07-21.cnf,1,0.166,0.5773
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k45.cnf,1,0.0483,0.9068
./SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1,0.9375,0.9952
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.050-NOTKNOWN.cnf,1,0.9323,0.9823
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,0.8903,0.9809
./SAT05/industrial/grieu05/vmpc/vmpc_36.renamed-as.sat05-1922.cnf,1,0.6919,0.6919
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf,1,0.1588,0.5947
./SAT07/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,0.6706,0.8596
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,0.916,0.943
SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,0.9971,1
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step20.cnf,1,0.8311,0.9554
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor032.cnf,1,0.2604,0.5187
./SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray04_32.cnf,1,0.1223,0.2174
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,0.3101,0.6612
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,0.9333,0.9827
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0.7791,0.9512
./SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,1,0.0632,0.7081
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin.cnf,1,0.2085,0.9574
./SAT09/APPLICATIONS/crypto/desgen/gss-21-s100.cnf,1,0.8522,0.9253
./SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.4975,0.7604
./SAT02/industrial/dellacherie/comb/comb1.shuffled.cnf,1,0.2704,0.6082
./SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0.0917,0.3212
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,1,0.4921,0.6926
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,0.1584,0.5945
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,0.1577,0.5937
./SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,0.8581,0.9629
./SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.7047,0.7546
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step16.cnf,1,0.9504,1
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,0.9018,0.9748
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_5_keyfind_1.cnf,1,0.0252,0.2247
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0.9512,1
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,0.4565,0.6831
./SAT11/application/leberre/2dimensionalstrippacking/E05F20.cnf,1,0.9504,0.9943
./SAT04/industrial/hoonsang/vis-bmc/all.used-as.sat04-986.cnf,1,0.1864,0.6423
SAT_RACE08/Q1/SAT_dat.k80_04.cnf,1,0.5462,0.8864
SAT_RACE06/velev-npe-1.0-9dlx-b71.cnf,1,?,?
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,0.5885,0.7854
./SAT11/application/leberre/2dimensionalstrippacking/E07N15.cnf,1,?,?
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,0.3073,0.6048
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_2_keyfind_1.cnf,1,0.0099,0.1518
./SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.4862,0.7345
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,0.385,0.6679
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,0.0252,0.2247
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top21.cnf,1,0.5318,0.586
SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,0.6558,0.91
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,0.5447,0.9394
./SAT05/industrial/maris05/DriverLog/driverlog1_ks99i.renamed-as.sat05-3951.cnf,1,?,?
./SAT05/industrial/grieu05/vmpc/vmpc_34.renamed-as.sat05-1926.cnf,1,0.6917,0.6917
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0.9015,0.9749
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0.0144,0.3927
./SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,1,0.5113,0.747
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.9451,0.9961
./SAT05/industrial/grieu05/vmpc/vmpc_32.renamed-as.sat05-1919.cnf,1,0.6916,0.6916
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom14.cnf,1,0.1579,0.5941
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k100.cnf,1,0.1553,0.9056
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0.5487,0.9101
./SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,0.6105,0.9754
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,1,1
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,0.1568,0.6029
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.0044,0.3649
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,0.58,0.9108
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0.7926,0.9504
./SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,1,0.2169,0.4457
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,0.9995,1
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom17.cnf,1,0.1572,0.5938
./SAT11/application/leberre/2dimensionalstrippacking/E04N18.cnf,1,0.831,0.9146
./SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,0.7127,0.8863
./SAT02/industrial/goldberg/rand_net/rand_net70-60-10.shuffled.cnf,1,0.5075,0.7484
./SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,0.8251,0.8979
./SAT04/industrial/hoonsang/vis-bmc/dekker.used-as.sat04-989.cnf,1,0.1937,0.6904
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_3_keyfind_1.cnf,1,0.0099,0.1518
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0.9468,0.9971
./SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,1,0.1663,0.5533
./SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0.4495,0.678
./SAT07/industrial/crypto/mizh-sha0-36-2.cnf,1,0.0043,0.3649
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.130-NOTKNOWN.cnf,1,0.9836,0.9945
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_4_keyfind_1.cnf,1,0.0099,0.152
./SAT07/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,0.7477,0.8816
./SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,1,0.1335,0.8193
./SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,0.851,0.9251
SAT_RACE08/cnf/ibm-2004-01-k90.cnf,1,0.5714,0.8666
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_15_SAT.cnf,1,0.459,0.9253
./SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,0.7146,0.8873
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step11.cnf,1,0.7361,0.9648
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top29.cnf,1,0.5498,0.5899
./SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.8159,0.8328
./SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0.9985,1
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,0.9834,0.9945
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0.5575,0.7443
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.7734,0.9044
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,0.456,0.683
./SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,0.1397,0.6289
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf,1,0.999,1
./SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0.8295,0.8378
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-nlzbe256-tseitin.cnf,1,0.2925,1
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-c.used-as.sat04-317.cnf,1,0.1973,0.9047
SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,0.7375,0.9919
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,1,1
./SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,0.0484,0.5343
./SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0.7756,0.9647
./SAT11/application/leberre/2dimensionalstrippacking/korf-15.cnf,1,0.8121,0.8762
./SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,0.9441,0.9894
SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,1,1
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,0.9335,0.9828
./SAT05/industrial/narain05/vpn/clauses-8.renamed-as.sat05-1964.cnf,1,0.9117,0.9786
./SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,0.115,0.4283
./SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,0.6568,0.8601
./SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,0.8516,0.9253
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_2_keyfind_1.cnf,1,0.0021,0.0909
./SAT07/industrial/anbulagan/hard-unsat/total-10-17-u.cnf,1,0.6216,0.8521
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom25.cnf,1,0.1568,0.6014
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.4468,0.7988
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,1,0.924,0.9722
SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,0.6023,0.9077
./SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,0.6451,0.999
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0.5237,0.956
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,1,0.8251,0.9917
./SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,0.3608,0.6623
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top24.cnf,1,0.5463,0.5853
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,1,0.9994,1
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top23.cnf,1,0.5424,0.5847
./SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,0.6491,0.8839
./SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.8111,0.8746
./SAT09/APPLICATIONS/bitverif/smulo/smulo064.cnf,1,0.2191,0.5181
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0.3994,0.8445
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,1,0.2095,0.9616
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0.1568,0.5953
./SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,1,0.826,0.905
./SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl064.cnf,1,0.1413,0.4357
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.9466,0.9955
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0.7472,0.901
./SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,0.6829,0.8211
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1,0.2168,0.9631
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,0.4133,0.7507
./SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,0.7917,0.962
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.9835,0.9945
./SAT02/industrial/biere/dinphil/dp04u03.shuffled.cnf,1,0.4123,0.6628
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-30-step11.cnf,1,0.8149,0.8869
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k20.cnf,1,0.0205,0.907
SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.626,0.9363
./SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0.785,0.9322
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,0.134,0.7364
./SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,0.0739,0.4356
./SAT07/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.1765,0.5712
./SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,0.8512,0.9253
./SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0.6916,0.6929
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-3.035-NOTKNOWN.cnf,1,0.9973,1
./SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0.5241,0.9573
./SAT07/industrial/palacios/hard/sortnet-7-ipc5-h15-unsat.cnf,1,0.7886,0.9628
./SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug6_q0.used-as.sat04-725.cnf,1,0.9995,1
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_k.cnf,1,1,1
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns2p3-tseitin.cnf,1,0.4476,0.6505
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom21.cnf,1,0.1567,0.5962
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0.2559,0.5329
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0.9468,0.9961
./SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.3152,0.5092
./SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0.5377,0.5853
./SAT11/application/manthey/traffic/traffic_pcb_unknown.cnf,1,0.152,0.661
./SAT11/application/fuhs/AProVE11/AProVE11-12.cnf,1,0.2066,0.4783
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,0.1245,0.9064
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.9186,0.9863
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-src_wget_vc18517-tseitin.cnf,1,0.2192,0.5808
./SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E00N23.cnf,1,0.9705,0.999
./SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,1,0.5616,0.8692
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0.6236,0.7437
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.3114,0.627
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,0.1567,0.5971
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,0.3083,0.6329
./SAT02/industrial/aloul/Homer/homer16.shuffled.cnf,1,0.8199,0.8301
SAT_RACE08/Q1/SAT_dat.k85.cnf,1,0.626,0.9363
./SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0.1609,0.5459
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,0.5329,0.7856
./SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,1,0.7346,0.9919
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-11.cnf,1,0.0144,0.393
SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0.9496,0.9965
SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.0044,0.3646
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.035-NOTKNOWN.cnf,1,0.9249,0.9546
SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,0.6128,0.8503
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,0.2335,0.5295
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.9444,0.9952
./SAT02/industrial/biere/dinphil/dp10s10.shuffled.cnf,1,0.4483,0.6805
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,0.1187,0.3247
