@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-min NUMERIC

@DATA
bool/par/par-16-2-c.xml,1,79.954049,0,0,0.333333,-1,0
bool/par/par-8-2-c.xml,1,?,0,0,0.333333,?,0
bool/par/par-16-3.xml,1,76.301658,0,0,0.538462,-1,0
bool/par/par-32-3-c.xml,1,79.98187,0,0,0.4,-1,0
bool/par/par-32-2.xml,1,76.098736,0,0,0.4,-1,0
bool/par/par-16-5-c.xml,1,79.952969,0,0,0.333333,-1,0
bool/par/par-8-1.xml,1,?,0,0,0.333333,?,0
bool/par/par-32-4.xml,1,76.206173,0,0,0.4,-1,0
bool/par/par-32-1-c.xml,1,79.981732,0,0,0.4,-1,0
bool/par/par-32-3.xml,1,76.177618,0,0,0.333333,-1,0
bool/par/par-32-1.xml,1,76.141827,0,0,0.333333,-1,0
bool/par/par-8-1-c.xml,1,?,0,0,0.466667,?,0
bool/par/par-16-3-c.xml,1,79.951981,0,0,0.466667,-1,0
bool/par/par-32-2-c.xml,1,79.981564,0,0,0.4,-1,0
bool/par/par-8-2.xml,1,?,0,0,0.428571,?,0
bool/par/par-32-5-c.xml,1,79.98206,0,0,0.4,-1,0
bool/par/par-8-4-c.xml,1,?,0,0,0.333333,?,0
bool/par/par-32-5.xml,1,76.227545,0,0,0.4,-1,0
bool/par/par-8-3-c.xml,1,?,0,0,0.466667,?,0
bool/par/par-8-5.xml,1,?,0,0,0.333333,?,0
bool/par/par-16-2.xml,1,76.466497,0,0,0.4,-1,0
bool/par/par-8-4.xml,1,?,0,0,0.333333,?,0
bool/par/par-16-1.xml,1,76.112026,0,0,0.6,-1,0
bool/par/par-8-3.xml,1,?,0,0,0.384615,?,0
bool/fpga/fpga-11-9.xml,1,100,0,0,0.714286,-1,0
bool/fpga/fpga-13-11.xml,1,100,0,0,0.75,-1,0
bool/fpga/fpga-40-40.xml,1,100,0,0,0.870968,-1,0
bool/fpga/fpga-35-35.xml,1,100,0,0,0.846154,-1,0
bool/fpga/fpga-40-39.xml,1,100,0,0,0.870968,-1,0
bool/fpga/fpga-35-33.xml,1,100,0,0,0.846154,-1,0
bool/fpga/fpga-25-25.xml,1,100,0,0,0.833333,-1,0
bool/fpga/fpga-45-43.xml,1,100,0,0,0.888889,-1,0
bool/fpga/fpga-15-14.xml,1,100,0,0,0.75,-1,0
bool/fpga/fpga-20-20.xml,1,100,0,0,0.789474,-1,0
bool/fpga/fpga-12-11.xml,1,100,0,0,0.733333,-1,0
bool/fpga/fpga-20-18.xml,1,100,0.333333,0.333333,0.789474,-1,0
bool/fpga/fpga-13-12.xml,1,100,0,0,0.75,-1,0
bool/fpga/fpga-40-38.xml,1,100,0.333333,0.333333,0.870968,-1,0
bool/fpga/fpga-30-30.xml,1,100,0,0,0.826087,-1,0
bool/fpga/fpga-11-11.xml,1,100,0,0,0.714286,-1,0
bool/fpga/fpga-35-34.xml,1,100,0,0,0.846154,-1,0
bool/fpga/fpga-15-15.xml,1,100,0,0,0.75,-1,0
bool/fpga/fpga-45-45.xml,1,100,0,0,0.888889,-1,0
bool/fpga/fpga-10-9.xml,1,100,0,0,0.692308,-1,0
bool/fpga/fpga-14-12.xml,1,100,0,0,0.733333,-1,0
bool/fpga/fpga-13-13.xml,1,100,0,0,0.75,-1,0
bool/fpga/fpga-10-8.xml,1,100,0,0,0.692308,-1,0
bool/fpga/fpga-10-10.xml,1,100,0,0,0.692308,-1,0
bool/fpga/fpga-30-28.xml,1,100,0,0,0.826087,-1,0
bool/fpga/fpga-11-10.xml,1,100,0,0,0.714286,-1,0
bool/fpga/fpga-15-13.xml,1,100,0,0,0.75,-1,0
bool/fpga/fpga-25-23.xml,1,100,0,0,0.833333,-1,0
bool/fpga/fpga-20-19.xml,1,100,0,0,0.789474,-1,0
bool/fpga/fpga-14-14.xml,1,100,0.333333,0.333333,0.733333,-1,0
bool/fpga/fpga-25-24.xml,1,100,0,0,0.833333,-1,0
bool/fpga/fpga-12-12.xml,1,100,0,0,0.733333,-1,0
bool/fpga/fpga-30-29.xml,1,100,0,0,0.826087,-1,0
bool/fpga/fpga-45-44.xml,1,100,0,0,0.888889,-1,0
bool/fpga/fpga-14-13.xml,1,100,0,0,0.733333,-1,0
bool/fpga/fpga-12-10.xml,1,100,0.333333,0.333333,0.733333,-1,0
bool/mpsReduced/mps-red-markshare1-1.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-berlin-5-8_0.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-ran10x10c.xml,1,?,0,0,0.957447,?,0
bool/mpsReduced/mps-red-mod013.xml,1,100,0,0,1,-1,0
bool/mpsReduced/mps-red-flugpl.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran12x12.xml,1,?,0,0,0.969697,?,0
bool/mpsReduced/mps-red-ran13x13.xml,1,?,0,0,0.9801,?,0
bool/mpsReduced/mps-red-sc50a.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-testprob.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare1.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare2-1.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-capri.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-timtab1.xml,1,91.025641,?,?,?,-1,?
bool/mpsReduced/mps-red-misc03.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-modglob.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-misc01.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-enigma.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-agg.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-sc205.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-afiro.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-gr4x6.xml,1,100,0,0,1,-1,0
bool/mpsReduced/mps-red-bk4x3.xml,1,?,0,0,1,?,0
bool/mpsReduced/mps-red-ran8x32.xml,1,100,0,0,0.991031,-1,0
bool/mpsReduced/mps-red-ran10x26.xml,1,100,0,0,0.989637,-1,0
bool/mpsReduced/mps-red-blend.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-scagr7.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-arki001.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-nazareth.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran10x10b.xml,1,?,0,0,0.956989,?,0
bool/mpsReduced/mps-red-est.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-egout.xml,1,?,0,0,1,?,0
bool/mpsReduced/mps-red-neos20.xml,1,78.311,?,?,?,-1,?
bool/mpsReduced/mps-red-neos15.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-ran10x10a.xml,1,?,0,0,0.957447,?,0
bool/mpsReduced/mps-red-glass4.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-liu.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-adlittle.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-sc50b.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-25fv47.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-beaconfd.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-ran17x17.xml,1,?,0,0,0.983539,?,0
bool/mpsReduced/mps-red-qnet1.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-misc07.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-agg3.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-pk1.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-rout.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-lotfi.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-bandm.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-aflow30a.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-sc105.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-vpm1.xml,1,-1,?,?,?,-1,?
bool/mpsReduced/mps-red-UMTS.xml,1,70.827157,?,?,?,-1,?
bool/mpsReduced/mps-red-recipe.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-timtab2.xml,1,89.805375,?,?,?,-1,?
bool/mpsReduced/mps-red-ran14x18.xml,1,100,0,0,0.983264,-1,0
bool/mpsReduced/mps-red-kb2.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-stocfor1.xml,1,100,?,?,1,-1,?
bool/mpsReduced/mps-red-ran16x16.xml,1,?,0,0,0.982533,?,0
bool/mpsReduced/mps-red-bal8x12.xml,1,100,0,0,0.969925,-1,0
bool/mpsReduced/mps-red-harp2.xml,1,-1,?,?,?,-1,?
bool/mpsReduced/mps-red-pp08a.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-misc02.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-rgn.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-noswot.xml,1,?,0,0,1,?,0
bool/mpsReduced/mps-red-fiber.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-misc05.xml,1,91.489362,?,?,?,-1,?
bool/mpsReduced/mps-red-mkc.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare2.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-share2b.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-vpm2.xml,1,-1,?,?,?,-1,?
bool/mpsReduced/mps-red-bg512142.xml,1,99.934938,?,?,?,-1,?
bool/mpsReduced/mps-red-blend2.xml,1,93.877551,?,?,?,-1,?
bool/mpsReduced/mps-red-bienst1.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-bell4.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran6x43.xml,1,100,0,0,1,-1,0
bool/mpsReduced/mps-red-railway-8-1-0.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-ran4x64.xml,1,100,0,0,1,-1,0
bool/mpsReduced/mps-red-bell3b.xml,1,85.806452,?,?,?,-1,?
bool/mpsReduced/mps-red-net12.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-agg2.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-aflow40b.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-usAbbrv-8-25-70.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-pp08aCUTS.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-vtp-base.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-ran12x21.xml,1,100,0,0,1,-1,0
bool/mpsReduced/mps-red-mas74.xml,1,?,0,0,0.981818,?,0
bool/mpsReduced/mps-red-bell3a.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-sample2.xml,1,95.522388,?,?,?,-1,?
bool/mpsReduced/mps-red-share1b.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-boeing2.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-neos14.xml,1,100,?,?,?,-1,?
bool/mpsReduced/mps-red-ran10x12.xml,1,100,0,0,0.969231,-1,0
bool/mpsReduced/mps-red-qnet1-o.xml,1,?,?,?,?,?,?
bool/mpsReduced/mps-red-mas76.xml,1,?,0,0,0.981818,?,0
bool/mpsReduced/mps-red-bell5.xml,1,?,?,?,?,?,?
bool/circuits/c8.xml,1,?,0,0,0.862069,?,0
bool/circuits/C17.xml,1,?,0,0,0.6,?,0
bool/circuits/cm42a.xml,1,?,0,0,0.789474,?,0
bool/circuits/cmb.xml,1,?,0,0,0.833333,?,0
bool/circuits/C432.xml,1,?,0,0,0.878788,?,0
bool/circuits/cc.xml,1,?,0,0,0.833333,?,0
bool/circuits/b1.xml,1,?,0,0,0.666667,?,0
bool/ppp/ppp-3-13-25-26.xml,1,3.818251,0,0,0.934426,-1,0
bool/ppp/ppp-1-11-19-21.xml,1,3.930419,0,0,0.935484,-1,0
bool/ppp/ppp-1-3-13-19.xml,1,3.911932,0,0,0.934426,-1,0
bool/ppp/ppp-1-13.xml,1,3.847389,0,0,0.934426,-1,0
bool/ppp/ppp-1-9-16-19.xml,1,3.871156,0,0,0.933333,-1,0
bool/ppp/ppp-1-12-16.xml,1,3.771278,0,0,0.932203,-1,0
bool/jnh/jnh-12.xml,1,?,0,0,0.714286,?,0
bool/jnh/jnh-7.xml,1,?,0,0,0.692308,?,0
bool/jnh/jnh-212.xml,1,?,0,0,0.714286,?,0
bool/jnh/jnh-17.xml,1,?,0,0,0.714286,?,0
bool/jnh/jnh-220.xml,1,?,0,0,0.714286,?,0
bool/jnh/jnh-217.xml,1,?,0,0,0.714286,?,0
bool/jnh/jnh-204.xml,1,?,0,0,0.714286,?,0
bool/jnh/jnh-1.xml,1,?,0,0,0.75,?,0
bool/jnh/jnh-218.xml,1,?,0,0,0.714286,?,0
bool/jnh/jnh-201.xml,1,?,0,0,0.75,?,0
bool/jnh/jnh-205.xml,1,?,0,0,0.714286,?,0
bool/jnh/jnh-207.xml,1,?,0,0,0.714286,?,0
bool/jnh/jnh-210.xml,1,?,0,0,0.692308,?,0
bool/jnh/jnh-213.xml,1,?,0,0,0.714286,?,0
bool/jnh/jnh-301.xml,1,?,0,0,0.75,?,0
bool/jnh/jnh-209.xml,1,?,0,0,0.714286,?,0
bool/pseudoGLB/normalized-army8-9bt.xml,1,?,0,0,0.916667,?,0
bool/pseudoGLB/normalized-t2001-13queen13-1111226241.xml,1,0,0,0,0.994186,100,0
bool/pseudoGLB/normalized-t3002-11tsp11-1900552311.xml,1,0,0,0,0.98939,100,0
bool/pseudoGLB/normalized-pigeon-cardinality-31-30.xml,1,0,0,0,0.826087,100,0
bool/pseudoGLB/normalized-pigeon-clauses-45-40.xml,1,0,0.333333,0.333333,0.916667,100,0.25
bool/pseudoGLB/normalized-25s-smv.xml,1,0,?,?,?,100,?
bool/pseudoGLB/normalized-dbst-v30-e350-d15-mw10-3.PB06.xml,1,?,?,?,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900567024.xml,1,0,0,0,0.991209,100,0
bool/pseudoGLB/normalized-pigeon-cardinality-41-40.xml,1,0,0,0,0.870968,100,0
bool/pseudoGLB/normalized-t2001-13queen13-1110978113.xml,1,0,0,0,0.994342,100,0
bool/pseudoGLB/normalized-t2001-13queen13-1110967523.xml,1,0,0,0,0.994865,100,0
bool/pseudoGLB/normalized-t3002-11tsp11-1900568706.xml,1,0,0,0,0.990361,100,0
bool/pseudoGLB/normalized-army11-17ls.xml,1,0,0,0,0.943662,100,0
