@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE o_deg_cons NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE gr_min_clust_cg NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE o_dom_deg NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE dy_fails NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE dy_nodes NUMERIC
@ATTRIBUTE o_dom_std NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE dy_ratio_nodes NUMERIC
@ATTRIBUTE dy_ratio_props NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE s_input_order NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE s_other_val NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE o_de NUMERIC
@ATTRIBUTE gr_min_deg_cg NUMERIC
@ATTRIBUTE d_int_vars NUMERIC

@DATA
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/09.dzn,1,0.310104,0,0,1,0.626479,0.373521,0.557489,1,7.924813,4.853027,1.317199,0.953548,0.420737,0,1.077443,0.788778,1,3.327766,0.000368,1.094559,2.581118,1.570342,2.005262,0.666015,0.079527,0.612583,0.149007,-0.353906,0,2.070913,0.950719,82,82,12155.406741,0.644739,14519,0,2928.491004,1665,1,30145,4.554434,8625,4303.654687,33.284213,2808.914978,5007.585435,2718,0,2.271775,1.957987,1.236579,3.924022,0.481639,3230.84,2,0.028571,1,0.196005,0,2198,1,3,821
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/10.dzn,1,-1,0,0,1,0.629397,0.370603,-1,-1,8.174926,4.776876,1.298467,-1,0.412219,0,1.074275,0.791406,1,3.333746,-1,1.092753,2.568544,1.582794,1.996595,0.66633,0.071655,0.610778,0.149701,-1,-1,2.062886,0.940732,-1,-1,14937.508203,0.645376,15651,0,3588.077495,2040,1,32983,-1,10789,5359.587557,35.369401,3443.16973,6159.49435,3340,0,2.29508,1.984298,1.236579,3.994447,0.474517,2431.89,2,0.028571,1,-1,0,2701,-1,3,1001
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/medium_05.dzn,1,0.619175,0,1,0,0.584856,0.415144,0.637561,1,5.426265,3.572204,1.228753,0.978351,0.860159,13,1.843849,2.429713,1,3.435012,0.008499,1.77042,2.295541,1.538291,1.621332,1.592922,1.09599,0.373938,0,0.030718,0,2.126112,0.321716,40,13.333333,2606.190742,0.482795,58728,0.036827,650.878655,132,1,117616,3.844197,1624,534.923833,122.09903,475.847223,617.797657,353,0.399478,1.265659,1.396668,0.921671,4.240209,0.49932,3839.3,2,0.5,0,1.038879,1,383,3,0,159
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.2.dzn,1,1.594261,0,0,0,0.747423,0.252577,0.270588,0,1.036885,0.866431,0.585543,0.858637,0.00282,0,1.000217,1.148069,1,3.059571,0.005882,1.365459,1.786629,0.940475,1.786629,1.136138,0,0.005882,0.282353,-0.504114,0,2.307031,0.046592,7,7,919.807355,0.172762,103197,0,170.036885,1,2,206408,13.892444,393,178.042416,50.807355,195.807355,303.454958,170,6.190722,1.564469,0.917744,0.876289,2.025773,0.499966,44941.6,2,0.0625,1,0.211329,0,194,48,2,49
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_6.dzn,1,1.400096,0,0,0,0,1,0.336012,1,24.253497,1.396447,1.14605,0.919039,0,0,24.253497,2.492171,24.253497,3.622882,0.000203,3.15605,0.375475,1.010351,0.375475,2.492171,0,1,0,-2.812026,0,1.782067,0,20000001,20000001,196938.393499,0.975041,21830,0,119351.45744,4921,24.253497,43788,0,64020003201,26421667987.75,994.393366,77635.443053,23284.501607,4921,0.024992,0.215428,8254191.811231,1.537332,20000001,0.498538,3538.42,20000001,5000000.25,0,0.394212,0,3201,40,1,3201
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/6ShipsMixed.dzn,1,-1,0,1,0,0.78344,0.21656,-1,-1,15.708376,-1,0.52971,-1,0.624156,0,1.887802,0.893965,1,2.824645,-1,-1,2.567118,2.529774,1.285116,0.555568,1.617428,0.520057,0.217206,-1,-1,3.272385,0.787578,-1,-1,37065.526439,0.355358,6701,0,14636.130636,4032,1,13812,-1,685403,501114.408082,109.958634,8806.225761,15262.531119,7753,0.085637,3.816994,74.893799,1.158721,102.436557,0.485158,1664.37,2,0.012903,0,-1,1,6691,-1,-1,1449
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.1.dzn,1,1.594261,0,0,0,0.747423,0.252577,0.270588,0,1.036885,0.866431,0.585543,0.858637,0.00282,0,1.000217,1.143693,1,2.960662,0.005882,1.365459,1.721586,0.943378,1.721586,1.131355,0,0.005882,0.282353,-0.505708,0,2.373171,0.046592,7,7,908.807355,0.172555,106970,0,170.036885,1,2,213955,13.892444,393,178.084504,50.807355,195.807355,302.266901,170,6.190722,1.55447,0.917961,0.876289,2.025773,0.499965,44009.7,2,0.066667,1,0.213892,0,194,48,2,49
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_5_20_1.dzn,1,0.697864,0,1,0,0.422535,0.577465,0.515285,1,6.716793,3.531697,2.201125,0.95423,0.543924,0,3.27153,1.808547,1,3.273428,0.002217,1.290285,4.250655,0.985038,1.502457,1.52895,2.158246,0.496674,0.325942,-0.504955,0,3.010225,2.31155,901,901,9518.614627,0.691978,71072,0.004435,1475.460161,224,2,142692,8.95882,16166,7824.569745,207.469667,1502.160202,1404.92872,451,2.263581,1.586518,15.743601,0.907445,32.527163,0.49808,4122.37,2,0.285714,0,0.19888,1,497,45,2,287
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_3.dzn,1,1.400092,0,0,0,0,1,0.336013,1,24.253497,1.396447,1.14605,0.919039,0,0,24.253497,2.49229,24.253497,3.622993,0.000203,3.156119,0.375475,1.010264,0.375475,2.49229,0,1,0,-2.812026,0,1.782067,0,20000001,20000001,196938.393499,0.975041,21280,0,119351.45744,4921,24.253497,42625,0,64020003201,26421667987.75,994.393366,77635.443053,23284.495375,4921,0.024992,0.215428,8254191.811231,1.537332,20000001,0.499238,3093.9,20000001,5000000.25,0,0.394212,0,3201,40,1,3201
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.1.dzn,1,1.58114,0,0,0,0.745192,0.254808,0.274302,0,1.034101,0.976799,0.586577,0.863121,0.00252,0,1.000187,1.164253,1,3.081583,0.005495,1.371493,1.83798,0.943644,1.83798,1.15315,0,0.005495,0.285714,-0.498149,0,2.396448,0.043941,7,7,1021.807355,0.166965,99737,0,182.034101,1,2,199488,14.387495,421,190.128146,54.807355,209.807355,329.480897,182,6.754808,1.598072,0.914078,0.875,2.024038,0.499965,39316.9,2,0.0625,1,0.203922,0,208,52,2,53
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_20_1.dzn,1,0.698235,0,1,0,0.4414,0.5586,0.52213,1,7.227985,3.50768,2.087748,0.937275,0.557252,0,3.397614,2.079193,1,3.22927,0.001692,1.360711,4.275372,1.013187,1.463517,1.763898,2.218621,0.497462,0.316413,-0.473532,0,3.132882,2.290084,1101,1101,15870.377532,0.87669,75810,0.003384,2007.98985,294,2,152530,8.917267,24541,11492.003225,251.682057,2036.304128,1870.228559,591,2.929985,1.74269,17.491634,0.899543,37.35312,0.497017,2708.5,2,0.285714,0,0.174781,1,657,55,2,367
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff59.dzn,1,1.361095,1,0,1,0,1,0.324505,1,9.475733,1.955615,3.905051,0.926504,0.015857,0,9.354814,0.430964,8.870365,1.798124,0.001266,1.101121,4.782413,1.311141,0.98141,0.432072,0,0.987342,0,-0.445245,0,4.319826,3.876575,19189,19189,17081.290234,0.290814,38354,0,7390.302773,780,9.475733,76893,27.748724,518909,265736.270936,254.232599,7278.010833,3468.800623,790,0.042254,1.286912,340.251307,1.011524,664.416133,0.498797,21023.2,468,24.551724,1,0.427009,0,781,26,2,781
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.2.dzn,1,1.599277,0,0,0,0.748815,0.251185,0.27027,0,1.034101,0.864139,0.581067,0.85692,0.0025,0,1.000184,1.164578,1,3.043669,0.005405,1.384803,1.756217,0.953467,1.756217,1.153516,0,0.005405,0.281081,-0.49785,0,2.252035,0.043414,7,7,1032.807355,0.156565,97514,0,185.034101,1,2,195045,14.491377,427,193.080697,54.807355,212.807355,333.316174,185,6.658768,1.597559,0.915074,0.876777,2.023697,0.499956,41533.3,2,0.0625,1,0.204656,0,211,52,2,53
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.3.dzn,1,1.550433,0,0,0,0.738916,0.261084,0.282486,0,1.034101,0.880599,0.596019,0.873561,0.002555,0,1.000193,1.156784,1,3.104586,0.00565,1.349332,1.8725,0.916728,1.8725,1.146331,0,0.00565,0.293785,-0.501845,0,2.304855,0.04485,7,7,1035.807355,0.168836,102128,0,177.034101,1,2,204269,14.21267,411,185.012898,54.807355,204.807355,327.003813,177,6.921182,1.601439,0.911394,0.871921,2.024631,0.499968,38530.6,2,0.060606,1,0.196325,0,203,52,2,53
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_3_3_30_1.dzn,1,0.689417,0,1,0,0.291815,0.708185,0.521603,1,6.056708,3.392545,2.518395,0.962014,0.511989,0,3.147076,1.213946,1,3.286487,0.003745,1.237546,3.968134,1.060765,1.570187,1.033173,2.332076,0.494382,0.385768,-0.446883,0,2.52629,2.468371,781,781,3270.047036,0.327089,136467,0.007491,840.26932,132,2,273141,9.695295,9144,4831.942053,180.909558,873.465548,810.847701,267,1.24911,1.65496,17.195523,0.950178,32.540925,0.499621,12237.9,2,0.243243,0,0.260426,1,281,39,2,199
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model20-3-5.dzn,1,0.4602,0,1,0,0.648148,0.351852,0.53278,0,3.139517,2.90504,0.943064,0.955931,0.28431,0,1.306239,1.665442,1,3.210963,0.003279,1.144968,2.154957,0.754759,0.952347,1.024247,0.994341,0.459016,0.065574,-1.023865,0,2.887558,1.060879,100016,100016,1140.292971,0.378627,184807,0.016393,398.402823,140,2,369652,14.662878,100546,100180.902564,48.76049,278.432511,459.990652,305,0.189815,0.715918,463.800475,1.412037,465.490741,0.499949,40366.3,2,0.153846,0,0.266996,1,216,10,1,76
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model30-4-6.dzn,1,0.319896,0,1,0,0.710706,0.289294,0.606333,0,2.978127,3.038005,0.993058,0.577004,0.358875,0,1.378036,2.305105,1,3.406426,0.001225,1.444957,1.695185,0.753422,0.566937,1.24315,1.038687,0.392157,0.029412,-0.961802,0,2.790951,0.878584,240025,240025,3219.023675,0.394721,154325,0.009804,1124.476991,320,2,308694,20.928449,241169,240323.637296,92.321928,558.44825,1225.959758,816,0.138952,0.823497,547.434254,1.85877,549.359909,0.499929,13144.6,2,0.153846,0,0.207958,1,439,16,1,127
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_3_20_1.dzn,1,0.692972,0,1,0,0.385757,0.614243,0.50823,1,6.210112,3.564783,2.287016,0.928643,0.524348,0,3.085834,1.433198,1,3.318525,0.003215,1.199419,4.189744,0.954104,1.563305,1.218064,2.205556,0.495177,0.344051,-0.530212,0,2.816521,2.365588,701,701,4723.716704,0.470745,109080,0.006431,959.694415,154,2,218288,9.600911,8891,4514.982966,163.18438,985.13233,942.348323,311,1.557864,1.444347,13.397576,0.922849,26.382789,0.499707,8488.25,2,0.285714,0,0.23419,1,337,35,2,207
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model50-4-4.dzn,1,0.290794,0,1,0,0.796221,0.203779,0.695121,0,3.307478,3.116492,0.84223,0.419921,0.390604,0,1.477287,3.164058,1,3.493077,0.000709,1.92759,1.609224,0.675835,0.432651,1.783795,1.077079,0.425532,0.021277,-0.816962,0,1.993403,0.812855,300041,300041,6334.260707,0.243394,121796,0.007092,2082.974763,600,2,243659,27.202941,302051,300533.366234,168.681367,933.360111,2203.815544,1410,0.136302,0.986545,405.578092,1.902834,407.626181,0.499863,6319.65,2,0.090909,0,0.19403,1,741,20,1,151
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model55-3-12.dzn,1,0.340301,0,1,0,0.734864,0.265136,0.70576,0,3.443816,2.97219,0.654813,0.606448,0.408632,0,1.501355,3.375379,1,3.569023,0.000614,2.072155,1.607132,0.997887,0.517291,1.750287,1.058246,0.425676,0.033784,-0.673288,0,2.430425,0.719483,220045,220045,7584.787241,0.354253,146994,0.006757,2444.206712,693,2,294072,30.935415,222564,220741.082234,192.853702,1161.295737,2606.911918,1628,0.115866,1.166578,230.418666,1.699374,232.321503,0.499857,3048.63,2,0.083333,0,0.214558,1,958,22,1,254
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_01.dzn,1,0.927016,0,1,0,0.788644,0.211356,0.404373,1,6.129283,3.10533,1.207826,0.986306,0.777129,4,2.582405,1.757786,1,2.651856,0.013228,1.314011,1.732975,1.690173,1.207877,1.230064,1.333844,0.460317,0,0.495581,0,2.255244,0.428544,65,13,2793.265876,0.35433,12613,0.010582,976.149064,174,1,25336,3.086758,2397,521.496187,178.232075,450.254443,776.763095,378,0.410095,1.39547,1.645098,1.192429,7.561514,0.497829,2619.41,2,0.5,0,1.691569,1,317,5,0,67
