@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 128'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_CG-entropy NUMERIC
@ATTRIBUTE support_CG-entropy NUMERIC
@ATTRIBUTE directorder_cluster-coeff-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_cluster-coeff-max NUMERIC
@ATTRIBUTE directorder_cluster-coeff-min NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_CG-min NUMERIC
@ATTRIBUTE direct_CG-entropy NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE directorder_CG-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE direct_cluster-coeff-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE support_CG-min NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE support_CG-mean NUMERIC
@ATTRIBUTE direct_cluster-coeff-max NUMERIC
@ATTRIBUTE csp_log_bits NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE direct_cluster-coeff-min NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE direct_CG-min NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE support_VCG-VAR-mean NUMERIC
@ATTRIBUTE support_VG-mean NUMERIC
@ATTRIBUTE directorder_cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE direct_CG-mean NUMERIC
@ATTRIBUTE directorder_CG-max NUMERIC
@ATTRIBUTE directorder_VG-max NUMERIC
@ATTRIBUTE support_VG-max NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE direct_CG-max NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE csp_log_booleans NUMERIC
@ATTRIBUTE direct_HORNY-VAR-mean NUMERIC
@ATTRIBUTE direct_VG-max NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE support_VG-min NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-max NUMERIC
@ATTRIBUTE direct_VG-mean NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE direct_HORNY-VAR-max NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-min NUMERIC
@ATTRIBUTE support_CG-max NUMERIC
@ATTRIBUTE support_VCG-VAR-min NUMERIC
@ATTRIBUTE csp_log_extra_ranges NUMERIC
@ATTRIBUTE direct_VCG-VAR-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_VCG-VAR-mean NUMERIC
@ATTRIBUTE csp_log_extra_booleans NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-min NUMERIC
@ATTRIBUTE direct_VG-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE direct_VCG-VAR-min NUMERIC
@ATTRIBUTE support_VCG-VAR-max NUMERIC
@ATTRIBUTE directorder_CG-coeff-variation NUMERIC
@ATTRIBUTE direct_VCG-VAR-max NUMERIC
@ATTRIBUTE directorder_nvars NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_HORNY-VAR-mean NUMERIC
@ATTRIBUTE csp_log_ranges NUMERIC
@ATTRIBUTE direct_cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_CG-coeff-variation NUMERIC
@ATTRIBUTE directorder_VCG-VAR-min NUMERIC
@ATTRIBUTE directorder_VCG-VAR-max NUMERIC
@ATTRIBUTE directorder_nclausesOrig NUMERIC
@ATTRIBUTE directorder_VG-min NUMERIC
@ATTRIBUTE direct_HORNY-VAR-min NUMERIC
@ATTRIBUTE direct_nclausesOrig NUMERIC
@ATTRIBUTE support_HORNY-VAR-max NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE support_nclausesOrig NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-min NUMERIC
@ATTRIBUTE directorder_nvarsOrig NUMERIC
@ATTRIBUTE directorder_nclauses NUMERIC
@ATTRIBUTE support_HORNY-VAR-min NUMERIC
@ATTRIBUTE directorder_VG-coeff-variation NUMERIC
@ATTRIBUTE direct_CG-coeff-variation NUMERIC
@ATTRIBUTE direct_nclauses NUMERIC
@ATTRIBUTE direct_Pre-featuretime NUMERIC
@ATTRIBUTE csp_percent_alldiff NUMERIC
@ATTRIBUTE support_VG-coeff-variation NUMERIC
@ATTRIBUTE csp_log_extra_bits NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE directorder_VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE csp_percent_ext NUMERIC
@ATTRIBUTE support_nclauses NUMERIC
@ATTRIBUTE directorder_KLB-featuretime NUMERIC
@ATTRIBUTE support_nvarsOrig NUMERIC
@ATTRIBUTE support_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE direct_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE support_VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE directorder_reducedClauses NUMERIC
@ATTRIBUTE support_Pre-featuretime NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE directorder_vars-clauses-ratio NUMERIC
@ATTRIBUTE direct_VG-coeff-variation NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC

@DATA
bool/fpga/fpga-13-11.xml,1,100,0,0,0.75,-1,0,0.851852,0.319023,0.186351,3.174382,3.213679,0.330583,0.311313,0.002045,0.7,0.033966,0.851852,0.000175,3.213679,0,0.00093,0.7,0.617184,0.029703,0.175778,0.311313,0.002045,0.000161,32.191011,0.000856,0.7,-1,0,72.640449,0.396302,0.250997,0.396302,0.175778,0.029703,0.597159,0.000161,0.002086,0.000597,0.000597,0.000746,0.521612,0.000856,0.008631,0.004315,0.003965,0.459836,0.007985,0.720989,7.748193,0.000465,0.003965,0.000755,0.000375,0.002041,0.000746,0.459836,0.001876,0.000455,0.007985,0.000375,10.524542,0.000597,0.000597,0.000455,0.000424,0.549088,92.752809,0.000561,0.000561,-1,0.000417,0.000375,0.720989,0.000375,0.005144,1.167581,0.005144,4794,0.250997,0.000465,-1,0.549088,0.256518,1.135878,0.000292,0.005598,21042,0.000292,0.000107,21838,0.001876,0.352536,22016,0.000117,9014,17148,0.000107,0.5117,1.135878,18661,0.05,-1,0.441474,-1,1.414214,0.715337,1.414214,0,100,0,18661,0.06,5172,0.432718,0.432718,0.651843,0.227082,0.05,0.398414,0.809774,0.279566,0.441474,0.937369
bool/fpga/fpga-40-40.xml,1,100,0,0,0.870968,-1,0,0.950617,0.364049,0.210929,-512,-512,-1,-1,0.000125,0,-1,0.950617,-1,-512,0,-1,0,0.504297,-1,0.177883,-1,0.000125,-1,29.302326,-1,0,-1,0,200,0.519797,0.312221,0.519797,0.177883,-1,0.709401,-1,0.000156,0.000012,0.000012,0.000017,0,-1,0,0.000236,0.000164,0.435481,0,0.745371,11.228819,0.000011,0.000164,0.000021,0.000005,0.000117,0.000017,0.435481,0.000081,0.00001,0,0.000005,15.283378,0.000012,0.000012,0.00001,0.00001,0,213.953488,0.000011,0.000011,-1,0.000008,0.000005,0.745371,0.000005,0.000216,0,0.000216,244240,0.312221,0.000011,-1,0,0.393796,0,0.000005,0.000312,1128400,0.000005,0.000003,1585080,0.000081,0.566204,1586800,0.000004,380680,1037840,0.000003,0.727872,0,1497920,4.55,-1,0.600322,-1,1.414214,0.979832,1.414214,0,100,0,1497920,161.17,209480,0.637753,0.637753,0.783746,0.087258,4.58,0.389424,0.907307,0.235335,0.600322,0.973599
bool/fpga/fpga-35-35.xml,1,100,0,0,0.846154,-1,0,0.943662,0.365616,0.202356,3.181835,3.432242,0.260006,0.21893,0.000151,0.7,0.005666,0.943662,0.000005,3.432242,0,0.000032,0.7,0.513009,0.003788,0.172242,0.21893,0.000151,0.000003,29.210526,0.000024,0.7,-1,0,175.135338,0.510892,0.299589,0.510892,0.172242,0.003788,0.706013,0.000003,0.0002,0.000019,0.000019,0.000026,0.682439,0.000024,0.000595,0.000327,0.000237,0.438824,0.00062,0.741341,10.843921,0.000017,0.000237,0.000031,0.000008,0.000161,0.000026,0.438824,0.000117,0.000015,0.00062,0.000008,14.745884,0.000019,0.000019,0.000015,0.000014,0.763931,188.954887,0.000017,0.000017,-1,0.000013,0.000008,0.741341,0.000008,0.000313,1.603475,0.000313,159991,0.299589,0.000017,-1,0.763931,0.376306,1.383589,0.000008,0.000432,719656,0.000008,0.000002,967486,0.000117,0.533271,968816,0.000003,250467,656899,0.000002,0.693756,1.383589,908590,2.77,-1,0.577206,-1,1.414214,0.916188,1.414214,0,100,0,908590,68.98,138359,0.616889,0.616889,0.753813,0.095535,2.79,0.398557,0.901298,0.243555,0.577206,0.975442
bool/fpga/fpga-40-39.xml,1,100,0,0,0.870968,-1,0,0.950617,0.365814,0.207223,3.194003,3.483181,0.252174,0.208732,0.000131,0.7,0.004536,0.950617,0.000003,3.483181,0,0.000022,0.7,0.503964,0.002933,0.173907,0.208732,0.000131,0.000002,29.284863,0.000016,0.7,-1,0,195.23242,0.520427,0.309794,0.520427,0.173907,0.002933,0.712489,0.000002,0.000163,0.000013,0.000013,0.000018,0.703823,0.000016,0.000498,0.000244,0.00017,0.434649,0.000544,0.745805,11.192293,0.000012,0.00017,0.000022,0.000005,0.000121,0.000018,0.434649,0.000084,0.00001,0.000544,0.000005,15.217579,0.000013,0.000013,0.00001,0.00001,0.788618,209.177592,0.000012,0.000012,-1,0.000009,0.000005,0.745805,0.000005,0.000225,1.640841,0.000225,233198,0.309794,0.000012,-1,0.788618,0.394747,1.395006,0.000005,0.000323,1064054,0.000005,0.000001,1485598,0.000084,0.556072,1487276,0.000002,360894,978058,0.000001,0.717417,1.395006,1403654,4.19,-1,0.59321,-1,1.414214,0.932923,1.414214,0,100,0,1403654,146.44,198718,0.635678,0.635678,0.760744,0.087925,4.22,0.39275,0.907947,0.23843,0.59321,0.978004
bool/fpga/fpga-35-33.xml,1,100,0,0,0.846154,-1,0,0.943662,0.365642,0.200973,3.170784,3.422905,0.26324,0.223178,0.000171,0.7,0.005715,0.943662,0.000005,3.422905,0,0.000036,0.7,0.517245,0.004376,0.173992,0.223178,0.000171,0.000004,29.164013,0.000027,0.7,-1,0,165.660828,0.50538,0.29478,0.50538,0.173992,0.004376,0.702671,0.000004,0.000228,0.000021,0.000021,0.000029,0.67594,0.000027,0.000718,0.000361,0.000265,0.440668,0.000725,0.739321,10.759056,0.000019,0.000265,0.000035,0.000009,0.000177,0.000029,0.440668,0.00013,0.000017,0.000725,0.000009,14.595083,0.000021,0.000021,0.000017,0.000016,0.755647,179.458599,0.000019,0.000019,-1,0.000014,0.000009,0.739321,0.000009,0.00035,1.567029,0.00035,140353,0.29478,0.000019,-1,0.755647,0.368734,1.360321,0.000009,0.000476,627763,0.000009,0.000003,830137,0.00013,0.526539,831393,0.000004,220882,570933,0.000003,0.688744,1.360321,776972,2.46,-1,0.575769,-1,1.414214,0.902532,1.414214,0,100,0,776972,53.19,122238,0.61703,0.61703,0.75212,0.099539,2.37,0.400628,0.898123,0.245831,0.575769,0.974731
bool/fpga/fpga-25-25.xml,1,100,0,0,0.833333,-1,0,0.921569,0.350302,0.1945,3.131741,3.292971,0.281805,0.247924,0.000365,0.7,0.011069,0.921569,0.000014,3.292971,0,0.000088,0.7,0.536287,0.006579,0.173775,0.247924,0.000365,0.000011,28.928571,0.00007,0.7,-1,0,125.185714,0.483648,0.283844,0.483648,0.173775,0.006579,0.689669,0.000011,0.0004,0.000054,0.000054,0.000072,0.628236,0.00007,0.001008,0.000734,0.000574,0.444669,0.001219,0.735247,9.873444,0.000047,0.000574,0.000083,0.000026,0.00036,0.000072,0.444669,0.000282,0.000043,0.001219,0.000026,13.40886,0.000054,0.000054,0.000043,0.000041,0.690292,138.585714,0.000049,0.000049,-1,0.000036,0.000026,0.735247,0.000026,0.000756,1.450602,0.000756,54952,0.283844,0.000047,-1,0.690292,0.337971,1.311799,0.000024,0.000966,237054,0.000024,0.000007,292897,0.000282,0.469837,293597,0.000009,88881,211213,0.000007,0.622427,1.311799,269814,0.84,-1,0.518847,-1,1.414214,0.850224,1.414214,0,100,0,269814,8.4,49566,0.553925,0.553925,0.712772,0.122346,0.86,0.41212,0.880438,0.260173,0.518847,0.968676
bool/fpga/fpga-45-43.xml,1,100,0,0,0.888889,-1,0,0.956044,0.36656,0.210375,-512,-512,-1,-1,0.000113,0,-1,0.956044,-1,-512,0,-1,0,0.496696,-1,0.171824,-1,0.000113,-1,29.346563,-1,0,-1,0,215.522749,0.527799,0.316824,0.527799,0.171824,-1,0.715803,-1,0.000129,0.000009,0.000009,0.000013,0,-1,0,0.00019,0.000129,0.432259,0,0.748356,11.503329,0.000009,0.000129,0.000016,0.000003,0.000094,0.000013,0.432259,0.000063,0.000008,0,0.000003,15.642982,0.000009,0.000009,0.000008,0.000007,0,229.574056,0.000008,0.000008,-1,0.000006,0.000003,0.748356,0.000003,0.00017,0,0.00017,325248,0.316824,0.000009,-1,0,0.408104,0,0.000004,0.000252,1512058,0.000004,0.000001,2177692,0.000063,0.581585,2179758,0.000001,499882,1397544,0.000001,0.744083,0,2066944,6.11,-1,0.614987,-1,1.414214,0.954361,1.414214,0,100,0,2066944,284.96,274558,0.658214,0.658214,0.774744,0.081939,6,0.385355,0.912922,0.232728,0.614987,0.979115
bool/fpga/fpga-15-14.xml,1,100,0,0,0.75,-1,0,0.870968,0.340747,0.176413,2.859702,2.949707,0.316733,0.298286,0.00107,0.7,0.026316,0.870968,0.000091,2.949707,0,0.00042,0.7,0.585931,0.020619,0.169002,0.298286,0.00107,0.000081,31.778656,0.000381,0.7,-1,0,87.15415,0.429625,0.243243,0.429625,0.169002,0.020619,0.641991,0.000081,0.001281,0.000306,0.000306,0.000396,0.565632,0.000381,0.003038,0.001914,0.001697,0.450763,0.003259,0.72721,8.299208,0.000252,0.001697,0.000415,0.000189,0.000486,0.000396,0.450763,0.000808,0.000238,0.003259,0.000189,11.274378,0.000306,0.000306,0.000238,0.000224,0.592497,107.905138,0.000283,0.000283,-1,0.000213,0.000189,0.72721,0.000189,0.001724,1.035189,0.001724,9370,0.243243,0.000252,-1,0.592497,0.268496,0.992747,0.000152,0.001944,39199,0.000152,0.000054,42152,0.000808,0.37256,42405,0.000061,16235,32920,0.000054,0.496312,0.992747,37123,0.11,-1,0.424207,-1,1.414214,0.648656,1.414214,0,100,0,37123,0.24,9251,0.463065,0.463065,0.591405,0.190735,0.1,0.418591,0.838882,0.284629,0.424207,0.97093
bool/fpga/fpga-20-20.xml,1,100,0,0,0.789474,-1,0,0.902439,0.333067,0.192315,3.024435,3.148912,0.296305,0.267427,0.000564,0.7,0.015717,0.902439,0.00003,3.148912,0,0.000193,0.7,0.557525,0.010363,0.173983,0.267427,0.000564,0.000025,31.304348,0.000156,0.7,-1,0,117.391304,0.46115,0.278449,0.46115,0.173983,0.010363,0.667428,0.000025,0.000674,0.000111,0.000111,0.000145,0.589455,0.000156,0.001693,0.001245,0.001024,0.450715,0.001744,0.730494,9.228819,0.000094,0.001024,0.000159,0.000057,0.000607,0.000145,0.450715,0.0005,0.000087,0.001744,0.000057,12.536247,0.000111,0.000111,0.000087,0.000081,0.638333,139.130435,0.000101,0.000101,-1,0.000075,0.000057,0.730494,0.000057,0.001343,1.454497,0.001343,26720,0.278449,0.000094,-1,0.638333,0.311774,1.367617,0.00005,0.001633,115100,0.00005,0.000033,134980,0.0005,0.443141,135440,0.00004,45140,100440,0.000033,0.596121,1.367617,122100,0.38,-1,0.498102,-1,1.414214,0.880021,1.414214,0,100,0,122100,1.94,25340,0.507516,0.507516,0.734479,0.145958,0.38,0.414974,0.860613,0.266029,0.498102,0.95221
bool/fpga/fpga-12-11.xml,1,100,0,0,0.733333,-1,0,0.84,0.321707,0.185887,3.115815,3.112755,0.333757,0.315166,0.002222,0.7,0.038896,0.84,0.000194,3.112755,0,0.000993,0.7,0.617603,0.030303,0.172532,0.315166,0.002222,0.000178,32.168675,0.000909,0.7,-1,0,71.566265,0.399297,0.247881,0.399297,0.172532,0.030303,0.598646,0.000178,0.002287,0.000646,0.000646,0.000809,0.518269,0.000909,0.00653,0.00459,0.004202,0.458535,0.005977,0.722156,7.629357,0.000506,0.004202,0.000828,0.000414,0.002263,0.000809,0.458535,0.002012,0.000494,0.005977,0.000414,10.400879,0.000646,0.000646,0.000494,0.000468,0.544296,91.445783,0.000613,0.000613,-1,0.000457,0.000414,0.722156,0.000414,0.005445,1.143817,0.005445,4373,0.247881,0.000506,-1,0.544296,0.254137,1.123201,0.000323,0.005948,19131,0.000323,0.000118,19773,0.002012,0.343861,19939,0.000129,8228,15467,0.000118,0.495286,1.123201,16897,0.05,-1,0.426957,-1,1.414214,0.697139,1.414214,0,100,0,16897,0.06,4724,0.415502,0.415502,0.637853,0.236891,0.05,0.397039,0.813215,0.282731,0.426957,0.945303
bool/fpga/fpga-20-18.xml,1,100,0.333333,0.333333,0.789474,-1,0,0.902439,0.34432,0.182146,2.91907,3.031918,0.301293,0.27676,0.000675,0.7,0.015839,0.902439,0.000038,3.031918,0,0.000184,0.7,0.559574,0.013158,0.163648,0.27676,0.000675,0.000032,31.442308,0.000159,0.7,-1,0,108.173077,0.463516,0.26423,0.463516,0.163648,0.013158,0.673309,0.000032,0.000813,0.000132,0.000132,0.000174,0.585625,0.000159,0.00187,0.000954,0.000798,0.444296,0.002237,0.734535,9.076816,0.000113,0.000798,0.000191,0.000105,0.000264,0.000174,0.444296,0.00042,0.000104,0.002237,0.000074,12.283088,0.000132,0.000132,0.000104,0.000098,0.62805,129.807692,0.00012,0.00012,-1,0.00009,0.000105,0.734535,0.000074,0.000798,1.143917,0.000798,22152,0.26423,0.000113,-1,0.62805,0.306132,1.073164,0.000063,0.000954,91814,0.000063,0.000032,105372,0.00042,0.399523,105788,0.000038,36536,79682,0.000032,0.541024,1.073164,95214,0.29,-1,0.455086,-1,1.414214,0.699045,1.414214,0,100,0,95214,1.33,20580,0.49848,0.49848,0.619381,0.152255,0.27,0.426194,0.864511,0.278005,0.455086,0.97746
bool/fpga/fpga-13-12.xml,1,100,0,0,0.75,-1,0,0.851852,0.310794,0.18362,3.123476,3.116506,0.322817,0.305216,0.001777,0.7,0.033966,0.851852,0.000148,3.116506,0,0.000911,0.7,0.599068,0.025316,0.179263,0.305216,0.001777,0.000135,32.020725,0.000825,0.7,-1,0,76.787565,0.394362,0.256131,0.394362,0.179263,0.025316,0.618681,0.000135,0.00179,0.000522,0.000522,0.000651,0.531026,0.000825,0.007907,0.003954,0.003607,0.467258,0.007259,0.715174,7.870365,0.000404,0.003607,0.000651,0.000316,0.001878,0.000651,0.467258,0.001713,0.000395,0.007259,0.000316,10.713387,0.000522,0.000522,0.000395,0.000362,0.553909,96.994819,0.000485,0.000485,-1,0.000358,0.000316,0.715174,0.000316,0.004689,1.24762,0.004689,5586,0.256131,0.000404,-1,0.553909,0.261743,1.215122,0.000247,0.00514,24752,0.000247,0.00009,25901,0.001713,0.382122,26094,0.000099,10515,20234,0.00009,0.560137,1.215122,22178,0.07,-1,0.475761,-1,1.414214,0.820024,1.414214,0,100,0,22178,0.08,6019,0.439912,0.439912,0.730282,0.223288,0.07,0.394979,0.805278,0.27607,0.475761,0.918256
bool/fpga/fpga-40-38.xml,1,100,0.333333,0.333333,0.870968,-1,0,0.950617,0.367824,0.202937,3.118827,3.415187,0.254207,0.211452,0.000137,0.7,0.004536,0.950617,0.000003,3.415187,0,0.000022,0.7,0.503146,0.003115,0.169317,0.211452,0.000137,0.000002,29.266504,0.000016,0.7,-1,0,190.464548,0.521325,0.307022,0.521325,0.169317,0.003115,0.716467,0.000002,0.000171,0.000014,0.000014,0.000018,0.701639,0.000016,0.000529,0.00017,0.000119,0.433689,0.000581,0.746329,11.154818,0.000012,0.000119,0.000023,0.000008,0.000042,0.000018,0.433689,0.000061,0.000011,0.000581,0.000005,15.150223,0.000014,0.000014,0.000011,0.00001,0.78488,204.400978,0.000012,0.000012,-1,0.000009,0.000008,0.746329,0.000005,0.000119,1.499116,0.000119,222716,0.307022,0.000012,-1,0.78488,0.395756,1.275741,0.000005,0.00017,1001548,0.000005,0.000002,1389276,0.000061,0.544833,1390912,0.000003,341628,920076,0.000002,0.706785,1.275741,1312548,3.96,-1,0.585464,-1,1.414214,0.881327,1.414214,0,100,0,1312548,133.37,188236,0.633111,0.633111,0.735614,0.088549,3.96,0.396515,0.908936,0.242063,0.585464,0.983277
bool/fpga/fpga-30-30.xml,1,100,0,0,0.826087,-1,0,0.934426,0.366926,0.191767,3.009336,3.27309,0.269935,0.232632,0.000207,0.7,0.007525,0.934426,0.000008,3.27309,0,0.000047,0.7,0.521462,0.005141,0.168615,0.232632,0.000207,0.000006,29.090909,0.000038,0.7,-1,0,150,0.498942,0.284786,0.498942,0.168615,0.005141,0.703144,0.000006,0.000286,0.000031,0.000031,0.000041,0.666318,0.000038,0.00077,0.000329,0.000249,0.441699,0.00082,0.737462,10.398744,0.000027,0.000249,0.000049,0.000014,0.000083,0.000041,0.441699,0.000117,0.000024,0.00082,0.000014,14.128478,0.000031,0.000031,0.000024,0.000023,0.738172,163.636364,0.000027,0.000027,-1,0.00002,0.000014,0.737462,0.000014,0.000251,1.385668,0.000251,97890,0.284786,0.000027,-1,0.738172,0.358557,1.216445,0.000013,0.000332,426900,0.000013,0.000004,548070,0.000117,0.498343,549060,0.000005,153510,385770,0.000004,0.656351,1.216445,510840,1.52,-1,0.549062,-1,1.414214,0.833567,1.414214,0,100,0,510840,25.83,85260,0.595018,0.595018,0.711908,0.106618,1.51,0.406797,0.894549,0.253752,0.549062,0.980636
bool/fpga/fpga-11-11.xml,1,100,0,0,0.714286,-1,0,0.826087,0.316774,0.185927,3.150476,3.2083,0.333975,0.315921,0.002179,0.7,0.043506,0.826087,0.000211,3.2083,0,0.001127,0.7,0.621301,0.030303,0.173999,0.315921,0.002179,0.000196,32.142857,0.001046,0.7,-1,0,71.103896,0.392428,0.248574,0.392428,0.173999,0.030303,0.592265,0.000196,0.002008,0.000717,0.000717,0.000892,0.515351,0.001046,0.007037,0.004996,0.004636,0.462179,0.006725,0.718623,7.507795,0.000553,0.004636,0.000895,0.000392,0.002393,0.000892,0.462179,0.00222,0.000545,0.006725,0.000457,10.280771,0.000717,0.000717,0.000545,0.000507,0.538375,90.779221,0.000675,0.000675,-1,0.000502,0.000392,0.718623,0.000457,0.006007,1.155787,0.006007,3985,0.248574,0.000553,-1,0.538375,0.251318,1.132461,0.000352,0.006474,17512,0.000352,0.000131,17992,0.00222,0.342261,18146,0.000141,7551,14210,0.000131,0.497004,1.132461,15316,0.05,-1,0.428861,-1,1.414214,0.719051,1.414214,0,100,0,15316,0.04,4337,0.40287,0.40287,0.65643,0.232372,0.05,0.396622,0.805348,0.280436,0.428861,0.935186
bool/fpga/fpga-35-34.xml,1,100,0,0,0.846154,-1,0,0.943662,0.368231,0.197697,3.121722,3.367739,0.261937,0.221855,0.000159,0.7,0.005715,0.943662,0.000005,3.367739,0,0.000031,0.7,0.511978,0.004065,0.167907,0.221855,0.000159,0.000004,29.187935,0.000024,0.7,-1,0,170.262954,0.511349,0.295281,0.511349,0.167907,0.004065,0.710463,0.000004,0.000211,0.00002,0.00002,0.000027,0.681374,0.000024,0.000638,0.000233,0.00017,0.438042,0.00067,0.741536,10.801708,0.000018,0.00017,0.000033,0.000008,0.000059,0.000027,0.438042,0.000083,0.000016,0.00067,0.000008,14.67049,0.00002,0.00002,0.000016,0.000015,0.761371,184.068059,0.000018,0.000018,-1,0.000013,0.000008,0.741536,0.000008,0.000171,1.44723,0.000171,151782,0.295281,0.000018,-1,0.761371,0.376228,1.248702,0.000008,0.000235,671907,0.000008,0.000002,895486,0.000083,0.522149,896779,0.000003,235219,612815,0.000002,0.683052,1.248702,840777,2.49,-1,0.569941,-1,1.414214,0.858571,1.414214,0,100,0,840777,62.19,130053,0.616272,0.616272,0.725689,0.096427,2.55,0.402461,0.902411,0.24768,0.569941,0.981778
