@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC

@DATA
./SAT03/industrial/goldberg/hard_eq_check/x1mul.miter.shuffled-as.sat03-359.cnf,1,0.7119,0.7996,0.7421,0.6544,0.6037,0.2299,0.0709,0.156,0.6934,?,0.4607,?,1.7742,?,0.9506,0.2365,1.4698,1.0593,1.5077,0.1013,0.6667,0.3013,0.1664,?,1.9525,0.5796,0.4592,0.7453,1.1569,0.3783,0.0648,1.1023,2559,2508.36,0.1787,2613,55571,0.1908,2516,0.1571,4.2715,0,0.0566,0.391,11,3.9069,?,2597,8756,55174,2.5108,0.1498,?,9.0507,537,437,0.0499,0.0359,7,437,698,512.5,8607,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top25.cnf,1,0.5502,0.5848,0.5724,0.4021,0.1545,0.1489,0.1815,0.1962,0.8351,?,0.4242,?,2.0728,?,0.9903,0.5749,2.1123,1.1357,1.2526,0.1749,0.9245,0.2432,0.1594,?,1.9524,0.3106,0.3877,0.6648,0.7296,0.0295,0.0788,1.2993,6609,6621.67,0.0874,6696,227126,0.2866,6550,0.532,2.0188,0,0.083,0.5536,6,1.8952,?,6579,71356,133536,1.6611,0.0076,?,5.4599,914,691,0.3084,0.0038,4,691,2337,1021,26201,0
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,0.9778,1,0.9987,0.7626,0.5,0.9842,0.32,0.0402,0.9853,?,0.9842,?,3.079,?,1,0.4657,3.7149,0.1222,0.8005,0.4933,0.9922,0.5,0.5524,?,3.5036,0.6748,0.5179,0.9597,1.3863,0.0688,0.2679,0,0,0,0.3638,0,5949456,0,0,0,2.1801,0,0.1322,13.2663,17,2.5235,?,0,249618,5923540,1.0806,0,?,15.5,0,0,0,0.0006,14,0,0,0,238057,0
./SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand064.cnf,1,0.3132,0.548,0.4877,0.3249,0.1275,0.2964,0.1834,0.1826,0.7464,?,0.4981,?,2.3172,?,1,0.7169,2.4201,1.4909,1.6108,0.1154,0.8824,0.4209,0.149,?,2.0606,0.4983,0.4802,0.7369,0.5583,0.0212,0.0897,1.487,6337,6326.88,0.1732,6408,276623,0.5886,6192,0.1626,1.8004,0,0.0535,0.7664,7,1.3596,?,6321,92464,136416,1.9878,0.0119,?,6.7536,519,344,0.9981,0.0026,6,344,559,429.5,24904,0
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-13-step17.cnf,1,0.8123,0.9513,0.949,0.6114,0.2212,0.9005,0.2947,0.1563,0.9644,0,0.9064,0.0001,2.83,0.0062,1,0.6078,2.5587,0.4516,1.0639,0.3324,1,0.5,0.3882,0.0099,2.6347,0.7025,0.4925,0.9718,1.1317,0.02,0.0873,1.1015,6747,6767.62,0.4378,6839,142227,0.4614,6713,0.4782,0.6433,0,0.0749,0.8702,13,0.8465,2.9891,6805,25631,125436,0.7789,0.0078,0.543,11.2111,1554,230,0.5493,0.0005,10,230,1554,1081,19609,0
./SAT09/APPLICATIONS/bioinfo/q_query_3_L70_coli.sat.cnf,1,0.6128,0.9211,0.828,0.626,0.5433,0.1224,0.1749,0.0952,0.7578,?,0.4776,?,2.666,?,1,0.3381,2.7203,1.2556,1.427,0.0956,1,1,0.3748,?,2.6194,0.0971,0.4848,0.6399,0.3955,0.3881,0.0847,1.7124,6134.5,5365.38,0.0345,6190,1020908,0.3424,0,0.4463,2.063,0,0.0543,0.4944,7,1.7961,?,6079,218792,302084,2.4732,0.4043,?,6.1348,760,126,0.8087,0.0019,6,126,898,564.75,28762,0.0002
./SAT05/industrial/maris05/DriverLog/driverlog3_v01a.renamed-as.sat05-3963.cnf,1,0.8343,0.9531,0.8844,0.7698,0.7472,0.7698,0.2633,0.1235,0.8544,0.0026,0.7802,0.0256,3.4393,0.1313,0.9944,0.2653,3.1551,0.8424,1.0863,0.1193,0.9111,0.2823,0.4735,0.0317,2.6889,0.9787,0.7688,0.4806,0.9141,0.4131,0.0854,0.252,38,37.6774,0.5723,44,1559,0,32,0,0.4391,0,0.0566,0.4142,7,0.3711,3.4051,44,170,769,0.4018,0.123,0.5987,5.5426,0,0,0.1809,0.065,4,0,0,0,95,0.0542
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin.cnf,1,0.3393,0.7174,0.5776,0.3554,0.1252,0.2359,0.1192,0.1757,0.6345,0,0.4676,0.0005,2.896,0.0036,1,0.7191,3.1253,1.4907,1.7048,0.1088,0.8148,0.2859,0.1268,0.0217,2.6411,0.1791,0.456,0.7582,0.9341,0.0222,0.0778,0.2532,6286,6278.36,0.0635,6338,262658,2.2207,6196,0.3019,1.193,0,0.049,0.3687,12,1.2783,3.3076,6199,88352,135563,1.0172,0.0097,0.6055,11.4659,695,147,0.7873,0.0021,9,399,708,561.4,23820,0
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1,0.8491,0.9899,0.9554,0.7563,0.6875,0.5524,0.2535,0.063,0.8398,?,0.8552,?,3.169,?,0.9993,0.3812,3.1268,1.3418,1.3928,0.169,0.9328,0.4995,0.3397,?,3.0191,0.5997,0.6938,0.5235,0.2691,0.1111,0.1064,0.3311,1528,1483.71,0.343,1567,1130525,0.441,1481,0.4671,4.4161,0,0.071,1.9187,5,4.5264,?,1557,448370,101640,2.883,0.1753,?,4.9239,183,29,0.773,0.0926,4,61,242,130.5484,6404,0
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.035-NOTKNOWN.cnf,1,0.9254,0.9545,0.9448,0.701,0.2957,0.9764,0.1651,0.1527,0.9829,?,0.9739,?,2.3914,?,1,0.4678,2.413,0.1778,0.8075,0.2681,1,0.5282,0.1884,?,2.2688,0.7107,0.379,1.2726,0.5382,0.2027,0.2382,0.9312,22921,18371,0.6172,23005,676901,0.5467,0,0.6468,1.3372,0,0.0854,1.9844,37,1.6968,?,0,133566,376579,0.7146,0.559,?,36.1383,66,9,0,0.0006,35,9,68,37.5,57489,0.0001
SAT-Race-2010-CNF/hardware-verification/velev/2dlx_ca_bp_f_liveness.cnf,1,0.9971,1,0.9996,0.9439,0.9718,0.9069,0.2372,0.0439,0.9471,?,0.9495,?,4.0238,?,1,0.1547,4.077,0.5717,1.0688,0.1988,0.9852,0.5,0.5002,?,4.0475,0.4604,0.7212,0.593,0,0.8346,0.0358,0,0,0,0.3228,0,4313014,0,0,0,9.1027,0,0.0485,2.6384,5,7.206,?,0,202253,4281700,1.8279,0,?,5,0,0,0,0.0068,5,0,0,0,188087,0
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq6.used-as.sat04-347.cnf,1,0.9918,1,0.9996,0.8634,0.9247,0.9087,0.2634,0.0476,0.9369,?,0.9301,?,4.2629,?,1,0.3208,4.4716,0.5897,1.0028,0.3412,1,1,0.3443,?,4.165,0.4575,0.7691,0.5229,0,0.353,0.1086,0,0,0,0.1757,0,3634677,0,0,0,6.4535,0,0.0877,2.1534,4,5.9766,?,0,209724,3532144,4.3478,0,?,4,0,0,0,0.015,4,0,0,0,168000,0
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.0253,0.2234,0.0984,0.0734,0.0028,0.0223,0.0707,0.2081,0.5028,0.0063,0.4064,0.0187,1.793,0.0356,0.3962,1.3266,2.6786,0.8921,1.4436,0.1309,0.25,0.135,0.0526,0.1882,2.1438,0.7547,0.4544,0.6663,0.7101,0.0002,0.107,0.3906,49,48.798,0.3209,55,1840,0.061,43,0.0298,0.3063,0,0.0668,0.169,7,0.3406,3.0533,55,504,1432,0.2847,0.0925,0.1651,6.5354,4127,3946,0.2284,0.0237,5,3946,4291,4080,298,0
./SAT11/application/leberre/2dimensionalstrippacking/korf-18.cnf,1,0.8508,0.9071,0.8784,0.845,0.8183,0.0943,0.2169,0.0371,0.1793,?,0.942,?,1.2868,?,0.9924,0.0751,1.7372,2.1227,0.5612,0.026,0.9934,0.1517,0.3662,?,1.5671,0.6023,0.8736,0.3541,0.6778,0.7761,0.0113,0,0,0,0.2869,0,186934,0.0644,0,0.3011,3.5238,0.25,0.0125,0.6135,6,4.0806,?,0,7794,185107,1.2345,0,?,5.5875,1125,426,0,0.0185,5,597,1267,881.2,6866,0.0731
./SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,0.582,0.8834,0.8364,0.5143,0.1881,0.6431,0.1615,0.1944,0.8544,0,0.7535,0.0001,2.7473,0.0004,0.9964,0.6306,2.7001,1.0473,1.435,0.0406,0.75,0.0931,0.1909,0.0138,2.3979,0.7204,0.3912,1.0234,0.4903,0.0497,0.03,0.7987,14511.5,14511.5,0.3279,0,675624,0.821,0,0.642,0.7737,0,0.0197,0.4893,20,0.8663,3.1536,0,155107,439653,0.7729,1.4142,0.5235,18.9,63,9,0,0.0002,18,9,76,39.6667,85468,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top26.cnf,1,0.5507,0.586,0.5722,0.4038,0.1546,0.1471,0.1821,0.1963,0.8357,?,0.4245,?,2.0847,?,0.9947,0.5727,2.1035,1.1315,1.2477,0.175,0.9266,0.2465,0.1604,?,1.9475,0.3135,0.3862,0.6638,0.7299,0.0273,0.0793,0.8443,7179.5,7183.25,0.0759,7241,245006,0.4016,7092,0.6697,2.059,0,0.0835,0.5581,6,1.9344,?,7104,76943,144146,1.6857,0.007,?,5.439,1077,657,0.5811,0.0036,4,657,2721,1175.6,28296,0
./SAT05/industrial/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf,1,0.6928,0.6977,0.6928,0.6929,0.6928,0.3917,0.002,0.0081,0.9993,?,0.9993,?,0.0335,?,0.7028,0.003,0.7452,0.6746,0.6766,0,0.5335,0,0.5235,?,0.7452,0.9401,0.5939,0.5485,0,0.6892,0,0.0905,297,297.064,0.7603,313,76775,0.0487,281,0.3887,0.0054,0.5172,0,0.2865,3,0.0054,?,312,625,76775,0.0846,0.0434,?,3,4079,1631,0.1228,0.0042,3,1631,4079,2663.6667,625,0.6857
./SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0.6386,0.9685,0.8785,0.5962,0.3379,0.401,0.249,0.0718,0.5813,?,0.6514,?,3.7986,?,1,0.5122,4.1473,1.9839,1.9957,0.3398,0.9487,0.5,0.249,?,3.1744,0.5315,0.3373,0.9215,0.6902,0.1413,0.2764,0,0,0,0.2543,0,1254773,0,0,0,4.1274,0,0.1684,1.0023,21,5.6882,?,0,361125,600262,2.3254,0,?,20.4615,0,0,0,0.0079,20,0,0,0,43082,0
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_1_keyfind_1.cnf,1,0.0175,0.2222,0.0952,0.0751,0.0045,0.0364,0.0746,0.2212,0.5697,0.0167,0.4303,0.0366,1.7135,0.0561,0.3811,1.3184,2.5754,0.9282,1.4585,0.1169,0.25,0.1342,0.0572,0.25,2.0593,0.8321,0.4475,0.7224,0.6245,0.0003,0.0959,0.3931,26,25.7636,0.4078,30,1016,0,22,0,0.3154,0,0.0668,0.1795,7,0.3403,2.8508,30,300,660,0.2842,0.1266,0.1399,6,0,0,0.2472,0.0409,5,0,0,0,146,0
./SAT07/industrial/anbulagan/hard-unsat/partial-5-11-u.cnf,1,0.7515,0.8792,0.8341,0.5847,0.2799,0.6423,0.1602,0.1882,0.8637,0,0.7554,0,2.8848,0.0002,0.9369,0.5241,2.5265,1.0079,1.3876,0.0325,0.7333,0.1349,0.2707,0.029,2.2272,0.814,0.3982,1.0067,0.6077,0.0873,0.028,0.7339,27242,27242,0.2328,27129,730719,0,27129,0,0.4219,0,0.0169,0.503,16,0.4355,3.1489,0,164158,408968,0.4483,0.0059,0.5702,15.2963,389,389,0,0.0001,15,389,389,389,76968,0
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf,1,0.9176,0.9844,0.9833,0.8119,0.6473,0.9812,0.1645,0.1508,0.9859,?,0.9794,?,2.225,?,1,0.269,2.2526,0.1332,0.7721,0.3234,1,0.5342,0.188,?,2.0861,0.6768,0.3801,1.2721,0,0.5728,0.2604,0,80619,80619,0.6377,80619,1643601,0,80619,0,1.4132,0,0.1449,2.0421,86,1.7925,?,0,324116,1329179,0.6914,0,?,86,0,0,0,0.0002,86,0,0,0,200489,0
./SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,0.7406,0.8796,0.837,0.5666,0.2208,0.5987,0.1634,0.176,0.8754,0,0.7393,0,2.898,0.0001,0.9453,0.5684,2.5698,1.0292,1.3813,0.0309,0.8,0.1437,0.2637,0.0258,2.3488,0.7698,0.3878,0.9944,0.8033,0.0695,0.0255,0,44308,44308,0.2258,44308,1211106,0,44308,0,0.5067,0,0.0159,0.4802,17,0.5009,3.1368,0,261020,708950,0.4918,0,0.6427,15.8,179,179,0,0.0001,15,179,179,179,124771,0
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom24.cnf,1,0.1567,0.5997,0.5594,0.2743,0.04,0.1177,0.2461,0.1803,0.7204,?,0.3808,?,2.2144,?,0.9908,0.8925,2.3569,1.3344,1.517,0.2402,0.88,0.2404,0.2071,?,2.2686,0.2109,0.4219,0.6773,0.669,0.0004,0.1711,1.565,7086,7070.67,0.0578,7103,210488,0.1472,6984,0.2163,2.2508,0,0.1098,0.7205,6,2.5398,?,6996,62686,137645,1.9413,0.0071,?,5.1862,844,619,1.2491,0.0035,4,619,1172,843,24821,0
