@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 128'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Frac_Body-Body_Equivalences NUMERIC
@ATTRIBUTE Frac_Other_Equivalences NUMERIC
@ATTRIBUTE Tight NUMERIC
@ATTRIBUTE Frac_Atom-Atom_Equivalences NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Ternary_Rules NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-2 NUMERIC
@ATTRIBUTE Other_Constraints NUMERIC
@ATTRIBUTE Frac_Integrity_Rules NUMERIC
@ATTRIBUTE Conflicts/Choices-4 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-3 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-3 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-4 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-4 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-3 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-3 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-2 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-2 NUMERIC
@ATTRIBUTE Frac_Choice_Rules NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-2 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-2 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-4 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-4 NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-3 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-1 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Conflicts/Choices-3 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-1 NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-4 NUMERIC
@ATTRIBUTE Frac_Binary_Rules NUMERIC
@ATTRIBUTE Frac_Learnt_Others-1 NUMERIC
@ATTRIBUTE Frac_Binary_Constraints NUMERIC
@ATTRIBUTE Frac_Normal_Rules NUMERIC
@ATTRIBUTE Constraints/Vars NUMERIC
@ATTRIBUTE Frac_Pos_Body NUMERIC
@ATTRIBUTE Conflicts/Choices-2 NUMERIC
@ATTRIBUTE Frac_Ternary_Constraints NUMERIC
@ATTRIBUTE Frac_Learnt_Others-4 NUMERIC
@ATTRIBUTE Frac_Learnt_Others-3 NUMERIC
@ATTRIBUTE Frac_Learnt_Others-2 NUMERIC
@ATTRIBUTE Frac_Neg_Body NUMERIC
@ATTRIBUTE Frac_Learnt_Ternary-1 NUMERIC
@ATTRIBUTE Created_Bodies NUMERIC
@ATTRIBUTE Frac_Unary_Rules NUMERIC
@ATTRIBUTE Conflicts/Choices-1 NUMERIC
@ATTRIBUTE Binary_Constraints NUMERIC
@ATTRIBUTE Frac_Other_Constraints NUMERIC
@ATTRIBUTE Frac_Learnt_Ternary-4 NUMERIC
@ATTRIBUTE Frac_Learnt_Ternary-2 NUMERIC
@ATTRIBUTE Constraints NUMERIC
@ATTRIBUTE Frac_Learnt_Ternary-3 NUMERIC
@ATTRIBUTE Frac_Learnt_Binary-1 NUMERIC
@ATTRIBUTE Normal_Rules NUMERIC
@ATTRIBUTE Rules NUMERIC
@ATTRIBUTE Running_Avg_LBD-4 NUMERIC
@ATTRIBUTE Running_Avg_Conflictlevel-2 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-2 NUMERIC
@ATTRIBUTE Frac_Cardinality_Rules NUMERIC
@ATTRIBUTE Learnt_Others-1 NUMERIC
@ATTRIBUTE Running_Avg_Conflictlevel-3 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-3 NUMERIC
@ATTRIBUTE Frac_Learnt_Binary-3 NUMERIC
@ATTRIBUTE Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Frac_Learnt_Binary-4 NUMERIC
@ATTRIBUTE Longest_Backjumping-4 NUMERIC
@ATTRIBUTE Longest_Backjumping-3 NUMERIC
@ATTRIBUTE Frac_Learnt_Binary-2 NUMERIC
@ATTRIBUTE Choices-3 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-4 NUMERIC
@ATTRIBUTE Free_Problem_Variables NUMERIC
@ATTRIBUTE Avg_LBD_Levels-4 NUMERIC
@ATTRIBUTE Longest_Backjumping-2 NUMERIC
@ATTRIBUTE Choices-4 NUMERIC
@ATTRIBUTE Avg_Skipped_Levels_while_Backjumping-3 NUMERIC
@ATTRIBUTE Skipped_Levels_while_Backjumping-3 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-1 NUMERIC
@ATTRIBUTE Running_Avg_Conflictlevel-1 NUMERIC
@ATTRIBUTE Avg_Skipped_Levels_while_Backjumping-4 NUMERIC
@ATTRIBUTE Skipped_Levels_while_Backjumping-4 NUMERIC
@ATTRIBUTE Running_Avg_Conflictlevel-4 NUMERIC
@ATTRIBUTE Running_Avg_LBD-3 NUMERIC
@ATTRIBUTE Avg_LBD_Levels-3 NUMERIC
@ATTRIBUTE Learnt_Others-2 NUMERIC
@ATTRIBUTE Learnt_from_Loop-2 NUMERIC
@ATTRIBUTE Choices-2 NUMERIC
@ATTRIBUTE Running_Avg_LBD-2 NUMERIC
@ATTRIBUTE Avg_LBD_Levels-2 NUMERIC
@ATTRIBUTE Avg_LBD_Levels-1 NUMERIC
@ATTRIBUTE Running_Avg_LBD-1 NUMERIC
@ATTRIBUTE Choice_Rules NUMERIC
@ATTRIBUTE Learnt_Others-3 NUMERIC
@ATTRIBUTE Learnt_from_Loop-3 NUMERIC
@ATTRIBUTE Avg_Skipped_Levels_while_Backjumping-2 NUMERIC
@ATTRIBUTE Skipped_Levels_while_Backjumping-2 NUMERIC
@ATTRIBUTE Literals_in_Loop_Nogoods-2 NUMERIC
@ATTRIBUTE Learnt_Others-4 NUMERIC
@ATTRIBUTE Learnt_from_Loop-4 NUMERIC
@ATTRIBUTE Ternary_Constraints NUMERIC
@ATTRIBUTE Literals_in_Loop_Nogoods-3 NUMERIC
@ATTRIBUTE Frac_Weight_Rules NUMERIC
@ATTRIBUTE Literals_in_Loop_Nogoods-4 NUMERIC
@ATTRIBUTE Literals_in_Loop_Nogoods-1 NUMERIC
@ATTRIBUTE Cardinality_Rules NUMERIC
@ATTRIBUTE Choices-1 NUMERIC
@ATTRIBUTE Weight_Rules NUMERIC
@ATTRIBUTE Body-Body_Equivalences NUMERIC
@ATTRIBUTE Nodes_in_Positive_BADG NUMERIC
@ATTRIBUTE Other_Equivalences NUMERIC
@ATTRIBUTE Skipped_Levels_while_Backjumping-1 NUMERIC
@ATTRIBUTE Avg_Skipped_Levels_while_Backjumping-1 NUMERIC
@ATTRIBUTE Problem_Variables NUMERIC
@ATTRIBUTE SCCS NUMERIC
@ATTRIBUTE Removed_Nogoods-4 NUMERIC
@ATTRIBUTE Frac_Removed_Nogood-4 NUMERIC
@ATTRIBUTE Learnt_Binary-4 NUMERIC
@ATTRIBUTE Equivalences NUMERIC
@ATTRIBUTE Learnt_Ternary-4 NUMERIC
@ATTRIBUTE Atom-Atom_Equivalences NUMERIC
@ATTRIBUTE Learnt_Binary-3 NUMERIC
@ATTRIBUTE Learnt_Ternary-3 NUMERIC
@ATTRIBUTE Program_Atoms NUMERIC
@ATTRIBUTE Learnt_Binary-2 NUMERIC
@ATTRIBUTE Longest_Backjumping-1 NUMERIC
@ATTRIBUTE Learnt_Ternary-2 NUMERIC
@ATTRIBUTE Assigned_Problem_Variables NUMERIC
@ATTRIBUTE Learnt_Binary-1 NUMERIC
@ATTRIBUTE Learnt_Ternary-1 NUMERIC

@DATA
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.5.a.30_sat.data.gz,1,0.0192,0.9256,0,0.0552,568,0.5404,912,2631,0.5395,0.2118,0.7613,0.2387,0.8001,0.1999,0.2845,0.7155,0.6908,0.3092,0.0427,0.798,0.202,0.7226,0.2774,1677,0.7273,0.2727,0.2449,0.7004,0.2996,2053,0.3075,0.9545,0.7652,0.8893,1.3982,0.9571,0.1839,0.1294,0.9613,0.9677,0.9517,0.0309,0.0455,18280,0.0301,0.1749,19100,0.1054,0.0323,0.0435,24962,0.0293,0,19891,22366,6.31,20.57,32.1406,0.068,42,24.77,25.5361,0.0029,12,0.0065,34,26,0.0048,396,25.3643,5832,6.4264,26,609,3.6495,354,38.5,12.32,4.2636,550,21.14,6.59,6.7938,197,143,348,3.88,6.0625,6.8438,2.19,954,330,244,4.8281,309,3603,447,336,3231,5350,0,8219,243,1521,183,0,270,7981,13041,167,5.2188,17853,6,0,0,3,14089,15,778,1,10,6929,1,21,9,12021,0,2
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.16.x.16.b.10.a.20_unsat.data.gz,1,0.0266,0.9302,0,0.0432,241,0.6252,572,4655,0.6194,0.2316,0.8664,0.1336,0.86,0.14,0.2853,0.7147,0.3158,0.6842,0.0373,0.4234,0.5766,0.7014,0.2986,1072,0.9697,0.0303,0.2113,0.9877,0.0123,1375,0.2565,0.7879,0.7996,0.9102,1.3269,0.9625,0.2297,0.1138,0.9398,0.9471,0.8632,0.0192,0.0303,41559,0.0187,0.2735,43014,0.0865,0.0208,0.0211,53792,0.0206,0.1818,44317,48689,4.76,16.64,25.6,0.0525,26,22.32,23.0103,0.0324,1,0.0394,20,20,0.1158,459,21.9225,10748,4.4496,17,557,3.8041,369,30.4375,9.74,3.4419,444,19.49,4.26,4.3918,82,30,283,2.48,3.8154,3.4688,1.11,1816,322,243,3.2923,214,420,406,303,6123,6950,0,8446,3,2556,117,0,674,14751,23595,85,2.6562,40539,8,0,0,17,25366,9,1097,11,7,12400,11,14,2,29791,6,1
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.16.x.16.b.5.a.30_sat.data.gz,1,0.0182,0.94,0,0.0418,377,0.6122,613,5578,0.6135,0.2633,0.7105,0.2895,0.8448,0.1552,0.3674,0.6326,0.5221,0.4779,0.0363,0.5539,0.4461,0.749,0.251,936,1,0,0.2717,1,0,1451,0.261,0.9394,0.7963,0.9059,1.334,0.9636,0.3037,0.11,0.965,0.947,0.9191,0.0194,0.0606,45619,0.019,0.33,47428,0.0937,0.0214,0.0441,59560,0.0303,0,48561,53605,5.27,15.86,24.4,0.0578,31,26.29,27.1031,0.0227,0,0.0136,24,24,0.0368,357,26.3721,12070,5.0155,24,490,2.7216,264,27.6061,9.11,2.938,379,25.6,4.5,4.6392,125,71,214,2.81,4.3231,4.3636,1.44,1944,250,167,2.8,182,761,496,385,6554,2297,0,7900,0,3100,100,0,509,16542,26296,85,2.5758,44648,8,0,0,7,27973,11,1168,6,8,13816,5,24,6,32578,0,2
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.7.a.10_unsat.data.gz,1,0.0156,0.9321,0,0.0524,822,0.5549,1262,2510,0.5506,0.3299,0.831,0.169,0.8091,0.1909,0.1647,0.8353,0.8031,0.1969,0.043,0.8014,0.1986,0.8122,0.1878,1644,0.1916,0.8084,0.3041,0.2666,0.7334,2162,0.2979,0.994,0.7714,0.8948,1.4029,0.9567,0.3265,0.127,0.9825,0.9864,0.9815,0.0289,0,18031,0.0281,0.3678,19059,0.1016,0.0116,0.0092,24707,0.0085,0.006,19600,21904,4.8,11.12,17.375,0.0622,166,14.5,14.9485,0.0051,135,0.0058,21,21,0.0092,319,13.0543,5644,5.1008,14,391,2.9794,289,24.5625,7.86,2.7752,358,9.65,4.94,5.0928,319,261,196,3.49,5.4531,6.0938,1.95,942,581,492,2.6719,171,5091,675,558,3138,8084,0,9161,2261,1362,87,0,208,7714,12455,66,2.0625,17612,6,0,0,4,13363,8,700,3,5,6623,3,14,3,11968,1,0
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.10.x.10.b.5.a.35_sat.data.gz,1,0.0113,0.952,0,0.0368,377,0.4894,865,1249,0.487,0.3088,0.7164,0.2836,0.7059,0.2941,0.2682,0.7318,0.7156,0.2844,0.0481,0.6442,0.3558,0.718,0.282,1258,0.3048,0.6952,0.2751,0.3406,0.6594,1609,0.3357,0.981,0.7474,0.8807,1.4519,0.9514,0.2689,0.138,0.9653,0.9693,0.96,0.0427,0.019,7745,0.0412,0.3299,8148,0.1146,0.0217,0.0311,10902,0.0196,0,8603,9768,5.32,10.57,16.5156,0.0712,103,14.76,15.375,0.0112,73,0.013,20,20,0.0089,349,14,2733,5.4,20,421,3.25,312,15.25,4.88,2.8769,374,13.65,5.34,5.5625,216,161,238,3.81,5.9531,5.8125,1.86,470,347,262,3.2969,211,1566,445,331,1505,3178,0,3862,730,695,97,0,144,3682,12147,85,2.6562,7509,5,0,0,6,12760,10,469,4,7,3415,2,12,7,4776,0,2
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.12.x.12.b.5.a.15_unsat.data.gz,1,0.0199,0.9258,0,0.0543,324,0.5503,576,2202,0.5476,0.3422,0.7548,0.2452,0.7075,0.2925,0.3322,0.6678,0.7018,0.2982,0.0425,0.7791,0.2209,0.6542,0.3458,984,0.6226,0.3774,0.3593,0.5724,0.4276,1534,0.3016,0.9434,0.7705,0.8925,1.3902,0.9572,0.3439,0.1267,0.9651,0.9555,0.9587,0.0298,0.0377,15757,0.0289,0.375,16517,0.1027,0.0188,0.0229,21436,0.024,0.0189,17134,19197,5.24,11.19,17.2154,0.065,50,15.32,15.7938,0.0205,20,0.0161,17,12,0.0183,270,15.4031,4912,4.845,12,377,2.1856,212,22.9394,7.57,2.3876,308,13.53,4.27,4.4021,209,153,189,2.57,3.9538,4,1.32,816,279,195,2.1692,141,2031,360,244,2717,3029,0,3710,242,1247,88,0,236,6676,10999,55,1.6667,15419,6,0,0,6,11880,7,645,6,7,5835,4,12,5,10507,1,2
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.15.x.15.b.2.a.25_sat.data.gz,1,0.0158,0.938,0,0.0461,1290,0.5827,1685,4373,0.5828,0.1929,0.8221,0.1779,0.8067,0.1933,0.1747,0.8253,0.8042,0.1958,0.038,0.7927,0.2073,0.7858,0.2142,2446,0.2276,0.7724,0.2121,0.3003,0.6997,2777,0.2833,0.9931,0.7812,0.8965,1.3479,0.9619,0.1935,0.1214,0.9885,0.9911,0.991,0.0235,0.0069,33920,0.0229,0.2292,35082,0.0974,0.0115,0.009,44905,0.0089,0,36376,40577,6.56,31.31,48.1692,0.0656,144,38.96,39.7551,0,112,0,43,22,0,462,36.1923,9780,7.8077,22,674,3.5816,351,73.2727,24.18,4.2615,554,25.05,8.45,8.6224,329,267,336,5.73,8.8154,11.7273,3.87,1540,556,463,3.7385,243,6444,600,477,5450,11300,0,11588,3005,2661,144,0,361,13540,21379,73,2.2121,33316,7,0,0,0,22791,7,1051,0,5,11252,0,18,3,23536,0,1
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.7.a.15_sat.data.gz,1,0.0185,0.9281,0,0.0533,419,0.5541,1191,2459,0.5475,0.325,0.839,0.161,0.8105,0.1895,0.194,0.806,0.7584,0.2416,0.0431,0.8305,0.1695,0.7793,0.2207,1783,0.3267,0.6733,0.287,0.237,0.763,2283,0.3014,1,0.7702,0.8931,1.3974,0.9566,0.2876,0.13,0.9881,0.994,0.9926,0.0296,0,17942,0.0288,0.2845,18987,0.0998,0.0017,0,24651,0,0,19517,21854,6.39,20.65,31.7692,0.0638,101,26.07,26.8763,0.006,68,0.0102,14,14,0.0074,338,22.6,5655,6.3,14,400,2.6392,256,40.2424,13.28,2.4077,313,17.53,6.73,6.9381,267,204,226,4.52,6.9538,6.1515,2.03,942,497,403,2.5538,166,5836,582,459,3205,9291,0,9766,1349,1395,116,0,251,7731,12564,72,2.1818,17640,6,0,0,6,13537,1,722,3,0,6641,2,14,0,11985,0,0
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.13.x.13.b.7.a.30_sat.data.gz,1,0.019,0.9262,0,0.0547,819,0.54,1413,2603,0.5388,0.1878,0.8358,0.1642,0.8641,0.1359,0.2004,0.7996,0.8371,0.1629,0.0436,0.8284,0.1716,0.8245,0.1755,1699,0.1642,0.8358,0.1732,0.2044,0.7956,2116,0.3051,0.9751,0.7672,0.8912,1.4149,0.9561,0.2778,0.1265,0.9673,0.9628,0.9825,0.031,0.0249,17665,0.0302,0.4024,18795,0.1063,0.0245,0.0125,24498,0.0269,0,19239,21587,5.96,15.12,23.2615,0.0651,196,21.17,21.8247,0.0103,168,0.0082,22,22,0.005,560,20.2403,5671,6.5194,16,687,5.299,514,26.9697,8.9,4.8295,623,18.44,6.6,6.8041,392,334,234,5.29,8.1385,8.7273,2.88,942,466,387,3.1538,205,6822,711,606,3100,8651,0,13457,3187,1406,82,0,261,7671,12692,53,1.6061,17314,6,0,0,6,13703,18,750,5,13,6722,2,4,5,11643,0,5
FolioSuite/ASP-Comp-2009-Lparse/CompWireRouting/wire.14.x.14.b.8.a.30_unsat.data.gz,1,0.0232,0.9272,0,0.0496,492,0.5808,1161,3355,0.5798,0.2998,0.8734,0.1266,0.8437,0.1563,0.1408,0.8592,0.881,0.119,0.0398,0.876,0.124,0.8408,0.1592,1417,0.128,0.872,0.2609,0.1118,0.8882,2066,0.2826,0.956,0.7813,0.8997,1.3627,0.96,0.2977,0.121,0.9726,0.9707,0.9758,0.0247,0.04,26052,0.0241,0.3077,26833,0.0977,0.0187,0.0223,34343,0.022,0.004,28055,31182,4.93,10.03,15.6719,0.0605,239,13.45,14.0104,0.0073,218,0.0087,15,15,0.0019,368,12.4688,7477,4.8906,15,427,3.5312,339,18,5.76,2.9844,382,10.89,4.39,4.5729,525,474,215,3.2,5,4.8438,1.55,1240,662,586,3.0156,193,8202,782,676,4155,9772,0,11149,3910,1887,104,0,414,10266,16550,92,2.875,25202,9,0,0,7,17850,15,886,5,15,8801,1,15,12,17725,1,10
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/12-sokoban_decision-0-0.asp.gz,1,0.0697,0.8768,0,0.0534,2206,0.9533,2836,1676,0.7467,0.3432,0.1908,0.8092,0.3118,0.6882,0.6906,0.3094,0.3118,0.6882,0,0.138,0.862,0.4019,0.5981,3203,0.7619,0.2381,0.3057,0.9452,0.0548,3443,0.0354,0.8333,0.8226,1,2.0858,0.9636,0.3265,0.1628,0.8925,0.8561,0.8817,0.003,0.119,58903,0.0022,0.3721,94639,0.0146,0.0607,0.0645,115048,0.0863,0.0476,97322,97322,3.76,11.7,18.2812,0,35,14.84,15.4583,0.0576,10,0.0467,14,14,0.0538,314,12.9375,20479,4.6016,14,373,2.8854,277,22.8438,7.31,2.6016,333,9.91,5.06,5.2708,82,29,196,4.06,6.3438,7.5625,2.42,0,119,43,2.5312,162,454,191,86,18733,755,0,1560,128,0,86,0,629,5364,7907,71,2.2188,55159,4,0,0,10,9018,13,482,8,12,4488,5,14,6,34680,2,5
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/49-sokoban_decision-0-0.asp.gz,1,0.0644,0.9026,0,0.0331,668,0.9753,847,4789,0.8068,0.2675,0.1146,0.8854,0.2226,0.7774,0.8435,0.1565,0.1447,0.8553,0,0.0902,0.9098,0.2216,0.7784,1082,0.8919,0.1081,0.2587,0.9695,0.0305,1666,0.0192,0.9189,0.8411,1,1.8953,0.9813,0.3351,0.1509,0.8683,0.8348,0.8816,0.0009,0,328463,0.0006,0.2727,503903,0.008,0.0719,0.0658,599109,0.0783,0.0811,561235,561235,3.55,7.75,11.9231,0,34,12.25,12.6289,0.087,4,0.0599,35,35,0.0526,375,14.2,95335,3.8231,35,486,3.6701,356,17.3636,5.73,3.4846,453,12.85,3.24,3.3402,67,11,194,2.31,3.5538,4.4848,1.48,0,96,18,2.8,182,84,145,37,90417,140,0,477,21,0,121,0,2490,16640,34922,121,3.6667,316098,4,0,0,10,38691,12,1279,10,9,13205,4,35,5,220763,3,0
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/50-sokoban_decision-0-0.asp.gz,1,0.0653,0.8988,0,0.0359,580,0.975,759,3653,0.8069,0.2882,0.1235,0.8765,0.2321,0.7679,0.8435,0.1565,0.1447,0.8553,0,0.0996,0.9004,0.2216,0.7784,994,0.8919,0.1081,0.2828,0.9651,0.0349,1578,0.0193,0.9189,0.8412,1,1.8929,0.9811,0.3736,0.1507,0.8683,0.8348,0.8816,0.0011,0,249391,0.0008,0.3267,378243,0.0081,0.0719,0.0658,449641,0.0783,0.0811,426307,426307,3.58,6.55,10.0769,0,34,10.77,11.1031,0.087,4,0.0599,27,27,0.0526,343,12.9846,71503,3.7231,27,451,3.3402,324,13.7273,4.53,3.2154,418,12.47,3.11,3.2062,67,11,174,2.15,3.3077,4,1.32,0,96,18,2.4923,162,84,145,37,67745,140,0,477,21,0,101,0,1934,12236,26626,101,3.0606,237538,4,0,0,10,29623,12,1063,10,9,10209,4,27,5,166035,3,0
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/16-sokoban_decision-0-0.asp.gz,1,0.0535,0.9016,0,0.0449,3695,0.9498,3801,1769,0.7325,0.2745,0.3365,0.6635,0.4199,0.5801,0.5818,0.4182,0.4839,0.5161,0,0.3475,0.6525,0.4798,0.5202,4138,0.3516,0.6484,0.2602,0.6467,0.3533,4351,0.038,0.978,0.8186,1,2.1341,0.96,0.3249,0.1659,0.8468,0.8121,0.8387,0.0032,0.011,57954,0.0023,0.2623,93215,0.0155,0.0766,0.0484,113875,0.0788,0.011,94848,94848,3.2,8.95,13.9844,0,89,13.65,14.2188,0.1091,59,0.0766,34,34,0.1129,369,12.2946,20722,4.5116,34,470,3.4792,334,23.1875,7.42,3.3566,433,8.97,4.71,4.9062,104,60,197,3.58,5.5938,9,2.88,0,134,69,2.7188,174,2024,210,119,18891,2099,0,3149,2019,0,122,0,712,5643,12004,106,3.3125,53360,5,0,0,19,13314,19,598,18,13,4756,14,34,6,32638,1,1
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/6-sokoban_decision-0-0.asp.gz,1,0.0627,0.8852,0,0.0521,2076,0.9536,2718,1369,0.7467,0.4095,0.0724,0.9276,0.2155,0.7845,0.8083,0.1917,0.2195,0.7805,0,0.0653,0.9347,0.3418,0.6582,2972,0.7619,0.2381,0.4145,0.9602,0.0398,3582,0.0347,0.9048,0.8236,1,2.078,0.9635,0.5289,0.1623,0.8776,0.8417,0.8293,0.0036,0.0714,49520,0.0027,0.4706,80155,0.0141,0.0663,0.0854,97321,0.1,0.0238,81837,81837,3.33,11.53,18.0156,0,38,14.18,14.6186,0.0583,10,0.0561,15,15,0.0854,234,12.7364,17209,5.2713,15,315,2.3093,224,29.125,9.32,2.2868,295,7.54,5.59,5.7629,68,18,121,4.61,7.2031,11.0938,3.55,0,101,23,1.75,112,190,172,67,15797,232,0,984,86,0,68,0,672,4354,9487,67,2.0938,46833,4,0,0,11,10717,13,558,7,12,3837,7,15,7,29624,1,3
FolioSuite/ASP-Comp-2011-Lparse/10-SokobanDecision/4-sokoban_decision-0-0.asp.gz,1,0.0856,0.8394,0,0.0749,795,0.9549,1806,1538,0.7242,0.4452,0.1251,0.8749,0.0825,0.9175,0.7903,0.2097,0.2414,0.7586,0,0.1469,0.8531,0.1772,0.8228,2426,0.7857,0.2143,0.3968,0.8993,0.1007,4013,0.0336,0.9048,0.816,1,2.1646,0.9629,0.4371,0.17,0.9051,0.8871,0.908,0.0035,0.0476,52219,0.0028,0.5,89218,0.0141,0.0443,0.0345,109341,0.0484,0.0476,84580,84580,3.91,6.73,10.197,0,38,9.64,9.8367,0.0645,9,0.0506,11,11,0.0575,247,8.7692,20165,3.9692,11,292,2.2755,223,11.3939,3.76,2.0154,262,8.19,3.87,3.949,79,21,151,2.79,4.2273,4.3939,1.45,0,110,26,1.9545,129,311,143,28,18585,347,0,361,89,0,66,0,696,4689,6823,50,1.5152,50514,4,0,0,8,8128,7,609,8,6,4043,5,11,3,30349,2,2
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/01-knight_tour-8-0.asp.gz,1,0.0071,0.6963,0,0.2967,119,0.8782,261,275,0.0232,0.0415,0,1,0,1,1,0,0,1,0,0,1,0,1,340,1,0,0.0437,1,0,465,0.0306,0.3125,0.7031,1,2.847,0.8152,0.0418,0.2693,0.5469,0.5312,0.4688,0.1148,0.4062,3543,0.0912,0.0417,7000,0.0276,0.1953,0.2969,9956,0.2188,0.2812,8290,8290,3.01,61.03,95.3594,0,10,71.1,74.0625,0.25,0,0.2578,97,97,0.2344,2197,72.3906,3116,3.1016,97,3082,20.8646,2003,104.7188,33.51,22.5625,2888,63.32,2.82,2.9375,30,0,1530,2.21,3.4531,3.4062,1.09,0,51,0,20.875,1336,0,70,0,2681,0,0,0,0,0,768,0,18,402,1772,621,19.4062,3497,1,0,0,33,2545,25,755,24,21,1745,15,82,19,381,9,13
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/06-knight_tour-20-0.asp.gz,1,0.0024,0.7032,0,0.2944,91,0.908,190,1952,0.0151,0.0047,0,1,0,1,1,0,0,1,0,0,1,0,1,313,1,0,0.0055,1,0,446,0.0173,0,0.713,1,3.0432,0.8469,0.0058,0.2665,0.1406,0.1146,0.0469,0.0899,0.8438,32003,0.0747,0.0121,67704,0.0206,0.6562,0.7969,94958,0.7188,0.1562,79257,79257,3.38,638.98,998.4062,0,0,1118.33,1164.9271,0.1667,0,0.2031,1169,1169,0.1562,17378,1230.2266,28810,3.2578,904,27395,139.6458,13406,665.3125,212.9,179.1328,22929,1411.62,2.98,3.1042,3,0,11016,1.86,2.9062,2.8438,0.91,0,11,0,129.8438,8310,0,18,0,25302,0,0,0,0,0,2652,0,48,3138,14135,1402,43.8125,31203,1,0,0,26,20101,84,5918,16,69,13384,10,904,51,2393,5,27
FolioSuite/ASP-Comp-2011-Lparse/12-KnightTour/09-knight_tour-46-0.asp.gz,1,0.0005,0.7057,0,0.2938,96,0.9161,200,10532,0.0132,0.0014,0,1,0,1,1,0,0,1,0,0,1,0,1,296,1,0,0.0016,1,0,387,0.0136,0,0.7157,1,3.098,0.8554,0.0036,0.266,0.0469,0.0521,0.0625,0.0835,1,191487,0.0703,0.015,412764,0.0183,0.8047,0.8125,576720,0.8229,0,481997,481997,2.99,1814.55,2835.2344,0,0,4253.3,4430.5208,0.125,0,0.1484,5628,5628,0.125,60293,5329.9688,173468,2.9922,5628,91110,502.9479,48283,2029.5312,649.45,610.9375,78200,6255.77,2.92,3.0417,4,0,17540,2,3.125,3,0.96,0,5,0,122.8906,7865,0,6,0,153424,0,0,0,0,0,2136,0,54,17958,81423,62,1.9375,186157,1,0,0,19,115371,103,33894,12,79,76148,8,2,52,12689,0,32
