@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC

@DATA
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff58.dzn,1,1.357019,1,0,1,0,1,0.332005,1,9.831307,2.017946,4.134441,0.930256,0.021092,0,9.667125,0.578327
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/5Ships.dzn,1,-1,0,1,0,0.741631,0.258369,-1,-1,16.955944,3.696004,0.4938,-1,0.638157,0,1.858078,0.901048
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/09.dzn,1,0.310104,0,0,1,0.626479,0.373521,0.557489,1,7.924813,4.853027,1.317199,0.953548,0.420737,0,1.077443,0.788778
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/10.dzn,1,-1,0,0,1,0.629397,0.370603,-1,-1,8.174926,4.776876,1.298467,-1,0.412219,0,1.074275,0.791406
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/medium_05.dzn,1,0.619175,0,1,0,0.584856,0.415144,0.637561,1,5.426265,3.572204,1.228753,0.978351,0.860159,13,1.843849,2.429713
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.2.dzn,1,1.594261,0,0,0,0.747423,0.252577,0.270588,0,1.036885,0.866431,0.585543,0.858637,0.00282,0,1.000217,1.148069
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_6.dzn,1,1.400096,0,0,0,0,1,0.336012,1,24.253497,1.396447,1.14605,0.919039,0,0,24.253497,2.492171
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/6ShipsMixed.dzn,1,-1,0,1,0,0.78344,0.21656,-1,-1,15.708376,-1,0.52971,-1,0.624156,0,1.887802,0.893965
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.1.dzn,1,1.594261,0,0,0,0.747423,0.252577,0.270588,0,1.036885,0.866431,0.585543,0.858637,0.00282,0,1.000217,1.143693
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_5_20_1.dzn,1,0.697864,0,1,0,0.422535,0.577465,0.515285,1,6.716793,3.531697,2.201125,0.95423,0.543924,0,3.27153,1.808547
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_3.dzn,1,1.400092,0,0,0,0,1,0.336013,1,24.253497,1.396447,1.14605,0.919039,0,0,24.253497,2.49229
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.1.dzn,1,1.58114,0,0,0,0.745192,0.254808,0.274302,0,1.034101,0.976799,0.586577,0.863121,0.00252,0,1.000187,1.164253
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_20_1.dzn,1,0.698235,0,1,0,0.4414,0.5586,0.52213,1,7.227985,3.50768,2.087748,0.937275,0.557252,0,3.397614,2.079193
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff59.dzn,1,1.361095,1,0,1,0,1,0.324505,1,9.475733,1.955615,3.905051,0.926504,0.015857,0,9.354814,0.430964
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.2.dzn,1,1.599277,0,0,0,0.748815,0.251185,0.27027,0,1.034101,0.864139,0.581067,0.85692,0.0025,0,1.000184,1.164578
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.3.dzn,1,1.550433,0,0,0,0.738916,0.261084,0.282486,0,1.034101,0.880599,0.596019,0.873561,0.002555,0,1.000193,1.156784
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_3_3_30_1.dzn,1,0.689417,0,1,0,0.291815,0.708185,0.521603,1,6.056708,3.392545,2.518395,0.962014,0.511989,0,3.147076,1.213946
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model20-3-5.dzn,1,0.4602,0,1,0,0.648148,0.351852,0.53278,0,3.139517,2.90504,0.943064,0.955931,0.28431,0,1.306239,1.665442
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model30-4-6.dzn,1,0.319896,0,1,0,0.710706,0.289294,0.606333,0,2.978127,3.038005,0.993058,0.577004,0.358875,0,1.378036,2.305105
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_3_20_1.dzn,1,0.692972,0,1,0,0.385757,0.614243,0.50823,1,6.210112,3.564783,2.287016,0.928643,0.524348,0,3.085834,1.433198
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model50-4-4.dzn,1,0.290794,0,1,0,0.796221,0.203779,0.695121,0,3.307478,3.116492,0.84223,0.419921,0.390604,0,1.477287,3.164058
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model55-3-12.dzn,1,0.340301,0,1,0,0.734864,0.265136,0.70576,0,3.443816,2.97219,0.654813,0.606448,0.408632,0,1.501355,3.375379
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_01.dzn,1,0.927016,0,1,0,0.788644,0.211356,0.404373,1,6.129283,3.10533,1.207826,0.986306,0.777129,4,2.582405,1.757786
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_03.dzn,1,0.977403,0,1,0,0.775641,0.224359,0.409185,1,6.209453,3.517595,1.227816,1,0.835597,12,2.207584,2.045589
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/11.dzn,1,-1,0,0,1,0.631757,0.368243,-1,-1,8.405141,4.704956,1.283072,-1,0.404559,0,1.071664,0.794066
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.15.dzn,1,0.576686,1,0,1,0.498753,0.501247,0.510616,1,19.507593,3.631813,2.603237,0.968804,0.493897,0,7.049724,0.615961
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_30_1.dzn,1,0.701704,0,1,0,0.416069,0.583931,0.523843,1,7.520102,3.464376,2.15475,0.957164,0.559529,0,3.595807,2.011834
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m12_10_20.dzn,1,1.388628,0,0,1,0,1,0.147815,1,11.184066,1.666144,1.610349,0.249688,0.020927,0,7.557873,0.756154
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.2.dzn,1,0.577955,1,0,1,0.498753,0.501247,0.503134,1,19.507593,3.592593,2.558131,0.97867,0.497307,0,7.010044,0.615526
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.7.dzn,1,0.577449,1,0,1,0.498753,0.501247,0.506378,1,19.507593,3.61485,2.58121,0.974644,0.495838,0,7.027173,0.615719
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_3_20_1.dzn,1,0.696755,0,1,0,0.411085,0.588915,0.512274,1,6.482982,3.415935,1.977121,0.963063,0.537062,0,3.208505,1.67269
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.12.dzn,1,0.576686,1,0,1,0.498753,0.501247,0.510616,1,19.507593,3.631813,2.603237,0.968804,0.493897,0,7.049724,0.615961
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.6.dzn,1,0.579931,1,0,1,0.481928,0.518072,0.515784,1,19.520605,3.632018,2.724463,0.9629,0.490018,0,7.134658,0.615421
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.3.dzn,1,0.577822,1,0,1,0.498753,0.501247,0.504232,1,19.507593,3.608226,2.565001,0.978291,0.496816,0,7.015774,0.615591
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixedUnconst.dzn,1,-1,0,1,0,0.779761,0.220239,-1,-1,15.818439,-1,0.516456,-1,0.624301,0,1.890188,0.963237
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_4.dzn,1,1.400088,0,0,0,0,1,0.336013,1,24.253497,1.397661,1.147392,0.919039,0,0,24.253497,2.492787
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixed.dzn,1,-1,0,1,0,0.779761,0.220239,-1,-1,15.884779,-1,0.516456,-1,0.624775,0,1.89033,0.963708
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_10.dzn,1,1.400088,0,0,0,0,1,0.336013,1,24.253497,1.397661,1.147392,0.919039,0,0,24.253497,2.492787
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_2.dzn,1,1.400088,0,0,0,0,1,0.336013,1,24.253497,1.397661,1.147392,0.919039,0,0,24.253497,2.492787
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model90-18-20.dzn,1,-1,0,1,0,0.819706,0.180294,-1,-1,4.874947,-1,0.521534,-1,0.542648,0,1.719131,4.816797
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_5.dzn,1,1.400088,0,0,0,0,1,0.336013,1,24.253497,1.397661,1.147392,0.919039,0,0,24.253497,2.492787
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model100-21-12.dzn,1,-1,0,1,0,0.872883,0.127117,-1,-1,5.056894,-1,0.537781,-1,0.540863,0,1.837974,5.068249
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,1.400088,0,0,0,0,1,0.336013,1,24.253497,1.397661,1.147392,0.919039,0,0,24.253497,2.492787
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_7.dzn,1,1.400258,0,0,0,0,1,0.335981,1,24.253497,1.396293,1.14605,0.919039,0,0,24.253497,2.491961
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_1.dzn,1,1.369748,0,0,0,0,1,0.342183,1,24.253497,1.693447,1.248695,0.921176,0,0,24.253497,1.737772
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_10.dzn,1,1.369748,0,0,0,0,1,0.342183,1,24.253497,1.693447,1.248695,0.921176,0,0,24.253497,1.737772
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_7.dzn,1,1.369748,0,0,0,0,1,0.342183,1,24.253497,1.693447,1.248695,0.921176,0,0,24.253497,1.737772
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_8.dzn,1,1.369748,0,0,0,0,1,0.342183,1,24.253497,1.693447,1.248695,0.921176,0,0,24.253497,1.737772
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/13.dzn,1,-1,0,0,1,0.635338,0.364662,-1,-1,8.816984,4.584811,1.259245,-1,0.391243,0,1.067608,0.799426
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_6.dzn,1,1.369748,0,0,0,0,1,0.342183,1,24.253497,1.693447,1.248695,0.921176,0,0,24.253497,1.737772
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/12.dzn,1,-1,0,0,1,0.633704,0.366296,-1,-1,8.618386,4.646172,1.270189,-1,0.397605,0,1.069474,0.796742
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_8.dzn,1,1.400088,0,0,0,0,1,0.336013,1,24.253497,1.397661,1.147392,0.919039,0,0,24.253497,2.492787
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_2.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.106092,-1,0,0,24.253497,3.067645
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_3.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.107451,-1,0,0,24.253497,3.067899
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_1.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.107451,-1,0,0,24.253497,3.067899
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_6.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.107451,-1,0,0,24.253497,3.067899
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m07_07_20.dzn,1,1.350047,0,0,1,0,1,0.185568,1,8.581783,1.934608,1.653084,0.375438,0.031727,0,5.99884,0.525645
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_5.dzn,1,1.401128,0,0,0,0,1,0.335826,1,24.253497,1.382454,1.129459,0.919039,0,0,24.253497,2.485303
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_7.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.107451,-1,0,0,24.253497,3.067899
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_9.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.106772,-1,0,0,24.253497,3.067442
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_4.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.106772,-1,0,0,24.253497,3.067572
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_8.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.107451,-1,0,0,24.253497,3.067899
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_4.dzn,1,1.400526,0,0,0,0,1,0.335928,1,24.253497,1.390489,1.13925,0.919039,0,0,24.253497,2.488419
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_6.dzn,1,1.400088,0,0,0,0,1,0.336013,1,24.253497,1.397661,1.147392,0.919039,0,0,24.253497,2.492787
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_10.dzn,1,1.400409,0,0,0,0,1,0.335954,1,24.253497,1.393699,1.143349,0.919039,0,0,24.253497,2.490966
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_2.dzn,1,1.400739,0,0,0,0,1,0.335897,1,24.253497,1.390362,1.13925,0.919039,0,0,24.253497,2.48911
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_5.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.106772,-1,0,0,24.253497,3.067951
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_10.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.106772,-1,0,0,24.253497,3.067929
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/8ShipsUnconst.dzn,1,-1,0,1,0,0.747193,0.252807,-1,-1,17.008236,-1,0.462543,-1,0.640198,0,1.852848,1.106688
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_9.dzn,1,1.369748,0,0,0,0,1,0.342183,1,24.253497,1.693447,1.248695,0.921176,0,0,24.253497,1.737772
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_6.dzn,1,1.400553,0,0,0,0,1,0.335929,1,24.253497,1.39109,1.140623,0.919039,0,0,24.253497,2.489699
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_7.dzn,1,1.401009,0,0,0,0,1,0.335852,1,24.253497,1.385045,1.129459,0.919039,0,0,24.253497,2.485996
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_8.dzn,1,1.400978,0,0,0,0,1,0.335857,1,24.253497,1.382262,1.129459,0.919039,0,0,24.253497,2.486809
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_9.dzn,1,1.400983,0,0,0,0,1,0.335797,1,24.253497,1.38858,1.137871,0.918904,0,0,24.253497,2.489878
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_1.dzn,1,1.400263,0,0,0,0,1,0.335981,1,24.253497,1.39232,1.141989,0.919039,0,0,24.253497,2.491247
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m18_12_05.dzn,1,-1,0,0,1,0,1,-1,-1,12.866631,-1,1.597176,-1,0.016054,0,8.732013,0.938563
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_3.dzn,1,1.4009,0,0,0,0,1,0.33587,1,24.253497,1.384376,1.13229,0.919039,0,0,24.253497,2.485946
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_10.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.084708,-1,0,0,24.253497,3.550683
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_1.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.085538,-1,0,0,24.253497,3.551198
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_3.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.085124,-1,0,0,24.253497,3.550999
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_2.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.085538,-1,0,0,24.253497,3.551198
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_2.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.098485,-1,0,0,24.253497,3.063641
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_5.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.101277,-1,0,0,24.253497,3.064859
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_7.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.10197,-1,0,0,24.253497,3.065415
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_8.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.084708,-1,0,0,24.253497,3.55063
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_8.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.099885,-1,0,0,24.253497,3.064158
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_9.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.097078,-1,0,0,24.253497,3.063351
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_10.dzn,1,1.400088,0,0,0,0,1,0.336013,1,24.253497,1.397661,1.147392,0.919039,0,0,24.253497,2.492787
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_1.dzn,1,1.400088,0,0,0,0,1,0.336013,1,24.253497,1.397661,1.147392,0.919039,0,0,24.253497,2.492787
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_10.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.098485,-1,0,0,24.253497,3.064379
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_1.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.098485,-1,0,0,24.253497,3.064531
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_4.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.099885,-1,0,0,24.253497,3.064168
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_4.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.085124,-1,0,0,24.253497,3.55092
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_3.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.099885,-1,0,0,24.253497,3.06457
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_5.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.085538,-1,0,0,24.253497,3.551198
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_60_6.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.098485,-1,0,0,24.253497,3.065052
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_7.dzn,1,1.400088,0,0,0,0,1,0.336013,1,24.253497,1.397661,1.147392,0.919039,0,0,24.253497,2.492787
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_4.dzn,1,1.400088,0,0,0,0,1,0.336013,1,24.253497,1.397661,1.147392,0.919039,0,0,24.253497,2.492787
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_3.dzn,1,1.400088,0,0,0,0,1,0.336013,1,24.253497,1.397661,1.147392,0.919039,0,0,24.253497,2.492787
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_7.dzn,1,1.400088,0,0,0,0,1,0.336013,1,24.253497,1.397661,1.147392,0.919039,0,0,24.253497,2.492787
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_3/Class3_40_6.dzn,1,1.400088,0,0,0,0,1,0.336013,1,24.253497,1.397661,1.147392,0.919039,0,0,24.253497,2.492787
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_80_6.dzn,1,-1,0,0,0,0,1,-1,-1,24.253497,-1,1.085538,-1,0,0,24.253497,3.551198
