@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC

@DATA
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-230-100.cnf,1,0.0001,0,0.8333,0.2296,1,0.2295,0.5831,34.609,0.0109,0.2295,0.2295,0.4506,1.0681,0.5831,0.5832,0.5493,0.4472,0,0.2295,0.583,0.8333,0,0,1,4.8559,34.609,5,0.3252,552,0.6587,35.7377,0.0001,0.3492,0,0.0237,0.2295,0.0072,0.3448,0.4,4.5414,0.8944,0.4506,0.0952,0.0362,0.0121,0.0109,0.3333,1,0.0199,0.0217,0.0072,0.4167,0.0217,230,552,0,0.0087,0.0216,0.0109,0,0.3333,0.3333,0,0,0.0072,0,0,0.8333,0.0072,0.0109,0.8235,4432,0.4506,51,68,0.9299,59,0.1143,59.4962,0.2204,7.8989,0.1977,0.0274,0.2295,0.9021,0.0271,0.2337,68,51,59,0.1137,59.5687,0.2295,0.5832,0.0723,4527,4432,4468,4527,0.0065,4483,0.4123,4,4501,4491,0.5833,0.5832,0.5834,37.3236,37.6516,39.8496,40.1316,40.1316,0.0559,230
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-6x34.cnf,1,0.0002,0.0238,0.7545,0.0001,1,0.0001,0.4431,23.9542,0.0097,0.0001,0.0001,0.6419,8.8152,0.4431,0.4432,8.6483,0.5859,0,0.0001,0.443,0.0179,0,0,1,2,23.675,2,?,35088,0.8193,27.0681,0.0009,?,0,0,0.0001,0.0049,0.197,?,8.0027,?,?,?,?,?,0.0097,0.006,1,0.0178,0.0178,?,0.0179,0.0196,612,34272,0.3333,0.0033,0.0178,0.0097,0,0.006,0.006,0,0,0.0049,0,0,0.0179,0.0049,0.0097,0.9165,320,?,140,167,0.9948,154,0.0831,153.454,7.851,12.9932,0.1755,0.0479,0.0001,0.997,0.0012,0.0065,168,140,154,0.0718,153.865,0.0001,0.4431,0,3178,367,412,3701,1.1474,840.5294,0,2,566,495,0.4433,0.4431,0.4435,28.6914,28.574,29.666,34.1756,34.9648,0.1023,816
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.4244,0,0.698,0.3397,0,0.0218,0.1091,15.0561,0.0099,0.1492,0.0119,1.1172,1.5696,0.6406,0.95,0.8977,0.5989,2.7799,0.2345,0.0045,0.2051,1.2069,0.6183,0.4161,5.7022,12.5036,7,1.3015,11563,0.1278,17.488,1.1273,0.082,2.7189,0.2919,0.0813,0,0.2475,0.5,19.1633,0.5576,4.2546,0.01,0.0432,0.0065,0.0022,0.4796,1,0.0005,0.0061,0.0003,0.1267,0.0171,1465,11563,0.0055,0.0014,0.0043,0.0004,2.6643,0.8571,0,0.241,1.0956,0.0013,0,1.0811,0.8122,0.0054,0.0022,0.58,472,2.1451,503,549,0.931,526,0.0349,525.979,0.2185,19.5187,0.1356,0.0105,0.0022,0.9318,0.0098,0.1581,550,503,528,0.0358,526.951,0.0044,0.8354,0.0998,1037,545,732,1318,0.2255,849.3182,0.8442,5,941,892,0.9592,0.71,0.9806,20.7956,20.1483,23.3481,27.5314,34.4604,0.246,1473
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.1873,0.1283,0.1602,0.9999,0,0.4958,0.6228,15.0051,0.0204,0.499,0.4719,2.039,0.7627,0.6662,0.826,0.0894,0.3857,3.0672,0.4997,0,0.0848,2.5306,0.8811,0.314,4.8618,11.3517,6,?,15960,0.238,16.1376,0.3296,?,1.8354,1.3286,0.4382,0,0.5369,?,48.7458,?,?,?,?,?,0.0031,0.6064,1,0.0001,0.0182,?,0.1631,0.0056,2307,14145,0.0407,0.0009,0.0034,0.0001,2.6101,1,0,0.1449,1.2324,0.0003,0,2.4745,0.0952,0.007,0.0031,0.5585,691,?,110,132,0.8947,121,0.0833,120.815,0.4277,41.9013,0.4779,0.0503,0.0592,0.912,0.026,0.1404,133,109,120,0.0747,120.582,0.1257,0.7526,0.0752,2225,1940,1972,2543,0.1897,1999.6667,0.4569,4,2169,2052,0.853,0.7356,1,17.7377,17.4477,18.7629,22.0231,23.6815,0.161,2401
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-035-034.sat05-1235.reshuffled-07.cnf,1,0.0002,0.0307,0.7479,0.01,0,0.0099,0.9297,78.655,0.0026,0.0099,0.0098,0.1382,17.0014,0.9298,0.9301,17.0441,1.8863,0,0.01,0.9295,0.9698,0.8447,1.0166,0.4886,3,78.1379,3,?,39900,0.9994,79.1803,0.0124,?,2.6747,0.2714,0.0098,0.0006,0.0299,?,3.0495,?,?,?,?,?,0.0026,0.32,1,0.0026,0.0074,?,0.0298,0.0571,1155,38710,0.0303,0.0017,0.0044,0.0026,0,0.32,0.32,0,0,0.0013,0,0.314,0.9698,0.0017,0.0026,0.9997,7,?,522,565,0.9997,544,0.061,542.26,1.3612,1.0767,0.0287,0.0002,0.0094,1,0.0048,11.6988,568,524,545,0.0651,543.611,0.0096,0.93,0,348,11,190,1549,0.8787,238.4909,0,3,294,235,0.9303,0.93,0.9306,90.924,80.7252,82.9363,127.4286,198.8182,0.2845,1190
SAT_Competition2011/SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0,0,0.5,0.4988,1,0.4988,0,0,0.2667,0.4988,0.4988,0,7.1352,0,0,6.8378,0,0,0.4988,0,0,0,0,1,2,0,2,?,75600,0.9986,0,0,?,0,0,0.4988,0.1333,1.7459,?,0.0043,?,?,?,?,?,0.2667,0,1,0.0006,0.0006,?,0.0006,0.2667,45,75600,0,0.2667,0.0006,0.2667,0,0,0,0,0,0.1333,0,0,0,0.1333,0.2667,0.9993,0,?,2,4,0.9274,3,0.3606,2.6555,19.7231,0.0103,1.2219,0.2791,0.4988,0.9268,0.2799,21.6795,4,2,3,0.3764,2.6702,0.4988,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,45
SAT_Competition2009/CRAFTED/ramseycube/Q3inK09.cnf,1,0,0,0.5,0.4997,1,0.4997,0,0,0.3333,0.4997,0.4997,0,2.2279,0,0,2.0935,0,0,0.4997,0,0,0,0,1,2,0,2,?,15120,1,0,0,?,0,0,0.4997,0.1667,1.9916,?,0,?,?,?,?,?,0.3333,0,1,0.0023,0.0023,?,0.0024,0.3333,36,15120,0,0.3333,0.0023,0.3333,0,0,0,0,0,0.1667,0,0,0,0.1667,0.3333,1,0,?,1,3,0.4982,1,0.4448,1.6254,0,0,2.0769,1.0038,0.4997,0.4909,1.0185,0,3,1,1,0.454,1.6253,0.4997,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,36
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-brn004.sat05-3669.reshuffled-07.cnf,1,0.1899,0.1389,0.157,0.9999,0,0.496,0.617,14.2297,0.0129,0.499,0.4733,2.0383,0.6975,0.6662,0.8263,0.0885,0.3826,3.1852,0.4997,0,0.0809,2.5489,0.8766,0.3151,4.8809,12.1542,6,?,16016,0.2508,15.0143,0.3142,?,1.8655,1.3887,0.4444,0,0.5301,?,47.6222,?,?,?,?,?,0.0031,0.6119,1,0.0001,0.0198,?,0.1663,0.0056,2339,14063,0.041,0.0009,0.0035,0.0001,2.6814,1,0,0.1442,1.1824,0.0003,0,2.3,0.0916,0.005,0.0031,0.5133,1018,?,111,134,0.8929,122,0.0728,122.247,0.1769,39.2109,0.4554,0.0263,0.0738,0.9128,0.0237,0.1297,134,112,122,0.0722,122.723,0.1552,0.7497,0.0743,2148,1647,1715,2254,0.1489,1817.4,0.4596,4,1988,1820,0.8537,0.7348,1,16.536,16.3581,17.9673,19.5233,21.5133,0.1372,2435
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-12.sat05-2587.reshuffled-07.cnf,1,0,0,0.3017,0.3813,0,0.3741,0,16.7215,0.069,0.3791,0.3677,0.251,1.4676,0,0,1.2356,0.0645,0.5004,0.3804,0,0,1.1751,0.9751,0.3621,5,16.7033,5,0.038,232,0.9972,17.0317,0.0592,0.4296,1.39,0.069,0.3649,0.0086,0.3323,0.4737,1.006,0.0975,0.9958,0.4,0.0991,0.0932,0.0655,0,1,0.0216,0.0259,0.0647,0.2586,0.0667,60,232,0.45,0.05,0.025,0.0517,0,0,0,0,0.1053,0.0194,0,0.4635,0.069,0.0345,0.0655,0.9995,2616,0.9958,5,9,0.8386,7,0.2338,6.7684,0.6304,1.7936,0.2681,0.1617,0.3176,0.7857,0.154,0.1087,9,5,7,0.2325,6.7478,0.3231,0,0,4061,2770,2808,4193,0.1568,3167.75,0,5,3542,2987,0,0,0,18.1144,17.6168,19.4078,20.7067,21.1259,0.0811,87
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.0001,0.0381,0.7571,0.003,1,0.003,0.4948,0,0.014,0.003,0.003,0.676,7.6112,0.4948,0.4948,7.6055,0.591,0,0.003,0.4947,0.0286,0,0,1,2,0,2,?,15260,0.987,0,0.0002,?,0,0,0.003,0.0071,0.1276,?,0.0061,?,?,?,?,?,0.014,0.0097,1,0.0285,0.0285,?,0.0286,0.0286,420,14700,0.3333,0.0048,0.0285,0.014,0,0.0097,0.0097,0,0,0.0071,0,0,0.0286,0.0071,0.014,0.9992,0,?,90,112,0.9999,101,0.0882,101.231,44.1475,0.1319,0.1293,0.0089,0.003,0.9997,0.0008,48.0104,113,91,102,0.0868,101.696,0.003,0.4948,0,0,0,0,0,0,0,0,2,0,0,0.4948,0.4948,0.4951,0,0,0,0,0,0,560
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n120-s55656844-unsat.cnf,1,1.5509,0,0.5238,0.3248,0.3333,0.3223,0.0014,19.1468,0.0357,0.3231,0.3157,0,0.7955,0.0045,0.0581,0.4831,0,0.2852,0.3241,0,0,0.5534,0.5772,0.4947,5.9417,17.6681,6,0.0768,252,0.813,19.3295,0.0503,0.1945,1.6763,0.0453,0.3159,0,0.3693,0.2,1.0954,0.1038,0.365,0.1538,0.0476,0.0371,0.0248,0.0275,1,0.0238,0.0278,0.0357,0.4802,0.0248,121,252,0,0.0248,0.0241,0.0238,0.2852,0.3333,0,0.0918,0.1322,0.013,0,0.4427,1,0.0317,0.0248,0.9598,3905,0.365,14,21,0.8466,18,0.1655,17.5752,0.5248,2.615,0.3084,0.0861,0.264,0.8006,0.0764,0.2951,21,14,18,0.1672,17.5585,0.3079,0.0125,0.0394,4532,3984,4057,4532,0.0388,4148.8,0.2224,5,4203,4130,0.0772,0.0369,0.2164,19.7128,19.5094,20.2251,22.2048,22.2048,0.055,121
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-7x39.cnf,1,0.0001,0.0173,0.7532,0,1,0,0.408,23.8227,0.0073,0,0,0.6243,12.2036,0.408,0.4081,10.5251,0.5836,0,0,0.4078,0.013,0,0,1,2,22.701,2,?,64155,0.7394,24.9049,0.0008,?,0,0,0,0.0036,0.2472,?,33.0045,?,?,?,?,?,0.0073,0.0044,1,0.013,0.013,?,0.013,0.0147,819,63063,0.3333,0.0024,0.013,0.0073,0,0.0044,0.0044,0,0,0.0036,0,0,0.013,0.0036,0.0073,0.8371,212,?,192,224,0.9984,208.5,0.0652,208.871,0.0123,33.1443,0.1606,0.0007,0,0.9984,0.0008,0.002,225,192,208,0.0602,208.685,0,0.4081,0,965,220,291,3874,1.3138,597.5714,0,2,497,394,0.4081,0.4081,0.4082,27.2897,26.7941,28.9002,32.7932,36.7606,0.1214,1092
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp.cnf,1,0.5387,0.0829,0.7991,0.3654,0,0.0296,0.0701,15.5466,0.0105,0.0684,0.0057,1.3044,2.1626,0.3317,0.8446,0.7549,0.3306,3.6347,0.2557,0,0.17,1.5922,0.628,0.5316,6.3112,12.9215,7,?,152722,0.0482,15.5669,1.4498,?,3.2779,1.313,0.0671,0,0.3186,?,526.259,?,?,?,?,?,0.0003,0.3205,1,0,0.0084,?,0.0736,0.004,10375,141036,0.4358,0.0002,0.0003,0,3.4148,0.9505,0,0.2688,1.6001,0.0002,0,1.8246,0.6046,0.0052,0.0003,0.2092,395,?,2879,2975,0.9443,2940.5,0.0253,2936.42,0.1913,394,0.2265,0.0084,0,0.9549,0.0033,0.059,3003,2906,2974,0.0127,2965,0.0002,0.7508,0.1029,1278,1016,1019,1376,0.2226,1072.7273,0.952,5,1207,1116,0.9302,0.5973,0.9847,16.8524,17.0196,18.0182,18.6415,19.39,0.1017,14896
SAT_Competition2007/crafted/Hard/contest05/phnf/phnf-size10-exclusive-philo.used-as.sat04-988.sat05-4195.reshuffled-07.cnf,1,0.2671,0.0267,0.6494,0.5,0,0.0576,0.4958,0,0.0013,0.1626,0.007,0.6075,21.6649,0.7927,0.9864,9.6726,0.8254,5.5801,0.2899,0,0.8587,1.2297,1.0218,0.467,6.5,0,7,?,1711065,0.0249,0,1.1702,?,5.0412,0.7947,0.1056,0,0,?,4261,?,?,?,?,?,0.0001,0.3403,1,0,0.0009,?,0.0192,0.0006,32046,1666604,0.1329,0.0001,0.0001,0,4.2458,0.9729,0,0.2007,0.825,0,0,0.8502,0.859,0.0007,0.0001,0.1008,0,?,13611,13611,0.9905,13611,0,13611,0,1529,0,0,0,0.9975,0,0,13644,13644,13644,0,13644,0.0001,0.9295,0.0769,0,0,0,0,0,0,0.6931,6,0,0,0.9988,0.8362,1,0,0,0,0,0,0,36304
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,0.0015,0.0013,0.709,0.1115,0,0.1057,0.9337,234.6801,0.0026,0.1075,0.1041,0.204,9.2343,0.9339,0.9363,9.6103,2.1263,0,0.1077,0.9309,0.9495,0.9599,1.0234,0.4825,3,234.6801,3,?,30460,0.948,234.6801,0.0182,?,2.5176,0.262,0.1058,0.0004,0.0479,?,8.6,?,?,?,?,?,0.0026,0,1,0.0038,0.0109,?,0.05,0.05,1520,30420,0.0263,0.0013,0.0063,0.0026,0,0,0,0,0,0.0009,0,0.3466,0.9495,0.0013,0.0026,0.9578,4886,?,688,741,1.0107,716,0.0638,712.46,16.5778,18.0809,0.0805,0.1987,0.1038,1.0009,0.028,14.9189,738,691,714,0.0651,713.042,0.1039,0.9351,0,4886,4886,4886,4886,0,4886,0,3,4886,4886,0.9364,0.9351,0.9365,234.6801,234.6801,234.6801,234.6801,234.6801,0,1560
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-103-100.cnf,1,1.4431,0,0.5,0.3236,1,0.3208,0.0024,15.424,0.0409,0.3218,0.3151,0,0.8594,0.0069,0.0597,0.5196,0,0.3145,0.3227,0.0004,0,0,0,1,5.6635,15.424,6,0.0818,220,0.8203,15.8666,0.0523,0.1937,0.1914,0.0482,0.3141,0.0136,0.3738,0.2,1.0854,0.1094,0.3983,0.1538,0.0545,0.0428,0.0286,0.0317,1,0.0273,0.0318,0.0409,0.4773,0.0286,105,220,0,0.0286,0.0277,0.0273,0.3145,0.3333,0,0.0978,0.1401,0.0143,0,0.2033,1,0.0273,0.0286,0.9583,3916,0.3983,12,19,0.8572,15,0.1761,15.4051,0.5109,2.6256,0.3154,0.0924,0.2638,0.804,0.0815,0.2787,19,12,15,0.1769,15.401,0.3069,0.0123,0.0834,4448,3916,3937,4448,0.0475,4125.2222,0.6387,5,4242,4085,0.0764,0.0413,0.2155,16.5548,16.5124,16.9087,18.0489,18.0489,0.0523,105
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-12t22.sat05-1151.reshuffled-07.cnf,1,0.1961,0.1581,0.6207,0.2776,0,0.0003,0.6461,14.1189,0.0022,0.0095,0.0001,0.8029,8.1468,0.9183,0.9959,4.0631,0.4045,3.7505,0.1537,0.0035,0.6776,1.1561,0.9849,0.4609,16.7265,14.1189,22,?,87747,0.4111,16.4004,2.0749,?,4.2283,0.4874,0.0292,0,0.3328,?,13.2162,?,?,?,?,?,0.0009,0.4748,1,0.0001,0.0025,?,0.0367,0.0093,2784,75771,0.6904,0.0007,0.0009,0.0001,3.4218,1,0,0.3132,0.5951,0.0005,0,0.6864,0.7149,0.0017,0.0009,0.85,1312,?,1135,1206,1.0173,1173,0.1269,1153.47,7.5441,155.818,0.3996,0.2007,0,0.9921,0.0009,0.2999,1202,1141,1169.5,0.0204,1170.68,0,0.979,0.1618,2633,1312,1356,2633,0.2448,1807.1667,2.3034,12,1987,1846,0.9966,0.8995,1,21.5615,22.1333,24.4702,32.4283,32.4283,0.2756,4706
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-260-100.cnf,1,0.0001,0,0.8333,0.2296,1,0.2295,0.5831,38.6778,0.0096,0.2295,0.2295,0.4506,1.0411,0.5831,0.5832,0.5164,0.4472,0,0.2296,0.5829,0.8333,0,0,1,4.9614,38.6778,5,0.3252,624,0.6509,39.7072,0.0001,0.3492,0,0.0213,0.2295,0.0064,0.3382,0.4,4.976,0.8944,0.4506,0.0952,0.0321,0.0107,0.0096,0.3333,1,0.0176,0.0192,0.0064,0.4167,0.0192,260,624,0,0.0077,0.0191,0.0096,0,0.3333,0.3333,0,0,0.0064,0,0,0.8333,0.0064,0.0096,0.8295,4475,0.4506,58,77,0.9285,67,0.1089,67.1058,0.2102,8.7361,0.1959,0.0258,0.2295,0.9011,0.0253,0.2247,77,58,67,0.1082,67.2696,0.2295,0.5832,0.0388,4553,4475,4498,4553,0.0061,4515.3333,0.1635,4,4549,4513,0.5832,0.5832,0.5834,42.2601,41.5768,44.9591,47.8079,47.8079,0.0748,260
SAT_Competition2009/CRAFTED/edgematching/all/em_7_3_6_all.cnf,1,0.2513,0,0.8847,0.0819,0,0.0248,0.4085,25.5075,0.0043,0.0326,0.0001,0.8464,6.9052,0.8228,0.9702,5.7439,0.5437,2.9688,0.0537,0.2345,0.6971,0.9623,0.4178,0.7776,5.7022,24.1123,7,0.9205,30387,0.311,27.4583,1.0027,0.235,2.6253,0.32,0.0213,0.0001,0.2711,0.5,31.0232,1.3598,3.238,0.0022,0.0415,0.0017,0.0017,0.7042,1,0.0002,0.0029,0.0001,0.0482,0.0171,1465,30387,0.0055,0.0014,0.002,0.0002,2.2797,0.9298,0,0.3079,0.54,0.0014,0,0.4207,0.9281,0.0026,0.0017,0.7742,1072,2.1241,586,638,0.9908,612,0.0622,610.765,7.963,40.9745,0.1576,0.0534,0,0.9948,0.0016,0.1837,639,590,614,0.0557,612.523,0.0001,0.9391,0.0998,2480,1193,1309,2480,0.2612,1715.4,0.8442,5,1975,1779,0.9719,0.8375,0.9724,31.9151,33.1241,36.2876,41.603,41.603,0.1684,1473
SAT_Competition2009/CRAFTED/Hard/contest05/phnf/phnf-size10-exclusive-equilarge_m3.used-as.sat04-900.sat05-4186.reshuffled-07.cnf,1,0.9961,0.0098,0.5837,0.1026,0,0,0.0389,0,0.0007,0,0,0.6441,48.7917,0.0627,0.3082,50.2536,0.7695,5.9083,0,0.0118,0.7744,1.2669,1.0314,0.4482,9.25,0,10,?,1018562,0.3636,0,8.4885,?,5.46,0.4369,0.0004,0,0.0248,?,3336,?,?,?,?,?,0.0004,0.0661,1,0,0.0006,?,0.0083,0.0028,8350,1008700,0.1411,0.0002,0.0003,0,2.2138,0.9119,0.0059,0.1144,0.431,0.0001,0,0.5603,0.7746,0.0005,0.0004,0.4731,0,?,3140,3140,0.9929,3191.5,0.0228,3191.5,1.195,2006.5,0.3373,0.01,0,0.9988,0.0002,0.0553,3212,3201,3212,0.0082,3221.33,0,0.1361,0.0896,0,0,0,0,0,0,1.0397,8,0,0,0.624,0.2256,0.9752,0,0,0,0,0,0,9528
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,0.8514,0,0.1925,0.0043,0,0.0034,0.0036,35.0743,0.0294,0.0037,0.0032,0.2162,1.3198,0.0077,0.034,0.8205,0.0467,1.2942,0.0039,0.0005,0,1.043,0.6696,0.3779,3,35.0743,3,0.0756,2924,0.5539,35.4918,0.1059,0.0723,2.5089,0.0257,0.0035,0.0021,0.4396,0.0932,8.9409,0.048,2.6021,0.0556,0.0735,0.0702,0.0291,0.0079,1,0.0455,0.0534,0.041,0.0581,0.0294,170,2924,0,0.0176,0.0502,0.0277,1.0364,0.0488,0,0.0094,0.0121,0.0056,0,0.1899,0.0003,0.0079,0.0291,0.7162,3901,0.9351,26,37,0.8598,32,0.1304,31.5858,0.2773,10.3841,0.2367,0.0647,0.0026,0.8461,0.0631,0.2801,37,26,31,0.132,31.5754,0.0029,0.0191,0,4277,3901,3993,4277,0.0275,4059.625,0,3,4158,4077,0.0522,0.0249,0.1322,36.012,35.5486,37.2436,37.6111,37.6111,0.0247,170
