@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC

@DATA
bool/mps/mps-mzzv42z.xml,1,?,?,?,?,?,?,?
bool/logic-synthesis/5xp1-b.xml,1,?,?,?,?,?,0.439125,0.480974
bool/logic-synthesis/ex5-pi.xml,1,?,?,?,?,?,0.426442,0.460465
bool/logic-synthesis/alu4-b.xml,1,?,?,?,?,?,0.470181,0.520367
bool/logic-synthesis/clip-b.xml,1,?,?,?,?,?,0.45541,0.522082
bool/logic-synthesis/e64-b.xml,1,?,?,?,?,?,0.56474,0.780916
bool/logic-synthesis/bench1-pi.xml,1,?,?,?,?,?,0.465185,0.554346
bool/logic-synthesis/e-am-pi.xml,1,?,?,?,?,?,0.421647,0.458279
bool/logic-synthesis/sao2-b.xml,1,?,?,?,?,?,0.473992,0.534149
bool/logic-synthesis/count-b.xml,1,?,?,?,?,?,0.469612,0.513091
bool/logic-synthesis/prom2-pi.xml,1,?,?,?,?,?,0.559483,0.732129
bool/logic-synthesis/max1024-pi.xml,1,?,?,?,?,?,0.578093,0.836029
bool/logic-synthesis/rot-b.xml,1,?,?,?,?,?,0.491028,0.567072
bool/logic-synthesis/f51m-b.xml,1,?,?,?,?,?,0.448955,0.496042
bool/logic-synthesis/9symml.xml,1,?,?,?,?,?,0.593335,1.273019
bool/logic-synthesis/jac3.xml,1,?,?,?,?,?,0.392534,0.490773
bool/logic-synthesis/apex4-a.xml,1,?,?,?,?,?,0.508712,0.865119
bool/logic-synthesis/9sym-b.xml,1,?,?,?,?,?,0.456988,0.507252
bool/uclid/ooo-tag14.xml,1,55.917564,38.26594,1.414214,1.414205,0.904741,?,?
bool/uclid/ooo-burch-dill-2-accl.xml,1,56.338204,49.509979,1.414214,1.41043,18.246614,0.473736,0.794934
bool/uclid/elf-rf6.xml,1,?,?,?,?,?,0,-512
bool/uclid/ooo-tag10.xml,1,55.906302,40.24891,1.414214,1.414175,14.880562,0.472238,1.198663
bool/uclid/ooo-rf7.xml,1,56.095065,41.303558,1.414214,1.41232,14.556236,0.47343,1.121872
bool/uclid/blast-floppy1-8.xml,1,?,?,?,?,?,?,?
bool/uclid/22s-smv.xml,1,56.323223,57.854074,1.414214,1.370777,18.510804,?,?
bool/uclid/dlx1c-rwmem1-ucl.xml,1,56.349533,42.329907,1.414214,1.414027,14.88785,0.474071,1.060784
bool/uclid/ooo-rf6.xml,1,?,?,?,?,?,0.49229,1.38701
bool/uclid/elf-rf9.xml,1,56.515066,42.158,1.414214,1.414196,3.175744,?,?
bool/uclid/blast-tlan3.xml,1,57.464448,81.365827,1.414214,1.414214,13.6504,?,?
bool/uclid/44s-smv.xml,1,55.079872,67.231097,1.414214,1.327259,24.707135,0.456375,0.56032
bool/uclid/cache-inv10-ucl.xml,1,57.415837,37.234212,1.414214,1.412313,8.80386,0.484217,4.036532
bool/uclid/ooo-tag12.xml,1,55.912782,38.789307,1.414214,1.414196,1.964912,0.472265,1.470784
bool/uclid/43s-smv.xml,1,55.851468,56.020725,1.414214,1.363086,18.364997,?,?
bool/uclid/25s-smv.xml,1,56.248831,57.433739,1.414214,1.337033,18.101029,?,?
bool/uclid/cache-ibm-q-unbounded-Icl2arity-ucl.xml,1,56.182012,44.842601,1.414214,1.395971,3.53131,?,?
bool/uclid/elf-rf8.xml,1,56.511419,43.254211,1.414214,1.412929,14.284002,0.472129,0.961703
bool/uclid/ooo-burch-dill-3-accl.xml,1,56.369351,46.33275,1.414214,1.412147,16.605665,0.473235,0.857738
bool/uclid/dlx1c-rwmem-ucl.xml,1,56.417234,41.128445,1.414214,1.414057,14.199443,0.47397,1.167526
bool/uclid/blast-floppy1-6.xml,1,?,?,?,?,?,?,?
bool/uclid/cache-inv12-ucl.xml,1,57.893296,36.653889,1.414214,1.413446,0,0.473684,7.640999
bool/uclid/cache-inv8-ucl.xml,1,?,?,?,?,?,0.49338,2.031511
bool/uclid/ooo-rf8.xml,1,56.073629,39.879339,1.414214,1.414162,14.089135,0.473399,1.306838
bool/uclid/ooo-burch-dill-4-accl.xml,1,56.135818,48.875228,1.414214,1.410349,17.347037,?,?
bool/uclid/ooo-burch-dill-6-accl.xml,1,56.405331,42.933432,1.414214,1.414199,3.068493,?,?
bool/uclid/blast-floppy1-2.xml,1,?,?,?,?,?,0.366239,0.427181
bool/uclid/blast-floppy1-3.xml,1,?,?,?,?,?,0.456696,0.535136
bool/uclid/ooo-rf10.xml,1,56.054046,38.478485,1.414214,1.414194,1.753249,0.471254,1.55224
bool/uclid/ooo-tag8.xml,1,55.905144,42.300156,1.414214,1.412798,15.809397,0.474614,1.059381
bool/uclid/dlx1c-ucl.xml,1,56.268483,42.661018,1.414214,1.413992,15.174171,0.473167,1.0188
bool/uclid/37s-smv.xml,1,56.54934,42.721559,1.414214,1.393864,12.005028,0.471034,0.990233
bool/uclid/46s-smv.xml,1,55.638007,57.653341,1.414214,1.342196,20.454545,0.456428,0.583057
bool/uclid/blast-tlan2.xml,1,57.825517,114.745818,1.414214,1.355696,29.485077,?,?
bool/uclid/blast-floppy1-4.xml,1,?,?,?,?,?,?,?
bool/uclid/ooo-burch-dill-8-accl.xml,1,56.184018,42.870308,1.414214,1.414197,3.535412,?,?
bool/uclid/ooo-rf9.xml,1,56.060624,38.939225,1.414214,1.414183,1.583608,0.473312,1.507941
bool/uclid/elf-rf7.xml,1,?,?,?,?,?,0.477528,1.008526
bool/uclid/blast-floppy1-7.xml,1,?,?,?,?,?,?,?
bool/par/par-32-4-c.xml,1,12.010812,31.44316,1.414214,1.414214,79.981979,0.483262,87.078554
bool/par/par-16-4-c.xml,1,12.029703,31.25,1.414214,1.414214,79.950495,0.476533,84.878173
bool/par/par-16-1-c.xml,1,12.030361,31.233397,1.414214,1.414214,79.949399,0.481107,83.784615
bool/par/par-16-5.xml,1,14.172679,30.169886,1.414214,1.271902,76.378869,0.506498,144.531401
bool/par/par-16-4.xml,1,14.285714,30.091485,1.414214,1.2688,76.190476,0.508869,148.35533
bool/par/par-8-5-c.xml,1,?,?,?,?,?,0.410117,93.902439
bool/par/par-16-2-c.xml,1,12.02757,31.303848,1.414214,1.414214,79.954049,0.482474,84.882629
bool/par/par-8-2-c.xml,1,?,?,?,?,?,0.427852,91.263158
bool/par/par-16-3.xml,1,14.219005,30.137754,1.414214,1.269188,76.301658,0.512278,146.574257
bool/par/par-32-3-c.xml,1,12.010878,31.439795,1.414214,1.414214,79.98187,0.483158,86.858573
bool/par/par-32-2.xml,1,14.340759,30.078266,1.414214,1.406344,76.098736,0.501237,150.506329
bool/par/par-16-5-c.xml,1,12.028219,31.287478,1.414214,1.414214,79.952969,0.470981,85.246377
bool/par/par-8-1.xml,1,?,?,?,?,?,0.38065,240.257143
bool/par/par-32-4.xml,1,14.276296,30.122865,1.414214,1.406344,76.206173,0.49927,149.373599
bool/par/par-32-1-c.xml,1,12.010961,31.435531,1.414214,1.414214,79.981732,0.483419,86.719144
bool/par/par-32-3.xml,1,14.293429,30.111011,1.414214,1.406344,76.177618,0.502387,149.409488
bool/par/par-32-1.xml,1,14.314904,30.096154,1.414214,1.406344,76.141827,0.50398,149.836683
bool/par/par-8-1-c.xml,1,?,?,?,?,?,0.421283,90.277778
bool/par/par-16-3-c.xml,1,12.028812,31.272509,1.414214,1.414214,79.951981,0.477292,85.475248
bool/par/par-32-2-c.xml,1,12.011062,31.430327,1.414214,1.414214,79.981564,0.485247,86.43853
bool/par/par-8-2.xml,1,?,?,?,?,?,0.385388,261.181818
bool/par/par-32-5-c.xml,1,12.010764,31.445657,1.414214,1.414214,79.98206,0.479864,87.050868
bool/par/par-8-4-c.xml,1,?,?,?,?,?,0.424,94.861111
bool/par/par-32-5.xml,1,14.263473,30.131737,1.414214,1.406344,76.227545,0.501589,148.980173
bool/par/par-8-3-c.xml,1,?,?,?,?,?,0.39585,96.275
bool/par/par-8-5.xml,1,?,?,?,?,?,0.405285,234.605263
bool/par/par-16-2.xml,1,14.120102,30.206353,1.414214,1.273837,76.466497,0.506338,142.023474
bool/par/par-8-4.xml,1,?,?,?,?,?,0.409009,245.514286
bool/par/par-16-1.xml,1,14.332784,30.058837,1.414214,1.264132,76.112026,0.50839,148.092308
bool/par/par-8-3.xml,1,?,?,?,?,?,0.401195,228.384615
bool/fpga/fpga-11-9.xml,1,32.578125,81.640625,1.414214,1.414214,100,0.648702,1.019335
bool/fpga/fpga-13-11.xml,1,32.191011,92.752809,1.414214,1.414214,100,0.617184,0.880267
bool/fpga/fpga-40-40.xml,1,29.302326,213.953488,1.414214,1.414214,100,0.504297,0.558631
bool/fpga/fpga-35-35.xml,1,29.210526,188.954887,1.414214,1.414214,100,0.513009,0.565507
bool/fpga/fpga-40-39.xml,1,29.284863,209.177592,1.414214,1.414214,100,0.503964,0.547586
bool/fpga/fpga-35-33.xml,1,29.164013,179.458599,1.414214,1.414214,100,0.517245,0.57376
bool/fpga/fpga-25-25.xml,1,28.928571,138.585714,1.414214,1.414214,100,0.536287,0.61743
bool/fpga/fpga-45-43.xml,1,29.346563,229.574056,1.414214,1.414214,100,0.496696,0.536926
bool/fpga/fpga-15-14.xml,1,31.778656,107.905138,1.414214,1.414214,100,0.585931,0.732657
bool/fpga/fpga-20-20.xml,1,31.304348,139.130435,1.414214,1.414214,100,0.557525,0.689371
bool/fpga/fpga-12-11.xml,1,32.168675,91.445783,1.414214,1.414214,100,0.617603,0.881546
bool/fpga/fpga-20-18.xml,1,31.442308,129.807692,1.414214,1.414214,100,0.559574,0.649332
bool/fpga/fpga-13-12.xml,1,32.020725,96.994819,1.414214,1.414214,100,0.599068,0.882385
bool/fpga/fpga-40-38.xml,1,29.266504,204.400978,1.414214,1.414214,100,0.503146,0.533918
bool/fpga/fpga-30-30.xml,1,29.090909,163.636364,1.414214,1.414214,100,0.521462,0.568189
bool/fpga/fpga-11-11.xml,1,32.142857,90.779221,1.414214,1.414214,100,0.621301,0.894856
bool/fpga/fpga-35-34.xml,1,29.187935,184.068059,1.414214,1.414214,100,0.511978,0.549716
bool/fpga/fpga-15-15.xml,1,31.666667,112.814815,1.414214,1.414214,100,0.584797,0.765343
bool/fpga/fpga-45-45.xml,1,15,119.37963,1.414214,1.414214,100,0.493116,0.531508
bool/fpga/fpga-10-9.xml,1,32.542373,80.084746,1.414214,1.414214,100,0.64884,1.03268
bool/fpga/fpga-14-12.xml,1,32.038835,97.864078,1.414214,1.414214,100,0.595758,0.868836
bool/fpga/fpga-13-13.xml,1,31.875,101.923077,1.414214,1.414214,100,0.593591,0.813083
bool/fpga/fpga-10-8.xml,1,32.830189,75.471698,1.414214,1.414214,100,0.639138,1.242823
bool/fpga/fpga-10-10.xml,1,32.307692,84.615385,1.414214,1.414214,100,0.643005,0.852941
bool/fpga/fpga-30-28.xml,1,29.028078,154.211663,1.414214,1.414214,100,0.529577,0.615895
bool/fpga/fpga-11-10.xml,1,32.340426,85.815603,1.414214,1.414214,100,0.643027,0.856763
bool/fpga/fpga-15-13.xml,1,31.90678,103.601695,1.414214,1.414214,100,0.591157,0.799393
bool/fpga/fpga-25-23.xml,1,31.160991,147.058824,1.414214,1.414214,100,0.541577,0.634355
bool/fpga/fpga-20-19.xml,1,31.369863,134.474886,1.414214,1.414214,100,0.559327,0.674947
bool/fpga/fpga-14-14.xml,1,31.764706,107.058824,1.414214,1.414214,100,0.585896,0.731942
bool/fpga/fpga-25-24.xml,1,28.885587,133.729569,1.414214,1.414214,100,0.540983,0.647399
bool/fpga/fpga-12-12.xml,1,32,96,1.414214,1.414214,100,0.597826,0.885246
bool/fpga/fpga-30-29.xml,1,29.060543,158.924843,1.414214,1.414214,100,0.525641,0.592728
bool/fpga/fpga-45-44.xml,1,29.361098,234.26408,1.414214,1.414214,100,0.496959,0.546816
bool/fpga/fpga-14-13.xml,1,31.891892,102.477477,1.414214,1.414214,100,0.591506,0.803559
bool/fpga/fpga-12-10.xml,1,32.368421,86.842105,1.414214,1.414214,100,0.637036,0.845003
bool/mpsReduced/mps-red-markshare1-1.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-berlin-5-8_0.xml,1,9.258649,10.356947,1.414214,1.414214,100,?,?
bool/mpsReduced/mps-red-ran10x10c.xml,1,?,?,?,?,?,0.515654,0.795618
bool/mpsReduced/mps-red-mod013.xml,1,37.894737,315.789474,1.414214,1.235399,100,0.480746,0.865315
bool/mpsReduced/mps-red-flugpl.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran12x12.xml,1,?,?,?,?,?,0.500559,0.845366
bool/mpsReduced/mps-red-ran13x13.xml,1,?,?,?,?,?,0.508328,0.780225
bool/mpsReduced/mps-red-sc50a.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-testprob.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare1.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare2-1.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-capri.xml,1,17.757353,89.154412,1.414214,1.334585,100,?,?
bool/mpsReduced/mps-red-timtab1.xml,1,27.115385,116.121795,1.414214,1.414214,91.025641,?,?
bool/mpsReduced/mps-red-misc03.xml,1,40,171.95122,1.414214,1.414214,100,?,?
bool/mpsReduced/mps-red-modglob.xml,1,0.621762,5.595855,1.414214,1.324972,100,?,?
bool/mpsReduced/mps-red-misc01.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-enigma.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-agg.xml,1,0,0,1.414214,1.414214,100,?,?
bool/mpsReduced/mps-red-sc205.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-afiro.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-gr4x6.xml,1,32.727273,272.727273,1.414214,1.234582,100,0.491676,0.89854
bool/mpsReduced/mps-red-bk4x3.xml,1,?,?,?,?,?,0.496131,0.96171
bool/mpsReduced/mps-red-ran8x32.xml,1,45.714286,379.285714,1.414214,1.238251,100,0.431932,0.774741
bool/mpsReduced/mps-red-ran10x26.xml,1,46.987952,389.759036,1.414214,1.237343,100,0.507197,0.775879
bool/mpsReduced/mps-red-blend.xml,1,3.076923,26.666667,1.414214,1.259343,100,?,?
bool/mpsReduced/mps-red-scagr7.xml,1,9.577465,77.13615,1.414214,1.31891,100,?,?
bool/mpsReduced/mps-red-arki001.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-nazareth.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran10x10b.xml,1,?,?,?,?,?,0.515522,0.79632
bool/mpsReduced/mps-red-est.xml,1,17.142857,71.428571,1.414214,1.414214,100,?,?
bool/mpsReduced/mps-red-egout.xml,1,?,?,?,?,?,0.548982,0.950582
bool/mpsReduced/mps-red-neos20.xml,1,45.771268,202.327828,1.414214,1.211446,78.311,?,?
bool/mpsReduced/mps-red-neos15.xml,1,5.504587,20.183486,1.414214,1.414214,100,?,?
bool/mpsReduced/mps-red-ran10x10a.xml,1,?,?,?,?,?,0.515312,0.798919
bool/mpsReduced/mps-red-glass4.xml,1,6.122449,28.253968,1.414214,1.412399,100,?,?
bool/mpsReduced/mps-red-liu.xml,1,0,0,1.414214,1.414214,100,?,?
bool/mpsReduced/mps-red-adlittle.xml,1,3.380282,28.732394,1.414214,1.276405,100,?,?
bool/mpsReduced/mps-red-sc50b.xml,1,0,0,1.414214,1.326022,100,?,?
bool/mpsReduced/mps-red-25fv47.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-beaconfd.xml,1,0,0,1.414214,1.414214,100,?,?
bool/mpsReduced/mps-red-ran17x17.xml,1,?,?,?,?,?,0.436324,0.777516
bool/mpsReduced/mps-red-qnet1.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-misc07.xml,1,24.534413,120.080972,1.414214,1.414214,100,?,?
bool/mpsReduced/mps-red-agg3.xml,1,0,0,1.414214,1.414214,100,?,?
bool/mpsReduced/mps-red-pk1.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-rout.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-lotfi.xml,1,3.629032,29.919355,1.414214,1.340955,100,?,?
bool/mpsReduced/mps-red-bandm.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-aflow30a.xml,1,54.551148,304.812109,1.414214,1.414214,100,?,?
bool/mpsReduced/mps-red-sc105.xml,1,0,0,1.414214,1.373348,100,?,?
bool/mpsReduced/mps-red-vpm1.xml,1,-1,-1,-1,-1,-1,?,?
bool/mpsReduced/mps-red-UMTS.xml,1,37.995849,63.024014,1.414214,1.34178,70.827157,?,?
bool/mpsReduced/mps-red-recipe.xml,1,22.331839,128.026906,1.414214,1.374457,100,?,?
bool/mpsReduced/mps-red-timtab2.xml,1,27.303058,113.846154,1.414214,1.414214,89.805375,?,?
bool/mpsReduced/mps-red-ran14x18.xml,1,47.848101,398.291139,1.414214,1.241458,100,0.49118,0.778665
bool/mpsReduced/mps-red-kb2.xml,1,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-stocfor1.xml,1,5.333333,47.555556,1.414214,1.263723,100,0.472949,0.555568
bool/mpsReduced/mps-red-ran16x16.xml,1,?,?,?,?,?,0.441335,0.774918
bool/mpsReduced/mps-red-bal8x12.xml,1,42.352941,352.941176,1.414214,1.24218,100,0.482006,0.83391
bool/mpsReduced/mps-red-harp2.xml,1,-1,-1,-1,-1,-1,?,?
bool/mpsReduced/mps-red-pp08a.xml,1,19.2,160,1.414214,1.365338,100,?,?
