@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Running_Avg_LBD-4 NUMERIC
@ATTRIBUTE Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Literals_in_Loop_Nogoods-1 NUMERIC

@DATA
FolioSuite/ASP-Comp-2007-Lparse/SLparse/Hashiwokakero/hashiwokakero-size11-puzzle5.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_13_13_t17.lp.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_20_20_t19.lp.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_18_18_t8.lp.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_17_17_t9.lp.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_15_15_t9.lp.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00750.23.gz,1,6.43,0,0,303,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00675.13.gz,1,7.01,0,0,383,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00825.25.gz,1,6.85,0,0,341,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00675.26.gz,1,6.35,0,0,380,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.00700.1.gz,1,6.86,0,0,448,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.00700.15.gz,1,8.31,0,0,564,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.01100.8.gz,1,7.16,0,0,380,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n50-unsat-b16.lp.gz,1,12.2,2,0.0588,911,66
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n50-unsat-b6.lp.gz,1,10.15,1,0.0286,980,62
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n60-sat-b18.lp.gz,1,12.35,1,0.0303,1043,29
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/20.1.schur.gz,1,7.58,0,0,653,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.10.schur.gz,1,12.2,0,0,662,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/20.13.schur.gz,1,7.01,0,0,585,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.17.schur.gz,1,10.81,0,0,621,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.16.schur.gz,1,8.74,0,0,514,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w4_g6_s4.dlv.dat.lp.gz,1,16.89,0,0,731,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w8_g4_s2.dlv.dat.lp.gz,1,13.03,0,0,454,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w6_g6_s3.dlv.dat.lp.gz,1,16.81,0,0,687,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward2/t31.dat.gz,1,5,0,0,416,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward2/t29.dat.gz,1,3.89,0,0,137,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SolitaireForward/solitare_forward_t24.lp.gz,1,3.62,0,0,111,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/Su-Doku/sudoku378.lp.gz,1,?,0,0,442,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.39_6.gz,1,4.26,0,0,564,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.36_6.gz,1,2.99,0,0,96,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.33_6.gz,1,4.35,0,0,51,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.41_7.gz,1,4.11,0,0,330,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.16_50.6.gz,1,3.03,0,0,90,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/tsp_rand_70_300_1155482584_11.gph.gz,1,32.39,0,0,2468,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/tsp_rand_70_300_1155482584_8.gph.gz,1,?,0,0,2113,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/rand_80_340_1159656267_13.gph.gz,1,?,0,0,2564,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/tsp_rand_70_300_1155482584_5.gph.gz,1,24.12,0,0,2006,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightBoundedDominatingSetSuite/rand_200_800_1159728969_10.gph.gz,1,50.15,0,0,2569,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightBoundedDominatingSetSuite/rand_150_600_1159731678_7.gph.gz,1,37.36,0,0,1869,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976043347.dat.data.gz,1,3.09,0,0,221,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976049584.dat.data.gz,1,3.12,0,0,229,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976048738.dat.data.gz,1,4.06,0,0,270,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976048051.dat.data.gz,1,?,0,0,590,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedSpanningTree/209_rand_45_138_1119571853_0.gph.gz,1,7.41,0,0,32,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedSpanningTree/207_rand_35_138_2077119725_0.gph.gz,1,9.72,0,0,32,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence3-ss2.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence4-ss1.gz,1,?,0,0,32,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence1-ss1.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence4-ss4.gz,1,4.75,0,0,13620,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence2-ss2.gz,1,2.31,0,0,8188,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence4-ss1.gz,1,?,0,0,549,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence3-ss3.gz,1,4.93,0,0,11245,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence4-ss2.gz,1,4.77,0,0,4025,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test13.gz,1,?,0,0,194,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test16.gz,1,?,0,0,226,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test19.gz,1,?,0,0,226,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test22.gz,1,5.36,0,0,226,0
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test24.gz,1,7.58,0,0,226,0
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init13.gz,1,4.15,0,0,449,0
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init12.gz,1,3.56,0,0,779,0
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init11.gz,1,6.06,0,0,938,0
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init2.gz,1,4.1,0,0,804,0
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init3.gz,1,3.51,0,0,1101,0
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init7.gz,1,3.83,0,0,799,0
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init1.gz,1,4.06,0,0,1210,0
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init5.gz,1,4.03,0,0,1466,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721286911.dat.gz,1,6.28,0,0,571,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721329185.dat.gz,1,6.36,0,0,921,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721347806.dat.gz,1,6.89,0,0,842,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721301641.dat.gz,1,7.19,0,0,836,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721349794.dat.gz,1,5.6,0,0,938,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721327521.dat.gz,1,8.29,0,0,821,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721326070.dat.gz,1,7.9,0,0,725,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721297189.dat.gz,1,8.82,0,0,867,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721325287.dat.gz,1,7.9,0,0,987,0
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721330060.dat.gz,1,8.61,0,0,768,0
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in4.gz,1,2.99,0,0,302,0
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in2.gz,1,?,0,0,14,0
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in8.gz,1,15.86,0,0,1571,0
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in5.gz,1,?,0,0,1196,0
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in10.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_50_250_1235345753_0_k=6_unsat.gph.gz,1,10.61,2,0.0588,682,40
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_70_250_1235844252_0_k=13_sat.gph.gz,1,15.3,1,0.0303,471,12
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_50_250_1235842610_0_k=7_sat.gph.gz,1,14.14,0,0,1324,0
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_50_250_1235842610_0_k=6_unsat.gph.gz,1,13.78,0,0,1070,0
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_40_200_1235844018_0_k=5_sat.gph.gz,1,11.41,0,0,1158,0
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_60_400_1235843083_0_k=7_sat.gph.gz,1,13.92,1,0.0303,881,112
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_55_250_1235855873_0_k=8_sat.gph.gz,1,15.81,0,0,601,0
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_65_500_1235857888_0_k=5_unsat.gph.gz,1,11.68,1,0.0303,1136,28
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_150_500_1235354638_0_k=15_unsat.gph.gz,1,14.24,0,0,214,0
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=10-height=10-colours=11.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=8-height=8-colours=15.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=12.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=13.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=15.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=8.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=10.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=8-height=8-colours=14.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=10-height=10-colours=9.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=15.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=14.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=8-height=8-colours=12.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=8-height=8-colours=13.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=10-height=10-colours=13.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=12.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a7.3.4.tweaked.5.asp.gz,1,4.2,0,0,32,0
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a2.9.32.asp.gz,1,1,0,0,32,0
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a3.3.0.asp.gz,1,4.34,0,0,32,0
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a9.8.71.asp.gz,1,1,0,0,32,0
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a8.7.3.asp.gz,1,1,0,0,32,0
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a7.3.5.tweaked.5.asp.gz,1,3.74,0,0,32,0
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a3.3.2.asp.gz,1,4.26,0,0,32,0
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a7.3.0.tweaked.3.asp.gz,1,3.44,0,0,32,0
FolioSuite/ASP-Comp-2009-Lparse/CompFastfood/a7.3.4.tweaked.4.asp.gz,1,4.01,0,0,32,0
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.59.asp.gz,1,2.75,0,0,90,0
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/altair1.42.asp.gz,1,2.66,0,0,71,0
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.50.asp.gz,1,?,0,0,89,0
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.31.asp.gz,1,?,0,0,32,0
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.11.asp.gz,1,?,0,0,46,0
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrose.35.asp.gz,1,?,0,0,82,0
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.11.asp.gz,1,2.44,0,0,44,0
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/penrosesmall.5.asp.gz,1,?,?,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.41.asp.gz,1,2.29,0,0,32,0
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/altair1.54.asp.gz,1,?,0,0,72,0
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/altair1.9.asp.gz,1,2.2,0,0,60,0
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.47.asp.gz,1,1.96,0,0,32,0
FolioSuite/ASP-Comp-2009-Lparse/CompGeneralizedSlitherlink/trisquares.49.asp.gz,1,2.94,0,0,37,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=8.gz,1,9.31,0,0,1252,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=5.gz,1,8.58,0,0,1235,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=7.gz,1,9.94,0,0,974,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=9.gz,1,9.79,0,0,1180,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=125-density=0.1-instance=3.gz,1,11.42,0,0,1145,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=150-density=0.1-instance=5.gz,1,10.12,0,0,1165,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=150-density=0.1-instance=3.gz,1,9.64,0,0,1218,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=8.gz,1,9.63,0,0,1184,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=2.gz,1,10.18,0,0,891,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=7.gz,1,9.31,0,0,1336,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=130-density=0.1-instance=7.gz,1,11.74,0,0,1091,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=145-density=0.1-instance=10.gz,1,9.15,0,0,1184,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=125-density=0.1-instance=2.gz,1,12.88,0,0,1258,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=130-density=0.1-instance=2.gz,1,11.04,0,0,1320,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphColouring/graph-colouring-nodes=140-density=0.1-instance=2.gz,1,10.11,0,0,898,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_30_300_1235855358_0_k=6_v=6_e=30_sat.gph.gz,1,?,0,0,934,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_20_100_1235851242_0_k=3_v=10_e=20_unsat.gph.gz,1,9.48,0,0,496,0
FolioSuite/ASP-Comp-2009-Lparse/CompGraphPartitioning/rand_25_300_1235843609_0_k=3_v=8_e=15_unsat.gph.gz,1,6.85,0,0,421,0
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.8.lp.gz,1,3.44,0,0,187,0
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.46.lp.gz,1,3.99,0,0,463,0
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/random.5.lp.gz,1,?,0,0,1610,0
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.22.lp.gz,1,4.63,0,0,175,0
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.32.lp.gz,1,4.14,0,0,272,0
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.44.lp.gz,1,4.1,0,0,291,0
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.30.lp.gz,1,5.4,0,0,295,0
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.23.lp.gz,1,5.03,0,0,449,0
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.48.lp.gz,1,4.22,0,0,336,0
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.37.lp.gz,1,3.9,0,0,289,0
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.18.lp.gz,1,4.23,0,0,238,0
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.12.lp.gz,1,3.88,0,0,153,0
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.6.lp.gz,1,4.94,0,0,209,0
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/gryzzles.16.lp.gz,1,3.47,0,0,213,0
FolioSuite/ASP-Comp-2009-Lparse/CompHamiltonianPath/random.2.lp.gz,1,19.44,0,0,3308,0
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.97_7.gz,1,3.56,0,0,106,0
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.113_7.gz,1,3.28,0,0,122,0
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.93_7.gz,1,3.41,0,0,202,0
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.80_7.gz,1,3.22,0,0,183,0
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.83_7.gz,1,3.24,0,0,156,0
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.90_7.gz,1,3.53,0,0,286,0
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.70_7.gz,1,3.51,0,0,286,0
FolioSuite/ASP-Comp-2009-Lparse/CompHanoi/mgs_towers-hanoi.77_7.gz,1,3.01,0,0,270,0
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.12.x.12.r.3.274440616.806497.data_k=4_l=3_unsat.gph.gz,1,?,0,0,259,0
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.12.x.12.r.3.274440616.806497.data_k=3_l=4_sat.gph.gz,1,3.19,0,0,278,0
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.12.x.12.r.4.274529373.784913.data_k=4_l=4_sat.gph.gz,1,4.73,0,0,484,0
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.11.x.11.r.3.712566045.949579.data_k=3_l=3_unsat.gph.gz,1,?,0,0,186,0
FolioSuite/ASP-Comp-2009-Lparse/CompHierarchicalClustering/xy.10.x.10.r.3.1268203948.99614.data_k=2_l=5_sat.gph.gz,1,4.66,0,0,343,0
FolioSuite/ASP-Comp-2009-Lparse/CompKnightTour/knightTour.in3.gz,1,?,0,0,325,0
FolioSuite/ASP-Comp-2009-Lparse/CompKnightTour/knightTour.in2.gz,1,?,0,0,756,0
