@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_dyn_log_propags NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE directorder_reducedClauses NUMERIC
@ATTRIBUTE support_TRINARY+ NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE support_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE directorder_vars-clauses-ratio NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE csp_percent_avg_continuity NUMERIC
@ATTRIBUTE support_HORNY-VAR-entropy NUMERIC

@DATA
bool/routing/s4-4-3-9.xml,1,43.349169,46.072842,1.414214,1.414214,51.781473,0.661665,3.049318,0.463802,0.845052,0.768592,0.987624,0.322032,0.846154,0.213443,29.7308,0.91473,22.04908,14.229269,0.002005,0.560204,0.336827,1.2239,0.989682,0.000374,100,0.94841,0.226121,0.75261,0.766557,0.317758,100,2.593863
bool/routing/s4-4-3-4.xml,1,43.082061,46.001908,1.414214,1.414214,52.480916,0.664207,3.164738,0.454356,0.831826,0.77489,0.985956,0.303931,0.833333,0.21073,29.704198,0.915141,22.365816,13.961811,0.002138,0.557484,0.333458,1.336051,0.987962,0.000454,100,0.860871,0.23661,0.764704,0.760185,0.302405,100,2.489238
bool/routing/s3-3-3-5.xml,1,?,?,?,?,?,0.649799,3.575975,0.489597,0.838685,0.767873,0.9869,0.300778,0.789474,0.207047,?,0.933036,?,?,0.006674,0.582346,0.329418,1.640637,0.988485,0.001838,?,0.691403,0.250193,0.753734,0.755099,0.298805,?,2.475398
bool/routing/s4-4-3-5.xml,1,43.284133,45.97786,1.414214,1.414214,51.845018,0.661912,3.092734,0.45823,0.83688,0.749571,0.990718,0.304699,0.826087,0.208343,29.667897,0.906351,22.380953,14.00422,0.002032,0.561442,0.336799,1.307675,0.992063,0.000433,100,0.876698,0.236812,0.74167,0.761582,0.3027,100,2.478977
bool/routing/s4-4-3-1.xml,1,43.106509,46.104536,1.414214,1.414214,52.366864,0.661693,3.095761,0.450919,0.83136,0.746362,0.990751,0.299855,0.826087,0.207925,29.773176,0.905724,21.849949,13.915506,0.002171,0.561269,0.333904,1.334012,0.992053,0.00046,100,0.842729,0.24146,0.74143,0.759175,0.298634,100,2.460541
bool/ii/ii-16e2.xml,1,3.819552,41.550796,1.414214,1.414214,93.634079,0.511912,0.884513,0.401338,0.89015,0.789614,0.978883,0.349169,0.826087,0.187315,40.277612,1.008921,20.943063,17.569403,0.000126,0.716689,0.368917,0.266847,0.987395,0.000042,100,0.730841,0.255491,0.758506,0.728075,0.273879,100,2.452333
bool/ii/ii-8b1.xml,1,?,?,?,?,?,0.578858,4.6498,0.471888,0.836537,0.876671,0.958685,0.254218,0.733333,0.182573,?,1.103114,?,?,0.001997,0.685073,0.353906,2.292976,0.966594,0.001151,?,0.466519,0.269804,0.838353,0.679723,0.238095,?,2.29912
bool/ii/ii-32c1.xml,1,?,?,?,?,?,0.464117,0.744196,0.348551,0.928819,0.727662,0.986485,0.43965,0.826087,0.217501,?,0.930616,?,?,0.001078,0.729086,0.389839,0.171249,0.992072,0.000207,?,0.697347,0.21429,0.728583,0.74459,0.316826,?,3.012896
bool/ii/ii-8d1.xml,1,?,?,?,?,?,0.556236,3.570593,0.459762,0.836946,0.898389,0.955277,0.272638,0.833333,0.179806,?,1.123148,?,?,0.001265,0.707075,0.349791,1.72531,0.966258,0.000586,?,0.460078,0.271471,0.844593,0.689136,0.244909,?,2.453571
bool/ii/ii-16a1.xml,1,4.710248,24.250642,1.414214,1.414214,92.149586,0.521317,3.295422,0.458073,0.894327,0.843846,0.970482,0.348278,0.826087,0.19847,22.68056,1.071961,21.47186,16.66603,0.000367,0.731926,0.374243,1.396396,0.978117,0.000116,100,0.590541,0.23813,0.798313,0.716651,0.277485,100,2.726577
bool/ii/ii-32c3.xml,1,4.714165,19.608561,1.414214,1.414214,92.143058,0.463872,0.677344,0.347834,0.928696,0.727344,0.986461,0.439778,0.826087,0.216983,18.037173,0.929974,20.935586,17.674806,0.000349,0.728966,0.391305,0.142491,0.992063,0.000067,100,0.708327,0.213631,0.728691,0.744741,0.316901,100,2.993075
bool/ii/ii-8c2.xml,1,?,?,?,?,?,0.553153,4.023025,0.471446,0.845226,0.900095,0.955026,0.275938,0.744681,0.181871,?,1.130425,?,?,0.000714,0.715834,0.351094,1.936362,0.965796,0.000329,?,0.624741,0.26607,0.845623,0.685683,0.24726,?,2.460924
bool/ii/ii-32b4.xml,1,3.131936,19.18208,1.414214,1.414214,94.780107,0.463795,0.687569,0.347999,0.928742,0.727401,0.98647,0.439707,0.826087,0.216837,18.138101,0.930196,20.814665,18.646028,0.000178,0.729164,0.391642,0.146677,0.992066,0.000034,100,0.731715,0.213277,0.728672,0.744579,0.316867,100,2.985682
bool/ii/ii-16e1.xml,1,4.665542,41.512085,1.414214,1.414214,92.224096,0.513133,0.884606,0.40218,0.891066,0.789143,0.979108,0.349491,0.826087,0.187527,39.956905,1.006947,21.059029,18.495945,0.000066,0.714854,0.368449,0.267722,0.986068,0.000022,100,0.618229,0.255781,0.767734,0.728945,0.274759,100,2.486118
bool/ii/ii-32b2.xml,1,5.555161,20.294431,1.414214,1.414214,90.741398,0.463912,0.729627,0.348466,0.928827,0.727603,0.986486,0.439611,0.826087,0.21713,18.44271,0.930637,21.128599,17.036785,0.000548,0.729297,0.390871,0.16465,0.992072,0.000105,100,0.70184,0.213546,0.728603,0.744441,0.316812,100,2.994364
bool/ii/ii-32e5.xml,1,2.576082,19.518013,1.414214,1.414214,95.706531,0.46372,0.767464,0.349025,0.928973,0.727802,0.986514,0.439392,0.826087,0.216854,18.659319,0.931348,20.591197,18.956314,0.000146,0.729882,0.391607,0.180149,0.992083,0.000028,100,0.751475,0.212609,0.728533,0.743959,0.316704,100,2.984531
bool/ii/ii-32c2.xml,1,6.145619,20.12752,1.414214,1.414214,89.757302,0.463938,0.682309,0.347864,0.928694,0.727364,0.986461,0.43979,0.826087,0.217133,18.07898,0.92997,20.866956,17.098166,0.000521,0.728899,0.390951,0.144703,0.992063,0.0001,100,0.701474,0.21387,0.728684,0.744787,0.316905,100,2.994417
bool/ii/ii-8b3.xml,1,?,?,?,?,?,0.577836,4.550882,0.471508,0.836419,0.876761,0.958655,0.254193,0.733333,0.182233,?,1.104033,?,?,0.000678,0.686498,0.351534,2.200431,0.966572,0.00039,?,0.81228,0.264965,0.83845,0.678821,0.238072,?,2.226894
bool/ii/ii-8a2.xml,1,?,?,?,?,?,0.578641,2.521501,0.437088,0.8359,0.843476,0.967444,0.251458,0.733333,0.173651,?,1.065452,?,?,0.002346,0.668294,0.34723,1.177959,0.976829,0.001422,?,0.3696,0.281346,0.801818,0.698536,0.230721,?,2.129649
bool/ii/ii-8c1.xml,1,?,?,?,?,?,0.559904,3.211945,0.452243,0.841675,0.882777,0.959721,0.268911,0.714286,0.176654,?,1.107443,?,?,0.001165,0.698395,0.349186,1.54337,0.97042,0.000542,?,0.460301,0.273779,0.830661,0.693439,0.241528,?,2.41401
bool/ii/ii-16d1.xml,1,4.30798,30.768782,1.414214,1.414214,92.820034,0.51219,1.32079,0.414698,0.891324,0.799491,0.978261,0.348164,0.826087,0.189328,29.332789,1.024262,20.852369,17.626935,0.000133,0.723589,0.368955,0.483672,0.985433,0.000044,100,0.644184,0.25267,0.771111,0.723612,0.274304,100,2.562702
bool/ii/ii-16c1.xml,1,5.252951,30.442733,1.414214,1.414214,91.245082,0.509688,1.370353,0.414623,0.893103,0.801311,0.977814,0.352788,0.826087,0.190648,28.691749,1.025472,21.440749,17.649825,0.000172,0.72609,0.369403,0.506414,0.985079,0.000045,100,0.569033,0.251473,0.772398,0.724149,0.276902,100,2.601292
bool/ii/ii-8b4.xml,1,?,?,?,?,?,0.57773,4.698163,0.474405,0.836608,0.87837,0.95808,0.254397,0.733333,0.183033,?,1.106389,?,?,0.000525,0.688007,0.351569,2.266879,0.965873,0.000301,?,0.949929,0.263558,0.84043,0.677248,0.238603,?,2.218738
bool/ii/ii-8a1.xml,1,?,?,?,?,?,0.558071,3.675862,0.419291,0.812336,0.925775,0.940945,0.259499,0.636364,0.175573,?,1.132129,?,?,0.013793,0.692745,0.328508,1.830709,0.952899,0.008471,?,0.39483,0.285433,0.878298,0.67663,0.239502,?,2.215072
bool/ii/ii-32e1.xml,1,?,?,?,?,?,0.464125,0.719964,0.348244,0.928752,0.72754,0.986472,0.43974,0.826087,0.217525,?,0.930279,?,?,0.001051,0.72889,0.389886,0.161,0.992067,0.000202,?,0.697378,0.214436,0.728625,0.744762,0.316873,?,3.010585
bool/ii/ii-32e3.xml,1,3.700935,19.592523,1.414214,1.414214,93.831776,0.463812,0.715979,0.348344,0.928814,0.727542,0.986484,0.439615,0.826087,0.216922,18.358879,0.93056,20.73237,18.031626,0.000274,0.729352,0.391421,0.158689,0.992071,0.000053,100,0.7167,0.213211,0.728624,0.744411,0.316817,100,2.990821
bool/ii/ii-16b2.xml,1,3.754143,26.834913,1.414214,1.414214,93.743095,0.512173,1.914788,0.425626,0.889204,0.819175,0.97447,0.347845,0.826087,0.192245,25.583532,1.046655,20.402798,17.037493,0.000225,0.730713,0.371372,0.758378,0.988054,0.000073,100,0.852678,0.245997,0.753737,0.719706,0.272302,100,2.475311
bool/ii/ii-32d2.xml,1,4.362066,20.680223,1.414214,1.414214,92.72989,0.465014,0.936415,0.356276,0.928203,0.739162,0.985595,0.43954,0.897436,0.217902,19.226201,0.944614,21.19952,17.214803,0.000499,0.733618,0.391795,0.250523,0.992134,0.000095,100,0.702805,0.212266,0.727171,0.743402,0.31649,100,3.003759
bool/ii/ii-32e2.xml,1,5.31696,20.361766,1.414214,1.414214,91.1384,0.463898,0.755165,0.34879,0.928899,0.727731,0.9865,0.439515,0.826087,0.217121,18.589446,0.930995,20.825238,17.005087,0.000562,0.729511,0.390836,0.175391,0.992077,0.000108,100,0.701972,0.213371,0.728559,0.744255,0.316762,100,2.996577
bool/ii/ii-8e2.xml,1,?,?,?,?,?,0.558419,3.222497,0.45781,0.843095,0.883925,0.959554,0.269813,0.733333,0.179079,?,1.111711,?,?,0.0006,0.70279,0.350272,1.515697,0.970165,0.000277,?,0.60281,0.268867,0.831468,0.691115,0.242256,?,2.366912
bool/ii/ii-16b1.xml,1,3.909502,26.618401,1.414214,1.414214,93.484163,0.513006,1.950855,0.430603,0.890139,0.818108,0.975295,0.345928,0.826087,0.192007,25.315234,1.049203,20.457183,17.610275,0.000151,0.732111,0.370307,0.781773,0.983062,0.000049,100,0.773148,0.247224,0.780912,0.716877,0.273838,100,2.524653
bool/ii/ii-32e4.xml,1,3.098892,19.237955,1.414214,1.414214,94.83518,0.46379,0.695385,0.348099,0.928764,0.727441,0.986474,0.439677,0.826087,0.216841,18.204991,0.930307,20.462254,18.635715,0.00018,0.729232,0.39163,0.149964,0.992068,0.000035,100,0.732006,0.213219,0.728658,0.744521,0.316851,100,2.986083
bool/ii/ii-16a2.xml,1,?,?,?,?,?,0.520844,3.505997,0.462055,0.891038,0.82197,0.975178,0.339889,0.826087,0.198935,?,1.069351,?,?,0.000334,0.739482,0.373748,1.494655,0.981939,0.000103,?,0.888655,0.237924,0.782159,0.705295,0.272242,?,2.727323
bool/ii/ii-32b3.xml,1,3.433081,19.276554,1.414214,1.414214,94.278198,0.46381,0.68703,0.347985,0.928737,0.727397,0.986469,0.439716,0.826087,0.216867,18.132193,0.930173,20.644931,18.386747,0.000214,0.729137,0.391571,0.146475,0.992066,0.000041,100,0.723839,0.213337,0.728673,0.744601,0.316871,100,2.987289
bool/ii/ii-8a3.xml,1,?,?,?,?,?,0.577525,2.407171,0.435598,0.835465,0.843513,0.967358,0.251332,0.733333,0.174587,?,1.066059,?,?,0.001195,0.669416,0.348252,1.096383,0.976772,0.000724,?,0.448518,0.276798,0.801933,0.697805,0.230621,?,2.149387
bool/ii/ii-8e1.xml,1,?,?,?,?,?,0.558387,3.373979,0.461085,0.843847,0.885454,0.9592,0.270584,0.733333,0.179222,?,1.113893,?,?,0.00121,0.704079,0.351277,1.606751,0.969782,0.000559,?,0.45665,0.270768,0.832723,0.690608,0.242883,?,2.420588
bool/ii/ii-8a4.xml,1,?,?,?,?,?,0.577096,2.047871,0.427278,0.834378,0.837217,0.968393,0.250597,0.733333,0.173317,?,1.058446,?,?,0.000548,0.666323,0.348059,0.899818,0.978059,0.000335,?,0.574469,0.276778,0.795739,0.700718,0.229342,?,2.072844
bool/ii/ii-16d2.xml,1,3.772279,30.915244,1.414214,1.414214,93.712868,0.512023,1.31224,0.411646,0.889748,0.80344,0.97701,0.348645,0.826087,0.189372,29.657818,1.025834,20.905636,17.296549,0.000167,0.722677,0.369912,0.475444,0.987673,0.000055,100,0.784356,0.251462,0.756591,0.724547,0.27324,100,2.464238
bool/ii/ii-32b1.xml,1,?,?,?,?,?,0.464108,0.76969,0.348872,0.92889,0.727789,0.986498,0.439556,0.826087,0.217478,?,0.930969,?,?,0.001106,0.729292,0.389792,0.182016,0.992077,0.000212,?,0.69739,0.214137,0.728539,0.74441,0.316777,?,3.012706
bool/ii/ii-8d2.xml,1,?,?,?,?,?,0.554702,3.796677,0.466692,0.84436,0.896061,0.956228,0.274174,0.733333,0.18092,?,1.12509,?,?,0.000682,0.711696,0.350595,1.822588,0.966975,0.000315,?,0.61602,0.267257,0.842115,0.687443,0.245818,?,2.439521
bool/ii/ii-32d3.xml,1,2.435228,19.934982,1.414214,1.414214,95.941287,0.464776,0.885942,0.355406,0.928179,0.738359,0.985638,0.439604,0.897436,0.217697,19.123239,0.943479,20.736323,19.23325,0.000122,0.733342,0.392572,0.228916,0.992125,0.000023,100,0.757949,0.211845,0.727323,0.743513,0.316546,100,2.989867
bool/ii/ii-16c2.xml,1,3.764514,29.168194,1.414214,1.414214,93.72581,0.512069,1.493457,0.415915,0.889582,0.80855,0.976234,0.348412,0.826087,0.190241,27.913356,1.032418,20.912609,17.206871,0.000184,0.725142,0.370346,0.56185,0.987789,0.000061,100,0.805713,0.249793,0.755751,0.723076,0.272963,100,2.468899
bool/ii/ii-32d1.xml,1,?,?,?,?,?,0.465301,0.987437,0.357025,0.928236,0.73978,0.985568,0.43949,0.897436,0.218039,?,0.945483,?,?,0.00101,0.733737,0.390792,0.272752,0.99214,0.000192,?,0.697403,0.212967,0.727039,0.743362,0.316444,?,3.024907
bool/ii/ii-8b2.xml,1,?,?,?,?,?,0.577965,4.575962,0.472456,0.836713,0.876535,0.95873,0.254255,0.733333,0.182345,?,1.10412,?,?,0.001013,0.686639,0.352347,2.218374,0.966628,0.000583,?,0.664978,0.265746,0.838214,0.678736,0.238114,?,2.247685
bool/ii/ii-32a1.xml,1,2.847689,20.042395,1.414214,1.414214,95.253852,0.463667,0.897672,0.350654,0.929331,0.728438,0.986582,0.43891,0.826087,0.216971,19.093165,0.933132,20.72088,18.139117,0.000262,0.730937,0.391252,0.234483,0.992108,0.00005,100,0.72984,0.211798,0.72831,0.743035,0.316452,100,2.991615
bool/ii/ii-32c4.xml,1,2.106286,18.53892,1.414214,1.414214,96.489524,?,?,?,?,?,?,?,?,?,17.836825,?,21.089408,20.412693,?,?,?,?,0.992061,?,100,0.832309,?,0.728722,0.744744,0.316916,100,2.978302
bool/mps/mps-neos16.xml,1,58.877456,96.688494,1.414214,1.414214,64.826941,0.525034,0.87908,0.389118,0.960082,0.821507,0.976168,1.441132,0.988024,0.276492,51.487371,0.98117,22.487026,17.052016,0.005649,0.65657,0.359871,0.105225,0.989586,0.000131,100,1.85033,0.113738,0.631652,0.841039,1.113187,100,3.555457
bool/mps/mps-p0282.xml,1,?,?,?,?,?,0.381098,0.421093,0.089958,0.997649,0.325029,0.997747,2.668111,0.994737,0.39008,?,0.359831,?,?,0.005256,0.484483,0.307602,0.001905,?,0.000045,?,?,0.013902,?,?,?,?,?
bool/mps/mps-gt2.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air06.xml,1,4.317073,30.018293,1.414214,1.414091,99.207317,?,?,?,?,?,?,?,?,?,20.012195,?,22.450478,22.309609,?,?,?,?,?,?,100,?,?,?,?,?,100,?
bool/mps/mps-p6000.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air03.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-neos18.xml,1,?,?,?,?,?,0.51289,7.658275,0.414984,0.83569,0.94342,0.939384,0.374512,1,0.214118,?,1.132605,?,?,0.005713,0.723927,0.328814,2.903893,0.954574,0.000802,?,0.779147,0.232224,0.88272,0.712308,0.309127,?,3.503711
bool/mps/mps-aflow30a.xml,1,54.551148,304.812109,1.414214,1.414214,100,?,?,?,?,?,?,?,?,?,154.60334,?,23.201009,30.761165,?,?,?,?,?,?,100,?,?,?,?,?,100,?
bool/mps/mps-diamond.xml,1,?,?,?,?,?,0,-512,-512,-512,-512,-512,0,0,0,?,-512,?,?,0,0,0,-512,-512,0,?,0,-512,-512,0,0,?,-512
bool/mps/mps-10teams.xml,1,0.882353,17.647059,1.414214,1.374369,100,0.578959,0.716566,0.481785,0.930856,0.832176,0.974018,0.448695,0.904762,0.23692,11.764706,0.989674,20.96478,17.262719,0.000364,0.640109,0.374458,0.103772,0.982717,0.000049,100,0.814843,0.174768,0.741351,0.784597,0.377875,100,3.679848
bool/mps/mps-p0548.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p0291.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-stein15.xml,1,?,?,?,?,?,0.625986,5.443182,0.402367,0.778107,0.861168,0.961538,0.291722,0.75,0.18705,?,1.007391,?,?,0.102273,0.601847,0.415532,2.745562,0.968421,0.04922,?,0.686274,0.260355,0.843968,0.751316,0.274814,?,2.673027
bool/mps/mps-opt1217.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p2756.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air04.xml,1,1.749696,12.831106,1.414214,1.414214,99.756987,?,?,?,?,?,?,?,?,?,8.55407,?,22.558699,22.256831,?,?,?,?,?,?,100,?,?,?,?,?,100,?
bool/mps/mps-mzzv11.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-mod008.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p0201.xml,1,?,?,?,?,?,0.356395,0.408019,0.084032,0.992818,0.332451,0.994374,0.734252,0.987805,0.355136,?,0.386042,?,?,0.007543,0.459406,0.366353,0.005001,0.998006,0.000119,?,0.932442,0.039453,0.658987,0.773081,0.512487,?,5.783807
bool/mps/mps-neos5.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-vpm2.xml,1,49.62963,259.938272,1.414214,1.302615,100,?,?,?,?,?,?,?,?,?,130.164609,?,23.03924,29.846848,?,?,?,?,?,?,100,?,?,?,?,?,100,?
bool/mps/mps-vpm1.xml,1,50.123457,272.613169,1.414214,1.302615,100,?,?,?,?,?,?,?,?,?,136.502058,?,22.80369,27.991696,?,?,?,?,?,?,100,?,?,?,?,?,100,?
bool/mps/mps-seymour1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-cracpb1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
