@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC

@DATA
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-030.sat05-1307.reshuffled-07.cnf,1,0,0,0.4998,0,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-19_348.cnf,1,0.1147,0,0.0913,0,1
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i6_pp_ci_ce.cnf,1,0.586,0.101,0.7836,0.3602,0
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen7-n390-02-S178568232.sat05-479.reshuffled-07.cnf,1,0,0,0.5,0.0404,0.3333
SAT_Competition2009/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,0.2756,0,0.8734,0.0826,0
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_18_80_10-dir.shuffled-as.sat03-140.cnf,1,0.0216,0.0135,0.7307,0.0001,0
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm27-p0-q251.cnf,1,0.0001,0.0416,0.9815,0.0413,1
SAT_Competition2009/CRAFTED/sgi/satsgi-n22himBHm25-p0-q229.cnf,1,0,0.0464,0.9805,0.0624,1
SAT_Competition2011/SAT09/CRAFTED/modcircuits/mod4block_3vars_7gates.cnf,1,1.2961,1.2242,0.4588,1,0
SAT_Competition2007/crafted/Hard/contest03/others/color-11-3.sat05-445.reshuffled-07.cnf,1,0.3394,0.0395,0.2022,0.0001,0
SAT_Competition2011/SAT11/crafted/manthey/sudoku-single-hard/sudoku_81x81_unknown.cnf,1,0.0916,0,0.9647,0.0042,1
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n180-s33098896-unsat.cnf,1,1.8056,0,0.5376,0.3262,0.3333
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-220-1.sat05-2173.reshuffled-07.cnf,1,0,0,0.5068,0.042,0.3333
SAT_Competition2009/CRAFTED/edgematching/all/em_12_2_4_all.cnf,1,0.232,0.0001,0.92,0.0663,0
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-230-100.cnf,1,0.0001,0,0.8333,0.2296,1
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-6x34.cnf,1,0.0002,0.0238,0.7545,0.0001,1
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.4244,0,0.698,0.3397,0
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.1873,0.1283,0.1602,0.9999,0
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-035-034.sat05-1235.reshuffled-07.cnf,1,0.0002,0.0307,0.7479,0.01,0
SAT_Competition2011/SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0,0,0.5,0.4988,1
SAT_Competition2009/CRAFTED/ramseycube/Q3inK09.cnf,1,0,0,0.5,0.4997,1
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-brn004.sat05-3669.reshuffled-07.cnf,1,0.1899,0.1389,0.157,0.9999,0
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-12.sat05-2587.reshuffled-07.cnf,1,0,0,0.3017,0.3813,0
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.0001,0.0381,0.7571,0.003,1
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n120-s55656844-unsat.cnf,1,1.5509,0,0.5238,0.3248,0.3333
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-7x39.cnf,1,0.0001,0.0173,0.7532,0,1
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp.cnf,1,0.5387,0.0829,0.7991,0.3654,0
SAT_Competition2007/crafted/Hard/contest05/phnf/phnf-size10-exclusive-philo.used-as.sat04-988.sat05-4195.reshuffled-07.cnf,1,0.2671,0.0267,0.6494,0.5,0
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,0.0015,0.0013,0.709,0.1115,0
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-103-100.cnf,1,1.4431,0,0.5,0.3236,1
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-12t22.sat05-1151.reshuffled-07.cnf,1,0.1961,0.1581,0.6207,0.2776,0
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-260-100.cnf,1,0.0001,0,0.8333,0.2296,1
SAT_Competition2009/CRAFTED/edgematching/all/em_7_3_6_all.cnf,1,0.2513,0,0.8847,0.0819,0
SAT_Competition2009/CRAFTED/Hard/contest05/phnf/phnf-size10-exclusive-equilarge_m3.used-as.sat04-900.sat05-4186.reshuffled-07.cnf,1,0.9961,0.0098,0.5837,0.1026,0
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,0.8514,0,0.1925,0.0043,0
SAT_Competition2007/crafted/Difficult/contest05/others/pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,1,0.0737,0.0048,0.504,0.1424,0
SAT_Competition2009/CRAFTED/modcircuits/mod3block_4vars_11gates_b2.cnf,1,1.643,0.9279,0.4233,1,0
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-icl100.sat05-3226.reshuffled-07.cnf,1,0.204,0.3237,0.3465,0.4999,0
SAT_Competition2007/crafted/spence/hard/s109-100.cnf,1,1.4681,0,0.5,0.3246,1
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_20_360_u.cnf,1,2.1823,0.1087,0.2734,0.3576,0
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,0.2024,0.1156,0.1384,0.9999,0
SAT_Competition2011/SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,1,2.13,1.0123,0.4086,0.1868,0
SAT_Competition2009/CRAFTED/modcircuits/mod3block_2vars_9gates_u2_autoenc.cnf,1,0.986,0.6133,0.3438,0.0733,0
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,1.4264,0,0.252,0.1642,0
SAT_Competition2011/SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,1,2.6844,0.1253,0.3685,0.2759,0
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes4.cnf,1,0.0219,0.021,0.9349,0,0.5
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.0001,0,0.6361,0.2295,0
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,1,0.0253,0.0088,0.9742,0.0001,0.9231
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,1,0.0921,0,0.073,0,1
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,0.0956,0,0.08,0,1
SAT_Competition2007/crafted/spence/medium/s73-100.cnf,1,1.3545,0,0.5,0.3209,1
SAT_Competition2009/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.3092,0,0.6159,0.4177,0
SAT_Competition2009/CRAFTED/sgi/sgi-difficult7.cnf,1,0.0092,0.0258,0.9792,0.0055,0.9091
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1,0.0836,0.0128,0.9523,0,0.8571
SAT_Competition2009/CRAFTED/Hard/contest05/others/sgp_9-8-8.sat05-2674.reshuffled-07.cnf,1,0.7866,0.352,0.6891,0.5,0
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.4244,0,0.698,0.3397,0
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,0.0268,0.011,0.962,0,0.8667
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,0.1872,0.0087,0.9545,0.009,0.8947
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-85-100.cnf,1,1.403,0,0.5,0.3221,1
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.0001,0.0333,0.7357,0.0044,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,0,0,0.7895,0.286,1
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_11_3_4_fbc.cnf,1,0.2755,0,0.7043,0.4105,0
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,1,0.0001,0,0.6389,0.2295,0
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_12_2_4_fbc.cnf,1,0.2281,0.0004,0.7125,0.1533,0
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-7x6.cnf,1,0,0.1212,0.7727,0.3528,1
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.00-s1875077647.sat05-530.reshuffled-07.cnf,1,0.1018,0.021,0.4369,0.0173,0.1429
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,0.0001,0,0.6756,0.2295,0
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g5.cnf,1,0.0887,0.0091,0.9536,0,0.8947
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,0.0248,0.0236,0.9299,0,0.7143
SAT_Competition2007/crafted/Medium/contest05/sabharwal/unsat-logistics-rotate-09t5.sat05-1139.reshuffled-07.cnf,1,0.0994,0.0801,0.724,0.2584,0
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-240-3.sat05-2205.reshuffled-07.cnf,1,0,0,0.5,0.042,0.3333
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1,0.0203,0.0149,0.972,0.0012,0.8947
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p15-s99099953.cnf,1,0.0999,0.0049,0.9829,0.005,0.9394
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,1,0.0004,0.0152,0.7529,0,1
SAT_Competition2009/CRAFTED/ramseycube/Q3inK10.cnf,1,0,0,0.5,0.4988,1
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen7-n390-01-S248216171.sat05-478.reshuffled-07.cnf,1,0,0,0.5,0.0399,0.3333
SAT_Competition2007/crafted/Hard/contest04/others/Composite-048BitPrimes-0.sat05-503.reshuffled-07.cnf,1,0.6667,0.0491,0.27,0.1081,0
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,1,0.0312,0.0018,0.4642,0.1935,0
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0.1904,0.1525,0.1178,0.9999,0
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,1,0.0008,0,0.5047,0,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,0.0205,0.0193,0.9349,0,0.75
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf,1,0.0642,0.0365,0.5161,0.0755,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0.0871,0,0.0707,0,1
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g6.cnf,1,0.0162,0.0125,0.9416,0,0.8571
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,0,0,0.4944,0.042,0.3333
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,0.1739,0.6459,0.5384,0.9988,0
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0.0202,0.0114,0.9747,0.0013,0.8947
SAT_Competition2007/crafted/Difficult/contest05/others/sgp_6-6-10.sat05-2670.reshuffled-07.cnf,1,1.0232,0.5843,0.6726,0.34,0
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-016-015.sat05-1230.reshuffled-07.cnf,1,0.0011,0.0737,0.6916,0.0447,0
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.3092,0,0.6159,0.4177,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0.1089,0,0.082,0,1
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,0.0146,0.0128,0.6848,0.0001,0
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,0.7854,0,0.5087,0.0496,0.3333
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,0.019,0.0165,0.9439,0,0.6
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1,0.1295,0,0.1062,0.0001,1
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,0.2011,0.1072,0.1285,0.9991,0
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,1.5449,0,0.266,0.1978,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0.0186,0.0156,0.9322,0,0.8
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,0.0001,0,0.6484,0.2295,0
SAT_Competition2009/CRAFTED/sgi/new-difficult-21-168-19-90.cnf,1,0.0328,0.0224,0.9762,0.0022,0.8824
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-1.sat05-2263.reshuffled-07.cnf,1,0,0,0.4964,0.042,0.3333
SAT_Competition2009/CRAFTED/Hard/contest05/others/mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf,1,1.6104,0,0.2682,0.1703,0
