@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC

@DATA
SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,264.872,0,1.3152,0.0103,?,?,0.0003,0.5705,4.2384,0.0094,0,5.2458,0,0.9461,?,1
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,1,8.4011,0,0.4307,0.0006,?,?,0.0002,0.8282,2.0559,0.0004,0.0001,1.1694,0,0.9575,?,0.9091
./SAT03/industrial/goldberg/hard_eq_check/k2mul.miter.shuffled-as.sat03-355.cnf,1,1.0763,0.0001,2.7603,0.0146,?,?,0.0002,0.5363,2.2248,0.0187,0.0001,4.6324,0,0.4635,?,0.6667
./SAT11/application/fuhs/AProVE11/AProVE11-07.cnf,1,4.1228,0,2.1613,0.0039,?,?,0,0.0912,2.1163,0.0039,0,2.3605,0,0.5439,?,0.7143
SAT_RACE06/ibm-2002-21r-k95.cnf,1,4.1088,0,0.9826,0.0007,?,?,0.0001,0.0996,2.984,0.0003,0,1.2369,0,0.5996,?,0.7297
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_1_keyfind_1.cnf,1,0.7843,0.0005,0.6764,0.0032,0.3566,0.0253,0.0013,0.6387,2.4978,0.0022,0.0007,0.7568,0.0002,0.1437,0.0014,0.1
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/leberre/2dimensionalstrippacking/E15N15.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.045-NOTKNOWN.cnf,1,7.4181,0,0.7041,0.0007,?,?,0.0002,0.6843,2.1565,0.0004,0,1.7573,0,0.9759,?,1
./SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,0.8838,0.0003,1.5383,0.0108,0.8222,0.0033,0.0012,0.5613,2.6461,0.0076,0.0006,0.8339,0.0001,0.509,0.0004,0.8333
./SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,0.4032,0,2.0692,0.011,1.042,0.0002,0.0009,0.0419,2.1218,0.0001,0,0.3718,0,0.4518,0,0.9
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf,1,2376.23,0,5.2993,0.0153,?,?,0,0.4664,4.1987,0.006,0,7.7153,0,0.9362,?,1
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,7.4247,0,0.7046,0.0007,?,?,0.0001,0.7058,2.1938,0.0004,0,1.743,0,0.9764,?,1
./SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,1,15.7675,0,1.4495,0.0005,?,?,0,0.2577,2.8025,0.0001,0,1.4007,0,0.5003,?,0.8958
./SAT11/application/leberre/2dimensionalstrippacking/E05F18.cnf,1,1.9587,0.0002,1.1841,0.0034,?,?,0.0003,0.6236,1.6707,0.0148,0.0008,3.5867,0,0.9405,?,0.988
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,0.8091,0,1.1344,0.0019,?,?,0.0002,0.2,2.5389,0.0013,0.0001,1.6421,0,0.3923,?,0.8824
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top30.cnf,1,1.9769,0,1.7792,0.0032,?,?,0.0001,0.2489,1.9207,0.0011,0,2.0838,0,0.4259,?,0.9032
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,239.289,0,2.8482,0.0076,?,?,0.0001,0.3529,5.0522,0.0055,0,3.4763,0,0.9713,?,0.9869
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,1.2897,0,1.3455,0.0019,?,?,0.0002,0.7711,2.4782,0.0012,0.0001,1.2485,0,0.4848,?,0.8857
./SAT11/application/fuhs/AProVE11/AProVE11-11.cnf,1,1.4559,0,1.1866,0.0029,1.5984,0.0002,0,0.1562,2.267,0.0035,0,1.4876,0,0.5384,0,0.8788
./SAT11/application/manthey/traffic/traffic_r_uc_sat.cnf,1,20.6921,0,0.942,0.0001,?,?,0,0.1306,1.8461,0,0,0.7653,0,0.2316,?,0.5
./SAT07/industrial/fuhs/medium/AProVE07-21.cnf,1,0.7905,0.0008,1.074,0.0285,0.9362,0.0048,0.0015,0.9519,1.8436,0.0247,0.0015,0.8426,0.0002,0.6087,0.0009,0.7143
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k45.cnf,1,1.5736,0,1.8137,0.0041,?,?,0.0002,0.4339,2.603,0.0025,0.0001,1.3859,0,0.5925,?,0.72
./SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1,61.9099,0,0.7771,0.001,?,?,0.0002,0.532,1.436,0.0007,0,4.3249,0,0.9874,?,1
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.050-NOTKNOWN.cnf,1,12.6262,0,0.4009,0.0003,?,?,0.0001,0.6835,1.8171,0.0002,0,1.1731,0,0.9585,?,0.9091
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_063_080-tseitin.cnf,1,4.5286,0.0001,2.4745,0.0256,?,?,0.0012,0.69,2.761,0.0459,0.0005,2.9177,0,0.8478,?,0.908
./SAT05/industrial/grieu05/vmpc/vmpc_36.renamed-as.sat05-1922.cnf,1,56.8597,0.0006,0.0729,0.0012,?,?,0.0011,0.9219,0.5792,0.002,0.002,0.0032,0.002,0.9997,?,0.5351
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom12.cnf,1,0.8357,0.0002,1.3957,0.0086,0.8453,0.0031,0.0006,0.4416,2.4074,0.0023,0.0002,1.6963,0,0.3889,0.0001,0.875
./SAT07/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,3.0997,0,0.4251,0.0002,0.5276,0.0001,0.0001,0.7053,2.4032,0.0002,0,0.4279,0,0.7631,0,0.7333
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,3.5269,0,0.7361,0.0018,1.4434,0.0002,0.0004,0.706,2.3717,0.001,0.0001,1.5869,0,0.9674,0,1
SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,43.9554,0,2.3891,0.003,?,?,0.0001,0.2719,2.6864,0.0008,0,2.7486,0,0.4577,?,0.9899
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step20.cnf,1,3.4049,0,0.8394,0.0005,1.3737,0.0001,0.0002,0.6058,2.7185,0.0003,0,0.9203,0,0.9006,0,1
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor032.cnf,1,0.6286,0.0002,1.474,0.0085,1.5201,0.0024,0.0006,0.9094,2.0225,0.0034,0.0003,0.9001,0,0.5052,0.0002,0.7333
./SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray04_32.cnf,1,0.5394,0.0003,0.33,0.0031,0.3577,0.0008,0.0005,0.5681,1.4332,0.0019,0.0003,0.2813,0.0001,0.4905,0.0003,0.8
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsmhdlc2-tseitin.cnf,1,0.9369,0.0001,0.773,0.0027,0.8677,0.0005,0.0002,0.1933,2.4085,0.0017,0.0001,0.8279,0,0.4885,0.0001,0.7978
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,19.8941,0,0.3903,0.0002,?,?,0.0001,0.7263,1.7247,0.0001,0,1.174,0,0.9588,?,0.9091
./SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,8.7556,0,0.6547,0.0001,0.5865,0,0,0.3648,2.7642,0,0,0.8431,0,0.6907,0,0.8462
./SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,1,0.5446,0,1.2703,0.0013,0.449,0.0011,0.0002,0.6665,1.9082,0.0008,0.0001,1.0078,0,0.3972,0,0.9403
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp3-tseitin.cnf,1,0.841,0,1.0571,0.0063,?,?,0.0003,0.4055,2.4957,0.0154,0.0001,1.6816,0,0.6102,?,1
./SAT09/APPLICATIONS/crypto/desgen/gss-21-s100.cnf,1,0.8247,0.0001,0.7594,0.0021,0.9114,0.0004,0.0004,0.6783,1.8764,0.0015,0.0001,0.9339,0.0001,0.8917,0.0001,0.7778
./SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.625,0.0008,0.7973,0.0099,0.7443,0.0021,0.0021,0.9933,1.9923,0.0027,0.0008,0.3725,0.0002,0.582,0.0006,0.6667
./SAT02/industrial/dellacherie/comb/comb1.shuffled.cnf,1,0.8478,0.0006,0.684,0.0092,0.6926,0.0026,0.0013,0.567,2.2852,0.0048,0.0009,0.533,0.0002,0.5288,0.0007,0.8065
./SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0.6058,0.0003,0.9752,0.0054,1.0369,0.0014,0.0004,0.5105,1.3071,0.0034,0.0003,1.0609,0.0001,0.4947,0.0004,0.6
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,1,11.5882,0,0.8254,0.0035,?,?,0.0007,0.3324,4.5933,0.0013,0.0001,0.9566,0,0.5948,?,1
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,0.7532,0.0001,1.4523,0.008,0.8519,0.0029,0.0005,0.4252,2.3827,0.0022,0.0002,1.7789,0,0.3871,0.0001,0.875
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,0.5595,0.0001,1.5579,0.0071,?,?,0.0004,0.3379,2.3559,0.0019,0.0001,1.9377,0,0.3838,?,0.8904
./SAT05/industrial/maris05/Rovers/rovers1_ks99i.renamed-as.sat05-3971.cnf,1,5.2488,0.003,0.4914,0.0503,1.3385,0.0226,0.0241,0.9506,3.077,0.0284,0.0114,0.4105,0.0018,0.832,0.0012,0.9184
./SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,4.4528,0.0039,0.7071,0.0526,1.4427,0.0096,0.0122,0.875,2.9305,0.0129,0.0042,0.5809,0,0.8536,0,1
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step16.cnf,1,29.3588,0,1.131,0.0009,?,?,0.0003,0.7,3.1963,0.0009,0,2.5418,0,0.9717,?,1
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,15.0584,0,0.9857,0.0007,?,?,0.0002,0.7199,3.087,0.0007,0,1.4895,0,0.9636,?,0.9459
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_5_keyfind_1.cnf,1,0.744,0.0013,0.2757,0.004,0.198,0.0074,0.0024,0.5187,1.9276,0.0035,0.0019,0.2743,0.0005,0.4053,0.0024,0.25
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,28.2241,0,1.1339,0.0009,?,?,0.0003,0.7457,3.2084,0.0009,0,2.5403,0,0.9718,?,1
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,0.9266,0,1.4257,0.0012,?,?,0.0001,0.2035,2.2597,0.0003,0,1.1573,0,0.4486,?,0.7538
./SAT11/application/leberre/2dimensionalstrippacking/E05F20.cnf,1,3.4912,0,1.2573,0.001,?,?,0.0001,0.513,1.6176,0.0173,0.0008,4.1357,0,0.9632,?,0.9973
./SAT04/industrial/hoonsang/vis-bmc/all.used-as.sat04-986.cnf,1,1.0901,0.0002,1.484,0.0326,1.0461,0.0051,0.0012,0.5344,2.5499,0.0053,0.0004,1.3956,0.0001,0.5882,0.0002,0.9091
SAT_RACE08/Q1/SAT_dat.k80_04.cnf,1,2.0844,0,0.6814,0.0005,0.8601,0.0002,0.0001,0.6272,2.8477,0.0002,0,0.7294,0,0.6251,0,1
SAT_RACE06/velev-npe-1.0-9dlx-b71.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,1.5931,0,1.4777,0.0017,?,?,0.0001,0.8105,2.537,0.0008,0.0001,1.2668,0,0.4962,?,0.9
./SAT11/application/leberre/2dimensionalstrippacking/E07N15.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,3.5598,0,2.8746,0.0019,?,?,0,0.5939,1.9755,0.0009,0,1.8964,0,0.5362,?,0.9769
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_2_keyfind_1.cnf,1,0.7342,0.0011,0.508,0.0043,0.3475,0.0103,0.002,0.5918,2.0727,0.0026,0.001,0.5948,0.0004,0.2608,0.0019,0.25
./SAT02/industrial/goldberg/rand_net/rand_net60-30-1.shuffled.cnf,1,0.6854,0.0006,0.8175,0.0081,0.835,0.0015,0.0015,0.9726,1.8453,0.0017,0.0006,0.3068,0.0001,0.598,0.0006,0.6667
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin.cnf,1,1.6529,0,0.8975,0.001,0.7476,0.0003,0.0001,0.1122,2.2975,0.0004,0,0.9093,0,0.4972,0,0.6
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,0.7724,0.0017,0.2773,0.005,0.2021,0.0093,0.003,0.581,1.9881,0.0044,0.0024,0.2931,0.0007,0.4036,0.003,0.25
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top21.cnf,1,1.1392,0.0001,1.5509,0.0037,?,?,0.0002,0.4789,1.9891,0.0016,0.0001,1.7304,0,0.4236,?,0.8925
SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,4.3598,0,1.8225,0.0043,?,?,0,0.0543,2.3933,0.0038,0,2.4752,0,0.4692,?,0.9531
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,20.5692,0.0001,0.9001,0.0068,?,?,0.0024,0.7899,4.0078,0.0096,0.0035,0.8587,0.0001,0.8911,?,0.9284
./SAT05/industrial/maris05/DriverLog/driverlog1_ks99i.renamed-as.sat05-3951.cnf,1,?,?,?,?,0,0,?,?,?,?,?,?,?,?,0,?
./SAT05/industrial/grieu05/vmpc/vmpc_34.renamed-as.sat05-1926.cnf,1,54.3296,0.0007,0.0747,0.0013,?,?,0.0013,0.932,0.6027,0.0023,0.0023,0.0035,0.0022,0.9996,?,0.5349
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,12.8424,0,0.9885,0.0008,?,?,0.0003,0.8342,3.1002,0.0008,0,1.4882,0,0.9636,?,0.9459
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0.9596,0,0.4551,0.0002,0.4568,0.0002,0,0.0952,2.0382,0.0002,0.0001,0.5334,0,0.5125,0,0.6667
./SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,1,0.61,0.0005,0.7172,0.0066,0.7011,0.0012,0.0012,0.9778,1.9148,0.0022,0.0005,0.3447,0.0001,0.5972,0.0004,0.6667
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,171.949,0,0.7826,0.001,?,?,0.0002,0.5561,1.2974,0.0008,0,5.7779,0,0.9909,?,1
./SAT05/industrial/grieu05/vmpc/vmpc_32.renamed-as.sat05-1919.cnf,1,49.4424,0.0008,0.0766,0.0015,?,?,0.0014,0.9231,0.6298,0.0025,0.0025,0.0038,0.0025,0.9996,?,0.5347
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom14.cnf,1,0.5795,0.0001,1.5061,0.0075,0.8583,0.0027,0.0005,0.3355,2.3667,0.002,0.0001,1.8594,0,0.3855,0.0001,0.875
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k100.cnf,1,1.3935,0,1.7416,0.0038,?,?,0.0002,0.5122,2.6686,0.0023,0.0001,1.388,0,0.5969,?,0.72
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,25.5436,0,1.0311,0.0044,?,?,0.0013,0.8349,3.6364,0.0041,0.0015,0.7924,0,0.9482,?,0.8998
