@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_dyn_log_propags NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE directorder_reducedClauses NUMERIC
@ATTRIBUTE support_TRINARY+ NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE support_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE directorder_vars-clauses-ratio NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE csp_percent_avg_continuity NUMERIC
@ATTRIBUTE support_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE csp_log_extra_ranges NUMERIC
@ATTRIBUTE direct_BINARY+ NUMERIC
@ATTRIBUTE csp_log_lists NUMERIC
@ATTRIBUTE support_BINARY+ NUMERIC
@ATTRIBUTE csp_log_constraints NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE directorder_VG-max NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE csp_max_arity NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE csp_dyn_log_nodes NUMERIC
@ATTRIBUTE support_horn-clauses-fraction NUMERIC
@ATTRIBUTE support_VCG-VAR-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE csp_percent_global NUMERIC
@ATTRIBUTE directorder_VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE directorder_VCG-VAR-max NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE csp_log_bits NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE csp_dyn_log_avg_weight NUMERIC
@ATTRIBUTE csp_percent_gac_predicate NUMERIC
@ATTRIBUTE csp_log_extra_booleans NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE csp_log_ranges NUMERIC
@ATTRIBUTE csp_dyn_log_stdev_weight NUMERIC

@DATA
bool/routing/s4-4-3-9.xml,1,43.349169,46.072842,1.414214,1.414214,51.781473,0.661665,3.049318,0.463802,0.845052,0.768592,0.987624,0.322032,0.846154,0.213443,29.7308,0.91473,22.04908,14.229269,0.002005,0.560204,0.336827,1.2239,0.989682,0.000374,100,0.94841,0.226121,0.75261,0.766557,0.317758,100,2.593863,12.533816,0.552969,-1,0.552969,12.314583,0.41818,2.653251,0.001269,-1,35,0.682099,2.346665,11.560333,0.870819,0.00026,0.00026,0.766557,0,0.654216,0.398649,0.001043,0.224457,0.75261,0.002094,-1,0.224457,6.77527,48.218527,-1,0.41818,-1,8.586961
bool/routing/s4-4-3-4.xml,1,43.082061,46.001908,1.414214,1.414214,52.480916,0.664207,3.164738,0.454356,0.831826,0.77489,0.985956,0.303931,0.833333,0.21073,29.704198,0.915141,22.365816,13.961811,0.002138,0.557484,0.333458,1.336051,0.987962,0.000454,100,0.860871,0.23661,0.764704,0.760185,0.302405,100,2.489238,12.269711,0.532289,-1,0.532289,12.043027,0.424464,2.686176,0.001488,-1,29,0.692641,2.254057,11.890644,0.855846,0.000327,0.000327,0.760185,0,0.618172,0.389037,0.001369,0.221608,0.764704,0.002214,-1,0.221608,7.204117,47.519084,-1,0.424464,-1,8.914693
bool/routing/s3-3-3-5.xml,1,?,?,?,?,?,0.649799,3.575975,0.489597,0.838685,0.767873,0.9869,0.300778,0.789474,0.207047,?,0.933036,?,?,0.006674,0.582346,0.329418,1.640637,0.988485,0.001838,?,0.691403,0.250193,0.753734,0.755099,0.298805,?,2.475398,?,0.551366,?,0.551366,?,0.435133,2.632319,0.004238,?,?,0.712813,2.307672,?,0.858207,0.001376,0.001376,0.755099,?,0.473376,0.395866,0.003468,0.223995,0.753734,0.007174,?,0.223995,?,?,?,0.435133,?,?
bool/routing/s4-4-3-5.xml,1,43.284133,45.97786,1.414214,1.414214,51.845018,0.661912,3.092734,0.45823,0.83688,0.749571,0.990718,0.304699,0.826087,0.208343,29.667897,0.906351,22.380953,14.00422,0.002032,0.561442,0.336799,1.307675,0.992063,0.000433,100,0.876698,0.236812,0.74167,0.761582,0.3027,100,2.478977,12.309476,0.536779,-1,0.536779,12.090112,0.423131,2.583638,0.001443,-1,30,0.67773,2.251133,12.101319,0.86053,0.000311,0.000311,0.761582,0,0.624032,0.393147,0.001189,0.219926,0.74167,0.002114,-1,0.219926,7.506173,48.154982,-1,0.423131,-1,9.390635
bool/routing/s4-4-3-1.xml,1,43.106509,46.104536,1.414214,1.414214,52.366864,0.661693,3.095761,0.450919,0.83136,0.746362,0.990751,0.299855,0.826087,0.207925,29.773176,0.905724,21.849949,13.915506,0.002171,0.561269,0.333904,1.334012,0.992053,0.00046,100,0.842729,0.24146,0.74143,0.759175,0.298634,100,2.460541,12.221587,0.528187,-1,0.528187,11.997179,0.42537,2.609828,0.001511,-1,28,0.679777,2.216037,11.332037,0.855092,0.000332,0.000332,0.759175,0,0.61392,0.389397,0.001295,0.218875,0.74143,0.002249,-1,0.218875,6.468211,47.633136,-1,0.42537,-1,8.199842
bool/ii/ii-16e2.xml,1,3.819552,41.550796,1.414214,1.414214,93.634079,0.511912,0.884513,0.401338,0.89015,0.789614,0.978883,0.349169,0.826087,0.187315,40.277612,1.008921,20.943063,17.569403,0.000126,0.716689,0.368917,0.266847,0.987395,0.000042,100,0.730841,0.255491,0.758506,0.728075,0.273879,100,2.452333,14.596364,0.521653,-1,0.521653,14.627021,0.453942,2.649226,0.00129,-1,16,0.704871,2.239098,7.741467,0.918747,0.000027,0.000027,0.728075,0,2.098137,0.5008,0.001668,0.159066,0.758506,0.000096,-1,0.159066,4.994268,6.365921,-1,0.453942,-1,5.611457
bool/ii/ii-8b1.xml,1,?,?,?,?,?,0.578858,4.6498,0.471888,0.836537,0.876671,0.958685,0.254218,0.733333,0.182573,?,1.103114,?,?,0.001997,0.685073,0.353906,2.292976,0.966594,0.001151,?,0.466519,0.269804,0.838353,0.679723,0.238095,?,2.29912,?,0.498998,?,0.498998,?,0.54137,2.649188,0.004221,?,?,0.936383,2.040054,?,0.853015,0.000915,0.000915,0.679723,?,0.63484,0.428829,0.00494,0.157727,0.838353,0.001796,?,0.157727,?,?,?,0.54137,?,?
bool/ii/ii-32c1.xml,1,?,?,?,?,?,0.464117,0.744196,0.348551,0.928819,0.727662,0.986485,0.43965,0.826087,0.217501,?,0.930616,?,?,0.001078,0.729086,0.389839,0.171249,0.992072,0.000207,?,0.697347,0.21429,0.728583,0.74459,0.316826,?,3.012896,?,0.575836,?,0.575836,?,0.436444,2.928742,0.00077,?,?,0.676084,2.687616,?,0.955829,0.00011,0.00011,0.74459,?,0.722152,0.544055,0.000901,0.172975,0.728583,0.000761,?,0.172975,?,?,?,0.436444,?,?
bool/ii/ii-8d1.xml,1,?,?,?,?,?,0.556236,3.570593,0.459762,0.836946,0.898389,0.955277,0.272638,0.833333,0.179806,?,1.123148,?,?,0.001265,0.707075,0.349791,1.72531,0.966258,0.000586,?,0.460078,0.271471,0.844593,0.689136,0.244909,?,2.453571,?,0.495642,?,0.495642,?,0.521651,2.62048,0.002404,?,?,0.903119,2.051147,?,0.859941,0.000447,0.000447,0.689136,?,0.674909,0.442861,0.002876,0.158101,0.844593,0.001225,?,0.158101,?,?,?,0.521651,?,?
bool/ii/ii-16a1.xml,1,4.710248,24.250642,1.414214,1.414214,92.149586,0.521317,3.295422,0.458073,0.894327,0.843846,0.970482,0.348278,0.826087,0.19847,22.68056,1.071961,21.47186,16.66603,0.000367,0.731926,0.374243,1.396396,0.978117,0.000116,100,0.590541,0.23813,0.798313,0.716651,0.277485,100,2.726577,14.609756,0.554539,-1,0.554539,14.701956,0.485067,2.868074,0.000674,-1,16,0.828296,2.386377,10.263269,0.918482,0.000078,0.000078,0.716651,0,0.845589,0.504127,0.000799,0.167074,0.798313,0.00028,-1,0.167074,3.852059,7.850414,-1,0.485067,-1,4.794583
bool/ii/ii-32c3.xml,1,4.714165,19.608561,1.414214,1.414214,92.143058,0.463872,0.677344,0.347834,0.928696,0.727344,0.986461,0.439778,0.826087,0.216983,18.037173,0.929974,20.935586,17.674806,0.000349,0.728966,0.391305,0.142491,0.992063,0.000067,100,0.708327,0.213631,0.728691,0.744741,0.316901,100,2.993075,13.792689,0.575632,-1,0.575632,13.820777,0.436133,2.906203,0.000614,-1,32,0.67464,2.688931,8.092757,0.955781,0.000036,0.000036,0.744741,0,1.056595,0.546812,0.000756,0.169771,0.728691,0.000247,-1,0.169771,5.058583,7.856942,-1,0.436133,-1,5.017928
bool/ii/ii-8c2.xml,1,?,?,?,?,?,0.553153,4.023025,0.471446,0.845226,0.900095,0.955026,0.275938,0.744681,0.181871,?,1.130425,?,?,0.000714,0.715834,0.351094,1.936362,0.965796,0.000329,?,0.624741,0.26607,0.845623,0.685683,0.24726,?,2.460924,?,0.506649,?,0.506649,?,0.530348,2.608219,0.002398,?,?,0.920285,2.049575,?,0.867253,0.000252,0.000252,0.685683,?,0.942381,0.446071,0.002849,0.158963,0.845623,0.000693,?,0.158963,?,?,?,0.530348,?,?
bool/ii/ii-32b4.xml,1,3.131936,19.18208,1.414214,1.414214,94.780107,0.463795,0.687569,0.347999,0.928742,0.727401,0.98647,0.439707,0.826087,0.216837,18.138101,0.930196,20.814665,18.646028,0.000178,0.729164,0.391642,0.146677,0.992066,0.000034,100,0.731715,0.213277,0.728672,0.744579,0.316867,100,2.985682,14.789075,0.575644,-1,0.575644,14.808361,0.436387,2.900665,0.00062,-1,32,0.675588,2.682569,7.754888,0.955798,0.000018,0.000018,0.744579,0,1.412087,0.54743,0.000747,0.168993,0.728672,0.000126,-1,0.168993,5.557888,5.219893,-1,0.436387,-1,5.508258
bool/ii/ii-16e1.xml,1,4.665542,41.512085,1.414214,1.414214,92.224096,0.513133,0.884606,0.40218,0.891066,0.789143,0.979108,0.349491,0.826087,0.187527,39.956905,1.006947,21.059029,18.495945,0.000066,0.714854,0.368449,0.267722,0.986068,0.000022,100,0.618229,0.255781,0.767734,0.728945,0.274759,100,2.486118,15.511722,0.522151,-1,0.522151,15.549664,0.452606,2.653949,0.000364,-1,16,0.706244,2.24907,9.154818,0.918834,0.000014,0.000014,0.728945,0,1.475468,0.501761,0.000469,0.158261,0.767734,0.000051,-1,0.158261,4.689232,7.775904,-1,0.452606,-1,5.0511
bool/ii/ii-32b2.xml,1,5.555161,20.294431,1.414214,1.414214,90.741398,0.463912,0.729627,0.348466,0.928827,0.727603,0.986486,0.439611,0.826087,0.21713,18.44271,0.930637,21.128599,17.036785,0.000548,0.729297,0.390871,0.16465,0.992072,0.000105,100,0.70184,0.213546,0.728603,0.744441,0.316812,100,2.994364,13.215381,0.575766,-1,0.575766,13.254438,0.436649,2.912943,0.000694,-1,32,0.676708,2.697219,8.829723,0.955832,0.000056,0.000056,0.744441,0,0.899559,0.54599,0.000807,0.170723,0.728603,0.000387,-1,0.170723,1.937743,9.258602,-1,0.436649,-1,4.013914
bool/ii/ii-32e5.xml,1,2.576082,19.518013,1.414214,1.414214,95.706531,0.46372,0.767464,0.349025,0.928973,0.727802,0.986514,0.439392,0.826087,0.216854,18.659319,0.931348,20.591197,18.956314,0.000146,0.729882,0.391607,0.180149,0.992083,0.000028,100,0.751475,0.212609,0.728533,0.743959,0.316704,100,2.984531,15.207853,0.575825,-1,0.575825,15.227616,0.437419,2.899034,0.000633,-1,32,0.679471,2.682454,7.577429,0.955889,0.000015,0.000015,0.743959,0,1.580579,0.547365,0.000775,0.169078,0.728533,0.000103,-1,0.169078,5.591225,4.293469,-1,0.437419,-1,5.69534
bool/ii/ii-32c2.xml,1,6.145619,20.12752,1.414214,1.414214,89.757302,0.463938,0.682309,0.347864,0.928694,0.727364,0.986461,0.43979,0.826087,0.217133,18.07898,0.92997,20.866956,17.098166,0.000521,0.728899,0.390951,0.144703,0.992063,0.0001,100,0.701474,0.21387,0.728684,0.744787,0.316905,100,2.994417,13.212344,0.575655,-1,0.575655,13.249706,0.436069,2.911989,0.000617,-1,32,0.674441,2.694756,8.471675,0.95578,0.000053,0.000053,0.744787,0,0.905595,0.546158,0.000761,0.170583,0.728684,0.000368,-1,0.170583,1.654097,10.242698,-1,0.436069,-1,3.157326
bool/ii/ii-8b3.xml,1,?,?,?,?,?,0.577836,4.550882,0.471508,0.836419,0.876761,0.958655,0.254193,0.733333,0.182233,?,1.104033,?,?,0.000678,0.686498,0.351534,2.200431,0.966572,0.00039,?,0.81228,0.264965,0.83845,0.678821,0.238072,?,2.226894,?,0.498635,?,0.498635,?,0.542613,2.581654,0.003985,?,?,0.937953,1.968483,?,0.852917,0.000311,0.000311,0.678821,?,1.194006,0.427809,0.004824,0.157617,0.83845,0.000611,?,0.157617,?,?,?,0.542613,?,?
bool/ii/ii-8a2.xml,1,?,?,?,?,?,0.578641,2.521501,0.437088,0.8359,0.843476,0.967444,0.251458,0.733333,0.173651,?,1.065452,?,?,0.002346,0.668294,0.34723,1.177959,0.976829,0.001422,?,0.3696,0.281346,0.801818,0.698536,0.230721,?,2.129649,?,0.471086,?,0.471086,?,0.500919,2.510411,0.004289,?,?,0.836926,1.936906,?,0.856337,0.001094,0.001094,0.698536,?,0.514242,0.427635,0.005059,0.154402,0.801818,0.002131,?,0.154402,?,?,?,0.500919,?,?
bool/ii/ii-8c1.xml,1,?,?,?,?,?,0.559904,3.211945,0.452243,0.841675,0.882777,0.959721,0.268911,0.714286,0.176654,?,1.107443,?,?,0.001165,0.698395,0.349186,1.54337,0.97042,0.000542,?,0.460301,0.273779,0.830661,0.693439,0.241528,?,2.41401,?,0.489243,?,0.489243,?,0.512783,2.5577,0.002552,?,?,0.877651,2.034849,?,0.864288,0.000412,0.000412,0.693439,?,0.716462,0.441288,0.003071,0.155361,0.830661,0.001128,?,0.155361,?,?,?,0.512783,?,?
bool/ii/ii-16d1.xml,1,4.30798,30.768782,1.414214,1.414214,92.820034,0.51219,1.32079,0.414698,0.891324,0.799491,0.978261,0.348164,0.826087,0.189328,29.332789,1.024262,20.852369,17.626935,0.000133,0.723589,0.368955,0.483672,0.985433,0.000044,100,0.644184,0.25267,0.771111,0.723612,0.274304,100,2.562702,14.960771,0.528122,-1,0.528122,15.015371,0.46371,2.684709,0.000636,-1,16,0.745344,2.271305,8.370687,0.918476,0.000028,0.000028,0.723612,0,1.380564,0.501404,0.000823,0.160042,0.771111,0.000101,-1,0.160042,4.398476,7.179966,-1,0.46371,-1,5.233808
bool/ii/ii-16c1.xml,1,5.252951,30.442733,1.414214,1.414214,91.245082,0.509688,1.370353,0.414623,0.893103,0.801311,0.977814,0.352788,0.826087,0.190648,28.691749,1.025472,21.440749,17.649825,0.000172,0.72609,0.369403,0.506414,0.985079,0.000045,100,0.569033,0.251473,0.772398,0.724149,0.276902,100,2.601292,14.972666,0.531753,-1,0.531753,15.041873,0.463634,2.710092,0.000305,-1,20,0.748683,2.314561,9.991522,0.920365,0.000029,0.000029,0.724149,0,0.961965,0.503044,0.000386,0.161721,0.772398,0.000148,-1,0.161721,4.504842,8.754918,-1,0.463634,-1,7.530481
