@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC

@DATA
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f10ni.cnf,1,0.0164,0.1236,0.0721,1.8652,1.7985,0.1191,0.4497,0.6164,0.1298,5.5414,0.435,1.7163,0.7279,395,289,266.25
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.0018,0.1666,0.0151,1.3599,0.5379,0.0258,0.5844,0.5271,0.5776,2.0774,0.2025,1.0226,1.0243,75,75,75
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S935783783-069-UNKNOWN.cnf,1,0.0015,0.05,0.0028,0.829,0.0991,0.0035,0.6712,0.1715,0,0,0.0202,0,0.6514,36,31,31.832
SAT_Competition2011/SAT09/CRAFTED/sgi/satsgi-n26himBHm28-p0-q293.cnf,1,0.031,0.0385,0.0312,0,0,0.0314,0.0001,0.9305,0.9822,0.037,0.0319,0.0895,0,0,0,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S648064606-012.UNKNOWN.cnf,1,0.0418,0.232,0.084,0.6795,0.2831,0.1085,0.5749,0.378,0,0.0174,0.2657,0.1406,0.5772,4036,3975,3970.6
SAT_Competition2011/SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,0.4971,0.2118,0.4212,2.9316,4.3842,0.4999,0.232,0.685,0.1019,0.0807,1,2.6115,0.9222,2653,1711,1802.8
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,0,0.0112,0.0001,0.9933,0.0352,0.0001,0.7396,0.0625,0,0,0.0002,0,0.6819,4480,4445,4449.7
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1632870961-099.SATISFIABLE.cnf,1,0.001,0.0469,0.002,0.8085,0.1023,0.0024,0.6955,0.1752,0,0,0.0102,0,0.6393,4243,4113,4156.3
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,0.1562,0.0997,0.161,1.1095,0,0.1608,0.0045,0.8845,0.897,0.0556,0.1712,0.3424,1.0418,4858,4838,4784
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl001.sat05-3822.reshuffled-07.cnf,1,0.4735,0.1672,0.4471,2.5461,1.2435,0.4991,0.1909,0.7352,0.0774,0.0361,0.9999,2.0397,0.8835,1844,1761,1682
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-Mat26.sat05-457.reshuffled-07.cnf,1,0.012,0.163,0.032,1.4994,0.9001,0.0455,0.7198,0.2021,0.087,1.0667,0.0651,1.0891,0.7255,3822,3740,3736
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,0.0894,0.1369,0.111,1.7119,0.3387,0.1201,1.4477,0.0384,0,0,0.2242,0.9131,0.8508,3424,3043,2867.6
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl032.cnf,1,0.0098,0.1973,0.0267,1.4348,1.1831,0.0457,0.6947,0.1836,0.3246,1.744,0.2894,1.2565,0.9449,1994,1693,1668.8
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S422570514-15.cnf,1,0.0015,0.05,0.0029,0.8332,0.1006,0.0037,0.6919,0.1754,0,0,0.0123,0,0.651,57,48,50.735
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/420/unif-k3-r4.25-v420-c1785-S1136141672-041.cnf,1,0.0462,0.2337,0.0904,0.6938,0.2941,0.1263,0.594,0.381,0,0.0219,0.3191,0.1114,0.58,4025,3959,3938
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.0402,0.1666,0.0751,1.8983,2.2849,0.1098,0.5309,0.4442,0.2421,3.218,0.4333,1.689,0.7574,495,448,437.6
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-dalumul.cnf,1,0.0277,0.1565,0.0438,1.2701,4.4289,0.0543,0.2964,0.598,0.2303,0.0067,0.3031,1.0597,0.7327,424,374,375.95
SAT_Competition2009/CRAFTED/sgi/satsgi-n28himBHm30-p0-q333.cnf,1,0.0215,0.0358,0.0216,0,0,0.0218,0.0001,0.9295,0.9833,0.0345,0.0221,0.0847,0,0,0,0
SAT_Competition2009/CRAFTED/edgematching/explicit/em_9_3_5_exp.cnf,1,0.0031,0.0356,0.0169,0.9764,0.5915,0.0256,0.325,0.8451,0.6731,0.001,0.0826,0.8881,0.4033,552,468,472.88
SAT_Competition2011/SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/CRAFTED/edgematching/explicit/em_8_4_5_exp.cnf,1,0.004,0.0468,0.0198,1.0674,0.5971,0.0289,0.3358,0.8185,0.6285,0.0017,0.0797,0.9584,0.4419,724,680,648.86
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-030.sat05-1307.reshuffled-07.cnf,1,0,0.035,0,0.6262,0,0,0,0.5268,0.0175,0.0345,0,0.0975,0.5881,2811,2673,2635
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S2109328271-14.cnf,1,0.0015,0.05,0.0027,0.8371,0.0961,0.0033,0.6886,0.1623,0,0,0.0134,0,0.6489,63,56,58.464
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1426208256-08.cnf,1,0.0001,0.0118,0.0001,1.0031,0.0352,0.0001,0.652,0.0683,0,0,0.0002,0,0.6841,4371,4326,4246
SAT_Competition2009/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,0.0001,0.0384,0.0144,0.9573,0.6398,0.0249,0.2756,0.8496,0.6948,0.0017,0.0827,0.8605,0.3974,540,416,456.96
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1126657927-015.SATISFIABLE.cnf,1,0.001,0.047,0.0018,0.8412,0.0977,0.0022,0.7072,0.1602,0,0,0.0061,0,0.6584,4254,4078,4108.5
SAT_Competition2009/CRAFTED/parity-games/instance_n5_i5_pp.cnf,1,0.0097,0.108,0.079,1.6268,1.1086,0.0769,0.6348,0.5078,0.1968,0.4568,0.3695,1.2933,0.6768,1918,1863,1765.3
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-220-1.sat05-2173.reshuffled-07.cnf,1,0.042,0.25,0.042,0.5623,0,0.042,0,0,0,0,0.042,0,0.5774,4469,4468,4434.8
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0.0249,0.1424,0.155,0.7405,4.7326,0.3138,0.3019,0.8162,0.9903,1.0682,0.6587,0.0741,1.2016,0,0,0
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1,0.0015,0.05,0.0027,0.8303,0.0988,0.0034,0.6891,0.1615,0,0,0.013,0,0.6504,46,42,44.383
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.4719,0.1631,0.4382,2.5306,1.2324,0.499,0.1873,0.7356,0.0848,0.0407,0.9999,2.039,0.8811,2169,2052,1999.7
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1,0.0406,0.2327,0.0839,0.6283,0.2773,0.1129,0.6048,0.3836,0,0.0112,0.3813,0.0593,0.579,4029,3921,3940.4
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-brn004.sat05-3669.reshuffled-07.cnf,1,0.4733,0.1663,0.4444,2.5489,1.1824,0.499,0.1899,0.7348,0.0809,0.041,0.9999,2.0383,0.8766,1988,1820,1817.4
SAT_Competition2011/SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,1,0.0003,0.0221,0.0112,0.897,0.2523,0.0119,0.1168,0.9235,0.951,0.5513,0.272,0.2671,1.0016,4769,4681,3610
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,0.1041,0.05,0.1058,0.9599,0,0.1075,0.0015,0.9351,0.9495,0.0263,0.1115,0.204,1.0234,4886,4886,4886
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1084572666-19.SAT.shuffled.cnf,1,0,0.0112,0.0001,0.9952,0.0352,0.0001,0.6741,0.0661,0,0,0.0001,0,0.678,4533,4437,4455
SAT-Race-2010-CNF/hardware-verification/velev/12pipe_q0_k.cnf,1,0,0.0193,0.0979,0.6842,3.6777,0.2199,0.4528,0.8019,0.9229,0.7335,0.5,0.4957,0.3239,0,0,0
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S762724712-048.cnf,1,0.0478,0.2335,0.0931,0.7245,0.2884,0.1237,0.5914,0.39,0,0.0276,0.6326,0.1714,0.5878,40,32,33.751
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S9113894-047.SATISFIABLE.cnf,1,0.05,0.2313,0.0915,0.6875,0.2784,0.1211,0.5943,0.4027,0,0.0225,0.3458,0.124,0.5843,3867,3818,3823.7
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S1492329924-074.cnf,1,0.0009,0.0469,0.0018,0.822,0.102,0.0025,0.7119,0.1559,0,0,0.0095,0,0.6374,4373,4273,4278.3
SAT_Competition2009/CRAFTED/edgematching/all/em_7_4_9_all.cnf,1,0,0.0416,0.0232,0.9164,0.4995,0.0368,0.2341,0.8459,0.7132,0.0024,0.0955,0.8213,0.3917,3355,3298,2642.8
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray02_32.cnf,1,0.0095,0.2222,0.0258,1.3728,0.1969,0.0387,0.903,0.1193,0.3412,1.0142,0.286,1.1452,0.9124,1073,849,843.35
SAT_RACE2008/cmu-bmc-longmult15.cnf,1,0.012,0.1752,0.0267,0.9448,1.179,0.0419,0.8521,0.2515,0.1273,3.3276,0.1622,1.0757,0.5176,3845,3551,3419.3
SAT_RACE2008/schup-l2s-motst-2-k315.cnf,1,0.0333,0.1847,0.1013,1.3062,1.2442,0.1834,0.9095,0.2965,0.1924,3.426,0.3167,1.1228,0.7365,0,0,0
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0.0216,0.2405,0.0331,1.1292,0.8045,0.0424,0.3302,0.7575,0.6633,1.3431,0.1739,0.9808,1.5565,0,0,0
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S1858385213-060.cnf,1,0.0001,0.0112,0.0001,1.0119,0.038,0.0001,0.7213,0.0764,0,0,0.0002,0,0.6777,4515,4460,4480.7
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S845438593-067-UNKNOWN.cnf,1,0.047,0.2336,0.0923,0.7206,0.2922,0.124,0.5851,0.3905,0,0.0263,0.9034,0.1644,0.5881,5,3,3.479
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/2000/unif-k3-r4.2-v2000-c8400-S1442480583-017.cnf,1,0.0456,0.2348,0.0917,0.6923,0.2879,0.1246,0.5934,0.3878,0,0.0183,0.6266,0.1251,0.5868,153,142,153.11
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S2035161427-020.cnf,1,0.0464,0.2302,0.0906,0.7292,0.291,0.1219,0.5479,0.4099,0,0.0291,0.2818,0.17,0.59,3976,3898,3900.5
SAT_Competition2009/CRAFTED/sgi/sgi-difficult7.cnf,1,0.0004,0.0248,0.0012,0.0552,0.1473,0.0016,0.0092,0.9085,0.9792,0.037,0.0055,0.1255,0.007,0,0,0
SAT_RACE2008/goldb-heqc-alu4mul.cnf,1,0.0302,0.1549,0.0489,1.2715,3.6102,0.0609,0.3192,0.6088,0.2303,0.0057,0.3006,1.0617,0.7312,799,720,674.75
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-10-5p0.cnf,1,0.0021,0.1646,0.0193,1.4502,0.7045,0.0361,0.6006,0.5361,0.6039,1.1123,0.1629,1.0735,0.9302,41,28,115.17
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v250-c1065-S931339469-052.UNKNOWN.cnf,1,0.0378,0.2295,0.079,0.706,0.2855,0.1065,0.5664,0.3758,0,0.0288,0.2612,0.1669,0.59,4126,4118,4085.3
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,1,0.2295,0.4167,0.2295,1.1149,0,0.2295,0.0001,0.5832,0.8333,0,0.2295,0.4506,0.9858,4647,4641,4630
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_12_2_4_fbc.cnf,1,0.0006,0.0618,0.0161,1.2043,2.1932,0.0018,0.2281,0.9104,0.318,0.004,0.1533,1.1396,0.5356,84,72,63.741
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1002348653-090.cnf,1,0.0473,0.2327,0.0918,0.6594,0.2862,0.1241,0.5797,0.4026,0,0.0148,0.6026,0.1044,0.5846,4016,3842,3880.7
SAT_Competition2007/random/OnTreshold/3SAT/v600/unif-k3-r4.261-v600-c2556-S1104692480-03.SAT.shuffled.cnf,1,0.0469,0.2286,0.0911,0.761,0.3072,0.125,0.591,0.3972,0,0.0345,0.3618,0.2175,0.5964,3824,3721,3742.6
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1317485140-08.UNSAT.shuffled.cnf,1,0.0011,0.0469,0.0018,0.8537,0.0861,0.0022,0.6321,0.1673,0,0,0.008,0,0.6518,4412,4333,4348.4
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,0,0.0169,0,0.2608,0.2241,0,0.0248,0.7983,0.9299,0.0556,0,0.2767,0.027,3770,636,1655.2
SAT_Competition2009/CRAFTED/ramseycube/Q3inK10.cnf,1,0.4988,0.0006,0.4988,0,0,0.4988,0,0,0,0,0.4988,0,0,0,0,0
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-5-17-s.cnf,1,0.0051,0.1739,0.0159,1.3793,0.5444,0.0254,0.5735,0.5673,0.5856,0.9554,0.1312,1.0378,0.9814,0,0,0
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,0.0032,0.0581,0.0035,1.043,0.0121,0.0037,0.8514,0.0249,0,0,0.0043,0.2162,0.6696,4158,4077,4059.6
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_34.cnf,1,0,0.006,0,0.6745,0.0034,0,0.0017,0.6918,0.3937,0,0,0.6733,0.5473,1852,1506,1231.3
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g6.cnf,1,0,0.012,0,0.2255,0.1472,0,0.0162,0.8286,0.9416,0.0417,0,0.2365,0.0187,213,182,190.74
SAT_RACE2006/SAT-Race_TS_2/hoons-vbmc-s04-07.cnf,1,0.0656,0.2195,0.153,1.4572,1.552,0.2403,0.7104,0.2541,0.1826,2.8611,0.2404,1.1609,0.6908,2725,2725,2702.5
SAT_RACE2008/ibm-2002-30r-k85.cnf,1,0.0047,0.1296,0.0401,1.5838,0.9596,0.0541,0.5928,0.5441,0.6204,1.072,0.3217,1.3418,1.3182,75,75,75
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c6n.cnf,1,0.013,0.134,0.0716,1.7799,1.2354,0.1126,0.5306,0.5568,0.133,5.1268,0.4585,1.6694,0.752,663,605,620.13
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-09.cnf,1,0,0.0178,0.0966,0.8933,3.3786,0.2062,0.4213,0.804,0.8296,0.7069,0.5,0.7387,0.3844,0,0,0
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,0.0882,0.1423,0.1036,1.617,0.2691,0.1103,1.5449,0.0371,0,0,0.1978,0.7996,0.8022,3372,2674,2444
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,0.2295,0.4167,0.2295,1.108,0,0.2295,0.0001,0.5832,0.8333,0,0.2295,0.4506,0.8849,4606,4595,4590.2
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1286605994-07-SAT.cnf,1,0.1033,0.3236,0.1812,1.353,0.4002,0.2397,0.5954,0.429,0.2572,0.341,1,1.0882,0.7609,1304,1043,1074.8
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S418266958-049.cnf,1,0.048,0.2326,0.0912,0.6687,0.2696,0.1253,0.5721,0.406,0,0.0152,0.3361,0.1162,0.5891,4046,3899,3953
SAT-Race-2010-CNF/software-verification/nec/hard-12-U-7061.cnf,1,0.0022,0.1626,0.1269,1.5021,2.717,0.2568,0.447,0.7445,0.4172,4.575,0.5,1.2648,0.7429,0,0,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-24.cnf,1,0.0267,0.2152,0.0484,1.2531,1.3478,0.0581,0.8034,0.2067,0.1576,0.8442,0.2965,1.0163,0.7076,1559,1098,1224.7
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,0.0894,0.1369,0.111,1.7119,0.3387,0.1201,1.4477,0.0384,0,0,0.2242,0.9131,0.8508,3424,3043,2867.6
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S906020180-093.cnf,1,0.0469,0.2336,0.0911,0.7138,0.2832,0.1222,0.57,0.3938,0,0.0262,0.5329,0.1583,0.5864,64,55,58.299
