@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC

@DATA
3-fullins-5-5.xml.watchless.minion.gz,1,0,0.016388
3-fullins-5-6.xml.watchless.minion.gz,1,0,0.016388
3-fullins-5-7.xml.watchless.minion.gz,1,0,0.016388
3-fullins-5-8.xml.watchless.minion.gz,1,0,0.016388
3-insertions-3-3.xml.watchless.minion.gz,1,0,0.071429
3-insertions-3-4.xml.watchless.minion.gz,1,0,0.071429
3-insertions-4-3.xml.watchless.minion.gz,1,0,0.026589
3-insertions-4-4.xml.watchless.minion.gz,1,0,0.026589
3-insertions-4-5.xml.watchless.minion.gz,1,0,0.026589
3-insertions-5-3.xml.watchless.minion.gz,1,0,0.009816
3-insertions-5-4.xml.watchless.minion.gz,1,0,0.009816
3-insertions-5-5.xml.watchless.minion.gz,1,0,0.009816
3-insertions-5-6.xml.watchless.minion.gz,1,0,0.009816
4-fullins-3-6.xml.watchless.minion.gz,1,0,0.083993
4-fullins-3-7.xml.watchless.minion.gz,1,0,0.083993
4-fullins-4-6.xml.watchless.minion.gz,1,0,0.027976
4-fullins-4-7.xml.watchless.minion.gz,1,0,0.027976
4-fullins-4-8.xml.watchless.minion.gz,1,0,0.027976
4-fullins-5-5.xml.watchless.minion.gz,1,0,0.008997
4-fullins-5-6.xml.watchless.minion.gz,1,0,0.008997
4-fullins-5-7.xml.watchless.minion.gz,1,0,0.008997
4-fullins-5-8.xml.watchless.minion.gz,1,0,0.008997
4-insertions-3-3.xml.watchless.minion.gz,1,0,0.050633
4-insertions-3-4.xml.watchless.minion.gz,1,0,0.050633
4-insertions-4-3.xml.watchless.minion.gz,1,0,0.015945
4-insertions-4-4.xml.watchless.minion.gz,1,0,0.015945
4-insertions-4-5.xml.watchless.minion.gz,1,0,0.015945
5-fullins-3-6.xml.watchless.minion.gz,1,0,0.067227
5-fullins-3-7.xml.watchless.minion.gz,1,0,0.067227
5-fullins-3-8.xml.watchless.minion.gz,1,0,0.067227
5-fullins-4-6.xml.watchless.minion.gz,1,0,0.019377
5-fullins-4-7.xml.watchless.minion.gz,1,0,0.019377
5-fullins-4-8.xml.watchless.minion.gz,1,0,0.019377
5-fullins-4-9.xml.watchless.minion.gz,1,0,0.019377
abb313GPIA-10.xml.watchless.minion.gz,1,0,0.044047
abb313GPIA-5.xml.watchless.minion.gz,1,0,0.044047
abb313GPIA-7.xml.watchless.minion.gz,1,0,0.044047
abb313GPIA-8.xml.watchless.minion.gz,1,0,0.044047
abb313GPIA-9.xml.watchless.minion.gz,1,0,0.044047
aim-100-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,154,0.071919
aim-100-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,156,0.071717
aim-100-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,156,0.074141
aim-100-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,157,0.073333
aim-100-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,157,0.082828
aim-100-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,150,0.078788
aim-100-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,152,0.080404
aim-100-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,157,0.08202
aim-100-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,194,0.090505
aim-100-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,197,0.093737
aim-100-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,191,0.089899
aim-100-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,195,0.093131
aim-100-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,196,0.104444
aim-100-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,192,0.102424
aim-100-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,193,0.099798
aim-100-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,191,0.100808
aim-100-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,320,0.150909
aim-100-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,316,0.151515
aim-100-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,312,0.149091
aim-100-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,317,0.150505
aim-100-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,559,0.243838
aim-100-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,559,0.242222
aim-100-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,561,0.249091
aim-100-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,570,0.243434
aim-200-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,315,0.037186
aim-200-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,316,0.037136
aim-200-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,311,0.036985
aim-200-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,318,0.037136
aim-200-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,308,0.04201
aim-200-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,302,0.042111
aim-200-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,309,0.040553
aim-200-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,316,0.042663
aim-200-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,386,0.046533
aim-200-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,382,0.046482
aim-200-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,387,0.046482
aim-200-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,389,0.046533
aim-200-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,389,0.05206
aim-200-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,383,0.051658
aim-200-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,388,0.051859
aim-200-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,392,0.052462
aim-200-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,646,0.077889
aim-200-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,636,0.076985
aim-200-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,641,0.077387
aim-200-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,643,0.077236
aim-200-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,1152,0.152261
aim-200-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,1169,0.153467
aim-200-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,1152,0.153166
aim-200-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,1156,0.152261
aim-50-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,77,0.14449
aim-50-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,76,0.14449
aim-50-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,78,0.142857
aim-50-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,77,0.140408
aim-50-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,69,0.142041
aim-50-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,77,0.155102
aim-50-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,70,0.142857
aim-50-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,76,0.157551
aim-50-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,94,0.177959
aim-50-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,96,0.17551
aim-50-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,96,0.179592
aim-50-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,94,0.166531
aim-50-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,97,0.201633
aim-50-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,94,0.195918
aim-50-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,92,0.190204
aim-50-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,95,0.190204
aim-50-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,156,0.286531
aim-50-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,161,0.28898
aim-50-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,161,0.292245
aim-50-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,159,0.277551
aim-50-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,290,0.453878
aim-50-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,284,0.440816
aim-50-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,268,0.427755
aim-50-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,273,0.441633
ash331GPIA-3.xml.watchless.minion.gz,1,0,0.01911
ash331GPIA-4.xml.watchless.minion.gz,1,0,0.01911
ash608GPIA-3.xml.watchless.minion.gz,1,0,0.010618
ash608GPIA-4.xml.watchless.minion.gz,1,0,0.010618
ash958GPIA-3.xml.watchless.minion.gz,1,0,0.006817
ash958GPIA-4.xml.watchless.minion.gz,1,0,0.006817
bf-0432-007_ext.xml.minion.converted.minion.gz,1,1942,0.006013
bf-1355-075_ext.xml.minion.converted.minion.gz,1,2047,0.002226
bf-1355-638_ext.xml.minion.converted.minion.gz,1,339,0.004439
bf-2670-001_ext.xml.minion.converted.minion.gz,1,1354,0.00222
BlackHole-4-13-e-0_ext.xml.minion.converted.minion.gz,1,4216,0.195838
BlackHole-4-13-e-1_ext.xml.minion.converted.minion.gz,1,4216,0.195838
BlackHole-4-13-e-2_ext.xml.minion.converted.minion.gz,1,4216,0.195838
BlackHole-4-13-e-3_ext.xml.minion.converted.minion.gz,1,4216,0.195838
BlackHole-4-13-m-0_ext.xml.minion.converted.minion.gz,1,4216,0.195838
BlackHole-4-13-m-1_ext.xml.minion.converted.minion.gz,1,4216,0.195838
BlackHole-4-13-m-2_ext.xml.minion.converted.minion.gz,1,4216,0.195838
BlackHole-4-4-e-0_ext.xml.minion.converted.minion.gz,1,430,0.213294
BlackHole-4-4-e-0_ext.xml.minion.conv.minion,1,430,0.213294
BlackHole-4-4-e-1_ext.xml.minion.converted.minion.gz,1,430,0.213294
BlackHole-4-4-e-1_ext.xml.minion.conv.minion,1,430,0.213294
BlackHole-4-4-e-2_ext.xml.minion.converted.minion.gz,1,430,0.213294
BlackHole-4-4-e-2_ext.xml.minion.conv.minion,1,430,0.213294
BlackHole-4-4-e-3_ext.xml.minion.converted.minion.gz,1,430,0.213294
BlackHole-4-4-e-3_ext.xml.minion.conv.minion,1,430,0.213294
BlackHole-4-4-e-4_ext.xml.minion.converted.minion.gz,1,430,0.213294
BlackHole-4-4-e-4_ext.xml.minion.conv.minion,1,430,0.213294
BlackHole-4-4-e-5_ext.xml.minion.converted.minion.gz,1,430,0.213294
BlackHole-4-4-e-5_ext.xml.minion.conv.minion,1,430,0.213294
BlackHole-4-4-e-6_ext.xml.minion.converted.minion.gz,1,430,0.213294
BlackHole-4-4-e-6_ext.xml.minion.conv.minion,1,430,0.213294
BlackHole-4-4-e-7_ext.xml.minion.converted.minion.gz,1,430,0.213294
BlackHole-4-4-e-7_ext.xml.minion.conv.minion,1,430,0.213294
BlackHole-4-4-e-8_ext.xml.minion.converted.minion.gz,1,430,0.213294
BlackHole-4-4-e-8_ext.xml.minion.conv.minion,1,430,0.213294
BlackHole-4-4-e-9_ext.xml.minion.converted.minion.gz,1,430,0.213294
BlackHole-4-4-e-9_ext.xml.minion.conv.minion,1,430,0.213294
BlackHole-4-7-e-0_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-e-1_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-e-2_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-e-3_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-e-4_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-e-5_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-e-6_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-e-7_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-e-8_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-e-9_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-h-0_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-h-1_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-h-2_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-h-3_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-h-4_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-h-5_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-h-6_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-h-7_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-h-8_ext.xml.minion.converted.minion.gz,1,1260,0.202703
BlackHole-4-7-h-9_ext.xml.minion.converted.minion.gz,1,1260,0.202703
bqwh-15-106-0_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-10_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-11_ext.xml.minion.converted.minion.gz,1,606,0.108895
bqwh-15-106-11_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-13_ext.xml.minion.converted.minion.gz,1,575,0.103324
bqwh-15-106-13_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-14_glb.xml.minion.conv.minion,1,0,0.115903
bqwh-15-106-15_ext.xml.minion.converted.minion.gz,1,590,0.10602
bqwh-15-106-15_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-17_ext.xml.minion.converted.minion.gz,1,594,0.106739
bqwh-15-106-18_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-19_ext.xml.minion.converted.minion.gz,1,581,0.104403
bqwh-15-106-19_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-1_ext.xml.minion.converted.minion.gz,1,577,0.103684
bqwh-15-106-1_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-20_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-21_ext.xml.minion.converted.minion.gz,1,563,0.101168
bqwh-15-106-21_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-22_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-23_ext.xml.minion.converted.minion.gz,1,578,0.103863
bqwh-15-106-23_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-24_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-25_ext.xml.minion.converted.minion.gz,1,595,0.106918
bqwh-15-106-25_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-26_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-27_ext.xml.minion.converted.minion.gz,1,574,0.103145
bqwh-15-106-28_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-29_ext.xml.minion.converted.minion.gz,1,586,0.105301
bqwh-15-106-29_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-2_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-30_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-31_ext.xml.minion.converted.minion.gz,1,602,0.108176
bqwh-15-106-31_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-32_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-33_ext.xml.minion.converted.minion.gz,1,580,0.104223
bqwh-15-106-33_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-34_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-35_ext.xml.minion.converted.minion.gz,1,624,0.112129
bqwh-15-106-35_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-36_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-37_ext.xml.minion.converted.minion.gz,1,562,0.100988
bqwh-15-106-37_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-38_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-39_ext.xml.minion.converted.minion.gz,1,609,0.109434
bqwh-15-106-39_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-3_ext.xml.minion.converted.minion.gz,1,598,0.107457
bqwh-15-106-3_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-40_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-41_ext.xml.minion.converted.minion.gz,1,575,0.103324
bqwh-15-106-41_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-42_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-43_ext.xml.minion.converted.minion.gz,1,586,0.105301
bqwh-15-106-43_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-44_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-45_ext.xml.minion.converted.minion.gz,1,613,0.110153
bqwh-15-106-45_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-46_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-47_ext.xml.minion.converted.minion.gz,1,584,0.104942
bqwh-15-106-47_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-48_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-49_ext.xml.minion.converted.minion.gz,1,591,0.106199
bqwh-15-106-49_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-4_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-50_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-51_ext.xml.minion.converted.minion.gz,1,605,0.108715
bqwh-15-106-51_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-53_ext.xml.minion.converted.minion.gz,1,596,0.107098
bqwh-15-106-53_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-54_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-55_ext.xml.minion.converted.minion.gz,1,606,0.108895
bqwh-15-106-55_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-56_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-57_ext.xml.minion.converted.minion.gz,1,592,0.106379
bqwh-15-106-57_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-58_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-59_ext.xml.minion.converted.minion.gz,1,606,0.108895
bqwh-15-106-59_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-5_ext.xml.minion.converted.minion.gz,1,587,0.105481
bqwh-15-106-5_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-60_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-61_ext.xml.minion.converted.minion.gz,1,600,0.107817
bqwh-15-106-61_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-62_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-63_ext.xml.minion.converted.minion.gz,1,587,0.105481
bqwh-15-106-63_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-65_ext.xml.minion.converted.minion.gz,1,583,0.104762
bqwh-15-106-65_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-66_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-67_ext.xml.minion.converted.minion.gz,1,585,0.105121
bqwh-15-106-67_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-68_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,1,608,0.109254
bqwh-15-106-69_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,612,0.109973
bqwh-15-106-71_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,576,0.103504
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,1,616,0.110692
bqwh-15-106-75_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-76_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,1,593,0.106559
bqwh-15-106-77_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-78_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,1,589,0.10584
bqwh-15-106-79_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,1,582,0.104582
bqwh-15-106-7_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-80_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-81_ext.xml.minion.converted.minion.gz,1,591,0.106199
bqwh-15-106-81_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-83_ext.xml.minion.converted.minion.gz,1,603,0.108356
bqwh-15-106-83_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-84_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-85_ext.xml.minion.converted.minion.gz,1,590,0.10602
bqwh-15-106-85_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-86_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-87_ext.xml.minion.converted.minion.gz,1,579,0.104043
bqwh-15-106-87_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-88_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-89_ext.xml.minion.converted.minion.gz,1,600,0.107817
bqwh-15-106-89_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-8_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-90_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-91_ext.xml.minion.converted.minion.gz,1,612,0.109973
bqwh-15-106-92_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-93_ext.xml.minion.converted.minion.gz,1,603,0.108356
bqwh-15-106-93_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-94_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-95_ext.xml.minion.converted.minion.gz,1,598,0.107457
bqwh-15-106-95_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-96_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-97_ext.xml.minion.converted.minion.gz,1,601,0.107996
bqwh-15-106-97_glb.xml.minion.conv.minion,1,?,?
bqwh-15-106-98_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-99_ext.xml.minion.converted.minion.gz,1,623,0.11195
bqwh-15-106-99_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-15-106-9_ext.xml.minion.converted.minion.gz,1,594,0.106739
bqwh-15-106-9_glb.xml.minion.conv.minion,1,0,0.115723
bqwh-18-141-11_ext.xml.minion.converted.minion.gz,1,876,0.088754
bqwh-18-141-13_ext.xml.minion.converted.minion.gz,1,855,0.086626
bqwh-18-141-15_ext.xml.minion.converted.minion.gz,1,882,0.089362
bqwh-18-141-17_ext.xml.minion.converted.minion.gz,1,852,0.086322
bqwh-18-141-19_ext.xml.minion.converted.minion.gz,1,887,0.089868
bqwh-18-141-1_ext.xml.minion.converted.minion.gz,1,879,0.089058
bqwh-18-141-21_ext.xml.minion.converted.minion.gz,1,886,0.089767
bqwh-18-141-23_ext.xml.minion.converted.minion.gz,1,889,0.090071
bqwh-18-141-25_ext.xml.minion.converted.minion.gz,1,887,0.089868
bqwh-18-141-27_ext.xml.minion.converted.minion.gz,1,842,0.085309
bqwh-18-141-29_ext.xml.minion.converted.minion.gz,1,888,0.08997
bqwh-18-141-31_ext.xml.minion.converted.minion.gz,1,912,0.092401
bqwh-18-141-33_ext.xml.minion.converted.minion.gz,1,863,0.087437
bqwh-18-141-35_ext.xml.minion.converted.minion.gz,1,869,0.088045
bqwh-18-141-37_ext.xml.minion.converted.minion.gz,1,883,0.089463
bqwh-18-141-39_ext.xml.minion.converted.minion.gz,1,869,0.088045
bqwh-18-141-3_ext.xml.minion.converted.minion.gz,1,879,0.089058
bqwh-18-141-41_ext.xml.minion.converted.minion.gz,1,866,0.087741
bqwh-18-141-43_ext.xml.minion.converted.minion.gz,1,920,0.093212
bqwh-18-141-45_ext.xml.minion.converted.minion.gz,1,885,0.089666
bqwh-18-141-47_ext.xml.minion.converted.minion.gz,1,895,0.090679
bqwh-18-141-49_ext.xml.minion.converted.minion.gz,1,884,0.089564
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,914,0.092604
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,902,0.091388
