@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC

@DATA
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S913491256-073-UNKNOWN.cnf,1,125231,0.0001,126000,6300,67.0769,731.8,88.4753,83.6,134,233,5.2667,919,0.0006,53.25,99.5,30000
SAT11/random/large/unif-k5-r20-v1500-c30000-S303265982-092-UNKNOWN.cnf,1,30000,0.0033,30000,269,60.7097,61.4,66.4209,66.0435,76.6875,90.0833,26.0924,79.6537,0.0146,55.65,71.85,1500
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S31505198-038.UNKNOWN.cnf,1,3195,0.0333,3195,24,30.8469,11.3072,31.7884,31.5157,33.0958,33.0958,4163.2857,12.501,0.0463,30.3354,32.9055,150
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S375894551-007.UNKNOWN.cnf,1,3195,0.0333,3195,24,31.6269,11.9093,32.2049,31.972,33.7334,33.7334,4176.5714,12.9832,0.0463,30.955,33.1368,150
SAT11/random/medium/unif-k7-r89-v80-c7120-S1623694027-006.SATISFIABLE.cnf,1,7120,0.0875,7120,10,28.4267,9.2549,28.5137,28.5106,29.1253,29.1253,4408.6,9.4743,0.0111,27.9901,28.5159,80
SAT11/random/medium/unif-k7-r89-v80-c7120-S1901567697-013.UNKNOWN.cnf,1,7120,0.0875,7120,10,28.2044,9.6484,28.42,28.3577,29.1588,29.1588,4418,9.8159,0.0111,27.8808,28.4983,80
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S895193371-061.UNKNOWN.cnf,1,1693,0.0077,1704,78,23.1441,12.1894,23.4231,23.4128,23.8866,23.8866,3928.5714,14.7744,0.0366,22.463,23.8661,400
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S874954918-011.SATISFIABLE.cnf,1,2331,0.0056,2343,109,29.3663,14.8334,31.2851,30.0989,38.1678,38.1678,3823.7143,18.4348,0.021,27.8871,32.9217,550
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S924370159-018-UNKNOWN.cnf,1,10427,0.0012,10500,505,32.2734,52.6684,34.2843,34.3874,36.9828,43.51,116.8571,78.3389,0.0072,30.9029,35.9032,2500
SAT11/random/medium/unif-k7-r89-v90-c8010-S2014736708-037.SATISFIABLE.cnf,1,8010,0.0778,8010,12,31.0778,10.5066,31.249,31.0874,32.2223,32.2223,4372.2,10.591,0.0111,30.556,31.3013,90
SAT11/random/medium/unif-k7-r89-v80-c7120-S199880667-010.UNKNOWN.cnf,1,7120,0.0875,7120,10,28.2257,9.7029,28.5038,28.4435,29.106,29.106,4411.8,9.9186,0.0111,28.0041,28.7396,80
SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,5340,0.1167,5340,8,22.5787,7.4326,22.6802,22.5915,23.0636,23.0636,4487.6,7.8041,0.011,22.5249,22.6422,60
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S643238994-057-UNKNOWN.cnf,1,125159,0.0001,126000,6393,63.2857,669.8,82.2434,77.125,116.25,261,5.2165,976,0.0006,55.5,92.5,30000
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1869766438-024.UNKNOWN.cnf,1,1273,0.0102,1278,58,18.9747,9.5384,20.1429,19.69,22.3901,22.3901,4003.8571,11.4905,0.0353,18.2385,21.6365,300
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S379804333-028-UNKNOWN.cnf,1,125227,0.0001,126000,6347,64.25,676.6,83.1979,79,121,168,5.9432,1425,0.0006,51.75,98.5,29999
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S899463426-096.UNKNOWN.cnf,1,2970,0.0044,2982,140,34.5611,21.256,36.0361,34.9964,40.5037,40.5037,3689.7143,27.2708,0.0266,33.2303,38.9151,700
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1,1908,0.0068,1917,88,25.1837,12.6888,26.2126,25.3925,29.0817,29.0817,3891.4286,15.5148,0.0288,24.795,27.3746,450
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2088689288-085.SATISFIABLE.cnf,1,1907,0.0068,1917,88,24.8321,11.8271,26.7516,25.5448,30.9341,30.9341,3908.7143,14.2136,0.0336,24.3399,29.6933,450
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S92008434-079-UNKNOWN.cnf,1,104349,0.0001,105000,5299,63.5,506.833,81.0534,79.8333,111.7143,161.25,6.7813,992.333,0.0008,49.9091,92,25000
SAT11/random/large/unif-k5-r20-v1500-c30000-S1305346115-067-UNKNOWN.cnf,1,30000,0.0033,30000,268,60.0417,64.4104,65.762,66.2632,76.0588,93.2,25.181,80.7,0.0148,55.7391,71.12,1500
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,2662,0.04,2662,20,27.3432,9.4589,28.0695,28.1858,29.7435,29.7435,4224.1429,10.4917,0.0466,26.915,28.6993,125
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S445191369-092.SATISFIABLE.cnf,1,1597,0.0667,1597,12,18.5709,6.4198,19.0161,19.1001,19.7982,19.7982,4394.5714,7.3937,0.0463,18.5133,19.2159,75
SAT11/random/large/unif-k7-r85-v250-c21250-S1116436500-050-UNKNOWN.cnf,1,21250,0.028,21250,35,47.0904,22.1167,48.6555,48.0049,51.1828,60.0109,223.9286,21.6302,0.0117,46.4354,49.8137,250
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1,104285,0.0001,105000,5224,55.3333,541,74.6257,72.875,103.4,132.3333,6.3725,749.333,0.0008,47.7143,89.2,24999
SAT11/random/large/unif-k5-r20-v750-c15000-S64285713-004-UNKNOWN.cnf,1,15000,0.0067,15000,131,47.25,34.8528,50.5573,50.9516,55.8182,59.7333,64.4494,42.0714,0.0251,45.5441,52.7209,750
SAT11/random/medium/unif-k7-r89-v80-c7120-S1639347701-083.SATISFIABLE.cnf,1,7120,0.0875,7120,10,28.4063,9.4727,28.4903,28.4205,28.88,28.88,4413.6,9.6793,0.0111,28.0547,28.69,80
SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,6230,0.1,6230,9,25.5571,8.571,25.6623,25.8168,26.0076,26.0076,4454.4,8.8384,0.0111,25.0936,25.8362,70
SAT11/random/large/unif-k5-r20-v750-c15000-S957625236-045-UNKNOWN.cnf,1,15000,0.0067,15000,132,48.28,33.9111,51.0479,51.0213,55.8542,60.1032,65.2614,41.4089,0.0258,46.3077,54.1982,750
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1,20886,0.0006,21000,1035,38.925,90.2,42.0619,41.7018,48.0588,52.7363,47.7909,141.585,0.0034,36.4615,44.9429,5000
SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1,25000,0.004,25000,222,57.3824,53.1366,62.5204,61.2308,72.5574,76.9545,32.011,68.7036,0.0178,53.8095,67.8571,1250
SAT11/random/large/unif-k7-r85-v250-c21250-S381985918-018-UNKNOWN.cnf,1,21250,0.028,21250,35,48.1209,21.9315,49.6914,49.4682,53.3141,58.9761,239.3929,21.7964,0.0117,46.3158,50.7773,250
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,1901,0.0069,1917,87,25.0392,12.8297,26.4906,25.4252,30.0567,30.0567,3925.5714,15.6735,0.0279,23.7679,29.5908,450
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1110880865-004.SATISFIABLE.cnf,1,3727,0.0286,3727,29,34.5153,11.9206,35.9378,35.031,39.0749,39.0749,4103.1429,13.2272,0.0456,33.5832,37.7006,175
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1336161514-068.UNKNOWN.cnf,1,2130,0.05,2130,16,22.8011,7.846,23.5531,23.3401,25.2968,25.2968,4283.1429,8.7535,0.0465,22.7919,23.8163,100
SAT11/random/medium/unif-k7-r89-v60-c5340-S1831136826-075.UNKNOWN.cnf,1,5340,0.1167,5340,8,22.5398,7.6137,22.6427,22.5671,23.0966,23.0966,4503.4,7.8964,0.011,22.2968,22.7132,60
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1114532273-035.SATISFIABLE.cnf,1,2323,0.0056,2343,109,28.8798,15.4512,30.1399,29.4887,32.6095,32.6095,3809.5714,19.0946,0.0232,28.1707,32.4091,550
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1592669696-022.SATISFIABLE.cnf,1,3727,0.0286,3727,29,34.2444,12.8424,35.4899,35.5456,36.9425,36.9425,4099.5714,14.0357,0.0453,33.9285,36.8459,175
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S224791863-033.UNKNOWN.cnf,1,2544,0.0051,2556,120,30.5134,16.7594,32.1957,31.568,36.1614,36.1614,3815.4286,21.6727,0.0216,29.7649,34.998,600
SAT11/random/medium/unif-k7-r89-v80-c7120-S474185167-033.SATISFIABLE.cnf,1,7120,0.0875,7120,10,28.3487,9.7005,28.5736,28.372,29.3166,29.3166,4416.4,9.8338,0.0111,28.2105,28.6203,80
SAT11/random/medium/unif-k7-r89-v70-c6230-S2045410966-069.SATISFIABLE.cnf,1,6230,0.1,6230,9,25.6296,8.5197,25.7436,25.6631,26.182,26.182,4433.2,8.815,0.0111,25.5792,25.6641,70
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1339958817-007.UNKNOWN.cnf,1,2546,0.0051,2556,119,29.9869,19.2836,32.3752,30.3663,37.217,37.217,3779.4286,24.6545,0.0224,28.9764,36.8109,600
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1744841484-003.SATISFIABLE.cnf,1,2969,0.0044,2982,140,34.025,17.8645,36.1473,34.4658,42.4387,42.4387,3648.7143,22.2332,0.0199,33.9806,38.2725,700
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1386494586-003-UNKNOWN.cnf,1,62563,0.0002,63000,0,50.5714,257.182,59.6007,57.625,78.1429,105.0909,12.217,640.625,0.0012,43.125,67.6875,15000
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S690749326-001.UNKNOWN.cnf,1,1694,0.0077,1704,77,23.1007,12.6254,23.8191,24.1292,25.4919,25.4919,3916.5714,15.5977,0.0319,21.327,25.0661,400
SAT11/random/large/unif-k5-r20-v2000-c40000-S922811046-076-UNKNOWN.cnf,1,40000,0.0025,40000,364,66.4706,79.9176,73.3461,71.5625,87.8462,109.1875,18.2727,111.21,0.0122,60.4545,78.875,2000
SAT11/random/medium/unif-k7-r89-v90-c8010-S1475406203-080.UNKNOWN.cnf,1,8010,0.0778,8010,12,31.2588,10.455,31.3211,31.3308,32.0622,32.0622,4381.25,10.6857,0.0111,30.6324,32.0622,90
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1694067460-072.UNKNOWN.cnf,1,2330,0.0056,2343,108,27.3653,16.2036,29.303,27.8994,33.0964,33.0964,3850.5714,19.7899,0.0232,26.8871,32.593,550
SAT11/random/medium/unif-k7-r89-v70-c6230-S1960545292-083.UNKNOWN.cnf,1,6230,0.1,6230,9,25.6508,8.4507,25.759,25.7323,26.0301,26.0301,4441.8,8.7236,0.0111,25.5096,25.872,70
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S510739670-068.UNKNOWN.cnf,1,2758,0.0047,2769,130,32.5426,19.3754,34.1957,33.0278,38.9903,38.9903,3738.5714,24.7669,0.0196,30.6554,37.7324,650
SAT11/random/medium/unif-k7-r89-v60-c5340-S385597856-055.SATISFIABLE.cnf,1,5340,0.1167,5340,8,22.6794,7.2822,22.7553,22.6887,23.2204,23.2204,4521.4,7.7583,0.011,22.3918,22.796,60
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S890760919-021.SATISFIABLE.cnf,1,3393,0.0038,3408,162,29.0426,19.8817,33.708,33.7156,40.4099,40.5682,1845.9286,24.8952,0.0165,28.4388,38.1813,800
SAT11/random/large/unif-k7-r85-v300-c25500-S926861876-013-UNKNOWN.cnf,1,25500,0.0233,25500,42,50.4254,26.1501,52.079,52.3613,54.2644,60.0224,146.3438,26.0178,0.0117,48.9403,53.3431,300
SAT11/random/large/unif-k5-r20-v1500-c30000-S64154096-097-UNKNOWN.cnf,1,30000,0.0033,30000,272,61,63.0916,66.3107,65.913,75.3793,89.1111,24.7168,78.2587,0.0157,54.08,71.8125,1500
SAT11/random/large/unif-k5-r20-v1250-c25000-S1103412232-098-UNKNOWN.cnf,1,25000,0.004,25000,225,57.2188,52.6607,61.7119,61.375,70.6364,83.16,31.8519,68.7215,0.0176,52.3929,66.2,1250
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S471691933-060-UNKNOWN.cnf,1,167019,0.0001,168000,0,70.3333,1607,100.28,91.8333,155,207,3.6667,10367.5,0.0005,54.8,120,40000
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1,1912,0.0067,1917,89,25.6325,15.5153,25.9852,26.1844,27.6225,27.6225,3945,19.2296,0.0262,23.5663,26.8127,450
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,2752,0.0047,2769,128,32.2526,17.8345,33.9853,32.9579,38.5448,38.5448,3778.1429,22.3185,0.0211,32.07,34.6092,650
SAT11/random/large/unif-k5-r20-v1500-c30000-S1793954886-065-UNKNOWN.cnf,1,30000,0.0033,30000,267,63.9524,64.4846,68.4821,69.7083,78.3478,91.5,24.1858,81.0213,0.015,57.3125,73.12,1500
SAT11/random/medium/unif-k7-r89-v90-c8010-S1828831772-021.SATISFIABLE.cnf,1,8010,0.0778,8010,12,31.3078,10.599,31.3803,31.5558,31.873,31.873,4401.75,10.6931,0.0111,30.7844,31.873,90
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1465579926-097.UNKNOWN.cnf,1,2130,0.05,2130,16,22.7303,8.5583,23.2896,23.4902,23.9916,23.9916,4293.8571,9.4485,0.0465,22.3282,23.9657,100
SAT11/random/medium/unif-k7-r89-v70-c6230-S560963242-048.UNKNOWN.cnf,1,6230,0.1,6230,9,25.4865,8.5466,25.724,25.5722,26.3452,26.3452,4435.2,8.8082,0.0111,25.4337,25.7826,70
SAT11/random/medium/unif-k7-r89-v50-c4450-S1082084494-034.UNKNOWN.cnf,1,4450,0.14,4450,6,19.403,6.3853,19.5631,19.6457,19.7432,19.7432,4555.2,6.9257,0.011,19.3015,19.7221,50
SAT11/random/large/unif-k5-r20-v1000-c20000-S107009952-009-UNKNOWN.cnf,1,20000,0.005,20000,177,52.5556,47.1092,56.684,55.55,64.7895,68.697,43.3529,54.7442,0.0213,50.439,59.7941,1000
SAT11/random/large/unif-k5-r20-v750-c15000-S3662714-068-UNKNOWN.cnf,1,15000,0.0067,15000,131,49.0417,36.5213,51.7941,51.5393,57.087,62.4273,65.4556,42.8446,0.0268,47.8472,53.5088,750
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1,2335,0.0055,2343,109,29.2055,17.2262,30.5291,29.6781,34.5779,34.5779,3872,21.7649,0.021,28.386,32.6603,550
SAT11/random/large/unif-k7-r85-v300-c25500-S1286362348-008-UNKNOWN.cnf,1,25500,0.0233,25500,42,50.313,25.7865,51.8292,51.3095,54.5957,60.2816,139.2941,25.6876,0.0117,49.032,53.8095,300
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1023920765-089.SATISFIABLE.cnf,1,1696,0.0076,1704,79,23.9974,10.9497,24.7939,24.6048,27.6125,27.6125,3895.4286,13.1138,0.0283,22.2991,25.8802,400
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1514125851-037.UNKNOWN.cnf,1,2119,0.0061,2130,98,26.6677,14.4062,28.2759,27.3516,34.0448,34.0448,3883.2857,17.7379,0.0316,25.8617,29.1866,500
SAT11/random/medium/unif-k7-r89-v60-c5340-S969033069-088.SATISFIABLE.cnf,1,5340,0.1167,5340,8,22.6497,7.4009,22.8044,22.6949,23.5207,23.5207,4491.2,7.9179,0.011,22.2489,22.9078,60
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1,166812,0.0001,168000,8494,72.3333,1787.25,96.1626,91,139,253.5,3.7283,1425,0.0005,59.75,110.3333,40000
SAT11/random/medium/unif-k7-r89-v70-c6230-S1351138814-007.SATISFIABLE.cnf,1,6230,0.1,6230,9,25.5742,8.4032,25.8163,25.6599,26.2869,26.2869,4444.4,8.7915,0.0111,25.4811,26.0793,70
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S43885340-006-UNKNOWN.cnf,1,62521,0.0002,63000,3129,55.125,257.417,65.3405,63.8182,85.2,110.3333,11.6822,503.625,0.0012,48.9091,73.9167,15000
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1452052526-056.UNKNOWN.cnf,1,1274,0.0102,1278,58,17.3745,10.8669,18.1934,17.8407,20.158,20.158,4051.5714,12.9098,0.0447,16.7186,19.5479,300
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,41691,0.0003,42000,2071,48.9286,162.65,53.9201,54,65.4,84.375,18.5,272.882,0.0017,42.7059,59,10000
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S709804505-031-UNKNOWN.cnf,1,41704,0.0003,42000,2096,47,177.143,54.1087,54,66.8889,83.4167,18.5826,565.824,0.0015,41.75,59.7692,10000
SAT11/random/large/unif-k5-r20-v2000-c40000-S1993071608-084-UNKNOWN.cnf,1,40000,0.0025,40000,359,65.8125,80.5714,73.9585,73,87.6,128.7,17.925,104.678,0.0122,60,80.5238,2000
SAT11/random/medium/unif-k7-r89-v50-c4450-S1374457799-001.UNKNOWN.cnf,1,4450,0.14,4450,6,19.6593,6.383,19.7041,19.7488,19.9328,19.9328,4559.8,6.9206,0.011,19.3149,19.8647,50
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1741857700-014.UNKNOWN.cnf,1,2130,0.05,2130,16,22.6185,8.227,23.2501,23.3463,24.2734,24.2734,4292.4286,9.1441,0.0465,22.5391,23.8518,100
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S906725726-060.SATISFIABLE.cnf,1,1597,0.0667,1597,12,18.3724,6.488,18.8073,18.7116,19.7261,19.7261,4399.7143,7.4823,0.0463,18.346,18.9319,75
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1397972185-007.UNKNOWN.cnf,1,2662,0.04,2662,20,26.4645,9.8453,27.6514,27.8794,29.4311,29.4311,4233.4286,10.9292,0.0466,26.3975,28.3767,125
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1383380994-043.SATISFIABLE.cnf,1,2544,0.0051,2556,120,30.1524,16.1048,31.9067,30.7453,35.3533,35.3533,3853.8571,20.3542,0.0208,29.3627,34.529,600
SAT11/random/medium/unif-k7-r89-v80-c7120-S1254315629-032.SATISFIABLE.cnf,1,7120,0.0875,7120,10,28.2267,9.5004,28.4094,28.426,29.0205,29.0205,4403.4,9.8189,0.0111,27.907,28.4667,80
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1081907273-083.UNKNOWN.cnf,1,1690,0.0078,1704,77,23.0978,11.817,24.2877,23.7399,27.1109,27.1109,3933.2857,14.06,0.0385,21.9052,26.1837,400
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S89508070-083-UNKNOWN.cnf,1,10422,0.0012,10500,510,32.7021,44.4878,34.4051,34.2881,37.166,42.0112,113.7158,60.753,0.0061,31.3719,36.0885,2500
SAT11/random/medium/unif-k7-r89-v60-c5340-S642174893-006.UNKNOWN.cnf,1,5340,0.1167,5340,8,22.7396,7.2822,22.8807,22.7875,23.3596,23.3596,4507.2,7.601,0.011,22.5878,22.9292,60
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S707565158-096.SATISFIABLE.cnf,1,2130,0.05,2130,16,22.8825,8.1699,23.6086,23.8384,24.9503,24.9503,4306,9.042,0.0465,22.8781,23.9312,100
SAT11/random/medium/unif-k7-r89-v60-c5340-S1675230100-032.UNKNOWN.cnf,1,5340,0.1167,5340,8,22.7445,7.5343,22.8437,22.7835,23.3776,23.3776,4523,7.854,0.011,22.3981,22.915,60
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1462223811-042.SATISFIABLE.cnf,1,1699,0.0076,1704,79,23.5205,10.6086,24.9319,24.0384,28.6596,28.6596,3922,12.6052,0.033,21.6343,28.3877,400
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S25975519-056.SATISFIABLE.cnf,1,1597,0.0667,1597,12,18.3692,6.5653,18.6596,18.6188,19.3372,19.3372,4405.7143,7.5667,0.0463,18.0883,18.8684,75
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S2051088205-036.UNKNOWN.cnf,1,2130,0.05,2130,16,22.7322,8.3467,23.3564,23.535,24.4422,24.4422,4309.2857,9.1852,0.0465,22.4558,23.6954,100
SAT11/random/medium/unif-k7-r89-v70-c6230-S1805176884-064.UNKNOWN.cnf,1,6230,0.1,6230,9,25.523,8.467,25.7564,25.5761,26.3543,26.3543,4458.6,8.7631,0.0111,25.3849,25.9437,70
