@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC

@DATA
bool/mps/mps-p0291.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-stein15.xml,1,?,?,?,?,?,0.625986,5.443182,0.402367
bool/mps/mps-opt1217.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-p2756.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-air04.xml,1,1.749696,12.831106,1.414214,1.414214,99.756987,?,?,?
bool/mps/mps-mzzv11.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-mod008.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-p0201.xml,1,?,?,?,?,?,0.356395,0.408019,0.084032
bool/mps/mps-neos5.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-vpm2.xml,1,49.62963,259.938272,1.414214,1.302615,100,?,?,?
bool/mps/mps-vpm1.xml,1,50.123457,272.613169,1.414214,1.302615,100,?,?,?
bool/mps/mps-seymour1.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-cracpb1.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-lp4l.xml,1,4.615385,40.473373,1.414214,1.414214,99.408284,0.594594,0.55484,0.413483
bool/mps/mps-stein45.xml,1,?,?,?,?,?,0.599009,10.86423,0.3564
bool/mps/mps-bm23.xml,1,?,?,?,?,?,0.495003,0.549768,0.342637
bool/mps/mps-air02.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-mitre.xml,1,25.466993,66.542787,1.414214,1.414214,90.415648,?,?,?
bool/mps/mps-p0040.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-protfold.xml,1,26.607725,74.695207,1.414214,1.414214,100,0.518514,0.689736,0.321795
bool/mps/mps-l152lav.xml,1,2.176166,14.611399,1.414214,1.414214,99.481865,?,?,?
bool/mps/mps-sentoy.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-enigma.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-fit1d.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-seymour.xml,1,?,?,?,?,?,0.580068,0.828413,0.379698
bool/mps/mps-p0033.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-lseu.xml,1,?,?,?,?,?,?,?,?
bool/mps/mps-neos1.xml,1,35.15625,57,1.414214,1.414214,94.375,0.592871,1.565736,0.479788
bool/mps/mps-mod010.xml,1,2.268041,15.154639,1.414214,1.414214,99.312715,0.523789,0.530088,0.308903
bool/mps/mps-aflow40b.xml,1,56.754508,314.868239,1.414214,1.414214,100,?,?,?
bool/mps/mps-air01.xml,1,?,?,?,?,?,0.498173,0.508296,0.309126
bool/mps/mps-pipex.xml,1,?,?,?,?,?,0.598762,0.568127,0.408407
bool/mps/mps-manna81.xml,1,?,?,?,?,?,0.581655,0.971283,0.53537
bool/mps/mps-air05.xml,1,2.535211,18.204225,1.414214,1.414214,99.647887,?,?,?
bool/mps/mps-stein9.xml,1,?,?,?,?,?,0.659574,4.214286,0.390071
bool/mps/mps-stein27.xml,1,?,?,?,?,?,0.608359,7.715736,0.388043
bool/mps/mps-mzzv42z.xml,1,?,?,?,?,?,?,?,?
bool/logic-synthesis/5xp1-b.xml,1,?,?,?,?,?,0.439125,0.480974,0.293893
bool/logic-synthesis/ex5-pi.xml,1,?,?,?,?,?,0.426442,0.460465,0.2717
bool/logic-synthesis/alu4-b.xml,1,?,?,?,?,?,0.470181,0.520367,0.340412
bool/logic-synthesis/clip-b.xml,1,?,?,?,?,?,0.45541,0.522082,0.310104
bool/logic-synthesis/e64-b.xml,1,?,?,?,?,?,0.56474,0.780916,0.371845
bool/logic-synthesis/bench1-pi.xml,1,?,?,?,?,?,0.465185,0.554346,0.345482
bool/logic-synthesis/e-am-pi.xml,1,?,?,?,?,?,0.421647,0.458279,0.261144
bool/logic-synthesis/sao2-b.xml,1,?,?,?,?,?,0.473992,0.534149,0.343466
bool/logic-synthesis/count-b.xml,1,?,?,?,?,?,0.469612,0.513091,0.345745
bool/logic-synthesis/prom2-pi.xml,1,?,?,?,?,?,0.559483,0.732129,0.381723
bool/logic-synthesis/max1024-pi.xml,1,?,?,?,?,?,0.578093,0.836029,0.37772
bool/logic-synthesis/rot-b.xml,1,?,?,?,?,?,0.491028,0.567072,0.358782
bool/logic-synthesis/f51m-b.xml,1,?,?,?,?,?,0.448955,0.496042,0.308086
bool/logic-synthesis/9symml.xml,1,?,?,?,?,?,0.593335,1.273019,0.34566
bool/logic-synthesis/jac3.xml,1,?,?,?,?,?,0.392534,0.490773,0.167976
bool/logic-synthesis/apex4-a.xml,1,?,?,?,?,?,0.508712,0.865119,0.32722
bool/logic-synthesis/9sym-b.xml,1,?,?,?,?,?,0.456988,0.507252,0.320976
bool/uclid/ooo-tag14.xml,1,55.917564,38.26594,1.414214,1.414205,0.904741,?,?,?
bool/uclid/ooo-burch-dill-2-accl.xml,1,56.338204,49.509979,1.414214,1.41043,18.246614,0.473736,0.794934,0.368618
bool/uclid/elf-rf6.xml,1,?,?,?,?,?,0,-512,-512
bool/uclid/ooo-tag10.xml,1,55.906302,40.24891,1.414214,1.414175,14.880562,0.472238,1.198663,0.362705
bool/uclid/ooo-rf7.xml,1,56.095065,41.303558,1.414214,1.41232,14.556236,0.47343,1.121872,0.367611
bool/uclid/blast-floppy1-8.xml,1,?,?,?,?,?,?,?,?
bool/uclid/22s-smv.xml,1,56.323223,57.854074,1.414214,1.370777,18.510804,?,?,?
bool/uclid/dlx1c-rwmem1-ucl.xml,1,56.349533,42.329907,1.414214,1.414027,14.88785,0.474071,1.060784,0.370941
bool/uclid/ooo-rf6.xml,1,?,?,?,?,?,0.49229,1.38701,0.431016
bool/uclid/elf-rf9.xml,1,56.515066,42.158,1.414214,1.414196,3.175744,?,?,?
bool/uclid/blast-tlan3.xml,1,57.464448,81.365827,1.414214,1.414214,13.6504,?,?,?
bool/uclid/44s-smv.xml,1,55.079872,67.231097,1.414214,1.327259,24.707135,0.456375,0.56032,0.278304
bool/uclid/cache-inv10-ucl.xml,1,57.415837,37.234212,1.414214,1.412313,8.80386,0.484217,4.036532,0.433402
bool/uclid/ooo-tag12.xml,1,55.912782,38.789307,1.414214,1.414196,1.964912,0.472265,1.470784,0.362751
bool/uclid/43s-smv.xml,1,55.851468,56.020725,1.414214,1.363086,18.364997,?,?,?
bool/uclid/25s-smv.xml,1,56.248831,57.433739,1.414214,1.337033,18.101029,?,?,?
bool/uclid/cache-ibm-q-unbounded-Icl2arity-ucl.xml,1,56.182012,44.842601,1.414214,1.395971,3.53131,?,?,?
bool/uclid/elf-rf8.xml,1,56.511419,43.254211,1.414214,1.412929,14.284002,0.472129,0.961703,0.364126
bool/uclid/ooo-burch-dill-3-accl.xml,1,56.369351,46.33275,1.414214,1.412147,16.605665,0.473235,0.857738,0.367613
bool/uclid/dlx1c-rwmem-ucl.xml,1,56.417234,41.128445,1.414214,1.414057,14.199443,0.47397,1.167526,0.370676
bool/uclid/blast-floppy1-6.xml,1,?,?,?,?,?,?,?,?
bool/uclid/cache-inv12-ucl.xml,1,57.893296,36.653889,1.414214,1.413446,0,0.473684,7.640999,0.440624
bool/uclid/cache-inv8-ucl.xml,1,?,?,?,?,?,0.49338,2.031511,0.431614
bool/uclid/ooo-rf8.xml,1,56.073629,39.879339,1.414214,1.414162,14.089135,0.473399,1.306838,0.368439
bool/uclid/ooo-burch-dill-4-accl.xml,1,56.135818,48.875228,1.414214,1.410349,17.347037,?,?,?
bool/uclid/ooo-burch-dill-6-accl.xml,1,56.405331,42.933432,1.414214,1.414199,3.068493,?,?,?
bool/uclid/blast-floppy1-2.xml,1,?,?,?,?,?,0.366239,0.427181,0.088683
bool/uclid/blast-floppy1-3.xml,1,?,?,?,?,?,0.456696,0.535136,0.276034
bool/uclid/ooo-rf10.xml,1,56.054046,38.478485,1.414214,1.414194,1.753249,0.471254,1.55224,0.362332
bool/uclid/ooo-tag8.xml,1,55.905144,42.300156,1.414214,1.412798,15.809397,0.474614,1.059381,0.371237
bool/uclid/dlx1c-ucl.xml,1,56.268483,42.661018,1.414214,1.413992,15.174171,0.473167,1.0188,0.368019
bool/uclid/37s-smv.xml,1,56.54934,42.721559,1.414214,1.393864,12.005028,0.471034,0.990233,0.3645
bool/uclid/46s-smv.xml,1,55.638007,57.653341,1.414214,1.342196,20.454545,0.456428,0.583057,0.277374
bool/uclid/blast-tlan2.xml,1,57.825517,114.745818,1.414214,1.355696,29.485077,?,?,?
bool/uclid/blast-floppy1-4.xml,1,?,?,?,?,?,?,?,?
bool/uclid/ooo-burch-dill-8-accl.xml,1,56.184018,42.870308,1.414214,1.414197,3.535412,?,?,?
bool/uclid/ooo-rf9.xml,1,56.060624,38.939225,1.414214,1.414183,1.583608,0.473312,1.507941,0.369036
bool/uclid/elf-rf7.xml,1,?,?,?,?,?,0.477528,1.008526,0.3813
bool/uclid/blast-floppy1-7.xml,1,?,?,?,?,?,?,?,?
bool/par/par-32-4-c.xml,1,12.010812,31.44316,1.414214,1.414214,79.981979,0.483262,87.078554,0.083624
bool/par/par-16-4-c.xml,1,12.029703,31.25,1.414214,1.414214,79.950495,0.476533,84.878173,0.12291
bool/par/par-16-1-c.xml,1,12.030361,31.233397,1.414214,1.414214,79.949399,0.481107,83.784615,0.125856
bool/par/par-16-5.xml,1,14.172679,30.169886,1.414214,1.271902,76.378869,0.506498,144.531401,0.116022
bool/par/par-16-4.xml,1,14.285714,30.091485,1.414214,1.2688,76.190476,0.508869,148.35533,0.122602
bool/par/par-8-5-c.xml,1,?,?,?,?,?,0.410117,93.902439,0.167315
bool/par/par-16-2-c.xml,1,12.02757,31.303848,1.414214,1.414214,79.954049,0.482474,84.882629,0.113164
bool/par/par-8-2-c.xml,1,?,?,?,?,?,0.427852,91.263158,0.177778
bool/par/par-16-3.xml,1,14.219005,30.137754,1.414214,1.269188,76.301658,0.512278,146.574257,0.11874
bool/par/par-32-3-c.xml,1,12.010878,31.439795,1.414214,1.414214,79.98187,0.483158,86.858573,0.084147
bool/par/par-32-2.xml,1,14.340759,30.078266,1.414214,1.406344,76.098736,0.501237,150.506329,0.08593
bool/par/par-16-5-c.xml,1,12.028219,31.287478,1.414214,1.414214,79.952969,0.470981,85.246377,0.116022
bool/par/par-8-1.xml,1,?,?,?,?,?,0.38065,240.257143,0.15122
bool/par/par-32-4.xml,1,14.276296,30.122865,1.414214,1.406344,76.206173,0.49927,149.373599,0.083931
bool/par/par-32-1-c.xml,1,12.010961,31.435531,1.414214,1.414214,79.981732,0.483419,86.719144,0.084809
bool/par/par-32-3.xml,1,14.293429,30.111011,1.414214,1.406344,76.177618,0.502387,149.409488,0.08587
bool/par/par-32-1.xml,1,14.314904,30.096154,1.414214,1.406344,76.141827,0.50398,149.836683,0.086546
bool/par/par-8-1-c.xml,1,?,?,?,?,?,0.421283,90.277778,0.192488
bool/par/par-16-3-c.xml,1,12.028812,31.272509,1.414214,1.414214,79.951981,0.477292,85.475248,0.118932
bool/par/par-32-2-c.xml,1,12.011062,31.430327,1.414214,1.414214,79.981564,0.485247,86.43853,0.085618
bool/par/par-8-2.xml,1,?,?,?,?,?,0.385388,261.181818,0.100457
bool/par/par-32-5-c.xml,1,12.010764,31.445657,1.414214,1.414214,79.98206,0.479864,87.050868,0.083237
bool/par/par-8-4-c.xml,1,?,?,?,?,?,0.424,94.861111,0.191111
bool/par/par-32-5.xml,1,14.263473,30.131737,1.414214,1.406344,76.227545,0.501589,148.980173,0.083542
bool/par/par-8-3-c.xml,1,?,?,?,?,?,0.39585,96.275,0.159533
bool/par/par-8-5.xml,1,?,?,?,?,?,0.405285,234.605263,0.126016
bool/par/par-16-2.xml,1,14.120102,30.206353,1.414214,1.273837,76.466497,0.506338,142.023474,0.113164
bool/par/par-8-4.xml,1,?,?,?,?,?,0.409009,245.514286,0.157658
bool/par/par-16-1.xml,1,14.332784,30.058837,1.414214,1.264132,76.112026,0.50839,148.092308,0.125856
bool/par/par-8-3.xml,1,?,?,?,?,?,0.401195,228.384615,0.12749
bool/fpga/fpga-11-9.xml,1,32.578125,81.640625,1.414214,1.414214,100,0.648702,1.019335,0.383058
bool/fpga/fpga-13-11.xml,1,32.191011,92.752809,1.414214,1.414214,100,0.617184,0.880267,0.398414
bool/fpga/fpga-40-40.xml,1,29.302326,213.953488,1.414214,1.414214,100,0.504297,0.558631,0.389424
bool/fpga/fpga-35-35.xml,1,29.210526,188.954887,1.414214,1.414214,100,0.513009,0.565507,0.398557
bool/fpga/fpga-40-39.xml,1,29.284863,209.177592,1.414214,1.414214,100,0.503964,0.547586,0.39275
bool/fpga/fpga-35-33.xml,1,29.164013,179.458599,1.414214,1.414214,100,0.517245,0.57376,0.400628
bool/fpga/fpga-25-25.xml,1,28.928571,138.585714,1.414214,1.414214,100,0.536287,0.61743,0.41212
bool/fpga/fpga-45-43.xml,1,29.346563,229.574056,1.414214,1.414214,100,0.496696,0.536926,0.385355
bool/fpga/fpga-15-14.xml,1,31.778656,107.905138,1.414214,1.414214,100,0.585931,0.732657,0.418591
bool/fpga/fpga-20-20.xml,1,31.304348,139.130435,1.414214,1.414214,100,0.557525,0.689371,0.414974
bool/fpga/fpga-12-11.xml,1,32.168675,91.445783,1.414214,1.414214,100,0.617603,0.881546,0.397039
bool/fpga/fpga-20-18.xml,1,31.442308,129.807692,1.414214,1.414214,100,0.559574,0.649332,0.426194
bool/fpga/fpga-13-12.xml,1,32.020725,96.994819,1.414214,1.414214,100,0.599068,0.882385,0.394979
bool/fpga/fpga-40-38.xml,1,29.266504,204.400978,1.414214,1.414214,100,0.503146,0.533918,0.396515
bool/fpga/fpga-30-30.xml,1,29.090909,163.636364,1.414214,1.414214,100,0.521462,0.568189,0.406797
bool/fpga/fpga-11-11.xml,1,32.142857,90.779221,1.414214,1.414214,100,0.621301,0.894856,0.396622
bool/fpga/fpga-35-34.xml,1,29.187935,184.068059,1.414214,1.414214,100,0.511978,0.549716,0.402461
bool/fpga/fpga-15-15.xml,1,31.666667,112.814815,1.414214,1.414214,100,0.584797,0.765343,0.41299
bool/fpga/fpga-45-45.xml,1,15,119.37963,1.414214,1.414214,100,0.493116,0.531508,0.382351
bool/fpga/fpga-10-9.xml,1,32.542373,80.084746,1.414214,1.414214,100,0.64884,1.03268,0.382446
bool/fpga/fpga-14-12.xml,1,32.038835,97.864078,1.414214,1.414214,100,0.595758,0.868836,0.397091
bool/fpga/fpga-13-13.xml,1,31.875,101.923077,1.414214,1.414214,100,0.593591,0.813083,0.406391
bool/fpga/fpga-10-8.xml,1,32.830189,75.471698,1.414214,1.414214,100,0.639138,1.242823,0.355356
bool/fpga/fpga-10-10.xml,1,32.307692,84.615385,1.414214,1.414214,100,0.643005,0.852941,0.407266
bool/fpga/fpga-30-28.xml,1,29.028078,154.211663,1.414214,1.414214,100,0.529577,0.615895,0.404095
bool/fpga/fpga-11-10.xml,1,32.340426,85.815603,1.414214,1.414214,100,0.643027,0.856763,0.405626
bool/fpga/fpga-15-13.xml,1,31.90678,103.601695,1.414214,1.414214,100,0.591157,0.799393,0.408271
bool/fpga/fpga-25-23.xml,1,31.160991,147.058824,1.414214,1.414214,100,0.541577,0.634355,0.414721
bool/fpga/fpga-20-19.xml,1,31.369863,134.474886,1.414214,1.414214,100,0.559327,0.674947,0.419764
bool/fpga/fpga-14-14.xml,1,31.764706,107.058824,1.414214,1.414214,100,0.585896,0.731942,0.419458
bool/fpga/fpga-25-24.xml,1,28.885587,133.729569,1.414214,1.414214,100,0.540983,0.647399,0.409213
bool/fpga/fpga-12-12.xml,1,32,96,1.414214,1.414214,100,0.597826,0.885246,0.393346
bool/fpga/fpga-30-29.xml,1,29.060543,158.924843,1.414214,1.414214,100,0.525641,0.592728,0.405351
bool/fpga/fpga-45-44.xml,1,29.361098,234.26408,1.414214,1.414214,100,0.496959,0.546816,0.382167
bool/fpga/fpga-14-13.xml,1,31.891892,102.477477,1.414214,1.414214,100,0.591506,0.803559,0.40843
bool/fpga/fpga-12-10.xml,1,32.368421,86.842105,1.414214,1.414214,100,0.637036,0.845003,0.405405
bool/mpsReduced/mps-red-markshare1-1.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-berlin-5-8_0.xml,1,9.258649,10.356947,1.414214,1.414214,100,?,?,?
bool/mpsReduced/mps-red-ran10x10c.xml,1,?,?,?,?,?,0.515654,0.795618,0.389741
bool/mpsReduced/mps-red-mod013.xml,1,37.894737,315.789474,1.414214,1.235399,100,0.480746,0.865315,0.359523
bool/mpsReduced/mps-red-flugpl.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran12x12.xml,1,?,?,?,?,?,0.500559,0.845366,0.359461
bool/mpsReduced/mps-red-ran13x13.xml,1,?,?,?,?,?,0.508328,0.780225,0.365369
bool/mpsReduced/mps-red-sc50a.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-testprob.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare1.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-markshare2-1.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-capri.xml,1,17.757353,89.154412,1.414214,1.334585,100,?,?,?
bool/mpsReduced/mps-red-timtab1.xml,1,27.115385,116.121795,1.414214,1.414214,91.025641,?,?,?
bool/mpsReduced/mps-red-misc03.xml,1,40,171.95122,1.414214,1.414214,100,?,?,?
bool/mpsReduced/mps-red-modglob.xml,1,0.621762,5.595855,1.414214,1.324972,100,?,?,?
bool/mpsReduced/mps-red-misc01.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-enigma.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-agg.xml,1,0,0,1.414214,1.414214,100,?,?,?
bool/mpsReduced/mps-red-sc205.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-afiro.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-gr4x6.xml,1,32.727273,272.727273,1.414214,1.234582,100,0.491676,0.89854,0.393411
bool/mpsReduced/mps-red-bk4x3.xml,1,?,?,?,?,?,0.496131,0.96171,0.415631
bool/mpsReduced/mps-red-ran8x32.xml,1,45.714286,379.285714,1.414214,1.238251,100,0.431932,0.774741,0.226995
bool/mpsReduced/mps-red-ran10x26.xml,1,46.987952,389.759036,1.414214,1.237343,100,0.507197,0.775879,0.346173
bool/mpsReduced/mps-red-blend.xml,1,3.076923,26.666667,1.414214,1.259343,100,?,?,?
bool/mpsReduced/mps-red-scagr7.xml,1,9.577465,77.13615,1.414214,1.31891,100,?,?,?
bool/mpsReduced/mps-red-arki001.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-nazareth.xml,1,?,?,?,?,?,?,?,?
bool/mpsReduced/mps-red-ran10x10b.xml,1,?,?,?,?,?,0.515522,0.79632,0.389365
bool/mpsReduced/mps-red-est.xml,1,17.142857,71.428571,1.414214,1.414214,100,?,?,?
bool/mpsReduced/mps-red-egout.xml,1,?,?,?,?,?,0.548982,0.950582,0.476666
bool/mpsReduced/mps-red-neos20.xml,1,45.771268,202.327828,1.414214,1.211446,78.311,?,?,?
bool/mpsReduced/mps-red-neos15.xml,1,5.504587,20.183486,1.414214,1.414214,100,?,?,?
bool/mpsReduced/mps-red-ran10x10a.xml,1,?,?,?,?,?,0.515312,0.798919,0.389055
bool/mpsReduced/mps-red-glass4.xml,1,6.122449,28.253968,1.414214,1.412399,100,?,?,?
bool/mpsReduced/mps-red-liu.xml,1,0,0,1.414214,1.414214,100,?,?,?
