@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC

@DATA
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-03.cnf,1,4.0371,3.3798,0.3273,0.7117,5.2307,0.5141,2.3481
SAT-Race-2010-CNF/software-verification/nec/hard-0-U-7061.cnf,1,3.0198,2.5235,0.1655,5.2587,3.1072,0.1496,1.9106
SAT_RACE2008/ibm-2002-18r-k90.cnf,1,3.5936,1.2092,0.1598,2.2488,3.62,0.22,1.0416
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,3.0829,0.4451,0.1565,2.1373,2.733,0.2499,0.4511
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-15-u.cnf,1,2.8925,0.4866,0.1624,1.0622,2.5651,0.2652,0.4772
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1044.cnf,1,1.6082,3.0847,0.0874,3.0716,1.7815,0.0915,2.1576
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-05.cnf,1,4.0371,3.3798,0.3273,0.7117,5.2304,0.5141,2.3481
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,1.782,0.291,0.0691,0.5733,2.6635,0.0509,0.28
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,1,2.0203,0.6056,0.0712,2.3211,2.7282,0.061,1.0087
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,1.7705,0.2829,0.0683,0.515,2.6419,0.0501,0.2773
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,1.6649,1.9072,0.326,0.2666,1.7591,0.4263,0.6947
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,2.898,0.5067,0.1634,1.092,2.5698,0.2637,0.4918
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_r_uc_sat.cnf,1,2.7564,0.8793,0.0605,0.0308,4.0874,0.0726,0.942
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-5-17-s.cnf,1,2.821,0.5444,0.1635,0.9554,2.5548,0.2625,0.5111
SAT-Race-2010-CNF/mixed/anbulagan/dated-5-11-u.cnf,1,3.0944,0.4013,0.1552,2.1871,2.6926,0.2522,0.4251
SAT-Race-2010-CNF/software-verification/nec/hard-2-U-9007.cnf,1,3.2658,3.4805,0.1921,6.9416,3.2201,0.2178,3.268
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-sat-2.0-04.cnf,1,4.0219,3.6567,0.2414,0.1772,4.8329,0.3373,3.4105
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.9718,0.6085,0.0385,1.5064,2.3627,0.0205,0.4883
SAT_RACE2008/post-c32s-gcdm16-22.cnf,1,1.6455,1.2728,0.1052,8.085,2.6941,0.061,1.2705
SAT_RACE2008/post-c32s-ss-8.cnf,1,1.76,1.065,0.124,2.9061,2.1911,0.19,0.8326
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,1,1.8364,1.515,0.0506,0.0891,4.8535,0.0314,1.116
SAT-Race-2010-CNF/mixed/bioinf/q_query_3_l48_lambda.cnf,1,3.1041,1.4973,0.1635,3.1589,3.0333,0.3658,1.9526
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10bidw.cnf,1,2.7152,1.548,0.1496,5.0535,2.9175,0.1729,1.4393
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c7bidw_i.cnf,1,2.9052,1.5143,0.1516,4.8307,3.0647,0.1711,1.4341
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_24.cnf,1,0.3614,0.0058,0.0021,0,0.7668,0.5229,0.086
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-01.cnf,1,2.4435,1.552,0.1231,0.1466,2.6774,0.1386,0.5487
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,2.6677,1.086,0.2792,0.675,4.1294,0.2882,0.9001
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-1_31_2-k25.cnf,1,3.3454,0.9423,0.1366,2.6433,3.4864,0.1777,0.7595
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_f_unknown.cnf,1,1.6787,1.4593,0.0395,0.0534,4.9338,0.0227,1.0746
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c6nidw_i.cnf,1,2.9405,1.3359,0.1548,4.7944,3.1408,0.1757,1.2956
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-17-s.cnf,1,3.0643,0.5586,0.1595,1.9531,2.8214,0.2463,0.5364
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f10ni.cnf,1,2.8303,1.7985,0.1523,5.5414,2.9222,0.1969,1.6184
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,1,2.8716,1.9496,0.136,3.0739,2.8718,0.1862,1.0773
SAT_RACE2008/velev-vliw-uns-4.0-9-i1.cnf,1,4.0488,7.5865,0.2587,0.1264,4.3628,0.4607,1.3152
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/partial-5-11-u.cnf,1,2.8848,0.4219,0.1602,1.1328,2.5265,0.2707,0.4483
SAT_RACE2008/post-cbmc-aes-d-r2.cnf,1,2.6334,2.0992,0.1396,55.6739,3.9039,0.0949,0.923
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_11_UNSAT.cnf,1,2.6131,1.1579,0.2849,0.6139,4.1497,0.2881,0.9829
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_5_keyfind_1.cnf,1,1.7617,0.2778,0.0678,0.4801,2.6242,0.0496,0.2757
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h29-unknown.cnf,1,4.2573,1.8552,0.312,11.0477,5.724,0.4002,1.6992
SAT-Race-2010-CNF/mixed/jarvisalo/eq.atree.braun.12.unsat.cnf,1,2.0475,0.2991,0.0901,0.4541,2.4287,0.0776,0.5956
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-17-u.cnf,1,2.8612,0.5262,0.1632,0.9945,2.5867,0.2635,0.4989
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,3.0944,0.4013,0.1552,2.1871,2.6926,0.2522,0.4251
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,1,0.0896,0.8492,0.0352,0.1567,4.8554,0.0023,0.8254
SAT_RACE2006/SAT-Race-Benchmarks/simon-s03-fifo8-400.cnf,1,2.8031,0.3834,0.163,7.5232,2.8308,0.1403,0.4444
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1,3.169,4.4161,0.2535,69.0141,3.1268,0.3397,2.883
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,4.037,2.1893,0.2954,0.5216,4.6271,0.3978,1.6158
SAT_Competition2011/SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,1.7922,2.1859,0.1608,1.6489,2.9998,0.1107,1.7668
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,2.3483,1.7564,0.2415,1.5656,2.5211,0.1974,1.5579
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,1.7163,1.308,0.0361,0.004,5.1632,0.0223,0.9599
SAT_RACE2008/babic-dspam-vc973.cnf,1,?,?,?,?,?,?,?
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-26r-k45.cnf,1,3.4492,2.889,0.2391,1.5249,3.3368,0.2369,1.9552
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_12_UNKNOWN.cnf,1,2.2046,1.0769,0.3064,0.5751,3.8425,0.2424,0.968
SAT_RACE2008/ibm-2004-29-k25.cnf,1,3.3525,0.8601,0.1604,1.2454,3.386,0.1929,0.7651
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-03.cnf,1,3.4323,2.3322,0.2476,12.3283,3.2312,0.2564,1.9696
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,3.1127,0.5379,0.1573,2.0774,2.8292,0.2452,0.5205
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,2.1335,1.8918,0.1809,1.7349,2.1631,0.1582,1.58
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,4.1327,2.1775,0.3201,29.2074,5.697,0.4212,0.9341
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,3.2353,2.1803,0.3145,0.0446,3.3715,0.4943,1.1339
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-15.cnf,1,1.1936,1.5687,0.0665,1.4845,1.9084,0.0405,3.2162
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7_i.cnf,1,3.3927,1.1242,0.1738,4.5535,3.5237,0.2062,0.9875
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6nid.cnf,1,2.8613,1.3211,0.1564,5.4583,3.0606,0.1897,1.2342
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-15.cnf,1,1.9442,0.7131,0.1129,2.3864,2.357,0.0735,1.2355
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L100_coli.sat.cnf,1,2.4475,2.3738,0.1599,5.5013,2.4733,0.3796,2.8925
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,2.4951,1.2604,0.1617,2.1649,2.5028,0.185,0.735
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1033.cnf,1,1.6293,3.4168,0.0829,2.8017,1.7813,0.091,2.1869
SAT_RACE2008/mizh-md5-48-2.cnf,1,0.9713,0.6084,0.0385,1.5069,2.3624,0.0205,0.4882
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-47-03.cnf,1,0.9811,0.604,0.0385,1.5106,2.3705,0.0207,0.4858
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,0.9825,1.7456,0.0289,0.8076,1.0642,0.0823,1.6251
SAT_RACE2008/manol-pipe-f7nidw.cnf,1,2.8031,1.5803,0.1536,5.7814,2.9467,0.1888,1.4497
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12070.cnf,1,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc909.cnf,1,1.6402,5.4321,0.0879,2.5842,1.8742,0.0899,2.8785
SAT_RACE2006/SAT-Race_TS_1/narai-vpn-10s.cnf,1,2.0392,21.041,0.1631,2.6391,1.5685,0.3423,5.7812
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,3.1934,2.2849,0.1293,3.218,2.996,0.1837,1.6796
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,3.111,1.2586,0.3087,0.1213,3.2813,0.436,0.9885
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/icbrt/icbrt1_32.cnf,1,2.2022,1.4899,0.0961,1.0804,2.09,0.1333,1.679
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,2.9439,0.7411,0.1483,0.8793,3.0927,0.2256,0.6533
SAT_Competition2011/SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?,?,?
SAT_RACE2008/velev-vliw-uns-2.0-iq1.cnf,1,3.9885,3.2113,0.2492,0.4568,4.2835,0.2912,2.4185
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-03.cnf,1,4.0378,3.3795,0.3272,0.7119,5.2312,0.5142,2.3481
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_12_UNKNOWN.cnf,1,2.275,1.1242,0.3078,0.5751,3.876,0.2482,0.9609
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-f10ni.cnf,1,2.8303,1.7985,0.1523,5.5414,2.9222,0.1969,1.6184
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,4.2382,1.8731,0.2985,10.4181,5.473,0.3644,1.5958
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.8221,0.5124,0.0382,1.4334,2.5577,0.0189,0.5197
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,3.69,1.1688,0.164,2.2757,3.6679,0.225,0.9826
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,1.47,0.9161,0.0676,0.8373,1.5153,0.0877,0.9752
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?,?,?,?,?,?,?
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,3.2103,3.6815,0.2239,5.9733,3.376,0.229,2.3891
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-17-u.cnf,1,2.8392,0.5254,0.163,0.9628,2.5717,0.2634,0.4971
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.1-7.cnf,1,3.997,2.6266,0.3097,0.5503,4.7182,0.4314,1.7735
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.9854,0.9066,0.018,0.17,2.8721,0.0096,0.641
SAT_Competition2007/industrial/industrial/palacios/medium/cube-11-h14-sat.cnf,1,3.001,10.3165,0.1209,2.7759,2.976,0.1626,8.9522
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,2.6279,1.9578,0.1488,5.3176,2.7076,0.1719,1.7623
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-10-19-u.cnf,1,2.8471,0.5647,0.1639,0.9649,2.5876,0.2618,0.5259
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-28-s100.cnf,1,2.3336,0.7964,0.1507,1.2435,2.4452,0.1796,0.7602
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.0896,0.8492,0.0352,0.1567,4.8554,0.0023,0.8254
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-15-5p0.cnf,1,2.8687,0.7119,0.1466,0.8984,2.9249,0.2298,0.6332
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,4.249,4.946,0.2785,0.1435,4.8945,0.5096,2.9842
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,3.0893,0.6031,0.1592,1.9313,2.8707,0.2447,0.5744
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,1.2131,3.6425,0.2278,0.1593,1.6143,0.3724,1.2561
SAT_RACE2008/schup-l2s-bc56s-1-k391.cnf,1,2.5283,1.1941,0.1818,2.6981,2.9253,0.1798,1.2543
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,2.3826,0.7969,0.1543,1.2804,2.4796,0.1842,0.7595
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-4.cnf,1,0.9795,0.6042,0.0385,1.5081,2.37,0.0207,0.4859
SAT_RACE2008/babic-dspam-vc1080.cnf,1,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,0.9825,1.7456,0.0289,0.8076,1.0642,0.0823,1.6251
SAT_RACE2006/SAT-Race_TS_1/velev-fvp-sat-3.0-07.cnf,1,3.9796,1.1802,0.2971,0.1674,5.0022,0.3856,1.8787
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6ni_s.cnf,1,2.9328,1.3464,0.1569,5.0368,3.0873,0.1808,1.2914
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,2.8563,0.4687,0.1616,1.0588,2.5645,0.2668,0.4661
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-15-u.cnf,1,2.8925,0.4866,0.1624,1.0622,2.5651,0.2652,0.4772
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.9.unsat.cnf,1,1.9997,0.2677,0.0886,0.4768,2.4408,0.0749,0.5124
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-22.cnf,1,1.6455,1.2728,0.1052,8.085,2.6941,0.061,1.2705
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,1.2856,4.5219,0.2287,0.4847,1.297,0.339,0.773
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,4.2559,1.8967,0.3112,12.0039,5.719,0.4033,1.6996
SAT_Competition2007/industrial/industrial/palacios/medium/cube-9-h11-sat.cnf,1,3.0732,7.2867,0.1266,2.7848,3.0387,0.1691,6.3854
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,2.3703,1.6733,0.1798,1.7657,2.2062,0.1649,2.1468
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-desmul.cnf,1,2.0042,5.0083,0.0907,0.0349,1.896,0.1709,3.6897
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate128.cnf,1,1.3426,1.8172,0.0613,0.8011,1.3619,0.0883,1.8764
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.0-01.cnf,1,4.2511,6.9937,0.276,0.1143,5.3958,0.5811,4.3846
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,2.7559,3.5766,0.1239,2.933,2.9171,0.1577,3.0638
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-03.cnf,1,1.9873,0.7872,0.0986,1.388,2.8519,0.0696,1.6783
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-f6b.cnf,1,3.2062,1.2087,0.1549,5.534,3.3624,0.2093,1.0963
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-05.cnf,1,2.4849,1.5385,0.1209,0.151,2.7096,0.135,0.5504
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,1.3576,4.7326,0.2279,1.0682,1.3857,0.3406,0.7991
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand128.cnf,1,2.1508,2.6054,0.181,2.778,2.2436,0.1436,2.7923
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,2.0227,0.2801,0.0884,0.4638,2.4359,0.0755,0.5506
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,2.5225,1.2516,0.1659,2.152,2.5168,0.1895,0.7361
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,2.2843,2.378,0.1814,1.7447,2.1095,0.1641,3.0828
SAT-Race-2010-CNF/software-verification/post/zfcp.cnf,1,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h32-unknown.cnf,1,4.2532,1.922,0.3096,12.3547,5.71,0.4036,1.6992
SAT_Competition2011/SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,4.0386,3.3769,0.3273,0.7066,5.2302,0.5132,2.3506
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,4.1327,2.1775,0.3201,29.2074,5.697,0.4212,0.9341
SAT_RACE2006/SAT-Race_TS_2/schup-l2s-s04s2-09.cnf,1,3.0137,0.6374,0.1421,2.1745,3.0616,0.1714,0.8067
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl128.cnf,1,1.6358,2.4539,0.0513,1.7414,1.6617,0.0765,1.7191
SAT_Competition2011/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,4.1237,13.3817,0.2698,0.078,4.3557,0.4832,1.3045
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,1.7343,0.9367,0.2546,0.3931,1.7335,0.3252,0.3872
SAT_RACE2008/anbul-part-10-13-s.cnf,1,2.8563,0.4687,0.1616,1.0588,2.5645,0.2668,0.4661
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f7idw.cnf,1,2.7419,1.5285,0.1566,5.3701,2.9248,0.1818,1.4052
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.0-9.cnf,1,4.2416,5.6053,0.2855,0.1111,5.0256,0.5357,3.4014
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,1.6665,1.9243,0.3269,0.3178,1.7974,0.4269,0.7016
SAT_RACE2006/SAT-Race-Benchmarks/schup-l2s-guid-1-k56.cnf,1,2.7501,0.9431,0.1368,2.1198,2.949,0.1512,1.0837
