@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC

@DATA
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1114532273-035.SATISFIABLE.cnf,1,2323,0.0056,2343,109,28.8798,15.4512,30.1399
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1592669696-022.SATISFIABLE.cnf,1,3727,0.0286,3727,29,34.2444,12.8424,35.4899
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S224791863-033.UNKNOWN.cnf,1,2544,0.0051,2556,120,30.5134,16.7594,32.1957
SAT11/random/medium/unif-k7-r89-v80-c7120-S474185167-033.SATISFIABLE.cnf,1,7120,0.0875,7120,10,28.3487,9.7005,28.5736
SAT11/random/medium/unif-k7-r89-v70-c6230-S2045410966-069.SATISFIABLE.cnf,1,6230,0.1,6230,9,25.6296,8.5197,25.7436
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1339958817-007.UNKNOWN.cnf,1,2546,0.0051,2556,119,29.9869,19.2836,32.3752
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1744841484-003.SATISFIABLE.cnf,1,2969,0.0044,2982,140,34.025,17.8645,36.1473
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1386494586-003-UNKNOWN.cnf,1,62563,0.0002,63000,0,50.5714,257.182,59.6007
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S690749326-001.UNKNOWN.cnf,1,1694,0.0077,1704,77,23.1007,12.6254,23.8191
SAT11/random/large/unif-k5-r20-v2000-c40000-S922811046-076-UNKNOWN.cnf,1,40000,0.0025,40000,364,66.4706,79.9176,73.3461
SAT11/random/medium/unif-k7-r89-v90-c8010-S1475406203-080.UNKNOWN.cnf,1,8010,0.0778,8010,12,31.2588,10.455,31.3211
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1694067460-072.UNKNOWN.cnf,1,2330,0.0056,2343,108,27.3653,16.2036,29.303
SAT11/random/medium/unif-k7-r89-v70-c6230-S1960545292-083.UNKNOWN.cnf,1,6230,0.1,6230,9,25.6508,8.4507,25.759
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S510739670-068.UNKNOWN.cnf,1,2758,0.0047,2769,130,32.5426,19.3754,34.1957
SAT11/random/medium/unif-k7-r89-v60-c5340-S385597856-055.SATISFIABLE.cnf,1,5340,0.1167,5340,8,22.6794,7.2822,22.7553
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S890760919-021.SATISFIABLE.cnf,1,3393,0.0038,3408,162,29.0426,19.8817,33.708
SAT11/random/large/unif-k7-r85-v300-c25500-S926861876-013-UNKNOWN.cnf,1,25500,0.0233,25500,42,50.4254,26.1501,52.079
SAT11/random/large/unif-k5-r20-v1500-c30000-S64154096-097-UNKNOWN.cnf,1,30000,0.0033,30000,272,61,63.0916,66.3107
SAT11/random/large/unif-k5-r20-v1250-c25000-S1103412232-098-UNKNOWN.cnf,1,25000,0.004,25000,225,57.2188,52.6607,61.7119
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S471691933-060-UNKNOWN.cnf,1,167019,0.0001,168000,0,70.3333,1607,100.28
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1406921020-013.UNKNOWN.cnf,1,1912,0.0067,1917,89,25.6325,15.5153,25.9852
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S30721646-064.SATISFIABLE.cnf,1,2752,0.0047,2769,128,32.2526,17.8345,33.9853
SAT11/random/large/unif-k5-r20-v1500-c30000-S1793954886-065-UNKNOWN.cnf,1,30000,0.0033,30000,267,63.9524,64.4846,68.4821
SAT11/random/medium/unif-k7-r89-v90-c8010-S1828831772-021.SATISFIABLE.cnf,1,8010,0.0778,8010,12,31.3078,10.599,31.3803
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1465579926-097.UNKNOWN.cnf,1,2130,0.05,2130,16,22.7303,8.5583,23.2896
SAT11/random/medium/unif-k7-r89-v70-c6230-S560963242-048.UNKNOWN.cnf,1,6230,0.1,6230,9,25.4865,8.5466,25.724
SAT11/random/medium/unif-k7-r89-v50-c4450-S1082084494-034.UNKNOWN.cnf,1,4450,0.14,4450,6,19.403,6.3853,19.5631
SAT11/random/large/unif-k5-r20-v1000-c20000-S107009952-009-UNKNOWN.cnf,1,20000,0.005,20000,177,52.5556,47.1092,56.684
SAT11/random/large/unif-k5-r20-v750-c15000-S3662714-068-UNKNOWN.cnf,1,15000,0.0067,15000,131,49.0417,36.5213,51.7941
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S816372663-049.UNKNOWN.cnf,1,2335,0.0055,2343,109,29.2055,17.2262,30.5291
SAT11/random/large/unif-k7-r85-v300-c25500-S1286362348-008-UNKNOWN.cnf,1,25500,0.0233,25500,42,50.313,25.7865,51.8292
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1023920765-089.SATISFIABLE.cnf,1,1696,0.0076,1704,79,23.9974,10.9497,24.7939
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1514125851-037.UNKNOWN.cnf,1,2119,0.0061,2130,98,26.6677,14.4062,28.2759
SAT11/random/medium/unif-k7-r89-v60-c5340-S969033069-088.SATISFIABLE.cnf,1,5340,0.1167,5340,8,22.6497,7.4009,22.8044
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S709305826-098-UNKNOWN.cnf,1,166812,0.0001,168000,8494,72.3333,1787.25,96.1626
SAT11/random/medium/unif-k7-r89-v70-c6230-S1351138814-007.SATISFIABLE.cnf,1,6230,0.1,6230,9,25.5742,8.4032,25.8163
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S43885340-006-UNKNOWN.cnf,1,62521,0.0002,63000,3129,55.125,257.417,65.3405
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1452052526-056.UNKNOWN.cnf,1,1274,0.0102,1278,58,17.3745,10.8669,18.1934
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S903594090-011-UNKNOWN.cnf,1,41691,0.0003,42000,2071,48.9286,162.65,53.9201
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S709804505-031-UNKNOWN.cnf,1,41704,0.0003,42000,2096,47,177.143,54.1087
SAT11/random/large/unif-k5-r20-v2000-c40000-S1993071608-084-UNKNOWN.cnf,1,40000,0.0025,40000,359,65.8125,80.5714,73.9585
SAT11/random/medium/unif-k7-r89-v50-c4450-S1374457799-001.UNKNOWN.cnf,1,4450,0.14,4450,6,19.6593,6.383,19.7041
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1741857700-014.UNKNOWN.cnf,1,2130,0.05,2130,16,22.6185,8.227,23.2501
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S906725726-060.SATISFIABLE.cnf,1,1597,0.0667,1597,12,18.3724,6.488,18.8073
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1397972185-007.UNKNOWN.cnf,1,2662,0.04,2662,20,26.4645,9.8453,27.6514
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1383380994-043.SATISFIABLE.cnf,1,2544,0.0051,2556,120,30.1524,16.1048,31.9067
SAT11/random/medium/unif-k7-r89-v80-c7120-S1254315629-032.SATISFIABLE.cnf,1,7120,0.0875,7120,10,28.2267,9.5004,28.4094
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1081907273-083.UNKNOWN.cnf,1,1690,0.0078,1704,77,23.0978,11.817,24.2877
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S89508070-083-UNKNOWN.cnf,1,10422,0.0012,10500,510,32.7021,44.4878,34.4051
SAT11/random/medium/unif-k7-r89-v60-c5340-S642174893-006.UNKNOWN.cnf,1,5340,0.1167,5340,8,22.7396,7.2822,22.8807
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S707565158-096.SATISFIABLE.cnf,1,2130,0.05,2130,16,22.8825,8.1699,23.6086
SAT11/random/medium/unif-k7-r89-v60-c5340-S1675230100-032.UNKNOWN.cnf,1,5340,0.1167,5340,8,22.7445,7.5343,22.8437
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1462223811-042.SATISFIABLE.cnf,1,1699,0.0076,1704,79,23.5205,10.6086,24.9319
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S25975519-056.SATISFIABLE.cnf,1,1597,0.0667,1597,12,18.3692,6.5653,18.6596
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S2051088205-036.UNKNOWN.cnf,1,2130,0.05,2130,16,22.7322,8.3467,23.3564
SAT11/random/medium/unif-k7-r89-v70-c6230-S1805176884-064.UNKNOWN.cnf,1,6230,0.1,6230,9,25.523,8.467,25.7564
SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1,4450,0.14,4450,6,19.6172,6.4333,19.7218
SAT11/random/large/unif-k7-r85-v400-c34000-S1275797759-041-UNKNOWN.cnf,1,34000,0.0175,34000,57,54.9265,33.4792,57.3688
SAT11/random/large/unif-k7-r85-v250-c21250-S1274193329-021-UNKNOWN.cnf,1,21250,0.028,21250,35,47.0176,22.1762,48.9519
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S338979727-056-UNKNOWN.cnf,1,41711,0.0003,42000,2096,45.6667,153.105,52.2324
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1910317962-059.UNKNOWN.cnf,1,1897,0.0068,1917,87,25.1893,14.3298,26.0812
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,2538,0.0052,2556,118,31.0727,17.4363,32.7099
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S183128297-005.SATISFIABLE.cnf,1,1701,0.0076,1704,80,23.0008,11.4123,24.5861
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S118521533-021.UNKNOWN.cnf,1,2662,0.04,2662,20,26.7086,9.9358,27.696
SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf,1,4450,0.14,4450,6,19.7098,6.2688,19.8139
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S207562876-057.UNKNOWN.cnf,1,3195,0.0333,3195,24,30.4974,11.5623,31.8011
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S648642831-094-UNKNOWN.cnf,1,145968,0.0001,147000,0,72.4,830.25,99.2378
SAT11/random/medium/unif-k7-r89-v50-c4450-S1430772875-039.SATISFIABLE.cnf,1,4450,0.14,4450,6,19.5384,6.3385,19.6603
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1259410977-065-UNKNOWN.cnf,1,20886,0.0006,21000,1033,38.2955,92.5085,41.719
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S675870149-098.SATISFIABLE.cnf,1,2662,0.04,2662,20,27.0289,9.4805,27.8679
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S970100151-015-UNKNOWN.cnf,1,146031,0.0001,147000,0,72,3018.4,90.686
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S722024572-014-UNKNOWN.cnf,1,10414,0.0012,10500,505,32.4063,47.9789,34.0087
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1085677759-100.UNKNOWN.cnf,1,2119,0.0061,2130,99,26.0937,16.8805,28.1221
SAT11/random/large/unif-k7-r85-v300-c25500-S1859210562-077-UNKNOWN.cnf,1,25500,0.0233,25500,41,50.3506,26.0783,52.1004
SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,20000,0.005,20000,174,54.2222,43.4915,57.493
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1,2549,0.0051,2556,121,30.7937,16.0455,32.9878
SAT11/random/medium/unif-k7-r89-v50-c4450-S2039518547-066.UNKNOWN.cnf,1,4450,0.14,4450,6,19.8398,6.3174,19.8814
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1926673460-089.SATISFIABLE.cnf,1,2130,0.05,2130,16,22.7389,8.2589,23.272
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S218235649-089.SATISFIABLE.cnf,1,2662,0.04,2662,20,26.7543,10.499,27.5932
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1298256564-085.UNKNOWN.cnf,1,2760,0.0047,2769,131,32.8876,19.3358,34.7155
SAT11/random/large/unif-k5-r20-v2000-c40000-S971556279-001-UNKNOWN.cnf,1,40000,0.0025,40000,365,66.1176,82.0787,73.1195
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S2058622508-076.SATISFIABLE.cnf,1,2309,0.0056,2343,106,28.8707,15.1366,30.33
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S82160031-050.SATISFIABLE.cnf,1,3727,0.0286,3727,29,34.414,12.4554,35.8896
SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,40000,0.0025,40000,360,69.4286,80.9067,76.4793
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,83430,0.0002,84000,0,57,376.375,72.4741
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S785747282-100.UNKNOWN.cnf,1,1699,0.0076,1704,79,22.4467,13.5946,23.2675
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S973075635-083.SATISFIABLE.cnf,1,3175,0.0041,3195,151,34.8253,18.6081,36.0018
SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,21250,0.028,21250,35,47.3826,22.0945,49.0404
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1,2973,0.0044,2982,140,34.402,17.6697,36.7479
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,2130,0.05,2130,16,22.6494,8.3425,23.2857
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1230934123-063.UNKNOWN.cnf,1,2944,0.0044,2982,138,33.9146,20.0438,35.9109
SAT11/random/large/unif-k7-r85-v250-c21250-S655589261-059-UNKNOWN.cnf,1,21250,0.028,21250,35,47.0828,22.2811,49.0707
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1677156340-036.UNKNOWN.cnf,1,2543,0.0051,2556,118,30.6715,18.8289,32.104
SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1,20000,0.005,20000,177,52.8043,46.1079,56.3427
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S295912653-089.UNKNOWN.cnf,1,1597,0.0667,1597,12,18.2838,6.3667,18.7653
SAT11/random/large/unif-k5-r20-v1500-c30000-S976428817-077-UNKNOWN.cnf,1,30000,0.0033,30000,270,61.1304,61.9618,67.5144
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S761041117-050.UNKNOWN.cnf,1,1471,0.0088,1491,67,21.2002,12.0266,21.9459
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1295196126-061.UNKNOWN.cnf,1,1061,0.0122,1065,48,17.1792,8.351,17.8444
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S313385224-076-UNKNOWN.cnf,1,83454,0.0002,84000,0,59.5833,371.125,72.0619
SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,40000,0.0025,40000,366,67.3182,80.3294,74.9631
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1610857498-043.SATISFIABLE.cnf,1,2333,0.0056,2343,111,28.8143,13.128,30.6014
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S332580795-055.SATISFIABLE.cnf,1,2130,0.05,2130,16,23.0862,8.3003,23.5681
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1693168158-005.UNKNOWN.cnf,1,2329,0.0056,2343,107,29.1189,17.4909,30.303
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S900569154-026.SATISFIABLE.cnf,1,2964,0.0044,2982,140,34.0771,17.5043,35.7248
SAT11/random/medium/unif-k7-r89-v60-c5340-S1720200795-004.UNKNOWN.cnf,1,5340,0.1167,5340,8,22.571,7.4108,22.7185
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S895938734-057-UNKNOWN.cnf,1,166834,0.0001,168000,8467,75.25,1521.5,102.9991
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1440346932-010.SATISFIABLE.cnf,1,1690,0.0078,1704,76,24.3142,11.2115,24.9519
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S797651048-056.UNKNOWN.cnf,1,1487,0.0086,1491,69,21.7804,11.5727,22.4803
SAT11/random/large/unif-k5-r20-v1500-c30000-S877088425-001-UNKNOWN.cnf,1,30000,0.0033,30000,269,59.1905,64.7059,65.672
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1565617179-002.UNKNOWN.cnf,1,2960,0.0044,2982,138,33.4143,20.352,35.3137
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S481747904-003.SATISFIABLE.cnf,1,2114,0.0062,2130,97,27.374,14.0873,28.7976
SAT11/random/large/unif-k7-r85-v250-c21250-S977260632-016-UNKNOWN.cnf,1,21250,0.028,21250,35,48.3456,22.3092,49.3686
SAT11/random/medium/unif-k7-r89-v90-c8010-S1458811765-091.UNKNOWN.cnf,1,8010,0.0778,8010,12,31.1107,10.4899,31.3407
SAT11/random/medium/unif-k7-r89-v90-c8010-S423984545-074.UNKNOWN.cnf,1,8010,0.0778,8010,12,31.017,10.5721,30.9765
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1940049314-069.SATISFIABLE.cnf,1,2328,0.0056,2343,108,27.6306,13.8397,29.9457
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S20037494-023.SATISFIABLE.cnf,1,2130,0.05,2130,16,22.9014,8.1858,23.3902
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S436871389-051.SATISFIABLE.cnf,1,2662,0.04,2662,20,27.0441,9.1173,27.7354
SAT11/random/medium/unif-k7-r89-v80-c7120-S153059456-076.SATISFIABLE.cnf,1,7120,0.0875,7120,10,28.5287,9.6618,28.6242
SAT11/random/medium/unif-k7-r89-v60-c5340-S1583005701-053.SATISFIABLE.cnf,1,5340,0.1167,5340,8,22.6499,7.242,22.7836
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,3195,0.0333,3195,24,30.5654,11.4302,31.42
