@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC

@DATA
bool/routing/s4-4-3-9.xml,1,43.349169,46.072842,1.414214,1.414214,51.781473,0.661665,3.049318,0.463802,0.845052,0.768592,0.987624,0.322032,0.846154,0.213443,29.7308,0.91473
bool/routing/s4-4-3-4.xml,1,43.082061,46.001908,1.414214,1.414214,52.480916,0.664207,3.164738,0.454356,0.831826,0.77489,0.985956,0.303931,0.833333,0.21073,29.704198,0.915141
bool/routing/s3-3-3-5.xml,1,?,?,?,?,?,0.649799,3.575975,0.489597,0.838685,0.767873,0.9869,0.300778,0.789474,0.207047,?,0.933036
bool/routing/s4-4-3-5.xml,1,43.284133,45.97786,1.414214,1.414214,51.845018,0.661912,3.092734,0.45823,0.83688,0.749571,0.990718,0.304699,0.826087,0.208343,29.667897,0.906351
bool/routing/s4-4-3-1.xml,1,43.106509,46.104536,1.414214,1.414214,52.366864,0.661693,3.095761,0.450919,0.83136,0.746362,0.990751,0.299855,0.826087,0.207925,29.773176,0.905724
bool/ii/ii-16e2.xml,1,3.819552,41.550796,1.414214,1.414214,93.634079,0.511912,0.884513,0.401338,0.89015,0.789614,0.978883,0.349169,0.826087,0.187315,40.277612,1.008921
bool/ii/ii-8b1.xml,1,?,?,?,?,?,0.578858,4.6498,0.471888,0.836537,0.876671,0.958685,0.254218,0.733333,0.182573,?,1.103114
bool/ii/ii-32c1.xml,1,?,?,?,?,?,0.464117,0.744196,0.348551,0.928819,0.727662,0.986485,0.43965,0.826087,0.217501,?,0.930616
bool/ii/ii-8d1.xml,1,?,?,?,?,?,0.556236,3.570593,0.459762,0.836946,0.898389,0.955277,0.272638,0.833333,0.179806,?,1.123148
bool/ii/ii-16a1.xml,1,4.710248,24.250642,1.414214,1.414214,92.149586,0.521317,3.295422,0.458073,0.894327,0.843846,0.970482,0.348278,0.826087,0.19847,22.68056,1.071961
bool/ii/ii-32c3.xml,1,4.714165,19.608561,1.414214,1.414214,92.143058,0.463872,0.677344,0.347834,0.928696,0.727344,0.986461,0.439778,0.826087,0.216983,18.037173,0.929974
bool/ii/ii-8c2.xml,1,?,?,?,?,?,0.553153,4.023025,0.471446,0.845226,0.900095,0.955026,0.275938,0.744681,0.181871,?,1.130425
bool/ii/ii-32b4.xml,1,3.131936,19.18208,1.414214,1.414214,94.780107,0.463795,0.687569,0.347999,0.928742,0.727401,0.98647,0.439707,0.826087,0.216837,18.138101,0.930196
bool/ii/ii-16e1.xml,1,4.665542,41.512085,1.414214,1.414214,92.224096,0.513133,0.884606,0.40218,0.891066,0.789143,0.979108,0.349491,0.826087,0.187527,39.956905,1.006947
bool/ii/ii-32b2.xml,1,5.555161,20.294431,1.414214,1.414214,90.741398,0.463912,0.729627,0.348466,0.928827,0.727603,0.986486,0.439611,0.826087,0.21713,18.44271,0.930637
bool/ii/ii-32e5.xml,1,2.576082,19.518013,1.414214,1.414214,95.706531,0.46372,0.767464,0.349025,0.928973,0.727802,0.986514,0.439392,0.826087,0.216854,18.659319,0.931348
bool/ii/ii-32c2.xml,1,6.145619,20.12752,1.414214,1.414214,89.757302,0.463938,0.682309,0.347864,0.928694,0.727364,0.986461,0.43979,0.826087,0.217133,18.07898,0.92997
bool/ii/ii-8b3.xml,1,?,?,?,?,?,0.577836,4.550882,0.471508,0.836419,0.876761,0.958655,0.254193,0.733333,0.182233,?,1.104033
bool/ii/ii-8a2.xml,1,?,?,?,?,?,0.578641,2.521501,0.437088,0.8359,0.843476,0.967444,0.251458,0.733333,0.173651,?,1.065452
bool/ii/ii-8c1.xml,1,?,?,?,?,?,0.559904,3.211945,0.452243,0.841675,0.882777,0.959721,0.268911,0.714286,0.176654,?,1.107443
bool/ii/ii-16d1.xml,1,4.30798,30.768782,1.414214,1.414214,92.820034,0.51219,1.32079,0.414698,0.891324,0.799491,0.978261,0.348164,0.826087,0.189328,29.332789,1.024262
bool/ii/ii-16c1.xml,1,5.252951,30.442733,1.414214,1.414214,91.245082,0.509688,1.370353,0.414623,0.893103,0.801311,0.977814,0.352788,0.826087,0.190648,28.691749,1.025472
bool/ii/ii-8b4.xml,1,?,?,?,?,?,0.57773,4.698163,0.474405,0.836608,0.87837,0.95808,0.254397,0.733333,0.183033,?,1.106389
bool/ii/ii-8a1.xml,1,?,?,?,?,?,0.558071,3.675862,0.419291,0.812336,0.925775,0.940945,0.259499,0.636364,0.175573,?,1.132129
bool/ii/ii-32e1.xml,1,?,?,?,?,?,0.464125,0.719964,0.348244,0.928752,0.72754,0.986472,0.43974,0.826087,0.217525,?,0.930279
bool/ii/ii-32e3.xml,1,3.700935,19.592523,1.414214,1.414214,93.831776,0.463812,0.715979,0.348344,0.928814,0.727542,0.986484,0.439615,0.826087,0.216922,18.358879,0.93056
bool/ii/ii-16b2.xml,1,3.754143,26.834913,1.414214,1.414214,93.743095,0.512173,1.914788,0.425626,0.889204,0.819175,0.97447,0.347845,0.826087,0.192245,25.583532,1.046655
bool/ii/ii-32d2.xml,1,4.362066,20.680223,1.414214,1.414214,92.72989,0.465014,0.936415,0.356276,0.928203,0.739162,0.985595,0.43954,0.897436,0.217902,19.226201,0.944614
bool/ii/ii-32e2.xml,1,5.31696,20.361766,1.414214,1.414214,91.1384,0.463898,0.755165,0.34879,0.928899,0.727731,0.9865,0.439515,0.826087,0.217121,18.589446,0.930995
bool/ii/ii-8e2.xml,1,?,?,?,?,?,0.558419,3.222497,0.45781,0.843095,0.883925,0.959554,0.269813,0.733333,0.179079,?,1.111711
bool/ii/ii-16b1.xml,1,3.909502,26.618401,1.414214,1.414214,93.484163,0.513006,1.950855,0.430603,0.890139,0.818108,0.975295,0.345928,0.826087,0.192007,25.315234,1.049203
bool/ii/ii-32e4.xml,1,3.098892,19.237955,1.414214,1.414214,94.83518,0.46379,0.695385,0.348099,0.928764,0.727441,0.986474,0.439677,0.826087,0.216841,18.204991,0.930307
bool/ii/ii-16a2.xml,1,?,?,?,?,?,0.520844,3.505997,0.462055,0.891038,0.82197,0.975178,0.339889,0.826087,0.198935,?,1.069351
bool/ii/ii-32b3.xml,1,3.433081,19.276554,1.414214,1.414214,94.278198,0.46381,0.68703,0.347985,0.928737,0.727397,0.986469,0.439716,0.826087,0.216867,18.132193,0.930173
bool/ii/ii-8a3.xml,1,?,?,?,?,?,0.577525,2.407171,0.435598,0.835465,0.843513,0.967358,0.251332,0.733333,0.174587,?,1.066059
bool/ii/ii-8e1.xml,1,?,?,?,?,?,0.558387,3.373979,0.461085,0.843847,0.885454,0.9592,0.270584,0.733333,0.179222,?,1.113893
bool/ii/ii-8a4.xml,1,?,?,?,?,?,0.577096,2.047871,0.427278,0.834378,0.837217,0.968393,0.250597,0.733333,0.173317,?,1.058446
bool/ii/ii-16d2.xml,1,3.772279,30.915244,1.414214,1.414214,93.712868,0.512023,1.31224,0.411646,0.889748,0.80344,0.97701,0.348645,0.826087,0.189372,29.657818,1.025834
bool/ii/ii-32b1.xml,1,?,?,?,?,?,0.464108,0.76969,0.348872,0.92889,0.727789,0.986498,0.439556,0.826087,0.217478,?,0.930969
bool/ii/ii-8d2.xml,1,?,?,?,?,?,0.554702,3.796677,0.466692,0.84436,0.896061,0.956228,0.274174,0.733333,0.18092,?,1.12509
bool/ii/ii-32d3.xml,1,2.435228,19.934982,1.414214,1.414214,95.941287,0.464776,0.885942,0.355406,0.928179,0.738359,0.985638,0.439604,0.897436,0.217697,19.123239,0.943479
bool/ii/ii-16c2.xml,1,3.764514,29.168194,1.414214,1.414214,93.72581,0.512069,1.493457,0.415915,0.889582,0.80855,0.976234,0.348412,0.826087,0.190241,27.913356,1.032418
bool/ii/ii-32d1.xml,1,?,?,?,?,?,0.465301,0.987437,0.357025,0.928236,0.73978,0.985568,0.43949,0.897436,0.218039,?,0.945483
bool/ii/ii-8b2.xml,1,?,?,?,?,?,0.577965,4.575962,0.472456,0.836713,0.876535,0.95873,0.254255,0.733333,0.182345,?,1.10412
bool/ii/ii-32a1.xml,1,2.847689,20.042395,1.414214,1.414214,95.253852,0.463667,0.897672,0.350654,0.929331,0.728438,0.986582,0.43891,0.826087,0.216971,19.093165,0.933132
bool/ii/ii-32c4.xml,1,2.106286,18.53892,1.414214,1.414214,96.489524,?,?,?,?,?,?,?,?,?,17.836825,?
bool/mps/mps-neos16.xml,1,58.877456,96.688494,1.414214,1.414214,64.826941,0.525034,0.87908,0.389118,0.960082,0.821507,0.976168,1.441132,0.988024,0.276492,51.487371,0.98117
bool/mps/mps-p0282.xml,1,?,?,?,?,?,0.381098,0.421093,0.089958,0.997649,0.325029,0.997747,2.668111,0.994737,0.39008,?,0.359831
bool/mps/mps-gt2.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air06.xml,1,4.317073,30.018293,1.414214,1.414091,99.207317,?,?,?,?,?,?,?,?,?,20.012195,?
bool/mps/mps-p6000.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air03.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-neos18.xml,1,?,?,?,?,?,0.51289,7.658275,0.414984,0.83569,0.94342,0.939384,0.374512,1,0.214118,?,1.132605
bool/mps/mps-aflow30a.xml,1,54.551148,304.812109,1.414214,1.414214,100,?,?,?,?,?,?,?,?,?,154.60334,?
bool/mps/mps-diamond.xml,1,?,?,?,?,?,0,-512,-512,-512,-512,-512,0,0,0,?,-512
bool/mps/mps-10teams.xml,1,0.882353,17.647059,1.414214,1.374369,100,0.578959,0.716566,0.481785,0.930856,0.832176,0.974018,0.448695,0.904762,0.23692,11.764706,0.989674
bool/mps/mps-p0548.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p0291.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-stein15.xml,1,?,?,?,?,?,0.625986,5.443182,0.402367,0.778107,0.861168,0.961538,0.291722,0.75,0.18705,?,1.007391
bool/mps/mps-opt1217.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p2756.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air04.xml,1,1.749696,12.831106,1.414214,1.414214,99.756987,?,?,?,?,?,?,?,?,?,8.55407,?
bool/mps/mps-mzzv11.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-mod008.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p0201.xml,1,?,?,?,?,?,0.356395,0.408019,0.084032,0.992818,0.332451,0.994374,0.734252,0.987805,0.355136,?,0.386042
bool/mps/mps-neos5.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-vpm2.xml,1,49.62963,259.938272,1.414214,1.302615,100,?,?,?,?,?,?,?,?,?,130.164609,?
bool/mps/mps-vpm1.xml,1,50.123457,272.613169,1.414214,1.302615,100,?,?,?,?,?,?,?,?,?,136.502058,?
bool/mps/mps-seymour1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-cracpb1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-lp4l.xml,1,4.615385,40.473373,1.414214,1.414214,99.408284,0.594594,0.55484,0.413483,0.994543,0.694166,0.998382,0.741217,0.997579,0.275933,26.982249,0.755531
bool/mps/mps-stein45.xml,1,?,?,?,?,?,0.599009,10.86423,0.3564,0.798734,0.734962,0.987336,0.38776,0.888889,0.260252,?,0.950318
bool/mps/mps-bm23.xml,1,?,?,?,?,?,0.495003,0.549768,0.342637,0.978238,0.769816,0.983434,0.746239,0.96,0.330261,?,0.930469
bool/mps/mps-air02.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-mitre.xml,1,25.466993,66.542787,1.414214,1.414214,90.415648,?,?,?,?,?,?,?,?,?,33.271394,?
bool/mps/mps-p0040.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-protfold.xml,1,26.607725,74.695207,1.414214,1.414214,100,0.518514,0.689736,0.321795,0.9683,0.694034,0.989891,0.577876,0.992308,0.237027,65.825966,0.798694
bool/mps/mps-l152lav.xml,1,2.176166,14.611399,1.414214,1.414214,99.481865,?,?,?,?,?,?,?,?,?,9.740933,?
bool/mps/mps-sentoy.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-enigma.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-fit1d.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-seymour.xml,1,?,?,?,?,?,0.580068,0.828413,0.379698,0.824304,0.894959,0.950076,0.273712,0.777778,0.182652,?,1.04959
bool/mps/mps-p0033.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-lseu.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-neos1.xml,1,35.15625,57,1.414214,1.414214,94.375,0.592871,1.565736,0.479788,0.882041,0.897567,0.961991,0.394491,0.826087,0.202222,36,1.076759
bool/mps/mps-mod010.xml,1,2.268041,15.154639,1.414214,1.414214,99.312715,0.523789,0.530088,0.308903,0.994263,0.631325,0.998636,0.652734,0.997558,0.272851,10.103093,0.69211
bool/mps/mps-aflow40b.xml,1,56.754508,314.868239,1.414214,1.414214,100,?,?,?,?,?,?,?,?,?,157.434119,?
bool/mps/mps-air01.xml,1,?,?,?,?,?,0.498173,0.508296,0.309126,0.985905,0.641795,0.997134,0.601678,0.984791,0.276211,?,0.758791
bool/mps/mps-pipex.xml,1,?,?,?,?,?,0.598762,0.568127,0.408407,0.998374,0.691596,0.998417,2.893831,0.996317,0.368543,?,0.72802
bool/mps/mps-manna81.xml,1,?,?,?,?,?,0.581655,0.971283,0.53537,0.8899,1.023846,0.932961,0.763508,0.870968,0.248351,?,1.276298
bool/mps/mps-air05.xml,1,2.535211,18.204225,1.414214,1.414214,99.647887,?,?,?,?,?,?,?,?,?,12.13615,?
bool/mps/mps-stein9.xml,1,?,?,?,?,?,0.659574,4.214286,0.390071,0.737589,0.933337,0.929078,0.248333,0.666667,0.163436,?,0.997131
bool/mps/mps-stein27.xml,1,?,?,?,?,?,0.608359,7.715736,0.388043,0.796739,0.790962,0.979348,0.345489,0.833333,0.230634,?,0.978584
bool/mps/mps-mzzv42z.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/logic-synthesis/5xp1-b.xml,1,?,?,?,?,?,0.439125,0.480974,0.293893,0.944416,0.695855,0.987092,0.49625,0.956522,0.238699,?,0.861175
bool/logic-synthesis/ex5-pi.xml,1,?,?,?,?,?,0.426442,0.460465,0.2717,0.952941,0.657991,0.989939,0.521091,0.955056,0.248057,?,0.817378
bool/logic-synthesis/alu4-b.xml,1,?,?,?,?,?,0.470181,0.520367,0.340412,0.921664,0.757987,0.982066,0.442299,0.944444,0.217781,?,0.942045
bool/logic-synthesis/clip-b.xml,1,?,?,?,?,?,0.45541,0.522082,0.310104,0.931087,0.738883,0.98115,0.472227,0.944444,0.231893,?,0.906507
bool/logic-synthesis/e64-b.xml,1,?,?,?,?,?,0.56474,0.780916,0.371845,0.823911,0.93354,0.929209,0.282314,0.833333,0.185022,?,1.082417
bool/logic-synthesis/bench1-pi.xml,1,?,?,?,?,?,0.465185,0.554346,0.345482,0.915371,0.842159,0.962683,0.446147,0.927273,0.228158,?,1.026005
bool/logic-synthesis/e-am-pi.xml,1,?,?,?,?,?,0.421647,0.458279,0.261144,0.954991,0.652573,0.989083,0.530192,0.963303,0.253669,?,0.806944
bool/logic-synthesis/sao2-b.xml,1,?,?,?,?,?,0.473992,0.534149,0.343466,0.918841,0.773245,0.97962,0.43486,0.943662,0.218425,?,0.952165
bool/logic-synthesis/count-b.xml,1,?,?,?,?,?,0.469612,0.513091,0.345745,0.923305,0.764776,0.98068,0.434422,0.924528,0.220608,?,0.945785
bool/logic-synthesis/prom2-pi.xml,1,?,?,?,?,?,0.559483,0.732129,0.381723,0.844352,0.877519,0.957459,0.304092,0.833333,0.193405,?,1.0464
bool/logic-synthesis/max1024-pi.xml,1,?,?,?,?,?,0.578093,0.836029,0.37772,0.82646,0.890758,0.951234,0.280269,0.764706,0.189936,?,1.051136
bool/logic-synthesis/rot-b.xml,1,?,?,?,?,?,0.491028,0.567072,0.358782,0.904711,0.80217,0.975498,0.407201,0.928571,0.210249,?,0.984071
bool/logic-synthesis/f51m-b.xml,1,?,?,?,?,?,0.448955,0.496042,0.308086,0.937217,0.714823,0.985771,0.483939,0.944444,0.231938,?,0.887901
bool/logic-synthesis/9symml.xml,1,?,?,?,?,?,0.593335,1.273019,0.34566,0.803079,0.898083,0.93774,0.281071,1,0.193371,?,1.059235
bool/logic-synthesis/jac3.xml,1,?,?,?,?,?,0.392534,0.490773,0.167976,0.96917,0.510248,0.99239,0.590583,0.991011,0.257028,?,0.618839
bool/logic-synthesis/apex4-a.xml,1,?,?,?,?,?,0.508712,0.865119,0.32722,0.881265,0.815146,0.965344,0.409731,1,0.210003,?,0.991733
bool/logic-synthesis/9sym-b.xml,1,?,?,?,?,?,0.456988,0.507252,0.320976,0.931229,0.734509,0.983922,0.466383,0.935484,0.228006,?,0.912012
bool/uclid/ooo-tag14.xml,1,55.917564,38.26594,1.414214,1.414205,0.904741,?,?,?,?,?,?,?,?,?,24.720043,?
bool/uclid/ooo-burch-dill-2-accl.xml,1,56.338204,49.509979,1.414214,1.41043,18.246614,0.473736,0.794934,0.368618,0.970433,0.783363,0.983126,1.171541,0.955556,0.333647,30.124733,0.986468
bool/uclid/elf-rf6.xml,1,?,?,?,?,?,0,-512,-512,-512,-512,-512,0,0,0,?,-512
bool/uclid/ooo-tag10.xml,1,55.906302,40.24891,1.414214,1.414175,14.880562,0.472238,1.198663,0.362705,0.975396,0.755199,0.987026,1.168726,0.956989,0.343057,25.650832,0.95488
bool/uclid/ooo-rf7.xml,1,56.095065,41.303558,1.414214,1.41232,14.556236,0.47343,1.121872,0.367611,0.970669,0.783093,0.983033,1.157751,0.954023,0.334992,26.109411,0.987278
bool/uclid/blast-floppy1-8.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/uclid/22s-smv.xml,1,56.323223,57.854074,1.414214,1.370777,18.510804,?,?,?,?,?,?,?,?,?,34.359542,?
bool/uclid/dlx1c-rwmem1-ucl.xml,1,56.349533,42.329907,1.414214,1.414027,14.88785,0.474071,1.060784,0.370941,0.968476,0.795055,0.981275,1.154503,0.954023,0.330453,26.625234,1.00146
bool/uclid/ooo-rf6.xml,1,?,?,?,?,?,0.49229,1.38701,0.431016,0.922388,0.987,0.945638,1.113209,0.946667,0.249223,?,1.223184
bool/uclid/elf-rf9.xml,1,56.515066,42.158,1.414214,1.414196,3.175744,?,?,?,?,?,?,?,?,?,26.55117,?
bool/uclid/blast-tlan3.xml,1,57.464448,81.365827,1.414214,1.414214,13.6504,?,?,?,?,?,?,?,?,?,46.047285,?
bool/uclid/44s-smv.xml,1,55.079872,67.231097,1.414214,1.327259,24.707135,0.456375,0.56032,0.278304,0.979061,0.691239,0.98523,1.940833,0.976608,0.351992,38.839191,0.839963
bool/uclid/cache-inv10-ucl.xml,1,57.415837,37.234212,1.414214,1.412313,8.80386,0.484217,4.036532,0.433402,0.915275,1.029901,0.936846,1.099269,0.932203,0.247152,23.971426,1.278952
bool/uclid/ooo-tag12.xml,1,55.912782,38.789307,1.414214,1.414196,1.964912,0.472265,1.470784,0.362751,0.975459,0.755051,0.987058,1.166348,0.957895,0.343052,24.957059,0.954828
bool/uclid/43s-smv.xml,1,55.851468,56.020725,1.414214,1.363086,18.364997,?,?,?,?,?,?,?,?,?,33.398964,?
bool/uclid/25s-smv.xml,1,56.248831,57.433739,1.414214,1.337033,18.101029,?,?,?,?,?,?,?,?,?,34.137824,?
bool/uclid/cache-ibm-q-unbounded-Icl2arity-ucl.xml,1,56.182012,44.842601,1.414214,1.395971,3.53131,?,?,?,?,?,?,?,?,?,27.940711,?
bool/uclid/elf-rf8.xml,1,56.511419,43.254211,1.414214,1.412929,14.284002,0.472129,0.961703,0.364126,0.973723,0.766133,0.985485,1.170277,0.954545,0.340735,27.034107,0.968527
bool/uclid/ooo-burch-dill-3-accl.xml,1,56.369351,46.33275,1.414214,1.412147,16.605665,0.473235,0.857738,0.367613,0.971008,0.78122,0.983529,1.174587,0.956044,0.335109,28.574157,0.983811
bool/uclid/dlx1c-rwmem-ucl.xml,1,56.417234,41.128445,1.414214,1.414057,14.199443,0.47397,1.167526,0.370676,0.968381,0.797666,0.980897,1.15398,0.954023,0.330688,26.042118,1.003937
bool/uclid/blast-floppy1-6.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/uclid/cache-inv12-ucl.xml,1,57.893296,36.653889,1.414214,1.413446,0,0.473684,7.640999,0.440624,0.913171,1.065449,0.928497,1.084094,0.916667,0.243719,23.634775,1.327566
bool/uclid/cache-inv8-ucl.xml,1,?,?,?,?,?,0.49338,2.031511,0.431614,0.924596,0.969183,0.94786,1.116479,0.916667,0.249902,?,1.207048
bool/uclid/ooo-rf8.xml,1,56.073629,39.879339,1.414214,1.414162,14.089135,0.473399,1.306838,0.368439,0.969407,0.790187,0.981988,1.154877,0.954023,0.333377,25.425139,0.995402
bool/uclid/ooo-burch-dill-4-accl.xml,1,56.135818,48.875228,1.414214,1.410349,17.347037,?,?,?,?,?,?,?,?,?,29.892421,?
bool/uclid/ooo-burch-dill-6-accl.xml,1,56.405331,42.933432,1.414214,1.414199,3.068493,?,?,?,?,?,?,?,?,?,26.950463,?
bool/uclid/blast-floppy1-2.xml,1,?,?,?,?,?,0.366239,0.427181,0.088683,0.996169,0.329667,0.99643,2.323788,0.995996,0.38153,?,0.383523
bool/uclid/blast-floppy1-3.xml,1,?,?,?,?,?,0.456696,0.535136,0.276034,0.978298,0.69018,0.985009,2.00198,0.976608,0.349496,?,0.836557
bool/uclid/ooo-rf10.xml,1,56.054046,38.478485,1.414214,1.414194,1.753249,0.471254,1.55224,0.362332,0.972765,0.771452,0.984512,1.162606,0.956989,0.341805,24.764645,0.973288
bool/uclid/ooo-tag8.xml,1,55.905144,42.300156,1.414214,1.412798,15.809397,0.474614,1.059381,0.371237,0.968126,0.796312,0.981163,1.153983,0.954023,0.329538,26.622133,1.001422
bool/uclid/dlx1c-ucl.xml,1,56.268483,42.661018,1.414214,1.413992,15.174171,0.473167,1.0188,0.368019,0.970994,0.782231,0.98316,1.156809,0.954023,0.335076,26.794595,0.987224
bool/uclid/37s-smv.xml,1,56.54934,42.721559,1.414214,1.393864,12.005028,0.471034,0.990233,0.3645,0.974841,0.762309,0.986435,1.147496,0.958763,0.341776,26.587052,0.962672
bool/uclid/46s-smv.xml,1,55.638007,57.653341,1.414214,1.342196,20.454545,0.456428,0.583057,0.277374,0.978783,0.691123,0.985115,1.965691,0.978022,0.351216,34.189485,0.839036
bool/uclid/blast-tlan2.xml,1,57.825517,114.745818,1.414214,1.355696,29.485077,?,?,?,?,?,?,?,?,?,62.600853,?
