@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 128'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_dyn_log_propags NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE directorder_reducedClauses NUMERIC
@ATTRIBUTE support_TRINARY+ NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE support_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE directorder_vars-clauses-ratio NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE csp_percent_avg_continuity NUMERIC
@ATTRIBUTE support_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE csp_log_extra_ranges NUMERIC
@ATTRIBUTE direct_BINARY+ NUMERIC
@ATTRIBUTE csp_log_lists NUMERIC
@ATTRIBUTE support_BINARY+ NUMERIC
@ATTRIBUTE csp_log_constraints NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE directorder_VG-max NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE csp_max_arity NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE csp_dyn_log_nodes NUMERIC
@ATTRIBUTE support_horn-clauses-fraction NUMERIC
@ATTRIBUTE support_VCG-VAR-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE csp_percent_global NUMERIC
@ATTRIBUTE directorder_VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE directorder_VCG-VAR-max NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE csp_log_bits NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE csp_dyn_log_avg_weight NUMERIC
@ATTRIBUTE csp_percent_gac_predicate NUMERIC
@ATTRIBUTE csp_log_extra_booleans NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE csp_log_ranges NUMERIC
@ATTRIBUTE csp_dyn_log_stdev_weight NUMERIC
@ATTRIBUTE direct_reducedClauses NUMERIC
@ATTRIBUTE directorder_CG-featuretime NUMERIC
@ATTRIBUTE csp_log_search_vars NUMERIC
@ATTRIBUTE support_VG-mean NUMERIC
@ATTRIBUTE support_reducedClauses NUMERIC
@ATTRIBUTE directorder_VG-coeff-variation NUMERIC
@ATTRIBUTE directorder_VCG-VAR-entropy NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE support_VG-min NUMERIC
@ATTRIBUTE direct_TRINARY+ NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_nvarsOrig NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE support_VCG-VAR-entropy NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE directorder_nclausesOrig NUMERIC
@ATTRIBUTE support_VCG-VAR-max NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE direct_HORNY-VAR-min NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-min NUMERIC
@ATTRIBUTE directorder_nclauses NUMERIC
@ATTRIBUTE support_reducedVars NUMERIC
@ATTRIBUTE support_VG-max NUMERIC
@ATTRIBUTE support_nvarsOrig NUMERIC
@ATTRIBUTE direct_nvarsOrig NUMERIC
@ATTRIBUTE csp_log_booleans NUMERIC
@ATTRIBUTE direct_nclausesOrig NUMERIC
@ATTRIBUTE direct_horn-clauses-fraction NUMERIC
@ATTRIBUTE directorder_CG-mean NUMERIC
@ATTRIBUTE direct_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE directorder_VG-min NUMERIC
@ATTRIBUTE direct_VG-mean NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_VCG-VAR-mean NUMERIC
@ATTRIBUTE support_VCG-VAR-min NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-max NUMERIC
@ATTRIBUTE directorder_VCG-VAR-min NUMERIC
@ATTRIBUTE direct_VG-max NUMERIC
@ATTRIBUTE direct_vars-clauses-ratio NUMERIC
@ATTRIBUTE directorder_CG-min NUMERIC
@ATTRIBUTE direct_VCG-VAR-entropy NUMERIC
@ATTRIBUTE directorder_CG-max NUMERIC
@ATTRIBUTE directorder_nvars NUMERIC
@ATTRIBUTE directorder_Basic-featuretime NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-min NUMERIC
@ATTRIBUTE direct_VCG-VAR-min NUMERIC
@ATTRIBUTE support_VG-coeff-variation NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_cluster-coeff-max NUMERIC
@ATTRIBUTE direct_reducedVars NUMERIC
@ATTRIBUTE csp_percent_alldiff NUMERIC
@ATTRIBUTE support_HORNY-VAR-min NUMERIC
@ATTRIBUTE direct_VG-min NUMERIC
@ATTRIBUTE directorder_Pre-featuretime NUMERIC
@ATTRIBUTE support_VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE csp_percent_cumulative NUMERIC
@ATTRIBUTE directorder_cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE directorder_KLB-featuretime NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-mean NUMERIC

@DATA
bool/primesDimacs/bf-1355-075.xml,1,?,?,?,?,?,0.663851,19.256468,0.337276,0.642672,0.854949,0.950102,0.224898,0.862069,0.195522,?,1.044922,?,?,0.001916,0.566408,0.272376,10.398355,0.959454,0.000896,?,0.318429,0.289318,0.83749,0.681493,0.222214,?,1.723395,?,0.370834,?,0.370834,?,0.526435,2.422575,0.002957,?,?,0.966905,1.368144,?,0.662316,0.00078,0.00078,0.681493,?,0.44304,0.285172,0.003419,0.184359,0.83749,0.001744,?,0.184359,?,?,?,0.526435,?,?,8.073697,0.11,?,0.000859,8.679892,0.353706,2.215244,2.594938,0,0.000348,0.959454,0,0.222214,63423,0.001744,2.29475,0.285172,0.262873,123353,0.002958,0.966905,1,0,0,10822,10.288579,0.002436,38844,38844,?,104284,0.662316,0.001178,1.723395,0.00037,0.000859,0.000872,0.000872,0.000435,0.001848,0.000462,0.002436,0.2994,0.000277,2.29475,0.006838,3131,0.01,0.000639,0.000435,0.330775,1,0.733333,10.288579,?,0,0.000348,0.38,0.464596,?,0.431243,0.03,0,0.000527
bool/primesDimacs/hanoi5.xml,1,7.225895,26.952102,1.414214,1.381332,87.956842,0.608329,42.367931,0.458013,0.633229,1.02786,0.902942,0.294969,1,0.223231,24.54347,1.188738,21.346427,15.965536,0.002661,0.626123,0.29018,17.920042,0.900867,0.001021,100,0.694813,0.2081,1.038903,0.662321,0.311689,100,2.628913,14.381002,0.474273,-1,0.474273,14.42305,0.548148,2.907289,0.003046,-1,8,1.08772,2.655453,9.698705,0.643401,0.000939,0.000939,0.662321,0,0.597566,0.340711,0.003392,0.226902,1.038903,0.00315,-1,0.226902,3.63191,12.043158,-1,0.548148,-1,5.62311,14.18661,0.27,11.776022,0.00102,15.158864,0.488187,2.79591,2.979074,0,0.000397,0.900867,0,0.311689,130364,0.00315,2.622246,0.340711,0.738026,273300,0.003245,1.08772,1,0.000066,0.000069,14445,26.500525,0.002914,78569,78569,11.776022,229333,0.643401,0.001268,2.628913,0.000277,0.00102,0.000893,0.000893,0.000265,0.001869,0.000277,0.002914,0.189193,0.000138,2.622246,0.008723,3006,0,0.000665,0.000265,0.450164,1,0.714286,26.500525,-1,0.000066,0.000397,0.85,0.531554,-1,0.571767,0.02,0,0.000502
bool/primesDimacs/g-125-18.xml,1,1.864306,20.897629,1.414214,1.414214,0.172621,0.775152,23.971935,0.729731,0.658243,0.711355,0.967849,0.335276,0.95122,0.285787,20.276194,0.836414,20.404488,14.977012,0.001032,0.451924,0.421855,5.868599,0.973121,0.000212,100,0.934658,0.124585,0.6612,0.8578,0.270691,100,3.180596,11.053247,0.756352,-1,0.756352,16.183267,0.323868,2.883128,0.000675,-1,18,0.597227,2.876541,7.294621,0.70593,0.000174,0.000174,0.8578,0,1.061769,0.558878,0.000659,0.24911,0.6612,0.000838,-1,0.24911,3.831204,99.827379,-1,0.323868,-1,4.281056,4.045275,1.43,12.693705,0.000208,4.547575,0.750086,3.041224,3.297598,0,0.000062,0.973121,0,0.270691,387065,0.000838,3.279632,0.558878,1.232376,854543,0.000569,0.597227,0.95122,0.000007,0.000008,124413,16.751543,0.000583,232989,232989,12.135709,727342,0.70593,0.00008,3.180596,0.00004,0.000208,0.000151,0.000151,0.000055,0.000619,0.00004,0.000583,0.091043,0.000032,3.279632,0.001278,15500,0.02,0.000129,0.000055,0.64173,0.95122,0.6,16.751543,-1,0.000007,0.000062,3.85,0.783514,-1,0.463809,0.68,0,0.000098
bool/primesDimacs/f2000.xml,1,11.428571,31.904762,1.414214,1.414214,80.952381,0.518857,58.94832,0,0.33492,0.183078,0.959295,0.07373,0.777778,0.169932,28.095238,0.764654,20.809241,15.848427,0.003101,0.585182,0.226619,27.921685,0.959295,0.003177,100,0.467641,0.230302,0.183078,0.518857,0.07373,100,2.115556,14.053247,0,-1,0,14.213712,0.585182,3.37644,0.008688,-1,3,0.764654,2.115556,8.744834,0.33492,0.001573,0.001573,0.518857,0,0.29352,0.226619,0.004404,0.169932,0.183078,0.003101,-1,0.169932,3.014221,19.047619,-1,0.585182,-1,2.375423,23.398953,0.16,11.965784,0.003177,24.648655,0.296911,2.722327,3.37644,0,0.00119,0.959295,0,0.07373,116000,0.003101,2.722327,0.226619,0.467641,243000,0.004404,0.764654,0.777778,0,0,8402,34.917313,0.008688,69500,69500,11.965784,205000,0.33492,0.002385,2.115556,0.00119,0.003177,0.001573,0.001573,0.000595,0.001785,0.000595,0.008688,0.230302,0.000833,2.722327,0.006427,1935,0,0.00155,0.000595,0.296911,0.777778,0.25,34.917313,-1,0,0.00119,0.91,0.29352,-1,0.24363,0.02,0,0.000523
bool/ttp/data-6-3.xml,1,57.898833,88.145266,1.414214,1.414214,40.077821,0.551756,1.147603,0.510172,0.89522,0.937845,0.958377,0.649771,0.846154,0.221782,47.315175,1.169257,20.918004,16.836519,0.000205,0.713512,0.268948,0.385289,0.968838,0.000052,100,0.491748,0.256697,0.818579,0.821961,0.745848,100,3.128586,14.607677,0.66601,-1,0.66601,13.857009,0.356302,2.555681,0.001179,-1,20,0.739751,2.148224,9.656425,0.928415,0.000033,0.000033,0.821961,0,1.248887,0.499618,0.001093,0.221864,0.818579,0.000267,-1,0.221864,6.009072,59.922179,-1,0.356302,-1,6.58296,0.485208,60.03,9.076816,0.00004,0.492787,0.767034,2.463066,3.681417,0,0.00001,0.968838,0,0.745848,220314,0.000267,3.227555,0.499618,0.627994,553614,0.000716,0.739751,0.904762,0.000003,0.000005,399638,0.514983,0.000824,119058,119058,9.076816,906498,0.928415,-1,3.128586,0.000013,0.00004,0.000027,0.000027,0.000008,0.000275,0.000013,0.000824,0.128757,-1,3.227555,0,102586,0.06,0.000019,0.000008,0.688888,0.904762,0,0.514983,-1,0.000003,0.00001,4.88,0.787047,-1,0,28.45,0,0.000021
bool/ttp/data-4-3.xml,1,?,?,?,?,?,0.611495,2.395887,0.486746,0.825526,1.026946,0.928016,0.455757,0.75,0.209692,?,1.200159,?,?,0.002356,0.641739,0.256422,1.050046,0.94494,0.000872,?,0.436649,0.266682,0.95067,0.780226,0.474498,?,2.575827,?,0.561264,?,0.561264,?,0.402543,2.78257,0.00537,?,?,0.867575,2.056646,?,0.859636,0.00066,0.00066,0.780226,?,0.858051,0.417404,0.005941,0.197631,0.95067,0.002745,?,0.197631,?,?,?,0.402543,?,?,0.93544,0.67,?,0.000783,0.97247,0.583158,2.369388,3.189591,0,0.000291,0.94494,0,0.474498,15852,0.002745,2.668719,0.417404,0.504327,35884,0.00475,0.867575,0.818182,0.000097,0.000171,17504,1.232535,0.004362,8948,8948,?,39932,0.859636,0.001188,2.575827,0.000286,0.000783,0.000589,0.000589,0.000242,0.002171,0.000286,0.004362,0.194261,0.000171,2.668719,0.010455,4668,0,0.000428,0.000242,0.528254,0.818182,0.761905,1.232535,?,0.000097,0.000291,0.16,0.662233,?,0.522088,0.06,0,0.000427
bool/ttp/circ-8-3.xml,1,58.593063,110.884221,1.414214,1.414214,45.774304,?,?,?,?,?,?,?,?,?,58.28041,?,20.404869,19.522873,?,?,?,?,0.978833,?,100,0.517716,?,0.737274,0.839325,0.880309,100,3.424641,17.033853,0.712889,-1,0.712889,16.165692,0.337635,?,?,-1,28,0.672809,?,7.794416,0.953777,0.000005,0.000005,0.839325,0,?,0.542481,?,0.224436,0.737274,0.000055,-1,0.224436,6.131842,54.225696,-1,0.337635,-1,5.640567,0.386225,?,10.392317,0.000006,0.389245,?,?,3.893416,0,0.000001,0.978833,0,0.880309,?,0.000055,3.485895,0.542481,?,?,0.000216,0.672809,0.935484,0,?,?,0.343053,0.000285,704136,704136,10.392317,7515544,0.953777,?,3.424641,?,0.000006,?,?,0.000001,?,?,0.000285,0.096702,?,3.485895,?,?,?,?,0.000001,0.805038,0.935484,?,0.343053,-1,0,0.000001,?,0.845571,-1,?,?,0,?
bool/ttp/data-10-3.xml,1,59.13629,137.35779,1.414214,1.414214,28.395635,?,?,?,?,?,?,?,?,?,71.270026,?,20.444822,21.196183,?,?,?,?,?,?,100,?,?,?,?,?,100,?,18.379878,?,-1,?,17.594339,?,?,?,-1,36,?,?,8.092757,?,?,?,?,0,?,?,?,?,?,?,-1,?,6.823697,71.604365,-1,?,-1,6.433252,?,?,11.398744,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11.398744,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-1,?,?,?,?,-1,?,?,?,?
bool/course/ss97-6.xml,1,?,?,?,?,?,0.530358,1.057393,0.424271,0.936009,0.768182,0.986369,0.434798,0.882353,0.229542,?,0.952486,?,?,0.008755,0.679793,0.376483,0.279818,0.991223,0.001295,?,0.810483,0.194623,0.725647,0.75963,0.363326,?,3.29625,?,0.605419,?,0.605419,?,0.421399,3.095719,0.004449,?,?,0.653737,2.85149,?,0.957387,0.000732,0.000732,0.75963,?,0.636014,0.516159,0.001988,0.209459,0.725647,0.008709,?,0.209459,?,?,?,0.421399,?,?,0.352859,0.66,?,0.001003,0.358583,0.852298,3.086686,3.369626,0.333333,0.000254,0.991223,0,0.363326,8460,0.008709,3.329772,0.516159,0.723335,27040,0.002608,0.653737,0.95122,0.000095,0.000142,21128,0.435435,0.002926,4780,4780,?,42542,0.957387,0.000831,3.29625,0.000237,0.001003,0.000645,0.000645,0.000223,0.001941,0.000237,0.002926,0.105896,0.000142,3.329772,0.026647,4112,0,0.000486,0.000223,0.717294,0.95122,0.7,0.435435,?,0.000095,0.000254,0.14,0.724019,?,0.787184,0.07,0.333333,0.00058
bool/course/ws97-3.xml,1,45.536547,59.692846,1.414214,1.414106,32.659409,0.510667,0.790077,0.33814,0.970427,0.697539,0.991711,0.547411,0.970588,0.261807,36.25972,0.827245,22.806129,18.913716,0.002238,0.640252,0.390655,0.080541,0.995904,0.000074,100,1.352087,0.095531,0.669479,0.78094,0.414097,100,4.149555,13.994,0.660034,-1,0.660034,13.640358,0.401012,3.451685,0.000477,-1,220,0.640522,3.489849,12.440091,0.985035,0.000033,0.000033,0.78094,0,1.305594,0.55757,0.000177,0.217323,0.669479,0.001826,-1,0.217323,7.522632,67.340591,-1,0.401012,-1,10.862788,0.255697,62.45,11.687813,0.000046,0.257101,1.470907,3.73254,3.709709,0,0.000004,0.995904,0,0.414097,159947,0.001826,4.218946,0.55757,1.378596,1010646,0.000231,0.640522,0.990544,0.000001,0.000002,935315,0.250145,0.000242,88299,88299,11.687813,2299743,0.985035,-1,4.149555,0.000005,0.000046,0.00003,0.00003,0.000004,0.000176,0.000005,0.000242,0.038566,-1,4.218946,0,89352,0.16,0.000022,0.000004,1.269747,0.990544,0,0.250145,-1,0.000001,0.000004,4.49,1.30587,-1,0,21.58,0,0.000029
bool/course/ws97-5.xml,1,?,?,?,?,?,0.508155,0.972595,0.356968,0.970482,0.701893,0.993222,0.512789,0.947368,0.25997,?,0.853552,?,?,0.005503,0.656075,0.401183,0.143986,0.996294,0.000339,?,1.082208,0.114112,0.680337,0.769305,0.401987,?,4.002982,?,0.640679,?,0.640679,?,0.41228,3.469288,0.001662,?,?,0.647091,3.426503,?,0.983699,0.000165,0.000165,0.769305,?,1.051621,0.56711,0.000659,0.212622,0.680337,0.00484,?,0.212622,?,?,?,0.41228,?,?,0.311202,30.22,?,0.000231,0.313435,1.204148,3.636454,3.753976,0,0.000014,0.996294,0,0.401987,36566,0.00484,3.965718,0.56711,1.114861,185836,0.000798,0.647091,0.982906,0.000007,0.000012,162446,0.406002,0.000914,20335,20335,?,384573,0.983699,0.000259,4.002982,0.000025,0.000231,0.000145,0.000145,0.000024,0.000653,0.000031,0.000914,0.049312,0.000018,3.965718,0.02908,18537,0.02,0.000108,0.000024,1.01053,0.982906,0.7,0.406002,?,0.000007,0.000014,0.81,1.037121,?,1.206171,0.94,0,0.000138
bool/course/ss97-4.xml,1,?,?,?,?,?,0.505222,0.720128,0.334528,0.96865,0.681637,0.994008,0.547722,0.97037,0.256996,?,0.823552,?,?,0.002835,0.646192,0.387545,0.074928,0.997132,0.000107,?,1.339094,0.103217,0.66287,0.780658,0.416015,?,3.992832,?,0.658612,?,0.658612,?,0.401259,3.377209,0.000658,?,?,0.634568,3.415116,?,0.984211,0.000048,0.000048,0.780658,?,1.274231,0.552226,0.000276,0.213756,0.66287,0.002612,?,0.213756,?,?,?,0.401259,?,?,0.246798,61.31,?,0.000066,0.247763,1.449809,3.634881,3.591813,0,0.000004,0.997132,0,0.416015,106789,0.002612,4.013985,0.552226,1.348232,646536,0.000316,0.634568,0.989276,0.000002,0.000003,601469,0.192686,0.000334,58902,58902,?,1471650,0.984211,-1,3.992832,0.000008,0.000066,0.000044,0.000044,0.000006,0.000274,0.000008,0.000334,0.04184,-1,4.013985,0,62082,0.09,0.000032,0.000006,1.257858,0.989276,0,0.192686,?,0.000002,0.000004,2.61,1.292141,?,0,10.47,0,0.000041
bool/aim/aim-100-2-0-4.xml,1,?,?,?,?,?,0.50085,31.631579,0.015306,0.479592,0.322133,0.933673,0.09214,0.333333,0.071225,?,0.810608,?,?,0.042105,0.604593,0.040802,31.142857,0.933673,0.049946,?,0.410389,0.484694,0.322133,0.50085,0.09214,?,1.576885,?,0.015306,?,0.015306,?,0.604593,0.692994,0.066327,?,?,0.810608,1.576885,?,0.479592,0.032116,0.032116,0.50085,?,0.091836,0.040802,0.040816,0.071225,0.322133,0.042105,?,0.071225,?,?,?,0.604593,?,?,26.040816,0,?,0.049946,27.571429,0.148877,0.799679,0.692994,0,0.030612,0.933673,0,0.09214,3100,0.042105,0.799679,0.040802,0.410389,6300,0.040816,0.810608,0.333333,0,0,196,19,0.066327,1900,1900,?,5300,0.479592,0.04873,1.576885,0.030612,0.049946,0.032116,0.032116,0.02551,0.02551,0.02551,0.066327,0.484694,0.02551,0.799679,0.071429,95,0,0.021053,0.02551,0.148877,0.333333,0.5,19,?,0,0.030612,0.01,0.091836,?,0.187186,0,0,0.015252
bool/aim/aim-200-2-0-1.xml,1,20.1,33.333333,1.414214,1.414214,66.5,0.486828,33.803371,0.043011,0.459677,0.529314,0.895161,0.130193,0.333333,0.093324,26.65,0.946791,22.257973,11.641149,0.02809,0.635553,0.082861,32.83871,0.895161,0.02806,100,0.385869,0.478495,0.529314,0.486828,0.130193,100,1.501381,9.640245,0.043011,-1,0.043011,9.964341,0.635553,1.158374,0.045699,-1,3,0.946791,1.501381,15.173677,0.459677,0.017231,0.017231,0.486828,0,0.114006,0.082861,0.024194,0.093324,0.529314,0.02809,-1,0.093324,9.997495,33.5,-1,0.635553,-1,11.823582,27.467742,0,10.226412,0.02806,29.080645,0.184449,1.086693,1.158374,0,0.016129,0.895161,0,0.130193,6195,0.02809,1.086693,0.082861,0.385869,12588,0.024194,0.946791,0.333333,0,0,372,20.331461,0.045699,3797,3797,8.643856,10590,0.459677,0.026202,1.501381,0.016129,0.02806,0.017231,0.017231,0.013441,0.016129,0.013441,0.045699,0.478495,0.010753,1.086693,0.040323,178,0,0.011236,0.013441,0.184449,0.333333,0.6,20.331461,-1,0,0.016129,0.03,0.114006,-1,0.231247,0,0,0.007732
bool/aim/aim-50-3-4-1.xml,1,?,?,?,?,?,0.487013,46.8,0.11039,0.506494,0.347329,1,0.108449,0.25,0.078635,?,0.813702,?,?,0.06,0.657853,0.063317,31.272727,1,0.084675,?,0.264193,0.324675,0.347329,0.487013,0.108449,?,1.49782,?,0.11039,?,0.11039,?,0.657853,1.174555,0.11039,?,?,0.813702,1.49782,?,0.506494,0.057792,0.057792,0.487013,?,0.11944,0.063317,0.064935,0.078635,0.347329,0.06,?,0.078635,?,?,?,0.657853,?,?,26.207792,0,?,0.084675,27.636364,0.136287,1.348459,1.174555,0,0.058442,1,0,0.108449,2390,0.06,1.348459,0.063317,0.264193,4970,0.064935,0.813702,0.25,0.012987,0.012987,154,27.8,0.11039,1440,1440,?,4190,0.506494,0.082645,1.49782,0.058442,0.084675,0.057792,0.057792,0.038961,0.045455,0.038961,0.11039,0.324675,0.045455,1.348459,0.11039,50,0,0.04,0.038961,0.136287,0.25,0.363636,27.8,?,0.012987,0.058442,0.01,0.11944,?,0.182317,0,0,0.028701
bool/aim/aim-50-2-0-4.xml,1,?,?,?,?,?,0,-512,-512,-512,0,-512,0,0,0,?,0,?,?,0,0,0,-512,-512,0,?,0,-512,0,0,0,?,0,?,-512,?,-512,?,0,0,0,?,?,0,0,?,-512,0,0,0,?,0,0,0,0,0,0,?,0,?,?,?,0,?,?,-512,0,?,0,-512,0,0,0,0,0,-512,0,0,1545,0,0,0,0,3138,0,0,0,0,0,0,-512,0,947,947,?,2640,-512,0,0,0,0,0,0,0,0,0,0,-512,0,0,0,0,0,0,0,0,0,0,-512,?,0,0,0,0,?,0,0,0,0
bool/aim/aim-200-6-0-3.xml,1,?,?,?,?,?,0.484848,77.875,0.038462,0.500874,0.163024,1,0.064935,0.285714,0.046624,?,0.62976,?,?,0.015,0.597345,0.030794,28.143357,1,0.026075,?,0.232609,0.174825,0.163024,0.484848,0.064935,?,2.053268,?,0.038462,?,0.038462,?,0.597345,1.128079,0.030594,?,?,0.62976,2.053268,?,0.500874,0.014808,0.014808,0.484848,?,0.072932,0.030794,0.015734,0.046624,0.163024,0.015,?,0.046624,?,?,?,0.597345,?,?,23.606643,0.03,?,0.026075,24.83042,0.096877,1.37362,1.128079,0,0.015734,1,0,0.064935,15775,0.015,1.37362,0.030794,0.232609,33340,0.015734,0.62976,0.285714,0.003497,0.003497,1144,45.925,0.030594,9385,9385,?,28150,0.500874,0.021868,2.053268,0.015734,0.026075,0.014808,0.014808,0.009615,0.011364,0.009615,0.030594,0.174825,0.009615,1.37362,0.023601,200,0,0.01,0.009615,0.096877,0.285714,0.190769,45.925,?,0.003497,0.015734,0.1,0.072932,?,0.18301,0,0,0.007369
bool/aim/aim-100-3-4-4.xml,1,?,?,?,?,?,0.477707,47.232323,0.111465,0.525478,0.349567,1,0.10895,0.333333,0.076263,?,0.796703,?,?,0.030303,0.657853,0.04989,30.617834,1,0.044457,?,0.314637,0.315287,0.349567,0.477707,0.10895,?,1.723281,?,0.111465,?,0.111465,?,0.657853,1.166131,0.06051,?,?,0.796703,1.723281,?,0.525478,0.029177,0.029177,0.477707,?,0.12671,0.04989,0.035032,0.076263,0.349567,0.030303,?,0.076263,?,?,?,0.657853,?,?,25.656051,0,?,0.044457,27.057325,0.137706,1.409975,1.166131,0,0.028662,1,0,0.10895,4775,0.030303,1.409975,0.04989,0.314637,9928,0.035032,0.796703,0.333333,0.003185,0.003185,314,28.060606,0.06051,2877,2877,?,8370,0.525478,0.042111,1.723281,0.028662,0.044457,0.029177,0.029177,0.019108,0.028662,0.019108,0.06051,0.315287,0.019108,1.409975,0.05414,99,0,0.020202,0.019108,0.137706,0.333333,0.388889,28.060606,?,0.003185,0.028662,0.02,0.12671,?,0.195989,0,0,0.015023
