@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC

@DATA
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff58.dzn,1,2.344549,1.008075,0.991989,9.831307,1,49,2.325768,1.55882,743,0.021092,13.903096,9.831307,0.067295,0.990654,23.358974,2,1.684737,357.382494,20,0,-0.27998,36376,327527.24224,22.435233,2.017946,4.950202,0.332005,9.667125,4.134441,1.156939,624726,0.952429
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/5Ships.dzn,1,3.013487,1.132597,0.882927,16.955944,5,463,2.660689,41.464452,1590,0.638157,8.937602,1,0.076048,0.527116,0.013072,2,2.403366,101.735662,13,0,0.677524,489501,750881.760939,4.694991,3.696004,6.916152,-1,1.858078,0.4938,1.157256,1015648,1.244891
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/09.dzn,1,5.101911,1.236579,0.808683,7.924813,81,0,4.125828,4.368694,821,0.420737,4.356688,1,0,0.612583,0.028571,1,1.570342,33.284213,9,0,2.233054,243,4303.654687,4.472188,4.853027,11.353048,0.557489,1.077443,1.317199,1.094559,8625,2.005262
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/10.dzn,1,5.113291,1.236579,0.808683,8.174926,100,0,4.13503,4.813023,1001,0.412219,4.355424,1,0,0.610778,0.028571,1,1.582794,35.369401,9,0,2.219026,289,5359.587557,4.472308,4.776876,11.41207,-1,1.074275,1.298467,1.092753,10789,1.996595
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/medium_05.dzn,1,2.887728,0.921671,1.084986,5.426265,5,153,3.133144,2.193825,159,0.860159,2.939948,1,0.399478,0.373938,0.5,0,1.538291,122.09903,6,13,-0.641651,43,534.923833,7.382977,3.572204,21.853786,0.637561,1.843849,1.228753,1.77042,1624,1.621332
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.2.dzn,1,4.731959,0.876289,1.141176,1.036885,1,1200,5.4,0.176749,49,0.00282,8.216495,2,6.190722,0.005882,0.0625,2,0.940475,50.807355,11,0,-62.338349,7,178.042416,5.410631,0.866431,22.185567,0.270588,1.000217,0.585543,1.365459,393,1.786629
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_6.dzn,1,2.536707,1.537332,0.650478,24.253497,0,80,1.650071,0,3201,0,76.185255,24.253497,0.024992,1,5000000.25,0,1.010351,994.393366,153,0,0.988051,20000001,26421667987.75,40.019995,1.396447,27.646361,0.336012,24.253497,1.14605,3.15605,64020003201,0.375475
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/6ShipsMixed.dzn,1,3.050366,1.158721,0.863021,15.708376,5,567,2.632529,42.614001,1449,0.624156,8.487969,1,0.085637,0.520057,0.012903,0,2.529774,109.958634,14,0,0.62244,320401,501114.408082,4.780798,-1,6.387386,-1,1.887802,0.52971,-1,685403,1.285116
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.1.dzn,1,4.675258,0.876289,1.141176,1.036885,1,1200,5.335294,0.176749,49,0.00282,7.768041,2,6.190722,0.005882,0.066667,2,0.943378,50.807355,10,0,-62.353064,7,178.084504,5.345926,0.866431,22.072165,0.270588,1.000217,0.585543,1.365459,393,1.721586
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_5_20_1.dzn,1,5.028169,0.907445,1.101996,6.716793,5,1105,5.54102,2.980295,287,0.543924,7.672032,2,2.263581,0.496674,0.285714,2,0.985038,207.469667,31,2,-21.747981,901,7824.569745,21.105576,3.531697,28.519115,0.515285,3.27153,2.201125,1.290285,16166,1.502457
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_3.dzn,1,2.536707,1.537332,0.650478,24.253497,0,80,1.650071,0,3201,0,76.185255,24.253497,0.024992,1,5000000.25,0,1.010264,994.393366,153,0,0.988051,20000001,26421667987.75,40.019995,1.396447,27.64886,0.336013,24.253497,1.14605,3.156119,64020003201,0.375475
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.1.dzn,1,4.903846,0.875,1.142857,1.034101,1,1404,5.604396,0.170873,53,0.00252,8.096154,2,6.754808,0.005495,0.0625,2,0.943644,54.807355,11,0,-69.604392,7,190.128146,5.614326,0.976799,23.932692,0.274302,1.000187,0.586577,1.371493,421,1.83798
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_20_1.dzn,1,5.721461,0.899543,1.111675,7.227985,5,1905,6.360406,3.193293,367,0.557252,8.611872,2,2.929985,0.497462,0.285714,2,1.013187,251.682057,41,2,-30.795077,1101,11492.003225,26.853431,3.50768,36.748858,0.52213,3.397614,2.087748,1.360711,24541,1.463517
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff59.dzn,1,2.341869,1.011524,0.988608,9.475733,1,32,2.31519,1.004767,781,0.015857,25.861716,9.475733,0.042254,0.987342,24.551724,2,1.311141,254.232599,43,0,-0.090918,19189,265736.270936,21.621886,1.955615,4.09219,0.324505,9.354814,3.905051,1.101121,518909,0.98141
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.2.dzn,1,4.886256,0.876777,1.140541,1.034101,1,1404,5.572973,0.169688,53,0.0025,8.293839,2,6.658768,0.005405,0.0625,2,0.953467,54.807355,11,0,-68.613653,7,193.080697,5.582742,0.864139,23.668246,0.27027,1.000184,0.581067,1.384803,427,1.756217
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.3.dzn,1,5.093596,0.871921,1.146893,1.034101,1,1404,5.841808,0.172904,53,0.002555,8.714286,2,6.921182,0.00565,0.060606,2,0.916728,54.807355,11,0,-71.353348,7,185.012898,5.852019,0.880599,24.70936,0.282486,1.000193,0.596019,1.349332,411,1.8725
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_3_3_30_1.dzn,1,3.839858,0.950178,1.052434,6.056708,5,321,4.041199,2.372341,199,0.511989,5.996441,2,1.24911,0.494382,0.243243,2,1.060765,180.909558,15,2,-9.288786,781,4831.942053,12.247367,3.392545,16.868327,0.521603,3.147076,2.518395,1.237546,9144,1.570187
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model20-3-5.dzn,1,3.74537,1.412037,0.708197,3.139517,5,40,2.652459,14.585228,76,0.28431,8.884259,2,0.189815,0.459016,0.153846,0,0.754759,48.76049,13,5,1.108782,100016,100180.902564,3.738665,2.90504,9.574074,0.53278,1.306239,0.943064,1.144968,100546,0.952347
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model30-4-6.dzn,1,4.808656,1.85877,0.53799,2.978127,5,60,2.58701,20.828948,127,0.358875,11.881549,2,0.138952,0.392157,0.153846,0,0.753422,92.321928,18,8,1.481071,240025,240323.637296,3.944882,3.038005,12.984055,0.606333,1.378036,0.993058,1.444957,241169,0.566937
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_3_20_1.dzn,1,4.27003,0.922849,1.083601,6.210112,5,505,4.62701,2.663326,207,0.524348,6.72997,2,1.557864,0.495177,0.285714,2,0.954104,163.18438,21,2,-12.818364,701,4514.982966,15.1888,3.564783,20.189911,0.50823,3.085834,2.287016,1.199419,8891,1.563305
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model50-4-4.dzn,1,5.153846,1.902834,0.525532,3.307478,5,100,2.708511,27.021675,151,0.390604,13.25776,2,0.136302,0.425532,0.090909,0,0.675835,168.681367,18,10,1.376153,300041,300533.366234,4.492383,3.116492,23.465587,0.695121,1.477287,0.84223,1.92759,302051,0.432651
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model55-3-12.dzn,1,4.660752,1.699374,0.588452,3.443816,5,110,2.742629,30.584922,254,0.408632,11.681628,2,0.115866,0.425676,0.083333,0,0.997887,192.853702,17,11,1.196414,220045,220741.082234,4.65896,2.97219,16.279749,0.70576,1.501355,0.654813,2.072155,222564,0.517291
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_01.dzn,1,2.955836,1.192429,0.838624,6.129283,5,130,2.478836,2.460887,67,0.777129,4.444795,1,0.410095,0.460317,0.5,0,1.690173,178.232075,6,4,-1.055595,70,521.496187,7.389592,3.10533,12.700315,0.404373,2.582405,1.207826,1.314011,2397,1.207877
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_03.dzn,1,2.69391,1.073718,0.931343,6.209453,5,252,2.508955,2.803522,140,0.835597,3.753205,1,0.403846,0.373134,0.5,0,1.924432,165.817427,6,12,-1.275732,74,903.404984,6.831665,3.517595,13.346154,0.409185,2.207584,1.227816,1.692347,3476,1.489925
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/11.dzn,1,5.122236,1.236486,0.808743,8.405141,121,0,4.142573,5.26117,1199,0.404559,4.354423,1,0,0.60929,0.028571,1,1.592371,37.414795,9,0,2.207318,339,6546.180317,4.472285,4.704956,11.46683,-1,1.071664,1.283072,1.090971,13239,1.989362
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.15.dzn,1,3.219451,1.38404,0.722523,19.507593,100,69,2.326126,10.606967,201,0.493897,10.209476,2,0.187032,0.81982,1,1,0.476541,117.045556,24,0,0.93785,2850001,4320992.766667,16.148415,3.631813,4.294264,0.510616,7.049724,2.603237,0.507939,5868121,1.501674
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_30_1.dzn,1,6.02439,0.905308,1.104596,7.520102,5,2245,6.654517,3.369892,407,0.559529,8.404591,2,3.263989,0.497623,0.285714,2,1.023917,295.846038,41,2,-35.221114,1301,20327.272533,28.892785,3.464376,38.470588,0.523843,3.595807,2.15475,1.374427,42151,1.472889
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m12_10_20.dzn,1,2.351576,0.710237,1.407981,11.184066,1451,144,3.310974,8.002356,4093,0.020927,17.040557,15.354835,0.035671,1,10.357143,2,0.850788,93.338818,35,0,0.677107,112230,471733.071429,24.681079,1.666144,10.353286,0.147815,7.557873,1.610349,1.2359,896279,1.44608
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.2.dzn,1,3.201995,1.366584,0.731752,19.507593,100,69,2.343066,10.606967,201,0.497307,10.209476,2,0.187032,0.817518,1,1,0.476541,117.045556,24,0,0.892744,2850001,4321097.358333,16.224959,3.592593,4.294264,0.503134,7.010044,2.558131,0.501762,5868121,1.474449
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.7.dzn,1,3.209476,1.374065,0.727768,19.507593,100,69,2.335753,10.606967,201,0.495838,10.209476,2,0.187032,0.818512,1,1,0.476541,117.045556,24,0,0.915823,2850001,4321052.986111,16.191916,3.61485,4.294264,0.506378,7.027173,2.58121,0.504611,5868121,1.486528
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_3_20_1.dzn,1,4.736721,0.91224,1.096203,6.482982,5,841,5.192405,2.866642,255,0.537062,7.295612,2,1.988453,0.496203,0.285714,2,0.972249,189.766253,27,2,-18.25658,821,6457.783422,18.777219,3.415935,25.205543,0.512274,3.208505,1.977121,1.256492,13124,1.523441
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.12.dzn,1,3.219451,1.38404,0.722523,19.507593,100,69,2.326126,10.606967,201,0.493897,10.209476,2,0.187032,0.81982,1,1,0.476541,117.045556,24,0,0.93785,2850001,4320992.766667,16.148415,3.631813,4.294264,0.510616,7.049724,2.603237,0.507939,5868121,1.501674
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.6.dzn,1,3.172691,1.369478,0.730205,19.520605,64,47,2.316716,8.55969,129,0.490018,9.799197,2,0.208835,0.824047,1,1,0.477045,97.603023,24,0,0.961643,2280001,3451519.016667,16.302541,3.632018,4.200803,0.515784,7.134658,2.724463,0.513883,4667581,1.515303
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.3.dzn,1,3.204489,1.369077,0.730419,19.507593,100,69,2.340619,10.606967,201,0.496816,10.209476,2,0.187032,0.817851,1,1,0.476541,117.045556,24,0,0.899614,2850001,4321084.680556,16.213905,3.608226,4.294264,0.504232,7.015774,2.565001,0.503233,5868121,1.478548
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixedUnconst.dzn,1,3.046889,1.153488,0.866935,15.818439,5,675,2.641456,45.904142,1752,0.624301,8.708988,1,0.085732,0.520924,0.012821,0,2.412772,126.54751,14,0,0.578711,408001,635920.015094,4.810622,-1,6.853048,-1,1.890188,0.516456,-1,867849,1.265995
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_4.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25,0,1.010018,994.393366,153,0,0.989393,20000001,26420001321,40.024923,1.397661,27.666354,0.336013,24.253497,1.147392,3.156528,64020003201,0.375549
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixed.dzn,1,3.046889,1.153488,0.866935,15.884779,5,675,2.641456,45.97092,1752,0.624775,8.708988,1,0.085732,0.520924,0.012821,0,2.412772,127.078236,14,0,0.578711,427201,665186.68176,4.810983,-1,6.853048,-1,1.89033,0.516456,-1,907369,1.265995
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_10.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25,0,1.010018,994.393366,153,0,0.989393,20000001,26420001321,40.024923,1.397661,27.666354,0.336013,24.253497,1.147392,3.156528,64020003201,0.375549
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_2.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25,0,1.010018,994.393366,153,0,0.989393,20000001,26420001321,40.024923,1.397661,27.666354,0.336013,24.253497,1.147392,3.156528,64020003201,0.375549
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model90-18-20.dzn,1,5.278203,2.080315,0.480697,4.874947,5,180,2.537214,69.311839,871,0.542648,5.888843,2,0.037466,0.38209,0.060606,0,1.279325,443.620154,9,30,1.341519,5100061,5103555.869032,5.025886,-1,17.058166,-1,1.719131,0.521534,-1,5113771,0.332505
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_5.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25,0,1.010018,994.393366,153,0,0.989393,20000001,26420001321,40.024923,1.397661,27.666354,0.336013,24.253497,1.147392,3.156528,64020003201,0.375549
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model100-21-12.dzn,1,5.321983,2.054912,0.486639,5.056894,5,200,2.589884,74.705763,713,0.540863,5.654127,2,0.035835,0.424779,0.090909,0,1.044891,510.746284,11,34,1.69721,6800069,6804121.323771,5.472325,-1,23.344268,-1,1.837974,0.537781,-1,6816525,0.233285
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25,0,1.010018,994.393366,153,0,0.989393,20000001,26420001321,40.024923,1.397661,27.666354,0.336013,24.253497,1.147392,3.156528,64020003201,0.375549
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_7.dzn,1,2.536707,1.537332,0.650478,24.253497,0,80,1.650071,0,3201,0,76.185255,24.253497,0.024992,1,5000000.25,0,1.009887,994.393366,153,0,0.988051,20000001,26421667987.75,40.019995,1.396293,27.641987,0.335981,24.253497,1.14605,3.154918,64020003201,0.375475
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_1.dzn,1,2.573034,1.574282,0.63521,24.253497,0,40,1.634417,0,801,0,36.126092,24.253497,0.049938,1,5000000.25,0,0.988801,509.323431,73,0,0.982931,20000001,6553333661,39.640331,1.693447,14.332085,0.342183,24.253497,1.248695,2.223857,16020000801,0.60143
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_10.dzn,1,2.573034,1.574282,0.63521,24.253497,0,40,1.634417,0,801,0,36.126092,24.253497,0.049938,1,5000000.25,0,0.988801,509.323431,73,0,0.982931,20000001,6553333661,39.640331,1.693447,14.332085,0.342183,24.253497,1.248695,2.223857,16020000801,0.60143
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_7.dzn,1,2.573034,1.574282,0.63521,24.253497,0,40,1.634417,0,801,0,36.126092,24.253497,0.049938,1,5000000.25,0,0.988801,509.323431,73,0,0.982931,20000001,6553333661,39.640331,1.693447,14.332085,0.342183,24.253497,1.248695,2.223857,16020000801,0.60143
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_8.dzn,1,2.573034,1.574282,0.63521,24.253497,0,40,1.634417,0,801,0,36.126092,24.253497,0.049938,1,5000000.25,0,0.988801,509.323431,73,0,0.982931,20000001,6553333661,39.640331,1.693447,14.332085,0.342183,24.253497,1.248695,2.223857,16020000801,0.60143
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/13.dzn,1,5.135338,1.236179,0.808945,8.816984,169,0,4.154204,6.164847,1649,0.391243,4.352941,1,0,0.606977,0.028571,1,1.605694,41.408405,9,0,2.188904,451,9327.343448,4.471983,4.584811,11.56789,-1,1.067608,1.259245,1.087741,19045,1.977948
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_6.dzn,1,2.573034,1.574282,0.63521,24.253497,0,40,1.634417,0,801,0,36.126092,24.253497,0.049938,1,5000000.25,0,0.988801,509.323431,73,0,0.982931,20000001,6553333661,39.640331,1.693447,14.332085,0.342183,24.253497,1.248695,2.223857,16020000801,0.60143
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/12.dzn,1,5.129433,1.236345,0.808836,8.618386,144,0,4.148869,5.712071,1415,0.397605,4.353611,1,0,0.60804,0.028571,1,1.599829,39.426246,9,0,2.197405,393,7867.432418,4.472167,4.646172,11.518509,-1,1.069474,1.270189,1.089292,15987,1.983226
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_8.dzn,1,2.53702,1.537332,0.650478,24.253497,0,80,1.650274,0,3201,0,76.18463,24.253497,0.024992,1,5000000.25,0,1.010018,994.393366,153,0,0.989393,20000001,26420001321,40.024923,1.397661,27.666354,0.336013,24.253497,1.147392,3.156528,64020003201,0.375549
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_2.dzn,1,2.52451,1.524927,0.655769,24.253497,0,120,1.655496,-1,7201,0,116.206221,24.253497,0.016664,1,5000000.25,0,1.017107,1479.463301,233,0,0.990993,20000001,59623336314.5,40.151563,-1,40.98403,-1,24.253497,1.106092,-1,144020007201,0.278617
