@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC

@DATA
aim-200-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,309,0.040553,200,200
aim-200-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,316,0.042663,200,200
aim-200-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,386,0.046533,200,200
aim-200-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,382,0.046482,200,200
aim-200-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,387,0.046482,200,200
aim-200-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,389,0.046533,200,200
aim-200-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,389,0.05206,200,200
aim-200-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,383,0.051658,200,200
aim-200-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,388,0.051859,200,200
aim-200-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,392,0.052462,200,200
aim-200-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,646,0.077889,200,200
aim-200-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,636,0.076985,200,200
aim-200-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,641,0.077387,200,200
aim-200-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,643,0.077236,200,200
aim-200-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,1152,0.152261,200,200
aim-200-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,1169,0.153467,200,200
aim-200-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,1152,0.153166,200,200
aim-200-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,1156,0.152261,200,200
aim-50-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,77,0.14449,50,50
aim-50-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,76,0.14449,50,50
aim-50-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,78,0.142857,50,50
aim-50-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,77,0.140408,50,50
aim-50-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,69,0.142041,50,50
aim-50-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,77,0.155102,50,50
aim-50-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,70,0.142857,50,50
aim-50-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,76,0.157551,50,50
aim-50-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,94,0.177959,50,50
aim-50-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,96,0.17551,50,50
aim-50-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,96,0.179592,50,50
aim-50-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,94,0.166531,50,50
aim-50-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,97,0.201633,50,50
aim-50-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,94,0.195918,50,50
aim-50-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,92,0.190204,50,50
aim-50-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,95,0.190204,50,50
aim-50-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,156,0.286531,50,50
aim-50-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,161,0.28898,50,50
aim-50-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,161,0.292245,50,50
aim-50-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,159,0.277551,50,50
aim-50-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,290,0.453878,50,50
aim-50-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,284,0.440816,50,50
aim-50-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,268,0.427755,50,50
aim-50-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,273,0.441633,50,50
ash331GPIA-3.xml.watchless.minion.gz,1,0,0.01911,662,662
ash331GPIA-4.xml.watchless.minion.gz,1,0,0.01911,662,662
ash608GPIA-3.xml.watchless.minion.gz,1,0,0.010618,1216,1216
ash608GPIA-4.xml.watchless.minion.gz,1,0,0.010618,1216,1216
ash958GPIA-3.xml.watchless.minion.gz,1,0,0.006817,1916,1916
ash958GPIA-4.xml.watchless.minion.gz,1,0,0.006817,1916,1916
bf-0432-007_ext.xml.minion.converted.minion.gz,1,1942,0.006013,970,970
bf-1355-075_ext.xml.minion.converted.minion.gz,1,2047,0.002226,1818,1818
bf-1355-638_ext.xml.minion.converted.minion.gz,1,339,0.004439,532,532
bf-2670-001_ext.xml.minion.converted.minion.gz,1,1354,0.00222,1244,1244
BlackHole-4-13-e-0_ext.xml.minion.converted.minion.gz,1,4216,0.195838,208,208
BlackHole-4-13-e-1_ext.xml.minion.converted.minion.gz,1,4216,0.195838,208,208
BlackHole-4-13-e-2_ext.xml.minion.converted.minion.gz,1,4216,0.195838,208,208
BlackHole-4-13-e-3_ext.xml.minion.converted.minion.gz,1,4216,0.195838,208,208
BlackHole-4-13-m-0_ext.xml.minion.converted.minion.gz,1,4216,0.195838,208,208
BlackHole-4-13-m-1_ext.xml.minion.converted.minion.gz,1,4216,0.195838,208,208
BlackHole-4-13-m-2_ext.xml.minion.converted.minion.gz,1,4216,0.195838,208,208
BlackHole-4-4-e-0_ext.xml.minion.converted.minion.gz,1,430,0.213294,64,64
BlackHole-4-4-e-0_ext.xml.minion.conv.minion,1,430,0.213294,64,64
BlackHole-4-4-e-1_ext.xml.minion.converted.minion.gz,1,430,0.213294,64,64
BlackHole-4-4-e-1_ext.xml.minion.conv.minion,1,430,0.213294,64,64
BlackHole-4-4-e-2_ext.xml.minion.converted.minion.gz,1,430,0.213294,64,64
BlackHole-4-4-e-2_ext.xml.minion.conv.minion,1,430,0.213294,64,64
BlackHole-4-4-e-3_ext.xml.minion.converted.minion.gz,1,430,0.213294,64,64
BlackHole-4-4-e-3_ext.xml.minion.conv.minion,1,430,0.213294,64,64
BlackHole-4-4-e-4_ext.xml.minion.converted.minion.gz,1,430,0.213294,64,64
BlackHole-4-4-e-4_ext.xml.minion.conv.minion,1,430,0.213294,64,64
BlackHole-4-4-e-5_ext.xml.minion.converted.minion.gz,1,430,0.213294,64,64
BlackHole-4-4-e-5_ext.xml.minion.conv.minion,1,430,0.213294,64,64
BlackHole-4-4-e-6_ext.xml.minion.converted.minion.gz,1,430,0.213294,64,64
BlackHole-4-4-e-6_ext.xml.minion.conv.minion,1,430,0.213294,64,64
BlackHole-4-4-e-7_ext.xml.minion.converted.minion.gz,1,430,0.213294,64,64
BlackHole-4-4-e-7_ext.xml.minion.conv.minion,1,430,0.213294,64,64
BlackHole-4-4-e-8_ext.xml.minion.converted.minion.gz,1,430,0.213294,64,64
BlackHole-4-4-e-8_ext.xml.minion.conv.minion,1,430,0.213294,64,64
BlackHole-4-4-e-9_ext.xml.minion.converted.minion.gz,1,430,0.213294,64,64
BlackHole-4-4-e-9_ext.xml.minion.conv.minion,1,430,0.213294,64,64
BlackHole-4-7-e-0_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-e-1_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-e-2_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-e-3_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-e-4_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-e-5_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-e-6_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-e-7_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-e-8_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-e-9_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-h-0_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-h-1_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-h-2_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-h-3_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-h-4_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-h-5_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-h-6_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-h-7_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-h-8_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
BlackHole-4-7-h-9_ext.xml.minion.converted.minion.gz,1,1260,0.202703,112,112
bqwh-15-106-0_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-10_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-11_ext.xml.minion.converted.minion.gz,1,606,0.108895,106,106
bqwh-15-106-11_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-13_ext.xml.minion.converted.minion.gz,1,575,0.103324,106,106
bqwh-15-106-13_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-14_glb.xml.minion.conv.minion,1,0,0.115903,106,106
bqwh-15-106-15_ext.xml.minion.converted.minion.gz,1,590,0.10602,106,106
bqwh-15-106-15_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-17_ext.xml.minion.converted.minion.gz,1,594,0.106739,106,106
bqwh-15-106-18_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-19_ext.xml.minion.converted.minion.gz,1,581,0.104403,106,106
bqwh-15-106-19_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-1_ext.xml.minion.converted.minion.gz,1,577,0.103684,106,106
bqwh-15-106-1_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-20_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-21_ext.xml.minion.converted.minion.gz,1,563,0.101168,106,106
bqwh-15-106-21_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-22_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-23_ext.xml.minion.converted.minion.gz,1,578,0.103863,106,106
bqwh-15-106-23_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-24_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-25_ext.xml.minion.converted.minion.gz,1,595,0.106918,106,106
bqwh-15-106-25_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-26_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-27_ext.xml.minion.converted.minion.gz,1,574,0.103145,106,106
bqwh-15-106-28_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-29_ext.xml.minion.converted.minion.gz,1,586,0.105301,106,106
bqwh-15-106-29_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-2_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-30_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-31_ext.xml.minion.converted.minion.gz,1,602,0.108176,106,106
bqwh-15-106-31_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-32_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-33_ext.xml.minion.converted.minion.gz,1,580,0.104223,106,106
bqwh-15-106-33_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-34_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-35_ext.xml.minion.converted.minion.gz,1,624,0.112129,106,106
bqwh-15-106-35_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-36_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-37_ext.xml.minion.converted.minion.gz,1,562,0.100988,106,106
bqwh-15-106-37_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-38_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-39_ext.xml.minion.converted.minion.gz,1,609,0.109434,106,106
bqwh-15-106-39_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-3_ext.xml.minion.converted.minion.gz,1,598,0.107457,106,106
bqwh-15-106-3_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-40_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-41_ext.xml.minion.converted.minion.gz,1,575,0.103324,106,106
bqwh-15-106-41_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-42_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-43_ext.xml.minion.converted.minion.gz,1,586,0.105301,106,106
bqwh-15-106-43_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-44_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-45_ext.xml.minion.converted.minion.gz,1,613,0.110153,106,106
bqwh-15-106-45_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-46_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-47_ext.xml.minion.converted.minion.gz,1,584,0.104942,106,106
bqwh-15-106-47_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-48_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-49_ext.xml.minion.converted.minion.gz,1,591,0.106199,106,106
bqwh-15-106-49_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-4_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-50_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-51_ext.xml.minion.converted.minion.gz,1,605,0.108715,106,106
bqwh-15-106-51_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-53_ext.xml.minion.converted.minion.gz,1,596,0.107098,106,106
bqwh-15-106-53_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-54_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-55_ext.xml.minion.converted.minion.gz,1,606,0.108895,106,106
bqwh-15-106-55_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-56_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-57_ext.xml.minion.converted.minion.gz,1,592,0.106379,106,106
bqwh-15-106-57_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-58_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-59_ext.xml.minion.converted.minion.gz,1,606,0.108895,106,106
bqwh-15-106-59_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-5_ext.xml.minion.converted.minion.gz,1,587,0.105481,106,106
bqwh-15-106-5_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-60_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-61_ext.xml.minion.converted.minion.gz,1,600,0.107817,106,106
bqwh-15-106-61_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-62_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-63_ext.xml.minion.converted.minion.gz,1,587,0.105481,106,106
bqwh-15-106-63_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-65_ext.xml.minion.converted.minion.gz,1,583,0.104762,106,106
bqwh-15-106-65_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-66_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-67_ext.xml.minion.converted.minion.gz,1,585,0.105121,106,106
bqwh-15-106-67_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-68_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,1,608,0.109254,106,106
bqwh-15-106-69_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,612,0.109973,106,106
bqwh-15-106-71_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,576,0.103504,106,106
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,1,616,0.110692,106,106
bqwh-15-106-75_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-76_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,1,593,0.106559,106,106
bqwh-15-106-77_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-78_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,1,589,0.10584,106,106
bqwh-15-106-79_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,1,582,0.104582,106,106
bqwh-15-106-7_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-80_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-81_ext.xml.minion.converted.minion.gz,1,591,0.106199,106,106
bqwh-15-106-81_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-83_ext.xml.minion.converted.minion.gz,1,603,0.108356,106,106
bqwh-15-106-83_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-84_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-85_ext.xml.minion.converted.minion.gz,1,590,0.10602,106,106
bqwh-15-106-85_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-86_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-87_ext.xml.minion.converted.minion.gz,1,579,0.104043,106,106
bqwh-15-106-87_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-88_glb.xml.minion.conv.minion,1,0,0.115723,106,106
bqwh-15-106-89_ext.xml.minion.converted.minion.gz,1,600,0.107817,106,106
bqwh-15-106-89_glb.xml.minion.conv.minion,1,?,?,?,?
bqwh-15-106-8_glb.xml.minion.conv.minion,1,?,?,?,?
