@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Running_Avg_LBD-4 NUMERIC
@ATTRIBUTE Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Literals_in_Loop_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-1 NUMERIC
@ATTRIBUTE Learnt_from_Conflict-1 NUMERIC
@ATTRIBUTE Other_Constraints NUMERIC
@ATTRIBUTE Avg_LBD_Levels-1 NUMERIC
@ATTRIBUTE Frac_Ternary_Constraints NUMERIC
@ATTRIBUTE Frac_Other_Constraints NUMERIC
@ATTRIBUTE Choices-1 NUMERIC
@ATTRIBUTE Conflicts/Choices-1 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-1 NUMERIC
@ATTRIBUTE Removed_Nogoods-1 NUMERIC
@ATTRIBUTE Learnt_Binary-1 NUMERIC
@ATTRIBUTE Learnt_Ternary-1 NUMERIC
@ATTRIBUTE Learnt_Others-1 NUMERIC
@ATTRIBUTE Running_Avg_LBD-1 NUMERIC
@ATTRIBUTE Choices-2 NUMERIC
@ATTRIBUTE Conflicts/Choices-2 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-2 NUMERIC
@ATTRIBUTE Avg_LBD_Levels-2 NUMERIC
@ATTRIBUTE Running_Avg_Conflictlevel-1 NUMERIC
@ATTRIBUTE Longest_Backjumping-1 NUMERIC
@ATTRIBUTE Avg_Skipped_Levels_while_Backjumping-1 NUMERIC
@ATTRIBUTE Frac_Learnt_Binary-1 NUMERIC
@ATTRIBUTE Frac_Removed_Nogood-1 NUMERIC
@ATTRIBUTE Frac_Learnt_Ternary-1 NUMERIC
@ATTRIBUTE Skipped_Levels_while_Backjumping-1 NUMERIC

@DATA
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_15_15_t9.lp.gz,1,?,?,?,?,?,?,?,?,?,1349,?,0.0023,0.0816,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00750.23.gz,1,6.43,0,0,303,0,1,0,1,32,128,6.0938,0.243,0.0419,45,0.7111,9.4688,0,0,1,31,1.95,101,0.6634,10.8657,6.4478,3.03,3,1.1875,0,0,0.0312,38
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00675.13.gz,1,7.01,0,0,383,0,1,0,1,32,130,5.2188,0.2418,0.0464,45,0.7111,7.1875,0,0,1,31,1.67,92,0.7174,9.2879,6.4545,2.3,3,1.3125,0,0,0.0312,42
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00825.25.gz,1,6.85,0,0,341,0,1,0,1,32,141,5.25,0.2402,0.0418,42,0.7619,6.75,0,0,2,30,1.68,105,0.619,9.3692,6.2923,2.16,3,1.1875,0,0,0.0625,38
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00675.26.gz,1,6.35,0,0,380,0,1,0,1,32,128,6.6562,0.2419,0.0458,50,0.64,10.3438,0,0,2,30,2.13,96,0.6667,10.3438,6.8125,3.31,4,1.2812,0,0,0.0625,41
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.00700.1.gz,1,6.86,0,0,448,0,1,0,1,32,131,5.125,0.2483,0.0468,45,0.7111,6.25,0,1,0,31,1.64,95,0.6737,8.1406,5.6406,2,3,1.1875,0.0312,0,0,38
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.00700.15.gz,1,8.31,0,0,564,0,1,0,1,33,138,9.4242,0.2493,0.0478,54,0.6111,14.2727,0,0,0,33,3.11,108,0.6019,13.4462,8.6308,4.71,5,1.303,0,0,0,43
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.01100.8.gz,1,7.16,0,0,380,0,1,0,1,32,187,6.6562,0.2411,0.0412,49,0.6531,8.875,0,0,0,32,2.13,109,0.6147,12.3582,7.7463,2.84,4,1.2812,0,0,0,41
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n50-unsat-b16.lp.gz,1,12.2,2,0.0588,911,66,0.9324,0.0676,0.9412,32,724,11.2812,0,0.1525,47,0.6809,12.5,0,0,0,34,3.61,104,0.6346,12.2424,10.6818,4,2,1.125,0,0,0,36
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n50-unsat-b6.lp.gz,1,10.15,1,0.0286,980,62,0.9405,0.0595,0.9714,34,709,10.1765,0,0.1544,48,0.7083,11.4706,0,0,0,35,3.46,90,0.7333,11.9091,10.8182,3.9,2,1.0882,0,0,0,37
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n60-sat-b18.lp.gz,1,12.35,1,0.0303,1043,29,0.9729,0.0271,0.9697,32,987,14.8438,0,0.1546,54,0.5926,17.5312,0,0,0,33,4.75,108,0.5926,14.5312,11.8594,5.61,4,1.2188,0,0,0,39
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/20.1.schur.gz,1,7.58,0,0,653,0,1,0,1,32,211,9.3125,0.8541,0.0118,53,0.6038,13.5312,0,0,0,32,2.98,114,0.5614,14.6094,9.625,4.33,5,1.3125,0,0,0,42
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.10.schur.gz,1,12.2,0,0,662,0,1,0,1,32,225,11,0.8835,0.0119,54,0.5926,16.375,0,0,0,32,3.52,120,0.5333,17.7188,11.2344,5.24,3,1.2812,0,0,0,41
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/20.13.schur.gz,1,7.01,0,0,585,0,1,0,1,32,212,11.5,0.8541,0.0118,70,0.4571,19,0,0,0,32,3.68,129,0.5039,18.5077,9.6615,6.08,9,1.8125,0,0,0,58
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.17.schur.gz,1,10.81,0,0,621,0,1,0,1,32,226,8.875,0.8836,0.012,59,0.5424,15.5312,0,0,0,32,2.84,119,0.5546,18.6515,10.197,4.97,3,1.375,0,0,0,44
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.16.schur.gz,1,8.74,0,0,514,0,1,0,1,32,226,9,0.8818,0.0121,59,0.5424,12.8125,0,0,0,32,2.88,118,0.5424,13.875,8.3438,4.1,5,1.5625,0,0,0,50
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w4_g6_s4.dlv.dat.lp.gz,1,16.89,0,0,731,0,1,0,1,33,1620,18.7273,0.2356,0.0576,145,0.2276,114.2727,0,0,0,33,6.18,271,0.2399,104.1538,17.8769,37.71,1,1,0,0,0,33
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w8_g4_s2.dlv.dat.lp.gz,1,13.03,0,0,454,0,1,0,1,32,444,12.8438,0.2224,0.1102,125,0.256,73.5938,0,0,0,32,4.11,303,0.2178,81.9091,12.2121,23.55,7,1.6875,0,0,0,54
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w6_g6_s3.dlv.dat.lp.gz,1,16.81,0,0,687,0,1,0,1,35,1359,16.2,0.2355,0.0581,216,0.162,144.8857,0,0,0,35,5.67,435,0.1586,158.3768,17.1884,50.71,4,1.0857,0,0,0,38
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward2/t31.dat.gz,1,5,0,0,416,0,1,0,1,32,12344,2.9688,0.081,0.6575,59,0.5424,28.9062,0,1,3,28,0.95,184,0.3533,27.3846,5,9.25,2,1.0312,0.0312,0,0.0938,33
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward2/t29.dat.gz,1,3.89,0,0,137,0,1,0,1,32,11504,2.9062,0.0817,0.6568,108,0.2963,12,0,6,10,16,0.93,212,0.3019,10.8906,3,3.84,27,2.5,0.1875,0,0.3125,80
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SolitaireForward/solitare_forward_t24.lp.gz,1,3.62,0,0,111,0,1,0,1,32,3679,3.25,0.0628,0.1394,101,0.3168,59,0,6,11,15,1.04,238,0.2689,45.7812,3.4219,18.88,5,1.3125,0.1875,0,0.3438,42
FolioSuite/ASP-Comp-2007-Lparse/SLparse/Su-Doku/sudoku378.lp.gz,1,?,0,0,442,0,1,0,1,32,703,3.9062,0.0001,0.0032,64,0.5,9.0312,0,4,2,26,1.25,125,0.52,6.9077,3.6462,2.89,10,1.7188,0.125,0,0.0625,55
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.39_6.gz,1,4.26,0,0,564,0,1,0,1,35,154,12.2286,0.2894,0.0078,186,0.1882,39.2571,0,1,1,33,4.28,535,0.1252,30.8358,7.6866,13.74,31,4.3143,0.0286,0,0.0286,151
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.36_6.gz,1,2.99,0,0,96,0,1,0,1,32,142,2.0625,0.2894,0.0078,140,0.2286,22.375,0,15,4,13,0.66,382,0.1675,16.8906,2.1094,7.16,29,3.375,0.4688,0,0.125,108
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.33_6.gz,1,4.35,0,0,51,0,1,0,1,32,130,1.5312,0.2893,0.0078,137,0.2336,10.375,0,14,1,17,0.49,241,0.2697,12.4462,2.6154,3.32,27,4.2188,0.4375,0,0.0312,135
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.41_7.gz,1,4.11,0,0,330,0,1,0,1,33,163,5.1515,0.2897,0.0063,220,0.15,28.6667,0,1,1,31,1.7,382,0.1728,24.7576,4.5,9.46,34,6.3333,0.0303,0,0.0303,209
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.16_50.6.gz,1,3.03,0,0,90,0,1,0,1,33,134,2.0606,0.2894,0.0078,155,0.2129,18.8182,0,17,2,14,0.68,282,0.2305,13.8923,2.1538,6.21,30,4.697,0.5152,0,0.0606,155
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/tsp_rand_70_300_1155482584_11.gph.gz,1,32.39,0,0,2468,0,1,0,1,33,206,34.697,0.1315,0.0897,89,0.3708,41.3636,0,0,0,33,11.45,249,0.261,66.1692,35.3692,13.65,5,1.4242,0,0,0,47
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/tsp_rand_70_300_1155482584_8.gph.gz,1,?,0,0,2113,0,1,0,1,32,204,27.5,0.1314,0.089,84,0.381,45.0625,0,0,0,32,8.8,213,0.3052,58.8308,31.0154,14.42,2,1.1875,0,0,0,38
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/rand_80_340_1159656267_13.gph.gz,1,?,0,0,2564,0,1,0,1,32,239,32.1875,0.1311,0.0916,82,0.3902,47.5625,0,0,0,32,10.3,198,0.3232,48.0938,30.4844,15.22,3,1.25,0,0,0,40
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/tsp_rand_70_300_1155482584_5.gph.gz,1,24.12,0,0,2006,0,1,0,1,32,209,23.1875,0.1318,0.0912,77,0.4156,41.5,0,0,0,32,7.42,204,0.3137,41.2188,22.7188,13.28,3,1.1875,0,0,0,38
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightBoundedDominatingSetSuite/rand_200_800_1159728969_10.gph.gz,1,50.15,0,0,2569,0,1,0,1,33,307,38.1818,0.1682,0.2902,79,0.4177,41.4545,0,0,0,33,12.6,193,0.3368,60.3538,44.4,13.68,5,1.1818,0,0,0,39
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightBoundedDominatingSetSuite/rand_150_600_1159731678_7.gph.gz,1,37.36,0,0,1869,0,1,0,1,32,226,27.3438,0.1611,0.3009,70,0.4571,30.0625,0,0,0,32,8.75,172,0.3721,46.7812,33.0781,9.62,3,1.3125,0,0,0,42
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976043347.dat.data.gz,1,3.09,0,0,221,0,1,0,1,32,222,4.2188,0,1,59,0.5424,16.375,0,0,1,31,1.35,99,0.6465,9.6719,3.375,5.24,9,1.4375,0,0,0.0312,46
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976049584.dat.data.gz,1,3.12,0,0,229,0,1,0,1,34,222,5.7941,0,1,53,0.6415,10.3235,0,0,0,34,1.97,104,0.6346,7.9242,4.7273,3.51,2,1.3235,0,0,0,45
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976048738.dat.data.gz,1,4.06,0,0,270,0,1,0,1,32,222,6.9375,0,1,58,0.5517,25.1875,0,0,0,32,2.22,129,0.4961,20.9375,5.8594,8.06,7,1.1875,0,0,0,38
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976048051.dat.data.gz,1,?,0,0,590,0,1,0,1,32,222,10.625,0,1,66,0.4848,32.9375,0,0,0,32,3.4,113,0.5752,19.1077,7.1538,10.54,2,1.1875,0,0,0,38
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedSpanningTree/209_rand_45_138_1119571853_0.gph.gz,1,7.41,0,0,32,0,1,0,1,32,259,1,0.9705,0.0018,437,0.0732,13.6562,0,0,0,32,0.32,949,0.0674,18.1094,2.0312,4.37,15,13.6562,0,0,0,437
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedSpanningTree/207_rand_35_138_2077119725_0.gph.gz,1,9.72,0,0,32,0,1,0,1,32,220,1,0.9685,0.0025,84,0.381,2.625,0,0,0,32,0.32,176,0.3636,9.125,4.7812,0.84,4,2.625,0,0,0,84
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence3-ss2.gz,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence4-ss1.gz,1,?,0,0,32,0,1,0,1,32,68406,1,0.0968,0.0878,49,0.6531,1.5312,0,0,0,32,0.32,136,0.4706,2.8594,1.6875,0.49,5,1.5312,0,0,0,49
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence1-ss1.gz,1,?,?,?,?,?,?,?,?,?,229,?,0.211,0.0064,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence4-ss4.gz,1,4.75,0,0,13620,0,1,0,1,32,68428,6.875,0.0956,0.0865,73,0.4384,9.2812,0,2,1,29,2.2,138,0.4638,10.4375,6.2969,2.97,11,2.1875,0.0625,0,0.0312,70
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence2-ss2.gz,1,2.31,0,0,8188,0,1,0,1,32,7664,9.4062,0.1544,0.0529,47,0.6809,10.5,0,2,0,30,3.01,91,0.7033,6.7969,5.8594,3.36,8,1.2812,0.0625,0,0,41
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence4-ss1.gz,1,?,0,0,549,0,1,0,1,32,68096,3.0312,0.0959,0.0863,91,0.3516,5.9375,0,8,3,21,0.97,?,?,?,?,1.9,9,2.8438,0.25,0,0.0938,91
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence3-ss3.gz,1,4.93,0,0,11245,0,1,0,1,32,28364,8.8438,0.1173,0.0752,75,0.4267,11.0938,0,3,1,28,2.83,191,0.3351,10.625,6.9844,3.55,8,1.625,0.0938,0,0.0312,52
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence4-ss2.gz,1,4.77,0,0,4025,0,1,0,1,32,68206,4.3438,0.0959,0.0864,109,0.2936,7.1875,0,0,0,32,1.39,196,0.3265,6.4219,4,2.3,10,3.4062,0,0,0,109
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test13.gz,1,?,0,0,194,0,1,0,1,32,223,3,0.1083,0.1356,60,0.5333,10.75,0,0,4,28,0.96,?,?,?,?,3.44,10,1.6875,0,0,0.125,54
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test16.gz,1,?,0,0,226,0,1,0,1,32,274,2.9688,0.0959,0.1452,71,0.4507,14.3125,0,0,2,30,0.95,146,0.4384,12.9531,3.9062,4.58,13,1.875,0,0,0.0625,60
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test19.gz,1,?,0,0,226,0,1,0,1,32,325,3.0312,0.0864,0.1526,83,0.3855,17.3125,0,0,2,30,0.97,170,0.3824,16.7231,4.7692,5.54,16,2.1562,0,0,0.0625,69
