@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC

@DATA
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S2127524023-19.UNSAT.shuffled.cnf,1,25.3073,0.0048,0.0048,0.0079,19.8507,0.0047
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1210495375-04.SAT.shuffled.cnf,1,7.6478,0.0625,0.0625,0.0625,6.7779,0.0625
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S74035269-088.cnf,1,13.3066,0.05,0.05,0.05,13.2656,0.05
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1209647106-12-SAT.cnf,1,23.5312,0.0027,0.0027,0.0063,20.4183,0.0018
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S883927618-10.cnf,1,33.3269,0.0083,0.0083,0.0083,28.3045,0.0083
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S956556686-037.cnf,1,16.6381,0.0389,0.0389,0.0389,16.9196,0.0389
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1405262666-07.UNSAT.shuffled.cnf,1,10.7706,0.0385,0.0385,0.0385,9.7574,0.0385
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1448866403-060.cnf,1,14.1006,0.0086,0.0086,0.0142,11.6677,0.0085
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1161147107-031.cnf,1,15.6644,0.006,0.006,0.0098,12.7778,0.0059
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1818856267-075.UNKNOWN.cnf,1,9.5942,0.0875,0.0875,0.0875,9.3559,0.0875
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S873866006-055.UNKNOWN.cnf,1,12.302,0.0333,0.0333,0.0333,11.2339,0.0333
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1191693850-19.SAT.shuffled.cnf,1,9.9023,0.0417,0.0417,0.0417,8.9762,0.0417
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S1965764400-19.SAT.shuffled.cnf,1,15.8344,0.0063,0.0063,0.0103,12.7071,0.0062
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,8.8539,0.1,0.1,0.1,8.5122,0.1
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1049921489-034.cnf,1,15.902,0.0389,0.0389,0.0389,16.4579,0.0389
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S942666749-061-UNKNOWN.cnf,1,26.2527,0.0233,0.0233,0.0233,26.5953,0.0233
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S602463346-055.cnf,1,16.2457,0.0062,0.0062,0.0082,13.1613,0.0062
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S411047518-16.cnf,1,44.9287,0.0063,0.0063,0.0063,36.0322,0.0063
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1178729443-051.cnf,1,14.8985,0.0437,0.0437,0.0437,15.2701,0.0437
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1632870961-099.SATISFIABLE.cnf,1,11.9307,0.0333,0.0333,0.0333,10.8596,0.0333
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S171669125-021.SATISFIABLE.cnf,1,20.3647,0.0044,0.0044,0.0073,16.3695,0.0044
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,54.0394,0.005,0.005,0.005,43.5751,0.005
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S1835046931-014.cnf,1,109.189,0.0008,0.0008,0.0013,71.2547,0.0008
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S679764311-04.cnf,1,14.9354,0.0437,0.0437,0.0437,15.3153,0.0437
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v150-c12750-S93401285-051-UNKNOWN.cnf,1,14.1663,0.0467,0.0467,0.0467,14.3452,0.0467
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S1750991629-037.cnf,1,22.2431,0.0055,0.0055,0.0091,17.4679,0.0054
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf,1,19.6305,0.0051,0.0051,0.0068,16.0063,0.0051
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S2100934911-025.cnf,1,194.953,0.0005,0.0005,0.0009,103.673,0.0005
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S3662714-068-UNKNOWN.cnf,1,43.9566,0.0067,0.0067,0.0067,37.4472,0.0067
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1986560013-06.cnf,1,862,0.0002,0.0002,0.0005,216.706,0.0002
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S29470018-050.UNKNOWN.cnf,1,24.435,0.0048,0.0048,0.0079,19.2663,0.0048
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1185462553-011.cnf,1,44.6276,0.0063,0.0063,0.0063,36.8425,0.0063
SAT_Competition2007/random/2+p/p0.9/v810/unif2p-p0.9-v810-c2932-S1274825698-06-SAT.cnf,1,22.9875,0.0039,0.0039,0.0065,18.3907,0.0026
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S1897807474-073-UNKNOWN.cnf,1,33.3343,0.0175,0.0175,0.0175,32.8111,0.0175
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S261841674-082.SATISFIABLE.cnf,1,17.2209,0.0061,0.0061,0.0081,13.8031,0.0061
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S365559754-09-UNSAT.cnf,1,83.2474,0.0006,0.0006,0.0021,69.8208,0.0004
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v400-c1704-S930506247-025.SATISFIABLE.cnf,1,14.2533,0.0077,0.0077,0.0102,11.7805,0.0077
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S510739670-068.UNKNOWN.cnf,1,25.0459,0.0047,0.0047,0.0078,19.394,0.0047
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S919014656-003-UNKNOWN.cnf,1,737.667,0.0001,0.0001,0.0002,650.333,0.0001
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S748216286-061.cnf,1,8.6734,0.05,0.05,0.05,7.6824,0.05
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S251246256-047.cnf,1,43.5185,0.0063,0.0063,0.0063,35.8715,0.0063
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S422570514-15.cnf,1,47.5786,0.0056,0.0056,0.0056,37.902,0.0056
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S501033814-049.SATISFIABLE.cnf,1,10.5296,0.0778,0.0778,0.0778,10.4552,0.0778
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S922811046-076-UNKNOWN.cnf,1,103.829,0.0025,0.0025,0.0025,78.8421,0.0025
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S608588601-044.SATISFIABLE.cnf,1,24.3939,0.0044,0.0044,0.0058,19.5965,0.0044
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1724014998-099.cnf,1,44.2246,0.0063,0.0063,0.0063,36.8811,0.0063
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S471246417-03.cnf,1,34.5167,0.0083,0.0083,0.0083,29.066,0.0083
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S311671104-045.cnf,1,13.3515,0.0076,0.0076,0.0124,10.8837,0.0074
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S661850551-087.cnf,1,49.4173,0.0056,0.0056,0.0056,40.1566,0.0056
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1854213938-15.cnf,1,19.549,0.0318,0.0318,0.0318,19.9178,0.0318
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v150-c12750-S511186849-048-UNKNOWN.cnf,1,14.0635,0.0467,0.0467,0.0467,14.233,0.0467
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S769702923-04.cnf,1,46.7301,0.0063,0.0063,0.0063,38.5152,0.0063
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S1733990810-090.cnf,1,12.8464,0.0066,0.0066,0.0088,10.9432,0.0066
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S707565158-096.SATISFIABLE.cnf,1,9.0282,0.05,0.05,0.05,8.1599,0.05
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S1106616038-10.cnf,1,924.4,0.0002,0.0002,0.0003,347,0.0002
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S998136463-10.cnf,1,21.0425,0.0292,0.0292,0.0292,21.2913,0.0292
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S926861876-013-UNKNOWN.cnf,1,25.7178,0.0233,0.0233,0.0233,26.0815,0.0233
SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S1214515938-10.SAT.shuffled.cnf,1,7.5094,0.1273,0.1273,0.1273,6.8975,0.1273
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/120/unif-k5-r21.3-v120-c2556-S644655157-049.cnf,1,10.3785,0.0417,0.0417,0.0417,9.3441,0.0417
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S318878687-017.cnf,1,19.5297,0.0318,0.0318,0.0318,20.0712,0.0318
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1760652419-100.cnf,1,197.271,0.0005,0.0005,0.001,97.1091,0.0005
SAT_Competition2007/random/OnTreshold/3SAT/v600/unif-k3-r4.261-v600-c2556-S1924010222-09.UNSAT.shuffled.cnf,1,24.0395,0.0051,0.0051,0.0085,19.056,0.0051
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1456895752-14.SAT.shuffled.cnf,1,7.1947,0.0625,0.0625,0.0625,6.3588,0.0625
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S977705304-066-UNKNOWN.cnf,1,310.353,0.0003,0.0003,0.0006,166.6,0.0003
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1818639567-059.cnf,1,13.0022,0.05,0.05,0.05,13.4412,0.05
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/70/unif-k7-r89-v70-c6230-S2028777924-038.cnf,1,8.8775,0.1,0.1,0.1,8.6652,0.1
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S1796956909-029.cnf,1,8.2709,0.1077,0.1077,0.1077,7.7903,0.1077
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1279315365-067.cnf,1,1625.71,0.0002,0.0002,0.0003,321.067,0.0002
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S2051531193-03.cnf,1,200.289,0.0004,0.0004,0.0007,138.702,0.0004
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1256256213-053-UNKNOWN.cnf,1,280.421,0.0003,0.0003,0.0006,155.231,0.0003
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S353643296-086.cnf,1,17.6553,0.0062,0.0062,0.0102,14.1739,0.0061
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S1119314619-090.cnf,1,187.294,0.0005,0.0005,0.001,99.1091,0.0005
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S941604910-059-UNKNOWN.cnf,1,55.2051,0.005,0.005,0.005,43.9216,0.005
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S64788608-008-UNKNOWN.cnf,1,1041,0.0001,0.0001,0.0002,1032.6,0.0001
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1332146811-066.cnf,1,492.667,0.0002,0.0002,0.0003,328.357,0.0002
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1426208256-08.cnf,1,13.5123,0.05,0.05,0.05,13.6572,0.05
