@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE gr_min_diam_vg NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE o_de NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE o_dom_std NUMERIC

@DATA
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff58.dzn,1,2.344549,1.008075,0.991989,9.831307,1,49,2.325768,1.55882,743,0.021092,13.903096,9.831307,0.067295,0.990654,23.358974,2,1.684737,357.382494,20,0,-0.27998,36376,327527.24224,22.435233,2.017946,4.950202,0.332005,9.667125,4.134441,1.156939,624726,0.952429,0.426521,36376,4.214195,840.815612,0.930256,440.817284,2.997207,3.448916,9.036174,1.357019,0.055556,1.843983,37,0,4,39,0.278195,5.172519,18,-0.379027,736,736,0.578327,36,0.581189,7146.246956,1.513029,36376,1,0,525,27.112022
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/5Ships.dzn,1,3.013487,1.132597,0.882927,16.955944,5,463,2.660689,41.464452,1590,0.638157,8.937602,1,0.076048,0.527116,0.013072,2,2.403366,101.735662,13,0,0.677524,489501,750881.760939,4.694991,3.696004,6.916152,-1,1.858078,0.4938,1.157256,1015648,1.244891,-1,489501,0.821882,165.038674,-1,122.015236,52.414635,2.982112,1,-1,-1,2.684019,15,0,2,377,0.358603,2.361877,-1,-1,5320,5320,0.901048,-1,0.648741,7818.956673,3.969955,-1,1,0,2,-1
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/09.dzn,1,5.101911,1.236579,0.808683,7.924813,81,0,4.125828,4.368694,821,0.420737,4.356688,1,0,0.612583,0.028571,1,1.570342,33.284213,9,0,2.233054,243,4303.654687,4.472188,4.853027,11.353048,0.557489,1.077443,1.317199,1.094559,8625,2.005262,0.196005,82,0.950719,3.924022,0.953548,1.957987,3.098101,2.070913,1,0.310104,8,3.327766,13,0,2,70,0.644739,2.581118,0.125,-0.353906,1944,1944,0.788778,1,0.666015,2808.914978,2.271775,82,1,0,2,4.554434
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/10.dzn,1,5.113291,1.236579,0.808683,8.174926,100,0,4.13503,4.813023,1001,0.412219,4.355424,1,0,0.610778,0.028571,1,1.582794,35.369401,9,0,2.219026,289,5359.587557,4.472308,4.776876,11.41207,-1,1.074275,1.298467,1.092753,10789,1.996595,-1,101,0.940732,3.994447,-1,1.984298,3.394864,2.062886,1,-1,-1,3.333746,14,0,2,70,0.645376,2.568544,-1,-1,2400,2400,0.791406,-1,0.66633,3443.16973,2.29508,-1,1,0,2,-1
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/medium_05.dzn,1,2.887728,0.921671,1.084986,5.426265,5,153,3.133144,2.193825,159,0.860159,2.939948,1,0.399478,0.373938,0.5,0,1.538291,122.09903,6,13,-0.641651,43,534.923833,7.382977,3.572204,21.853786,0.637561,1.843849,1.228753,1.77042,1624,1.621332,1.038879,13.333333,0.321716,4.240209,0.978351,1.396668,0.692358,2.126112,1,0.619175,1,3.435012,38,13,0,26,0.482795,2.295541,1,0.030718,186,186,2.429713,3,1.592922,475.847223,1.265659,40,1,0.036827,2,3.844197
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.2.dzn,1,4.731959,0.876289,1.141176,1.036885,1,1200,5.4,0.176749,49,0.00282,8.216495,2,6.190722,0.005882,0.0625,2,0.940475,50.807355,11,0,-62.338349,7,178.042416,5.410631,0.866431,22.185567,0.270588,1.000217,0.585543,1.365459,393,1.786629,0.211329,7,0.046592,2.025773,0.858637,0.917744,0.579021,2.307031,1,1.594261,0.083333,3.059571,49,0,5,32,0.172762,1.786629,12,-0.504114,122,122,1.148069,48,1.136138,195.807355,1.564469,7,2,0,2,13.892444
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_6.dzn,1,2.536707,1.537332,0.650478,24.253497,0,80,1.650071,0,3201,0,76.185255,24.253497,0.024992,1,5000000.25,0,1.010351,994.393366,153,0,0.988051,20000001,26421667987.75,40.019995,1.396447,27.646361,0.336012,24.253497,1.14605,3.15605,64020003201,0.375475,0.394212,20000001,0,20000001,0.919039,8254191.811231,0.210497,1.782067,24.253497,1.400096,0.025,3.622882,41,0,0,4,0.975041,0.375475,40,-2.812026,1,1,2.492171,40,2.492171,77635.443053,0.215428,20000001,1,0,20000001,0
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/6ShipsMixed.dzn,1,3.050366,1.158721,0.863021,15.708376,5,567,2.632529,42.614001,1449,0.624156,8.487969,1,0.085637,0.520057,0.012903,0,2.529774,109.958634,14,0,0.62244,320401,501114.408082,4.780798,-1,6.387386,-1,1.887802,0.52971,-1,685403,1.285116,-1,320401,0.787578,102.436557,-1,74.893799,53.853309,3.272385,1,-1,-1,2.824645,13,0,0,391,0.355358,2.567118,-1,-1,5705,5705,0.893965,-1,0.555568,8806.225761,3.816994,-1,1,0,2,-1
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.1.dzn,1,4.675258,0.876289,1.141176,1.036885,1,1200,5.335294,0.176749,49,0.00282,7.768041,2,6.190722,0.005882,0.066667,2,0.943378,50.807355,10,0,-62.353064,7,178.084504,5.345926,0.866431,22.072165,0.270588,1.000217,0.585543,1.365459,393,1.721586,0.213892,7,0.046592,2.025773,0.858637,0.917961,0.578514,2.373171,1,1.594261,0.083333,2.960662,49,0,5,30,0.172555,1.721586,12,-0.505708,122,122,1.143693,48,1.131355,195.807355,1.55447,7,2,0,2,13.892444
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_5_20_1.dzn,1,5.028169,0.907445,1.101996,6.716793,5,1105,5.54102,2.980295,287,0.543924,7.672032,2,2.263581,0.496674,0.285714,2,0.985038,207.469667,31,2,-21.747981,901,7824.569745,21.105576,3.531697,28.519115,0.515285,3.27153,2.201125,1.290285,16166,1.502457,0.19888,901,2.31155,32.527163,0.95423,15.743601,3.795834,3.010225,1,0.697864,0.022222,3.273428,57,0,3,32,0.691978,4.250655,45,-0.504955,380,400,1.808547,45,1.52895,1502.160202,1.586518,901,1,0.004435,2,8.95882
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_3.dzn,1,2.536707,1.537332,0.650478,24.253497,0,80,1.650071,0,3201,0,76.185255,24.253497,0.024992,1,5000000.25,0,1.010264,994.393366,153,0,0.988051,20000001,26421667987.75,40.019995,1.396447,27.64886,0.336013,24.253497,1.14605,3.156119,64020003201,0.375475,0.394212,20000001,0,20000001,0.919039,8254191.811231,0.210497,1.782067,24.253497,1.400092,0.025,3.622993,41,0,0,4,0.975041,0.375475,40,-2.812026,1,1,2.49229,40,2.49229,77635.443053,0.215428,20000001,1,0,20000001,0
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.1.dzn,1,4.903846,0.875,1.142857,1.034101,1,1404,5.604396,0.170873,53,0.00252,8.096154,2,6.754808,0.005495,0.0625,2,0.943644,54.807355,11,0,-69.604392,7,190.128146,5.614326,0.976799,23.932692,0.274302,1.000187,0.586577,1.371493,421,1.83798,0.203922,7,0.043941,2.024038,0.863121,0.914078,0.56962,2.396448,1,1.58114,0.096154,3.081583,53,0,5,32,0.166965,1.83798,10.4,-0.498149,130,130,1.164253,52,1.15315,209.807355,1.598072,7,2,0,2,14.387495
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_20_1.dzn,1,5.721461,0.899543,1.111675,7.227985,5,1905,6.360406,3.193293,367,0.557252,8.611872,2,2.929985,0.497462,0.285714,2,1.013187,251.682057,41,2,-30.795077,1101,11492.003225,26.853431,3.50768,36.748858,0.52213,3.397614,2.087748,1.360711,24541,1.463517,0.174781,1101,2.290084,37.35312,0.937275,17.491634,4.02017,3.132882,1,0.698235,0.018182,3.22927,77,0,3,42,0.87669,4.275372,55,-0.473532,510,530,2.079193,55,1.763898,2036.304128,1.74269,1101,1,0.003384,2,8.917267
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff59.dzn,1,2.341869,1.011524,0.988608,9.475733,1,32,2.31519,1.004767,781,0.015857,25.861716,9.475733,0.042254,0.987342,24.551724,2,1.311141,254.232599,43,0,-0.090918,19189,265736.270936,21.621886,1.955615,4.09219,0.324505,9.354814,3.905051,1.101121,518909,0.98141,0.427009,19189,3.876575,664.416133,0.926504,340.251307,1.988981,4.319826,8.870365,1.361095,0.846154,1.798124,27,0,4,29,0.290814,4.782413,1.181818,-0.445245,771,771,0.430964,26,0.432072,7278.010833,1.286912,19189,1,0,468,27.748724
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.2.dzn,1,4.886256,0.876777,1.140541,1.034101,1,1404,5.572973,0.169688,53,0.0025,8.293839,2,6.658768,0.005405,0.0625,2,0.953467,54.807355,11,0,-68.613653,7,193.080697,5.582742,0.864139,23.668246,0.27027,1.000184,0.581067,1.384803,427,1.756217,0.204656,7,0.043414,2.023697,0.85692,0.915074,0.565425,2.252035,1,1.599277,0.076923,3.043669,53,0,6,32,0.156565,1.756217,13,-0.49785,133,133,1.164578,52,1.153516,212.807355,1.597559,7,2,0,2,14.491377
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.3.dzn,1,5.093596,0.871921,1.146893,1.034101,1,1404,5.841808,0.172904,53,0.002555,8.714286,2,6.921182,0.00565,0.060606,2,0.916728,54.807355,11,0,-71.353348,7,185.012898,5.852019,0.880599,24.70936,0.282486,1.000193,0.596019,1.349332,411,1.8725,0.196325,7,0.04485,2.024631,0.873561,0.911394,0.579053,2.304855,1,1.550433,0.096154,3.104586,53,0,6,33,0.168836,1.8725,10.4,-0.501845,125,125,1.156784,52,1.146331,204.807355,1.601439,7,2,0,2,14.21267
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_3_3_30_1.dzn,1,3.839858,0.950178,1.052434,6.056708,5,321,4.041199,2.372341,199,0.511989,5.996441,2,1.24911,0.494382,0.243243,2,1.060765,180.909558,15,2,-9.288786,781,4831.942053,12.247367,3.392545,16.868327,0.521603,3.147076,2.518395,1.237546,9144,1.570187,0.260426,781,2.468371,32.540925,0.962014,17.195523,3.229792,2.52629,1,0.689417,0.025641,3.286487,40,0,3,37,0.327089,3.968134,39,-0.446883,192,222,1.213946,39,1.033173,873.465548,1.65496,781,1,0.007491,2,9.695295
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model20-3-5.dzn,1,3.74537,1.412037,0.708197,3.139517,5,40,2.652459,14.585228,76,0.28431,8.884259,2,0.189815,0.459016,0.153846,0,0.754759,48.76049,13,5,1.108782,100016,100180.902564,3.738665,2.90504,9.574074,0.53278,1.306239,0.943064,1.144968,100546,0.952347,0.266996,100016,1.060879,465.490741,0.955931,463.800475,14.63863,2.887558,1,0.4602,0.1,3.210963,21,0,0,13,0.378627,2.154957,10,-1.023865,141,141,1.665442,10,1.024247,278.432511,0.715918,100016,1,0.016393,2,14.662878
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model30-4-6.dzn,1,4.808656,1.85877,0.53799,2.978127,5,60,2.58701,20.828948,127,0.358875,11.881549,2,0.138952,0.392157,0.153846,0,0.753422,92.321928,18,8,1.481071,240025,240323.637296,3.944882,3.038005,12.984055,0.606333,1.378036,0.993058,1.444957,241169,0.566937,0.207958,240025,0.878584,549.359909,0.577004,547.434254,20.902384,2.790951,1,0.319896,0.0625,3.406426,31,0,0,16,0.394721,1.695185,16,-0.961802,313,313,2.305105,16,1.24315,558.44825,0.823497,240025,1,0.009804,2,20.928449
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_3_20_1.dzn,1,4.27003,0.922849,1.083601,6.210112,5,505,4.62701,2.663326,207,0.524348,6.72997,2,1.557864,0.495177,0.285714,2,0.954104,163.18438,21,2,-12.818364,701,4514.982966,15.1888,3.564783,20.189911,0.50823,3.085834,2.287016,1.199419,8891,1.563305,0.23419,701,2.365588,26.382789,0.928643,13.397576,3.59156,2.816521,1,0.692972,0.028571,3.318525,37,0,3,27,0.470745,4.189744,35,-0.530212,250,270,1.433198,35,1.218064,985.13233,1.444347,701,1,0.006431,2,9.600911
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model50-4-4.dzn,1,5.153846,1.902834,0.525532,3.307478,5,100,2.708511,27.021675,151,0.390604,13.25776,2,0.136302,0.425532,0.090909,0,0.675835,168.681367,18,10,1.376153,300041,300533.366234,4.492383,3.116492,23.465587,0.695121,1.477287,0.84223,1.92759,302051,0.432651,0.19403,300041,0.812855,407.626181,0.419921,405.578092,27.158314,1.993403,1,0.290794,0.05,3.493077,51,0,0,22,0.243394,1.609224,20,-0.816962,591,591,3.164058,20,1.783795,933.360111,0.986545,300041,1,0.007092,2,27.202941
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model55-3-12.dzn,1,4.660752,1.699374,0.588452,3.443816,5,110,2.742629,30.584922,254,0.408632,11.681628,2,0.115866,0.425676,0.083333,0,0.997887,192.853702,17,11,1.196414,220045,220741.082234,4.65896,2.97219,16.279749,0.70576,1.501355,0.654813,2.072155,222564,0.517291,0.214558,220045,0.719483,232.321503,0.606448,230.418666,30.837763,2.430425,1,0.340301,0.045455,3.569023,56,0,0,24,0.354253,1.607132,22,-0.673288,705,705,3.375379,22,1.750287,1161.295737,1.166578,220045,1,0.006757,2,30.935415
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_01.dzn,1,2.955836,1.192429,0.838624,6.129283,5,130,2.478836,2.460887,67,0.777129,4.444795,1,0.410095,0.460317,0.5,0,1.690173,178.232075,6,4,-1.055595,70,521.496187,7.389592,3.10533,12.700315,0.404373,2.582405,1.207826,1.314011,2397,1.207877,1.691569,17.5,0.428544,7.561514,0.986306,1.645098,1.316517,2.255244,1,0.927016,0.8,2.651856,50,4,0,27,0.35433,1.732975,1.25,0.495581,191,191,1.757786,5,1.230064,450.254443,1.39547,65,1,0.010582,2,3.086758
