@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC

@DATA
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-004-shuffled,1,0.050611
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-003-shuffled,1,0.046998
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-009-shuffled,1,0.049839
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-005-shuffled,1,0.049241
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.054378
biu.mv.xl_ao.bb-b003-p020-IPF01-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.04504
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-002-shuffled,1,0.016249
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-006-shuffled,1,0.045244
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-002-shuffled,1,0.029851
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-005-shuffled,1,0.049673
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.055938
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.037623
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.057064
biu.mv.xl_ao.bb-b003-p020-IPF02-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-003-shuffled,1,0.073596
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-004-shuffled,1,0.05735
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-009-shuffled,1,0.053099
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-003-shuffled,1,0.050238
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-005-shuffled,1,0.061688
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.054383
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-005-shuffled,1,0.064824
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.06941
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.070741
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.057153
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.045529
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.055619
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-009-shuffled,1,0.066565
biu.mv.xl_ao.bb-b003-p020-IPF03-c03.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-005-shuffled,1,0.115635
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf00.01X-QBF.BB1-01X.BB2-01X.BB3-01X.with-IOC.unfold-010-shuffled,1,0
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-002-shuffled,1,0.021311
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-009-shuffled,1,0.072795
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-003-shuffled,1,0.053165
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.015498
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-005-shuffled,1,0.064094
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.059011
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.053035
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.067691
biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-007-shuffled,1,0.151751
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-003-shuffled,1,0.037722
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-006-shuffled,1,0.050159
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf01.01X-QBF.BB1-Zi.BB2-01X.BB3-01X.with-IOC.unfold-008-shuffled,1,0.052765
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-009-shuffled,1,0.059641
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-004-shuffled,1,0.051531
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf03.01X-QBF.BB1-Zi.BB2-Zi.BB3-01X.with-IOC.unfold-007-shuffled,1,0.05711
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-004-shuffled,1,0.064395
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf04.01X-QBF.BB1-01X.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.085862
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-004-shuffled,1,0.060657
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.068674
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-008-shuffled,1,0.069886
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-009-shuffled,1,0.070803
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-010-shuffled,1,0.071521
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-002-shuffled,1,0.04318
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.059374
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-007-shuffled,1,0.075033
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-003-shuffled,1,0.058414
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf07.01X-QBF.BB1-Zi.BB2-Zi.BB3-Zi.with-IOC.unfold-006-shuffled,1,0.067441
biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.with-IOC.unfold-008-shuffled,1,0.133358
BLOCKS3i.5.3-shuffled,1,0.049447
BLOCKS3ii.5.2-shuffled,1,0.052826
BLOCKS3iii.5-shuffled,1,0.077929
BLOCKS4ii.7.2-shuffled,1,0.117033
BLOCKS4iii.7-shuffled,1,0.155799
blocks_enc_2_b3_ser--opt-9_-shuffled,1,0.074396
blocks_enc_2_b4_ser--opt-26_-shuffled,1,0.103973
c1_BMC_p1_k2048-shuffled,1,0.033579
c1_BMC_p2_k1024-shuffled,1,0.066083
c1_BMC_p2_k128-shuffled,1,0.431892
c1_BMC_p2_k8-shuffled,1,0.783066
c2_Debug_s5_f1_e1_v3-shuffled,1,2.874489
c3_BMC_p1_k256-shuffled,1,0.323326
c3_BMC_p2_k1024-shuffled,1,0.091591
c3_BMC_p2_k2048-shuffled,1,0.046834
c3_BMC_p2_k512-shuffled,1,0.175399
c3_Debug_s3_f2_e2_v2-shuffled,1,0.007205
C432.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.015983
C432.blif_0.10_0.20_0_1_out_exact-shuffled,1,0.015961
C432.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.001289
C432.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.001288
C499.blif_0.10_0.20_0_0_inp_exact,1,0.015643
C499.blif_0.10_0.20_0_0_out_exact,1,0.013372
C499.blif_0.10_0.20_0_1_out_exact,1,0.013372
C499.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.001547
C499.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.001552
c4_BMC_p1_k1024-shuffled,1,0.071273
c4_BMC_p1_k2048-shuffled,1,0.036263
c4_BMC_p1_k512-shuffled,1,0.137783
c4_BMC_p2_k2048-shuffled,1,0.036263
c4_Debug_s3_f1_e1_v3-shuffled,1,5.989524
c4_Debug_s3_f1_e2_v3-shuffled,1,5.989524
c4_Debug_s3_f2_e1_v3-shuffled,1,0.078323
C5315.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.028519
C5315.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.027762
C5315.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.028515
C5315.blif_0.10_0.20_0_1_out_exact-shuffled,1,0.027758
C5315.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.000131
C5315.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.000131
C5315.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.000131
c5_BMC_p1_k32-shuffled,1,0.664117
C6288.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.006184
C6288.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.003172
C6288.blif_0.10_1.00_0_1_inp_exact-shuffled,1,0.003171
C6288.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.003203
c6_BMC_p1_k1024-shuffled,1,0.031982
c6_BMC_p1_k256-shuffled,1,0.122244
c6_BMC_p2_k128-shuffled,1,0.230815
c6_BMC_p2_k2048-shuffled,1,0.016116
c6_BMC_p2_k64-shuffled,1,0.415195
C880.blif_0.10_0.20_0_0_inp_exact,1,0.010212
C880.blif_0.10_0.20_0_0_out_exact,1,0.008857
C880.blif_0.10_0.20_0_1_inp_exact,1,0.010212
C880.blif_0.10_0.20_0_1_out_exact,1,0.008857
C880.blif_0.10_1.00_0_0_inp_exact,1,0.009195
C880.blif_0.10_1.00_0_0_out_exact,1,0.009419
C880.blif_0.10_1.00_0_1_out_exact-shuffled,1,0.009419
CHAIN23v.24-shuffled,1,0.004679
cmu.dme1.B-f2,1,0.160359
cmu.dme1.B-f3,1,0.114317
cmu.dme1.B-f4-shuffled,1,0.092999
cmu.dme2.B-f2,1,0.140765
cmu.periodic.N-d2-shuffled,1,0.088237
cmu.periodic.N-d4-shuffled,1,0.108695
cmu.periodic.N-f4-shuffled,1,0.109459
comp.blif_0.10_0.20_0_0_inp_exact-shuffled,1,0.01083
comp.blif_0.10_1.00_0_0_inp_exact-shuffled,1,0.001188
connect_5x4_3_R-shuffled,1,0.045291
connect_5x4_4_W-shuffled,1,0.055098
connect_6x5_4_D-shuffled,1,0.046359
connect_6x5_5_R-shuffled,1,0.055915
connect_7x6_4_R-shuffled,1,0.041609
connect_7x6_6_W-shuffled,1,0.057258
connect_8x7_3_D-shuffled,1,0.036135
connect_8x7_7_D-shuffled,1,0.057716
connect_9x8_3_R-shuffled,1,0.03483
connect_9x8_6_D-shuffled,1,0.042567
connect_9x8_8_D-shuffled,1,0.058431
Core1108_tbm_02.tex.moduleQ3.2S.000007,1,0.30233
Core1108_tbm_02.tex.moduleQ3.2S.000015,1,0.300926
Core1108_tbm_02.tex.moduleQ3.2S.000026,1,0.304902
Core1108_tbm_02.tex.moduleQ3.2S.000056,1,0.300623
Core1108_tbm_02.tex.moduleQ3.2S.000077,1,0.30233
Core1108_tbm_02.tex.moduleQ3.2S.000095,1,0.303121
Core1108_tbm_02.tex.moduleQ3.2S.000098,1,0.304513
Core1108_tbm_02.tex.moduleQ3.2S.000099,1,0.302423
Core1108_tbm_02.tex.moduleQ3.2S.000108,1,0.302423
Core1108_tbm_03.tex.module.000003,1,0.441907
Core1108_tbm_03.tex.module.000019,1,0.425532
Core1108_tbm_03.tex.module.000021,1,0.432341
Core1108_tbm_03.tex.module.000023,1,0.433931
Core1108_tbm_03.tex.module.000031,1,0.434662
Core1108_tbm_03.tex.module.000034,1,0.43089
Core1108_tbm_03.tex.module.000037,1,0.433526
Core1108_tbm_03.tex.module.000038,1,0.435418
Core1108_tbm_03.tex.module.000039,1,0.435418
Core1108_tbm_03.tex.module.000048,1,0.431442
Core1108_tbm_03.tex.module.000056,1,0.42698
Core1108_tbm_03.tex.module.000057,1,0.425798
Core1108_tbm_03.tex.module.000058,1,0.424588
Core1108_tbm_03.tex.module.000064,1,0.423348
Core1108_tbm_03.tex.module.000065,1,0.422078
Core1108_tbm_03.tex.module.000090,1,0.426913
Core1108_tbm_03.tex.module.000092,1,0.425606
Core1108_tbm_03.tex.moduleQ3.2S.000002,1,0.301744
Core1108_tbm_03.tex.moduleQ3.2S.000003,1,0.303342
Core1108_tbm_03.tex.moduleQ3.2S.000009,1,0.303792
Core1108_tbm_03.tex.moduleQ3.2S.000011,1,0.301398
Core1108_tbm_03.tex.moduleQ3.2S.000018,1,0.301744
Core1108_tbm_03.tex.moduleQ3.2S.000048,1,0.303792
Core1108_tbm_09.tex.module.000008,1,0.475916
Core1108_tbm_09.tex.module.000009,1,0.475916
Core1108_tbm_09.tex.module.000010,1,0.475916
Core1108_tbm_09.tex.module.000028,1,0.464789
Core1108_tbm_09.tex.module.000033,1,0.460847
Core1108_tbm_09.tex.moduleQ3.10S.000001,1,0.244533
Core1108_tbm_09.tex.moduleQ3.2S.000003,1,0.243545
Core1108_tbm_09.tex.moduleQ3.2S.000005,1,0.244533
Core1108_tbm_09.tex.moduleQ3.2S.000007,1,0.243069
Core1108_tbm_09.tex.moduleQ3.2S.000010,1,0.245766
Core1108_tbm_09.tex.moduleQ3.2S.000011,1,0.244533
Core1108_tbm_09.tex.moduleQ3.9S.000001,1,0.244533
Core1108_tbm_21.tex.module.000008,1,0.46034
Core1108_tbm_21.tex.module.000009,1,0.46034
Core1108_tbm_21.tex.module.000010,1,0.46034
Core1108_tbm_21.tex.module.000014,1,0.454545
Core1108_tbm_21.tex.module.000017,1,0.454545
Core1108_tbm_21.tex.module.000023,1,0.447635
Core1108_tbm_21.tex.module.000026,1,0.456081
Core1108_tbm_21.tex.module.000027,1,0.456081
Core1108_tbm_21.tex.module.000030,1,0.45657
Core1108_tbm_21.tex.module.000091,1,0.444271
Core1108_tbm_21.tex.moduleQ3.2S.000002,1,0.323557
Core1108_tbm_21.tex.moduleQ3.2S.000007,1,0.320724
Core1108_tbm_21.tex.moduleQ3.2S.000011,1,0.321144
Core1108_tbm_21.tex.moduleQ3.2S.000014,1,0.323145
Core1108_tbm_21.tex.moduleQ3.2S.000015,1,0.321144
Core1108_tbm_21.tex.moduleQ3.2S.000019,1,0.321144
Core1108_tbm_21.tex.moduleQ3.2S.000024,1,0.321144
Core1108_tbm_21.tex.moduleQ3.2S.000027,1,0.320724
Core1108_tbm_28.tex.moduleQ2.2S.000003,1,0.274889
counter_16,1,0.479891
counter_32-shuffled,1,0.489613
counter_8-shuffled,1,0.462192
counter_e_16,1,0.477088
counter_e_8-shuffled,1,0.458234
counter_r_16,1,0.478768
counter_r_8-shuffled,1,0.461169
counter_re_16,1,0.476089
cube_c11_par---13_-shuffled,1,5.170706
cube_c3_ser--opt-6_-shuffled,1,0.657895
cube_c5_ser---14_-shuffled,1,1.284069
cube_c7_ser---23_-shuffled,1,2.372263
cube_c9_par--opt-11_-shuffled,1,4.356648
eijk.S1238.S-d3-shuffled,1,0.128809
eijk.S1423.S-d4-shuffled,1,0.031779
eijk.S208o.S-d4-shuffled,1,0.045283
eijk.S208o.S-f4-shuffled,1,0.056312
eijk.S298.S-f2-shuffled,1,0.100078
eijk.S298.S-f4,1,0.050924
eijk.S344.S-f3,1,0.050234
eijk.S349.S-f3,1,0.049088
eijk.S382.S-f4-shuffled,1,0.050382
eijk.S386.S-f2,1,0.075082
eijk.S420.S-f2,1,0.080359
eijk.S526.S-f4-shuffled,1,0.052486
eijk.S641.S-f2,1,0.065046
eijk.S713.S-f2,1,0.064688
emptyroom_e3_ser---19_-shuffled,1,0.510045
emptyroom_e3_ser--opt-20_-shuffled,1,0.488705
emptyroom_e4_par---21_-shuffled,1,1.664956
emptyroom_e4_ser--opt-44_-shuffled,1,1.010173
ev-pr-4x4-11-3-0-0-1-s-shuffled,1,0.177412
ev-pr-4x4-13-3-0-0-1-s-shuffled,1,0.180598
ev-pr-4x4-15-3-0-0-1-s-shuffled,1,0.182945
ev-pr-4x4-17-3-0-0-1-lg-shuffled,1,0.15196
ev-pr-4x4-17-3-0-0-1-s-shuffled,1,0.184745
ev-pr-4x4-5-3-0-0-1-lg-shuffled,1,0.125041
ev-pr-4x4-5-3-0-0-1-s-shuffled,1,0.153105
ev-pr-4x4-7-3-0-0-1-s-shuffled,1,0.165719
ev-pr-4x4-9-3-0-0-1-lg-shuffled,1,0.141785
ev-pr-4x4-9-3-0-0-1-s-shuffled,1,0.172839
ev-pr-6x6-11-5-0-1-2-lg-shuffled,1,0.116337
ev-pr-6x6-13-5-0-1-2-lg-shuffled,1,0.118744
ev-pr-6x6-15-5-0-1-2-lg-shuffled,1,0.120526
ev-pr-6x6-5-5-0-1-2-lg-shuffled,1,0.098384
ev-pr-6x6-5-5-0-1-2-s-shuffled,1,0.137859
ev-pr-6x6-7-5-0-1-2-s-shuffled,1,0.149869
ev-pr-8x8-11-7-0-1-2-lg-shuffled,1,0.129161
ev-pr-8x8-13-7-0-1-2-lg-shuffled,1,0.131837
ev-pr-8x8-19-7-0-1-2-lg-shuffled,1,0.136551
ev-pr-8x8-5-7-0-1-2-lg-shuffled,1,0.109214
ev-pr-8x8-7-7-0-1-2-lg-shuffled,1,0.119464
ev-pr-8x8-9-7-0-1-2-lg-shuffled,1,0.125346
f600-00-shuffled,1,0.319137
ii32c1-00,1,0.597585
ii32c1-50-shuffled,1,0.622456
ii32e1-00-shuffled,1,0.612998
ii32e1-50-shuffled,1,0.640475
ii8a1-00-shuffled,1,0.289663
ii8a1-90-shuffled,1,0.369632
ii8a3-90,1,0.416742
ii8c1-90-shuffled,1,0.375287
ii8d1-00-shuffled,1,0.321525
impl18-shuffled,1,0.493151
irst.dme4.B-d4-shuffled,1,0.05145
irst.dme5.B-d4-shuffled,1,0.056069
jnh1-50-shuffled,1,0.412167
jnh207-90-shuffled,1,0.398866
jnh218-00-shuffled,1,0.3756
jnh218-90-shuffled,1,0.39704
k3_1_2-shuffled,1,0.201117
k4_2_2-shuffled,1,0.174525
k5_2_2,1,0.19582
k5_3_2-shuffled,1,0.159216
k_branch_n-20-shuffled,1,0.127703
k_branch_n-4-shuffled,1,0.125536
k_branch_n-5-shuffled,1,0.124419
k_branch_n-6,1,0.122434
k_branch_n-7,1,0.120021
k_branch_n-8-shuffled,1,0.142532
k_branch_p-11-shuffled,1,0.133038
k_branch_p-14-shuffled,1,0.124077
k_branch_p-16-shuffled,1,0.138989
k_branch_p-17-shuffled,1,0.136009
k_branch_p-4-shuffled,1,0.125487
k_branch_p-6-shuffled,1,0.122412
k_branch_p-8-shuffled,1,0.142518
k_d4_n-11-shuffled,1,0.185896
k_d4_n-14-shuffled,1,0.186362
k_d4_n-15-shuffled,1,0.186476
