@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_table_count NUMERIC

@DATA
aim-100-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,152
aim-100-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,157
aim-100-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,194
aim-100-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,197
aim-100-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,191
aim-100-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,195
aim-100-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,196
aim-100-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,192
aim-100-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,193
aim-100-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,191
aim-100-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,320
aim-100-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,316
aim-100-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,312
aim-100-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,317
aim-100-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,559
aim-100-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,559
aim-100-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,561
aim-100-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,570
aim-200-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,315
aim-200-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,316
aim-200-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,311
aim-200-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,318
aim-200-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,308
aim-200-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,302
aim-200-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,309
aim-200-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,316
aim-200-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,386
aim-200-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,382
aim-200-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,387
aim-200-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,389
aim-200-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,389
aim-200-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,383
aim-200-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,388
aim-200-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,392
aim-200-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,646
aim-200-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,636
aim-200-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,641
aim-200-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,643
aim-200-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,1152
aim-200-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,1169
aim-200-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,1152
aim-200-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,1156
aim-50-1-6-sat-1_ext.xml.minion.converted.minion.gz,1,77
aim-50-1-6-sat-2_ext.xml.minion.converted.minion.gz,1,76
aim-50-1-6-sat-3_ext.xml.minion.converted.minion.gz,1,78
aim-50-1-6-sat-4_ext.xml.minion.converted.minion.gz,1,77
aim-50-1-6-unsat-1_ext.xml.minion.converted.minion.gz,1,69
aim-50-1-6-unsat-2_ext.xml.minion.converted.minion.gz,1,77
aim-50-1-6-unsat-3_ext.xml.minion.converted.minion.gz,1,70
aim-50-1-6-unsat-4_ext.xml.minion.converted.minion.gz,1,76
aim-50-2-0-sat-1_ext.xml.minion.converted.minion.gz,1,94
aim-50-2-0-sat-2_ext.xml.minion.converted.minion.gz,1,96
aim-50-2-0-sat-3_ext.xml.minion.converted.minion.gz,1,96
aim-50-2-0-sat-4_ext.xml.minion.converted.minion.gz,1,94
aim-50-2-0-unsat-1_ext.xml.minion.converted.minion.gz,1,97
aim-50-2-0-unsat-2_ext.xml.minion.converted.minion.gz,1,94
aim-50-2-0-unsat-3_ext.xml.minion.converted.minion.gz,1,92
aim-50-2-0-unsat-4_ext.xml.minion.converted.minion.gz,1,95
aim-50-3-4-sat-1_ext.xml.minion.converted.minion.gz,1,156
aim-50-3-4-sat-2_ext.xml.minion.converted.minion.gz,1,161
aim-50-3-4-sat-3_ext.xml.minion.converted.minion.gz,1,161
aim-50-3-4-sat-4_ext.xml.minion.converted.minion.gz,1,159
aim-50-6-0-sat-1_ext.xml.minion.converted.minion.gz,1,290
aim-50-6-0-sat-2_ext.xml.minion.converted.minion.gz,1,284
aim-50-6-0-sat-3_ext.xml.minion.converted.minion.gz,1,268
aim-50-6-0-sat-4_ext.xml.minion.converted.minion.gz,1,273
ash331GPIA-3.xml.watchless.minion.gz,1,0
ash331GPIA-4.xml.watchless.minion.gz,1,0
ash608GPIA-3.xml.watchless.minion.gz,1,0
ash608GPIA-4.xml.watchless.minion.gz,1,0
ash958GPIA-3.xml.watchless.minion.gz,1,0
ash958GPIA-4.xml.watchless.minion.gz,1,0
bf-0432-007_ext.xml.minion.converted.minion.gz,1,1942
bf-1355-075_ext.xml.minion.converted.minion.gz,1,2047
bf-1355-638_ext.xml.minion.converted.minion.gz,1,339
bf-2670-001_ext.xml.minion.converted.minion.gz,1,1354
BlackHole-4-13-e-0_ext.xml.minion.converted.minion.gz,1,4216
BlackHole-4-13-e-1_ext.xml.minion.converted.minion.gz,1,4216
BlackHole-4-13-e-2_ext.xml.minion.converted.minion.gz,1,4216
BlackHole-4-13-e-3_ext.xml.minion.converted.minion.gz,1,4216
BlackHole-4-13-m-0_ext.xml.minion.converted.minion.gz,1,4216
BlackHole-4-13-m-1_ext.xml.minion.converted.minion.gz,1,4216
BlackHole-4-13-m-2_ext.xml.minion.converted.minion.gz,1,4216
BlackHole-4-4-e-0_ext.xml.minion.converted.minion.gz,1,430
BlackHole-4-4-e-0_ext.xml.minion.conv.minion,1,430
BlackHole-4-4-e-1_ext.xml.minion.converted.minion.gz,1,430
BlackHole-4-4-e-1_ext.xml.minion.conv.minion,1,430
BlackHole-4-4-e-2_ext.xml.minion.converted.minion.gz,1,430
BlackHole-4-4-e-2_ext.xml.minion.conv.minion,1,430
BlackHole-4-4-e-3_ext.xml.minion.converted.minion.gz,1,430
BlackHole-4-4-e-3_ext.xml.minion.conv.minion,1,430
BlackHole-4-4-e-4_ext.xml.minion.converted.minion.gz,1,430
BlackHole-4-4-e-4_ext.xml.minion.conv.minion,1,430
BlackHole-4-4-e-5_ext.xml.minion.converted.minion.gz,1,430
BlackHole-4-4-e-5_ext.xml.minion.conv.minion,1,430
BlackHole-4-4-e-6_ext.xml.minion.converted.minion.gz,1,430
BlackHole-4-4-e-6_ext.xml.minion.conv.minion,1,430
BlackHole-4-4-e-7_ext.xml.minion.converted.minion.gz,1,430
BlackHole-4-4-e-7_ext.xml.minion.conv.minion,1,430
BlackHole-4-4-e-8_ext.xml.minion.converted.minion.gz,1,430
BlackHole-4-4-e-8_ext.xml.minion.conv.minion,1,430
BlackHole-4-4-e-9_ext.xml.minion.converted.minion.gz,1,430
BlackHole-4-4-e-9_ext.xml.minion.conv.minion,1,430
BlackHole-4-7-e-0_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-e-1_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-e-2_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-e-3_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-e-4_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-e-5_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-e-6_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-e-7_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-e-8_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-e-9_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-h-0_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-h-1_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-h-2_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-h-3_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-h-4_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-h-5_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-h-6_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-h-7_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-h-8_ext.xml.minion.converted.minion.gz,1,1260
BlackHole-4-7-h-9_ext.xml.minion.converted.minion.gz,1,1260
bqwh-15-106-0_glb.xml.minion.conv.minion,1,?
bqwh-15-106-10_glb.xml.minion.conv.minion,1,?
bqwh-15-106-11_ext.xml.minion.converted.minion.gz,1,606
bqwh-15-106-11_glb.xml.minion.conv.minion,1,0
bqwh-15-106-13_ext.xml.minion.converted.minion.gz,1,575
bqwh-15-106-13_glb.xml.minion.conv.minion,1,?
bqwh-15-106-14_glb.xml.minion.conv.minion,1,0
bqwh-15-106-15_ext.xml.minion.converted.minion.gz,1,590
bqwh-15-106-15_glb.xml.minion.conv.minion,1,0
bqwh-15-106-17_ext.xml.minion.converted.minion.gz,1,594
bqwh-15-106-18_glb.xml.minion.conv.minion,1,0
bqwh-15-106-19_ext.xml.minion.converted.minion.gz,1,581
bqwh-15-106-19_glb.xml.minion.conv.minion,1,?
bqwh-15-106-1_ext.xml.minion.converted.minion.gz,1,577
bqwh-15-106-1_glb.xml.minion.conv.minion,1,?
bqwh-15-106-20_glb.xml.minion.conv.minion,1,0
bqwh-15-106-21_ext.xml.minion.converted.minion.gz,1,563
bqwh-15-106-21_glb.xml.minion.conv.minion,1,?
bqwh-15-106-22_glb.xml.minion.conv.minion,1,?
bqwh-15-106-23_ext.xml.minion.converted.minion.gz,1,578
bqwh-15-106-23_glb.xml.minion.conv.minion,1,?
bqwh-15-106-24_glb.xml.minion.conv.minion,1,?
bqwh-15-106-25_ext.xml.minion.converted.minion.gz,1,595
bqwh-15-106-25_glb.xml.minion.conv.minion,1,?
bqwh-15-106-26_glb.xml.minion.conv.minion,1,0
bqwh-15-106-27_ext.xml.minion.converted.minion.gz,1,574
bqwh-15-106-28_glb.xml.minion.conv.minion,1,0
bqwh-15-106-29_ext.xml.minion.converted.minion.gz,1,586
bqwh-15-106-29_glb.xml.minion.conv.minion,1,?
bqwh-15-106-2_glb.xml.minion.conv.minion,1,?
bqwh-15-106-30_glb.xml.minion.conv.minion,1,0
bqwh-15-106-31_ext.xml.minion.converted.minion.gz,1,602
bqwh-15-106-31_glb.xml.minion.conv.minion,1,?
bqwh-15-106-32_glb.xml.minion.conv.minion,1,?
bqwh-15-106-33_ext.xml.minion.converted.minion.gz,1,580
bqwh-15-106-33_glb.xml.minion.conv.minion,1,?
bqwh-15-106-34_glb.xml.minion.conv.minion,1,0
bqwh-15-106-35_ext.xml.minion.converted.minion.gz,1,624
bqwh-15-106-35_glb.xml.minion.conv.minion,1,?
bqwh-15-106-36_glb.xml.minion.conv.minion,1,?
bqwh-15-106-37_ext.xml.minion.converted.minion.gz,1,562
bqwh-15-106-37_glb.xml.minion.conv.minion,1,?
bqwh-15-106-38_glb.xml.minion.conv.minion,1,?
bqwh-15-106-39_ext.xml.minion.converted.minion.gz,1,609
bqwh-15-106-39_glb.xml.minion.conv.minion,1,0
bqwh-15-106-3_ext.xml.minion.converted.minion.gz,1,598
bqwh-15-106-3_glb.xml.minion.conv.minion,1,0
bqwh-15-106-40_glb.xml.minion.conv.minion,1,?
bqwh-15-106-41_ext.xml.minion.converted.minion.gz,1,575
bqwh-15-106-41_glb.xml.minion.conv.minion,1,0
bqwh-15-106-42_glb.xml.minion.conv.minion,1,?
bqwh-15-106-43_ext.xml.minion.converted.minion.gz,1,586
bqwh-15-106-43_glb.xml.minion.conv.minion,1,?
bqwh-15-106-44_glb.xml.minion.conv.minion,1,?
bqwh-15-106-45_ext.xml.minion.converted.minion.gz,1,613
bqwh-15-106-45_glb.xml.minion.conv.minion,1,?
bqwh-15-106-46_glb.xml.minion.conv.minion,1,?
bqwh-15-106-47_ext.xml.minion.converted.minion.gz,1,584
bqwh-15-106-47_glb.xml.minion.conv.minion,1,?
bqwh-15-106-48_glb.xml.minion.conv.minion,1,?
bqwh-15-106-49_ext.xml.minion.converted.minion.gz,1,591
bqwh-15-106-49_glb.xml.minion.conv.minion,1,?
bqwh-15-106-4_glb.xml.minion.conv.minion,1,?
bqwh-15-106-50_glb.xml.minion.conv.minion,1,?
bqwh-15-106-51_ext.xml.minion.converted.minion.gz,1,605
bqwh-15-106-51_glb.xml.minion.conv.minion,1,?
bqwh-15-106-53_ext.xml.minion.converted.minion.gz,1,596
bqwh-15-106-53_glb.xml.minion.conv.minion,1,0
bqwh-15-106-54_glb.xml.minion.conv.minion,1,?
bqwh-15-106-55_ext.xml.minion.converted.minion.gz,1,606
bqwh-15-106-55_glb.xml.minion.conv.minion,1,0
bqwh-15-106-56_glb.xml.minion.conv.minion,1,?
bqwh-15-106-57_ext.xml.minion.converted.minion.gz,1,592
bqwh-15-106-57_glb.xml.minion.conv.minion,1,?
bqwh-15-106-58_glb.xml.minion.conv.minion,1,?
bqwh-15-106-59_ext.xml.minion.converted.minion.gz,1,606
bqwh-15-106-59_glb.xml.minion.conv.minion,1,0
bqwh-15-106-5_ext.xml.minion.converted.minion.gz,1,587
bqwh-15-106-5_glb.xml.minion.conv.minion,1,?
bqwh-15-106-60_glb.xml.minion.conv.minion,1,?
bqwh-15-106-61_ext.xml.minion.converted.minion.gz,1,600
bqwh-15-106-61_glb.xml.minion.conv.minion,1,?
bqwh-15-106-62_glb.xml.minion.conv.minion,1,?
bqwh-15-106-63_ext.xml.minion.converted.minion.gz,1,587
bqwh-15-106-63_glb.xml.minion.conv.minion,1,?
bqwh-15-106-65_ext.xml.minion.converted.minion.gz,1,583
bqwh-15-106-65_glb.xml.minion.conv.minion,1,?
bqwh-15-106-66_glb.xml.minion.conv.minion,1,?
bqwh-15-106-67_ext.xml.minion.converted.minion.gz,1,585
bqwh-15-106-67_glb.xml.minion.conv.minion,1,0
bqwh-15-106-68_glb.xml.minion.conv.minion,1,?
bqwh-15-106-69_ext.xml.minion.converted.minion.gz,1,608
bqwh-15-106-69_glb.xml.minion.conv.minion,1,?
bqwh-15-106-6_glb.xml.minion.conv.minion,1,?
bqwh-15-106-70_glb.xml.minion.conv.minion,1,0
bqwh-15-106-71_ext.xml.minion.converted.minion.gz,1,612
bqwh-15-106-71_glb.xml.minion.conv.minion,1,0
bqwh-15-106-72_glb.xml.minion.conv.minion,1,?
bqwh-15-106-73_ext.xml.minion.converted.minion.gz,1,576
bqwh-15-106-73_glb.xml.minion.conv.minion,1,?
bqwh-15-106-74_glb.xml.minion.conv.minion,1,?
bqwh-15-106-75_ext.xml.minion.converted.minion.gz,1,616
bqwh-15-106-75_glb.xml.minion.conv.minion,1,0
bqwh-15-106-76_glb.xml.minion.conv.minion,1,?
bqwh-15-106-77_ext.xml.minion.converted.minion.gz,1,593
bqwh-15-106-77_glb.xml.minion.conv.minion,1,?
bqwh-15-106-78_glb.xml.minion.conv.minion,1,?
bqwh-15-106-79_ext.xml.minion.converted.minion.gz,1,589
bqwh-15-106-79_glb.xml.minion.conv.minion,1,?
bqwh-15-106-7_ext.xml.minion.converted.minion.gz,1,582
bqwh-15-106-7_glb.xml.minion.conv.minion,1,?
bqwh-15-106-80_glb.xml.minion.conv.minion,1,0
bqwh-15-106-81_ext.xml.minion.converted.minion.gz,1,591
bqwh-15-106-81_glb.xml.minion.conv.minion,1,0
bqwh-15-106-83_ext.xml.minion.converted.minion.gz,1,603
bqwh-15-106-83_glb.xml.minion.conv.minion,1,?
bqwh-15-106-84_glb.xml.minion.conv.minion,1,?
bqwh-15-106-85_ext.xml.minion.converted.minion.gz,1,590
bqwh-15-106-85_glb.xml.minion.conv.minion,1,0
bqwh-15-106-86_glb.xml.minion.conv.minion,1,0
bqwh-15-106-87_ext.xml.minion.converted.minion.gz,1,579
bqwh-15-106-87_glb.xml.minion.conv.minion,1,?
bqwh-15-106-88_glb.xml.minion.conv.minion,1,0
bqwh-15-106-89_ext.xml.minion.converted.minion.gz,1,600
bqwh-15-106-89_glb.xml.minion.conv.minion,1,?
bqwh-15-106-8_glb.xml.minion.conv.minion,1,?
bqwh-15-106-90_glb.xml.minion.conv.minion,1,0
bqwh-15-106-91_ext.xml.minion.converted.minion.gz,1,612
bqwh-15-106-92_glb.xml.minion.conv.minion,1,?
bqwh-15-106-93_ext.xml.minion.converted.minion.gz,1,603
bqwh-15-106-93_glb.xml.minion.conv.minion,1,?
bqwh-15-106-94_glb.xml.minion.conv.minion,1,?
bqwh-15-106-95_ext.xml.minion.converted.minion.gz,1,598
bqwh-15-106-95_glb.xml.minion.conv.minion,1,?
bqwh-15-106-96_glb.xml.minion.conv.minion,1,?
bqwh-15-106-97_ext.xml.minion.converted.minion.gz,1,601
bqwh-15-106-97_glb.xml.minion.conv.minion,1,?
bqwh-15-106-98_glb.xml.minion.conv.minion,1,0
bqwh-15-106-99_ext.xml.minion.converted.minion.gz,1,623
bqwh-15-106-99_glb.xml.minion.conv.minion,1,0
bqwh-15-106-9_ext.xml.minion.converted.minion.gz,1,594
bqwh-15-106-9_glb.xml.minion.conv.minion,1,0
bqwh-18-141-11_ext.xml.minion.converted.minion.gz,1,876
bqwh-18-141-13_ext.xml.minion.converted.minion.gz,1,855
bqwh-18-141-15_ext.xml.minion.converted.minion.gz,1,882
bqwh-18-141-17_ext.xml.minion.converted.minion.gz,1,852
bqwh-18-141-19_ext.xml.minion.converted.minion.gz,1,887
bqwh-18-141-1_ext.xml.minion.converted.minion.gz,1,879
bqwh-18-141-21_ext.xml.minion.converted.minion.gz,1,886
bqwh-18-141-23_ext.xml.minion.converted.minion.gz,1,889
bqwh-18-141-25_ext.xml.minion.converted.minion.gz,1,887
bqwh-18-141-27_ext.xml.minion.converted.minion.gz,1,842
bqwh-18-141-29_ext.xml.minion.converted.minion.gz,1,888
bqwh-18-141-31_ext.xml.minion.converted.minion.gz,1,912
bqwh-18-141-33_ext.xml.minion.converted.minion.gz,1,863
bqwh-18-141-35_ext.xml.minion.converted.minion.gz,1,869
bqwh-18-141-37_ext.xml.minion.converted.minion.gz,1,883
bqwh-18-141-39_ext.xml.minion.converted.minion.gz,1,869
bqwh-18-141-3_ext.xml.minion.converted.minion.gz,1,879
bqwh-18-141-41_ext.xml.minion.converted.minion.gz,1,866
bqwh-18-141-43_ext.xml.minion.converted.minion.gz,1,920
bqwh-18-141-45_ext.xml.minion.converted.minion.gz,1,885
bqwh-18-141-47_ext.xml.minion.converted.minion.gz,1,895
bqwh-18-141-49_ext.xml.minion.converted.minion.gz,1,884
bqwh-18-141-51_ext.xml.minion.converted.minion.gz,1,914
bqwh-18-141-53_ext.xml.minion.converted.minion.gz,1,902
bqwh-18-141-55_ext.xml.minion.converted.minion.gz,1,854
bqwh-18-141-57_ext.xml.minion.converted.minion.gz,1,833
bqwh-18-141-59_ext.xml.minion.converted.minion.gz,1,864
bqwh-18-141-5_ext.xml.minion.converted.minion.gz,1,859
bqwh-18-141-61_ext.xml.minion.converted.minion.gz,1,898
bqwh-18-141-63_ext.xml.minion.converted.minion.gz,1,889
bqwh-18-141-65_ext.xml.minion.converted.minion.gz,1,833
bqwh-18-141-67_ext.xml.minion.converted.minion.gz,1,853
bqwh-18-141-69_ext.xml.minion.converted.minion.gz,1,848
bqwh-18-141-71_ext.xml.minion.converted.minion.gz,1,876
bqwh-18-141-73_ext.xml.minion.converted.minion.gz,1,895
bqwh-18-141-75_ext.xml.minion.converted.minion.gz,1,885
bqwh-18-141-77_ext.xml.minion.converted.minion.gz,1,910
bqwh-18-141-79_ext.xml.minion.converted.minion.gz,1,846
bqwh-18-141-7_ext.xml.minion.converted.minion.gz,1,863
bqwh-18-141-81_ext.xml.minion.converted.minion.gz,1,861
bqwh-18-141-83_ext.xml.minion.converted.minion.gz,1,829
bqwh-18-141-85_ext.xml.minion.converted.minion.gz,1,875
bqwh-18-141-87_ext.xml.minion.converted.minion.gz,1,898
bqwh-18-141-89_ext.xml.minion.converted.minion.gz,1,888
bqwh-18-141-91_ext.xml.minion.converted.minion.gz,1,867
bqwh-18-141-93_ext.xml.minion.converted.minion.gz,1,863
bqwh-18-141-95_ext.xml.minion.converted.minion.gz,1,904
bqwh-18-141-97_ext.xml.minion.converted.minion.gz,1,873
bqwh-18-141-99_ext.xml.minion.converted.minion.gz,1,896
bqwh-18-141-9_ext.xml.minion.converted.minion.gz,1,882
composed-25-10-20-0_ext.xml.minion.gz,1,620
composed-25-10-20-1_ext.xml.minion.gz,1,620
composed-25-10-20-2_ext.xml.minion.gz,1,620
composed-25-10-20-3_ext.xml.minion.gz,1,620
composed-25-10-20-4_ext.xml.minion.gz,1,620
composed-25-10-20-5_ext.xml.minion.gz,1,620
composed-25-10-20-6_ext.xml.minion.gz,1,620
composed-25-10-20-7_ext.xml.minion.gz,1,620
composed-25-10-20-8_ext.xml.minion.gz,1,620
composed-25-10-20-9_ext.xml.minion.gz,1,620
composed-25-1-2-0_ext.xml.minion.gz,1,224
composed-25-1-2-1_ext.xml.minion.gz,1,224
composed-25-1-2-2_ext.xml.minion.gz,1,224
composed-25-1-2-3_ext.xml.minion.gz,1,224
composed-25-1-2-4_ext.xml.minion.gz,1,224
composed-25-1-25-0_ext.xml.minion.gz,1,247
composed-25-1-25-1_ext.xml.minion.gz,1,247
composed-25-1-25-2_ext.xml.minion.gz,1,247
composed-25-1-25-3_ext.xml.minion.gz,1,247
composed-25-1-25-4_ext.xml.minion.gz,1,247
composed-25-1-25-5_ext.xml.minion.gz,1,247
composed-25-1-25-6_ext.xml.minion.gz,1,247
composed-25-1-25-7_ext.xml.minion.gz,1,247
composed-25-1-25-8_ext.xml.minion.gz,1,247
composed-25-1-25-9_ext.xml.minion.gz,1,247
composed-25-1-2-5_ext.xml.minion.gz,1,224
composed-25-1-2-6_ext.xml.minion.gz,1,224
composed-25-1-2-7_ext.xml.minion.gz,1,224
composed-25-1-2-8_ext.xml.minion.gz,1,224
composed-25-1-2-9_ext.xml.minion.gz,1,224
composed-25-1-40-0_ext.xml.minion.gz,1,262
composed-25-1-40-1_ext.xml.minion.gz,1,262
composed-25-1-40-2_ext.xml.minion.gz,1,262
