@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC

@DATA
./SAT03/industrial/goldberg/hard_eq_check/x1mul.miter.shuffled-as.sat03-359.cnf,1,1.0083,0.0001,2.5108,0.0101,?,?,0.0002,0.5796,1.9525,0.0137,0.0002,3.9069,0,0.4607,?,0.6667,7,0.0881,11,?,1.1569,9.0507,?,?,?,?,?,?,1.7742,0,0.1571,0,0.7453,1,0.0709,1.5077,0.4592,0.156,0.0072,0.0173,55571,8607,55174,0.0004,0.391,0.0002,4.2715,0.0359,1.4698,0.1664,0.0002,0.0004,0.0069,0.6934,1.0593,0,0.2299,512.5,437,0.1787,2565,0.014,2528,698
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top25.cnf,1,1.355,0,1.6611,0.0033,?,?,0.0001,0.3106,1.9524,0.0013,0,1.8952,0,0.4242,?,0.9245,4,0.0939,6,?,0.7296,5.4599,?,?,?,?,?,?,2.0728,0,0.532,0,0.6648,1,0.1815,1.2526,0.3877,0.1962,0.7009,1.7234,227126,26201,133536,0.0001,0.5536,0.0001,2.0188,0.0038,2.1123,0.1594,0,0.0001,0.0018,0.8351,1.1357,0,0.1489,1021,691,0.0874,6579,0.0099,6528,2337
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,84.2182,0,1.0806,0.0007,?,?,0.0002,0.6748,3.5036,0.0006,0,2.5235,0,0.9842,?,0.9922,14,0.0721,17,?,1.3863,15.5,?,?,?,?,?,?,3.079,0,0,0,0.9597,1,0.32,0.8005,0.5179,0.0402,0.0044,0.0486,5949456,238057,5923540,0,13.2663,0,2.1801,0.0006,3.7149,0.5524,0,0,0.0157,0.9853,0.1222,0,0.9842,0,0,0.3638,0,0,0,0
./SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand064.cnf,1,1.7395,0,1.9878,0.0029,?,?,0.0001,0.4983,2.0606,0.0011,0,1.3596,0,0.4981,?,0.8824,6,0.0638,7,?,0.5583,6.7536,?,?,?,?,?,?,2.3172,0,0.1626,0,0.7369,1,0.1834,1.6108,0.4802,0.1826,1.0278,2.7128,276623,24904,136416,0.0001,0.7664,0.0001,1.8004,0.0026,2.4201,0.149,0.0001,0.0001,0.0026,0.7464,1.4909,0,0.2964,429.5,344,0.1732,6321,0.8661,0,559
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-13-step17.cnf,1,2.9543,0,0.7789,0.0006,1.3878,0.0001,0.0003,0.7025,2.6347,0.0005,0.0001,0.8465,0,0.9064,0,1,10,0.0676,13,0.0062,1.1317,11.2111,2.9891,0.7143,0.0099,2.7701,0.2371,0.543,2.83,0,0.4782,0,0.9718,1,0.2947,1.0639,0.4925,0.1563,0.1339,0.3071,142227,19609,125436,0.0001,0.8702,0.0001,0.6433,0.0005,2.5587,0.3882,0,0.0001,0.0025,0.9644,0.4516,0,0.9005,1081,230,0.4378,6754,0.4411,0,1554
./SAT09/APPLICATIONS/bioinfo/q_query_3_L70_coli.sat.cnf,1,5.2484,0,2.4732,0.0037,?,?,0.0001,0.0971,2.6194,0.0014,0,1.7961,0,0.4776,?,1,6,0.0557,7,?,0.3955,6.1348,?,?,?,?,?,?,2.666,0,0.4463,0,0.6399,1,0.1749,1.427,0.4848,0.0952,2.3796,6.607,1020908,28762,302084,0.0001,0.4944,0.0001,2.063,0.0019,2.7203,0.3748,0,0.0001,0.0007,0.7578,1.2556,0,0.1224,564.75,126,0.0345,6061.5,0.6669,0,898
./SAT05/industrial/maris05/DriverLog/driverlog3_v01a.renamed-as.sat05-3963.cnf,1,3.5334,0.0065,0.4018,0.0585,0.9642,0.0256,0.0254,0.9787,2.6889,0.0338,0.0166,0.3711,0.0052,0.7802,0.0026,0.9111,4,0.1106,7,0.1313,0.9141,5.5426,3.4051,0.8667,0.0317,3.641,0.2456,0.5987,3.4393,0,0,0,0.4806,1,0.2633,1.0863,0.7688,0.1235,1.0273,0.7895,1559,95,769,0.026,0.4142,0.0211,0.4391,0.065,3.1551,0.4735,0.0065,0.026,0.0842,0.8544,0.8424,0,0.7698,0,0,0.5723,38,0.1227,32,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin.cnf,1,1.1092,0,1.0172,0.0015,0.8597,0.0005,0.0001,0.1791,2.6411,0.0007,0.0001,1.2783,0,0.4676,0,0.8148,9,0.0602,12,0.0036,0.9341,11.4659,3.3076,0.7333,0.0217,4.9056,0.1392,0.6055,2.896,0,0.3019,0,0.7582,1,0.1192,1.7048,0.456,0.1757,0.9375,2.7092,262658,23820,135563,0.0001,0.3687,0.0001,1.193,0.0021,3.1253,0.1268,0.0001,0.0001,0.0018,0.6345,1.4907,0,0.2359,561.4,147,0.0635,6199,0.0062,6145,708
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1,4.4065,0.0001,2.883,0.0187,?,?,0.0007,0.5997,3.0191,0.076,0.0003,4.5264,0,0.8552,?,0.9328,4,0.0538,5,?,0.2691,4.9239,?,?,?,?,?,?,3.169,0,0.4671,0,0.5235,1,0.2535,1.3928,0.6938,0.063,10.1228,69.0141,1130525,6404,101640,0.0006,1.9187,0.0003,4.4161,0.0926,3.1268,0.3397,0.0001,0.0006,0.0176,0.8398,1.3418,0,0.5524,130.5484,29,0.343,1523.5,0.2247,1471,242
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.035-NOTKNOWN.cnf,1,4.9554,0,0.7146,0.001,?,?,0.0002,0.7107,2.2688,0.0006,0,1.6968,0,0.9739,?,1,35,0.0111,37,?,0.5382,36.1383,?,?,?,?,?,?,2.3914,0,0.6468,0,1.2726,1,0.1651,0.8075,0.379,0.1527,0.7975,1.3233,676901,57489,376579,0,1.9844,0,1.3372,0.0006,2.413,0.1884,0,0,0.0011,0.9829,0.1778,0,0.9764,37.5,9,0.6172,0,0,0,68
SAT-Race-2010-CNF/hardware-verification/velev/2dlx_ca_bp_f_liveness.cnf,1,678.568,0,1.8279,0.0155,?,?,0.0001,0.4604,4.0475,0.0033,0,7.206,0,0.9495,?,0.9852,5,0,5,?,0,5,?,?,?,?,?,?,4.0238,0,0,0,0.593,1,0.2372,1.0688,0.7212,0.0439,0.0073,0.0753,4313014,188087,4281700,0,2.6384,0,9.1027,0.0068,4.077,0.5002,0,0,0.0035,0.9471,0.5717,0,0.9069,0,0,0.3228,0,0,0,0
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq6.used-as.sat04-347.cnf,1,531.114,0,4.3478,0.0149,?,?,0,0.4575,4.165,0.008,0,5.9766,0,0.9301,?,1,4,0,4,?,0,4,?,?,?,?,?,?,4.2629,0,0,0,0.5229,1,0.2634,1.0028,0.7691,0.0476,0.029,0.2484,3634677,168000,3532144,0,2.1534,0,6.4535,0.015,4.4716,0.3443,0,0,0.001,0.9369,0.5897,0,0.9087,0,0,0.1757,0,0,0,0
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,0.881,0.0035,0.2847,0.0105,0.2189,0.0187,0.0062,0.7547,2.1438,0.0091,0.0047,0.3406,0.0014,0.4064,0.0063,0.25,5,0.0773,7,0.0356,0.7101,6.5354,3.0533,0.5205,0.1882,3.1242,0.3248,0.1651,1.793,0,0.0298,0,0.6663,1,0.0707,1.4436,0.4544,0.2081,0.2849,0.6913,1840,298,1432,0.0118,0.169,0.0067,0.3063,0.0237,2.6786,0.0526,0.0049,0.0118,0.0168,0.5028,0.8921,0,0.0223,4080,3946,0.3209,49,0.0915,43,4291
./SAT11/application/leberre/2dimensionalstrippacking/korf-18.cnf,1,3.5658,0.0001,1.2345,0.0023,?,?,0.0002,0.6023,1.5671,0.0183,0.0009,4.0806,0,0.942,?,0.9934,5,0.0881,6,?,0.6778,5.5875,?,?,?,?,?,?,1.2868,0.25,0.3011,0,0.3541,1,0.2169,0.5612,0.8736,0.0371,0.0099,0.1352,186934,6866,185107,0.001,0.6135,0.0003,3.5238,0.0185,1.7372,0.3662,0,0.001,0.008,0.1793,2.1227,0,0.0943,881.2,426,0.2869,0,0,0,1267
./SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,4.3624,0,0.7729,0.0002,0.7386,0.0001,0,0.7204,2.3979,0.0001,0,0.8663,0,0.7535,0,0.75,18,0.0198,20,0.0004,0.4903,18.9,3.1536,0.4889,0.0138,3.7117,0.1499,0.5235,2.7473,0,0.642,0,1.0234,1,0.1615,1.435,0.3912,0.1944,0.5367,0.8148,675624,85468,439653,0,0.4893,0,0.7737,0.0002,2.7001,0.1909,0,0,0.0001,0.8544,1.0473,0,0.6431,39.6667,9,0.3279,0,0,0,76
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top26.cnf,1,1.7364,0,1.6857,0.0033,?,?,0.0001,0.3135,1.9475,0.0013,0,1.9344,0,0.4245,?,0.9266,4,0.0942,6,?,0.7299,5.439,?,?,?,?,?,?,2.0847,0,0.6697,0,0.6638,1,0.1821,1.2477,0.3862,0.1963,0.6997,1.7192,245006,28296,144146,0.0001,0.5581,0.0001,2.059,0.0036,2.1035,0.1604,0,0.0001,0.0017,0.8357,1.1315,0,0.1471,1175.6,657,0.0759,7104,0.866,0,2721
./SAT05/industrial/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf,1,39.2044,0.0012,0.0846,0.0024,?,?,0.0023,0.9401,0.7452,0.0042,0.0042,0.0054,0.0041,0.9993,?,0.5335,3,0,3,?,0,3,?,?,?,?,?,?,0.0335,0.5172,0.3887,0,0.5485,1,0.002,0.6766,0.5939,0.0081,0,0,76775,625,76775,0.0042,0.2865,0.0032,0.0054,0.0042,0.7452,0.5235,0.0041,0.0042,0.04,0.9993,0.6746,0,0.3917,2663.6667,1631,0.7603,297,0.0836,282,4079
./SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,6.2939,0,2.3254,0.0052,?,?,0.0001,0.5315,3.1744,0.0077,0.0001,5.6882,0,0.6514,?,0.9487,20,0.0244,21,?,0.6902,20.4615,?,?,?,?,?,?,3.7986,0,0,0,0.9215,1,0.249,1.9957,0.3373,0.0718,1.0904,7.3823,1254773,43082,600262,0.0001,1.0023,0,4.1274,0.0079,4.1473,0.249,0,0.0001,0.0013,0.5813,1.9839,0,0.401,0,0,0.2543,0,0,0,0
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_1_keyfind_1.cnf,1,1.0564,0.0076,0.2842,0.0212,0.2282,0.0366,0.0128,0.8321,2.0593,0.0182,0.0097,0.3403,0.003,0.4303,0.0167,0.25,5,0.0732,7,0.0561,0.6245,6,2.8508,0.5205,0.25,3.0259,0.3477,0.1399,1.7135,0,0,0,0.7224,1,0.0746,1.4585,0.4475,0.2212,0.5394,1.0548,1016,146,660,0.0235,0.1795,0.0137,0.3154,0.0409,2.5754,0.0572,0.0106,0.0235,0.0342,0.5697,0.9282,0,0.0364,0,0,0.4078,26,0.1265,22,0
./SAT07/industrial/anbulagan/hard-unsat/partial-5-11-u.cnf,1,4.0566,0,0.4483,0.0001,0.5441,0,0,0.814,2.2272,0.0001,0,0.4355,0,0.7554,0,0.7333,15,0.0299,16,0.0002,0.6077,15.2963,3.1489,0.6071,0.029,3.3616,0.1636,0.5702,2.8848,0,0,0,1.0067,1,0.1602,1.3876,0.3982,0.1882,0.7867,1.1328,730719,76968,408968,0,0.503,0,0.4219,0.0001,2.5265,0.2707,0,0,0.0001,0.8637,1.0079,0,0.6423,389,389,0.2328,0,0,0,389
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf,1,20.319,0,0.6914,0.0003,?,?,0.0001,0.6768,2.0861,0.0002,0,1.7925,0,0.9794,?,1,86,0,86,?,0,86,?,?,?,?,?,?,2.225,0,0,0,1.2721,1,0.1645,0.7721,0.3801,0.1508,0.2366,0.6166,1643601,200489,1329179,0,2.0421,0,1.4132,0.0002,2.2526,0.188,0,0,0.0003,0.9859,0.1332,0,0.9812,0,0,0.6377,0,0,0,0
./SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1,5.636,0,0.4918,0.0001,0.6203,0,0,0.7698,2.3488,0,0,0.5009,0,0.7393,0,0.8,15,0.0343,17,0.0001,0.8033,15.8,3.1368,0.6071,0.0258,3.5066,0.1507,0.6427,2.898,0,0,0,0.9944,1,0.1634,1.3813,0.3878,0.176,0.7083,1.092,1211106,124771,708950,0,0.4802,0,0.5067,0.0001,2.5698,0.2637,0,0,0.0001,0.8754,1.0292,0,0.5987,179,179,0.2258,0,0,0,179
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom24.cnf,1,1.5541,0,1.9413,0.0046,?,?,0.0002,0.2109,2.2686,0.0012,0.0001,2.5398,0,0.3808,?,0.88,4,0.0905,6,?,0.669,5.1862,?,?,?,?,?,?,2.2144,0,0.2163,0,0.6773,1,0.2461,1.517,0.4219,0.1803,0.5292,1.5255,210488,24821,137645,0.0001,0.7205,0.0001,2.2508,0.0035,2.3569,0.2071,0,0.0001,0.0017,0.7204,1.3344,0,0.1177,843,619,0.0578,6996,0.866,0,1172
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,1,65.5826,0,0.7146,0.0009,?,?,0.0001,0.3803,1.8349,0.0007,0,2.1869,0,0.961,?,0.9941,89,0,89,?,0,89,?,?,?,?,?,?,1.7403,0,0,0,0.5025,1,0.3259,0.648,0.7901,0.0569,0.4878,0.4312,9436757,360990,6342632,0,3.3608,0,1.9194,0.0007,1.9108,0.426,0,0,0.0039,0.9978,0.1789,0,0.961,0,0,0.1934,0,0,0,0
