@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC

@DATA
SAT11/random/medium/unif-k7-r89-v80-c7120-S1801179747-047.SATISFIABLE.cnf,1,7120,0.0875,7120,10,28.3909,9.5465,28.3985,28.4405,28.8393,28.8393,4412.8,9.6988,0.0111,27.7896,28.5321,80,0.0111,4370,4315,4315,4372,0.007,0.0055,4525,80,13.6385,14,4525,17,0.0875,0.0875,0.0875
SAT11/random/medium/unif-k7-r89-v70-c6230-S635440951-015.UNKNOWN.cnf,1,6230,0.1,6230,9,25.3567,8.4824,25.6407,25.5158,26.5947,26.5947,4435.8,8.6501,0.0111,24.9568,25.7795,70,0.0111,4380,4353,4353,4403,0.009,0.0063,4552,70,12.0849,12,4552,15,0.1,0.1,0.1
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S379672572-039.SATISFIABLE.cnf,1,2545,0.0051,2556,120,30.0397,16.0006,32.868,31.3884,39.9817,39.9817,3759,19.9066,0.0232,29.6514,35.6801,600,0.0035,3669,3611,3611,3724,0.0063,0.0025,3995,589,130.73,131,3995,142,0.0051,0.0051,0.0068
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S357264423-067-UNKNOWN.cnf,1,83418,0.0002,84000,0,58.9474,397.875,71.4595,68.3636,94.6,120,9.101,1190,0.0011,50.7,84.3333,20000,0,6,4,2,8,0.0003,0.0001,15,19502,4281.38,4267.5,23,4341,0.0002,0.0002,0.0003
SAT11/random/large/unif-k7-r85-v150-c12750-S1737989193-079-UNKNOWN.cnf,1,12750,0.0467,12750,20,46.3281,14.1247,46.4415,46.9429,47.2796,47.2796,4188.5,14.056,0.0117,45.2154,47.2796,150,0.0117,4105,4057,4057,4221,0.0042,0.003,4371,150,24.8028,25,4371,30,0.0467,0.0467,0.0467
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1189700536-035.SATISFIABLE.cnf,1,2130,0.05,2130,16,22.8507,7.8455,23.4234,23.6806,24.3948,24.3948,4302.5714,8.8106,0.0465,22.7653,23.708,100,0.0441,4261,4259,4259,4278,0.0164,0.0089,4435,100,20.0829,20,4435,24,0.05,0.05,0.05
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S625465881-078-UNKNOWN.cnf,1,146021,0.0001,147000,0,66,826.5,90.3884,82.3333,139,200,4.4891,2313.5,0.0005,56.8571,105.8571,35000,0,3,2,1,4,0.0002,0,8,34143,7454.75,7447.5,14,7465,0.0001,0.0001,0.0002
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1980330668-030.SATISFIABLE.cnf,1,2130,0.05,2130,16,22.8297,7.2239,23.6895,23.4317,25.7534,25.7534,4302.2857,8.0772,0.0465,22.8274,24.0244,100,0.0441,4256,4253,4253,4276,0.015,0.0092,4408,100,20.2117,20,4408,25,0.05,0.05,0.05
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S64788608-008-UNKNOWN.cnf,1,166897,0.0001,168000,8539,64,1612.5,91.8767,91.5,140,202,4.3256,1206,0.0005,53.2,109.6667,40000,0,3,1,1,4,0.0001,0,7,39032,8513.5,8515.5,12,8534,0.0001,0.0001,0.0002
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S913491256-073-UNKNOWN.cnf,1,125231,0.0001,126000,6300,67.0769,731.8,88.4753,83.6,134,233,5.2667,919,0.0006,53.25,99.5,30000,0,3,2,1,5,0.0002,0.0001,9,29270,6360.4,6371,14,6396,0.0001,0.0001,0.0002
SAT11/random/large/unif-k5-r20-v1500-c30000-S303265982-092-UNKNOWN.cnf,1,30000,0.0033,30000,269,60.7097,61.4,66.4209,66.0435,76.6875,90.0833,26.0924,79.6537,0.0146,55.65,71.85,1500,0.0083,20,18,15,24,0.0011,0.0006,36,1500,287.608,287,48,304,0.0033,0.0033,0.0033
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S31505198-038.UNKNOWN.cnf,1,3195,0.0333,3195,24,30.8469,11.3072,31.7884,31.5157,33.0958,33.0958,4163.2857,12.501,0.0463,30.3354,32.9055,150,0.041,4090,4078,4078,4124,0.0097,0.0059,4320,150,29.7067,30,4320,35,0.0333,0.0333,0.0333
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S375894551-007.UNKNOWN.cnf,1,3195,0.0333,3195,24,31.6269,11.9093,32.2049,31.972,33.7334,33.7334,4176.5714,12.9832,0.0463,30.955,33.1368,150,0.041,4061,4038,4038,4182,0.0103,0.0066,4363,150,29.4587,29,4363,35,0.0333,0.0333,0.0333
SAT11/random/medium/unif-k7-r89-v80-c7120-S1623694027-006.SATISFIABLE.cnf,1,7120,0.0875,7120,10,28.4267,9.2549,28.5137,28.5106,29.1253,29.1253,4408.6,9.4743,0.0111,27.9901,28.5159,80,0.0111,4357,4327,4327,4358,0.0084,0.006,4549,80,13.8743,14,4549,17,0.0875,0.0875,0.0875
SAT11/random/medium/unif-k7-r89-v80-c7120-S1901567697-013.UNKNOWN.cnf,1,7120,0.0875,7120,10,28.2044,9.6484,28.42,28.3577,29.1588,29.1588,4418,9.8159,0.0111,27.8808,28.4983,80,0.0111,4344,4315,4315,4413,0.0073,0.0054,4514,80,13.788,14,4514,17,0.0875,0.0875,0.0875
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S895193371-061.UNKNOWN.cnf,1,1693,0.0077,1704,78,23.1441,12.1894,23.4231,23.4128,23.8866,23.8866,3928.5714,14.7744,0.0366,22.463,23.8661,400,0.0059,3892,3834,3834,3922,0.0083,0.0039,4022,389,86.3066,86,4022,95,0.0078,0.0078,0.0129
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S874954918-011.SATISFIABLE.cnf,1,2331,0.0056,2343,109,29.3663,14.8334,31.2851,30.0989,38.1678,38.1678,3823.7143,18.4348,0.021,27.8871,32.9217,550,0.0043,3776,3726,3726,3791,0.0064,0.0028,3984,537,119.308,119,3984,130,0.0056,0.0056,0.0112
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S924370159-018-UNKNOWN.cnf,1,10427,0.0012,10500,505,32.2734,52.6684,34.2843,34.3874,36.9828,43.51,116.8571,78.3389,0.0072,30.9029,35.9032,2500,0.0008,97,90,74,107,0.0017,0.0006,140,2433,529.8,529,322,551,0.0013,0.0013,0.0021
SAT11/random/medium/unif-k7-r89-v90-c8010-S2014736708-037.SATISFIABLE.cnf,1,8010,0.0778,8010,12,31.0778,10.5066,31.249,31.0874,32.2223,32.2223,4372.2,10.591,0.0111,30.556,31.3013,90,0.0111,4280,4278,4278,4293,0.006,0.0044,4556,90,15.3607,15,4556,19,0.0778,0.0778,0.0778
SAT11/random/medium/unif-k7-r89-v80-c7120-S199880667-010.UNKNOWN.cnf,1,7120,0.0875,7120,10,28.2257,9.7029,28.5038,28.4435,29.106,29.106,4411.8,9.9186,0.0111,28.0041,28.7396,80,0.0111,4357,4302,4302,4408,0.0076,0.0051,4530,80,13.7092,14,4530,17,0.0875,0.0875,0.0875
SAT11/random/medium/unif-k7-r89-v60-c5340-S239039906-021.SATISFIABLE.cnf,1,5340,0.1167,5340,8,22.5787,7.4326,22.6802,22.5915,23.0636,23.0636,4487.6,7.8041,0.011,22.5249,22.6422,60,0.011,4439,4436,4436,4458,0.0101,0.0074,4588,60,10.4649,10,4588,13,0.1167,0.1167,0.1167
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S643238994-057-UNKNOWN.cnf,1,125159,0.0001,126000,6393,63.2857,669.8,82.2434,77.125,116.25,261,5.2165,976,0.0006,55.5,92.5,30000,0,3,3,2,5,0.0002,0.0001,9,29224,6343,6347,15,6355,0.0001,0.0001,0.0002
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1869766438-024.UNKNOWN.cnf,1,1273,0.0102,1278,58,18.9747,9.5384,20.1429,19.69,22.3901,22.3901,4003.8571,11.4905,0.0353,18.2385,21.6365,300,0.0016,3941,3929,3929,4010,0.0118,0.0051,4066,295,65.7542,66,4066,73,0.0102,0.0102,0.0169
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S379804333-028-UNKNOWN.cnf,1,125227,0.0001,126000,6347,64.25,676.6,83.1979,79,121,168,5.9432,1425,0.0006,51.75,98.5,29999,0,3,2,1,5,0.0002,0.0001,11,29267,6388.4,6388,15,6412,0.0001,0.0001,0.0002
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S899463426-096.UNKNOWN.cnf,1,2970,0.0044,2982,140,34.5611,21.256,36.0361,34.9964,40.5037,40.5037,3689.7143,27.2708,0.0266,33.2303,38.9151,700,0.0034,3629,3577,3577,3699,0.0051,0.0022,3826,688,151.259,151,3826,163,0.0044,0.0044,0.0073
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1,1908,0.0068,1917,88,25.1837,12.6888,26.2126,25.3925,29.0817,29.0817,3891.4286,15.5148,0.0288,24.795,27.3746,450,0.0031,3805,3774,3774,3893,0.0073,0.0034,4003,439,97.5881,97.5,4003,107,0.0069,0.0069,0.0114
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2088689288-085.SATISFIABLE.cnf,1,1907,0.0068,1917,88,24.8321,11.8271,26.7516,25.5448,30.9341,30.9341,3908.7143,14.2136,0.0336,24.3399,29.6933,450,0.0058,3845,3743,3743,3875,0.01,0.0033,4050,439,97.8403,98,4050,107,0.0069,0.0069,0.0114
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S92008434-079-UNKNOWN.cnf,1,104349,0.0001,105000,5299,63.5,506.833,81.0534,79.8333,111.7143,161.25,6.7813,992.333,0.0008,49.9091,92,25000,0,4,3,2,6,0.0002,0.0001,11,24381,5328.33,5339,22,5354,0.0001,0.0001,0.0002
SAT11/random/large/unif-k5-r20-v1500-c30000-S1305346115-067-UNKNOWN.cnf,1,30000,0.0033,30000,268,60.0417,64.4104,65.762,66.2632,76.0588,93.2,25.181,80.7,0.0148,55.7391,71.12,1500,0.0085,21,18,15,24,0.0011,0.0006,34,1500,284.396,286.5,43,304,0.0033,0.0033,0.0033
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1258495116-025.SATISFIABLE.cnf,1,2662,0.04,2662,20,27.3432,9.4589,28.0695,28.1858,29.7435,29.7435,4224.1429,10.4917,0.0466,26.915,28.6993,125,0.0421,4163,4132,4132,4192,0.0124,0.0072,4362,125,24.8983,25,4362,30,0.04,0.04,0.04
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S445191369-092.SATISFIABLE.cnf,1,1597,0.0667,1597,12,18.5709,6.4198,19.0161,19.1001,19.7982,19.7982,4394.5714,7.3937,0.0463,18.5133,19.2159,75,0.0451,4335,4321,4321,4358,0.0182,0.0119,4504,75,15.1587,15,4504,19,0.0667,0.0667,0.0667
SAT11/random/large/unif-k7-r85-v250-c21250-S1116436500-050-UNKNOWN.cnf,1,21250,0.028,21250,35,47.0904,22.1167,48.6555,48.0049,51.1828,60.0109,223.9286,21.6302,0.0117,46.4354,49.8137,250,0.0117,178,158,142,199,0.0025,0.0017,240,250,41,41,921,48,0.028,0.028,0.028
SAT11/random/large/unif-k3-r4.2-v25000-c105000-S109959541-056-UNKNOWN.cnf,1,104285,0.0001,105000,5224,55.3333,541,74.6257,72.875,103.4,132.3333,6.3725,749.333,0.0008,47.7143,89.2,24999,0,4,3,1,6,0.0002,0.0001,10,24383,5314.5,5300.5,16,5336,0.0001,0.0001,0.0003
SAT11/random/large/unif-k5-r20-v750-c15000-S64285713-004-UNKNOWN.cnf,1,15000,0.0067,15000,131,47.25,34.8528,50.5573,50.9516,55.8182,59.7333,64.4494,42.0714,0.0251,45.5441,52.7209,750,0.0159,54,49,45,60,0.0021,0.0012,86,750,142.95,143,124,155,0.0067,0.0067,0.0067
SAT11/random/medium/unif-k7-r89-v80-c7120-S1639347701-083.SATISFIABLE.cnf,1,7120,0.0875,7120,10,28.4063,9.4727,28.4903,28.4205,28.88,28.88,4413.6,9.6793,0.0111,28.0547,28.69,80,0.0111,4377,4338,4338,4406,0.0069,0.0054,4475,80,13.835,14,4475,17,0.0875,0.0875,0.0875
SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,6230,0.1,6230,9,25.5571,8.571,25.6623,25.8168,26.0076,26.0076,4454.4,8.8384,0.0111,25.0936,25.8362,70,0.0111,4410,4360,4360,4445,0.0091,0.0063,4577,70,12.0252,12,4577,15,0.1,0.1,0.1
SAT11/random/large/unif-k5-r20-v750-c15000-S957625236-045-UNKNOWN.cnf,1,15000,0.0067,15000,132,48.28,33.9111,51.0479,51.0213,55.8542,60.1032,65.2614,41.4089,0.0258,46.3077,54.1982,750,0.0155,55,49,44,62,0.0021,0.0012,84,750,143.345,144,127,156,0.0067,0.0067,0.0067
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S901912629-090-UNKNOWN.cnf,1,20886,0.0006,21000,1035,38.925,90.2,42.0619,41.7018,48.0588,52.7363,47.7909,141.585,0.0034,36.4615,44.9429,5000,0.0002,38,33,26,44,0.0009,0.0003,66,4874,1064,1064,103,1102,0.0006,0.0006,0.0012
SAT11/random/large/unif-k5-r20-v1250-c25000-S313445894-099-UNKNOWN.cnf,1,25000,0.004,25000,222,57.3824,53.1366,62.5204,61.2308,72.5574,76.9545,32.011,68.7036,0.0178,53.8095,67.8571,1250,0.0092,27,24,18,31,0.0015,0.0007,41,1250,239.385,239,71,253,0.004,0.004,0.004
SAT11/random/large/unif-k7-r85-v250-c21250-S381985918-018-UNKNOWN.cnf,1,21250,0.028,21250,35,48.1209,21.9315,49.6914,49.4682,53.3141,58.9761,239.3929,21.7964,0.0117,46.3158,50.7773,250,0.0117,187,173,151,198,0.0027,0.0017,313,250,41.3307,41,794,49,0.028,0.028,0.028
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S380157195-014.SATISFIABLE.cnf,1,1901,0.0069,1917,87,25.0392,12.8297,26.4906,25.4252,30.0567,30.0567,3925.5714,15.6735,0.0279,23.7679,29.5908,450,0.0053,3842,3827,3827,3920,0.0089,0.0034,4052,434,96.2443,96,4052,106,0.007,0.007,0.0115
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1110880865-004.SATISFIABLE.cnf,1,3727,0.0286,3727,29,34.5153,11.9206,35.9378,35.031,39.0749,39.0749,4103.1429,13.2272,0.0456,33.5832,37.7006,175,0.0392,3994,3988,3988,4037,0.008,0.0051,4391,175,34.8097,35,4391,41,0.0286,0.0286,0.0286
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1336161514-068.UNKNOWN.cnf,1,2130,0.05,2130,16,22.8011,7.846,23.5531,23.3401,25.2968,25.2968,4283.1429,8.7535,0.0465,22.7919,23.8163,100,0.0437,4239,4222,4222,4258,0.015,0.0093,4430,100,20.0454,20,4430,25,0.05,0.05,0.05
SAT11/random/medium/unif-k7-r89-v60-c5340-S1831136826-075.UNKNOWN.cnf,1,5340,0.1167,5340,8,22.5398,7.6137,22.6427,22.5671,23.0966,23.0966,4503.4,7.8964,0.011,22.2968,22.7132,60,0.011,4485,4418,4418,4493,0.0101,0.0074,4619,60,10.4551,10,4619,13,0.1167,0.1167,0.1167
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1114532273-035.SATISFIABLE.cnf,1,2323,0.0056,2343,109,28.8798,15.4512,30.1399,29.4887,32.6095,32.6095,3809.5714,19.0946,0.0232,28.1707,32.4091,550,0.0022,3773,3634,3634,3838,0.0069,0.0027,3906,538,119.005,119,3906,129,0.0056,0.0056,0.0074
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S1592669696-022.SATISFIABLE.cnf,1,3727,0.0286,3727,29,34.2444,12.8424,35.4899,35.5456,36.9425,36.9425,4099.5714,14.0357,0.0453,33.9285,36.8459,175,0.0373,4038,4032,4032,4045,0.008,0.0053,4258,175,34.5415,34,4258,41,0.0286,0.0286,0.0286
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S224791863-033.UNKNOWN.cnf,1,2544,0.0051,2556,120,30.5134,16.7594,32.1957,31.568,36.1614,36.1614,3815.4286,21.6727,0.0216,29.7649,34.998,600,0.0039,3770,3686,3686,3810,0.0055,0.0025,3915,588,130.429,131,3915,141,0.0051,0.0051,0.0085
SAT11/random/medium/unif-k7-r89-v80-c7120-S474185167-033.SATISFIABLE.cnf,1,7120,0.0875,7120,10,28.3487,9.7005,28.5736,28.372,29.3166,29.3166,4416.4,9.8338,0.0111,28.2105,28.6203,80,0.0111,4358,4338,4338,4385,0.0074,0.0055,4545,80,13.6838,14,4545,17,0.0875,0.0875,0.0875
SAT11/random/medium/unif-k7-r89-v70-c6230-S2045410966-069.SATISFIABLE.cnf,1,6230,0.1,6230,9,25.6296,8.5197,25.7436,25.6631,26.182,26.182,4433.2,8.815,0.0111,25.5792,25.6641,70,0.0111,4384,4355,4355,4393,0.008,0.0061,4522,70,12.0567,12,4522,15,0.1,0.1,0.1
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1339958817-007.UNKNOWN.cnf,1,2546,0.0051,2556,119,29.9869,19.2836,32.3752,30.3663,37.217,37.217,3779.4286,24.6545,0.0224,28.9764,36.8109,600,0.0039,3710,3670,3670,3723,0.0055,0.0025,3959,589,129.622,130,3959,140,0.0051,0.0051,0.0085
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1744841484-003.SATISFIABLE.cnf,1,2969,0.0044,2982,140,34.025,17.8645,36.1473,34.4658,42.4387,42.4387,3648.7143,22.2332,0.0199,33.9806,38.2725,700,0.002,3563,3435,3435,3695,0.0064,0.0022,3765,686,151.452,151,3765,163,0.0044,0.0044,0.0073
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1386494586-003-UNKNOWN.cnf,1,62563,0.0002,63000,0,50.5714,257.182,59.6007,57.625,78.1429,105.0909,12.217,640.625,0.0012,43.125,67.6875,15000,0.0001,8,7,4,11,0.0003,0.0001,19,14604,3200.64,3193,33,3243,0.0002,0.0002,0.0003
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S690749326-001.UNKNOWN.cnf,1,1694,0.0077,1704,77,23.1007,12.6254,23.8191,24.1292,25.4919,25.4919,3916.5714,15.5977,0.0319,21.327,25.0661,400,0.0059,3870,3862,3862,3918,0.0094,0.0039,3964,390,86.0802,86,3964,95,0.0078,0.0078,0.0128
SAT11/random/large/unif-k5-r20-v2000-c40000-S922811046-076-UNKNOWN.cnf,1,40000,0.0025,40000,364,66.4706,79.9176,73.3461,71.5625,87.8462,109.1875,18.2727,111.21,0.0122,60.4545,78.875,2000,0.0063,15,13,9,18,0.0008,0.0005,24,2000,382.2,381,36,401,0.0025,0.0025,0.0025
SAT11/random/medium/unif-k7-r89-v90-c8010-S1475406203-080.UNKNOWN.cnf,1,8010,0.0778,8010,12,31.2588,10.455,31.3211,31.3308,32.0622,32.0622,4381.25,10.6857,0.0111,30.6324,32.0622,90,0.0111,4295,4280,4280,4451,0.0066,0.005,4499,90,15.3914,15,4499,19,0.0778,0.0778,0.0778
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1694067460-072.UNKNOWN.cnf,1,2330,0.0056,2343,108,27.3653,16.2036,29.303,27.8994,33.0964,33.0964,3850.5714,19.7899,0.0232,26.8871,32.593,550,0.0043,3723,3715,3715,3852,0.0069,0.0028,4037,536,117.815,118,4037,128,0.0057,0.0057,0.0093
SAT11/random/medium/unif-k7-r89-v70-c6230-S1960545292-083.UNKNOWN.cnf,1,6230,0.1,6230,9,25.6508,8.4507,25.759,25.7323,26.0301,26.0301,4441.8,8.7236,0.0111,25.5096,25.872,70,0.0111,4390,4360,4360,4401,0.0091,0.0065,4582,70,12.1497,12,4582,15,0.1,0.1,0.1
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S510739670-068.UNKNOWN.cnf,1,2758,0.0047,2769,130,32.5426,19.3754,34.1957,33.0278,38.9903,38.9903,3738.5714,24.7669,0.0196,30.6554,37.7324,650,0.0036,3682,3603,3603,3684,0.0058,0.0023,3943,639,140.519,141,3943,152,0.0047,0.0047,0.0078
SAT11/random/medium/unif-k7-r89-v60-c5340-S385597856-055.SATISFIABLE.cnf,1,5340,0.1167,5340,8,22.6794,7.2822,22.7553,22.6887,23.2204,23.2204,4521.4,7.7583,0.011,22.3918,22.796,60,0.011,4484,4464,4464,4510,0.0105,0.0077,4605,60,10.5034,10,4605,14,0.1167,0.1167,0.1167
