@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Running_Avg_LBD-4 NUMERIC
@ATTRIBUTE Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Loop-1 NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Literals_in_Loop_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Literals_in_Loop_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Learnt_from_Conflict-1 NUMERIC
@ATTRIBUTE Learnt_from_Conflict-1 NUMERIC
@ATTRIBUTE Other_Constraints NUMERIC
@ATTRIBUTE Avg_LBD_Levels-1 NUMERIC
@ATTRIBUTE Frac_Ternary_Constraints NUMERIC
@ATTRIBUTE Frac_Other_Constraints NUMERIC
@ATTRIBUTE Choices-1 NUMERIC
@ATTRIBUTE Conflicts/Choices-1 NUMERIC
@ATTRIBUTE Avg_Conflict_Levels-1 NUMERIC

@DATA
FolioSuite/ASP-Comp-2007-Lparse/SLparse/CarSequencing/benchmark1_15classes.dlv.dat.lp.gz,1,11.23,0,0,787,0,1,0,1,33,576,11.6667,0,1,381,0.0866,329.6061
FolioSuite/ASP-Comp-2007-Lparse/SLparse/CarSequencing/001.benchmark1_17classes.dlv.dat.lp.gz,1,12.33,0,0,819,0,1,0,1,32,636,11.75,0,1,326,0.0982,274.4688
FolioSuite/ASP-Comp-2007-Lparse/SLparse/Factoring/fact.grnd.sat.24.gz,1,7.06,0,0,2090,0,1,0,1,32,16,3.2188,0.3249,0.002,39,0.8205,8.8125
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianCycle/rand_200_1800_1154991214_9.gph.gz,1,82.85,0,0,9142,0,1,0,1,34,600,71.8529,0.1369,0.0456,222,0.1532,148.6765
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianCycle/rand_100_800_1155012316_11.gph.gz,1,?,?,?,?,?,?,?,?,?,300,?,0.1361,0.051,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianCycle/rand_150_1200_1154711577_4.gph.gz,1,52.61,0,0,7616,0,1,0,1,32,450,71.1562,0.1361,0.051,179,0.1788,114.25
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.48.gz,1,4.16,0,0,232,0,1,0,1,32,76,4.3125,0.0144,0.0243,103,0.3107,14.0312
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.30.gz,1,5.16,0,0,246,0,1,0,1,32,44,5.2812,0.0278,0.0157,175,0.1829,26.2188
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.41.gz,1,3.88,0,0,287,0,1,0,1,32,32,5.0938,0.0321,0.0121,87,0.3678,15.6562
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/hampath.ngrnd.6.gz,1,20.3,0,0,1853,0,1,0,1,32,81,20,0.0049,0.0151,64,0.5,27.5938
FolioSuite/ASP-Comp-2007-Lparse/SLparse/HamiltonianPath/gryzzles.15.gz,1,3.93,0,0,189,0,1,0,1,33,54,4,0.0263,0.0176,138,0.2391,16.0303
FolioSuite/ASP-Comp-2007-Lparse/SLparse/Hashiwokakero/hashiwokakero-size11-puzzle5.gz,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_13_13_t17.lp.gz,1,?,?,?,?,?,?,?,?,?,2349,?,0.0019,0.0625,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_20_20_t19.lp.gz,1,?,?,?,?,?,?,?,?,?,6379,?,0.0007,0.0572,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_18_18_t8.lp.gz,1,?,?,?,?,?,?,?,?,?,1621,?,0.0017,0.0834,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_17_17_t9.lp.gz,1,?,?,?,?,?,?,?,?,?,1733,?,0.0018,0.0806,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/KnightsTour/knights_15_15_t9.lp.gz,1,?,?,?,?,?,?,?,?,?,1349,?,0.0023,0.0816,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00750.23.gz,1,6.43,0,0,303,0,1,0,1,32,128,6.0938,0.243,0.0419,45,0.7111,9.4688
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00675.13.gz,1,7.01,0,0,383,0,1,0,1,32,130,5.2188,0.2418,0.0464,45,0.7111,7.1875
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00825.25.gz,1,6.85,0,0,341,0,1,0,1,32,141,5.25,0.2402,0.0418,42,0.7619,6.75
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-150/lp.150.00675.26.gz,1,6.35,0,0,380,0,1,0,1,32,128,6.6562,0.2419,0.0458,50,0.64,10.3438
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.00700.1.gz,1,6.86,0,0,448,0,1,0,1,32,131,5.125,0.2483,0.0468,45,0.7111,6.25
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.00700.15.gz,1,8.31,0,0,564,0,1,0,1,33,138,9.4242,0.2493,0.0478,54,0.6111,14.2727
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RLP-200/lp.200.01100.8.gz,1,7.16,0,0,380,0,1,0,1,32,187,6.6562,0.2411,0.0412,49,0.6531,8.875
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n50-unsat-b16.lp.gz,1,12.2,2,0.0588,911,66,0.9324,0.0676,0.9412,32,724,11.2812,0,0.1525,47,0.6809,12.5
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n50-unsat-b6.lp.gz,1,10.15,1,0.0286,980,62,0.9405,0.0595,0.9714,34,709,10.1765,0,0.1544,48,0.7083,11.4706
FolioSuite/ASP-Comp-2007-Lparse/SLparse/RandomNonTight/n60-sat-b18.lp.gz,1,12.35,1,0.0303,1043,29,0.9729,0.0271,0.9697,32,987,14.8438,0,0.1546,54,0.5926,17.5312
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/20.1.schur.gz,1,7.58,0,0,653,0,1,0,1,32,211,9.3125,0.8541,0.0118,53,0.6038,13.5312
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.10.schur.gz,1,12.2,0,0,662,0,1,0,1,32,225,11,0.8835,0.0119,54,0.5926,16.375
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/20.13.schur.gz,1,7.01,0,0,585,0,1,0,1,32,212,11.5,0.8541,0.0118,70,0.4571,19
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.17.schur.gz,1,10.81,0,0,621,0,1,0,1,32,226,8.875,0.8836,0.012,59,0.5424,15.5312
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SchurCompetition/15.16.schur.gz,1,8.74,0,0,514,0,1,0,1,32,226,9,0.8818,0.0121,59,0.5424,12.8125
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w4_g6_s4.dlv.dat.lp.gz,1,16.89,0,0,731,0,1,0,1,33,1620,18.7273,0.2356,0.0576,145,0.2276,114.2727
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w8_g4_s2.dlv.dat.lp.gz,1,13.03,0,0,454,0,1,0,1,32,444,12.8438,0.2224,0.1102,125,0.256,73.5938
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SocialGolfer/csp010-SocialGolfer_w6_g6_s3.dlv.dat.lp.gz,1,16.81,0,0,687,0,1,0,1,35,1359,16.2,0.2355,0.0581,216,0.162,144.8857
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward2/t31.dat.gz,1,5,0,0,416,0,1,0,1,32,12344,2.9688,0.081,0.6575,59,0.5424,28.9062
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SolitaireBackward2/t29.dat.gz,1,3.89,0,0,137,0,1,0,1,32,11504,2.9062,0.0817,0.6568,108,0.2963,12
FolioSuite/ASP-Comp-2007-Lparse/SLparse/SolitaireForward/solitare_forward_t24.lp.gz,1,3.62,0,0,111,0,1,0,1,32,3679,3.25,0.0628,0.1394,101,0.3168,59
FolioSuite/ASP-Comp-2007-Lparse/SLparse/Su-Doku/sudoku378.lp.gz,1,?,0,0,442,0,1,0,1,32,703,3.9062,0.0001,0.0032,64,0.5,9.0312
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.39_6.gz,1,4.26,0,0,564,0,1,0,1,35,154,12.2286,0.2894,0.0078,186,0.1882,39.2571
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.36_6.gz,1,2.99,0,0,96,0,1,0,1,32,142,2.0625,0.2894,0.0078,140,0.2286,22.375
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.33_6.gz,1,4.35,0,0,51,0,1,0,1,32,130,1.5312,0.2893,0.0078,137,0.2336,10.375
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.41_7.gz,1,4.11,0,0,330,0,1,0,1,33,163,5.1515,0.2897,0.0063,220,0.15,28.6667
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TowersOfHanoiCompetition/mgs_towers-hanoi.16_50.6.gz,1,3.03,0,0,90,0,1,0,1,33,134,2.0606,0.2894,0.0078,155,0.2129,18.8182
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/tsp_rand_70_300_1155482584_11.gph.gz,1,32.39,0,0,2468,0,1,0,1,33,206,34.697,0.1315,0.0897,89,0.3708,41.3636
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/tsp_rand_70_300_1155482584_8.gph.gz,1,?,0,0,2113,0,1,0,1,32,204,27.5,0.1314,0.089,84,0.381,45.0625
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/rand_80_340_1159656267_13.gph.gz,1,?,0,0,2564,0,1,0,1,32,239,32.1875,0.1311,0.0916,82,0.3902,47.5625
FolioSuite/ASP-Comp-2007-Lparse/SLparse/TravelingSalespersonSuite/tsp_rand_70_300_1155482584_5.gph.gz,1,24.12,0,0,2006,0,1,0,1,32,209,23.1875,0.1318,0.0912,77,0.4156,41.5
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightBoundedDominatingSetSuite/rand_200_800_1159728969_10.gph.gz,1,50.15,0,0,2569,0,1,0,1,33,307,38.1818,0.1682,0.2902,79,0.4177,41.4545
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightBoundedDominatingSetSuite/rand_150_600_1159731678_7.gph.gz,1,37.36,0,0,1869,0,1,0,1,32,226,27.3438,0.1611,0.3009,70,0.4571,30.0625
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976043347.dat.data.gz,1,3.09,0,0,221,0,1,0,1,32,222,4.2188,0,1,59,0.5424,16.375
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976049584.dat.data.gz,1,3.12,0,0,229,0,1,0,1,34,222,5.7941,0,1,53,0.6415,10.3235
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976048738.dat.data.gz,1,4.06,0,0,270,0,1,0,1,32,222,6.9375,0,1,58,0.5517,25.1875
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedLatinSquareCompetition/505.6.1976048051.dat.data.gz,1,?,0,0,590,0,1,0,1,32,222,10.625,0,1,66,0.4848,32.9375
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedSpanningTree/209_rand_45_138_1119571853_0.gph.gz,1,7.41,0,0,32,0,1,0,1,32,259,1,0.9705,0.0018,437,0.0732,13.6562
FolioSuite/ASP-Comp-2007-Lparse/SLparse/WeightedSpanningTree/207_rand_35_138_2077119725_0.gph.gz,1,9.72,0,0,32,0,1,0,1,32,220,1,0.9685,0.0025,84,0.381,2.625
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence3-ss2.gz,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence4-ss1.gz,1,?,0,0,32,0,1,0,1,32,68406,1,0.0968,0.0878,49,0.6531,1.5312
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence1-ss1.gz,1,?,?,?,?,?,?,?,?,?,229,?,0.211,0.0064,?,?,?
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-plain/stp_sequence4-ss4.gz,1,4.75,0,0,13620,0,1,0,1,32,68428,6.875,0.0956,0.0865,73,0.4384,9.2812
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence2-ss2.gz,1,2.31,0,0,8188,0,1,0,1,32,7664,9.4062,0.1544,0.0529,47,0.6809,10.5
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence4-ss1.gz,1,?,0,0,549,0,1,0,1,32,68096,3.0312,0.0959,0.0863,91,0.3516,5.9375
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence3-ss3.gz,1,4.93,0,0,11245,0,1,0,1,32,28364,8.8438,0.1173,0.0752,75,0.4267,11.0938
FolioSuite/ASP-Comp-2007-Lparse/SLparse/searchTest-verbose/stv_sequence4-ss2.gz,1,4.77,0,0,4025,0,1,0,1,32,68206,4.3438,0.0959,0.0864,109,0.2936,7.1875
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test13.gz,1,?,0,0,194,0,1,0,1,32,223,3,0.1083,0.1356,60,0.5333,10.75
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test16.gz,1,?,0,0,226,0,1,0,1,32,274,2.9688,0.0959,0.1452,71,0.4507,14.3125
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test19.gz,1,?,0,0,226,0,1,0,1,32,325,3.0312,0.0864,0.1526,83,0.3855,17.3125
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test22.gz,1,5.36,0,0,226,0,1,0,1,32,376,3.0312,0.0788,0.1584,95,0.3368,20.3125
FolioSuite/ASP-Comp-2007-Lparse/SLparse/verifyTest-variableSearchSpace/vtvss_test24.gz,1,7.58,0,0,226,0,1,0,1,32,410,3.0312,0.0746,0.1617,103,0.3107,22.3125
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init13.gz,1,4.15,0,0,449,0,1,0,1,32,43271,3.5312,0.004,0.236,137,0.2336,66.5312
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init12.gz,1,3.56,0,0,779,0,1,0,1,32,43472,4.4375,0.0029,0.2368,188,0.1702,61.7188
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init11.gz,1,6.06,0,0,938,0,1,0,1,32,43271,3.4375,0.004,0.236,102,0.3137,67.4062
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init2.gz,1,4.1,0,0,804,0,1,0,1,33,37377,3.6667,0.0033,0.2365,97,0.3402,55.0909
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init3.gz,1,3.51,0,0,1101,0,1,0,1,32,37632,3.75,0.0037,0.2363,95,0.3368,57.3125
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init7.gz,1,3.83,0,0,799,0,1,0,1,32,38596,3.6562,0.0032,0.2366,97,0.3299,55.6875
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init1.gz,1,4.06,0,0,1210,0,1,0,1,32,37176,4,0.0046,0.2356,212,0.1509,68.3438
FolioSuite/ASP-Comp-2009-Lparse/Comp15Puzzle/15-puzzle.init5.gz,1,4.03,0,0,1466,0,1,0,1,34,37632,4.0588,0.0037,0.2363,177,0.1921,55.2059
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721286911.dat.gz,1,6.28,0,0,571,0,1,0,1,32,308,6.375,0,0.9333,64,0.5,15.0312
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721329185.dat.gz,1,6.36,0,0,921,0,1,0,1,32,292,7.5,0,0.9097,56,0.5714,14.0625
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721347806.dat.gz,1,6.89,0,0,842,0,1,0,1,32,308,7.3438,0,0.9167,49,0.6531,11.2188
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721301641.dat.gz,1,7.19,0,0,836,0,1,0,1,35,308,9.6286,0,0.9167,76,0.4605,24.1714
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721349794.dat.gz,1,5.6,0,0,938,0,1,0,1,32,300,9.625,0,0.9404,58,0.5517,23.3125
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721327521.dat.gz,1,8.29,0,0,821,0,1,0,1,32,303,6.9062,0,0.9045,51,0.6275,11.375
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721326070.dat.gz,1,7.9,0,0,725,0,1,0,1,32,303,7.0625,0,0.9127,47,0.6809,12.25
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721297189.dat.gz,1,8.82,0,0,867,0,1,0,1,34,305,10.7353,0,0.9104,74,0.4595,27.5
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721325287.dat.gz,1,7.9,0,0,987,0,1,0,1,32,308,9.875,0,0.9222,57,0.5614,17.75
FolioSuite/ASP-Comp-2009-Lparse/CompBlockedNQueens/156.48.1960.36.1721330060.dat.gz,1,8.61,0,0,768,0,1,0,1,32,311,10.3125,0,0.9339,73,0.4384,25.625
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in4.gz,1,2.99,0,0,302,0,1,0,1,32,144,3.25,0,0.0021,83,0.3855,8.6562
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in2.gz,1,?,0,0,14,0,1,0,1,9,18,1.2222,0,0.0845,14,0.6429,1.7778
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in8.gz,1,15.86,0,0,1571,0,1,0,1,32,144,19.0625,0,0.0063,98,0.3265,45.5625
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in5.gz,1,?,0,0,1196,0,1,0,1,32,144,16.125,0,0.0048,89,0.3596,45.7188
FolioSuite/ASP-Comp-2009-Lparse/CompChannelRouting/channelRoute.in10.gz,1,?,?,?,?,?,?,?,?,?,144,?,0,0.0063,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_50_250_1235345753_0_k=6_unsat.gph.gz,1,10.61,2,0.0588,682,40,0.9446,0.0554,0.9412,32,149,13.9375,0.1422,0.0423,89,0.3596,25.3438
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_70_250_1235844252_0_k=13_sat.gph.gz,1,15.3,1,0.0303,471,12,0.9752,0.0248,0.9697,32,209,11.3438,0.1036,0.0432,181,0.1768,39.3438
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_50_250_1235842610_0_k=7_sat.gph.gz,1,14.14,0,0,1324,0,1,0,1,33,149,15,0.1397,0.0433,92,0.3587,25.8182
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_50_250_1235842610_0_k=6_unsat.gph.gz,1,13.78,0,0,1070,0,1,0,1,33,149,13.0909,0.1397,0.0433,89,0.3708,25.2121
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_40_200_1235844018_0_k=5_sat.gph.gz,1,11.41,0,0,1158,0,1,0,1,32,119,13.2188,0.1531,0.0454,59,0.5424,20.9688
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_60_400_1235843083_0_k=7_sat.gph.gz,1,13.92,1,0.0303,881,112,0.8872,0.1128,0.9697,32,179,17.8438,0.1503,0.0336,114,0.2807,39.25
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_55_250_1235855873_0_k=8_sat.gph.gz,1,15.81,0,0,601,0,1,0,1,32,164,15.5625,0.1314,0.043,100,0.32,34.625
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_65_500_1235857888_0_k=5_unsat.gph.gz,1,11.68,1,0.0303,1136,28,0.9759,0.0241,0.9697,32,194,22.3438,0.1547,0.03,104,0.3077,39.3125
FolioSuite/ASP-Comp-2009-Lparse/CompConnectedDominatingSet/rand_150_500_1235354638_0_k=15_unsat.gph.gz,1,14.24,0,0,214,0,1,0,1,33,443,6.0606,0.0625,0.0276,486,0.0679,61.9091
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=10-height=10-colours=11.gz,1,?,?,?,?,?,?,?,?,?,5000,?,0.1278,0.0213,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=8-height=8-colours=15.gz,1,?,?,?,?,?,?,?,?,?,4224,?,0.108,0.0371,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=12.gz,1,?,?,?,?,?,?,?,?,?,4374,?,0.1221,0.0271,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=13.gz,1,?,?,?,?,?,?,?,?,?,2842,?,0.1085,0.0428,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=15.gz,1,?,?,?,?,?,?,?,?,?,3234,?,0.101,0.0454,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=8.gz,1,?,?,?,?,?,?,?,?,?,3078,?,0.1322,0.0207,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=10.gz,1,?,?,?,?,?,?,?,?,?,3726,?,0.1274,0.0241,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=8-height=8-colours=14.gz,1,?,?,?,?,?,?,?,?,?,3968,?,0.1113,0.036,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=10-height=10-colours=9.gz,1,?,?,?,?,?,?,?,?,?,4200,?,0.1321,0.0185,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=9-height=9-colours=15.gz,1,?,?,?,?,?,?,?,?,?,5346,?,0.1135,0.0308,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=7-height=7-colours=14.gz,1,?,?,?,?,?,?,?,?,?,3038,?,0.1048,0.0442,?,?,?
FolioSuite/ASP-Comp-2009-Lparse/CompEdgeMatching/edge-matching-width=8-height=8-colours=12.gz,1,?,?,?,?,?,?,?,?,?,3456,?,0.1179,0.0331,?,?,?
