@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC

@DATA
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-17x30.cnf,1,0.1556,0.0086,0.7516,0,1,0,0.3048,28.7399,0.0039,0,0,0.5976,19.4733,0.3164,0.376,17.3879,0.5804,0,0,0.0044,0.0064,0,0,1,2,27.6741,2,?,240210,0.6066,29.1343,13.8583
SAT_Competition2007/crafted/Medium/contest05/sabharwal/sat-strips-gripper-10t19.sat05-1143.reshuffled-07.cnf,1,0.2081,0.1902,0.616,0.2756,0,0.0006,0.621,17.2676,0.0031,0.0126,0.0001,0.8195,6.7556,0.9064,0.9942,3.7622,0.4033,3.7306,0.1492,0.0038,0.6806,1.168,0.9848,0.4608,14.3455,17.2676,19,0.9156,53225,0.4159,17.8108,2.0204
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-01-S2069048075.sat05-488.reshuffled-07.cnf,1,0.5903,0.002,0.4961,0.2992,0,0.0342,0.0856,28.6595,0.0094,0.0612,0.0189,0.0833,0.9808,0.2001,0.559,0.3077,0.042,2.7545,0.1009,0.0008,0,0.6373,0.5796,0.5036,4,28.6595,4,0.227,3500,0.2631,29.7633,0.8491
SAT_Competition2009/CRAFTED/edgematching/explicit/em_11_3_4_exp.cnf,1,0.26,0,0.9005,0.0601,0,0.01,0.9376,20.6051,0.0009,0.0242,0.006,0.7105,12.9135,0.9648,0.9862,12.7535,0.7667,3.0174,0.0384,0.0003,0.7691,0.7715,0.3314,0.8453,5.0667,16.0711,7,?,384843,0.2264,22.6443,0.7755
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-pbl-00400.sat05-1322.reshuffled-07.cnf,1,0.4802,0.0172,0.0522,0.4994,0,0.4376,0.1395,8.5822,0.1098,0.4715,0.3746,1.9367,5.9822,0.3635,0.7497,3.4374,0.24,5.5859,0.4842,0.0009,0.0006,2.69,0.7862,0.2918,5.0889,6.1538,6,?,73374,0.2912,9.6556,0.2259
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf,1,0.0869,0.0126,0.9523,0,0.8,0,0.7182,54.2945,0.0026,0,0,0.2045,41.9114,0.7894,0.8815,51.7643,1.8075,5.3919,0,0.5578,0.9523,0.1921,0.0142,0.9969,3.2522,50.5436,4,?,215164,0.7795,57.0853,9.1212
SAT_Competition2007/crafted/Medium/contest05/others/QG-gensys-brn008.sat05-2685.reshuffled-07.cnf,1,0.2349,0.2415,0.1118,1,0,0.4996,0.5377,11.6017,0.6456,0.4999,0.4947,2.5446,0.8645,0.6647,0.7998,0.2503,0.4317,3.3595,0.5,0,0.0949,2.9219,0.9249,0.2822,4.5216,11.0465,6,?,7521,0.4575,15.3595,0.3568
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,1,0.2088,0.1316,0.1554,0.5,0,0.4948,0.6667,31.5315,0.0451,0.5,0,0.7151,5.6508,0.8,0.9951,2.3838,0.3599,3.6431,0.5,0,0.1393,1.5704,0.8393,0.3316,3.9192,30.0728,4,?,56210,0.5896,39.0084,0.9579
SAT_Competition2011/SAT04/handmade/hirsch03/hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841.cnf,1,0.1806,0.1711,0.5831,0.4643,0,0.2757,0.4484,32.1482,0.0217,0.3303,0.2654,1.0012,0.9831,0.5314,0.627,0.7151,0.5727,1.2828,0.359,0.0604,0.6675,1.2178,1.1112,0.4024,4.8798,32.1482,5,0.3882,486,0.7837,32.404,0.1613
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf,1,0.0197,0.0177,0.9252,0,0.8182,0,0.7698,46.4618,0.0063,0,0,0.2884,24.6901,0.7788,0.8021,28.3213,1.3906,4.4471,0,0.7454,0.9252,0.272,0.0278,0.9923,3,45.1425,3,?,43649,0.8246,48.464,4.4328
SAT_Competition2009/CRAFTED/Hard/contest02/hgen2-v500-s1216665065.sat05-467.reshuffled-07.cnf,1,0.9563,0,0.5023,0.0975,0.3333,0.0784,0.0099,35.5037,0.0069,0.0846,0.0692,0,0.7624,0.0228,0.1543,0.2673,0,0.9004,0.0886,0,0,0.5537,0.5772,0.4949,4,35.5037,4,0.0444,1750,0.3811,36.2989,0.1454
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf,1,1.3536,0.2145,0.2945,0.3907,0,0.3853,0.0047,9.5839,0.0201,0.3887,0.3418,0.4854,0.3306,0.0153,0.1855,0.1298,0.1226,1.3674,0.3904,0.0001,0.0371,1.0749,0.9523,0.2847,36.9301,8.6826,49,0.1608,2355,0.2289,10.7071,0.2819
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes1.cnf,1,0.0247,0.0228,0.9284,0,0.6,0,0.7709,46.3279,0.0068,0,0,0.2807,24.1377,0.7818,0.808,28.3751,1.3765,4.8338,0,0.7346,0.9284,0.2678,0.0274,0.9925,3,46.3279,3,?,43649,0.7476,50.7909,6.6153
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,1,0.0312,0.0018,0.4642,0.1935,0,0.0828,0.8153,35.2666,0.0209,0.1601,0.0193,0.6664,12.8518,0.8208,0.8369,9.9297,1.001,1.412,0.1696,0.7833,0.0507,1.2234,0.6629,0.4509,3.0841,33.3549,4,?,15307,0.5986,36.3478,0.7269
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,1.5117,0,0.2633,0.1901,0,0.1042,0.0004,8.3323,0.0257,0.119,0.0923,0.8437,1.5698,0.0032,0.0347,1.0238,0.1374,1.365,0.1384,0,0,1.6431,0.7972,0.3739,6.0185,8.3323,7,0.1589,2332,0.2148,30.2928,0.2068
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-6x9.cnf,1,0,0.093,0.7674,0.343,1,0.3429,0.619,35.2217,0.0353,0.3429,0.3429,0.7761,3.8687,0.619,0.6191,3.8533,0.6106,0,0.3429,0.619,0.0698,0,0,1,2,35.2217,2,0.6898,2538,0.9992,35.2217,0
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n180-s34713902-sat.cnf,1,0.0001,0,0.6713,0.2295,0,0.2295,0.5831,29.6164,0.0139,0.2295,0.2295,0.4506,1.1291,0.5832,0.5832,0.6064,0.4472,0,0.2295,0.5831,0.8333,1.0976,1.067,0.438,4.1899,29.6164,5,0.3252,432,0.6791,32.0081,0.0001
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.0001,0.0426,0.758,0.006,1,0.006,0.5077,30.7394,0.0175,0.006,0.006,0.6857,6.6725,0.5077,0.5077,6.5175,0.5926,0,0.006,0.5075,0.0319,0,0,1,2,30.7394,2,?,10976,0.956,30.7394,0.0007
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,0.0045,0.0055,0.6632,0.1712,0,0.1608,0.88,59.106,0.0105,0.1608,0.1562,0.3424,4.5895,0.8846,0.8888,4.7415,1.4088,0,0.1658,0.8749,0.897,1.1095,1.0418,0.4639,3,59.106,3,0.3027,3630,0.9138,61.4895,0.0269
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes10.cnf,1,0.1795,0.0108,0.9561,0.0023,0.8667,0,0.6798,59.6358,0.0021,0,0,0.1905,54.2698,0.8486,0.9364,58.0656,1.9062,5.445,0,0.1783,0.9561,0.1803,0.0124,0.9974,3,56.4144,3,?,305320,0.8144,62.6294,5.3636
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v1820c171155gyes6.cnf,1,0.0422,0.0107,0.9477,0,0.8889,0,0.7796,63.6571,0.0027,0,0,0.2157,38.6442,0.805,0.8548,47.678,1.7405,5.2246,0,0.729,0.9477,0.2053,0.0159,0.9963,3,62.3128,3,?,171155,0.8302,70.7879,12.668
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-gensys-icl004.sat05-2716.reshuffled-07.cnf,1,0.2301,0.2099,0.1132,1,0,0.4995,0.5529,13.2415,0.6068,0.4999,0.4923,2.5543,0.7673,0.6651,0.7998,0.1836,0.4169,3.333,0.5,0,0.0811,3.0185,0.8604,0.299,4.8162,10.9765,6,?,8025,0.4357,14.8881,0.3118
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl001.sat05-3822.reshuffled-07.cnf,1,0.1909,0.1402,0.1143,0.9999,0,0.496,0.6315,14.3094,0.0204,0.4991,0.4735,2.0397,0.6705,0.6663,0.8261,0.0829,0.38,3.1474,0.4997,0,0.0774,2.5461,0.8835,0.3101,4.871,11.1796,6,?,16065,0.248,15.347,0.31
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-21x39.cnf,1,0.3374,0.0052,0.751,0.5,1,0.2689,0.3476,28.9153,0.0024,0.3496,0.1988,0.5858,32.2208,0.5804,0.8119,35.9162,0.5792,0,0.4057,0.0026,0.0039,0,0,1,2,28.9153,2,?,628173,0.5141,28.9153,0.4418
SAT_Competition2007/crafted/spence/hard/s97-100.cnf,1,1.4321,0,0.5,0.3232,1,0.3199,0.0009,15.4512,0.0441,0.3214,0.3132,0,0.9032,0.0036,0.0616,0.5381,0,0.3318,0.3224,0.0001,0,0,0,1,5.2708,14.9968,6,0.0846,204,0.8311,15.7298,0.0544
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d-0.02-s383740539.sat05-534.reshuffled-07.cnf,1,0.1,0.0219,0.4453,0.0176,0.1429,0.0012,0.5454,26.1271,0.0092,0.0089,0.0006,0.4845,3.0742,0.5813,0.67,2.9331,0.2489,3.1513,0.0107,0.4614,0,1.0488,0.5945,0.4781,6.5124,26.1271,7,0.3055,13833,0.2534,28.2553,1.015
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-Mat26.sat05-457.reshuffled-07.cnf,1,0.7198,0.1159,0.4416,0.0651,0,0.0454,0.0069,19.2391,0.0435,0.0455,0.012,1.0891,1.139,0.0296,0.3509,0.5543,0.2145,1.6886,0.0647,0,0.087,1.4994,0.7255,0.4544,6.2006,19.2391,8,0.3858,2464,0.4593,19.3243,0.7102
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-sat-210-3.sat05-2475.reshuffled-07.cnf,1,1.4477,0,0.2495,0.2242,0,0.1044,0.0002,17.3457,0.0331,0.1201,0.0894,0.9131,1.5751,0.0018,0.0479,1.042,0.1543,1.4988,0.151,0,0,1.7119,0.8508,0.3645,6.0101,17.3457,7,0.1809,2176,0.2232,25.6658,0.2475
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf,1,0.0409,0.0141,0.9494,0,0.8333,0,0.7825,51,0.0029,0,0,0.2129,38.2766,0.8085,0.8559,46.8152,1.7337,5.2316,0,0.7356,0.9494,0.2012,0.0157,0.9964,3.0465,49.0591,4,?,171155,0.7647,52.1942,6.3213
SAT_Competition2009/CRAFTED/sgi/new-difficult-28-302-26-75.cnf,1,0.018,0.0153,0.9769,0.0004,0.9048,0,0.8817,49.5974,0.0054,0,0,0.1332,30.3323,0.8939,0.9129,27.5277,1.9073,3.9729,0,0.8634,0.9769,0.0857,0.0092,0.9988,2,49.5974,2,?,48442,0.9167,50.9105,2.3846
SAT_Competition2009/CRAFTED/edgematching/compact/em_8_4_5_cmp.cnf,1,0.3639,0,0.644,0.3407,0,0.0215,0.2416,15.0823,0.0078,0.1709,0.0122,1.0969,1.5101,0.6211,0.9638,0.7324,0.6702,2.7505,0.2279,0.0201,0.1413,1.1741,0.5383,0.4042,5.7665,12.9002,7,1.5363,22340,0.1142,16.6453,1.1594
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v2640c305320g2.cnf,1,0.1789,0.0108,0.9559,0.0047,0.8,0,0.6782,60.949,0.0022,0,0,0.1908,47.7567,0.8514,0.9362,60.3965,1.9067,5.5607,0.0001,0.1705,0.9559,0.1807,0.0124,0.9974,3,60.949,3,?,305320,0.8134,64.4885,5.1671
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-12-12-unsat.cnf,1,0.0001,0,0.8462,0.0416,1,0.0415,0.7086,46.2762,0.0246,0.0415,0.0414,0.4293,2.7285,0.7087,0.7088,2.0951,1.0197,0,0.0415,0.7086,0.8462,0,0,1,3,46.2762,3,0.3348,936,0.8028,48.1652,0.001
